PROBE_ID	7677153062_B.VALUE	7677153062_B.Detection Pval
ILMN_1762466	100.4202	0.1246753
ILMN_2299737	98.65498	0.1350649
ILMN_1663592	81.23719	0.4012987
ILMN_1711053	72.06136	0.8896104
ILMN_1703111	83.37154	0.3376623
ILMN_1776656	84.24361	0.3207792
ILMN_1775012	82.25571	0.3779221
ILMN_2257833	109.6788	0.07922078
ILMN_2377056	71.69422	0.9064935
ILMN_1794956	84.49992	0.312987
ILMN_2352159	95.1312	0.1584416
ILMN_1745415	331.0436	0
ILMN_1790455	98.75143	0.1350649
ILMN_1705653	175.2483	0.01558442
ILMN_2320280	97.65365	0.1428571
ILMN_2246131	84.9929	0.3025974
ILMN_1680300	76.22384	0.625974
ILMN_1732154	83.12253	0.3480519
ILMN_1697642	105.9053	0.09090909
ILMN_1715928	83.36531	0.3376623
ILMN_1705568	74.61251	0.7454545
ILMN_2342084	110.1742	0.07922078
ILMN_2266334	72.75761	0.851948
ILMN_1737380	115.9122	0.06623377
ILMN_1812403	583.0407	0
ILMN_1672596	85.85714	0.2818182
ILMN_1763638	99.50426	0.1324675
ILMN_3191746	75.39559	0.6883117
ILMN_1733042	186.1003	0.01038961
ILMN_2136147	75.68104	0.6636364
ILMN_1751760	78.89635	0.4805195
ILMN_2148452	86.43716	0.274026
ILMN_2054510	90.06702	0.2168831
ILMN_2248912	116.9148	0.06493507
ILMN_1808059	138.3739	0.03896104
ILMN_2325506	115.0019	0.06753246
ILMN_1766169	108.7664	0.08051948
ILMN_1695110	107.6213	0.08181818
ILMN_1771966	214.4422	0.007792208
ILMN_1811188	145.087	0.03376623
ILMN_1786433	123.634	0.05454545
ILMN_1758090	81.55768	0.3961039
ILMN_1796113	126.449	0.05194805
ILMN_2176592	110.1706	0.07922078
ILMN_1685641	73.75951	0.8077922
ILMN_1735979	171.5237	0.01818182
ILMN_2390453	103.7797	0.1038961
ILMN_1764166	92.99692	0.1766234
ILMN_2259949	74.21805	0.7779221
ILMN_1655433	90.93521	0.2051948
ILMN_1693394	582.5469	0
ILMN_1716446	147.2567	0.03376623
ILMN_1704070	92.44267	0.1831169
ILMN_2255133	210.157	0.007792208
ILMN_1659800	97.96091	0.1402597
ILMN_1752899	339.6592	0
ILMN_2342271	129.3124	0.05064935
ILMN_1665761	375.6903	0
ILMN_1667885	261.9602	0.002597403
ILMN_1701120	81.57593	0.3961039
ILMN_1801119	243.4527	0.003896104
ILMN_2363250	87.57452	0.2597403
ILMN_2246956	336.4013	0
ILMN_1769229	142.5683	0.03766234
ILMN_1654118	440.3159	0
ILMN_1742410	100.9639	0.1207792
ILMN_1749096	106.6726	0.08831169
ILMN_1766541	84.39651	0.3168831
ILMN_1774997	88.03773	0.2480519
ILMN_2359627	133.502	0.04415584
ILMN_1731193	119.8946	0.05974026
ILMN_2396982	159.5619	0.02467532
ILMN_1752953	142.4584	0.03766234
ILMN_2181445	312.7565	0
ILMN_1664235	225.1866	0.006493506
ILMN_1773925	86.30864	0.274026
ILMN_1717976	76.34637	0.6207792
ILMN_2279645	121.1365	0.05714286
ILMN_1694666	90.21175	0.2168831
ILMN_3251676	133.8205	0.04285714
ILMN_1655722	86.53302	0.2727273
ILMN_1746561	120.5298	0.05844156
ILMN_1710514	654.278	0
ILMN_1746053	95.4073	0.1584416
ILMN_1737314	2864.986	0
ILMN_1651285	75.86591	0.6493506
ILMN_1706886	87.14005	0.2649351
ILMN_1665996	73.14494	0.8311688
ILMN_2378081	74.10599	0.7857143
ILMN_1754199	109.5624	0.08051948
ILMN_2367275	158.2777	0.02467532
ILMN_1788844	77.72475	0.5389611
ILMN_2371147	147.0026	0.03376623
ILMN_1701165	91.95943	0.1909091
ILMN_1671715	72.76185	0.851948
ILMN_1704452	299.5027	0.001298701
ILMN_1743966	136.8792	0.03896104
ILMN_1775192	559.2275	0
ILMN_2357272	179.0361	0.01038961
ILMN_1690321	165.0576	0.02467532
ILMN_1814686	79.54105	0.4649351
ILMN_2335264	75.13365	0.7103896
ILMN_1773117	213.7381	0.007792208
ILMN_1712161	93.02621	0.1766234
ILMN_1676241	81.18408	0.4038961
ILMN_1767015	119.5284	0.05974026
ILMN_1678260	85.4601	0.2909091
ILMN_1669663	213.1647	0.007792208
ILMN_1670398	112.0337	0.07272727
ILMN_1680683	90.51102	0.2116883
ILMN_1668907	131.2621	0.04675325
ILMN_2333146	90.89104	0.2051948
ILMN_1738529	87.18715	0.2649351
ILMN_1678757	814.5789	0
ILMN_1683471	79.40079	0.4688312
ILMN_1677637	76.21275	0.625974
ILMN_1799280	81.8234	0.3857143
ILMN_1673360	79.02804	0.4792208
ILMN_1734611	139.2786	0.03896104
ILMN_1684086	79.43934	0.4675325
ILMN_1719820	74.37841	0.7623377
ILMN_1751276	119.4128	0.06103896
ILMN_1793988	79.24419	0.474026
ILMN_1706644	78.80487	0.487013
ILMN_1761910	125.8345	0.05324675
ILMN_1712712	101.9112	0.1168831
ILMN_1809543	73.47063	0.8155844
ILMN_3249533	91.28477	0.1987013
ILMN_1687149	153.8649	0.02987013
ILMN_1697923	128.0833	0.05064935
ILMN_1733066	72.92345	0.8402597
ILMN_1744822	423.5908	0
ILMN_1744748	73.51051	0.8155844
ILMN_1668924	87.91122	0.2519481
ILMN_3237923	77.86128	0.5285714
ILMN_1754062	76.8612	0.5948052
ILMN_2375032	87.23834	0.2636364
ILMN_3242856	84.06914	0.3207792
ILMN_1740094	75.79465	0.6545454
ILMN_1796574	74.79124	0.7337663
ILMN_3237256	77.84561	0.5298702
ILMN_3237448	96.82545	0.1493506
ILMN_3238319	83.19527	0.3454545
ILMN_1706969	75.57874	0.6753247
ILMN_3230880	91.40921	0.1961039
ILMN_3178043	99.72345	0.1298701
ILMN_3230853	85.64124	0.2844156
ILMN_1718982	381.8656	0
ILMN_1755796	85.95452	0.2818182
ILMN_2410182	86.07128	0.2792208
ILMN_1796685	81.31728	0.3987013
ILMN_1684042	102.0857	0.1142857
ILMN_2060652	94.33214	0.1675325
ILMN_3246699	82.05966	0.3792208
ILMN_1702637	85.31795	0.2909091
ILMN_2234697	89.35056	0.2285714
ILMN_2181892	150.9879	0.03116883
ILMN_2351638	163.8546	0.02467532
ILMN_1806473	94.90682	0.1584416
ILMN_1804798	324.3579	0
ILMN_1773504	79.63392	0.4649351
ILMN_3311150	74.14582	0.7831169
ILMN_3307987	75.00672	0.7194805
ILMN_3311140	72.26227	0.8779221
ILMN_1814808	154.8131	0.02727273
ILMN_1712608	82.68272	0.361039
ILMN_1690217	83.4697	0.3363636
ILMN_1755818	95.37703	0.1584416
ILMN_2206746	101.3228	0.1194805
ILMN_1673590	86.62087	0.2714286
ILMN_1768534	720.6271	0
ILMN_1726809	101.1219	0.1207792
ILMN_1742787	74.81136	0.7298701
ILMN_1708131	78.16766	0.5116883
ILMN_1699585	76.57105	0.612987
ILMN_1656638	69.60095	0.9636363
ILMN_1813043	73.60479	0.8116883
ILMN_2070521	79.63998	0.4623377
ILMN_1719570	75.69416	0.6610389
ILMN_1692973	74.28622	0.7714286
ILMN_2362034	93.44067	0.1753247
ILMN_1771268	96.43441	0.1506494
ILMN_2380418	404.674	0
ILMN_2372413	239.2789	0.003896104
ILMN_1763386	623.3129	0
ILMN_2259495	87.78596	0.2571429
ILMN_1770505	88.37215	0.2454545
ILMN_2309245	343.6026	0
ILMN_1674160	349.6619	0
ILMN_1726342	141.0659	0.03766234
ILMN_1708485	172.8875	0.01688312
ILMN_1688489	102.9793	0.1116883
ILMN_2182704	348.2307	0
ILMN_1768194	209.0605	0.007792208
ILMN_2405684	2684.504	0
ILMN_1776181	295.5593	0.001298701
ILMN_1681644	100.2713	0.125974
ILMN_2349459	80.95596	0.4090909
ILMN_1803124	75.94749	0.6454545
ILMN_1801605	145.8348	0.03376623
ILMN_2338849	93.33839	0.1753247
ILMN_1674036	101.4381	0.1181818
ILMN_1727144	73.75304	0.8077922
ILMN_1805826	103.0204	0.1116883
ILMN_2214098	138.1638	0.03896104
ILMN_1675612	196.8638	0.009090909
ILMN_1807331	99.16136	0.1324675
ILMN_1668277	150.5902	0.03116883
ILMN_1709484	107.4494	0.08181818
ILMN_1721921	115.3362	0.06753246
ILMN_2142935	78.61946	0.4935065
ILMN_2157510	295.2816	0.001298701
ILMN_1760530	159.4266	0.02467532
ILMN_1679782	91.16874	0.2
ILMN_1681242	80.74105	0.4220779
ILMN_1699669	74.65532	0.7441558
ILMN_1691436	445.6958	0
ILMN_1797793	154.5498	0.02857143
ILMN_2106656	2217.661	0
ILMN_2106658	5751.128	0
ILMN_1695354	134.1811	0.04155844
ILMN_1787794	75.5059	0.6844156
ILMN_1810239	121.2092	0.05714286
ILMN_2308338	99.95439	0.125974
ILMN_1700915	246.5241	0.003896104
ILMN_2295290	80.81229	0.4168831
ILMN_1758542	530.0563	0
ILMN_1800412	111.8382	0.07402597
ILMN_1800776	73.59687	0.812987
ILMN_1798803	173.7561	0.01688312
ILMN_1789994	86.27204	0.2753247
ILMN_1791688	80.97163	0.4077922
ILMN_1702755	80.21349	0.4454545
ILMN_1722718	87.93274	0.2519481
ILMN_2299045	167.0951	0.02337662
ILMN_1811148	113.006	0.06883117
ILMN_1814200	113.4827	0.06883117
ILMN_1707469	75.6439	0.6649351
ILMN_1682661	81.23503	0.4012987
ILMN_1740900	76.22522	0.625974
ILMN_1709734	79.03044	0.4792208
ILMN_1693749	72.66278	0.8558441
ILMN_1660552	71.58934	0.9090909
ILMN_1747650	119.1755	0.06103896
ILMN_1741566	76.46191	0.6181818
ILMN_1761264	84.19526	0.3207792
ILMN_2123415	126.3934	0.05194805
ILMN_3307916	73.68375	0.8090909
ILMN_1702371	68.76608	0.9831169
ILMN_1706957	88.17017	0.2480519
ILMN_2095577	77.60044	0.5467532
ILMN_1801658	81.366	0.3987013
ILMN_2070896	131.5161	0.04545455
ILMN_1789095	109.0318	0.08051948
ILMN_1772713	220.7392	0.006493506
ILMN_1777854	68.32572	0.9857143
ILMN_3238183	7039.577	0
ILMN_1796138	102.5841	0.112987
ILMN_1759892	71.97786	0.8922078
ILMN_1672307	86.09695	0.2779221
ILMN_1751465	77.15475	0.5779221
ILMN_1679464	76.36127	0.6194805
ILMN_2298301	76.30674	0.6233766
ILMN_1655086	78.71445	0.4896104
ILMN_1692748	71.82999	0.8987013
ILMN_1656373	81.74103	0.3883117
ILMN_1734410	81.34969	0.3987013
ILMN_2318733	117.6947	0.06363636
ILMN_1770803	543.5499	0
ILMN_1724658	163.4389	0.02467532
ILMN_2045419	176.4966	0.01428571
ILMN_1718961	597.9196	0
ILMN_1708513	73.59129	0.812987
ILMN_1699989	121.9659	0.05714286
ILMN_1711170	78.4194	0.5025974
ILMN_1773997	69.61597	0.9623377
ILMN_1689172	117.4336	0.06493507
ILMN_1728780	82.03325	0.3792208
ILMN_1803956	71.68257	0.9064935
ILMN_1730032	252.6809	0.003896104
ILMN_1793966	89.00578	0.238961
ILMN_1782633	255.0852	0.002597403
ILMN_1656382	128.0537	0.05064935
ILMN_2298511	98.02066	0.1402597
ILMN_1703894	127.9928	0.05064935
ILMN_1659343	408.2491	0
ILMN_1810680	114.3922	0.06753246
ILMN_3249676	77.53282	0.5493507
ILMN_1786658	186.7007	0.01038961
ILMN_2343010	208.0331	0.007792208
ILMN_2258488	73.18395	0.8298701
ILMN_2329759	76.81848	0.5987013
ILMN_1759369	75.01247	0.7194805
ILMN_1670746	83.81432	0.3246753
ILMN_1781833	76.49075	0.6155844
ILMN_1715583	201.6311	0.007792208
ILMN_2147920	99.46013	0.1324675
ILMN_1793049	75.78909	0.6545454
ILMN_2352921	111.437	0.07662338
ILMN_1788764	92.28401	0.1857143
ILMN_2352926	76.6738	0.6077922
ILMN_1657746	134.9458	0.04025974
ILMN_1766736	126.7018	0.05194805
ILMN_1796928	96.74491	0.1493506
ILMN_1708152	86.29391	0.274026
ILMN_1670091	74.39747	0.7597402
ILMN_1712718	89.86996	0.2181818
ILMN_1699179	188.4184	0.009090909
ILMN_1688381	136.3024	0.04025974
ILMN_1655210	75.11284	0.7116883
ILMN_1798112	71.05283	0.9246753
ILMN_2217056	118.2739	0.06363636
ILMN_3235789	96.03487	0.1545455
ILMN_1652472	83.19312	0.3454545
ILMN_1772034	71.71072	0.9051948
ILMN_2311089	102.5625	0.112987
ILMN_1738027	114.7371	0.06753246
ILMN_1666652	80.68085	0.4246753
ILMN_1771065	82.21933	0.3779221
ILMN_1677794	75.01678	0.7194805
ILMN_1697546	114.3992	0.06753246
ILMN_1730019	124.1261	0.05454545
ILMN_1758918	1048.422	0
ILMN_1785635	373.7684	0
ILMN_1774134	87.38242	0.261039
ILMN_1736981	130.8446	0.04675325
ILMN_1771061	111.6212	0.07532468
ILMN_1696420	170.8904	0.01948052
ILMN_2082810	229.2791	0.005194805
ILMN_3185563	77.31809	0.5662338
ILMN_3262031	160.871	0.02467532
ILMN_3245301	80.19441	0.4454545
ILMN_2349600	278.3307	0.002597403
ILMN_1702335	105.7218	0.09090909
ILMN_1701711	176.9566	0.01428571
ILMN_1651405	403.2105	0
ILMN_1811481	70.16418	0.9493507
ILMN_1781085	87.2744	0.2636364
ILMN_1750821	78.46455	0.5
ILMN_1667928	65.8181	1
ILMN_2247703	73.78231	0.8064935
ILMN_2363489	269.8313	0.002597403
ILMN_1778684	168.0061	0.02337662
ILMN_1658805	90.03883	0.2168831
ILMN_3244769	80.40585	0.4363636
ILMN_1736836	110.0248	0.07922078
ILMN_1703686	98.74638	0.1350649
ILMN_1800430	86.11382	0.2779221
ILMN_1665554	158.9271	0.02467532
ILMN_1781580	1113.342	0
ILMN_1797693	133.1305	0.04415584
ILMN_1803570	413.7812	0
ILMN_1800619	106.8171	0.08701298
ILMN_1693410	201.9794	0.007792208
ILMN_3253304	432.6346	0
ILMN_1760757	105.0934	0.09220779
ILMN_2155172	116.6416	0.06623377
ILMN_1679800	208.5076	0.007792208
ILMN_2398432	661.7062	0
ILMN_1719165	221.2297	0.006493506
ILMN_1775943	104.2395	0.1
ILMN_2225511	78.61044	0.4948052
ILMN_1727813	204.5483	0.007792208
ILMN_1666967	149.7628	0.03246753
ILMN_2226324	560.8871	0
ILMN_1669308	155.914	0.02597403
ILMN_2365549	668.5131	0
ILMN_1658800	241.7262	0.003896104
ILMN_1756165	125.3574	0.05324675
ILMN_2185845	159.5132	0.02467532
ILMN_1708496	76.69152	0.6051948
ILMN_2305249	102.0542	0.1142857
ILMN_1675776	76.18822	0.625974
ILMN_1660400	70.27306	0.9441559
ILMN_1714669	104.9612	0.09740259
ILMN_1672871	80.21251	0.4454545
ILMN_1656045	78.94035	0.4805195
ILMN_2296011	76.07382	0.635065
ILMN_1805111	89.62774	0.2220779
ILMN_1673518	158.3601	0.02467532
ILMN_1801866	105.5951	0.09090909
ILMN_1761915	89.74106	0.2194805
ILMN_1662896	199.223	0.009090909
ILMN_2086222	71.26279	0.9233766
ILMN_1757794	104.3437	0.0987013
ILMN_1774596	211.1078	0.007792208
ILMN_1734483	386.3921	0
ILMN_1778374	494.8644	0
ILMN_1730709	104.4751	0.0987013
ILMN_1760246	142.7642	0.03766234
ILMN_1726420	81.05455	0.4064935
ILMN_3242325	92.35141	0.1857143
ILMN_3247560	83.36445	0.3376623
ILMN_1770161	172.7975	0.01688312
ILMN_1723480	304.4661	0.001298701
ILMN_3238628	74.30508	0.7688312
ILMN_1676842	382.3379	0
ILMN_2411264	176.2171	0.01428571
ILMN_1691927	121.518	0.05714286
ILMN_1809344	200.8682	0.009090909
ILMN_1654153	75.54099	0.6805195
ILMN_1674670	117.5516	0.06363636
ILMN_1696582	85.48709	0.287013
ILMN_1705066	310.8423	0
ILMN_1732885	127.0845	0.05194805
ILMN_1707481	120.9878	0.05714286
ILMN_1677684	71.66849	0.9064935
ILMN_2286987	76.34937	0.6207792
ILMN_3238274	650.8002	0
ILMN_1713964	89.33385	0.2298701
ILMN_1666653	75.90892	0.6493506
ILMN_2334350	94.87141	0.1597403
ILMN_1744725	201.3968	0.007792208
ILMN_1687743	111.7433	0.07402597
ILMN_2356745	86.76391	0.2675325
ILMN_1757298	126.4495	0.05194805
ILMN_2049900	77.16474	0.5779221
ILMN_1796773	77.56609	0.548052
ILMN_1732271	76.05109	0.6376624
ILMN_2081070	86.96279	0.2675325
ILMN_1699728	76.86555	0.5948052
ILMN_2319414	2317.576	0
ILMN_1659762	1779.992	0
ILMN_2245676	99.52484	0.1324675
ILMN_3309354	82.99565	0.3519481
ILMN_2072140	164.222	0.02467532
ILMN_1759359	196.3948	0.009090909
ILMN_1775743	4397.929	0
ILMN_1770085	989.3411	0
ILMN_1707339	107.0807	0.08441558
ILMN_2154836	75.25788	0.7051948
ILMN_1689154	82.39189	0.3714286
ILMN_1662026	588.5513	0
ILMN_1778536	172.9979	0.01688312
ILMN_2099528	115.7612	0.06623377
ILMN_1698953	130.0423	0.04805195
ILMN_1783392	106.9857	0.08571429
ILMN_2364852	731.6509	0
ILMN_1752758	107.9825	0.08181818
ILMN_2256894	91.90534	0.1909091
ILMN_1721813	101.7029	0.1168831
ILMN_1687888	79.78506	0.4558442
ILMN_1802708	373.8202	0
ILMN_1700067	234.9389	0.005194805
ILMN_1676528	501.0174	0
ILMN_2373831	219.9507	0.006493506
ILMN_1688101	100.9515	0.1207792
ILMN_1783795	118.5272	0.06363636
ILMN_1660446	79.80293	0.4558442
ILMN_2355786	87.42374	0.2597403
ILMN_1663749	242.0689	0.003896104
ILMN_1770709	75.25836	0.7051948
ILMN_1676895	162.9395	0.02467532
ILMN_1772976	114.9508	0.06753246
ILMN_1815718	82.48997	0.3675325
ILMN_1689438	76.92036	0.5922078
ILMN_2202948	74.01678	0.7909091
ILMN_1797307	80.38018	0.4363636
ILMN_1693145	825.0505	0
ILMN_2245180	88.52774	0.2428571
ILMN_1778764	136.154	0.04025974
ILMN_2386100	144.7119	0.03376623
ILMN_1749210	135.0838	0.04025974
ILMN_1710697	589.2841	0
ILMN_1702107	72.38155	0.874026
ILMN_1676294	82.77724	0.3558442
ILMN_1689237	103.5575	0.1064935
ILMN_1682792	85.69632	0.2844156
ILMN_2111229	95.21233	0.1584416
ILMN_1669208	106.4955	0.08831169
ILMN_1730285	70.82931	0.9285714
ILMN_1704760	101.6391	0.1168831
ILMN_1714878	71.65062	0.9077922
ILMN_1717982	68.62042	0.9844156
ILMN_1793846	79.26363	0.4727273
ILMN_1669554	71.25256	0.9233766
ILMN_1676548	169.3844	0.02207792
ILMN_1767556	77.22349	0.5714286
ILMN_1738955	166.85	0.02337662
ILMN_3181538	186.2839	0.01038961
ILMN_1770399	73.58144	0.812987
ILMN_1654413	82.34793	0.3727273
ILMN_1783247	102.4695	0.112987
ILMN_1799204	75.11153	0.7116883
ILMN_1652715	87.2795	0.2636364
ILMN_3230789	74.90508	0.7220779
ILMN_1770130	72.37946	0.874026
ILMN_2159300	78.57489	0.4961039
ILMN_1810462	85.94036	0.2818182
ILMN_1680110	147.5973	0.03376623
ILMN_1734010	138.5337	0.03896104
ILMN_1761411	115.0628	0.06753246
ILMN_1665508	106.2691	0.08961039
ILMN_1767828	117.4093	0.06493507
ILMN_1758153	79.26335	0.4727273
ILMN_1704785	87.92205	0.2519481
ILMN_1674046	107.6497	0.08181818
ILMN_2100936	87.65669	0.2584416
ILMN_1784933	82.53444	0.3649351
ILMN_3245166	79.25694	0.474026
ILMN_1663649	88.70506	0.2415584
ILMN_1791656	148.246	0.03246753
ILMN_3239861	97.52117	0.1441558
ILMN_2071682	76.29145	0.6233766
ILMN_1730047	77.00223	0.5818182
ILMN_1677311	98.93985	0.1337662
ILMN_1701243	143.3209	0.03766234
ILMN_1687478	79.34767	0.4688312
ILMN_2231921	81.42175	0.3974026
ILMN_1658830	194.476	0.009090909
ILMN_1674373	89.6443	0.2220779
ILMN_2158594	116.6239	0.06623377
ILMN_1723921	445.6668	0
ILMN_1768339	77.84682	0.5298702
ILMN_1772706	153.9454	0.02987013
ILMN_2151056	163.606	0.02467532
ILMN_1684497	105.269	0.09220779
ILMN_1662470	107.8908	0.08181818
ILMN_2202806	77.9979	0.5207792
ILMN_1747741	74.84776	0.7246753
ILMN_1753490	127.5453	0.05194805
ILMN_2375141	105.2586	0.09220779
ILMN_1765480	74.63278	0.7454545
ILMN_1742604	82.7868	0.3558442
ILMN_1672711	75.19845	0.7090909
ILMN_1681967	79.08463	0.4779221
ILMN_3235877	81.47451	0.3961039
ILMN_1660288	108.8976	0.08051948
ILMN_1792270	156.2728	0.02597403
ILMN_1750338	85.48344	0.2883117
ILMN_2128639	91.84156	0.1909091
ILMN_3254163	128.5695	0.05064935
ILMN_1759157	87.63103	0.2584416
ILMN_2298611	127.08	0.05194805
ILMN_2344744	77.24078	0.5714286
ILMN_1665760	102.3841	0.1142857
ILMN_2259520	78.38536	0.5038961
ILMN_2205963	2021.389	0
ILMN_1708277	73.42976	0.8155844
ILMN_1672717	133.4041	0.04415584
ILMN_2118472	5997.886	0
ILMN_1754538	105.1278	0.09220779
ILMN_2295346	73.81976	0.8038961
ILMN_1718520	235.3684	0.005194805
ILMN_1783873	97.62958	0.1428571
ILMN_1765232	111.3228	0.07922078
ILMN_1710207	210.4706	0.007792208
ILMN_1678652	118.4443	0.06363636
ILMN_1795563	82.27733	0.3779221
ILMN_1768077	113.3636	0.06883117
ILMN_1720898	81.98658	0.3792208
ILMN_1664488	348.7494	0
ILMN_1777591	72.74757	0.851948
ILMN_1719577	74.37923	0.7623377
ILMN_1662791	73.52783	0.8155844
ILMN_1720755	90.31865	0.2142857
ILMN_2415617	77.08205	0.5792208
ILMN_1742473	74.5126	0.7506493
ILMN_1664741	107.8143	0.08181818
ILMN_1738047	144.7433	0.03376623
ILMN_3192411	77.70604	0.5402597
ILMN_3268880	75.22773	0.7064935
ILMN_1792110	130.4427	0.04805195
ILMN_1838791	110.1933	0.07922078
ILMN_2301163	90.17415	0.2168831
ILMN_1671905	144.9235	0.03376623
ILMN_1805603	77.70039	0.5415584
ILMN_1757099	80.0163	0.4493507
ILMN_1782861	72.24688	0.8805195
ILMN_2101719	81.33914	0.3987013
ILMN_3307060	69.68514	0.9597403
ILMN_1665207	99.38859	0.1324675
ILMN_1775423	86.87648	0.2675325
ILMN_1680367	74.9439	0.7207792
ILMN_1802702	85.35316	0.2909091
ILMN_2183519	75.58696	0.6753247
ILMN_1692568	85.59084	0.2857143
ILMN_1781654	70.70939	0.9298701
ILMN_1724517	78.03295	0.5194805
ILMN_1783629	70.17681	0.9480519
ILMN_1797104	77.82745	0.5311688
ILMN_1702584	80.37831	0.4363636
ILMN_1802192	91.3715	0.1974026
ILMN_2128967	130.4947	0.04805195
ILMN_1811082	71.8707	0.8961039
ILMN_1786759	1230.46	0
ILMN_1708304	70.05991	0.9506493
ILMN_2267365	88.09473	0.2480519
ILMN_1788356	100.7928	0.1220779
ILMN_2359029	95.45198	0.1571429
ILMN_1665660	81.06596	0.4064935
ILMN_1752988	128.5934	0.05064935
ILMN_2077094	360.489	0
ILMN_3248086	71.24023	0.9233766
ILMN_3235922	161.2586	0.02467532
ILMN_1808163	90.63233	0.2103896
ILMN_1812134	77.63118	0.5454546
ILMN_1786872	91.43532	0.1961039
ILMN_1680963	73.37719	0.8181818
ILMN_1799053	81.63867	0.3922078
ILMN_1652602	90.30675	0.2142857
ILMN_1788756	69.11742	0.974026
ILMN_3306978	75.2817	0.7025974
ILMN_1789804	78.99016	0.4792208
ILMN_1791968	79.07092	0.4779221
ILMN_1673982	75.41067	0.6883117
ILMN_1653836	79.74066	0.4558442
ILMN_1782371	69.69352	0.9597403
ILMN_1729842	128.3951	0.05064935
ILMN_3307188	76.40479	0.6181818
ILMN_1803015	73.09219	0.8350649
ILMN_1680102	97.18668	0.1467533
ILMN_1767642	183.3125	0.01038961
ILMN_2160718	206.1444	0.007792208
ILMN_1696826	74.50676	0.7506493
ILMN_1739345	190.1201	0.009090909
ILMN_1724532	76.46667	0.6181818
ILMN_1664773	80.98104	0.4077922
ILMN_2341487	89.18415	0.2311688
ILMN_1796440	76.98879	0.5844156
ILMN_1726104	147.0298	0.03376623
ILMN_2050790	107.328	0.08441558
ILMN_1674017	124.1766	0.05454545
ILMN_2213297	227.5811	0.005194805
ILMN_1664738	117.298	0.06493507
ILMN_2063051	101.072	0.1207792
ILMN_1706842	76.30074	0.6233766
ILMN_1728965	139.8682	0.03766234
ILMN_1802649	88.65179	0.2415584
ILMN_3249949	186.1879	0.01038961
ILMN_3250798	144.5344	0.03506494
ILMN_1815878	441.8644	0
ILMN_1677080	92.0112	0.1909091
ILMN_2073263	87.42595	0.2597403
ILMN_1773148	104.2417	0.1
ILMN_2268593	78.86778	0.4818182
ILMN_1709050	77.78616	0.5337662
ILMN_2243516	730.5865	0
ILMN_1680659	80.63219	0.4285714
ILMN_1767103	84.8662	0.3051948
ILMN_3258513	74.54654	0.7480519
ILMN_2045800	76.65797	0.6090909
ILMN_1732739	86.82887	0.2675325
ILMN_1779163	117.8465	0.06363636
ILMN_1757847	159.4041	0.02467532
ILMN_2168520	84.67805	0.3077922
ILMN_1683635	96.90303	0.1493506
ILMN_2049693	77.8037	0.5324675
ILMN_1793570	115.706	0.06623377
ILMN_1781419	124.7092	0.05324675
ILMN_1656463	82.77871	0.3558442
ILMN_1659017	129.7466	0.04805195
ILMN_1798270	349.6289	0
ILMN_2168079	78.1196	0.5168831
ILMN_1669579	76.61613	0.6116883
ILMN_1790637	96.11131	0.151948
ILMN_1790100	100.0608	0.125974
ILMN_3240370	96.83839	0.1493506
ILMN_1795564	80.28297	0.4415585
ILMN_1808914	103.3462	0.1077922
ILMN_2182850	82.2345	0.3779221
ILMN_3239232	81.96442	0.3792208
ILMN_1810376	78.39812	0.5038961
ILMN_1766038	77.36838	0.5623376
ILMN_1811437	98.25596	0.1376623
ILMN_3282138	78.15678	0.512987
ILMN_1727178	70.83953	0.9285714
ILMN_1777765	213.7799	0.007792208
ILMN_2196335	79.36365	0.4688312
ILMN_2196337	106.366	0.08961039
ILMN_1758537	88.54481	0.2428571
ILMN_1804611	90.71813	0.2103896
ILMN_2180371	105.8673	0.09090909
ILMN_1745497	150.3883	0.03116883
ILMN_3245684	84.96635	0.3038961
ILMN_1787199	122.0782	0.05714286
ILMN_1792671	103.5474	0.1064935
ILMN_1788810	121.5596	0.05714286
ILMN_2077733	79.57137	0.4649351
ILMN_2122176	170.4645	0.01948052
ILMN_2105923	131.745	0.04545455
ILMN_3180113	82.13989	0.3792208
ILMN_3256573	72.87859	0.8428571
ILMN_1772446	79.63164	0.4649351
ILMN_2229922	2064.054	0
ILMN_1726289	1497.156	0
ILMN_1755414	128.3622	0.05064935
ILMN_1757142	109.3891	0.08051948
ILMN_1763311	81.76344	0.387013
ILMN_1751898	142.0366	0.03766234
ILMN_1722880	74.40903	0.7597402
ILMN_1809597	80.11508	0.448052
ILMN_1721569	82.61793	0.3623376
ILMN_1713189	299.8188	0.001298701
ILMN_1711720	67.81714	0.9909091
ILMN_1737818	110.6283	0.07922078
ILMN_2169856	102.2256	0.1142857
ILMN_1772527	140.8389	0.03766234
ILMN_1728435	104.5027	0.09740259
ILMN_1798957	388.3416	0
ILMN_1727055	84.74821	0.3077922
ILMN_1654429	86.57025	0.2727273
ILMN_2161556	98.64731	0.1350649
ILMN_1791792	132.4015	0.04545455
ILMN_1715567	79.94927	0.4506494
ILMN_2105298	74.5362	0.7493507
ILMN_3244516	192.3465	0.009090909
ILMN_1667857	180.1015	0.01038961
ILMN_1706186	87.61736	0.2584416
ILMN_1675616	121.1237	0.05714286
ILMN_3273214	95.07699	0.1584416
ILMN_1770616	91.05753	0.2038961
ILMN_1812191	364.3736	0
ILMN_1727606	102.8079	0.1116883
ILMN_2234710	84.69875	0.3077922
