PROBE_ID	7677153062_G.VALUE	7677153062_G.Detection Pval
ILMN_1712707	145.6551	0.02727273
ILMN_1699750	176.876	0.01038961
ILMN_1739081	198.4605	0.006493506
ILMN_2329958	303.7961	0
ILMN_1775944	97.28988	0.8753247
ILMN_1724497	125.4974	0.05974026
ILMN_1720988	108.3414	0.2506494
ILMN_1707274	94.19915	0.9584416
ILMN_1755658	158.9768	0.01688312
ILMN_1673639	99.46438	0.761039
ILMN_1713732	158.9888	0.01688312
ILMN_1708922	134.1063	0.04025974
ILMN_2268241	103.8942	0.4558442
ILMN_1741628	97.44041	0.864935
ILMN_1657870	121.5709	0.07272727
ILMN_2240003	97.99092	0.8506494
ILMN_1785424	399.3105	0
ILMN_1731610	115.4863	0.1207792
ILMN_1696682	101.9559	0.5792208
ILMN_2396672	198.536	0.006493506
ILMN_1758825	120.7071	0.07922078
ILMN_1656940	112.8873	0.1571429
ILMN_1656979	123.6424	0.06753246
ILMN_1731433	206.7594	0.005194805
ILMN_1672878	470.6516	0
ILMN_1655114	122.0854	0.07272727
ILMN_1657045	99.2022	0.7714286
ILMN_1766991	98.63625	0.812987
ILMN_1658083	121.2393	0.07532468
ILMN_1802096	1173.913	0
ILMN_2367165	564.8467	0
ILMN_1753370	132.2895	0.04415584
ILMN_1738921	344.0678	0
ILMN_1660199	139.6453	0.03506494
ILMN_2331636	125.8931	0.05974026
ILMN_1772123	124.7562	0.06363636
ILMN_1667641	98.54723	0.8168831
ILMN_1763852	126.6906	0.05714286
ILMN_1687303	129.7006	0.04935065
ILMN_1761058	165.9154	0.01298701
ILMN_2225595	165.3123	0.01298701
ILMN_1724699	105.1074	0.3883117
ILMN_1775579	141.7415	0.03376623
ILMN_1660890	102.4232	0.5493507
ILMN_1778104	155.9721	0.01818182
ILMN_2053679	228.2709	0.001298701
ILMN_1795104	209.0143	0.005194805
ILMN_1740920	109.6486	0.2142857
ILMN_2263466	117.5738	0.1025974
ILMN_1806408	862.9204	0
ILMN_2352009	192.031	0.006493506
ILMN_1693148	92.79759	0.987013
ILMN_1808395	364.1966	0
ILMN_3236270	252.5605	0
ILMN_1743847	115.5472	0.1207792
ILMN_1800008	162.0337	0.01688312
ILMN_2133799	108.0093	0.261039
ILMN_1708672	138.0074	0.03506494
ILMN_1665945	217.9385	0.002597403
ILMN_1676288	117.1073	0.1077922
ILMN_1693250	109.4071	0.2168831
ILMN_2295980	107.9855	0.261039
ILMN_2410362	107.8682	0.2649351
ILMN_1684271	115.3208	0.1220779
ILMN_1726388	95.53145	0.9272727
ILMN_2106002	107.2906	0.2857143
ILMN_1779685	115.7506	0.1207792
ILMN_1665932	109.0312	0.2324675
ILMN_1769694	103.9316	0.4532467
ILMN_1727251	119.0772	0.09090909
ILMN_1734479	108.9907	0.2337662
ILMN_2368728	135.5	0.04025974
ILMN_2394897	100.4299	0.6961039
ILMN_2394902	108.3146	0.2506494
ILMN_2287535	106.9699	0.3
ILMN_1750295	114.638	0.1311688
ILMN_3187680	140.5744	0.03376623
ILMN_3242266	107.5006	0.2792208
ILMN_1780630	137.6667	0.03636364
ILMN_1716480	153.0197	0.02207792
ILMN_1715192	102.2232	0.5649351
ILMN_2339410	98.40813	0.825974
ILMN_1779984	99.65273	0.7493507
ILMN_1667018	108.9587	0.2363636
ILMN_1773243	93.52305	0.9779221
ILMN_3241214	117.6796	0.0987013
ILMN_3235340	115.7154	0.1207792
ILMN_1761000	102.6215	0.5298702
ILMN_3237774	136.819	0.03766234
ILMN_2333219	98.29434	0.8337662
ILMN_1780485	123.8954	0.06753246
ILMN_1735471	159.3712	0.01688312
ILMN_1699636	262.0187	0
ILMN_2371379	290.7208	0
ILMN_1749014	205.4965	0.006493506
ILMN_1727091	95.72611	0.9181818
ILMN_1771348	129.4675	0.04935065
ILMN_2134039	4634.705	0
ILMN_1750800	159.0451	0.01688312
ILMN_1654861	150.8555	0.02467532
ILMN_2121389	92.76167	0.987013
ILMN_1715543	104.7133	0.4116883
ILMN_1739594	105.8166	0.3545454
ILMN_2353978	100.5807	0.6883117
ILMN_1785474	139.2422	0.03506494
ILMN_2188959	103.9928	0.451948
ILMN_1716237	136.2197	0.03766234
ILMN_1764321	105.6823	0.361039
ILMN_2156699	104.5955	0.4194805
ILMN_1784756	108.9349	0.2363636
ILMN_1728883	94.68616	0.951948
ILMN_1740265	124.5285	0.06493507
ILMN_1788078	97.56809	0.861039
ILMN_2252621	104.5159	0.4207792
ILMN_2332250	104.2654	0.4376623
ILMN_1719178	101.9357	0.5792208
ILMN_1679600	111.8034	0.1701299
ILMN_2367070	159.9178	0.01688312
ILMN_1658995	157.1066	0.01688312
ILMN_1750158	271.3721	0
ILMN_1668839	110.607	0.1948052
ILMN_1765767	128.1289	0.05454545
ILMN_1685703	95.56142	0.9233766
ILMN_1743396	115.4376	0.1207792
ILMN_1743680	96.39132	0.9064935
ILMN_1669633	192.657	0.006493506
ILMN_2344956	338.8665	0
ILMN_2104830	141.4334	0.03376623
ILMN_2078599	133.0707	0.04415584
ILMN_2234343	112.9922	0.1532468
ILMN_1706598	133.1709	0.04415584
ILMN_2306955	138.5513	0.03506494
ILMN_1758323	195.6093	0.006493506
ILMN_1728331	265.4384	0
ILMN_2351906	101.3118	0.6402597
ILMN_1705637	174.6647	0.01038961
ILMN_1784203	174.1196	0.01038961
ILMN_1666690	112.5466	0.161039
ILMN_1654468	197.0896	0.006493506
ILMN_2320277	118.8546	0.09090909
ILMN_2227011	100.9821	0.6571429
ILMN_1730002	117.5815	0.1025974
ILMN_3236756	115.8535	0.1168831
ILMN_1716832	101.2111	0.648052
ILMN_1684585	1365.156	0
ILMN_2360705	174.2466	0.01038961
ILMN_1654414	109.3684	0.2181818
ILMN_1666096	120.3156	0.07922078
ILMN_2391458	130.1021	0.04935065
ILMN_2285506	108.2533	0.2532468
ILMN_1691714	98.24738	0.8363636
ILMN_1683598	327.8191	0
ILMN_2370882	137.3693	0.03766234
ILMN_2273911	106.3354	0.3298701
ILMN_1807914	100.0538	0.7142857
ILMN_1678517	99.32675	0.7675325
ILMN_1705247	286.886	0
ILMN_1737418	107.5214	0.2766234
ILMN_2278242	101.8274	0.5922078
ILMN_1730025	104.5041	0.4233766
ILMN_2378555	130.6678	0.04935065
ILMN_1661434	95.44062	0.9324675
ILMN_1809623	98.43501	0.8220779
ILMN_1657592	93.96614	0.9636363
ILMN_1765912	105.0392	0.3909091
ILMN_1746128	97.34158	0.8727273
ILMN_1685952	101.9175	0.5805195
ILMN_1662738	98.52774	0.8168831
ILMN_1771084	114.7156	0.1298701
ILMN_1791923	102.4223	0.5493507
ILMN_1801698	97.19939	0.8779221
ILMN_1766966	100.6181	0.687013
ILMN_2070792	116.4962	0.112987
ILMN_1752269	184.6595	0.007792208
ILMN_1697510	102.5825	0.5363637
ILMN_2254962	110.424	0.1961039
ILMN_2336595	229.6321	0.001298701
ILMN_1714197	271.8322	0
ILMN_1742859	101.6657	0.6090909
ILMN_1659885	103.6778	0.4675325
ILMN_2125869	119.4036	0.08831169
ILMN_1671703	235.2551	0.001298701
ILMN_2152131	9830.241	0
ILMN_1777296	6795.728	0
ILMN_2038777	9481.304	0
ILMN_3246895	101.6625	0.6090909
ILMN_1658660	104.5035	0.4233766
ILMN_1829919	106.2241	0.3324675
ILMN_2053178	6241.874	0
ILMN_1704961	1910.927	0
ILMN_1795325	98.83488	0.8064935
ILMN_1749297	204.5231	0.006493506
ILMN_2328280	155.7764	0.01818182
ILMN_1657855	194.3051	0.006493506
ILMN_1717900	103.3466	0.4844156
ILMN_1796088	95.71129	0.9181818
ILMN_1704078	93.1746	0.9857143
ILMN_2232177	768.2165	0
ILMN_1654422	104.6317	0.4168831
ILMN_1665691	110.1572	0.1987013
ILMN_1725534	266.4306	0
ILMN_1798254	256.2845	0
ILMN_1792314	232.5151	0.001298701
ILMN_1695821	273.1125	0
ILMN_2388605	1542.842	0
ILMN_1657153	425.6042	0
ILMN_2260392	106.6604	0.3116883
ILMN_2346451	96.2809	0.9064935
ILMN_1787513	110.2769	0.1987013
ILMN_1680941	104.5492	0.4194805
ILMN_1652594	134.4144	0.04025974
ILMN_1697585	172.7267	0.01038961
ILMN_1689162	116.611	0.1116883
ILMN_1815392	221.7278	0.002597403
ILMN_3241416	98.84821	0.8038961
ILMN_1760490	170.1474	0.01168831
ILMN_1786544	113.902	0.1376623
ILMN_1763916	107.7919	0.2662338
ILMN_2243308	161.4258	0.01688312
ILMN_1766723	111.1954	0.1818182
ILMN_1689217	102.7749	0.5233766
ILMN_1670912	103.7919	0.4597403
ILMN_2152711	117.2916	0.1064935
ILMN_1668983	101.1117	0.651948
ILMN_1824337	102.8368	0.5207792
ILMN_1807493	98.7842	0.8077922
ILMN_3250257	107.9861	0.261039
ILMN_1683883	114.8745	0.1272727
ILMN_1670193	124.2056	0.06623377
ILMN_2319825	116.4516	0.112987
ILMN_1694233	176.9018	0.01038961
ILMN_1686432	100.8931	0.6610389
ILMN_1697550	164.5104	0.01298701
ILMN_2158705	119.8422	0.08181818
ILMN_1803686	178.6374	0.009090909
ILMN_1745580	99.36083	0.7649351
ILMN_1745108	101.9215	0.5792208
ILMN_1725043	112.9212	0.1571429
ILMN_2148360	128.7024	0.05454545
ILMN_1718946	188.425	0.007792208
ILMN_1711374	109.6552	0.2142857
ILMN_1726266	109.0951	0.2311688
ILMN_1705689	99.92759	0.7246753
ILMN_1785393	104.1863	0.4428571
ILMN_2384544	143.7193	0.03116883
ILMN_1756920	304.2609	0
ILMN_1799728	120.0884	0.08051948
ILMN_1751500	116.9353	0.1090909
ILMN_2121068	297.8625	0
ILMN_1765779	122.8589	0.07012987
ILMN_2201386	99.56528	0.7506493
ILMN_1682225	101.207	0.6493506
ILMN_1788481	107.9282	0.2623377
ILMN_1713751	831.9061	0
ILMN_1662675	105.6407	0.3636364
ILMN_1737629	98.50286	0.8181818
ILMN_1812112	100.0741	0.7142857
ILMN_3241313	102.9038	0.5116883
ILMN_1675210	94.15807	0.9584416
ILMN_1706302	99.19465	0.7714286
ILMN_2351754	99.65442	0.7493507
ILMN_2060086	105.5676	0.3675325
ILMN_1664236	107.246	0.2883117
ILMN_1664631	136.9885	0.03766234
ILMN_1802100	108.6811	0.2376623
ILMN_2194158	102.9762	0.5077922
ILMN_2100871	99.34446	0.7649351
ILMN_1806841	116.6072	0.1116883
ILMN_1798045	99.36651	0.7649351
ILMN_2293012	99.13683	0.7753247
ILMN_1703383	115.4941	0.1207792
ILMN_1651657	112.4349	0.1636364
ILMN_1671297	124.4152	0.06493507
ILMN_1669486	100.282	0.7038961
ILMN_1795204	100.5318	0.6896104
ILMN_2223911	100.0305	0.7155844
ILMN_1685531	96.57123	0.8961039
ILMN_1764554	100.0731	0.7142857
ILMN_2302214	102.7929	0.5220779
ILMN_1783312	97.76614	0.8571429
ILMN_2143210	101.1765	0.6506494
ILMN_1750294	101.9989	0.5779221
ILMN_1708348	676.2968	0
ILMN_1727524	136.6533	0.03766234
ILMN_1716909	92.67897	0.987013
ILMN_2103107	133.5741	0.04415584
ILMN_1673566	105.5751	0.3675325
ILMN_1751168	99.95023	0.7220779
ILMN_1660970	104.0164	0.4493507
ILMN_1787386	98.55088	0.8168831
ILMN_2286570	101.1665	0.6506494
ILMN_2413732	108.6571	0.2376623
ILMN_1873412	106.5268	0.3181818
ILMN_1676452	102.2448	0.5649351
ILMN_2358134	107.0274	0.2987013
ILMN_1683781	100.4187	0.6974026
ILMN_1726247	99.25197	0.7701299
ILMN_1682989	144.5104	0.02857143
ILMN_1739872	105.9829	0.3428572
ILMN_1770152	96.11671	0.9103896
ILMN_1656171	99.98101	0.7220779
ILMN_1796628	108.7812	0.2376623
ILMN_1811765	99.54712	0.7519481
ILMN_1791795	96.98689	0.8831169
ILMN_1787908	100.4113	0.6974026
ILMN_1651717	103.8669	0.4558442
ILMN_1703803	99.80737	0.7337663
ILMN_2092933	106.6913	0.3103896
ILMN_1681886	104.5228	0.4207792
ILMN_1767362	100.7481	0.6753247
ILMN_3251322	102.9213	0.5103896
ILMN_2211790	93.36446	0.9818182
ILMN_1672403	97.89652	0.851948
ILMN_1805543	109.1988	0.2246753
ILMN_1706992	155.0273	0.01948052
ILMN_1684919	96.90787	0.8844156
ILMN_1727084	105.904	0.3480519
ILMN_1705250	98.25336	0.8363636
ILMN_1722621	102.999	0.5012987
ILMN_1721495	109.363	0.2181818
ILMN_1798690	93.79411	0.9701298
ILMN_1687035	118.5418	0.09220779
ILMN_1777683	114.5031	0.1324675
ILMN_1762294	121.3054	0.07402597
ILMN_1793040	130.7101	0.04935065
ILMN_3247424	159.036	0.01688312
ILMN_1763000	199.6879	0.006493506
ILMN_1776777	1774.957	0
ILMN_1706963	101.144	0.6506494
ILMN_2320964	562.7526	0
ILMN_1697628	115.8535	0.1168831
ILMN_2319326	148.882	0.02467532
ILMN_1657442	118.2022	0.0961039
ILMN_1679797	289.5732	0
ILMN_1749493	104.6601	0.4155844
ILMN_1657139	179.5119	0.009090909
ILMN_3245693	105.2303	0.3818182
ILMN_1806275	112.8655	0.1571429
ILMN_1659599	120.2912	0.07922078
ILMN_1698777	127.8544	0.05454545
ILMN_1663132	142.6011	0.03246753
ILMN_1700349	129.5916	0.04935065
ILMN_1761309	113.4946	0.1480519
ILMN_2120555	103.4981	0.4766234
ILMN_1742073	100.2865	0.7038961
ILMN_3241894	116.2946	0.1142857
ILMN_1810691	121.1016	0.07532468
ILMN_1676893	180.6582	0.009090909
ILMN_2148944	124.331	0.06493507
ILMN_1708588	101.861	0.587013
ILMN_2311674	107.2955	0.2857143
ILMN_1685156	97.00358	0.8831169
ILMN_1655935	225.9891	0.002597403
ILMN_1754440	110.3252	0.1987013
ILMN_1654287	107.5085	0.2792208
ILMN_1763344	105.208	0.3844156
ILMN_1711736	141.8783	0.03376623
ILMN_2356786	155.1631	0.01948052
ILMN_1759252	1171.521	0
ILMN_1678791	104.2973	0.4337662
ILMN_2336146	102.9615	0.5103896
ILMN_2286339	108.6087	0.2402597
ILMN_1694133	98.86391	0.8038961
ILMN_1678501	104.1253	0.4441558
ILMN_1787378	631.9869	0
ILMN_1814526	772.9141	0
ILMN_2311278	403.225	0
ILMN_1764309	144.2038	0.02987013
ILMN_1811598	102.153	0.5688311
ILMN_1740717	102.0867	0.574026
ILMN_2136010	103.5471	0.4727273
ILMN_1797912	105.6454	0.3636364
ILMN_1738604	112.6161	0.161039
ILMN_1691175	137.4722	0.03766234
ILMN_2223359	101.4487	0.6285715
ILMN_1702858	173.4263	0.01038961
ILMN_2363634	130.5196	0.04935065
ILMN_1813975	114.3107	0.1350649
ILMN_1743331	103.7465	0.4623377
ILMN_1775045	117.3318	0.1064935
ILMN_2096322	339.2013	0
ILMN_1688322	392.6751	0
ILMN_2224833	197.9801	0.006493506
ILMN_2358626	150.1513	0.02467532
ILMN_1768062	98.80926	0.8064935
ILMN_2358628	104.1741	0.4428571
ILMN_1801020	115.6662	0.1207792
ILMN_1708934	645.4867	0
ILMN_1702933	162.9049	0.01428571
ILMN_1657993	210.0635	0.005194805
ILMN_1666019	140.4987	0.03376623
ILMN_2080751	145.5361	0.02727273
ILMN_1690352	147.1644	0.02597403
ILMN_2275396	108.1759	0.2545455
ILMN_2373444	121.9384	0.07272727
ILMN_1747227	133.0965	0.04415584
ILMN_1807372	163.1203	0.01428571
ILMN_1703946	124.0143	0.06753246
ILMN_1733259	123.4622	0.06753246
ILMN_1730710	122.5175	0.07272727
ILMN_1793959	317.4215	0
ILMN_1794512	118.9939	0.09090909
ILMN_1795788	100.1986	0.7103896
ILMN_1760335	125.5356	0.05974026
ILMN_1788530	140.6117	0.03376623
ILMN_1811480	177.0404	0.01038961
ILMN_1813598	113.0121	0.1532468
ILMN_1653821	108.3389	0.2506494
ILMN_1780551	99.26847	0.7675325
ILMN_1669227	96.28683	0.9064935
ILMN_1709167	100.322	0.7
ILMN_1679754	120.7023	0.07922078
ILMN_1716421	154.2093	0.01948052
ILMN_1659371	216.813	0.003896104
ILMN_1677868	108.8444	0.2376623
ILMN_1707445	103.659	0.4688312
ILMN_1733963	137.1893	0.03766234
ILMN_1804255	101.2445	0.6428571
ILMN_1695590	416.6594	0
ILMN_1694007	104.5773	0.4194805
ILMN_3307926	1949.531	0
ILMN_1673330	111.4813	0.1779221
ILMN_1668900	120.4227	0.07922078
ILMN_2389013	150.7198	0.02467532
ILMN_1760143	376.3588	0
ILMN_1790757	261.666	0
ILMN_2092664	300.9155	0
ILMN_1778796	185.4681	0.007792208
ILMN_1749804	129.8311	0.04935065
ILMN_1720235	109.8853	0.2038961
ILMN_2240009	103.5772	0.4727273
ILMN_1736178	111.3658	0.1805195
ILMN_1803376	173.0302	0.01038961
ILMN_3240321	119.9423	0.08051948
ILMN_1712944	780.9594	0
ILMN_2333107	319.7987	0
ILMN_1707958	104.9096	0.3974026
ILMN_1660424	100.7177	0.6818182
ILMN_1701998	110.148	0.2
ILMN_1651235	105.6144	0.3662338
ILMN_1694140	100.5492	0.6883117
ILMN_1730995	123.6386	0.06753246
ILMN_2404917	111.9448	0.1688312
ILMN_1702696	106.7848	0.3077922
ILMN_2084562	110.0631	0.2
ILMN_1769563	98.38873	0.825974
ILMN_1673119	108.726	0.2376623
ILMN_2129015	161.6526	0.01688312
ILMN_1725889	105.4678	0.3688312
ILMN_1775235	154.9576	0.01948052
ILMN_1677951	98.40552	0.825974
ILMN_1708502	147.0359	0.02727273
ILMN_1705447	181.7475	0.009090909
ILMN_1699172	123.3876	0.06883117
ILMN_2409898	101.4003	0.6285715
ILMN_2295698	108.4367	0.2480519
ILMN_2066124	182.1293	0.009090909
ILMN_1777797	99.65437	0.7493507
ILMN_2095653	109.6951	0.212987
ILMN_1707551	121.5091	0.07402597
ILMN_1782204	99.75416	0.7402598
ILMN_2402766	208.604	0.005194805
ILMN_1767722	113.3778	0.1506494
ILMN_2342841	209.7209	0.005194805
ILMN_1802631	134.229	0.04025974
ILMN_2318481	104.3238	0.4337662
ILMN_2245223	112.4397	0.1636364
ILMN_3238543	101.5389	0.6207792
ILMN_1735591	146.8191	0.02727273
ILMN_2362126	132.1891	0.04415584
ILMN_2269136	132.1858	0.04415584
ILMN_3239130	187.7244	0.007792208
ILMN_2120103	101.0901	0.651948
ILMN_3242883	335.9236	0
ILMN_2100055	97.99271	0.8506494
ILMN_1887648	103.8117	0.4584416
ILMN_1688627	99.87834	0.7298701
ILMN_1672767	102.1092	0.5727273
ILMN_2196642	97.77251	0.8571429
ILMN_2308689	150.1596	0.02467532
ILMN_2290776	121.2785	0.07402597
ILMN_1777182	137.3666	0.03766234
ILMN_1729777	112.8152	0.1597403
ILMN_1690829	117.7078	0.0987013
ILMN_2257015	139.013	0.03506494
ILMN_3181215	122.2845	0.07272727
ILMN_3260345	153.3821	0.02077922
ILMN_1703228	113.8265	0.138961
ILMN_1652023	119.9115	0.08051948
ILMN_2064917	213.7011	0.005194805
ILMN_1776153	106.9002	0.3025974
ILMN_1772645	149.9246	0.02467532
ILMN_1775082	103.1338	0.4974026
ILMN_1680343	126.0602	0.05844156
ILMN_2277492	110.6194	0.1948052
ILMN_2371825	195.3223	0.006493506
ILMN_1717468	98.86414	0.8038961
ILMN_2274377	99.39618	0.7636364
ILMN_1750235	99.89613	0.7285714
ILMN_1664006	121.2357	0.07532468
ILMN_1707169	122.5612	0.07142857
ILMN_1779109	97.09676	0.8805195
ILMN_1697790	103.3214	0.4857143
ILMN_1679520	173.1033	0.01038961
ILMN_1732176	136.7604	0.03766234
ILMN_1681081	137.5185	0.03636364
ILMN_2377430	140.5816	0.03376623
ILMN_1661373	101.1371	0.6506494
ILMN_2288175	105.4774	0.3688312
ILMN_1654010	162.2906	0.01688312
ILMN_1732672	103.9817	0.451948
ILMN_1730504	149.4268	0.02467532
ILMN_1662049	129.837	0.04935065
ILMN_1740752	122.218	0.07272727
ILMN_1794875	360.4195	0
ILMN_1698209	132.998	0.04415584
ILMN_3307841	97.96013	0.851948
ILMN_1814151	100.7441	0.6766234
ILMN_2050246	94.35902	0.9558442
ILMN_1728787	157.5814	0.01688312
ILMN_2234605	99.51247	0.7584416
ILMN_1770454	144.8963	0.02857143
ILMN_1770336	94.49963	0.9532468
ILMN_1714253	104.6197	0.4181818
ILMN_1813530	139.1939	0.03506494
ILMN_2223922	183.3641	0.007792208
ILMN_1718071	549.0466	0
ILMN_1814327	91.77364	0.9909091
ILMN_2341343	101.2761	0.6402597
ILMN_1775634	99.82549	0.7324675
ILMN_1802458	209.4034	0.005194805
ILMN_2307656	208.0805	0.005194805
ILMN_1709796	119.3021	0.08961039
ILMN_1783963	106.0517	0.3363636
ILMN_2134801	100.6912	0.6818182
ILMN_1757807	112.6933	0.161039
ILMN_1673529	295.9848	0
ILMN_1686370	140.0741	0.03506494
ILMN_1809139	224.0059	0.002597403
ILMN_1747504	251.7398	0
