PROBE_ID	7677153062_G.VALUE	7677153062_G.Detection Pval
ILMN_1810942	99.11264	0.7753247
ILMN_1685043	103.9056	0.4545455
ILMN_1697433	106.5748	0.3142857
ILMN_1735816	230.7961	0.001298701
ILMN_1726980	99.69747	0.7428572
ILMN_2059780	100.4073	0.6974026
ILMN_1659215	127.4722	0.05584415
ILMN_2173291	125.7152	0.05974026
ILMN_1719883	182.5854	0.007792208
ILMN_1809384	119.8971	0.08051948
ILMN_1729439	130.0767	0.04935065
ILMN_2178492	101.62	0.612987
ILMN_1708303	104.756	0.4090909
ILMN_3251260	445.5322	0
ILMN_1736190	960.1715	0
ILMN_2089484	95.72416	0.9181818
ILMN_1718603	107.3045	0.2857143
ILMN_2054607	165.6244	0.01298701
ILMN_1669338	101.4567	0.6285715
ILMN_2175317	116.9586	0.1090909
ILMN_1728550	107.1103	0.2922078
ILMN_1747874	97.91878	0.851948
ILMN_2267797	108.6655	0.2376623
ILMN_1693594	113.3333	0.151948
ILMN_2359698	104.3103	0.4337662
ILMN_1797170	104.401	0.4272727
ILMN_1814883	184.6386	0.007792208
ILMN_1702829	119.1775	0.09090909
ILMN_2372543	105.6007	0.3662338
ILMN_1760265	135.3342	0.04025974
ILMN_1664718	103.8245	0.4571429
ILMN_1749575	103.1814	0.4935065
ILMN_1701661	105.3433	0.3753247
ILMN_1669802	177.1062	0.01038961
ILMN_2188264	96.14098	0.9103896
ILMN_1747783	98.57584	0.8155844
ILMN_2223313	110.8641	0.187013
ILMN_1733276	268.7372	0
ILMN_1773204	96.45351	0.9
ILMN_2403852	448.9758	0
ILMN_3188106	126.811	0.05584415
ILMN_2160727	119.0142	0.09090909
ILMN_1713918	112.0375	0.1675325
ILMN_3238196	723.0897	0
ILMN_3235928	136.548	0.03766234
ILMN_2201596	98.32895	0.8298701
ILMN_1779185	273.3627	0
ILMN_3246962	123.6246	0.06753246
ILMN_1783707	112.9516	0.1558442
ILMN_2415826	108.3225	0.2506494
ILMN_3255061	134.5683	0.04025974
ILMN_3178050	103.3525	0.4844156
ILMN_1812902	112.074	0.1662338
ILMN_1792960	101.7798	0.5961039
ILMN_2206272	256.8515	0
ILMN_1772627	145.4546	0.02727273
ILMN_1787251	131.9758	0.04415584
ILMN_2046470	128.7693	0.05324675
ILMN_1752668	111.6948	0.174026
ILMN_1758871	100.2368	0.7077922
ILMN_1764228	150.6696	0.02467532
ILMN_2128428	153.5818	0.02077922
ILMN_1783161	99.86421	0.7298701
ILMN_1761388	105.9031	0.3480519
ILMN_1808850	100.738	0.6792208
ILMN_2386053	107.1518	0.2909091
ILMN_1666882	131.7204	0.04415584
ILMN_1755741	118.9685	0.09090909
ILMN_1810210	95.90308	0.9142857
ILMN_2328094	103.1773	0.4935065
ILMN_1801068	101.9542	0.5792208
ILMN_2250344	100.7914	0.6701299
ILMN_1691790	150.5184	0.02467532
ILMN_1733851	105.073	0.3909091
ILMN_1731619	668.2544	0
ILMN_3235467	99.63286	0.7506493
ILMN_1658425	169.5144	0.01168831
ILMN_1663963	119.4897	0.08701298
ILMN_1683682	117.255	0.1064935
ILMN_1658885	168.3051	0.01168831
ILMN_1678619	109.153	0.225974
ILMN_1715703	111.2451	0.1818182
ILMN_1776054	100.7118	0.6818182
ILMN_2230178	105.8707	0.3506494
ILMN_1737152	130.2735	0.04935065
ILMN_1658386	110.6846	0.1935065
ILMN_2112493	178.564	0.009090909
ILMN_1781680	274.616	0
ILMN_1708340	157.1654	0.01688312
ILMN_1791847	180.4672	0.009090909
ILMN_1792710	127.8838	0.05454545
ILMN_1687556	98.82618	0.8064935
ILMN_1664691	181.0882	0.009090909
ILMN_2097410	6167.198	0
ILMN_1723684	97.38264	0.8701299
ILMN_1813836	557.7175	0
ILMN_1676191	112.2649	0.1649351
ILMN_1708077	174.5525	0.01038961
ILMN_2175124	103.8104	0.4584416
ILMN_1779475	101.3241	0.6402597
ILMN_1658123	108.8307	0.2376623
ILMN_3250196	144.315	0.02987013
ILMN_3250970	128.2167	0.05454545
ILMN_3247525	104.5631	0.4194805
ILMN_2404951	100.3212	0.7012987
ILMN_1754528	114.9111	0.1272727
ILMN_1656021	106.2771	0.3311688
ILMN_1746526	95.84047	0.9142857
ILMN_1746257	164.8824	0.01298701
ILMN_1718988	3526.021	0
ILMN_2195695	103.6154	0.4714286
ILMN_1691636	124.5196	0.06493507
ILMN_1741603	101.9237	0.5792208
ILMN_1778717	106.7554	0.3077922
ILMN_1679941	106.592	0.312987
ILMN_1696666	110.2034	0.1987013
ILMN_1746220	99.04746	0.7818182
ILMN_2305544	648.418	0
ILMN_1755926	154.8232	0.01948052
ILMN_1769926	134.3336	0.04025974
ILMN_1757270	95.87685	0.9142857
ILMN_2374352	130.6853	0.04935065
ILMN_1757631	130.1016	0.04935065
ILMN_2338565	98.20925	0.8389611
ILMN_1730612	211.8228	0.005194805
ILMN_1698307	962.4686	0
ILMN_2376289	300.7796	0
ILMN_1715555	131.4113	0.04675325
ILMN_1678680	124.2122	0.06623377
ILMN_2226314	120.9422	0.07532468
ILMN_1838254	118.0043	0.09740259
ILMN_1714990	199.72	0.006493506
ILMN_1887403	111.7752	0.1701299
ILMN_1785197	99.67016	0.7467533
ILMN_2213759	99.54094	0.7532467
ILMN_1724511	109.6905	0.212987
ILMN_1652417	111.1596	0.1831169
ILMN_3235917	122.8397	0.07012987
ILMN_1737961	134.2883	0.04025974
ILMN_2192620	176.7866	0.01038961
ILMN_1733859	107.6387	0.2675325
ILMN_1753440	157.4296	0.01688312
ILMN_1762879	113.4538	0.1493506
ILMN_1670000	252.946	0
ILMN_2392080	103.1739	0.4935065
ILMN_1698985	116.4459	0.112987
ILMN_1682264	391.7475	0
ILMN_1796887	97.82817	0.8545455
ILMN_1811648	228.9817	0.001298701
ILMN_1762701	99.56202	0.7506493
ILMN_1695604	155.0526	0.01948052
ILMN_1735499	137.3065	0.03766234
ILMN_2174127	102.5649	0.5389611
ILMN_1665748	102.1224	0.5688311
ILMN_1722554	95.13815	0.938961
ILMN_1783383	98.98128	0.787013
ILMN_1712419	100.7863	0.6701299
ILMN_1683690	99.92823	0.7246753
ILMN_1729962	104.2512	0.4376623
ILMN_2209671	105.1915	0.3857143
ILMN_1739640	102.2368	0.5649351
ILMN_1652392	102.2017	0.5649351
ILMN_1731741	153.2079	0.02207792
ILMN_2049303	132.144	0.04415584
ILMN_2117240	98.43646	0.8220779
ILMN_1651433	234.4774	0.001298701
ILMN_1731616	107.5426	0.2753247
ILMN_2165354	115.5398	0.1207792
ILMN_2407434	128.5294	0.05454545
ILMN_1719449	106.3191	0.3298701
ILMN_3246264	106.8093	0.3051948
ILMN_1734096	120.9621	0.07532468
ILMN_1655382	105.2882	0.3792208
ILMN_1754211	174.4718	0.01038961
ILMN_2321931	497.1834	0
ILMN_1678464	116.4284	0.112987
ILMN_1683194	146.2638	0.02727273
ILMN_1768227	99.77129	0.7402598
ILMN_2347145	114.4413	0.1324675
ILMN_1809285	199.337	0.006493506
ILMN_1743992	171.7911	0.01168831
ILMN_1669905	489.3808	0
ILMN_1740737	195.7338	0.006493506
ILMN_1774491	167.4011	0.01298701
ILMN_1793123	100.2716	0.7038961
ILMN_1701783	102.5146	0.5441558
ILMN_2415011	127.2835	0.05584415
ILMN_1802456	182.3868	0.009090909
ILMN_2412807	282.7907	0
ILMN_1789089	101.4179	0.6285715
ILMN_1793563	202.0189	0.006493506
ILMN_1662232	369.3302	0
ILMN_1786984	102.7089	0.5272727
ILMN_1762281	342.709	0
ILMN_1741564	126.779	0.05584415
ILMN_1666192	257.2956	0
ILMN_1744059	142.1225	0.03246753
ILMN_2204983	119.0701	0.09090909
ILMN_3242459	222.8889	0.002597403
ILMN_1763129	146.894	0.02727273
ILMN_1810719	150.0156	0.02467532
ILMN_2043865	95.45836	0.9311689
ILMN_1697031	95.73721	0.9181818
ILMN_1692706	122.0554	0.07272727
ILMN_1665455	119.7237	0.08181818
ILMN_2389429	115.483	0.1207792
ILMN_1801403	146.7351	0.02727273
ILMN_2124352	143.2397	0.03116883
ILMN_1726839	150.8911	0.02467532
ILMN_2361096	153.1512	0.02207792
ILMN_1654855	103.4003	0.4831169
ILMN_1681437	229.8711	0.001298701
ILMN_1694530	314.5049	0
ILMN_1668507	113.9941	0.1376623
ILMN_1770787	126.842	0.05584415
ILMN_1775937	606.1888	0
ILMN_1774735	119.489	0.08701298
ILMN_1695430	131.8539	0.04415584
ILMN_1748105	125.3816	0.05974026
ILMN_1660817	111.2647	0.1818182
ILMN_2228463	92.85092	0.987013
ILMN_1757237	115.2241	0.1233766
ILMN_1780306	98.36507	0.8285714
ILMN_2208455	99.8218	0.7324675
ILMN_2179063	107.1117	0.2909091
ILMN_1705871	176.2438	0.01038961
ILMN_1767032	100.3084	0.7012987
ILMN_1775861	91.85091	0.9909091
ILMN_2043007	109.5188	0.2168831
ILMN_1676984	188.1485	0.007792208
ILMN_1661599	372.638	0
ILMN_1696537	129.6413	0.04935065
ILMN_1673450	178.1921	0.01038961
ILMN_1790329	103.7605	0.4623377
ILMN_2393456	140.5447	0.03376623
ILMN_2393461	94.41158	0.9558442
ILMN_1734231	430.209	0
ILMN_1812262	253.4033	0
ILMN_2360054	103.1714	0.4935065
ILMN_2290547	104.2634	0.4376623
ILMN_1675794	113.1171	0.1532468
ILMN_2410523	136.298	0.03766234
ILMN_3240962	109.3067	0.2207792
ILMN_1797828	235.6034	0.001298701
ILMN_1690982	430.2416	0
ILMN_3244439	137.5836	0.03636364
ILMN_2182750	304.0913	0
ILMN_1753249	142.2829	0.03246753
ILMN_2260120	114.9741	0.1272727
ILMN_1679413	137.0584	0.03766234
ILMN_2345908	116.6559	0.1116883
ILMN_1712513	107.8493	0.2649351
ILMN_1783253	115.4817	0.1207792
ILMN_1710426	108.9265	0.2363636
ILMN_1690592	101.8117	0.5922078
ILMN_1657374	101.2819	0.6402597
ILMN_1760147	101.7573	0.5987013
ILMN_1685728	171.4293	0.01168831
ILMN_1784420	127.4263	0.05584415
ILMN_1652110	98.99036	0.7857143
ILMN_1661155	105.6107	0.3662338
ILMN_1684574	99.90576	0.7272727
ILMN_2371590	969.16	0
ILMN_1774513	210.4894	0.005194805
ILMN_1675124	554.8091	0
ILMN_1756220	346.0585	0
ILMN_2197101	178.4184	0.009090909
ILMN_1727051	143.9523	0.03116883
ILMN_1707123	113.0474	0.1532468
ILMN_2330584	114.9107	0.1272727
ILMN_2381841	178.7029	0.009090909
ILMN_1728069	115.7375	0.1207792
ILMN_1694983	103.3659	0.4844156
ILMN_1735461	241.706	0.001298701
ILMN_1784218	230.4596	0.001298701
ILMN_1700628	239.3008	0.001298701
ILMN_2127897	100.341	0.6987013
ILMN_1658940	106.2582	0.3311688
ILMN_1773306	99.73829	0.7415584
ILMN_2207419	117.6962	0.0987013
ILMN_1676759	145.7919	0.02727273
ILMN_1741736	144.1486	0.02987013
ILMN_1781721	108.0464	0.2584416
ILMN_1663156	111.3206	0.1805195
ILMN_1676864	113.2272	0.1532468
ILMN_1747303	395.3314	0
ILMN_1758687	115.1119	0.1233766
ILMN_1728870	102.8854	0.5194805
ILMN_1794392	985.0382	0
ILMN_1732039	100.8459	0.6649351
ILMN_1752457	104.044	0.448052
ILMN_1737344	142.7516	0.03246753
ILMN_1674163	107.6671	0.2675325
ILMN_1695983	268.6083	0
ILMN_1813893	108.0507	0.2584416
ILMN_1727001	180.8585	0.009090909
ILMN_1747162	178.2653	0.009090909
ILMN_1814859	315.4676	0
ILMN_1762225	113.8945	0.1376623
ILMN_1805344	2657.894	0
ILMN_1712320	172.9432	0.01038961
ILMN_1682323	121.3371	0.07402597
ILMN_2215382	5979.523	0
ILMN_2366785	101.0501	0.6532468
ILMN_2366790	149.3915	0.02467532
ILMN_1754163	104.3438	0.4337662
ILMN_1812976	113.9602	0.1376623
ILMN_1797425	212.9546	0.005194805
ILMN_1679405	192.7561	0.006493506
ILMN_1797001	133.945	0.04025974
ILMN_1748077	283.981	0
ILMN_1686485	101.6373	0.6103896
ILMN_2357193	110.3374	0.1987013
ILMN_1777340	115.2747	0.1220779
ILMN_1795181	127.9568	0.05454545
ILMN_3243928	160.0661	0.01688312
ILMN_1786688	96.48102	0.8987013
ILMN_2387784	101.5163	0.6220779
ILMN_1708296	125.3565	0.05974026
ILMN_1704045	104.5538	0.4194805
ILMN_1658902	118.2548	0.0961039
ILMN_1659893	100.9782	0.6571429
ILMN_1720838	721.6359	0
ILMN_1783337	121.8727	0.07272727
ILMN_2313074	223.9593	0.002597403
ILMN_1710710	107.5932	0.274026
ILMN_1699711	196.4983	0.006493506
ILMN_1768031	893.5768	0
ILMN_2145280	296.7726	0
ILMN_1656718	130.8301	0.04935065
ILMN_1656185	164.8695	0.01298701
ILMN_1767509	753.9844	0
ILMN_2193213	4863.098	0
ILMN_1679357	1829.355	0
ILMN_1725661	3364.302	0
ILMN_2102721	1662.501	0
ILMN_2165289	2954.712	0
ILMN_1753347	231.7815	0.001298701
ILMN_1770424	102.9849	0.5064935
ILMN_1759089	93.29955	0.9831169
ILMN_1686573	120.0467	0.08051948
ILMN_2132515	103.5103	0.4753247
ILMN_1714587	105.628	0.3649351
ILMN_1684308	129.3193	0.05064935
ILMN_1725401	99.99051	0.7220779
ILMN_2177234	104.3794	0.4311688
ILMN_1722505	104.623	0.4181818
ILMN_3249677	100.6551	0.6831169
ILMN_1736056	99.08836	0.7766234
ILMN_2044081	101.9183	0.5805195
ILMN_2214594	102.0241	0.5753247
ILMN_3244220	106.2505	0.3311688
ILMN_1740098	100.655	0.6831169
ILMN_1730448	102.7749	0.5233766
ILMN_2069067	105.1572	0.3857143
ILMN_3241026	102.8987	0.512987
ILMN_2190069	95.48278	0.9311689
ILMN_2120325	109.399	0.2168831
ILMN_2086654	100.7749	0.6701299
ILMN_3248356	100.7729	0.6701299
ILMN_1800476	98.76971	0.8077922
ILMN_2173719	99.48989	0.7584416
ILMN_3248525	101.6509	0.6090909
ILMN_3238684	114.4599	0.1324675
ILMN_3307967	100.0358	0.7155844
ILMN_1731598	131.9906	0.04415584
ILMN_1706838	110.1986	0.1987013
ILMN_1725640	104.3759	0.4311688
ILMN_1677178	145.4491	0.02727273
ILMN_2197228	109.5422	0.2168831
ILMN_1722538	650.0631	0
ILMN_2104732	97.75263	0.8571429
ILMN_1706077	110.2971	0.1987013
ILMN_1792172	99.41824	0.7636364
ILMN_1694973	100.3443	0.6987013
ILMN_2070583	105.3161	0.3766234
ILMN_2229865	110.458	0.1961039
ILMN_3238931	106.6761	0.3116883
ILMN_1655905	107.3045	0.2857143
ILMN_2207997	93.34155	0.9831169
ILMN_3249588	105.4377	0.3701299
ILMN_3308325	106.0847	0.3363636
ILMN_1673987	98.44838	0.8220779
ILMN_1711790	105.927	0.3454545
ILMN_1778631	98.0129	0.8506494
ILMN_2058946	94.48019	0.9532468
ILMN_1683887	105.3721	0.374026
ILMN_2048043	131.5486	0.04545455
ILMN_1780058	479.4935	0
ILMN_1667430	246.7246	0.001298701
ILMN_1768772	121.4933	0.07402597
ILMN_1747630	316.8794	0
ILMN_2117569	3489.611	0
ILMN_1783996	236.5777	0.001298701
ILMN_3242008	127.75	0.05454545
ILMN_1727315	111.2169	0.1818182
ILMN_1753275	124.4671	0.06493507
ILMN_1728073	109.402	0.2168831
ILMN_1763654	99.91797	0.725974
ILMN_1767020	165.3349	0.01298701
ILMN_1666503	103.2821	0.4896104
ILMN_1815035	109.2839	0.2233766
ILMN_2106573	103.22	0.4935065
ILMN_1707088	309.5694	0
ILMN_1692742	409.9409	0
ILMN_1759327	125.3981	0.05974026
ILMN_2041161	130.6496	0.04935065
ILMN_3245066	377.7044	0
ILMN_1669599	194.1811	0.006493506
ILMN_3251436	128.4571	0.05454545
ILMN_3245413	424.5904	0
ILMN_1785356	713.228	0
ILMN_1791593	116.1411	0.1155844
ILMN_2168952	764.438	0
ILMN_1760954	304.4228	0
ILMN_2222567	96.04954	0.9116883
ILMN_1802819	103.426	0.4792208
ILMN_2103685	112.4129	0.1636364
ILMN_1814600	104.1051	0.4441558
ILMN_2135527	99.95692	0.7220779
ILMN_1777333	97.29181	0.8753247
ILMN_1658717	116.3349	0.1142857
ILMN_1800711	149.3085	0.02467532
ILMN_1721084	102.1135	0.5701299
ILMN_2172755	97.76693	0.8571429
ILMN_1756685	104.2065	0.4402598
ILMN_2383163	101.2927	0.6402597
ILMN_2280960	105.5401	0.3675325
ILMN_1718152	109.3468	0.2181818
ILMN_1811551	248.7981	0
ILMN_2209748	239.7219	0.001298701
ILMN_1761969	170.0729	0.01168831
ILMN_1731111	104.905	0.3974026
ILMN_1651415	103.7824	0.4610389
ILMN_1751289	105.455	0.3701299
ILMN_1698995	143.617	0.03116883
ILMN_2145423	115.0886	0.1233766
ILMN_1661653	135.2112	0.04025974
ILMN_1738866	158.411	0.01688312
ILMN_2385220	148.2855	0.02467532
ILMN_1667213	131.3618	0.04675325
ILMN_1805696	107.8512	0.2649351
ILMN_2384133	101.6794	0.6077922
ILMN_1678962	139.0969	0.03506494
ILMN_1670145	112.6025	0.161039
ILMN_1717434	168.2899	0.01168831
ILMN_2156687	105.7053	0.3584416
ILMN_1914857	106.0564	0.3363636
ILMN_1704091	168.5804	0.01168831
ILMN_1681520	145.2881	0.02727273
ILMN_1668162	109.8597	0.2038961
ILMN_1739830	104.9566	0.3961039
ILMN_3311025	102.3752	0.5506493
ILMN_3236211	131.8693	0.04415584
ILMN_1754643	113.8556	0.138961
ILMN_1719232	129.9347	0.04935065
ILMN_1713301	225.2312	0.002597403
ILMN_2221808	99.03956	0.7818182
ILMN_1791396	190.2569	0.007792208
ILMN_2186108	104.8175	0.4051948
ILMN_1663685	190.1931	0.007792208
ILMN_3245688	166.7349	0.01298701
ILMN_1694223	155.9132	0.01818182
ILMN_3241987	102.323	0.5545455
ILMN_1661454	148.5477	0.02467532
ILMN_1747132	99.84499	0.7311688
ILMN_2319910	218.9086	0.002597403
ILMN_1661544	98.92113	0.8
ILMN_2319913	356.328	0
ILMN_1697914	123.2137	0.07012987
ILMN_1688475	99.60388	0.7506493
ILMN_1810335	105.6667	0.3623376
ILMN_1735301	106.0308	0.3363636
ILMN_1765326	252.5565	0
ILMN_1655664	95.24814	0.9363636
ILMN_1717946	105.8952	0.3480519
ILMN_1741960	102.1776	0.5662338
ILMN_1714087	99.6497	0.7493507
ILMN_1756650	101.4975	0.6233766
ILMN_1718266	108.7036	0.2376623
ILMN_1707799	104.1986	0.4402598
ILMN_1793017	192.9892	0.006493506
ILMN_1752753	99.26464	0.7675325
ILMN_1757143	107.5479	0.2753247
ILMN_1675221	99.77794	0.7402598
ILMN_1743432	397.2078	0
ILMN_2312897	406.3031	0
ILMN_2242403	291.7085	0
ILMN_1658481	108.6336	0.238961
ILMN_1725510	103.192	0.4935065
ILMN_2165867	106.8516	0.3051948
ILMN_1815626	138.4615	0.03506494
ILMN_2405642	137.3831	0.03766234
ILMN_1789535	172.3778	0.01168831
ILMN_1689200	128.2141	0.05454545
ILMN_1782813	107.8151	0.2662338
ILMN_1762426	135.5973	0.03896104
ILMN_2078659	104.1317	0.4441558
ILMN_1799996	94.63918	0.951948
ILMN_2381206	103.839	0.4558442
ILMN_1782993	109.0621	0.2324675
ILMN_1687279	164.6827	0.01298701
ILMN_1752967	276.0743	0
ILMN_2326997	332.0813	0
ILMN_1807206	281.7896	0
ILMN_3244114	177.792	0.01038961
ILMN_1756701	128.051	0.05454545
ILMN_1762327	115.3262	0.1220779
ILMN_1719915	148.4103	0.02467532
ILMN_1669177	179.5911	0.009090909
ILMN_1790781	143.1128	0.03116883
ILMN_1725726	101.8897	0.5818182
ILMN_2384857	100.2815	0.7038961
ILMN_1752478	136.8243	0.03766234
ILMN_2185884	245.5505	0.001298701
ILMN_1762666	127.5627	0.05454545
ILMN_3245331	108.1411	0.2545455
ILMN_2385373	104.5118	0.4220779
ILMN_1761450	183.2327	0.007792208
ILMN_1807455	1116.194	0
ILMN_1707901	135.0834	0.04025974
ILMN_3237936	121.9134	0.07272727
ILMN_1796708	148.2694	0.02467532
ILMN_1733998	431.5725	0
ILMN_2281502	112.4817	0.1623377
ILMN_1727150	109.646	0.2142857
ILMN_2384181	222.511	0.002597403
ILMN_1704139	130.2116	0.04935065
ILMN_1664369	120.5254	0.07922078
ILMN_2168449	483.7538	0
ILMN_1754839	315.2299	0
ILMN_1716922	264.4879	0
ILMN_1697503	148.4961	0.02467532
ILMN_2090123	194.3928	0.006493506
ILMN_1795218	203.3768	0.006493506
ILMN_2253720	136.0395	0.03766234
ILMN_2403555	113.6199	0.1454545
ILMN_1713688	131.4508	0.04675325
ILMN_1744308	155.812	0.01818182
ILMN_1747506	241.0121	0.001298701
ILMN_1690519	113.3878	0.1493506
ILMN_1733667	114.1869	0.1363636
ILMN_1738272	159.0656	0.01688312
ILMN_2100000	142.9917	0.03116883
ILMN_2192683	154.4233	0.01948052
ILMN_1805742	113.3903	0.1493506
ILMN_1735679	175.9774	0.01038961
ILMN_1653047	159.6694	0.01688312
ILMN_2248589	270.8182	0
ILMN_2325008	153.9186	0.01948052
ILMN_1697206	102.3129	0.5571429
ILMN_1794379	128.9868	0.05194805
ILMN_3181406	105.5456	0.3675325
ILMN_1796082	109.8289	0.2064935
ILMN_1732226	114.2778	0.1350649
ILMN_1652022	101.4419	0.6285715
ILMN_1678422	133.2023	0.04415584
ILMN_1687419	206.2789	0.005194805
ILMN_1676285	101.0894	0.6532468
ILMN_1690965	126.1573	0.05714286
ILMN_1656016	154.8829	0.01948052
ILMN_1652155	108.767	0.2376623
ILMN_2310589	312.8013	0
ILMN_2332990	129.9767	0.04935065
ILMN_1665335	116.4663	0.112987
ILMN_1661554	268.116	0
ILMN_2321416	601.133	0
ILMN_1651309	99.3401	0.7649351
ILMN_1744046	175.3943	0.01038961
ILMN_2373689	110.4743	0.1961039
ILMN_1695226	97.58572	0.861039
ILMN_2275533	105.9645	0.3441558
ILMN_1874530	100.7176	0.6818182
ILMN_1706100	98.33336	0.8298701
ILMN_1686725	103.2555	0.4896104
ILMN_1772692	292.7103	0
ILMN_2349831	162.4087	0.01688312
ILMN_1812934	126.4989	0.05714286
ILMN_1763605	157.2464	0.01688312
ILMN_2264482	107.3658	0.2831169
ILMN_1803312	212.5585	0.005194805
ILMN_1686291	103.8965	0.4545455
ILMN_2414786	106.5336	0.3168831
ILMN_1769547	104.0184	0.4493507
ILMN_1737650	97.39837	0.8688312
ILMN_1749162	96.26972	0.9064935
ILMN_2075067	99.38078	0.7649351
ILMN_3245591	105.0602	0.3909091
ILMN_1777164	123.9231	0.06753246
ILMN_1729272	141.1729	0.03376623
ILMN_2277523	115.6854	0.1207792
ILMN_1730061	120.1319	0.07922078
ILMN_1778662	114.0584	0.1363636
ILMN_2285618	129.2714	0.05064935
ILMN_1755589	173.5272	0.01038961
ILMN_2180352	407.3635	0
ILMN_1676062	132.4345	0.04415584
ILMN_3179275	95.96841	0.9116883
ILMN_3255871	101.2093	0.648052
ILMN_1775048	99.02544	0.7831169
ILMN_2155816	102.1278	0.5688311
ILMN_1742846	180.5983	0.009090909
ILMN_2174215	96.93775	0.8844156
ILMN_1688877	108.168	0.2545455
ILMN_1766986	184.6417	0.007792208
ILMN_1793743	169.8422	0.01168831
ILMN_1799796	112.983	0.1532468
ILMN_1795822	193.582	0.006493506
ILMN_1745737	128.1152	0.05454545
ILMN_1676632	130.0071	0.04935065
ILMN_1742837	99.66257	0.7480519
ILMN_1719203	103.355	0.4844156
ILMN_1695871	106.2918	0.3311688
ILMN_1744752	108.704	0.2376623
ILMN_1695745	115.6025	0.1207792
ILMN_1813517	131.3165	0.04675325
ILMN_2375830	152.7311	0.02207792
ILMN_2276688	100.4321	0.6961039
ILMN_1736704	96.935	0.8844156
ILMN_2124790	116.6917	0.1103896
ILMN_1790985	178.4416	0.009090909
ILMN_1671257	264.607	0
ILMN_3266133	102.3982	0.5506493
ILMN_1743195	107.0869	0.2922078
ILMN_1694988	107.4472	0.2805195
ILMN_1781658	98.63642	0.812987
ILMN_1741621	104.5545	0.4194805
ILMN_1712456	103.4319	0.4792208
ILMN_1772934	102.0027	0.5779221
ILMN_1692361	107.7953	0.2662338
ILMN_1652533	279.3571	0
ILMN_1669413	105.8158	0.3545454
ILMN_1715907	124.7836	0.06363636
ILMN_1748454	179.2399	0.009090909
ILMN_1655941	106.6853	0.3103896
ILMN_1693587	110.6103	0.1948052
ILMN_1721180	99.62688	0.7506493
ILMN_1776842	102.8397	0.5207792
ILMN_1696318	111.1073	0.1844156
ILMN_3188583	107.4655	0.2805195
ILMN_3253480	99.72906	0.7415584
ILMN_3233455	93.45436	0.9779221
ILMN_1824647	99.78258	0.7402598
ILMN_2390544	105.718	0.3584416
ILMN_1737131	198.643	0.006493506
ILMN_1742276	129.9389	0.04935065
ILMN_1803856	177.8825	0.01038961
ILMN_2216838	173.8052	0.01038961
ILMN_3178253	103.8937	0.4558442
ILMN_3252862	119.0215	0.09090909
ILMN_1802518	116.6826	0.1116883
ILMN_3242371	90.70692	0.9974026
ILMN_1659224	105.7953	0.3558442
ILMN_2139989	97.63438	0.8584415
ILMN_2066210	92.98206	0.987013
ILMN_1750724	104.9299	0.3961039
ILMN_2138622	153.3123	0.02077922
ILMN_1668825	126.6135	0.05714286
ILMN_1753868	109.1291	0.2272727
ILMN_1764070	101.9268	0.5792208
ILMN_1765945	103.4992	0.4766234
ILMN_1737806	136.7652	0.03766234
ILMN_1717482	105.3556	0.374026
ILMN_1669972	130.4455	0.04935065
ILMN_1717594	156.09	0.01818182
ILMN_1687792	114.8425	0.1272727
ILMN_1757872	246.3409	0.001298701
ILMN_1679810	97.98202	0.8506494
ILMN_3260783	113.6921	0.1441558
ILMN_3176813	104.5039	0.4233766
ILMN_3188058	127.7271	0.05454545
ILMN_1783040	105.288	0.3792208
ILMN_1664193	100.4904	0.6935065
ILMN_1711910	107.0015	0.3
ILMN_2174189	95.02006	0.9415584
ILMN_1773337	119.3286	0.08961039
ILMN_1695506	112.0755	0.1662338
ILMN_2194688	107.1255	0.2909091
ILMN_1739759	99.3394	0.7649351
ILMN_1815673	103.9766	0.4532467
ILMN_2289381	101.4015	0.6285715
ILMN_2398159	111.9153	0.1688312
ILMN_1712729	94.82675	0.9441559
ILMN_1721132	104.7016	0.4142857
ILMN_1706583	162.8126	0.01428571
ILMN_1698020	106.2038	0.3324675
ILMN_1729409	97.16338	0.8779221
ILMN_1664577	157.72	0.01688312
ILMN_1740305	107.4992	0.2792208
ILMN_1690278	113.0987	0.1532468
ILMN_2401987	107.3071	0.2857143
ILMN_1681641	111.7561	0.1714286
ILMN_2043918	129.7384	0.04935065
ILMN_1658607	115.8038	0.1181818
ILMN_1784046	98.21456	0.8389611
ILMN_2143011	107.051	0.2961039
ILMN_3307752	121.6733	0.07272727
ILMN_1782881	98.64288	0.812987
ILMN_1701958	103.6192	0.4714286
ILMN_1733043	119.9741	0.08051948
ILMN_1676215	103.1248	0.4987013
ILMN_1811515	110.2284	0.1987013
ILMN_2336728	105.3556	0.374026
ILMN_2255043	116.0513	0.1168831
ILMN_1768595	191.684	0.006493506
ILMN_1744709	111.7204	0.1727273
ILMN_1740450	107.2859	0.2857143
ILMN_2380779	100.637	0.6857143
ILMN_1713139	93.21629	0.9844156
ILMN_1671626	109.2916	0.2220779
ILMN_1749944	120.8474	0.07792208
ILMN_1786254	105.6546	0.3636364
ILMN_1754842	147.0178	0.02727273
ILMN_1749829	116.6652	0.1116883
ILMN_3239771	101.0486	0.6532468
ILMN_1652975	100.9168	0.6597403
ILMN_1797519	99.02514	0.7831169
ILMN_1662010	118.6923	0.09090909
ILMN_1676728	108.822	0.2376623
ILMN_1688935	102.8304	0.5207792
