PROBE_ID	7677153059_L.VALUE	7677153059_L.Detection Pval
ILMN_1814998	2823.036	0
ILMN_2157932	112.0545	0.2324675
ILMN_1776822	128.9919	0.06753246
ILMN_1709722	122.017	0.1077922
ILMN_2357386	8358.362	0
ILMN_1784156	97.17058	0.7883117
ILMN_1730325	100.7132	0.6324675
ILMN_1663667	193.9061	0.005194805
ILMN_1670008	107.7882	0.3363636
ILMN_1683390	103.7575	0.4753247
ILMN_1814952	101.0095	0.6155844
ILMN_1655525	110.7775	0.2649351
ILMN_2134130	95.22609	0.861039
ILMN_1743715	89.25647	0.9818182
ILMN_2233229	97.04889	0.7909091
ILMN_1665738	293.4355	0
ILMN_1737170	244.0386	0
ILMN_1652881	98.62	0.7402598
ILMN_1660982	103.7647	0.4753247
ILMN_1756621	105.5759	0.4077922
ILMN_1729323	93.87096	0.9168831
ILMN_1745217	279.0774	0
ILMN_3182000	122.6215	0.0987013
ILMN_3259594	97.24721	0.7844156
ILMN_1785277	109.2892	0.2961039
ILMN_2186877	226.3244	0.002597403
ILMN_1712211	123.9691	0.08831169
ILMN_2098297	107.6401	0.3415585
ILMN_1800911	114.9644	0.1844156
ILMN_1705743	1042.931	0
ILMN_1703430	153.1852	0.02337662
ILMN_3273209	104.0279	0.4610389
ILMN_3232161	107.0805	0.3623376
ILMN_3185453	91.68882	0.9571428
ILMN_3233739	93.09776	0.9350649
ILMN_3232289	109.0322	0.3
ILMN_1794490	101.0952	0.612987
ILMN_1793012	104.5713	0.4415585
ILMN_2173294	141.2727	0.04285714
ILMN_1737604	197.5913	0.005194805
ILMN_1694269	115.3056	0.1792208
ILMN_1689831	157.5839	0.02077922
ILMN_1695562	125.9711	0.07922078
ILMN_1679003	114.3632	0.1909091
ILMN_1798947	110.8799	0.2649351
ILMN_3187206	113.2337	0.2103896
ILMN_1775444	194.1711	0.005194805
ILMN_1726952	97.98173	0.7597402
ILMN_1775664	115.5106	0.1779221
ILMN_1697115	113.6747	0.1948052
ILMN_1680494	164.9996	0.01428571
ILMN_2072622	103.4444	0.4896104
ILMN_1718061	102.9862	0.5116883
ILMN_2347748	161.536	0.01688312
ILMN_3270588	105.9458	0.3909091
ILMN_1678674	125.9751	0.07922078
ILMN_1664124	111.8745	0.2350649
ILMN_2120072	105.9301	0.3909091
ILMN_2162135	115.787	0.1753247
ILMN_1748290	96.78302	0.7974026
ILMN_1814967	108.8946	0.3038961
ILMN_3185552	103.3969	0.4922078
ILMN_3262015	98.26007	0.7519481
ILMN_3307196	129.974	0.06233766
ILMN_1811608	137.108	0.04805195
ILMN_1763745	154.3035	0.02207792
ILMN_1743483	143.355	0.03896104
ILMN_1697491	227.8913	0.002597403
ILMN_1699275	112.5938	0.2207792
ILMN_1664701	99.34473	0.7077922
ILMN_3307201	123.0534	0.0961039
ILMN_2114894	93.77862	0.9207792
ILMN_3264472	109.4064	0.2935065
ILMN_1709725	138.5863	0.04675325
ILMN_1745554	108.4097	0.3233766
ILMN_1762506	102.1426	0.5558441
ILMN_2120507	111.4181	0.2506494
ILMN_1797406	105.64	0.4064935
ILMN_1765773	124.7549	0.08571429
ILMN_2053377	104.28	0.4545455
ILMN_3236816	100.5923	0.6363636
ILMN_2184575	103.9492	0.4649351
ILMN_1754114	124.6185	0.08571429
ILMN_1814622	124.4503	0.08571429
ILMN_2179915	96.20213	0.8142857
ILMN_1719386	95.96301	0.8324676
ILMN_1716907	119.1181	0.1324675
ILMN_1689046	210.6004	0.005194805
ILMN_1658427	101.6398	0.5857143
ILMN_1757978	124.2261	0.08701298
ILMN_1656615	105.7048	0.4038961
ILMN_1775188	101.1174	0.612987
ILMN_1666753	105.4495	0.4142857
ILMN_1737402	107.9697	0.3324675
ILMN_1727226	93.65814	0.9220779
ILMN_1811181	125.7141	0.08181818
ILMN_1771144	115.5258	0.1766234
ILMN_1723210	105.1974	0.4194805
ILMN_1702757	103.0787	0.5077922
ILMN_1778144	203.4572	0.005194805
ILMN_3180895	107.838	0.3363636
ILMN_3257361	128.7479	0.06753246
ILMN_1667087	103.6908	0.4805195
ILMN_1805147	133.3207	0.05714286
ILMN_1706558	137.0978	0.04805195
ILMN_1778318	103.2415	0.5012987
ILMN_1790197	147.331	0.03246753
ILMN_1692464	376.5707	0
ILMN_1779702	127.2143	0.07662338
ILMN_1763663	185.1767	0.007792208
ILMN_1668752	130.371	0.06103896
ILMN_1711928	143.1391	0.03896104
ILMN_1652701	127.3426	0.07662338
ILMN_2180885	90.63808	0.9688312
ILMN_1770102	107.5068	0.3441558
ILMN_1655196	99.67377	0.6935065
ILMN_1672800	102.7557	0.525974
ILMN_1778510	90.49005	0.9688312
ILMN_1815366	146.6771	0.03376623
ILMN_1677038	124.8305	0.08571429
ILMN_1765636	110.568	0.2662338
ILMN_2387471	111.762	0.238961
ILMN_1665289	111.1736	0.2545455
ILMN_1672982	96.16503	0.8168831
ILMN_1728115	110.0453	0.2792208
ILMN_1685465	102.8317	0.5233766
ILMN_1705207	116.4345	0.1675325
ILMN_1700098	108.5033	0.3207792
ILMN_1656149	105.9379	0.3909091
ILMN_3247023	113.3948	0.2012987
ILMN_1702866	108.4441	0.3233766
ILMN_1707286	1174.362	0
ILMN_3183048	96.30252	0.8116883
ILMN_3259509	103.3614	0.4961039
ILMN_2150802	121.5182	0.1090909
ILMN_1696243	124.7996	0.08571429
ILMN_1670317	104.2937	0.451948
ILMN_1806305	104.8978	0.4298701
ILMN_1684155	127.4778	0.07532468
ILMN_1706699	98.28256	0.7519481
ILMN_1716546	105.7087	0.4038961
ILMN_1809817	103.4315	0.4896104
ILMN_3274036	100.8433	0.6220779
ILMN_2144162	127.7232	0.07532468
ILMN_1711060	105.5476	0.4090909
ILMN_1751587	100.1048	0.6727273
ILMN_1791658	106.3604	0.3805195
ILMN_1804175	93.03951	0.9350649
ILMN_1656250	105.6615	0.4064935
ILMN_1661004	97.36942	0.7818182
ILMN_3260180	630.6628	0
ILMN_1655498	246.5514	0
ILMN_1789807	105.2606	0.4181818
ILMN_1710829	106.8059	0.3701299
ILMN_1700068	108.2819	0.3246753
ILMN_1665260	110.8641	0.2649351
ILMN_1716729	108.1909	0.325974
ILMN_3307180	114.0514	0.1922078
ILMN_1732860	111.9469	0.2337662
ILMN_3270637	105.4488	0.4142857
ILMN_1797409	99.05782	0.7194805
ILMN_1720004	99.90894	0.6844156
ILMN_1815114	113.7656	0.1935065
ILMN_1726048	107.8768	0.3363636
ILMN_1760430	97.46733	0.7805195
ILMN_1705466	103.4822	0.4896104
ILMN_1724966	113.0486	0.2181818
ILMN_1726041	119.4102	0.1311688
ILMN_1686712	107.4243	0.3467532
ILMN_1745684	110.3398	0.2727273
ILMN_3184067	108.7727	0.3116883
ILMN_3263341	101.7072	0.5818182
ILMN_1745695	109.6534	0.287013
ILMN_3268232	119.7262	0.1246753
ILMN_3191764	94.31439	0.8987013
ILMN_1711772	102.9276	0.5168831
ILMN_1788833	97.84492	0.7675325
ILMN_1668152	96.2936	0.812987
ILMN_1799872	111.793	0.238961
ILMN_1673270	113.079	0.2168831
ILMN_1719209	112.386	0.2233766
ILMN_3189585	477.8142	0
ILMN_3266054	142.1822	0.03896104
ILMN_1654108	95.31098	0.8584415
ILMN_1787100	106.1681	0.3844156
ILMN_2113728	118.1946	0.1415584
ILMN_1812549	100.7477	0.6324675
ILMN_1655136	114.8624	0.1857143
ILMN_1743256	103.4465	0.4896104
ILMN_1791162	114.9381	0.1857143
ILMN_1723834	237.0858	0.002597403
ILMN_3191756	102.4809	0.5389611
ILMN_3268228	110.765	0.2649351
ILMN_1756918	115.2662	0.1818182
ILMN_1671331	89.76346	0.9779221
ILMN_1780637	95.16738	0.8623376
ILMN_1768646	114.6179	0.1883117
ILMN_1794510	194.1882	0.005194805
ILMN_1657603	102.2324	0.5493507
ILMN_1722609	171.777	0.01038961
ILMN_1751897	128.7329	0.06753246
ILMN_3266833	122.7705	0.0961039
ILMN_1660007	113.5761	0.1974026
ILMN_1792191	109.1743	0.2987013
ILMN_1736479	101.9902	0.5662338
ILMN_2109536	118.1225	0.1428571
ILMN_1766316	100.0668	0.6727273
ILMN_1728889	108.2436	0.325974
ILMN_2135456	126.1117	0.07792208
ILMN_1652243	97.49044	0.7792208
ILMN_3191647	102.7914	0.5233766
ILMN_1776826	99.90105	0.6844156
ILMN_1716991	106.83	0.3688312
ILMN_1762018	114.4463	0.1896104
ILMN_1784879	227.8336	0.002597403
ILMN_1664563	105.0826	0.4233766
ILMN_1692874	107.9597	0.3324675
ILMN_1755635	105.3185	0.4168831
ILMN_1838357	106.3775	0.3805195
ILMN_1717029	214.6394	0.005194805
ILMN_3242977	107.4469	0.3467532
ILMN_1746472	97.46698	0.7805195
ILMN_1773383	117.1896	0.1571429
ILMN_1671366	103.3076	0.5
ILMN_1674795	144.3331	0.03766234
ILMN_1737878	202.8595	0.005194805
ILMN_1798911	103.7729	0.474026
ILMN_1675437	111.4895	0.2493507
ILMN_3307149	97.31503	0.7831169
ILMN_1676435	119.7889	0.1246753
ILMN_1691212	98.21932	0.7545455
ILMN_1653615	105.3503	0.4155844
ILMN_3243324	114.1714	0.1922078
ILMN_1678705	97.52657	0.7779221
ILMN_1763891	128.006	0.07402597
ILMN_3187458	102.8666	0.5233766
ILMN_3258523	94.51104	0.8896104
ILMN_3269655	1809.878	0
ILMN_1800246	111.5197	0.2480519
ILMN_1668671	116.3808	0.1675325
ILMN_1738738	102.1113	0.5571429
ILMN_1778408	96.16403	0.8168831
ILMN_1726856	104.05	0.4610389
ILMN_1788008	112.659	0.2194805
ILMN_1730351	102.5862	0.5337662
ILMN_1685640	106.8701	0.3675325
ILMN_2163187	109.8233	0.2805195
ILMN_3307940	127.2353	0.07662338
ILMN_1757380	103.5187	0.4883117
ILMN_1777040	111.9995	0.2324675
ILMN_1768434	93.24335	0.9311689
ILMN_1781225	132.1952	0.05974026
ILMN_1805011	273.8745	0
ILMN_1673642	123.142	0.0948052
ILMN_2085339	111.8535	0.2363636
ILMN_1768919	124.4881	0.08571429
ILMN_1697634	93.4765	0.9246753
ILMN_1691966	102.0775	0.5597402
ILMN_1675792	103.9271	0.4662338
ILMN_1696029	101.3148	0.6064935
ILMN_1691194	179.1127	0.009090909
ILMN_1672818	104.1104	0.4597403
ILMN_3249820	102.5714	0.5350649
ILMN_1718770	157.9077	0.02077922
ILMN_1668736	178.5912	0.009090909
ILMN_3181480	3501.8	0
ILMN_3257941	113.9658	0.1922078
ILMN_1735905	98.63874	0.738961
ILMN_1696193	99.77799	0.6896104
ILMN_1659333	98.13266	0.7584416
ILMN_1690843	105.9872	0.3896104
ILMN_2162496	101.4894	0.5935065
ILMN_1708686	102.0539	0.5597402
ILMN_1910334	186.3872	0.007792208
ILMN_1722825	96.02687	0.8285714
ILMN_3241684	97.25218	0.7831169
ILMN_1651259	130.7297	0.06103896
ILMN_1717265	103.5947	0.4831169
ILMN_1727099	111.3107	0.2519481
ILMN_1809167	105.9337	0.3909091
ILMN_1723320	116.0715	0.1727273
ILMN_1771618	170.4925	0.01168831
ILMN_1769571	107.504	0.3441558
ILMN_3237826	122.4672	0.1012987
ILMN_1674116	101.4661	0.5961039
ILMN_1654458	102.5854	0.5337662
ILMN_3269324	110.3615	0.2727273
ILMN_1786064	111.8549	0.2363636
ILMN_3184599	125.3916	0.08311688
ILMN_3232128	104.379	0.4454545
ILMN_2122153	102.6739	0.5298702
ILMN_1656266	101.6136	0.5857143
ILMN_1739404	97.69193	0.774026
ILMN_1670886	97.85374	0.7649351
ILMN_2189859	115.6633	0.1766234
ILMN_3263520	110.7628	0.2649351
ILMN_1771320	406.5486	0
ILMN_3306959	102.177	0.5519481
ILMN_1782381	119.6586	0.125974
ILMN_1772626	98.33211	0.7519481
ILMN_1700307	138.5141	0.04675325
ILMN_1668657	101.7034	0.5818182
ILMN_2378404	138.2457	0.04805195
ILMN_1692595	124.9329	0.08571429
ILMN_1694168	102.8708	0.5233766
ILMN_1769704	158.9045	0.01818182
ILMN_1803559	109.8197	0.2805195
ILMN_1662744	99.78726	0.6896104
ILMN_1790412	200.3462	0.005194805
ILMN_1666633	137.2088	0.04805195
ILMN_1771696	117.9544	0.1467533
ILMN_1772185	99.26928	0.7103896
ILMN_1731832	102.6511	0.5298702
ILMN_1653369	197.324	0.005194805
ILMN_1750288	106.9648	0.3636364
ILMN_1750051	137.5616	0.04805195
ILMN_3231471	93.24368	0.9311689
ILMN_3230623	102.2012	0.5506493
ILMN_2162454	96.13025	0.8181818
ILMN_1701624	94.71703	0.8844156
ILMN_1740620	115.0252	0.1844156
ILMN_1687850	106.7645	0.3714286
ILMN_1713650	101.097	0.612987
ILMN_1803357	105.2531	0.4181818
ILMN_1800914	98.24242	0.7532467
ILMN_2194980	90.69032	0.9688312
ILMN_1664364	96.75164	0.7974026
ILMN_1707318	118.7801	0.1350649
ILMN_2284930	100.5917	0.6363636
ILMN_1670805	115.2331	0.1831169
ILMN_1709738	115.2475	0.1818182
ILMN_1787540	89.7836	0.9779221
ILMN_1713676	95.20147	0.8623376
ILMN_1746695	120.5436	0.1168831
ILMN_1736217	112.2872	0.2298701
ILMN_3249524	115.5682	0.1766234
ILMN_3307134	138.1487	0.04805195
ILMN_1764029	110.3317	0.2727273
ILMN_1689807	105.2477	0.4181818
ILMN_2129102	125.2115	0.08571429
ILMN_1690532	116.7149	0.1649351
ILMN_2041222	109.1764	0.2987013
ILMN_1722537	98.42132	0.7519481
ILMN_3268731	119.8357	0.1220779
ILMN_3258024	92.64704	0.9415584
ILMN_3181565	90.90446	0.9597403
ILMN_1809892	109.0458	0.3
ILMN_1740818	118.97	0.1337662
ILMN_1778202	1031.815	0
ILMN_1745860	145.3215	0.03636364
ILMN_1709006	102.6291	0.5298702
ILMN_3262321	116.0343	0.174026
ILMN_1722632	157.0217	0.02077922
ILMN_1694458	109.5353	0.2896104
ILMN_1813427	106.3748	0.3805195
ILMN_1701286	113.4267	0.2012987
ILMN_1655489	111.4538	0.2493507
ILMN_1759649	108.6401	0.3142857
ILMN_1783743	113.0178	0.2181818
ILMN_1794611	110.2028	0.2753247
ILMN_3253126	104.2684	0.4545455
ILMN_3243223	101.8815	0.5727273
ILMN_1795300	151.3495	0.02337662
ILMN_1702812	93.64213	0.9220779
ILMN_3307069	101.9123	0.5727273
ILMN_1652178	98.86237	0.7298701
ILMN_1713983	110.9943	0.2623377
ILMN_1663052	110.1433	0.2766234
ILMN_2150049	99.94087	0.6792208
ILMN_1749266	184.7623	0.007792208
ILMN_3244650	85.70034	0.9948052
ILMN_1789531	98.60516	0.7415584
ILMN_2167961	101.5507	0.5909091
ILMN_1747084	95.98779	0.8311688
ILMN_1748952	106.368	0.3805195
ILMN_1703579	110.7332	0.2662338
ILMN_2140455	107.1845	0.3558442
ILMN_1697691	106.7299	0.3714286
ILMN_3307113	127.2056	0.07662338
ILMN_1727065	109.1892	0.2974026
ILMN_1674060	111.6952	0.2441558
ILMN_1705921	113.4171	0.2012987
ILMN_1676077	108.7577	0.3116883
ILMN_3272299	104.6499	0.438961
ILMN_3238221	126.1715	0.07792208
ILMN_1770269	119.6549	0.125974
ILMN_1657378	107.9314	0.3324675
ILMN_1732000	113.1442	0.2155844
ILMN_2067334	99.75932	0.6896104
ILMN_1732143	138.7532	0.04545455
ILMN_1674044	100.5364	0.6376624
ILMN_1783840	97.23924	0.7844156
ILMN_3192548	118.3743	0.1402597
ILMN_2123450	157.7003	0.02077922
ILMN_1696554	107.5136	0.3441558
ILMN_1769540	104.2568	0.4545455
ILMN_3241505	112.3892	0.2220779
ILMN_1794233	189.9511	0.007792208
ILMN_3235148	870.7376	0
ILMN_1717726	140.5067	0.04285714
ILMN_2123683	99.6727	0.6935065
ILMN_2177823	97.05075	0.7909091
ILMN_1676321	88.62735	0.9844156
ILMN_3269339	108.2686	0.3246753
ILMN_3186578	93.42668	0.925974
ILMN_1659980	121.7153	0.1077922
ILMN_1698060	100.9154	0.6194805
ILMN_1663010	98.40608	0.7519481
ILMN_1662091	151.6222	0.02337662
ILMN_1729824	101.7148	0.5818182
ILMN_1746292	111.1889	0.2545455
ILMN_1731556	101.5418	0.5909091
ILMN_1656779	90.28666	0.9714286
ILMN_1718657	220.8065	0.002597403
ILMN_1688020	133.705	0.05584415
ILMN_1741157	87.95341	0.9883117
ILMN_1702613	101.6973	0.5818182
ILMN_1763975	152.7816	0.02337662
ILMN_1709900	93.67801	0.9220779
ILMN_1688721	102.0172	0.5649351
ILMN_3236599	123.1355	0.0948052
ILMN_2055925	98.19582	0.7558442
ILMN_1671981	139.8248	0.04285714
ILMN_3242663	111.9015	0.2337662
ILMN_1708941	104.1379	0.4597403
ILMN_2230162	5960.306	0
ILMN_1807691	99.38874	0.7064935
ILMN_1778320	107.266	0.3532467
ILMN_1770065	120.0229	0.1207792
ILMN_1721558	102.9486	0.5168831
ILMN_3265237	145.4832	0.03636364
ILMN_1674559	107.6672	0.3402597
ILMN_1789902	124.0671	0.08831169
ILMN_1914156	98.59319	0.7428572
ILMN_3236202	107.1622	0.3558442
ILMN_1733037	104.3655	0.4467532
ILMN_1682256	113.9202	0.1922078
ILMN_1773735	113.7723	0.1935065
ILMN_1775570	127.8969	0.07402597
ILMN_3307178	97.19558	0.7857143
ILMN_1686781	120.5039	0.1181818
ILMN_1727670	104.4974	0.4428571
ILMN_1664351	114.9804	0.1844156
ILMN_1694359	100.0858	0.6727273
ILMN_1671997	101.1855	0.6103896
ILMN_1709607	108.556	0.3194805
ILMN_1675335	96.69003	0.7987013
ILMN_2170643	110.7269	0.2662338
ILMN_1774211	123.0466	0.0961039
ILMN_1754132	98.22578	0.7532467
ILMN_1808018	89.88805	0.9779221
ILMN_1807464	94.1701	0.9064935
ILMN_1779497	106.1908	0.3844156
ILMN_1764619	122.0301	0.1077922
ILMN_1807093	100.4171	0.648052
ILMN_1665778	138.1093	0.04805195
ILMN_2149952	134.5253	0.05584415
ILMN_1695618	99.6327	0.6961039
ILMN_1680388	164.0965	0.01428571
ILMN_3249711	103.3178	0.5
ILMN_1675282	134.8839	0.05454545
ILMN_2187899	115.9074	0.1753247
ILMN_1702241	108.8289	0.3064935
ILMN_2131022	107.9589	0.3324675
ILMN_1732584	106.0058	0.3896104
ILMN_3187848	124.046	0.08831169
ILMN_2121848	109.4117	0.2935065
ILMN_1701645	101.2149	0.6090909
ILMN_1701629	112.3604	0.225974
ILMN_1699216	107.3263	0.3506494
ILMN_1774335	99.23743	0.7116883
ILMN_1797431	103.3024	0.5012987
ILMN_3271942	120.9022	0.112987
ILMN_2131528	106.9526	0.3636364
ILMN_2150708	199.1711	0.005194805
ILMN_1784492	105.7085	0.4038961
ILMN_2179967	100.365	0.6532468
ILMN_1679767	91.84177	0.9558442
ILMN_1777312	108.1171	0.3298701
ILMN_1699072	110.8839	0.2636364
ILMN_1786559	104.805	0.4324675
ILMN_1684193	114.4243	0.1896104
ILMN_1774288	105.5659	0.4077922
ILMN_1695254	104.8039	0.4324675
ILMN_1732267	93.54369	0.9246753
ILMN_1768430	113.1058	0.2168831
ILMN_1731326	100.6842	0.6324675
ILMN_1696852	102.184	0.5519481
ILMN_1772848	123.6896	0.09220779
ILMN_1675304	98.99073	0.7220779
ILMN_1791596	108.3943	0.3233766
ILMN_1661303	103.4683	0.4896104
ILMN_2194852	7398.847	0
ILMN_1698769	124.9541	0.08571429
ILMN_2233438	99.02367	0.7220779
ILMN_2107344	113.4163	0.2012987
ILMN_1702164	100.7144	0.6324675
ILMN_1719635	110.7434	0.2649351
ILMN_1717717	100.4859	0.638961
ILMN_1807007	104.1653	0.4584416
ILMN_1709314	101.2353	0.6090909
ILMN_1727916	95.34138	0.8571429
ILMN_3262976	92.10751	0.951948
ILMN_3262439	118.0069	0.1454545
ILMN_3307121	109.4923	0.2909091
ILMN_1670215	92.80492	0.938961
ILMN_1770385	112.0454	0.2324675
ILMN_1773553	112.5708	0.2207792
ILMN_3197549	131.7467	0.05974026
ILMN_1795567	105.0646	0.4246753
ILMN_1751351	110.2336	0.274026
ILMN_1789048	110.8073	0.2649351
ILMN_1731912	103.4233	0.4909091
ILMN_1810159	95.26691	0.8584415
ILMN_1664926	103.3635	0.4961039
ILMN_1758642	378.6973	0
ILMN_1687335	225.7024	0.002597403
ILMN_1664922	153.1606	0.02337662
ILMN_1715748	90.09446	0.9779221
ILMN_1661439	355.4057	0
ILMN_1726222	2150.677	0
ILMN_1685056	117.4021	0.1532468
ILMN_1769615	114.7223	0.187013
ILMN_1805665	103.6595	0.4818182
ILMN_1782750	109.3584	0.2935065
ILMN_1752307	91.92142	0.9558442
ILMN_1766363	111.8281	0.2376623
ILMN_2091412	175.0337	0.009090909
ILMN_1794741	126.9667	0.07662338
ILMN_2390427	97.59887	0.7779221
ILMN_1741673	106.9067	0.3649351
ILMN_1661596	99.5653	0.6987013
ILMN_2204876	182.1385	0.007792208
ILMN_1656792	134.0071	0.05584415
ILMN_1690035	119.0776	0.1324675
ILMN_1805796	125.3175	0.08311688
ILMN_3248672	106.0362	0.387013
ILMN_1764795	118.7287	0.1350649
ILMN_1782748	141.5228	0.04285714
ILMN_1710116	123.5396	0.09350649
ILMN_1730491	107.9919	0.3311688
ILMN_2395214	105.3506	0.4155844
ILMN_1692678	96.34955	0.8116883
ILMN_1657955	152.429	0.02337662
ILMN_1684401	169.8162	0.01298701
ILMN_1732158	375.1647	0
ILMN_2344283	116.6959	0.1649351
ILMN_1808657	99.67484	0.6935065
ILMN_1677885	209.7083	0.005194805
ILMN_1811632	152.3192	0.02337662
ILMN_2078124	95.71597	0.8428571
ILMN_1672564	103.5516	0.4844156
ILMN_1771544	100.4883	0.638961
ILMN_1789639	118.5642	0.1363636
ILMN_1666097	96.53462	0.8038961
ILMN_1657141	106.3312	0.3818182
ILMN_1778237	95.53036	0.8506494
ILMN_1675646	103.5274	0.4883117
ILMN_2366463	94.01225	0.9155844
ILMN_1801588	114.9511	0.1857143
ILMN_1652333	267.5224	0
ILMN_1797342	1426.101	0
ILMN_1809895	95.85899	0.8363636
ILMN_1754600	101.2626	0.6090909
ILMN_2108938	497.2581	0
ILMN_1734653	103.3711	0.4948052
ILMN_2163873	92.88888	0.938961
ILMN_2362581	149.3175	0.02727273
ILMN_2269380	102.4845	0.5389611
ILMN_1705111	148.6971	0.02727273
ILMN_3253456	388.761	0
ILMN_3178302	386.0417	0
ILMN_1663032	112.448	0.2220779
ILMN_1761084	103.1396	0.5064935
ILMN_1742179	102.6419	0.5298702
ILMN_1682221	136.5742	0.04935065
ILMN_1796523	106.1199	0.3857143
ILMN_1737343	431.5788	0
ILMN_3237329	114.7839	0.187013
ILMN_1746494	201.0778	0.005194805
ILMN_2374191	106.7614	0.3714286
ILMN_1721704	425.3541	0
ILMN_1728517	146.8138	0.03376623
ILMN_1681651	103.0428	0.5103896
ILMN_1735115	110.0438	0.2792208
ILMN_1677866	111.031	0.261039
ILMN_1661733	134.9912	0.05454545
ILMN_1712582	98.28723	0.7519481
ILMN_2346339	91.60425	0.9571428
ILMN_1698608	194.7716	0.005194805
ILMN_1745963	99.93356	0.6792208
ILMN_1730454	288.3206	0
ILMN_3243846	96.00124	0.8311688
ILMN_2279217	114.6001	0.1883117
ILMN_1665902	117.2607	0.1558442
ILMN_1669523	3630.209	0
ILMN_1751607	615.8873	0
ILMN_1771841	213.4313	0.005194805
ILMN_1725175	136.6671	0.04935065
ILMN_1766650	157.7498	0.02077922
ILMN_1763712	96.75838	0.7974026
ILMN_1678728	93.74062	0.9220779
ILMN_1668052	103.4307	0.4896104
ILMN_1792733	145.1689	0.03636364
ILMN_1799734	110.5509	0.2675325
ILMN_2224569	102.3164	0.5467532
ILMN_1765014	94.33023	0.8987013
ILMN_1738401	121.7414	0.1077922
ILMN_1705201	180.3552	0.009090909
ILMN_1704418	109.8913	0.2792208
ILMN_1789400	115.2939	0.1792208
ILMN_1737435	112.939	0.2194805
ILMN_2173524	165.0365	0.01298701
ILMN_1786473	109.0598	0.3
ILMN_1781867	110.5295	0.2675325
ILMN_2085441	123.0401	0.0961039
ILMN_1705550	100.5486	0.6376624
ILMN_1698938	104.2192	0.4571429
ILMN_2188390	101.1359	0.612987
ILMN_2093508	109.8018	0.2818182
ILMN_3238576	129.2919	0.06623377
ILMN_3237169	103.9121	0.4688312
ILMN_3244100	102.677	0.5298702
ILMN_1668651	162.7284	0.01688312
ILMN_2186925	100.1065	0.6727273
ILMN_1815599	106.4281	0.3779221
ILMN_1719934	155.9037	0.02077922
ILMN_1680973	100.2627	0.6571429
ILMN_1674934	94.93816	0.8753247
ILMN_2149946	100.9437	0.6168831
ILMN_1798808	128.8561	0.06753246
ILMN_1736936	124.0239	0.08831169
ILMN_1651437	94.78188	0.8831169
ILMN_1808388	103.0365	0.5116883
ILMN_3245306	170.2376	0.01298701
ILMN_1802190	98.28533	0.7519481
ILMN_1731648	389.2546	0
ILMN_2128668	357.6899	0
ILMN_1812893	104.7986	0.4324675
ILMN_2082244	176.4892	0.009090909
ILMN_2310685	113.7933	0.1935065
ILMN_2241317	103.8142	0.4727273
ILMN_1784341	101.8957	0.5727273
ILMN_1741692	90.55366	0.9688312
ILMN_1714280	122.3088	0.1064935
ILMN_1776596	108.9431	0.3025974
ILMN_1681456	88.32152	0.9844156
ILMN_1796851	117.1218	0.1584416
ILMN_2344971	151.6501	0.02337662
ILMN_1716400	159.8306	0.01818182
ILMN_1666363	118.1828	0.1415584
ILMN_1736510	490.2916	0
ILMN_1783954	113.6751	0.1948052
ILMN_1665304	111.7935	0.238961
ILMN_1719069	108.7024	0.312987
ILMN_1738816	255.9216	0
ILMN_1844692	503.8326	0
ILMN_1687940	98.85032	0.7298701
ILMN_1712515	96.563	0.8012987
ILMN_1681703	1018.357	0
ILMN_1712095	565.7597	0
ILMN_3307977	96.6537	0.7987013
ILMN_3311135	100.0607	0.6727273
ILMN_3311155	102.6482	0.5298702
ILMN_2250923	132.2977	0.05974026
ILMN_1682495	128.3841	0.07142857
ILMN_1768248	114.5252	0.1883117
ILMN_1738179	137.1264	0.04805195
ILMN_1695355	113.7592	0.1935065
ILMN_2357701	97.95169	0.761039
ILMN_1768049	97.83364	0.7675325
ILMN_1773809	177.2053	0.009090909
ILMN_2316740	125.1863	0.08571429
ILMN_1669046	99.91963	0.6805195
ILMN_2298171	94.04005	0.9155844
ILMN_1707985	93.47493	0.9246753
ILMN_1685779	100.9592	0.6168831
ILMN_1770460	95.00893	0.8727273
ILMN_1711758	115.1233	0.1844156
ILMN_1762312	145.994	0.03636364
ILMN_2130635	140.5858	0.04285714
ILMN_1772957	200.99	0.005194805
ILMN_1811790	107.0726	0.3623376
ILMN_1713948	164.6668	0.01428571
ILMN_1681724	96.70217	0.7974026
ILMN_1659576	97.19427	0.7857143
ILMN_1727878	94.33681	0.8987013
ILMN_2092118	3234.397	0
ILMN_2392569	554.8412	0
ILMN_1740875	833.1554	0
ILMN_2203271	111.8785	0.2350649
ILMN_1755405	174.4424	0.01038961
ILMN_1769031	223.3022	0.002597403
ILMN_1806667	121.8349	0.1077922
ILMN_1683453	110.4911	0.2675325
ILMN_1672151	114.4303	0.1896104
ILMN_1671318	120.0005	0.1220779
ILMN_1781416	248.1253	0
ILMN_1736180	202.6134	0.005194805
ILMN_1788213	1934.649	0
ILMN_1715452	110.4266	0.2714286
ILMN_2091978	106.7025	0.3714286
ILMN_1703174	108.3026	0.3233766
ILMN_1686928	97.97072	0.7597402
ILMN_1756784	139.1845	0.04545455
ILMN_1734696	305.3649	0
ILMN_3236543	102.4145	0.5441558
ILMN_1760475	101.884	0.5727273
ILMN_2182262	91.76992	0.9558442
ILMN_1689120	94.30069	0.9
ILMN_2203266	109.8581	0.2792208
ILMN_3243065	138.0374	0.04805195
