PROBE_ID	7677153059_L.VALUE	7677153059_L.Detection Pval
ILMN_3282285	97.59019	0.7779221
ILMN_3249231	131.9387	0.05974026
ILMN_1666384	314.5004	0
ILMN_3230885	104.4663	0.4428571
ILMN_3200882	98.11247	0.7584416
ILMN_3283369	112.7414	0.2194805
ILMN_1728446	146.9766	0.03246753
ILMN_1802482	95.29573	0.8584415
ILMN_1695242	151.7769	0.02337662
ILMN_1716468	137.4017	0.04805195
ILMN_3248614	111.6329	0.2441558
ILMN_3282764	105.2337	0.4181818
ILMN_1676550	104.3338	0.448052
ILMN_1772092	106.2932	0.3831169
ILMN_1744538	96.19392	0.8155844
ILMN_1771070	98.88885	0.7285714
ILMN_2135740	103.8558	0.4714286
ILMN_1843138	101.1659	0.6103896
ILMN_3201577	104.0941	0.4597403
ILMN_3275929	100.1296	0.6727273
ILMN_1746952	188.2549	0.007792208
ILMN_2194678	104.8431	0.4324675
ILMN_1767377	673.0189	0
ILMN_1666746	176.4723	0.009090909
ILMN_1782753	120.0748	0.1207792
ILMN_1762305	121.0247	0.1116883
ILMN_3237627	124.1073	0.08831169
ILMN_3237689	98.59513	0.7428572
ILMN_3285206	96.4995	0.8051948
ILMN_1779698	107.7926	0.3363636
ILMN_1688435	109.322	0.2948052
ILMN_1761210	102.1573	0.5545455
ILMN_1668932	100.2444	0.6571429
ILMN_3242710	96.76096	0.7974026
ILMN_1728048	140.1746	0.04285714
ILMN_1677834	117.3874	0.1532468
ILMN_1767263	176.6315	0.009090909
ILMN_3251432	105.0109	0.425974
ILMN_1797579	127.605	0.07532468
ILMN_1685538	886.9543	0
ILMN_1851865	110.5656	0.2662338
ILMN_1755920	117.8819	0.1480519
ILMN_1762545	103.742	0.4779221
ILMN_1672339	86.30936	0.9948052
ILMN_1671901	102.7332	0.5272727
ILMN_1695601	110.2525	0.274026
ILMN_3251600	108.7108	0.312987
ILMN_2219246	124.2148	0.08701298
ILMN_3246453	112.8638	0.2194805
ILMN_1773236	127.3215	0.07662338
ILMN_1771292	99.02038	0.7220779
ILMN_2065383	91.21475	0.9584416
ILMN_1775062	111.9251	0.2337662
ILMN_1805396	93.51155	0.9246753
ILMN_1658190	94.57722	0.8883117
ILMN_3251653	98.23468	0.7532467
ILMN_1713736	103.5702	0.4831169
ILMN_1677910	132.1973	0.05974026
ILMN_1803743	214.8224	0.005194805
ILMN_1749054	111.576	0.2467532
ILMN_1768551	246.0794	0
ILMN_1789871	97.59183	0.7779221
ILMN_1855430	165.4223	0.01298701
ILMN_1682381	96.07752	0.8246753
ILMN_1675916	105.2029	0.4194805
ILMN_2177090	656.4625	0
ILMN_3238116	92.86431	0.938961
ILMN_1673158	145.7101	0.03636364
ILMN_1774369	112.9771	0.2194805
ILMN_1677374	109.6431	0.287013
ILMN_1712597	99.30698	0.7103896
ILMN_1705124	96.50297	0.8051948
ILMN_1656361	130.3722	0.06103896
ILMN_1667298	108.2333	0.325974
ILMN_3204975	103.8726	0.4701299
ILMN_3281480	123.7188	0.09090909
ILMN_1792712	112.7422	0.2194805
ILMN_1769478	108.8662	0.3038961
ILMN_1656232	109.9261	0.2792208
ILMN_1798557	133.5381	0.05584415
ILMN_1780083	106.9103	0.3649351
ILMN_1736819	115.8003	0.1753247
ILMN_1652689	90.79095	0.9636363
ILMN_1719546	107.2786	0.3519481
ILMN_1727331	262.7315	0
ILMN_3291344	105.312	0.4168831
ILMN_1764650	186.8521	0.007792208
ILMN_3282121	109.4443	0.2922078
ILMN_3218292	2698.475	0
ILMN_1662491	99.9898	0.6779221
ILMN_1655659	111.5263	0.2480519
ILMN_1682694	278.7706	0
ILMN_1693685	137.7969	0.04805195
ILMN_1718755	99.09324	0.7181818
ILMN_3240048	99.06811	0.7194805
ILMN_3292004	161.502	0.01688312
ILMN_1799980	111.8954	0.2337662
ILMN_2184525	108.2685	0.3246753
ILMN_1675930	99.67479	0.6935065
ILMN_1740449	110.4771	0.2701299
ILMN_2193195	110.6847	0.2662338
ILMN_1795243	771.265	0
ILMN_1704295	112.4117	0.2220779
ILMN_1674768	155.0741	0.02207792
ILMN_1701392	107.8934	0.3350649
ILMN_1711845	161.3984	0.01688312
ILMN_3249620	102.3839	0.5441558
ILMN_1749607	111.9253	0.2337662
ILMN_1809012	105.4172	0.4142857
ILMN_1753411	201.6436	0.005194805
ILMN_1796130	109.075	0.3
ILMN_1762360	101.9644	0.5688311
ILMN_1653057	184.9971	0.007792208
ILMN_1657832	107.7199	0.3363636
ILMN_1780613	92.81786	0.938961
ILMN_2297662	105.8115	0.3961039
ILMN_1698103	109.5417	0.2896104
ILMN_2413377	99.46958	0.7025974
ILMN_1725881	123.4658	0.09350649
ILMN_1659692	96.53759	0.8038961
ILMN_1709326	122.2982	0.1064935
ILMN_1652982	120.1858	0.1207792
ILMN_1801940	128.8661	0.06753246
ILMN_1656868	2442.256	0
ILMN_1702085	127.4567	0.07532468
ILMN_1749836	125.3323	0.08311688
ILMN_1779752	102.0639	0.5597402
ILMN_3236498	146.3987	0.03636364
ILMN_3278745	126.6869	0.07792208
ILMN_1748277	109.6913	0.287013
ILMN_1716719	109.635	0.287013
ILMN_1690928	99.14306	0.7168831
ILMN_1760651	107.6168	0.3415585
ILMN_1732497	115.515	0.1779221
ILMN_1744906	102.3654	0.5454546
ILMN_1658937	102.9228	0.5168831
ILMN_1666220	105.563	0.4077922
ILMN_1697767	116.9521	0.161039
ILMN_1778787	107.1725	0.3558442
ILMN_1674442	110.1034	0.2766234
ILMN_3206804	5113.877	0
ILMN_3283316	112.0754	0.2311688
ILMN_1805540	101.0169	0.6142857
ILMN_1753877	107.7874	0.3363636
ILMN_1677880	106.073	0.3857143
ILMN_1740223	106.8184	0.3688312
ILMN_1721102	116.5776	0.1649351
ILMN_1664736	102.5367	0.5376623
ILMN_3291741	124.2992	0.08701298
ILMN_1807114	116.9051	0.1623377
ILMN_1654522	100.1053	0.6727273
ILMN_1703703	102.2663	0.548052
ILMN_1764244	102.5217	0.5376623
ILMN_1703316	224.0038	0.002597403
ILMN_1728392	209.2072	0.005194805
ILMN_1735513	99.86728	0.6857143
ILMN_1666263	145.854	0.03636364
ILMN_3246909	98.84932	0.7298701
ILMN_3292834	110.8299	0.2649351
ILMN_3238143	106.7475	0.3714286
ILMN_1730828	122.0718	0.1077922
ILMN_3215374	98.68587	0.7350649
ILMN_3239925	119.8632	0.1220779
ILMN_2096442	154.3076	0.02207792
ILMN_1692258	104.1816	0.4584416
ILMN_1714895	90.53418	0.9688312
ILMN_3295970	98.76848	0.7324675
ILMN_3199489	146.243	0.03636364
ILMN_3201026	107.8457	0.3363636
ILMN_3277501	92.09873	0.951948
ILMN_1729306	115.5723	0.1766234
ILMN_1768553	93.83128	0.9181818
ILMN_1743040	107.6184	0.3415585
ILMN_1787481	92.53332	0.9428571
ILMN_1759504	96.52012	0.8038961
ILMN_3250110	98.22575	0.7532467
ILMN_3251161	102.8839	0.5220779
ILMN_3285302	99.57254	0.6974026
ILMN_1796626	103.5529	0.4831169
ILMN_3286239	105.7741	0.3974026
ILMN_3214761	100.9408	0.6168831
ILMN_1814009	104.9519	0.4285714
ILMN_1682463	149.169	0.02727273
ILMN_1710128	110.5427	0.2675325
ILMN_1660108	117.7057	0.151948
ILMN_3244521	150.86	0.02467532
ILMN_1692294	104.0462	0.4610389
ILMN_3296705	103.2679	0.5012987
ILMN_3199608	107.9074	0.3337662
ILMN_1672738	106.6046	0.374026
ILMN_2096031	104.2073	0.4571429
ILMN_1727116	101.921	0.5727273
ILMN_1675460	1273.319	0
ILMN_1737230	91.44265	0.9571428
ILMN_1659959	131.8734	0.05974026
ILMN_3274671	106.5539	0.374026
ILMN_1714176	105.5951	0.4077922
ILMN_1714739	98.95528	0.7233766
ILMN_3218138	116.6375	0.1649351
ILMN_3234202	92.61805	0.9415584
ILMN_1661461	111.6232	0.2441558
ILMN_1715209	98.62234	0.738961
ILMN_1686833	103.2918	0.5012987
ILMN_1797568	124.4392	0.08571429
ILMN_3207230	104.8255	0.4324675
ILMN_3295651	106.5178	0.3753247
ILMN_3236036	153.0039	0.02337662
ILMN_1786657	108.3081	0.3233766
ILMN_1659327	103.6667	0.4818182
ILMN_1748434	107.2334	0.3545454
ILMN_1714604	107.0721	0.3623376
ILMN_1777687	100.9001	0.6207792
ILMN_1701267	97.8732	0.7636364
ILMN_1773095	106.8475	0.3675325
ILMN_1712170	93.4099	0.9311689
ILMN_1783057	95.94538	0.8350649
ILMN_1768909	104.7213	0.4350649
ILMN_1651980	111.4374	0.2493507
ILMN_1728933	119.8074	0.1220779
ILMN_1730369	103.9959	0.4636364
ILMN_1757555	103.1648	0.5064935
ILMN_1705444	96.20667	0.8142857
ILMN_3250374	92.68726	0.9415584
ILMN_3250345	171.1903	0.01038961
ILMN_3243657	112.8339	0.2194805
ILMN_1766090	104.2844	0.451948
ILMN_1695395	108.0779	0.3298701
ILMN_1659543	110.9291	0.2636364
ILMN_1720902	97.70905	0.7727273
ILMN_1679558	105.3825	0.4142857
ILMN_1676545	98.86825	0.7298701
ILMN_1768901	117.4997	0.151948
ILMN_3199507	122.9454	0.0961039
ILMN_1710954	114.7329	0.187013
ILMN_1667418	193.3276	0.005194805
ILMN_1699211	100.8836	0.6207792
ILMN_1694431	104.0522	0.4610389
ILMN_1807593	103.7503	0.4779221
ILMN_1790896	116.4479	0.1662338
ILMN_1739325	118.1734	0.1415584
ILMN_1721290	106.3411	0.3818182
ILMN_1725456	115.0844	0.1844156
ILMN_1709767	137.9662	0.04805195
ILMN_3293049	138.5099	0.04675325
ILMN_1864588	106.9069	0.3649351
ILMN_3274904	4803.631	0
ILMN_1677852	98.02684	0.7597402
ILMN_1686628	101.893	0.5727273
ILMN_1660653	118.9577	0.1337662
ILMN_2054382	104.1017	0.4597403
ILMN_3242130	109.3423	0.2935065
ILMN_1725650	98.31263	0.7519481
ILMN_1717727	105.9271	0.3909091
ILMN_1660913	94.57861	0.8883117
ILMN_3290428	98.11161	0.7584416
ILMN_3283073	96.53216	0.8038961
ILMN_1744395	115.1103	0.1844156
ILMN_1718076	94.96589	0.8753247
ILMN_2083137	101.9594	0.5688311
ILMN_3204210	6396.285	0
ILMN_3285323	104.7128	0.4350649
ILMN_3219596	114.7678	0.187013
ILMN_3296124	99.0155	0.7220779
ILMN_1774375	145.5062	0.03636364
ILMN_1779195	141.0531	0.04285714
ILMN_1749755	99.33314	0.7090909
ILMN_2108150	91.27769	0.9571428
ILMN_1785180	103.148	0.5064935
ILMN_3279619	111.3345	0.2506494
ILMN_3286751	113.4788	0.1987013
ILMN_1690137	105.0548	0.4246753
ILMN_3275531	98.05876	0.7597402
ILMN_3292042	149.6097	0.02727273
ILMN_1661158	103.7925	0.4727273
ILMN_1776184	109.4863	0.2909091
ILMN_1703100	107.1423	0.3571429
ILMN_3296219	99.53929	0.7025974
ILMN_1752144	107.0981	0.361039
ILMN_1657398	147.7456	0.03246753
ILMN_1722640	103.2438	0.5012987
ILMN_1680208	2353.151	0
ILMN_1756131	118.8118	0.1350649
ILMN_1743853	98.26722	0.7519481
ILMN_3292034	104.1665	0.4584416
ILMN_1804213	116.6403	0.1649351
ILMN_1726457	121.4784	0.1090909
ILMN_1719505	125.8477	0.07922078
ILMN_1733453	252.973	0
ILMN_1680902	96.23507	0.8142857
ILMN_2089752	104.4945	0.4428571
ILMN_2115453	110.0568	0.2779221
ILMN_1740601	111.9658	0.2324675
ILMN_1764801	101.6239	0.5857143
ILMN_1660832	2586.292	0
ILMN_1729269	162.4277	0.01688312
ILMN_2278433	422.0957	0
ILMN_1809998	98.58051	0.7428572
ILMN_1775584	103.2482	0.5012987
ILMN_1694327	133.8091	0.05584415
ILMN_1695261	9489.537	0
ILMN_3246484	94.89498	0.8779221
ILMN_3244060	137.6877	0.04805195
ILMN_1765670	101.7181	0.5818182
ILMN_3236463	147.0788	0.03246753
ILMN_1700903	107.8175	0.3363636
ILMN_1750482	103.285	0.5012987
ILMN_3295146	101.5379	0.5909091
ILMN_1675878	116.7462	0.1649351
ILMN_2128623	116.3935	0.1675325
ILMN_1669715	119.3601	0.1311688
ILMN_3251120	102.8217	0.5233766
ILMN_3249835	102.1705	0.5532467
ILMN_3277134	112.0084	0.2324675
ILMN_1686646	205.114	0.005194805
ILMN_1691220	103.3873	0.4935065
ILMN_1699076	105.7305	0.4025974
ILMN_1801116	106.8657	0.3675325
ILMN_2102752	105.8857	0.3935065
ILMN_1779796	111.6671	0.2441558
ILMN_1738847	107.7762	0.3363636
ILMN_1710591	101.9005	0.5727273
ILMN_1786838	116.7725	0.1636364
ILMN_3245954	112.772	0.2194805
ILMN_1687845	103.049	0.5103896
ILMN_3237884	103.9553	0.4649351
ILMN_1675803	128.2168	0.07272727
ILMN_1717485	103.6645	0.4818182
ILMN_1783547	113.3656	0.2038961
ILMN_1738535	97.57814	0.7779221
ILMN_3245495	106.1683	0.3844156
ILMN_3281845	113.5681	0.1974026
ILMN_3214276	101.5845	0.5896104
ILMN_1720238	137.8658	0.04805195
ILMN_1693932	100.5605	0.6376624
ILMN_2176625	101.8121	0.5753247
ILMN_3216336	819.9794	0
ILMN_3284404	100.0066	0.6779221
ILMN_1708492	102.3115	0.5467532
ILMN_3232138	93.52536	0.9246753
ILMN_3215138	108.2195	0.325974
ILMN_1657612	1458.443	0
ILMN_1733103	235.4799	0.002597403
ILMN_1790173	123.7203	0.09090909
ILMN_1730340	112.6962	0.2194805
ILMN_3208576	94.54135	0.8896104
ILMN_3277209	110.7286	0.2662338
ILMN_3274543	132.6695	0.05714286
ILMN_1684114	149.8508	0.02597403
ILMN_1664089	110.8217	0.2649351
ILMN_1728125	112.0973	0.2311688
ILMN_3241104	105.4626	0.4142857
ILMN_3292551	539.1526	0
ILMN_1723788	104.7587	0.4324675
ILMN_2215153	94.2188	0.9051948
ILMN_1657011	193.2881	0.005194805
ILMN_3249162	114.0293	0.1922078
ILMN_1661864	103.1116	0.5077922
ILMN_1712171	105.548	0.4090909
ILMN_1671922	101.8595	0.574026
ILMN_1682126	117.5829	0.151948
ILMN_1751410	110.9	0.2636364
ILMN_1679381	102.4059	0.5441558
ILMN_3236656	100.6077	0.6363636
ILMN_1699113	108.7455	0.312987
ILMN_1766757	101.0069	0.6155844
ILMN_3293685	873.6545	0
ILMN_3217172	1731.66	0
ILMN_3283550	107.0128	0.3636364
ILMN_3200702	95.38806	0.8558441
ILMN_1701966	117.4346	0.1532468
ILMN_1808290	132.5852	0.05714286
ILMN_1721905	173.0049	0.01038961
ILMN_3274596	477.4469	0
ILMN_1808687	99.0338	0.7220779
ILMN_1748596	111.8221	0.2376623
ILMN_1676990	109.8409	0.2805195
ILMN_1803591	102.493	0.5376623
ILMN_1655421	97.68684	0.774026
ILMN_1674648	217.1265	0.005194805
ILMN_3236026	103.3442	0.4961039
ILMN_3248668	103.3371	0.4961039
ILMN_3250204	112.6653	0.2194805
ILMN_1773558	102.9356	0.5168831
ILMN_3251061	103.7544	0.4766234
ILMN_3296816	111.2604	0.2545455
ILMN_1658058	101.2864	0.6064935
ILMN_1677577	103.369	0.4948052
ILMN_1795835	806.7824	0
ILMN_1738631	92.54359	0.9428571
ILMN_2098947	156.5268	0.02077922
ILMN_1788887	138.4415	0.04805195
ILMN_1807704	102.3814	0.5441558
ILMN_1652786	100.7426	0.6324675
ILMN_1687276	102.1333	0.5571429
ILMN_3294074	1250.348	0
ILMN_3289407	109.2525	0.2961039
ILMN_1685136	163.5272	0.01558442
ILMN_1669574	102.9689	0.5142857
ILMN_1765031	101.3657	0.6025974
ILMN_1778929	96.8939	0.7935065
ILMN_1763685	103.2439	0.5012987
ILMN_1663298	108.3683	0.3233766
ILMN_1666642	118.2646	0.1402597
ILMN_3289508	223.2886	0.002597403
ILMN_1689350	107.793	0.3363636
ILMN_1727005	98.17818	0.7571428
ILMN_2185022	105.4698	0.4142857
ILMN_3236970	133.2093	0.05714286
ILMN_3289745	104.2904	0.451948
ILMN_3290174	103.9666	0.4649351
ILMN_1699320	97.03085	0.7909091
ILMN_1726649	98.68858	0.7350649
ILMN_3240843	106.6935	0.3714286
ILMN_3241333	97.00935	0.7909091
ILMN_1695799	117.0882	0.1584416
ILMN_1798043	103.9167	0.4675325
ILMN_1741740	176.5446	0.009090909
ILMN_1658363	102.1313	0.5571429
ILMN_1686845	102.5451	0.5376623
ILMN_1710925	108.8608	0.3038961
ILMN_1809513	105.1411	0.4220779
ILMN_1651288	154.9357	0.02207792
ILMN_1764457	118.3799	0.1402597
ILMN_1740463	162.7642	0.01688312
ILMN_1694220	105.6419	0.4064935
ILMN_3238102	103.1814	0.5038961
ILMN_1795356	107.3695	0.3493507
ILMN_1678141	108.3197	0.3233766
ILMN_1754501	136.0992	0.05064935
ILMN_1703727	101.2132	0.6090909
ILMN_3200906	91.34689	0.9571428
ILMN_3276016	151.2907	0.02337662
ILMN_1661997	93.3978	0.9311689
ILMN_1739744	110.0042	0.2792208
ILMN_1681516	110.5574	0.2675325
ILMN_3217522	111.4131	0.2506494
ILMN_3294033	183.8014	0.007792208
ILMN_1660509	101.0551	0.6142857
ILMN_1722916	132.7483	0.05714286
ILMN_1767344	98.41073	0.7519481
ILMN_1794866	287.8857	0
ILMN_1673535	110.9428	0.2636364
ILMN_1789600	104.9691	0.4272727
ILMN_3291654	109.4632	0.2922078
ILMN_3215146	97.82224	0.7675325
ILMN_1657476	110.7934	0.2649351
ILMN_3199157	99.66156	0.6948052
ILMN_3276047	101.8675	0.574026
ILMN_1668490	99.39871	0.7038961
ILMN_1800795	105.0383	0.4246753
ILMN_1675520	92.26836	0.9506493
ILMN_3275388	105.5936	0.4077922
ILMN_3198918	103.375	0.4948052
ILMN_3239103	106.4882	0.3766234
ILMN_3248566	119.5677	0.1285714
ILMN_1801925	110.3611	0.2727273
ILMN_1668427	113.1741	0.2142857
ILMN_1784596	102.2956	0.5467532
ILMN_1728334	99.27943	0.7103896
ILMN_1745409	122.7268	0.0961039
ILMN_1760138	107.6113	0.3415585
ILMN_1806387	102.2663	0.548052
ILMN_3286287	111.914	0.2337662
ILMN_1672324	100.6839	0.6324675
ILMN_3278453	122.6916	0.0961039
ILMN_3287125	126.1617	0.07792208
ILMN_1687369	100.839	0.6220779
ILMN_3285580	103.5111	0.4883117
ILMN_3209070	119.2931	0.1311688
ILMN_3201221	286.2521	0
ILMN_1680776	99.17966	0.7142857
ILMN_1767452	97.32366	0.7831169
ILMN_3296700	92.33132	0.9480519
ILMN_1688127	2830.635	0
ILMN_1653787	102.1467	0.5545455
ILMN_1703719	95.70078	0.8428571
ILMN_3291664	94.32716	0.8987013
ILMN_3202984	104.8081	0.4324675
ILMN_3296923	134.0845	0.05584415
ILMN_3207548	105.0733	0.4246753
ILMN_3284063	157.5635	0.02077922
ILMN_3208430	110.4125	0.2727273
ILMN_1706213	110.5378	0.2675325
ILMN_3280711	116.4627	0.1662338
ILMN_3202594	98.45514	0.7506493
ILMN_1750081	99.1756	0.7142857
ILMN_1716153	115.7262	0.1753247
ILMN_1783808	96.11469	0.8207792
ILMN_1727825	108.393	0.3233766
ILMN_1703088	97.02183	0.7909091
ILMN_1805439	97.17425	0.7883117
ILMN_1717059	115.4387	0.1792208
ILMN_1757749	102.9415	0.5168831
ILMN_1657235	99.48154	0.7025974
ILMN_3244755	104.3135	0.4506494
ILMN_1677141	102.1119	0.5571429
ILMN_3274601	3639.624	0
ILMN_1741339	102.8126	0.5233766
ILMN_1743660	101.8554	0.5753247
ILMN_3289011	118.4568	0.1376623
ILMN_1786483	100.3549	0.6532468
ILMN_1763352	109.0793	0.3
ILMN_1669671	97.28707	0.7831169
ILMN_1658972	105.6968	0.4051948
ILMN_1726940	110.5821	0.2662338
ILMN_3290627	103.6902	0.4805195
ILMN_3213854	101.096	0.612987
ILMN_1752938	96.42695	0.8077922
ILMN_1704704	107.9614	0.3324675
ILMN_2275583	112.3569	0.2272727
ILMN_3283563	102.8496	0.5233766
ILMN_3203130	108.0682	0.3298701
ILMN_3279628	102.3837	0.5441558
ILMN_1696701	102.7445	0.5272727
ILMN_1686463	106.4159	0.3792208
ILMN_1663813	101.3675	0.6025974
ILMN_1759302	119.3993	0.1311688
ILMN_3210914	108.5485	0.3207792
ILMN_1708214	94.28738	0.9
ILMN_3204890	108.2204	0.325974
ILMN_3283680	222.0655	0.002597403
ILMN_1811453	111.7939	0.238961
ILMN_1789744	101.7381	0.5805195
ILMN_1722969	110.6845	0.2662338
ILMN_1767274	94.53344	0.8896104
ILMN_1683497	162.0798	0.01688312
ILMN_3218538	147.6506	0.03246753
ILMN_3290640	110.6795	0.2662338
ILMN_3291053	113.4146	0.2012987
ILMN_1699758	126.3159	0.07792208
ILMN_3277559	103.8989	0.4688312
ILMN_3205812	99.77192	0.6896104
ILMN_1714741	103.7768	0.474026
ILMN_1786359	157.57	0.02077922
ILMN_1747474	107.1361	0.3571429
ILMN_3277499	100.1661	0.6649351
ILMN_3204361	144.6809	0.03766234
ILMN_1654445	179.919	0.009090909
ILMN_1737430	106.348	0.3818182
ILMN_1704385	655.6649	0
ILMN_1689432	107.171	0.3558442
ILMN_1843081	100.8241	0.6233766
ILMN_1729965	115.3603	0.1792208
ILMN_1801795	919.271	0
ILMN_1712555	102.8067	0.5233766
ILMN_1757535	107.33	0.3506494
ILMN_1792437	99.17722	0.7142857
ILMN_1681751	98.86019	0.7298701
ILMN_3240425	116.041	0.174026
ILMN_3233716	103.5865	0.4831169
ILMN_3215627	181.9197	0.007792208
ILMN_3283904	100.2352	0.6584415
ILMN_3207387	94.49948	0.8896104
ILMN_1656318	95.50925	0.8506494
ILMN_3219380	108.763	0.3116883
ILMN_3234496	110.2433	0.274026
ILMN_1733757	767.9042	0
ILMN_1708905	142.3126	0.03896104
ILMN_1673969	112.052	0.2324675
ILMN_2183424	110.6592	0.2662338
ILMN_1793440	117.9621	0.1467533
ILMN_1748823	102.1958	0.5519481
ILMN_1772903	137.5658	0.04805195
ILMN_1711711	98.73765	0.7337663
ILMN_1714882	116.5905	0.1649351
ILMN_1685943	145.5962	0.03636364
ILMN_1652628	117.52	0.151948
ILMN_1674782	102.3369	0.5454546
ILMN_1794162	127.9328	0.07402597
ILMN_1685279	122.1373	0.1077922
ILMN_3241309	117.1147	0.1584416
ILMN_1805348	99.37869	0.7064935
ILMN_3243554	98.70819	0.7350649
ILMN_1786771	107.0868	0.361039
ILMN_1679150	101.4596	0.5961039
ILMN_1776685	164.996	0.01428571
ILMN_1762189	136.8956	0.04805195
ILMN_1751389	101.9516	0.5701299
ILMN_1715600	113.8338	0.1935065
ILMN_3290380	175.3192	0.009090909
ILMN_1662123	137.0015	0.04805195
ILMN_1768576	106.2485	0.3844156
ILMN_3208980	122.5304	0.1
ILMN_3289489	135.482	0.05194805
ILMN_1661648	109.2044	0.2974026
ILMN_1673273	110.5297	0.2675325
ILMN_1723908	96.59634	0.8012987
ILMN_1747366	105.7751	0.3974026
ILMN_1677402	137.4516	0.04805195
ILMN_1667995	109.8391	0.2805195
ILMN_3289793	96.74035	0.7974026
ILMN_3206792	96.45485	0.8064935
ILMN_1721430	104.681	0.4363636
ILMN_3200322	215.3358	0.005194805
ILMN_1652946	121.4029	0.1090909
ILMN_1784665	98.88144	0.7298701
ILMN_1690844	1102.766	0
ILMN_3233442	258.4608	0
ILMN_3214087	145.3592	0.03636364
ILMN_1768162	107.6111	0.3415585
ILMN_1674983	555.6385	0
ILMN_1660376	6625.719	0
ILMN_1672121	98.33755	0.7519481
ILMN_1779428	141.1036	0.04285714
ILMN_1656617	104.0393	0.4610389
ILMN_1710885	1809.729	0
ILMN_1687928	105.0319	0.4246753
ILMN_1748891	114.9823	0.1844156
ILMN_3219443	102.1846	0.5519481
ILMN_1716382	196.1379	0.005194805
ILMN_1663991	113.6377	0.1974026
ILMN_1683426	102.8564	0.5233766
ILMN_1672049	108.0867	0.3298701
ILMN_3201419	104.7941	0.4324675
ILMN_3290681	101.8438	0.5753247
ILMN_1813259	112.7871	0.2194805
ILMN_3279277	5482.915	0
ILMN_1771483	97.24851	0.7844156
ILMN_1779852	102.9608	0.5168831
ILMN_1778211	99.80076	0.6883117
ILMN_1710111	110.0689	0.2766234
ILMN_1815932	143.5246	0.03896104
ILMN_1710222	102.1693	0.5532467
ILMN_1656218	131.6555	0.05974026
ILMN_3206132	308.1499	0
ILMN_3238120	116.8572	0.1636364
ILMN_1746683	108.894	0.3038961
ILMN_1781762	100.6769	0.6324675
ILMN_1669777	105.1894	0.4194805
ILMN_1804766	104.0723	0.4597403
ILMN_1775470	108.4637	0.3207792
ILMN_1734149	111.0047	0.261039
ILMN_3246242	100.9016	0.6207792
ILMN_1683555	107.6522	0.3415585
ILMN_1790727	97.86616	0.7649351
ILMN_1656981	90.96958	0.9597403
ILMN_1721984	148.3398	0.02987013
ILMN_1672108	110.9563	0.2623377
ILMN_1669180	98.48314	0.7480519
ILMN_1755506	108.4798	0.3207792
ILMN_1660358	98.72802	0.7337663
ILMN_1720477	106.1862	0.3844156
ILMN_1738217	115.3675	0.1792208
ILMN_1702809	103.0375	0.5116883
ILMN_1702341	105.5549	0.4090909
ILMN_1811715	113.3904	0.2012987
ILMN_1704135	97.3301	0.7831169
ILMN_3235383	111.5181	0.2480519
ILMN_1759287	106.3981	0.3805195
ILMN_1764967	107.9904	0.3311688
ILMN_1676091	202.7054	0.005194805
ILMN_1670866	115.5105	0.1779221
ILMN_3240698	103.7383	0.4792208
ILMN_1741188	118.835	0.1350649
ILMN_1653801	105.438	0.4142857
ILMN_1729660	106.6365	0.3727273
ILMN_1799031	117.9909	0.1467533
ILMN_1804278	107.0897	0.361039
ILMN_1794987	104.4045	0.4454545
ILMN_1733466	106.2482	0.3844156
ILMN_3279675	775.6838	0
ILMN_1777286	117.0964	0.1584416
ILMN_1814256	108.3442	0.3233766
ILMN_1678312	157.4328	0.02077922
ILMN_3290417	95.18938	0.8623376
ILMN_3213244	95.59458	0.8467532
ILMN_3236535	95.38172	0.8571429
ILMN_1719851	162.226	0.01688312
ILMN_3237428	118.3286	0.1402597
ILMN_1805654	112.4648	0.2220779
ILMN_1682873	6116.36	0
ILMN_1719340	101.5667	0.5896104
ILMN_1709221	125.8043	0.08051948
ILMN_1704987	102.9067	0.5194805
ILMN_2057408	156.8583	0.02077922
ILMN_1707433	108.7537	0.3116883
ILMN_2057409	102.5243	0.5376623
ILMN_3294277	106.4636	0.3779221
ILMN_1667114	111.5311	0.2480519
ILMN_2050112	4630.718	0
ILMN_1697121	98.32815	0.7519481
ILMN_1656292	940.4261	0
ILMN_3217473	102.4068	0.5441558
ILMN_3282917	94.77864	0.8831169
ILMN_3207020	3299.844	0
ILMN_3285611	229.8985	0.002597403
ILMN_1783835	107.6463	0.3415585
ILMN_1748827	163.045	0.01558442
ILMN_1671114	113.0085	0.2181818
ILMN_3205603	124.9001	0.08571429
ILMN_3294156	98.4298	0.7519481
ILMN_1652098	119.1396	0.1324675
ILMN_1749834	139.8667	0.04285714
ILMN_1677262	1502.683	0
ILMN_1799043	106.0061	0.3896104
ILMN_1777905	142.8043	0.03896104
ILMN_1659550	2175.188	0
ILMN_1772646	188.3507	0.007792208
ILMN_2199554	125.2211	0.08571429
ILMN_3198247	779.6935	0
ILMN_3289257	106.2011	0.3844156
ILMN_1754990	9715.214	0
ILMN_1783690	104.4207	0.4454545
ILMN_1753766	104.5152	0.4428571
ILMN_1671573	127.728	0.07532468
ILMN_1659737	106.3355	0.3818182
ILMN_1803953	294.7251	0
ILMN_3201134	102.2202	0.5493507
ILMN_3287646	102.6358	0.5298702
ILMN_3235326	153.2165	0.02337662
ILMN_1688661	94.27979	0.9012987
ILMN_1729831	145.4642	0.03636364
ILMN_3200242	104.556	0.4415585
