PROBE_ID	7677153062_L.VALUE	7677153062_L.Detection Pval
ILMN_1663349	83.4766	0.7051948
ILMN_2199298	86.17177	0.5142857
ILMN_1683905	87.34834	0.4532467
ILMN_1808202	3230.016	0
ILMN_1657148	235.9742	0.002597403
ILMN_1678052	129.2387	0.04025974
ILMN_1655225	161.7009	0.01948052
ILMN_1780504	79.80208	0.9103896
ILMN_2408796	105.0597	0.0987013
ILMN_1813374	112.0995	0.06883117
ILMN_2262462	169.9155	0.01428571
ILMN_2350421	109.548	0.07922078
ILMN_3187980	84.67432	0.6064935
ILMN_1730818	158.1646	0.02077922
ILMN_1782782	102.2435	0.1142857
ILMN_2233279	10544.34	0
ILMN_1717793	92.77325	0.2493507
ILMN_1773163	89.18468	0.374026
ILMN_1674926	129.413	0.04025974
ILMN_1734346	91.47002	0.2935065
ILMN_2400546	97.73209	0.1649351
ILMN_1788337	83.09622	0.7337663
ILMN_3240538	101.9615	0.1142857
ILMN_1707943	98.72961	0.1532468
ILMN_1730945	243.3094	0.002597403
ILMN_2173891	242.2799	0.002597403
ILMN_1684854	78.23924	0.9662338
ILMN_1694759	121.0263	0.05194805
ILMN_1784299	664.5612	0
ILMN_3251733	587.0355	0
ILMN_1801572	116.5819	0.05844156
ILMN_1755335	86.6542	0.4844156
ILMN_1801697	100.0807	0.1350649
ILMN_1735608	186.8433	0.009090909
ILMN_1681124	103.8344	0.1012987
ILMN_2383484	94.58169	0.2168831
ILMN_1759184	117.6372	0.05454545
ILMN_1790951	363.862	0
ILMN_1772074	111.9558	0.06883117
ILMN_1726181	100.6128	0.1298701
ILMN_1671374	411.3154	0
ILMN_1729546	148.4832	0.02597403
ILMN_2195397	81.11217	0.8545455
ILMN_1757914	552.6604	0
ILMN_1714419	80.09345	0.9038961
ILMN_1682339	112.0033	0.06883117
ILMN_1762713	393.2972	0
ILMN_1762439	195.3998	0.005194805
ILMN_1703288	350.3262	0
ILMN_2326282	270.7219	0.001298701
ILMN_3268564	259.3226	0.002597403
ILMN_3188110	375.6464	0
ILMN_1737005	102.3453	0.112987
ILMN_2396813	145.7823	0.02727273
ILMN_1806937	315.7154	0
ILMN_1721583	90.3605	0.3181818
ILMN_1786707	117.3824	0.05584415
ILMN_3253728	86.76707	0.4766234
ILMN_1750400	185.9648	0.01168831
ILMN_1662187	85.30221	0.5662338
ILMN_3247438	89.63509	0.3519481
ILMN_1765684	408.6121	0
ILMN_3242508	83.29099	0.7233766
ILMN_1721628	87.93568	0.4233766
ILMN_1699309	84.35786	0.6233766
ILMN_1762330	88.09178	0.4155844
ILMN_2394613	88.66656	0.3948052
ILMN_1662578	108.2624	0.08961039
ILMN_1753903	87.18011	0.4597403
ILMN_2401730	166.2934	0.01558442
ILMN_1751234	224.7753	0.003896104
ILMN_1760955	90.39158	0.3181818
ILMN_1792088	153.5907	0.02207792
ILMN_1658206	79.3041	0.9272727
ILMN_2385662	84.39137	0.6207792
ILMN_1756811	101.9637	0.1142857
ILMN_1725906	104.233	0.0987013
ILMN_2114185	86.60378	0.4857143
ILMN_1714222	85.38629	0.561039
ILMN_1713952	92.4781	0.2571429
ILMN_2089656	108.1473	0.08961039
ILMN_1746677	87.11845	0.4623377
ILMN_1782991	91.25064	0.2987013
ILMN_2077886	107.9224	0.08961039
ILMN_1656088	80.66155	0.8831169
ILMN_1710993	152.7196	0.02467532
ILMN_1727540	115.6971	0.06363636
ILMN_1789140	79.61909	0.912987
ILMN_1777963	81.24267	0.8454546
ILMN_1674817	99.18905	0.1506494
ILMN_2073446	330.2301	0
ILMN_1706483	104.8706	0.0987013
ILMN_1676725	80.33174	0.8948052
ILMN_1679816	93.45677	0.2376623
ILMN_2354696	92.29144	0.2649351
ILMN_1723567	102.1506	0.1142857
ILMN_1755835	86.27616	0.5038961
ILMN_1786273	262.4958	0.001298701
ILMN_2082130	211.2855	0.003896104
ILMN_1655485	120.425	0.05194805
ILMN_2371470	96.61848	0.1779221
ILMN_1759464	98.73209	0.1532468
ILMN_1684246	104.7555	0.0987013
ILMN_1767230	86.50369	0.4883117
ILMN_1691441	86.71663	0.4766234
ILMN_1744089	86.07907	0.5181818
ILMN_1784207	399.4744	0
ILMN_1677974	82.31293	0.7883117
ILMN_3246014	88.76994	0.387013
ILMN_1805474	196.4969	0.005194805
ILMN_1747531	84.10307	0.6571429
ILMN_3241665	88.0657	0.4155844
ILMN_1787280	110.0081	0.07922078
ILMN_1723256	134.2243	0.03766234
ILMN_1705904	90.70171	0.3090909
ILMN_1726023	85.64819	0.5428572
ILMN_1806635	119.0502	0.05324675
ILMN_2137404	84.49961	0.6155844
ILMN_1684186	77.14491	0.9857143
ILMN_1707503	294.083	0
ILMN_1699205	86.8668	0.4727273
ILMN_2083742	87.69662	0.4350649
ILMN_1784827	81.12664	0.8545455
ILMN_2076940	105.234	0.09740259
ILMN_1762204	82.27639	0.7922078
ILMN_2064311	110.3393	0.07792208
ILMN_1657860	120.4892	0.05194805
ILMN_1815307	88.49326	0.4012987
ILMN_1676016	94.89067	0.2142857
ILMN_2387496	87.89687	0.425974
ILMN_2121189	83.39303	0.7168831
ILMN_1734915	102.8583	0.1064935
ILMN_1809448	92.21446	0.2675325
ILMN_1733298	81.78181	0.8181818
ILMN_1672811	108.5112	0.08571429
ILMN_1772790	83.85167	0.6766234
ILMN_1754894	2070.236	0
ILMN_1757415	88.94221	0.3831169
ILMN_1675024	85.92256	0.5285714
ILMN_1675055	120.4319	0.05194805
ILMN_1701101	84.516	0.6142857
ILMN_1761999	85.19391	0.5714286
ILMN_1784186	82.64682	0.761039
ILMN_1765430	85.14296	0.5779221
ILMN_1676322	119.7771	0.05324675
ILMN_1751569	110.3795	0.07792208
ILMN_3236244	226.7426	0.003896104
ILMN_1792551	86.45618	0.4909091
ILMN_1777437	86.78469	0.4753247
ILMN_1704674	86.6353	0.4844156
ILMN_1806963	94.20437	0.2233766
ILMN_1797301	96.46196	0.1831169
ILMN_2284113	89.76849	0.3454545
ILMN_2388955	99.53402	0.1493506
ILMN_1708393	105.8931	0.0961039
ILMN_1690209	90.99784	0.3038961
ILMN_1669123	95.04396	0.212987
ILMN_2047460	82.32601	0.787013
ILMN_1789058	84.81704	0.5935065
ILMN_1790713	88.99886	0.3831169
ILMN_1734486	160.403	0.01948052
ILMN_1742738	90.2584	0.3207792
ILMN_1691299	87.98934	0.4207792
ILMN_1652963	82.4863	0.7753247
ILMN_3251643	99.94151	0.1402597
ILMN_1657683	144.2009	0.02727273
ILMN_1703119	137.8523	0.03246753
ILMN_2157091	86.63519	0.4844156
ILMN_2187071	87.56691	0.438961
ILMN_3256801	90.94542	0.3051948
ILMN_3244105	86.96038	0.4701299
ILMN_1797735	117.1467	0.05844156
ILMN_1670064	118.0039	0.05454545
ILMN_2196232	113.5373	0.06363636
ILMN_1693226	115.3935	0.06363636
ILMN_1705419	89.01777	0.3831169
ILMN_1719831	82.8772	0.7532467
ILMN_1708714	84.22225	0.6337662
ILMN_3307252	91.28329	0.2974026
ILMN_1659975	132.1211	0.03896104
ILMN_1789436	168.2189	0.01558442
ILMN_1705677	88.41049	0.4025974
ILMN_1749317	118.3139	0.05324675
ILMN_1681732	119.2916	0.05324675
ILMN_1720561	84.19749	0.6402597
ILMN_1723568	93.26905	0.2376623
ILMN_1666825	110.8849	0.07532468
ILMN_1667966	1721.606	0
ILMN_2193498	92.17951	0.2675325
ILMN_1665300	156.4381	0.02207792
ILMN_1692834	103.7207	0.1012987
ILMN_1704222	87.5891	0.438961
ILMN_1681741	92.66469	0.2519481
ILMN_1790202	128.3287	0.04285714
ILMN_1735143	227.2562	0.003896104
ILMN_1681340	187.8042	0.007792208
ILMN_1729509	430.3786	0
ILMN_1660602	126.9476	0.04415584
ILMN_1722788	92.95792	0.2467532
ILMN_1801941	190.9647	0.005194805
ILMN_1793543	93.83795	0.2311688
ILMN_1742611	189.3548	0.006493506
ILMN_1661595	95.01745	0.212987
ILMN_1702231	169.119	0.01428571
ILMN_1748291	204.4962	0.005194805
ILMN_1780268	150.8161	0.02597403
ILMN_1657446	155.2083	0.02207792
ILMN_1654864	92.82713	0.2480519
ILMN_1682428	296.6224	0
ILMN_1759652	85.18285	0.5714286
ILMN_1695005	89.26727	0.3688312
ILMN_1749915	573.1766	0
ILMN_1760556	380.7542	0
ILMN_2066088	87.82156	0.4285714
ILMN_1798914	82.77328	0.7571428
ILMN_1706413	127.6685	0.04285714
ILMN_3248515	98.16721	0.1597403
ILMN_1657144	96.70288	0.1766234
ILMN_1748257	82.33622	0.7857143
ILMN_1670263	262.7354	0.001298701
ILMN_1786470	84.50951	0.6142857
ILMN_1730729	88.31056	0.4064935
ILMN_1736234	232.3365	0.002597403
ILMN_3263575	91.80362	0.2805195
ILMN_1673544	155.9824	0.02207792
ILMN_1719398	82.42594	0.7792208
ILMN_1657913	93.90298	0.2311688
ILMN_1716517	113.0587	0.06493507
ILMN_2250853	119.2853	0.05324675
ILMN_1698243	276.3606	0.001298701
ILMN_2097790	174.7471	0.01168831
ILMN_1726989	116.0694	0.05974026
ILMN_1669805	93.23267	0.2376623
ILMN_2097943	96.70272	0.1766234
ILMN_1761278	86.9921	0.4675325
ILMN_2064237	93.2531	0.2376623
ILMN_1683990	101.1772	0.1220779
ILMN_2253272	79.00098	0.9441559
ILMN_1791524	85.49308	0.5532467
ILMN_1742324	96.62012	0.1779221
ILMN_1673752	148.7899	0.02597403
ILMN_2190266	85.92086	0.5285714
ILMN_1681923	271.1256	0.001298701
ILMN_3243682	99.5132	0.1493506
ILMN_1793263	97.29449	0.1753247
ILMN_1664592	93.64962	0.2337662
ILMN_1699217	96.09543	0.1935065
ILMN_2047354	104.6124	0.0987013
ILMN_1808769	102.8722	0.1064935
ILMN_2138631	85.84751	0.5324675
ILMN_1733658	91.19396	0.3
ILMN_1737918	89.88361	0.338961
ILMN_1796409	89.91241	0.3376623
ILMN_1668996	312.8547	0
ILMN_1785902	124.4323	0.04675325
ILMN_1716957	141.5072	0.02987013
ILMN_1756236	169.3063	0.01428571
ILMN_1776576	78.34046	0.9649351
ILMN_2050970	84.93862	0.587013
ILMN_1808117	93.30641	0.2376623
ILMN_1701459	90.23314	0.3207792
ILMN_2380237	91.20864	0.3
ILMN_1694608	174.0907	0.01168831
ILMN_1813307	88.08749	0.4155844
ILMN_1804604	90.45563	0.3155844
ILMN_1768925	82.86039	0.7532467
ILMN_2195462	94.62473	0.2168831
ILMN_1744487	81.37543	0.8415585
ILMN_1689102	114.0825	0.06363636
ILMN_1729288	118.7226	0.05324675
ILMN_2361181	102.937	0.1064935
ILMN_1662935	83.95895	0.6701299
ILMN_1695740	87.43369	0.4506494
ILMN_1684558	88.65195	0.3948052
ILMN_1713038	90.89487	0.3051948
ILMN_2155312	82.9386	0.7467533
ILMN_1658480	83.27142	0.7233766
ILMN_1656242	86.12008	0.5168831
ILMN_1764109	94.95349	0.2142857
ILMN_1677198	86.93626	0.4701299
ILMN_1683687	83.12582	0.7324675
ILMN_1733288	215.2811	0.003896104
ILMN_1677603	83.91443	0.6727273
ILMN_1781626	95.16769	0.2103896
ILMN_1710740	166.6378	0.01558442
ILMN_2082209	155.8707	0.02207792
ILMN_1713561	97.99447	0.1597403
ILMN_2198270	122.5192	0.05064935
ILMN_1744235	95.35928	0.2051948
ILMN_1714667	90.90133	0.3051948
ILMN_2148497	195.0757	0.005194805
ILMN_1708016	172.8658	0.01298701
ILMN_1755909	355.6729	0
ILMN_2049727	971.8334	0
ILMN_1652219	88.92331	0.3831169
ILMN_1733904	97.36961	0.174026
ILMN_1693004	140.5975	0.03116883
ILMN_1727920	80.95653	0.8597403
ILMN_1687073	88.27193	0.4077922
ILMN_1807067	83.66646	0.6909091
ILMN_1664242	282.6245	0.001298701
ILMN_1677441	84.76371	0.6
ILMN_1662640	93.87074	0.2311688
ILMN_2363127	85.43447	0.5584416
ILMN_1809767	94.64246	0.2168831
ILMN_1780356	116.7274	0.05844156
ILMN_1698298	98.09542	0.1597403
ILMN_1733531	90.97588	0.3038961
ILMN_1805483	94.41393	0.2194805
ILMN_2092903	108.0442	0.08961039
ILMN_1688258	83.25439	0.7246753
ILMN_1682863	83.42565	0.7168831
ILMN_1653103	96.8506	0.1766234
ILMN_1748206	89.67171	0.3480519
ILMN_1785476	89.01067	0.3831169
ILMN_1789950	81.35201	0.8415585
ILMN_1768979	75.79173	0.9922078
ILMN_1791248	337.7561	0
ILMN_1718712	245.557	0.002597403
ILMN_2293451	83.04711	0.7363636
ILMN_1750365	114.4268	0.06363636
ILMN_1703839	88.83739	0.3844156
ILMN_2044027	155.2971	0.02207792
ILMN_1672066	90.82184	0.3077922
ILMN_1673005	91.66419	0.2831169
ILMN_1665723	81.15553	0.8532467
ILMN_1689585	97.26839	0.1753247
ILMN_1780172	82.80047	0.7571428
ILMN_1793002	111.8075	0.07142857
ILMN_1691228	117.2776	0.05714286
ILMN_3233010	88.15602	0.4103896
ILMN_3188984	1601.813	0
ILMN_1790136	225.7866	0.003896104
ILMN_1791967	95.26704	0.2090909
ILMN_1780283	81.75648	0.8207792
ILMN_3245122	89.75117	0.3454545
ILMN_2387599	2722.939	0
ILMN_1679195	2215.698	0
ILMN_2283388	1172.609	0
ILMN_1684629	107.4818	0.09090909
ILMN_1697363	227.7031	0.003896104
ILMN_1785644	116.5754	0.05844156
ILMN_1674394	501.6623	0
ILMN_2404539	528.4562	0
ILMN_1806312	621.4367	0
ILMN_1691697	81.70072	0.8233766
ILMN_1721225	161.7524	0.01948052
ILMN_1771815	1413.993	0
ILMN_1728168	179.1308	0.01168831
ILMN_1751228	81.96733	0.8064935
ILMN_1680665	80.75092	0.874026
ILMN_1801633	696.7158	0
ILMN_1740923	167.4237	0.01558442
ILMN_1782095	530.4069	0
ILMN_3196687	94.34311	0.2207792
ILMN_3273154	88.23676	0.4090909
ILMN_1779974	184.7536	0.01168831
ILMN_3253382	81.76766	0.8194805
ILMN_1718501	82.20863	0.7948052
ILMN_2262543	83.20023	0.7285714
ILMN_1813344	152.979	0.02467532
ILMN_2350607	114.4871	0.06363636
ILMN_1762670	101.549	0.1181818
ILMN_2260933	78.31915	0.9649351
ILMN_1752744	89.56884	0.3558442
ILMN_2347534	90.75814	0.3077922
ILMN_2176251	228.0363	0.003896104
ILMN_1764885	89.10224	0.3805195
ILMN_1765400	83.51659	0.7038961
ILMN_1739198	82.85027	0.7545455
ILMN_1661618	86.52554	0.4883117
ILMN_1751045	94.09115	0.2246753
ILMN_1697431	98.61903	0.1545455
ILMN_1775686	87.47664	0.4493507
ILMN_1715625	107.0886	0.09350649
ILMN_1677137	114.805	0.06363636
ILMN_1808633	125.7545	0.04415584
ILMN_1667790	78.63871	0.9558442
ILMN_1735189	87.27571	0.4571429
ILMN_1728403	132.028	0.03896104
ILMN_1697872	91.1194	0.3
ILMN_1749424	102.2016	0.1142857
ILMN_1721459	97.3344	0.1753247
ILMN_1764503	115.2156	0.06363636
ILMN_1724608	97.34666	0.174026
ILMN_3177348	90.10287	0.325974
ILMN_3263501	80.72657	0.8779221
ILMN_1663893	335.9365	0
ILMN_2174711	92.12582	0.2701299
ILMN_3243121	75.08489	0.9948052
ILMN_3235163	79.90827	0.9103896
ILMN_3178461	83.18655	0.7285714
ILMN_3254928	102.2473	0.1142857
ILMN_1758806	152.4796	0.02467532
ILMN_1661954	84.13796	0.6506494
ILMN_2211724	3011.215	0
ILMN_1699901	116.1218	0.05974026
ILMN_3178967	113.1177	0.06493507
ILMN_1682812	134.2575	0.03766234
ILMN_1737588	331.6332	0
ILMN_2386205	113.574	0.06363636
ILMN_1690703	89.18708	0.374026
ILMN_1702226	104.5287	0.0987013
ILMN_2283814	88.65675	0.3948052
ILMN_1675632	85.35096	0.5623376
ILMN_1722407	148.6722	0.02597403
ILMN_2267383	83.88983	0.674026
ILMN_1653577	84.82134	0.5935065
ILMN_1762061	87.1705	0.4597403
ILMN_1668442	85.44269	0.5584416
ILMN_1712386	93.51236	0.2350649
ILMN_2171183	86.40874	0.4922078
ILMN_3307211	95.98975	0.1935065
ILMN_1684866	84.81329	0.5935065
ILMN_2356311	124.1871	0.04675325
ILMN_2266005	104.3292	0.0987013
ILMN_1777221	108.5722	0.08571429
ILMN_3249045	111.2766	0.07402597
ILMN_1814204	5548.413	0
ILMN_1716838	92.2229	0.2675325
ILMN_2411127	110.9645	0.07532468
ILMN_1656297	93.63138	0.2337662
ILMN_1795836	135.3457	0.03636364
ILMN_1765328	85.64263	0.5428572
ILMN_2310295	91.07553	0.3025974
ILMN_2310296	108.4459	0.08571429
ILMN_1763401	106.8367	0.0948052
ILMN_1769471	85.88309	0.5298702
ILMN_3307877	746.2407	0
ILMN_1764329	99.95927	0.1402597
ILMN_1667230	84.67477	0.6064935
ILMN_1776147	141.0591	0.03116883
ILMN_1814369	81.13681	0.8532467
ILMN_1695959	105.2036	0.09740259
ILMN_1682896	93.99595	0.2298701
ILMN_2331197	125.9876	0.04415584
ILMN_2251978	222.4062	0.003896104
ILMN_1712936	134.93	0.03636364
ILMN_1808602	99.507	0.1493506
ILMN_1772575	116.5956	0.05844156
ILMN_1699071	523.5941	0
ILMN_2104929	88.65517	0.3948052
ILMN_2104924	96.55093	0.1792208
ILMN_1655201	81.64349	0.8233766
ILMN_3246107	83.01686	0.738961
ILMN_1716149	93.89761	0.2311688
ILMN_1807686	178.315	0.01168831
ILMN_1767805	79.24088	0.9298701
ILMN_1793572	94.37298	0.2194805
ILMN_1724299	88.6718	0.3948052
ILMN_1694182	83.80042	0.6805195
ILMN_1780406	106.3707	0.0961039
ILMN_1683036	91.29472	0.2974026
ILMN_2202320	85.06069	0.5831169
ILMN_1716682	84.36826	0.6233766
ILMN_3263072	91.21847	0.3
ILMN_1666773	84.73982	0.6025974
ILMN_2110496	107.193	0.09220779
ILMN_1698166	108.0901	0.08961039
ILMN_1752312	124.0687	0.04675325
ILMN_1767601	146.7466	0.02727273
ILMN_3260501	92.75871	0.2506494
ILMN_3184041	151.1548	0.02597403
ILMN_3235840	76.9207	0.9883117
ILMN_1764410	447.1998	0
ILMN_1802771	100.4	0.1324675
ILMN_1721338	84.54601	0.612987
ILMN_3249095	84.75739	0.6
ILMN_1789405	230.6079	0.003896104
ILMN_1673743	86.37386	0.4948052
ILMN_3196690	100.4291	0.1324675
ILMN_1795991	158.7337	0.01948052
ILMN_1759595	133.2011	0.03896104
ILMN_3307887	388.1909	0
ILMN_1741295	178.6469	0.01168831
ILMN_1757114	83.5312	0.7012987
ILMN_1706859	128.5927	0.04155844
ILMN_1663417	86.84476	0.474026
ILMN_1717371	92.69201	0.2506494
ILMN_1737255	89.52551	0.3597403
ILMN_3265879	107.0799	0.09350649
ILMN_1804884	98.99889	0.1532468
ILMN_2325112	108.2439	0.08961039
ILMN_1660379	121.2986	0.05194805
ILMN_1711067	94.23112	0.2233766
ILMN_1766178	101.0038	0.1220779
ILMN_1697957	82.62311	0.7649351
ILMN_1759195	102.3325	0.112987
ILMN_1757347	121.0709	0.05194805
ILMN_2384513	92.75678	0.2506494
ILMN_1652512	116.9906	0.05844156
ILMN_1778132	102.3333	0.112987
ILMN_1691757	134.6278	0.03636364
ILMN_1769925	83.87176	0.6753247
ILMN_3248551	86.90347	0.4701299
ILMN_3236321	96.28108	0.1909091
ILMN_3248176	88.32942	0.4064935
ILMN_3240717	92.33183	0.2623377
ILMN_1732404	93.2401	0.2376623
ILMN_1780840	137.6576	0.03246753
ILMN_1812688	198.1467	0.005194805
ILMN_1738410	96.21657	0.1909091
ILMN_1740308	88.04018	0.4181818
ILMN_2073520	98.00091	0.1597403
ILMN_1795419	232.0978	0.002597403
ILMN_1810759	621.3698	0
ILMN_2090558	659.5718	0
ILMN_1684726	89.68423	0.3480519
ILMN_1781774	86.64439	0.4844156
ILMN_2089316	84.82957	0.5935065
ILMN_1774584	638.9337	0
ILMN_2386016	487.2375	0
ILMN_1708906	451.0087	0
ILMN_1699724	82.62371	0.7649351
ILMN_1724376	200.1718	0.005194805
ILMN_2182148	90.59357	0.312987
ILMN_1738099	205.3635	0.005194805
ILMN_1804597	103.2799	0.1038961
ILMN_1687445	83.41232	0.7168831
ILMN_1676822	90.63598	0.3103896
ILMN_1661594	143.4668	0.02727273
ILMN_1660275	91.7182	0.2805195
ILMN_1730631	119.0802	0.05324675
ILMN_1795007	135.7472	0.03636364
ILMN_1720833	81.54585	0.8285714
ILMN_1701131	108.8538	0.08441558
ILMN_1768071	82.78169	0.7571428
ILMN_3307882	106.5142	0.0961039
ILMN_1774219	91.79699	0.2805195
ILMN_1760352	79.95154	0.9103896
ILMN_2195099	83.08163	0.7337663
ILMN_1720274	92.36349	0.2623377
ILMN_1665471	103.9429	0.1012987
ILMN_3243366	102.8292	0.1064935
ILMN_1722186	152.1662	0.02467532
ILMN_1787370	94.21803	0.2233766
ILMN_1768007	170.0574	0.01428571
ILMN_3307139	86.25726	0.5038961
ILMN_1769112	89.12265	0.3779221
ILMN_1785955	85.69125	0.5402597
ILMN_1790070	84.6396	0.6077922
ILMN_1776122	144.2832	0.02727273
ILMN_1805148	93.52323	0.2350649
ILMN_1683065	243.5015	0.002597403
ILMN_1797972	119.4593	0.05324675
ILMN_1655269	146.1108	0.02727273
ILMN_1777214	89.13299	0.3766234
ILMN_3251616	89.29821	0.3662338
ILMN_3247681	133.4505	0.03766234
ILMN_3236377	2092.365	0
ILMN_2229940	97.72039	0.1649351
ILMN_3247753	87.47717	0.4493507
ILMN_3246494	107.5442	0.09090909
ILMN_1701186	87.2043	0.4597403
ILMN_1797577	80.85923	0.8662338
ILMN_1726729	125.3902	0.04415584
ILMN_1655365	80.43379	0.8935065
ILMN_2280542	112.5411	0.06623377
ILMN_1692707	114.2136	0.06363636
ILMN_3240957	83.55408	0.6974026
ILMN_1774265	92.79663	0.2493507
ILMN_2174948	82.84941	0.7545455
ILMN_1717010	86.46688	0.4909091
ILMN_2360929	86.60432	0.4857143
ILMN_2279484	84.58426	0.6116883
ILMN_3235176	213.9255	0.003896104
ILMN_3242679	81.32928	0.8415585
ILMN_1762260	84.05392	0.6649351
ILMN_1662523	82.59764	0.7662337
ILMN_1787529	115.2263	0.06363636
ILMN_2193175	95.66874	0.2
ILMN_1764500	261.5404	0.002597403
ILMN_1761882	78.61348	0.9558442
ILMN_2224486	105.6702	0.09740259
ILMN_1676749	81.22588	0.8454546
ILMN_3194118	82.27932	0.7922078
ILMN_1689607	81.76266	0.8194805
ILMN_1688372	88.90607	0.3831169
ILMN_2331658	104.2355	0.0987013
ILMN_1728581	92.29346	0.2649351
ILMN_1750144	298.342	0
ILMN_1684188	181.3489	0.01168831
ILMN_1671116	129.4161	0.04025974
ILMN_1653228	157.732	0.02077922
ILMN_1671387	95.07927	0.212987
ILMN_2246105	82.94996	0.7467533
ILMN_1771393	103.4192	0.1012987
ILMN_1754423	98.59769	0.1545455
ILMN_2071028	82.14109	0.7987013
ILMN_1721564	85.84687	0.5324675
ILMN_1795514	85.32884	0.5649351
ILMN_1705753	99.57858	0.1480519
ILMN_2215545	115.8396	0.06103896
ILMN_1682787	83.89171	0.674026
ILMN_2041463	83.54446	0.6987013
ILMN_1742009	89.58397	0.3545454
ILMN_1793724	160.6605	0.01948052
ILMN_1666731	81.01981	0.8597403
ILMN_1713935	92.1395	0.2701299
ILMN_1665217	155.5974	0.02207792
ILMN_2288483	2450.787	0
ILMN_1687391	310.0466	0
ILMN_1695754	104.6637	0.0987013
ILMN_1746303	76.73148	0.9896104
ILMN_1673485	78.83825	0.9506493
ILMN_1795936	205.5602	0.005194805
ILMN_1815682	178.2996	0.01168831
ILMN_1696597	80.74133	0.8753247
ILMN_1697742	121.0199	0.05194805
ILMN_2078264	203.5836	0.005194805
ILMN_1792415	262.6521	0.001298701
ILMN_1658398	97.76266	0.1636364
ILMN_1723254	101.0368	0.1220779
ILMN_2124236	86.83415	0.474026
ILMN_3247334	99.92886	0.1402597
ILMN_1775136	78.36745	0.9649351
ILMN_1672863	97.81863	0.1597403
ILMN_1664383	83.9823	0.6688312
ILMN_3306963	83.68117	0.6896104
ILMN_1768120	92.27663	0.2649351
ILMN_3267665	87.81274	0.4285714
ILMN_3238618	109.2891	0.08311688
ILMN_3242335	82.98769	0.7402598
ILMN_2184612	87.41662	0.4506494
ILMN_1690454	143.7592	0.02727273
ILMN_1661160	91.02952	0.3038961
ILMN_1794112	142.1008	0.02857143
ILMN_1757639	84.83018	0.5935065
ILMN_1658649	93.16819	0.2402597
ILMN_1797372	132.358	0.03896104
ILMN_1700967	100.8606	0.1246753
ILMN_1672336	101.7537	0.1142857
ILMN_1691557	90.41984	0.3155844
ILMN_1679339	167.5069	0.01558442
ILMN_1661409	584.0001	0
ILMN_2136455	99.11079	0.151948
ILMN_1687084	112.2108	0.06883117
ILMN_1747573	90.04226	0.3311688
ILMN_2224333	83.02792	0.7376623
ILMN_1697761	117.6176	0.05454545
ILMN_1660519	84.66953	0.6064935
ILMN_2135339	85.43876	0.5584416
ILMN_3241670	103.5439	0.1012987
ILMN_1694470	101.008	0.1220779
ILMN_3240168	87.52486	0.4454545
ILMN_3241169	123.8676	0.04675325
ILMN_1708382	121.5659	0.05194805
ILMN_1724990	97.25842	0.1753247
ILMN_2179533	87.74303	0.4311688
ILMN_1813695	94.57268	0.2168831
ILMN_1810752	97.51421	0.1714286
ILMN_2347789	83.56473	0.6961039
ILMN_1694588	89.4146	0.3636364
ILMN_3247844	91.07397	0.3025974
ILMN_1755519	85.64713	0.5428572
ILMN_1704692	87.87666	0.4285714
ILMN_1665066	230.1759	0.003896104
ILMN_2160124	110.4575	0.07792208
ILMN_2207562	104.6977	0.0987013
ILMN_2207561	88.99004	0.3831169
ILMN_1805730	94.19517	0.2233766
ILMN_1672124	184.4779	0.01168831
ILMN_1761941	241.9937	0.002597403
ILMN_1802019	83.07858	0.7337663
ILMN_1795838	88.5405	0.4
ILMN_1754017	81.57072	0.8246753
ILMN_1665714	91.09087	0.3012987
ILMN_1798129	98.1525	0.1597403
ILMN_1704637	91.32503	0.2948052
ILMN_1794239	80.59452	0.8857143
ILMN_1698677	118.3627	0.05324675
ILMN_2205695	83.6457	0.6935065
ILMN_1761963	123.09	0.05064935
ILMN_3242086	93.35606	0.2376623
ILMN_1689176	90.04613	0.3311688
ILMN_2069821	97.13317	0.1766234
ILMN_1700257	148.8861	0.02597403
ILMN_1812701	219.2198	0.003896104
ILMN_2224907	369.0909	0
ILMN_1713892	486.157	0
ILMN_1692617	85.72366	0.5402597
ILMN_2214713	84.2342	0.6337662
ILMN_2118405	83.9593	0.6701299
ILMN_1805995	82.58266	0.7701299
ILMN_1757137	92.78224	0.2493507
ILMN_2225956	101.8456	0.1142857
ILMN_3246552	91.27061	0.2974026
ILMN_1666827	111.9794	0.06883117
ILMN_2338921	289.4395	0
ILMN_1752086	282.6011	0.001298701
ILMN_1706893	119.3057	0.05324675
ILMN_1735004	79.2359	0.9298701
ILMN_2367290	83.072	0.7350649
ILMN_2271924	86.43738	0.4922078
ILMN_1694131	81.09982	0.8545455
ILMN_3249240	102.1923	0.1142857
ILMN_3237511	111.7206	0.07142857
ILMN_3239531	115.4753	0.06363636
ILMN_2072101	81.43099	0.8389611
ILMN_3236160	84.88813	0.5883117
ILMN_1652348	85.04014	0.5831169
ILMN_1709763	89.01494	0.3831169
ILMN_1700034	84.55601	0.612987
ILMN_1725276	87.8284	0.4285714
ILMN_1746819	125.8085	0.04415584
ILMN_1689836	1806.951	0
ILMN_1680738	129.3721	0.04025974
ILMN_1695917	333.9597	0
ILMN_1701911	109.7449	0.07922078
ILMN_1654542	195.8909	0.005194805
ILMN_1796595	130.9026	0.04025974
ILMN_1769556	84.84612	0.5909091
ILMN_1743939	329.7783	0
