PROBE_ID	7677153062_L.VALUE	7677153062_L.Detection Pval
ILMN_1751453	83.67743	0.6896104
ILMN_1772189	118.9169	0.05324675
ILMN_1652959	81.33775	0.8415585
ILMN_2198897	79.299	0.9272727
ILMN_1674032	105.9298	0.0961039
ILMN_1737656	105.8134	0.0961039
ILMN_2343917	98.61745	0.1545455
ILMN_1746032	83.62921	0.6948052
ILMN_1651501	262.1011	0.001298701
ILMN_2330267	192.5404	0.005194805
ILMN_1676846	172.9178	0.01298701
ILMN_2392635	149.0169	0.02597403
ILMN_1763875	297.9055	0
ILMN_2284941	97.88768	0.1597403
ILMN_1781999	118.9143	0.05324675
ILMN_1669201	91.60202	0.2896104
ILMN_1810085	100.9539	0.1233766
ILMN_2262362	89.54678	0.3558442
ILMN_1743638	86.06058	0.5207792
ILMN_1658176	109.2051	0.08311688
ILMN_2329927	136.4443	0.03506494
ILMN_1794782	238.5146	0.002597403
ILMN_1695968	83.84372	0.6766234
ILMN_1789641	80.7067	0.8818182
ILMN_1779470	321.4735	0
ILMN_1716592	83.68169	0.6896104
ILMN_1680309	82.26197	0.7922078
ILMN_1743371	81.26343	0.8441558
ILMN_1770031	118.6686	0.05324675
ILMN_2338268	99.81645	0.1428571
ILMN_1753912	86.56387	0.487013
ILMN_1737475	87.23822	0.4597403
ILMN_1745116	87.40816	0.4506494
ILMN_2318685	103.232	0.1051948
ILMN_2245305	107.7671	0.08961039
ILMN_1707925	82.96443	0.7454545
ILMN_1698311	85.14803	0.5766234
ILMN_2367487	85.77017	0.5363637
ILMN_1785285	87.05893	0.4649351
ILMN_2073969	90.78614	0.3077922
ILMN_1794213	224.2196	0.003896104
ILMN_2227533	101.8987	0.1142857
ILMN_1769390	126.2469	0.04415584
ILMN_2403446	109.4854	0.08051948
ILMN_1787618	84.85371	0.5883117
ILMN_1723662	131.0665	0.04025974
ILMN_1801767	315.7695	0
ILMN_1700633	165.0496	0.01688312
ILMN_1655702	386.2544	0
ILMN_1706344	109.8299	0.07922078
ILMN_1719498	90.50086	0.3142857
ILMN_1712707	132.9305	0.03896104
ILMN_1699750	189.4441	0.006493506
ILMN_1739081	184.7369	0.01168831
ILMN_2329958	340.7195	0
ILMN_1775944	80.58941	0.8857143
ILMN_1724497	109.4365	0.08051948
ILMN_1720988	87.38826	0.4532467
ILMN_1707274	81.23221	0.8454546
ILMN_1755658	171.0495	0.01428571
ILMN_1673639	82.3315	0.7857143
ILMN_1713732	163.638	0.01688312
ILMN_1708922	132.8553	0.03896104
ILMN_2268241	84.70763	0.6051948
ILMN_1741628	90.16022	0.3246753
ILMN_1657870	105.6854	0.09740259
ILMN_2240003	82.30067	0.7883117
ILMN_1785424	570.3978	0
ILMN_1731610	98.30598	0.1597403
ILMN_1696682	77.78191	0.9792208
ILMN_2396672	212.7428	0.003896104
ILMN_1758825	116.9884	0.05844156
ILMN_1656940	95.31367	0.2051948
ILMN_1656979	102.9467	0.1064935
ILMN_1731433	207.2457	0.005194805
ILMN_1672878	607.7184	0
ILMN_1655114	105.4502	0.09740259
ILMN_1657045	83.13727	0.7311688
ILMN_1766991	82.70843	0.7584416
ILMN_1658083	108.3882	0.08701298
ILMN_1802096	1487.166	0
ILMN_2367165	793.1756	0
ILMN_1753370	115.0223	0.06363636
ILMN_1738921	382.9984	0
ILMN_1660199	137.9888	0.03246753
ILMN_2331636	111.7883	0.07142857
ILMN_1772123	115.6439	0.06363636
ILMN_1667641	81.36436	0.8415585
ILMN_1763852	118.604	0.05324675
ILMN_1687303	125.867	0.04415584
ILMN_1761058	169.288	0.01428571
ILMN_2225595	173.302	0.01298701
ILMN_1724699	92.47532	0.2571429
ILMN_1775579	128.1815	0.04285714
ILMN_1660890	83.12362	0.7324675
ILMN_1778104	147.8716	0.02597403
ILMN_2053679	213.2638	0.003896104
ILMN_1795104	209.7233	0.005194805
ILMN_1740920	91.35313	0.2948052
ILMN_2263466	107.5035	0.09090909
ILMN_1806408	1015.55	0
ILMN_2352009	175.0238	0.01168831
ILMN_1693148	81.91169	0.8103896
ILMN_1808395	453.9006	0
ILMN_3236270	297.6195	0
ILMN_1743847	87.84146	0.4285714
ILMN_1800008	194.9511	0.005194805
ILMN_2133799	88.02998	0.4194805
ILMN_1708672	154.3162	0.02207792
ILMN_1665945	225.7718	0.003896104
ILMN_1676288	100.8194	0.1246753
ILMN_1693250	97.10473	0.1766234
ILMN_2295980	90.5726	0.312987
ILMN_2410362	98.83761	0.1532468
ILMN_1684271	108.9192	0.08441558
ILMN_1726388	77.34592	0.9844156
ILMN_2106002	92.75608	0.2506494
ILMN_1779685	106.6472	0.0948052
ILMN_1665932	102.4176	0.112987
ILMN_1769694	88.66724	0.3948052
ILMN_1727251	90.22601	0.3207792
ILMN_1734479	95.95131	0.1948052
ILMN_2368728	124.2711	0.04675325
ILMN_2394897	78.02675	0.9727273
ILMN_2394902	90.76881	0.3077922
ILMN_2287535	95.04022	0.212987
ILMN_1750295	101.223	0.1220779
ILMN_3187680	169.2572	0.01428571
ILMN_3242266	90.49222	0.3142857
ILMN_1780630	129.4869	0.04025974
ILMN_1716480	177.4915	0.01168831
ILMN_1715192	97.2986	0.1753247
ILMN_2339410	82.33153	0.7857143
ILMN_1779984	83.02478	0.7376623
ILMN_1667018	110.3756	0.07792208
ILMN_1773243	81.89821	0.8103896
ILMN_3241214	102.8523	0.1064935
ILMN_3235340	114.0373	0.06363636
ILMN_1761000	86.74169	0.4766234
ILMN_3237774	114.5022	0.06363636
ILMN_2333219	82.66477	0.761039
ILMN_1780485	111.1424	0.07532468
ILMN_1735471	177.9282	0.01168831
ILMN_1699636	368.5647	0
ILMN_2371379	393.8042	0
ILMN_1749014	248.4082	0.002597403
ILMN_1727091	85.80833	0.5337662
ILMN_1771348	136.5201	0.03506494
ILMN_2134039	5483.704	0
ILMN_1750800	181.0396	0.01168831
ILMN_1654861	166.1646	0.01558442
ILMN_2121389	87.92165	0.4233766
ILMN_1715543	89.74042	0.3467532
ILMN_1739594	92.81355	0.2493507
ILMN_2353978	84.94929	0.587013
ILMN_1785474	120.9108	0.05194805
ILMN_2188959	89.07789	0.3805195
ILMN_1716237	128.2355	0.04285714
ILMN_1764321	93.71006	0.2324675
ILMN_2156699	84.31199	0.6285715
ILMN_1784756	88.29937	0.4064935
ILMN_1728883	83.49728	0.7038961
ILMN_1740265	125.9649	0.04415584
ILMN_1788078	87.85683	0.4285714
ILMN_2252621	89.14272	0.3766234
ILMN_2332250	97.31563	0.1753247
ILMN_1719178	89.6144	0.3519481
ILMN_1679600	95.59642	0.2025974
ILMN_2367070	158.0265	0.02077922
ILMN_1658995	202.4695	0.005194805
ILMN_1750158	228.292	0.003896104
ILMN_1668839	88.78863	0.387013
ILMN_1765767	119.6809	0.05324675
ILMN_1685703	81.70569	0.8233766
ILMN_1743396	117.2685	0.05714286
ILMN_1743680	80.75563	0.8727273
ILMN_1669633	233.5456	0.002597403
ILMN_2344956	554.1732	0
ILMN_2104830	126.0677	0.04415584
ILMN_2078599	98.31331	0.1597403
ILMN_2234343	96.29855	0.1909091
ILMN_1706598	113.6665	0.06363636
ILMN_2306955	119.5972	0.05324675
ILMN_1758323	214.332	0.003896104
ILMN_1728331	288.4007	0
ILMN_2351906	88.13987	0.412987
ILMN_1705637	158.3296	0.01948052
ILMN_1784203	164.8838	0.01688312
ILMN_1666690	97.42207	0.1714286
ILMN_1654468	225.1902	0.003896104
ILMN_2320277	99.46565	0.1493506
ILMN_2227011	95.79876	0.1948052
ILMN_1730002	101.5061	0.1181818
ILMN_3236756	108.4274	0.08701298
ILMN_1716832	91.2348	0.2987013
ILMN_1684585	1875.589	0
ILMN_2360705	187.1053	0.009090909
ILMN_1654414	93.07594	0.2415584
ILMN_1666096	104.7954	0.0987013
ILMN_2391458	99.01688	0.1532468
ILMN_2285506	92.5532	0.2558441
ILMN_1691714	85.7522	0.5376623
ILMN_1683598	445.868	0
ILMN_2370882	128.0634	0.04285714
ILMN_2273911	79.26495	0.9298701
ILMN_1807914	83.80237	0.6805195
ILMN_1678517	80.69032	0.8831169
ILMN_1705247	361.1081	0
ILMN_1737418	97.23634	0.1753247
ILMN_2278242	78.54919	0.9558442
ILMN_1730025	87.06137	0.4649351
ILMN_2378555	112.4037	0.06753246
ILMN_1661434	79.49683	0.9181818
ILMN_1809623	84.58179	0.6116883
ILMN_1657592	87.01098	0.4675325
ILMN_1765912	87.12439	0.4623377
ILMN_1746128	82.43028	0.7792208
ILMN_1685952	76.34791	0.9896104
ILMN_1662738	93.15514	0.2402597
ILMN_1771084	94.93124	0.2142857
ILMN_1791923	76.16527	0.9922078
ILMN_1801698	89.85516	0.3402597
ILMN_1766966	87.68299	0.4350649
ILMN_2070792	98.82695	0.1532468
ILMN_1752269	145.2934	0.02727273
ILMN_1697510	94.28281	0.2233766
ILMN_2254962	97.32914	0.1753247
ILMN_2336595	347.89	0
ILMN_1714197	428.1753	0
ILMN_1742859	84.81018	0.5935065
ILMN_1659885	88.82926	0.3857143
ILMN_2125869	106.3428	0.0961039
ILMN_1671703	211.5872	0.003896104
ILMN_2152131	11289	0
ILMN_1777296	7624.161	0
ILMN_2038777	11009.2	0
ILMN_3246895	81.65071	0.8233766
ILMN_1658660	87.37382	0.4532467
ILMN_1829919	82.91459	0.7480519
ILMN_2053178	7670.8	0
ILMN_1704961	2016.211	0
ILMN_1795325	76.66875	0.9896104
ILMN_1749297	217.1987	0.003896104
ILMN_2328280	167.4681	0.01558442
ILMN_1657855	219.4013	0.003896104
ILMN_1717900	80.51212	0.8883117
ILMN_1796088	89.80592	0.3415585
ILMN_1704078	81.9323	0.8077922
ILMN_2232177	843.9327	0
ILMN_1654422	86.66662	0.4831169
ILMN_1665691	105.1373	0.09740259
ILMN_1725534	344.1495	0
ILMN_1798254	342.8541	0
ILMN_1792314	217.0401	0.003896104
ILMN_1695821	331.3807	0
ILMN_2388605	1770.792	0
ILMN_1657153	637.4077	0
ILMN_2260392	89.57348	0.3558442
ILMN_2346451	81.61809	0.8246753
ILMN_1787513	90.11679	0.3246753
ILMN_1680941	94.28986	0.2220779
ILMN_1652594	106.7935	0.0948052
ILMN_1697585	222.2956	0.003896104
ILMN_1689162	95.05962	0.212987
ILMN_1815392	193.206	0.005194805
ILMN_3241416	80.31266	0.8961039
ILMN_1760490	175.1507	0.01168831
ILMN_1786544	91.37371	0.2948052
ILMN_1763916	94.75057	0.2168831
ILMN_2243308	149.558	0.02597403
ILMN_1766723	91.57241	0.2909091
ILMN_1689217	92.77546	0.2493507
ILMN_1670912	90.0922	0.325974
ILMN_2152711	102.7239	0.1090909
ILMN_1668983	82.91834	0.7480519
ILMN_1824337	82.34873	0.7844156
ILMN_1807493	81.9697	0.8064935
ILMN_3250257	86.6935	0.4792208
ILMN_1683883	93.79955	0.2311688
ILMN_1670193	127.8453	0.04285714
ILMN_2319825	106.8828	0.0948052
ILMN_1694233	174.0511	0.01168831
ILMN_1686432	86.76019	0.4766234
ILMN_1697550	186.2724	0.01168831
ILMN_2158705	112.6739	0.06623377
ILMN_1803686	190.2408	0.005194805
ILMN_1745580	79.99989	0.9103896
ILMN_1745108	82.99931	0.7402598
ILMN_1725043	101.0931	0.1220779
ILMN_2148360	121.4699	0.05194805
ILMN_1718946	202.6674	0.005194805
ILMN_1711374	91.97823	0.274026
ILMN_1726266	87.11591	0.4623377
ILMN_1705689	93.21494	0.2376623
ILMN_1785393	90.79174	0.3077922
ILMN_2384544	157.2195	0.02207792
ILMN_1756920	417.4713	0
ILMN_1799728	106.1537	0.0961039
ILMN_1751500	94.51233	0.2168831
ILMN_2121068	198.2948	0.005194805
ILMN_1765779	99.12626	0.151948
ILMN_2201386	79.63345	0.912987
ILMN_1682225	85.3856	0.561039
ILMN_1788481	100.4729	0.1311688
ILMN_1713751	649.6455	0
ILMN_1662675	89.41179	0.3636364
ILMN_1737629	84.80026	0.5948052
ILMN_1812112	82.5097	0.774026
ILMN_3241313	83.1656	0.7298701
ILMN_1675210	85.47611	0.5545455
ILMN_1706302	82.18581	0.7961039
ILMN_2351754	85.5246	0.5506493
ILMN_2060086	87.58894	0.438961
ILMN_1664236	92.65965	0.2519481
ILMN_1664631	85.27269	0.5675325
ILMN_1802100	85.58865	0.5454546
ILMN_2194158	90.06767	0.3285714
ILMN_2100871	85.09823	0.5805195
ILMN_1806841	107.4072	0.09090909
ILMN_1798045	82.74261	0.7584416
ILMN_2293012	71.87503	1
ILMN_1703383	105.8828	0.0961039
ILMN_1651657	85.36959	0.5623376
ILMN_1671297	113.4095	0.06363636
ILMN_1669486	85.40471	0.5597402
ILMN_1795204	90.68267	0.3090909
ILMN_2223911	83.53602	0.7012987
ILMN_1685531	76.25344	0.9909091
ILMN_1764554	81.31186	0.8415585
ILMN_2302214	83.24286	0.7246753
ILMN_1783312	86.62398	0.4857143
ILMN_2143210	90.83531	0.3077922
ILMN_1750294	82.37769	0.7831169
ILMN_1708348	706.4545	0
ILMN_1727524	126.7175	0.04415584
ILMN_1716909	81.63618	0.8233766
ILMN_2103107	113.8872	0.06363636
ILMN_1673566	85.52458	0.5506493
ILMN_1751168	85.31155	0.5649351
ILMN_1660970	83.33179	0.7220779
ILMN_1787386	89.06361	0.3818182
ILMN_2286570	84.49854	0.6155844
ILMN_2413732	91.24444	0.2987013
ILMN_1873412	96.70089	0.1766234
ILMN_1676452	85.76022	0.5363637
ILMN_2358134	85.12969	0.5792208
ILMN_1683781	88.2859	0.4077922
ILMN_1726247	78.50625	0.9571428
ILMN_1682989	177.6242	0.01168831
ILMN_1739872	83.22203	0.7285714
ILMN_1770152	75.84746	0.9922078
ILMN_1656171	85.16476	0.574026
ILMN_1796628	86.83618	0.474026
ILMN_1811765	86.56818	0.487013
ILMN_1791795	85.70497	0.5402597
ILMN_1787908	81.83566	0.8142857
ILMN_1651717	83.00658	0.7402598
ILMN_1703803	81.8658	0.8142857
ILMN_2092933	83.96072	0.6701299
ILMN_1681886	84.59272	0.6103896
ILMN_1767362	86.08901	0.5181818
ILMN_3251322	79.78836	0.9103896
ILMN_2211790	82.0472	0.8025974
ILMN_1672403	79.08273	0.9363636
ILMN_1805543	91.80927	0.2805195
ILMN_1706992	144.7607	0.02727273
ILMN_1684919	87.41128	0.4506494
ILMN_1727084	84.14783	0.648052
ILMN_1705250	79.87627	0.9103896
ILMN_1722621	88.64903	0.3948052
ILMN_1721495	90.10819	0.3246753
ILMN_1798690	77.62167	0.9805195
ILMN_1687035	104.318	0.0987013
ILMN_1777683	101.6395	0.1181818
ILMN_1762294	101.3855	0.1207792
ILMN_1793040	133.9277	0.03766234
ILMN_3247424	155.65	0.02207792
ILMN_1763000	210.239	0.005194805
ILMN_1776777	1714.179	0
ILMN_1706963	88.40408	0.4025974
ILMN_2320964	619.3521	0
ILMN_1697628	103.5539	0.1012987
ILMN_2319326	130.0772	0.04025974
ILMN_1657442	96.96525	0.1766234
ILMN_1679797	256.9902	0.002597403
ILMN_1749493	94.80322	0.2168831
ILMN_1657139	181.1739	0.01168831
ILMN_3245693	86.75554	0.4766234
ILMN_1806275	103.9429	0.1012987
ILMN_1659599	98.30073	0.1597403
ILMN_1698777	122.9047	0.05064935
ILMN_1663132	151.8802	0.02467532
ILMN_1700349	141.1946	0.03116883
ILMN_1761309	97.88345	0.1597403
ILMN_2120555	90.68091	0.3090909
ILMN_1742073	87.92413	0.4233766
ILMN_3241894	101.7033	0.1142857
ILMN_1810691	104.0822	0.1
ILMN_1676893	175.6424	0.01168831
ILMN_2148944	117.476	0.05584415
ILMN_1708588	82.14074	0.7987013
ILMN_2311674	92.32837	0.2636364
ILMN_1685156	93.72979	0.2311688
ILMN_1655935	196.7836	0.005194805
ILMN_1754440	89.83327	0.3402597
ILMN_1654287	91.21207	0.3
ILMN_1763344	90.69015	0.3090909
ILMN_1711736	124.7717	0.04675325
ILMN_2356786	179.9028	0.01168831
ILMN_1759252	1559.165	0
ILMN_1678791	79.87722	0.9103896
ILMN_2336146	81.17564	0.851948
ILMN_2286339	91.53963	0.2909091
ILMN_1694133	88.50539	0.4
ILMN_1678501	84.03776	0.6662338
ILMN_1787378	392.6904	0
ILMN_1814526	1264.834	0
ILMN_2311278	233.1183	0.002597403
ILMN_1764309	115.6167	0.06363636
ILMN_1811598	83.78427	0.6831169
ILMN_1740717	84.11012	0.6571429
ILMN_2136010	83.1459	0.7298701
ILMN_1797912	85.82199	0.5337662
ILMN_1738604	101.0644	0.1220779
ILMN_1691175	128.748	0.04025974
ILMN_2223359	86.26723	0.5038961
ILMN_1702858	164.065	0.01688312
ILMN_2363634	113.6974	0.06363636
ILMN_1813975	106.4225	0.0961039
ILMN_1743331	81.72337	0.8233766
ILMN_1775045	100.4847	0.1311688
ILMN_2096322	454.6078	0
ILMN_1688322	529.0962	0
ILMN_2224833	223.2866	0.003896104
ILMN_2358626	138.2442	0.03246753
ILMN_1768062	75.91769	0.9922078
ILMN_2358628	91.268	0.2974026
ILMN_1801020	97.11171	0.1766234
ILMN_1708934	1036.079	0
ILMN_1702933	189.8443	0.005194805
ILMN_1657993	210.681	0.003896104
ILMN_1666019	90.97326	0.3038961
ILMN_2080751	145.7594	0.02727273
ILMN_1690352	136.4091	0.03506494
ILMN_2275396	90.2441	0.3207792
ILMN_2373444	104.1535	0.1
ILMN_1747227	121.0897	0.05194805
ILMN_1807372	159.8996	0.01948052
ILMN_1703946	103.2816	0.1038961
ILMN_1733259	109.1087	0.08441558
ILMN_1730710	95.63036	0.2012987
ILMN_1793959	372.2347	0
ILMN_1794512	108.3316	0.08961039
ILMN_1795788	80.145	0.9038961
ILMN_1760335	111.715	0.07142857
ILMN_1788530	136.4176	0.03506494
ILMN_1811480	173.4118	0.01298701
ILMN_1813598	97.28174	0.1753247
ILMN_1653821	90.19408	0.3220779
ILMN_1780551	83.84573	0.6766234
ILMN_1669227	77.89412	0.9766234
ILMN_1709167	86.69801	0.4792208
ILMN_1679754	100.1349	0.1337662
ILMN_1716421	152.182	0.02467532
ILMN_1659371	253.5912	0.002597403
ILMN_1677868	81.88158	0.812987
ILMN_1707445	79.02825	0.9415584
ILMN_1733963	145.6438	0.02727273
ILMN_1804255	94.23888	0.2233766
ILMN_1695590	396.3834	0
ILMN_1694007	89.15415	0.3766234
ILMN_3307926	1853.705	0
ILMN_1673330	101.1617	0.1220779
ILMN_1668900	109.4145	0.08051948
ILMN_2389013	161.9946	0.01688312
ILMN_1760143	433.8219	0
ILMN_1790757	400.0959	0
ILMN_2092664	425.3283	0
ILMN_1778796	232.7827	0.002597403
ILMN_1749804	118.1626	0.05454545
ILMN_1720235	92.99942	0.2454545
ILMN_2240009	83.97369	0.6701299
ILMN_1736178	99.09412	0.151948
ILMN_1803376	128.6504	0.04025974
ILMN_3240321	120.9038	0.05194805
ILMN_1712944	1229.689	0
ILMN_2333107	388.7208	0
ILMN_1707958	93.95607	0.2298701
ILMN_1660424	83.11666	0.7337663
ILMN_1701998	91.70052	0.2805195
ILMN_1651235	84.86696	0.5883117
ILMN_1694140	89.48347	0.3623376
ILMN_1730995	107.6332	0.09090909
ILMN_2404917	90.12872	0.3246753
ILMN_1702696	90.56168	0.3142857
ILMN_2084562	84.07732	0.6571429
ILMN_1769563	85.35211	0.5623376
ILMN_1673119	96.77728	0.1766234
ILMN_2129015	165.1079	0.01688312
ILMN_1725889	90.51172	0.3142857
ILMN_1775235	113.0535	0.06493507
ILMN_1677951	79.65945	0.912987
ILMN_1708502	170.2398	0.01428571
ILMN_1705447	160.1464	0.01948052
ILMN_1699172	90.38091	0.3181818
ILMN_2409898	87.68317	0.4350649
ILMN_2295698	95.0309	0.212987
ILMN_2066124	177.5414	0.01168831
ILMN_1777797	81.38048	0.8415585
ILMN_2095653	100.3127	0.1337662
ILMN_1707551	95.46928	0.2038961
ILMN_1782204	83.95481	0.6701299
ILMN_2402766	280.8984	0.001298701
ILMN_1767722	102.0841	0.1142857
ILMN_2342841	241.2648	0.002597403
ILMN_1802631	124.1539	0.04675325
ILMN_2318481	78.27125	0.9662338
ILMN_2245223	88.96959	0.3831169
ILMN_3238543	80.96728	0.8597403
ILMN_1735591	130.767	0.04025974
ILMN_2362126	126.3916	0.04415584
ILMN_2269136	115.7512	0.06233766
ILMN_3239130	187.8717	0.007792208
ILMN_2120103	84.21822	0.6337662
ILMN_3242883	325.3219	0
ILMN_2100055	80.83602	0.8675325
ILMN_1887648	85.14725	0.5779221
ILMN_1688627	86.14434	0.5155844
ILMN_1672767	82.93266	0.7467533
ILMN_2196642	85.19886	0.5714286
ILMN_2308689	137.4512	0.03246753
ILMN_2290776	108.1823	0.08961039
ILMN_1777182	131.3871	0.04025974
ILMN_1729777	95.97478	0.1935065
ILMN_1690829	110.9312	0.07532468
ILMN_2257015	135.0228	0.03636364
ILMN_3181215	114.2406	0.06363636
ILMN_3260345	183.4984	0.01168831
ILMN_1703228	95.06691	0.212987
ILMN_1652023	112.8944	0.06623377
ILMN_2064917	260.1567	0.002597403
ILMN_1776153	102.827	0.1064935
ILMN_1772645	154.3936	0.02207792
ILMN_1775082	86.78073	0.4766234
ILMN_1680343	99.8821	0.1402597
ILMN_2277492	89.14891	0.3766234
ILMN_2371825	227.0377	0.003896104
ILMN_1717468	92.93251	0.2467532
ILMN_2274377	85.6011	0.5454546
ILMN_1750235	83.84637	0.6766234
ILMN_1664006	121.1565	0.05194805
ILMN_1707169	99.1973	0.1506494
ILMN_1779109	78.03477	0.9727273
ILMN_1697790	84.72866	0.6025974
ILMN_1679520	196.0065	0.005194805
ILMN_1732176	137.895	0.03246753
ILMN_1681081	120.3674	0.05194805
ILMN_2377430	181.9623	0.01168831
ILMN_1661373	88.84386	0.3844156
ILMN_2288175	85.22546	0.5701299
ILMN_1654010	161.9247	0.01688312
ILMN_1732672	83.21325	0.7285714
ILMN_1730504	131.3442	0.04025974
ILMN_1662049	116.2473	0.05974026
ILMN_1740752	95.44965	0.2038961
ILMN_1794875	243.3639	0.002597403
ILMN_1698209	122.1721	0.05194805
ILMN_3307841	82.10291	0.8
ILMN_1814151	83.76979	0.6844156
ILMN_2050246	88.23959	0.4090909
ILMN_1728787	150.1558	0.02597403
ILMN_2234605	83.72923	0.6844156
ILMN_1770454	133.2496	0.03766234
ILMN_1770336	84.77216	0.5974026
ILMN_1714253	96.91291	0.1766234
ILMN_1813530	135.7967	0.03636364
ILMN_2223922	187.864	0.007792208
ILMN_1718071	800.0352	0
ILMN_1814327	90.1186	0.3246753
ILMN_2341343	88.80408	0.387013
ILMN_1775634	82.52096	0.774026
ILMN_1802458	301.9314	0
ILMN_2307656	289.0951	0
ILMN_1709796	102.954	0.1064935
ILMN_1783963	83.18092	0.7285714
ILMN_2134801	78.15872	0.9701298
ILMN_1757807	95.08952	0.2116883
ILMN_1673529	339.718	0
ILMN_1686370	114.3354	0.06363636
ILMN_1809139	316.3279	0
