PROBE_ID	7677153059_K.VALUE	7677153059_K.Detection Pval
ILMN_2412139	83.63459	0.9285714
ILMN_1738854	98.36308	0.4961039
ILMN_1685201	117.8943	0.1233766
ILMN_1761851	119.3323	0.1116883
ILMN_2340815	86.10445	0.8688312
ILMN_1691855	90.09801	0.7571428
ILMN_1861819	110.7491	0.2038961
ILMN_1898404	91.77605	0.7
ILMN_1666775	102.6919	0.3623376
ILMN_1681223	88.29259	0.8077922
ILMN_1664047	111.3979	0.1974026
ILMN_1659138	84.80568	0.9038961
ILMN_2304659	96.40455	0.5571429
ILMN_1703016	102.2731	0.374026
ILMN_2311835	102.9865	0.3519481
ILMN_1664872	99.24526	0.4571429
ILMN_2397188	87.65154	0.8233766
ILMN_1671263	132.2588	0.04285714
ILMN_1677028	102.4776	0.3649351
ILMN_2300664	210.4478	0.001298701
ILMN_1667980	97.31866	0.5285714
ILMN_1768533	99.80683	0.4363636
ILMN_1711049	158.4266	0.01688312
ILMN_2355274	100.9439	0.4103896
ILMN_1754076	110.4138	0.2051948
ILMN_2404493	106.9525	0.2623377
ILMN_1696317	124.8002	0.07142857
ILMN_2240923	156.6393	0.01818182
ILMN_1763604	110.2328	0.2051948
ILMN_2366205	91.64694	0.7038961
ILMN_2271304	99.1647	0.4610389
ILMN_2406106	87.75545	0.8220779
ILMN_1682208	89.17401	0.7831169
ILMN_1683107	107.733	0.2493507
ILMN_1653878	86.21847	0.8675325
ILMN_1721601	87.57413	0.8246753
ILMN_2195482	179.4335	0.01038961
ILMN_1673503	176.2599	0.01038961
ILMN_1685164	97.91084	0.5090909
ILMN_2257652	77.40057	0.9922078
ILMN_1724306	116.0233	0.1350649
ILMN_1769492	103.354	0.3428572
ILMN_1768758	116.5783	0.1324675
ILMN_1702149	85.85897	0.8753247
ILMN_1748102	110.7337	0.2038961
ILMN_2242309	89.38104	0.7792208
ILMN_1749402	104.9367	0.3038961
ILMN_2356441	118.9881	0.1155844
ILMN_1809676	107.2503	0.2597403
ILMN_1779043	162.7047	0.01298701
ILMN_1669816	126.6057	0.06233766
ILMN_1776079	92.94586	0.6688312
ILMN_2106874	114.3052	0.1558442
ILMN_1705141	106.3138	0.274026
ILMN_1726574	193.9218	0.005194805
ILMN_1691340	127.0458	0.05974026
ILMN_1810992	116.0053	0.1350649
ILMN_1680132	129.7938	0.05064935
ILMN_1664679	98.9728	0.4688312
ILMN_1701827	104.8792	0.3051948
ILMN_1812096	136.2719	0.03766234
ILMN_1809972	99.88116	0.4350649
ILMN_1665547	92.77394	0.6766234
ILMN_1688188	99.91449	0.4350649
ILMN_1801370	108.4625	0.2324675
ILMN_1684461	107.163	0.2597403
ILMN_1779155	93.29999	0.6584415
ILMN_1745724	112.5546	0.1792208
ILMN_1760199	95.65314	0.5857143
ILMN_2383807	124.1425	0.07662338
ILMN_1748840	92.9003	0.6701299
ILMN_2327244	89.21046	0.7831169
ILMN_1807034	108.7559	0.225974
ILMN_1702566	98.42662	0.4948052
ILMN_2109371	108.2465	0.2376623
ILMN_1774427	255.4776	0
ILMN_1755504	175.262	0.01038961
ILMN_1710219	131.0378	0.04675325
ILMN_1758281	113.6041	0.1662338
ILMN_1730487	108.4966	0.2324675
ILMN_2324002	110.4152	0.2051948
ILMN_1717990	99.91261	0.4350649
ILMN_3242412	109.8499	0.2090909
ILMN_1766200	140.6059	0.03376623
ILMN_3241364	103.8307	0.3324675
ILMN_1778242	1277.228	0
ILMN_1687858	2503.869	0
ILMN_1666385	1666.313	0
ILMN_1733333	128.0789	0.05454545
ILMN_1815707	150.8022	0.02597403
ILMN_1717757	89.08316	0.7831169
ILMN_2413599	98.85389	0.4753247
ILMN_1757210	183.9946	0.009090909
ILMN_1749118	118.5917	0.1181818
ILMN_1739162	91.34694	0.712987
ILMN_1749034	92.86908	0.6714286
ILMN_1778121	200.42	0.005194805
ILMN_1761693	99.32758	0.451948
ILMN_1736256	228.7502	0
ILMN_2167223	94.09032	0.6311688
ILMN_1727194	97.87066	0.5090909
ILMN_3238986	104.0556	0.3298701
ILMN_2140990	194.6884	0.005194805
ILMN_1751561	226.7614	0
ILMN_1795561	225.7849	0
ILMN_2280721	115.7183	0.1350649
ILMN_1705477	118.933	0.1168831
ILMN_1804339	522.0649	0
ILMN_1666445	100.2064	0.4324675
ILMN_2315208	84.58916	0.9064935
ILMN_1763027	100.209	0.4324675
ILMN_2376194	96.20402	0.5688311
ILMN_1663397	107.5102	0.2558441
ILMN_2279796	92.598	0.6831169
ILMN_1683415	118.7456	0.1168831
ILMN_2319544	106.1561	0.2766234
ILMN_1658818	94.84743	0.6142857
ILMN_1757060	99.43979	0.448052
ILMN_1809695	403.7495	0
ILMN_2359601	193.065	0.006493506
ILMN_1794863	130.6675	0.04675325
ILMN_1660633	80.6222	0.9662338
ILMN_1767168	117.272	0.1272727
ILMN_2166582	95.86286	0.5779221
ILMN_1715372	112.957	0.1753247
ILMN_2382705	102.7798	0.3584416
ILMN_2367638	127.2141	0.05974026
ILMN_1743021	164.8753	0.01168831
ILMN_1667381	158.9109	0.01688312
ILMN_1714599	740.5959	0
ILMN_1688580	364.0087	0
ILMN_1811957	158.0499	0.01688312
ILMN_1792660	117.3028	0.125974
ILMN_1661940	113.3236	0.1714286
ILMN_1798867	156.9486	0.01688312
ILMN_1744647	162.2879	0.01298701
ILMN_1775950	82.09552	0.9441559
ILMN_2073592	125.0967	0.06883117
ILMN_1664012	330.787	0
ILMN_1762825	394.9664	0
ILMN_2401057	322.4685	0
ILMN_1797604	4057.795	0
ILMN_1691237	94.92777	0.6142857
ILMN_1655821	139.5296	0.03376623
ILMN_1705261	305.7942	0
ILMN_1677357	97.43656	0.5207792
ILMN_1785069	109.3195	0.2142857
ILMN_2252186	127.0333	0.05974026
ILMN_1769755	108.6488	0.2298701
ILMN_2331553	100.599	0.4207792
ILMN_1765274	192.3712	0.007792208
ILMN_2101034	113.5421	0.1688312
ILMN_1787514	124.95	0.06883117
ILMN_1677108	102.4562	0.3675325
ILMN_1695285	108.7711	0.225974
ILMN_1716057	143.5077	0.03376623
ILMN_1716357	101.1524	0.4038961
ILMN_2296803	95.20445	0.6038961
ILMN_1687971	199.0775	0.005194805
ILMN_2332691	127.7258	0.05714286
ILMN_1737089	146.9853	0.02987013
ILMN_3243831	92.75319	0.6779221
ILMN_2117642	98.8747	0.474026
ILMN_1685022	183.5936	0.009090909
ILMN_3187689	103.2998	0.3428572
ILMN_1731073	111.3483	0.1974026
ILMN_1690923	98.05315	0.5038961
ILMN_1655418	485.9482	0
ILMN_2393254	294.3735	0
ILMN_1699809	102.9985	0.3519481
ILMN_1770676	127.3149	0.05974026
ILMN_1782897	162.9404	0.01298701
ILMN_1754145	215.8343	0.001298701
ILMN_1681118	225.6248	0
ILMN_2345739	179.0277	0.01038961
ILMN_2286400	123.8895	0.07792208
ILMN_1757660	119.6031	0.1116883
ILMN_3307742	152.5481	0.02597403
ILMN_1747105	88.73815	0.7948052
ILMN_1763843	79.66646	0.9805195
ILMN_2359306	90.99483	0.7220779
ILMN_2267508	101.2426	0.4012987
ILMN_1803742	156.5128	0.01818182
ILMN_1680722	97.9547	0.5090909
ILMN_1768870	1030.694	0
ILMN_2069196	97.92672	0.5090909
ILMN_2053921	481.1679	0
ILMN_1798980	707.705	0
ILMN_1743714	126.5013	0.06233766
ILMN_1721978	306.1	0
ILMN_1671728	125.1543	0.06753246
ILMN_1773347	94.72087	0.6155844
ILMN_1738669	96.52519	0.5545455
ILMN_1726591	287.2235	0
ILMN_1724474	118.1572	0.1181818
ILMN_3252556	147.5536	0.02987013
ILMN_1707979	121.9836	0.09350649
ILMN_3238525	116.9863	0.1298701
ILMN_1692349	93.66027	0.6467533
ILMN_1779854	107.9218	0.2454545
ILMN_2192281	441.7311	0
ILMN_1712532	247.6169	0
ILMN_1809477	261.5202	0
ILMN_1783546	185.6945	0.007792208
ILMN_1680134	348.8859	0
ILMN_1696066	104.4436	0.3142857
ILMN_2367469	293.4467	0
ILMN_1765222	173.675	0.01038961
ILMN_1724540	96.33199	0.5623376
ILMN_1702296	103.8908	0.3324675
ILMN_1708983	105.2537	0.2935065
ILMN_1680927	102.3129	0.3727273
ILMN_3306944	92.69519	0.6792208
ILMN_1808546	81.81581	0.9506493
ILMN_1665004	367.2314	0
ILMN_1686948	116.007	0.1350649
ILMN_2325574	242.2588	0
ILMN_2357471	76.00578	0.9974026
ILMN_1715437	94.60258	0.6194805
ILMN_2139035	129.813	0.05064935
ILMN_1654773	133.3547	0.03896104
ILMN_1679039	85.30847	0.8883117
ILMN_1768556	87.8405	0.8194805
ILMN_2326509	1345.606	0
ILMN_1727762	97.7076	0.5142857
ILMN_2326512	1173.288	0
ILMN_1797578	114.6816	0.151948
ILMN_2321720	114.3072	0.1558442
ILMN_2132119	104.5486	0.3116883
ILMN_1739513	92.22059	0.6935065
ILMN_2296057	146.2198	0.02987013
ILMN_2410540	849.2158	0
ILMN_1736568	167.8824	0.01168831
ILMN_2388155	360.3432	0
ILMN_1731639	208.9982	0.001298701
ILMN_1760227	81.1906	0.9597403
ILMN_1678454	1303.676	0
ILMN_1774585	101.4901	0.3909091
ILMN_1778059	147.378	0.02987013
ILMN_1722158	152.0664	0.02597403
ILMN_2367113	138.4335	0.03376623
ILMN_1659350	96.29397	0.5649351
ILMN_1694877	99.59725	0.4441558
ILMN_2373763	112.1666	0.1818182
ILMN_2362974	94.34794	0.6207792
ILMN_1730332	85.72931	0.8805195
ILMN_1669565	96.25897	0.5688311
ILMN_1787749	234.3399	0
ILMN_1809313	104.2914	0.3220779
ILMN_2377733	317.1646	0
ILMN_1673757	302.1862	0
ILMN_1747129	80.03335	0.974026
ILMN_1786046	137.122	0.03636364
ILMN_1718070	136.6261	0.03766234
ILMN_1813949	95.6134	0.5883117
ILMN_1722329	105.4934	0.2909091
ILMN_1767711	86.69064	0.8506494
ILMN_1785156	105.3651	0.2935065
ILMN_1740739	87.56906	0.8246753
ILMN_1678061	112.843	0.1766234
ILMN_1717234	209.4765	0.001298701
ILMN_1783627	137.8889	0.03376623
ILMN_1694943	104.0638	0.3298701
ILMN_1672947	165.2459	0.01168831
ILMN_1774674	87.66908	0.8233766
ILMN_2322806	267.5154	0
ILMN_1655191	163.5105	0.01298701
ILMN_2340202	109.1254	0.2207792
ILMN_2256953	88.7512	0.7948052
ILMN_2151739	434.0211	0
ILMN_1651705	1021.45	0
ILMN_1789394	105.1929	0.2961039
ILMN_2403542	102.1257	0.3766234
ILMN_2286014	4431.362	0
ILMN_1794157	128.2791	0.05454545
ILMN_2186351	97.43522	0.5207792
ILMN_1693961	85.67291	0.8805195
ILMN_1740419	94.51415	0.6194805
ILMN_1762091	74.20126	0.9987013
ILMN_2149226	122.9213	0.08311688
ILMN_1687583	127.7369	0.05714286
ILMN_1658835	108.1515	0.238961
ILMN_1735220	137.2711	0.03506494
ILMN_2360730	91.74477	0.7012987
ILMN_1804980	101.9882	0.3792208
ILMN_1810532	104.1015	0.3285714
ILMN_1807540	160.1438	0.01428571
ILMN_2331062	164.8801	0.01168831
ILMN_2251895	105.357	0.2935065
ILMN_1752404	103.8593	0.3324675
ILMN_1657627	186.8519	0.007792208
ILMN_1771043	110.2275	0.2051948
ILMN_1720616	78.20196	0.9896104
ILMN_1766408	268.0794	0
ILMN_2399489	83.02135	0.9337662
ILMN_1716080	217.7861	0.001298701
ILMN_2181968	293.1112	0
ILMN_1685580	385.2705	0
ILMN_1811729	119.3772	0.1116883
ILMN_1705433	152.5599	0.02597403
ILMN_2073732	498.3757	0
ILMN_1712461	94.19718	0.6285715
ILMN_1796069	106.2309	0.2753247
ILMN_2053829	121.0234	0.1
ILMN_1699768	91.32671	0.7142857
ILMN_1809003	103.3971	0.338961
ILMN_1652237	94.05695	0.6324675
ILMN_1813400	203.0245	0.005194805
ILMN_1804735	284.5067	0
ILMN_1802757	89.59721	0.7714286
ILMN_2152010	114.7749	0.1506494
ILMN_1802907	97.86488	0.5090909
ILMN_1657312	96.21189	0.5688311
ILMN_3248676	116.8196	0.1298701
ILMN_2150352	214.9767	0.001298701
ILMN_1659006	89.95508	0.7623377
ILMN_3248957	94.7194	0.6155844
ILMN_1770244	184.43	0.007792208
ILMN_1709645	83.58314	0.9285714
ILMN_1686237	103.9099	0.3324675
ILMN_1770678	161.3071	0.01428571
ILMN_1774086	205.5881	0.002597403
ILMN_1790625	328.1148	0
ILMN_1782173	92.51268	0.6844156
ILMN_1724145	338.67	0
ILMN_1813028	129.1761	0.05064935
ILMN_1691930	224.5646	0
ILMN_1657361	443.787	0
ILMN_1775183	102.2009	0.3766234
ILMN_1730879	129.6091	0.05064935
ILMN_1678484	90.77238	0.7324675
ILMN_2399571	84.02684	0.9207792
ILMN_3252733	114.8294	0.1480519
ILMN_1701127	234.1123	0
ILMN_2149935	153.376	0.02467532
ILMN_1690291	125.6574	0.06623377
ILMN_2406586	94.91587	0.6142857
ILMN_1809342	99.81267	0.4350649
ILMN_1679127	103.632	0.3350649
ILMN_2122511	3329.214	0
ILMN_1813528	87.99944	0.8142857
ILMN_1764096	133.9137	0.03896104
ILMN_1778371	214.8158	0.001298701
ILMN_2130003	95.20467	0.6038961
ILMN_1763408	131.5406	0.04675325
ILMN_2244484	129.771	0.05064935
ILMN_1763127	101.0417	0.4090909
ILMN_1701477	98.09024	0.5038961
ILMN_1684789	167.9397	0.01038961
ILMN_1796762	145.7108	0.03116883
ILMN_1811786	81.54476	0.9532468
ILMN_1791905	96.95621	0.5350649
ILMN_1792456	161.5518	0.01298701
ILMN_2103014	82.69116	0.938961
ILMN_1677859	89.73772	0.7662337
ILMN_1682567	144.9051	0.03246753
ILMN_1709630	114.2882	0.1558442
ILMN_2239069	103.746	0.3324675
ILMN_1806488	85.83974	0.8753247
ILMN_2306935	86.19991	0.8675325
ILMN_1672759	617.2942	0
ILMN_1801766	652.7881	0
ILMN_1746949	93.47137	0.6532468
ILMN_2163206	90.67355	0.7337663
ILMN_1716368	153.0416	0.02597403
ILMN_1761101	151.1512	0.02597403
ILMN_1775520	94.97318	0.612987
ILMN_1658376	201.7606	0.005194805
ILMN_1730347	212.2745	0.001298701
ILMN_1795085	97.33917	0.5285714
ILMN_2059606	87.3806	0.8285714
ILMN_1809889	284.129	0
ILMN_1725071	239.6109	0
ILMN_1714710	110.0535	0.2064935
ILMN_2183772	115.217	0.138961
ILMN_1739054	92.95219	0.6675324
ILMN_1705843	93.83109	0.6376624
ILMN_1904052	114.8641	0.1480519
ILMN_1679971	107.5453	0.2558441
ILMN_1811775	114.1639	0.1571429
ILMN_3244319	1895.49	0
ILMN_1751264	126.9982	0.05974026
ILMN_2214955	114.9355	0.1454545
ILMN_1667356	240.7985	0
ILMN_2224918	84.78591	0.9038961
ILMN_1669621	102.4363	0.3675325
ILMN_2174875	99.99816	0.4350649
ILMN_1758633	668.2039	0
ILMN_1716342	108.8732	0.2233766
ILMN_2360362	113.8833	0.1597403
ILMN_1746417	83.803	0.9272727
ILMN_1809883	78.08575	0.9896104
ILMN_1792152	83.24915	0.9324675
ILMN_1712067	103.5912	0.3350649
ILMN_1706935	133.5632	0.03896104
ILMN_1743506	119.397	0.1116883
ILMN_1767260	126.5454	0.06233766
ILMN_1677239	328.3712	0
ILMN_1691566	90.27457	0.7506493
ILMN_1693711	92.0064	0.6961039
ILMN_1714936	95.29327	0.5987013
ILMN_1727646	108.0785	0.2441558
ILMN_1707277	80.85205	0.9636363
ILMN_1742032	115.3292	0.1363636
ILMN_3232889	75.66435	0.9987013
ILMN_3242820	82.14678	0.9441559
ILMN_1809491	91.45682	0.7116883
ILMN_1790555	173.2699	0.01038961
ILMN_2100285	111.2137	0.2
ILMN_2100287	111.1392	0.2
ILMN_1663816	89.63845	0.7701299
ILMN_1792276	121.7865	0.0961039
ILMN_1783676	114.2133	0.1571429
ILMN_1825660	118.0526	0.1207792
ILMN_2235602	111.3621	0.1974026
ILMN_3246065	88.2745	0.8090909
ILMN_3238757	115.8176	0.1350649
ILMN_1723594	153.6742	0.02337662
ILMN_1704476	91.03712	0.7220779
ILMN_3244162	98.54391	0.4896104
ILMN_1727511	92.30575	0.6909091
ILMN_2154603	263.5486	0
ILMN_1795922	306.2866	0
ILMN_1787441	110.3929	0.2051948
ILMN_2077406	92.51991	0.6844156
ILMN_1804953	124.8445	0.07012987
ILMN_3245143	112.3203	0.1805195
ILMN_1812489	131.9408	0.04675325
ILMN_1781234	123.8111	0.07792208
ILMN_2050023	317.2477	0
ILMN_1718771	107.3869	0.2571429
ILMN_1793146	135.3252	0.03896104
ILMN_1789266	187.5671	0.007792208
ILMN_1733191	127.3141	0.05974026
ILMN_1811167	113.2514	0.1714286
ILMN_1798659	511.0262	0
ILMN_1778478	137.9119	0.03376623
ILMN_2099586	113.0851	0.174026
ILMN_3241382	92.89674	0.6714286
ILMN_1671295	85.41533	0.887013
ILMN_1681136	141.5986	0.03376623
ILMN_1803490	91.55959	0.7051948
ILMN_2288784	99.67216	0.4402598
ILMN_1657547	119.6009	0.1116883
ILMN_1744621	103.7315	0.3324675
ILMN_1722863	107.9018	0.2454545
ILMN_1770493	97.52776	0.5194805
ILMN_1687813	96.75822	0.5454546
ILMN_3239045	104.293	0.3220779
ILMN_2235086	99.95303	0.4350649
ILMN_1793309	93.27364	0.6610389
ILMN_1760638	98.29118	0.4974026
ILMN_1658212	161.4322	0.01428571
ILMN_2406716	110.5745	0.2038961
ILMN_1799113	112.9872	0.1753247
ILMN_2214562	81.21522	0.9597403
ILMN_1743783	132.4418	0.04285714
ILMN_1686135	305.7144	0
ILMN_1788629	83.45877	0.9311689
ILMN_2273331	86.88351	0.8415585
ILMN_2369756	96.5956	0.5519481
ILMN_1804522	150.0395	0.02857143
ILMN_1751099	96.10612	0.574026
ILMN_1720233	265.0773	0
ILMN_1745946	135.761	0.03896104
ILMN_1803471	82.19635	0.9428571
ILMN_2302118	233.0901	0
ILMN_1738333	112.5341	0.1792208
ILMN_1725250	87.34772	0.8285714
ILMN_1799579	131.3651	0.04675325
ILMN_1742380	143.4138	0.03376623
ILMN_1715569	297.041	0
ILMN_1707311	110.4386	0.2051948
ILMN_1702541	148.1195	0.02987013
ILMN_2064898	301.5106	0
ILMN_1789786	258.1023	0
ILMN_1687437	151.299	0.02597403
ILMN_2140342	112.2678	0.1805195
ILMN_1686920	154.5774	0.02207792
ILMN_1662318	467.7264	0
ILMN_1745904	250.8084	0
ILMN_1722446	305.708	0
ILMN_2210298	102.9838	0.3532467
ILMN_1663370	115.8503	0.1350649
ILMN_1701905	87.65566	0.8233766
ILMN_1773060	164.3792	0.01298701
ILMN_1653102	87.3774	0.8285714
ILMN_3235171	126.5149	0.06233766
ILMN_2227195	132.4662	0.04285714
ILMN_1683533	133.1404	0.04025974
ILMN_1663062	84.50748	0.9090909
ILMN_1815326	110.7463	0.2038961
ILMN_2203876	91.40006	0.7116883
ILMN_1657680	141.726	0.03376623
ILMN_2382974	127.2518	0.05974026
ILMN_1808835	102.2725	0.374026
ILMN_1768877	174.9861	0.01038961
ILMN_1749982	88.69583	0.7974026
ILMN_1768433	171.8087	0.01038961
ILMN_1707783	1612.68	0
ILMN_1730745	116.2098	0.1350649
ILMN_1678086	108.3449	0.2350649
ILMN_1747655	87.23124	0.8311688
ILMN_3251383	91.36976	0.712987
ILMN_1728085	91.33681	0.7142857
ILMN_1659786	191.413	0.007792208
ILMN_2101375	183.9116	0.009090909
ILMN_1811397	99.77673	0.4376623
ILMN_1711473	154.8603	0.02207792
ILMN_3256415	105.456	0.2935065
ILMN_1760314	87.93546	0.8155844
ILMN_1803338	85.97542	0.8714285
ILMN_1715662	98.51016	0.4909091
ILMN_1794534	87.49523	0.8272727
ILMN_1791933	84.48434	0.9090909
ILMN_1792296	77.99918	0.9896104
ILMN_1709227	236.9486	0
ILMN_1669982	78.61208	0.9896104
ILMN_2361614	89.147	0.7831169
ILMN_1657332	124.8952	0.07012987
ILMN_1792681	125.8855	0.06623377
ILMN_1706691	141.3296	0.03376623
ILMN_1811050	130.306	0.04935065
ILMN_1772208	250.2812	0
ILMN_3248352	257.6796	0
ILMN_1695972	115.4901	0.1363636
ILMN_1719190	103.0425	0.3506494
ILMN_1761961	133.3725	0.03896104
ILMN_1692948	131.9281	0.04675325
ILMN_2232166	367.4222	0
ILMN_1676523	154.5827	0.02207792
ILMN_2190051	122.6698	0.08311688
ILMN_1731107	271.7094	0
ILMN_3248263	297.8221	0
ILMN_3245310	104.398	0.3155844
ILMN_1799710	84.36449	0.9142857
ILMN_1801600	255.0274	0
ILMN_1695357	99.82063	0.4350649
ILMN_1674051	94.72472	0.6155844
ILMN_1660963	153.3033	0.02467532
ILMN_1712943	98.30161	0.4961039
ILMN_1656330	115.5385	0.1363636
ILMN_1760088	94.45485	0.6194805
ILMN_2086965	105.9609	0.2844156
ILMN_1725519	126.9466	0.05974026
ILMN_1783593	83.11416	0.9337662
ILMN_3268472	132.9816	0.04025974
ILMN_3192001	104.8095	0.3077922
ILMN_1740609	101.5594	0.3909091
ILMN_1669034	109.6137	0.212987
ILMN_2255130	79.87712	0.9792208
ILMN_1670658	104.6757	0.3103896
ILMN_2045324	93.55987	0.6493506
ILMN_1710186	96.3857	0.5584416
ILMN_1654411	81.17046	0.9597403
ILMN_1769129	98.40619	0.4948052
ILMN_1720048	102.4923	0.3649351
ILMN_1657234	85.49877	0.8844156
ILMN_1677505	208.5115	0.002597403
ILMN_2160476	87.04552	0.8376623
ILMN_1764030	96.95662	0.5350649
ILMN_1686109	139.1221	0.03376623
ILMN_1653766	91.38529	0.712987
ILMN_1737817	120.2226	0.1077922
ILMN_1782596	75.90878	0.9987013
ILMN_1659601	135.1847	0.03896104
ILMN_2113606	141.2121	0.03376623
ILMN_1774087	129.3781	0.05064935
ILMN_1701347	119.2389	0.1116883
ILMN_2228845	106.6595	0.2688312
ILMN_1671509	196.9409	0.005194805
ILMN_2218856	134.2125	0.03896104
ILMN_1747355	190.3976	0.007792208
ILMN_1773245	156.2343	0.01948052
ILMN_2105573	267.0228	0
ILMN_1674563	76.19999	0.9974026
ILMN_2100209	420.4474	0
ILMN_1716276	412.6938	0
ILMN_1677591	79.25127	0.9844156
ILMN_1773352	1955.46	0
ILMN_2098126	3721.843	0
ILMN_1683456	97.90833	0.5090909
ILMN_1772964	160.6922	0.01428571
ILMN_1692271	100.827	0.412987
ILMN_1652198	457.8925	0
ILMN_1784352	966.7316	0
ILMN_2157099	93.01977	0.6675324
ILMN_1786125	136.0694	0.03766234
ILMN_1712803	98.10532	0.5012987
ILMN_2347349	226.9507	0
ILMN_2260833	109.2143	0.2155844
ILMN_1714386	94.19807	0.6285715
ILMN_1752394	131.7413	0.04675325
ILMN_1801939	95.78626	0.5818182
ILMN_1754746	87.95474	0.8155844
ILMN_2380660	100.8226	0.412987
ILMN_1705757	92.72823	0.6779221
ILMN_1798705	158.8238	0.01688312
ILMN_2409395	163.2881	0.01298701
ILMN_1676423	134.0482	0.03896104
ILMN_1688480	98.43561	0.4935065
ILMN_1667081	508.1181	0
ILMN_2067656	1084.964	0
ILMN_1668721	2511.721	0
ILMN_1658743	147.4604	0.02987013
ILMN_1711459	113.3093	0.1714286
ILMN_1702247	1782.547	0
ILMN_2384785	122.634	0.08571429
ILMN_1795852	118.4938	0.1181818
ILMN_2374425	97.66224	0.5168831
ILMN_1733419	99.76351	0.4376623
ILMN_1651260	87.56509	0.8246753
ILMN_2412384	109.7298	0.2116883
ILMN_1773119	133.5703	0.03896104
ILMN_1694491	359.7259	0
ILMN_2380754	88.5014	0.8012987
ILMN_1747244	126.3248	0.06363636
ILMN_2228732	230.0116	0
ILMN_2187830	127.6394	0.05714286
ILMN_1742250	199.2583	0.005194805
ILMN_1691942	2681.241	0
ILMN_3241750	101.3126	0.3961039
ILMN_2206812	121.1429	0.1
ILMN_3237926	152.5029	0.02597403
ILMN_1689123	452.7205	0
ILMN_2094776	706.5511	0
ILMN_1683129	196.5143	0.005194805
ILMN_2379226	124.5568	0.07272727
ILMN_1698260	109.2428	0.2155844
ILMN_1676631	90.97781	0.7233766
ILMN_1692390	105.5819	0.2883117
ILMN_2357682	113.8728	0.1597403
ILMN_1722522	260.4967	0
ILMN_1787877	259.6163	0
ILMN_1708991	161.3621	0.01428571
ILMN_1758606	84.30138	0.9155844
ILMN_2261784	496.6893	0
ILMN_1810069	175.3418	0.01038961
ILMN_2166524	147.3289	0.02987013
ILMN_3255636	93.90004	0.635065
ILMN_3181933	111.6805	0.1883117
ILMN_3265324	107.9229	0.2454545
ILMN_3188856	83.59794	0.9285714
ILMN_2409290	125.0833	0.06883117
ILMN_1794190	476.636	0
ILMN_1678833	446.65	0
ILMN_1666493	158.8099	0.01688312
ILMN_1776706	98.47625	0.4909091
ILMN_1774761	304.9301	0
ILMN_2376431	95.87363	0.5779221
ILMN_2276996	130.8239	0.04675325
ILMN_3188479	90.74947	0.7324675
ILMN_1777461	140.0994	0.03376623
ILMN_1658299	155.2074	0.02077922
ILMN_1669062	247.6028	0
ILMN_1769895	313.0156	0
ILMN_3232921	115.4476	0.1363636
ILMN_1763322	715.7017	0
ILMN_1656684	105.6921	0.287013
ILMN_2086143	109.8102	0.2103896
ILMN_2145033	88.60945	0.8
ILMN_1653395	83.40641	0.9311689
ILMN_2387696	8316.52	0
ILMN_1759635	117.1932	0.1285714
ILMN_1690907	182.4225	0.009090909
ILMN_1715131	707.5479	0
ILMN_1739421	97.55238	0.5194805
ILMN_1664316	105.94	0.2844156
ILMN_2337386	117.5499	0.125974
ILMN_2357730	117.4637	0.125974
ILMN_1686804	100.0444	0.4350649
ILMN_1781769	99.42289	0.4493507
ILMN_1740436	88.84249	0.7896104
ILMN_2331922	102.3	0.3727273
ILMN_1773992	126.5134	0.06233766
ILMN_3190833	131.7358	0.04675325
ILMN_1689378	114.3111	0.1558442
ILMN_2290998	170.4966	0.01038961
ILMN_1766797	173.0951	0.01038961
ILMN_1748407	143.339	0.03376623
ILMN_1679382	254.2761	0
ILMN_1651828	216.7036	0.001298701
ILMN_2334989	235.545	0
ILMN_1776073	122.7567	0.08311688
ILMN_1706246	113.0372	0.1753247
ILMN_1719611	214.6578	0.001298701
ILMN_1722502	186.8094	0.007792208
ILMN_1699610	130.4451	0.04805195
ILMN_1681160	100.5079	0.4220779
ILMN_2050617	284.3632	0
ILMN_1733023	82.48184	0.9415584
ILMN_2341793	536.8707	0
ILMN_1703718	196.0831	0.005194805
ILMN_1662954	205.4005	0.002597403
ILMN_1717868	712.509	0
ILMN_3239249	100.3269	0.4285714
ILMN_1727272	85.39001	0.887013
ILMN_1680364	93.87077	0.6363636
ILMN_2396444	3062.608	0
ILMN_1740015	849.9858	0
ILMN_1661589	122.9277	0.08311688
ILMN_2326713	576.342	0
ILMN_1794740	114.2618	0.1558442
ILMN_1742001	253.3489	0
ILMN_1722622	269.2132	0
ILMN_2379599	333.0259	0
ILMN_1733270	124.3944	0.07402597
ILMN_3242540	93.26373	0.6610389
ILMN_1783852	153.7682	0.02337662
ILMN_1714118	128.2944	0.05454545
ILMN_1774071	85.41137	0.887013
ILMN_3251610	98.021	0.5051948
ILMN_1665647	122.6654	0.08311688
ILMN_1782704	140.114	0.03376623
ILMN_1723520	127.6485	0.05714286
ILMN_1726230	149.7116	0.02857143
ILMN_1654210	307.8196	0
ILMN_1892782	101.6759	0.3844156
ILMN_1719433	329.9832	0
ILMN_1784272	112.2615	0.1805195
ILMN_2335754	144.3569	0.03376623
ILMN_1695025	964.9907	0
ILMN_1706722	104.1184	0.325974
ILMN_1787750	125.4563	0.06623377
ILMN_1750003	119.4606	0.1116883
ILMN_2408112	120.4516	0.1051948
ILMN_3239639	118.8186	0.1168831
ILMN_1657358	119.8164	0.1103896
