PROBE_ID	7677153059_B.VALUE	7677153059_B.Detection Pval
ILMN_2380688	95.47343	0.3363636
ILMN_1685824	579.8887	0
ILMN_1732555	93.61986	0.4038961
ILMN_1663541	155.4285	0.02077922
ILMN_3239284	89.21673	0.6558442
ILMN_1806999	167.6871	0.01298701
ILMN_1687751	337.3497	0
ILMN_1707717	97.03053	0.2935065
ILMN_1771308	122.72	0.05844156
ILMN_2320349	91.45263	0.5155844
ILMN_1797804	92.78336	0.4428571
ILMN_2326712	132.3117	0.04675325
ILMN_1669323	142.9847	0.03636364
ILMN_1807181	119.0201	0.06883117
ILMN_1681583	89.42043	0.638961
ILMN_1751149	90.08143	0.6012987
ILMN_1670695	111.91	0.0948052
ILMN_1659943	105.7508	0.1454545
ILMN_2058468	140.7292	0.03766234
ILMN_1685398	96.64653	0.3025974
ILMN_1738652	207.1389	0.005194805
ILMN_1720360	97.17764	0.2909091
ILMN_1733970	132.2398	0.04675325
ILMN_3244893	103.9239	0.1675325
ILMN_1659766	129.5482	0.04805195
ILMN_2221014	113.8946	0.09090909
ILMN_1727996	135.9428	0.04285714
ILMN_2361695	326.9265	0
ILMN_2268855	88.57059	0.7
ILMN_1751396	87.59699	0.7688312
ILMN_1728514	112.525	0.09220779
ILMN_1768994	97.48045	0.287013
ILMN_2168766	110.2563	0.1090909
ILMN_2069267	130.8161	0.04675325
ILMN_1697549	94.31787	0.3792208
ILMN_2138135	88.3007	0.7233766
ILMN_2206141	197.0917	0.005194805
ILMN_3242544	88.67329	0.6935065
ILMN_1739256	94.73717	0.3662338
ILMN_1779510	170.1708	0.01298701
ILMN_1729529	90.75576	0.5597402
ILMN_1797130	88.29786	0.7233766
ILMN_1763869	119.4366	0.06753246
ILMN_1773109	92.96497	0.4311688
ILMN_1671076	88.12183	0.7311688
ILMN_1705922	199.5992	0.005194805
ILMN_1652865	93.2532	0.4207792
ILMN_1699727	112.7423	0.09220779
ILMN_2247226	101.7501	0.1922078
ILMN_2258749	84.41396	0.9337662
ILMN_1703593	89.47943	0.635065
ILMN_1771652	133.6903	0.04675325
ILMN_1810550	124.9809	0.05454545
ILMN_1805990	106.014	0.1454545
ILMN_1691410	89.73537	0.6233766
ILMN_2179837	374.8014	0
ILMN_1749243	101.9773	0.1805195
ILMN_1805823	166.0259	0.01298701
ILMN_1661646	163.9845	0.01428571
ILMN_1663631	1225.511	0
ILMN_2396338	103.772	0.1701299
ILMN_1701216	302.7628	0
ILMN_1768363	132.024	0.04675325
ILMN_1782004	104.1262	0.1649351
ILMN_2074258	123.0555	0.05714286
ILMN_1737662	102.4315	0.1792208
ILMN_1706493	85.54579	0.8818182
ILMN_1772312	82.44878	0.9792208
ILMN_1701170	211.2704	0.005194805
ILMN_3265434	87.80695	0.7545455
ILMN_3182301	96.30437	0.3142857
ILMN_1651826	3217.578	0
ILMN_1686626	959.7223	0
ILMN_1690576	104.5405	0.1597403
ILMN_2357976	91.05164	0.5350649
ILMN_1760563	222.8145	0.005194805
ILMN_2408179	157.9619	0.01948052
ILMN_1743137	523.5316	0
ILMN_3247802	136.2464	0.04285714
ILMN_1705364	126.008	0.05194805
ILMN_2390416	152.6639	0.02337662
ILMN_1742782	121.0179	0.06363636
ILMN_2152402	195.7899	0.005194805
ILMN_1668822	129.1109	0.04805195
ILMN_1690241	136.1055	0.04285714
ILMN_1763207	105.43	0.151948
ILMN_2321064	329.3266	0
ILMN_2258383	129.663	0.04805195
ILMN_1683300	121.0321	0.06363636
ILMN_1742230	453.2339	0
ILMN_1658327	187.2873	0.006493506
ILMN_1696692	103.2179	0.1753247
ILMN_1680831	253.2692	0.001298701
ILMN_1676318	169.1605	0.01298701
ILMN_1720850	398.8088	0
ILMN_1729645	121.702	0.06233766
ILMN_1734929	97.98093	0.2727273
ILMN_1800590	173.9442	0.01168831
ILMN_1741985	133.7572	0.04675325
ILMN_2166972	125.5392	0.05324675
ILMN_2230035	157.2717	0.01948052
ILMN_1767612	226.6751	0.005194805
ILMN_1762466	139.679	0.03896104
ILMN_2299737	110.0523	0.1103896
ILMN_1663592	88.98263	0.674026
ILMN_1711053	81.3103	0.9844156
ILMN_1703111	97.14014	0.2909091
ILMN_1776656	98.51306	0.2623377
ILMN_1775012	94.31318	0.3792208
ILMN_2257833	118.8241	0.07012987
ILMN_2377056	87.04643	0.8012987
ILMN_1794956	107.6493	0.1285714
ILMN_2352159	96.92209	0.2948052
ILMN_1745415	392.2472	0
ILMN_1790455	104.7643	0.1584416
ILMN_1705653	188.8017	0.005194805
ILMN_2320280	98.02564	0.2714286
ILMN_2246131	96.20942	0.3142857
ILMN_1680300	94.74426	0.3662338
ILMN_1732154	98.39294	0.2636364
ILMN_1697642	128.2484	0.04935065
ILMN_1715928	88.55447	0.7
ILMN_1705568	87.83789	0.7506493
ILMN_2342084	134.2037	0.04675325
ILMN_2266334	88.11343	0.7324675
ILMN_1737380	132.6863	0.04675325
ILMN_1812403	481.3273	0
ILMN_1672596	93.59544	0.4051948
ILMN_1763638	112.2915	0.09350649
ILMN_3191746	91.12383	0.5298702
ILMN_1733042	168.6259	0.01298701
ILMN_2136147	96.39368	0.3090909
ILMN_1751760	98.03695	0.2714286
ILMN_2148452	95.54836	0.3324675
ILMN_2054510	98.03409	0.2714286
ILMN_2248912	127.4302	0.05194805
ILMN_1808059	167.2676	0.01298701
ILMN_2325506	126.7324	0.05194805
ILMN_1766169	102.291	0.1805195
ILMN_1695110	145.7349	0.03376623
ILMN_1771966	283.897	0
ILMN_1811188	157.8885	0.01948052
ILMN_1786433	120.1797	0.06623377
ILMN_1758090	89.66789	0.625974
ILMN_1796113	130.8895	0.04675325
ILMN_2176592	118.0043	0.07532468
ILMN_1685641	82.95401	0.9727273
ILMN_1735979	172.7836	0.01298701
ILMN_2390453	115.333	0.08311688
ILMN_1764166	106.1426	0.1441558
ILMN_2259949	84.99454	0.9207792
ILMN_1655433	101.0998	0.2064935
ILMN_1693394	378.6506	0
ILMN_1716446	146.1044	0.03246753
ILMN_1704070	96.45406	0.3064935
ILMN_2255133	283.0128	0
ILMN_1659800	113.9444	0.09090909
ILMN_1752899	418.8483	0
ILMN_2342271	157.6054	0.01948052
ILMN_1665761	444.356	0
ILMN_1667885	203.0051	0.005194805
ILMN_1701120	89.11452	0.6636364
ILMN_1801119	281.9035	0
ILMN_2363250	104.3874	0.161039
ILMN_2246956	439.5165	0
ILMN_1769229	113.9661	0.09090909
ILMN_1654118	291.9401	0
ILMN_1742410	96.61922	0.3025974
ILMN_1749096	113.9358	0.09090909
ILMN_1766541	94.88177	0.3649351
ILMN_1774997	102.57	0.1792208
ILMN_2359627	130.115	0.04675325
ILMN_1731193	114.1115	0.09090909
ILMN_2396982	155.5587	0.02077922
ILMN_1752953	148.7254	0.03116883
ILMN_2181445	304.3601	0
ILMN_1664235	180.381	0.007792208
ILMN_1773925	98.4732	0.2623377
ILMN_1717976	93.36341	0.4155844
ILMN_2279645	126.3518	0.05194805
ILMN_1694666	91.83076	0.4922078
ILMN_3251676	119.6638	0.06753246
ILMN_1655722	93.7963	0.3974026
ILMN_1746561	130.6071	0.04675325
ILMN_1710514	395.0864	0
ILMN_1746053	108.1773	0.1220779
ILMN_1737314	1556.467	0
ILMN_1651285	86.86507	0.8064935
ILMN_1706886	96.92674	0.2948052
ILMN_1665996	92.20089	0.4701299
ILMN_2378081	84.75823	0.9220779
ILMN_1754199	137.935	0.03896104
ILMN_2367275	173.4804	0.01168831
ILMN_1788844	89.14838	0.6597403
ILMN_2371147	186.0326	0.006493506
ILMN_1701165	109.1521	0.1155844
ILMN_1671715	86.15404	0.8571429
ILMN_1704452	273.2945	0
ILMN_1743966	144.842	0.03636364
ILMN_1775192	539.1323	0
ILMN_2357272	176.8336	0.01038961
ILMN_1690321	141.1685	0.03766234
ILMN_1814686	86.75672	0.8142857
ILMN_2335264	93.78404	0.3974026
ILMN_1773117	206.2717	0.005194805
ILMN_1712161	99.93698	0.2350649
ILMN_1676241	108.688	0.1194805
ILMN_1767015	122.2958	0.05974026
ILMN_1678260	97.26958	0.2909091
ILMN_1669663	203.578	0.005194805
ILMN_1670398	113.2413	0.09220779
ILMN_1680683	95.44724	0.3363636
ILMN_1668907	129.5397	0.04805195
ILMN_2333146	104.3911	0.161039
ILMN_1738529	107.6283	0.1285714
ILMN_1678757	671.5106	0
ILMN_1683471	88.44983	0.7116883
ILMN_1677637	90.49059	0.5766234
ILMN_1799280	96.0145	0.3155844
ILMN_1673360	88.19054	0.7285714
ILMN_1734611	135.8597	0.04285714
ILMN_1684086	86.92673	0.8051948
ILMN_1719820	85.36066	0.9012987
ILMN_1751276	118.0383	0.07402597
ILMN_1793988	90.791	0.5571429
ILMN_1706644	94.83717	0.3649351
ILMN_1761910	121.0484	0.06363636
ILMN_1712712	102.1268	0.1805195
ILMN_1809543	87.9846	0.738961
ILMN_3249533	105.8799	0.1454545
ILMN_1687149	149.614	0.02727273
ILMN_1697923	123.3422	0.05714286
ILMN_1733066	86.25877	0.851948
ILMN_1744822	355.9911	0
ILMN_1744748	92.11155	0.4727273
ILMN_1668924	99.44418	0.2480519
ILMN_3237923	85.62409	0.8779221
ILMN_1754062	88.2377	0.7272727
ILMN_2375032	94.03338	0.387013
ILMN_3242856	90.85413	0.5506493
ILMN_1740094	91.99108	0.4818182
ILMN_1796574	95.58575	0.3311688
ILMN_3237256	101.1205	0.2064935
ILMN_3237448	129.3193	0.04805195
ILMN_3238319	92.88211	0.438961
ILMN_1706969	96.34377	0.312987
ILMN_3230880	95.70768	0.3285714
ILMN_3178043	93.18451	0.4246753
ILMN_3230853	97.963	0.2727273
ILMN_1718982	230.0898	0.003896104
ILMN_1755796	94.61373	0.3701299
ILMN_2410182	99.63894	0.2402597
ILMN_1796685	94.15217	0.3857143
ILMN_1684042	97.77938	0.2753247
ILMN_2060652	110.3303	0.1090909
ILMN_3246699	97.70118	0.2779221
ILMN_1702637	99.40897	0.2493507
ILMN_2234697	94.89415	0.3649351
ILMN_2181892	221.4588	0.005194805
ILMN_2351638	149.2471	0.02987013
ILMN_1806473	107.8252	0.1272727
ILMN_1804798	246.5054	0.001298701
ILMN_1773504	80.47357	0.9935065
ILMN_3311150	86.42603	0.8415585
ILMN_3307987	94.18133	0.3857143
ILMN_3311140	84.26554	0.9376624
ILMN_1814808	188.1508	0.006493506
ILMN_1712608	103.7306	0.1701299
ILMN_1690217	94.35648	0.3792208
ILMN_1755818	100.1074	0.2324675
ILMN_2206746	111.8538	0.0961039
ILMN_1673590	93.88829	0.3935065
ILMN_1768534	788.234	0
ILMN_1726809	98.4629	0.2623377
ILMN_1742787	85.8979	0.8675325
ILMN_1708131	92.95228	0.4324675
ILMN_1699585	90.20991	0.5922078
ILMN_1656638	87.64406	0.7649351
ILMN_1813043	90.6688	0.5649351
ILMN_2070521	95.04667	0.3584416
ILMN_1719570	86.85185	0.8077922
ILMN_1692973	91.18151	0.5272727
ILMN_2362034	102.8319	0.1779221
ILMN_1771268	100.5385	0.2168831
ILMN_2380418	420.4484	0
ILMN_2372413	203.0214	0.005194805
ILMN_1763386	387.9109	0
ILMN_2259495	95.55492	0.3324675
ILMN_1770505	102.9778	0.1779221
ILMN_2309245	376.9437	0
ILMN_1674160	432.5917	0
ILMN_1726342	124.3231	0.05454545
ILMN_1708485	130.763	0.04675325
ILMN_1688489	115.8191	0.08181818
ILMN_2182704	317.1958	0
ILMN_1768194	178.415	0.01038961
ILMN_2405684	1682.741	0
ILMN_1776181	398.8895	0
ILMN_1681644	138.1182	0.03896104
ILMN_2349459	90.75327	0.5597402
ILMN_1803124	86.12141	0.8597403
ILMN_1801605	153.2653	0.02337662
ILMN_2338849	98.4157	0.2636364
ILMN_1674036	109.2375	0.1155844
ILMN_1727144	86.72797	0.8181818
ILMN_1805826	107.6124	0.1298701
ILMN_2214098	133.6199	0.04675325
ILMN_1675612	187.969	0.006493506
ILMN_1807331	108.1929	0.1220779
ILMN_1668277	319.1334	0
ILMN_1709484	116.1811	0.08051948
ILMN_1721921	131.3692	0.04675325
ILMN_2142935	86.97314	0.8025974
ILMN_2157510	370.5645	0
ILMN_1760530	154.9534	0.02077922
ILMN_1679782	104.1455	0.1649351
ILMN_1681242	91.00498	0.5415584
ILMN_1699669	94.35951	0.3792208
ILMN_1691436	305.9277	0
ILMN_1797793	112.6202	0.09220779
ILMN_2106656	1501.691	0
ILMN_2106658	3920.033	0
ILMN_1695354	140.1355	0.03766234
ILMN_1787794	92.10185	0.474026
ILMN_1810239	116.0401	0.08051948
ILMN_2308338	137.3308	0.03896104
ILMN_1700915	301.6778	0
ILMN_2295290	84.81736	0.9220779
ILMN_1758542	558.3219	0
ILMN_1800412	118.943	0.06883117
ILMN_1800776	93.73084	0.3987013
ILMN_1798803	148.1351	0.03246753
ILMN_1789994	96.37765	0.312987
ILMN_1791688	94.42761	0.3766234
ILMN_1702755	92.70084	0.4441558
ILMN_1722718	95.07378	0.3584416
ILMN_2299045	161.6983	0.01818182
ILMN_1811148	116.4577	0.08051948
ILMN_1814200	113.2841	0.09220779
ILMN_1707469	83.46357	0.9532468
ILMN_1682661	89.85928	0.6181818
ILMN_1740900	93.32896	0.4168831
ILMN_1709734	102.0896	0.1805195
ILMN_1693749	80.34122	0.9935065
ILMN_1660552	82.38853	0.9805195
ILMN_1747650	110.9833	0.1025974
ILMN_1741566	84.6821	0.9220779
ILMN_1761264	100.3029	0.225974
ILMN_2123415	128.5138	0.04805195
ILMN_3307916	83.06046	0.9649351
ILMN_1702371	86.59124	0.8298701
ILMN_1706957	108.497	0.1194805
ILMN_2095577	84.73566	0.9220779
ILMN_1801658	80.848	0.9935065
ILMN_2070896	140.5543	0.03766234
ILMN_1789095	122.6274	0.05844156
ILMN_1772713	267.9858	0
ILMN_1777854	80.47855	0.9935065
ILMN_3238183	5895.107	0
ILMN_1796138	113.0758	0.09220779
ILMN_1759892	82.20513	0.9818182
ILMN_1672307	92.35182	0.4623377
ILMN_1751465	88.33404	0.7207792
ILMN_1679464	93.74844	0.3974026
ILMN_2298301	91.79159	0.4961039
ILMN_1655086	86.39587	0.8441558
ILMN_1692748	92.99265	0.4311688
ILMN_1656373	99.84679	0.2363636
ILMN_1734410	90.03796	0.6038961
ILMN_2318733	116.3461	0.08051948
ILMN_1770803	431.5027	0
ILMN_1724658	166.6778	0.01298701
ILMN_2045419	129.3537	0.04805195
ILMN_1718961	449.8066	0
ILMN_1708513	92.98665	0.4311688
ILMN_1699989	133.9921	0.04675325
ILMN_1711170	89.66211	0.625974
ILMN_1773997	83.1159	0.9649351
ILMN_1689172	122.3792	0.05974026
ILMN_1728780	89.53088	0.6311688
ILMN_1803956	86.78857	0.8142857
ILMN_1730032	214.5268	0.005194805
ILMN_1793966	94.91051	0.3636364
ILMN_1782633	346.3928	0
ILMN_1656382	140.1665	0.03766234
ILMN_2298511	113.712	0.09090909
ILMN_1703894	123.8092	0.05584415
ILMN_1659343	541.305	0
ILMN_1810680	127.3428	0.05194805
ILMN_3249676	92.23674	0.4675325
ILMN_1786658	224.0666	0.005194805
ILMN_2343010	238.9134	0.001298701
ILMN_2258488	88.18745	0.7298701
ILMN_2329759	94.93963	0.3636364
ILMN_1759369	93.35252	0.4168831
ILMN_1670746	98.10782	0.2701299
ILMN_1781833	87.53706	0.7727273
ILMN_1715583	197.4535	0.005194805
ILMN_2147920	122.4043	0.05974026
ILMN_1793049	86.10275	0.861039
ILMN_2352921	109.4954	0.112987
ILMN_1788764	104.672	0.1584416
ILMN_2352926	91.13824	0.5298702
ILMN_1657746	145.4199	0.03376623
ILMN_1766736	110.4497	0.1077922
ILMN_1796928	104.3059	0.1623377
ILMN_1708152	90.62169	0.5662338
ILMN_1670091	88.19361	0.7285714
ILMN_1712718	105.4141	0.151948
ILMN_1699179	155.151	0.02077922
ILMN_1688381	125.5561	0.05324675
ILMN_1655210	85.03194	0.9194805
ILMN_1798112	85.80599	0.8714285
ILMN_2217056	120.4379	0.06493507
ILMN_3235789	105.4736	0.1493506
ILMN_1652472	98.13551	0.2701299
ILMN_1772034	86.19788	0.8532467
ILMN_2311089	88.74941	0.687013
ILMN_1738027	116.8588	0.07792208
ILMN_1666652	95.75614	0.3272727
ILMN_1771065	95.31954	0.3454545
ILMN_1677794	89.21507	0.6558442
ILMN_1697546	132.8398	0.04675325
ILMN_1730019	122.2783	0.05974026
ILMN_1758918	1021.021	0
ILMN_1785635	328.2351	0
ILMN_1774134	94.03588	0.387013
ILMN_1736981	145.2228	0.03506494
ILMN_1771061	112.8878	0.09220779
ILMN_1696420	162.3264	0.01818182
ILMN_2082810	174.9096	0.01168831
ILMN_3185563	95.03385	0.3584416
ILMN_3262031	157.5521	0.01948052
ILMN_3245301	89.68397	0.625974
ILMN_2349600	229.2178	0.005194805
ILMN_1702335	109.9866	0.1103896
ILMN_1701711	177.1	0.01038961
ILMN_1651405	353.4407	0
ILMN_1811481	81.62681	0.9831169
ILMN_1781085	121.103	0.06363636
ILMN_1750821	91.17145	0.5285714
ILMN_1667928	83.53457	0.9532468
ILMN_2247703	90.05235	0.6012987
ILMN_2363489	232.5223	0.002597403
ILMN_1778684	171.6848	0.01298701
ILMN_1658805	100.585	0.2155844
ILMN_3244769	96.80167	0.2987013
ILMN_1736836	120.2847	0.06623377
ILMN_1703686	108.9756	0.1168831
ILMN_1800430	97.61297	0.2831169
ILMN_1665554	166.0228	0.01298701
ILMN_1781580	875.1897	0
ILMN_1797693	129.7681	0.04805195
ILMN_1803570	286.0236	0
ILMN_1800619	118.4589	0.07142857
ILMN_1693410	252.853	0.001298701
ILMN_3253304	306.6285	0
ILMN_1760757	107.7546	0.1272727
ILMN_2155172	119.484	0.06753246
ILMN_1679800	259.7521	0
ILMN_2398432	530.9667	0
ILMN_1719165	236.3257	0.001298701
ILMN_1775943	115.6692	0.08181818
ILMN_2225511	95.63882	0.3298701
ILMN_1727813	181.5672	0.007792208
ILMN_1666967	158.6678	0.01948052
ILMN_2226324	469.9167	0
ILMN_1669308	180.2136	0.007792208
ILMN_2365549	795.3901	0
ILMN_1658800	230.9368	0.003896104
ILMN_1756165	130.5854	0.04675325
ILMN_2185845	190.3176	0.005194805
ILMN_1708496	90.46151	0.5792208
ILMN_2305249	114.0005	0.09090909
ILMN_1675776	97.50584	0.287013
ILMN_1660400	88.86269	0.6818182
ILMN_1714669	101.336	0.2025974
ILMN_1672871	92.18651	0.4701299
ILMN_1656045	99.53654	0.2454545
ILMN_2296011	96.51186	0.3051948
ILMN_1805111	100.0167	0.2337662
ILMN_1673518	151.144	0.02727273
ILMN_1801866	116.4538	0.08051948
ILMN_1761915	107.3864	0.1324675
ILMN_1662896	185.0674	0.006493506
ILMN_2086222	88.43951	0.7116883
ILMN_1757794	107.734	0.1272727
ILMN_1774596	212.7431	0.005194805
ILMN_1734483	371.0839	0
ILMN_1778374	346.5678	0
ILMN_1730709	106.5008	0.1402597
ILMN_1760246	128.896	0.04805195
ILMN_1726420	95.01289	0.3584416
ILMN_3242325	95.63755	0.3298701
ILMN_3247560	94.62206	0.3701299
ILMN_1770161	160.4684	0.01818182
ILMN_1723480	279.4975	0
ILMN_3238628	88.4958	0.7064935
ILMN_1676842	393.9452	0
ILMN_2411264	166.8518	0.01298701
ILMN_1691927	139.5331	0.03896104
ILMN_1809344	169.425	0.01298701
ILMN_1654153	90.65018	0.5649351
ILMN_1674670	115.4917	0.08181818
ILMN_1696582	99.42929	0.2480519
ILMN_1705066	248.4994	0.001298701
ILMN_1732885	133.3796	0.04675325
ILMN_1707481	132.5359	0.04675325
ILMN_1677684	88.09001	0.7337663
ILMN_2286987	90.50405	0.5766234
ILMN_3238274	638.9562	0
ILMN_1713964	96.83737	0.2987013
ILMN_1666653	89.87688	0.6181818
ILMN_2334350	100.7755	0.212987
ILMN_1744725	265.1099	0
ILMN_1687743	113.8617	0.09090909
ILMN_2356745	93.19957	0.4233766
ILMN_1757298	130.2018	0.04675325
ILMN_2049900	89.47843	0.635065
ILMN_1796773	93.51236	0.4064935
ILMN_1732271	94.26829	0.3818182
ILMN_2081070	101.3042	0.2025974
ILMN_1699728	90.6312	0.5649351
ILMN_2319414	2781.867	0
ILMN_1659762	1917.212	0
ILMN_2245676	107.5652	0.1298701
ILMN_3309354	95.27454	0.3480519
ILMN_2072140	149.8894	0.02727273
ILMN_1759359	177.8303	0.01038961
ILMN_1775743	4297.777	0
ILMN_1770085	760.6042	0
ILMN_1707339	154.1937	0.02077922
ILMN_2154836	98.19911	0.2662338
ILMN_1689154	92.22559	0.4688312
ILMN_1662026	460.6224	0
ILMN_1778536	187.91	0.006493506
ILMN_2099528	169.9393	0.01298701
ILMN_1698953	134.4475	0.04675325
ILMN_1783392	103.6649	0.1727273
ILMN_2364852	407.1168	0
ILMN_1752758	118.5109	0.07142857
ILMN_2256894	101.9386	0.1844156
ILMN_1721813	115.0901	0.08441558
ILMN_1687888	94.09366	0.387013
ILMN_1802708	270.8807	0
ILMN_1700067	268.1455	0
ILMN_1676528	455.8069	0
ILMN_2373831	189.9354	0.005194805
ILMN_1688101	104.2527	0.1636364
ILMN_1783795	129.4681	0.04805195
ILMN_1660446	86.90208	0.8064935
ILMN_2355786	102.2968	0.1805195
ILMN_1663749	201.5638	0.005194805
ILMN_1770709	88.54422	0.7025974
ILMN_1676895	120.4022	0.06493507
ILMN_1772976	111.3699	0.1012987
ILMN_1815718	92.96157	0.4311688
ILMN_1689438	92.43504	0.4545455
ILMN_2202948	86.35796	0.8454546
ILMN_1797307	89.78978	0.6207792
ILMN_1693145	890.2618	0
ILMN_2245180	89.98782	0.6077922
ILMN_1778764	153.322	0.02337662
ILMN_2386100	151.4525	0.02597403
ILMN_1749210	134.5181	0.04675325
ILMN_1710697	541.1398	0
ILMN_1702107	88.9671	0.6753247
ILMN_1676294	94.10593	0.387013
ILMN_1689237	112.7077	0.09220779
ILMN_1682792	94.17755	0.3857143
ILMN_2111229	117.8894	0.07532468
ILMN_1669208	109.3026	0.1155844
ILMN_1730285	80.51786	0.9935065
ILMN_1704760	116.9277	0.07792208
ILMN_1714878	79.59707	0.9974026
ILMN_1717982	74.76668	1
ILMN_1793846	96.46927	0.3051948
ILMN_1669554	89.20402	0.6571429
ILMN_1676548	166.5655	0.01298701
ILMN_1767556	85.84023	0.8701299
ILMN_1738955	196.0438	0.005194805
ILMN_3181538	159.7517	0.01818182
ILMN_1770399	84.13261	0.9415584
ILMN_1654413	90.06309	0.6012987
ILMN_1783247	107.7704	0.1272727
ILMN_1799204	86.67138	0.8207792
ILMN_1652715	87.46452	0.7805195
ILMN_3230789	86.86682	0.8064935
ILMN_1770130	90.98734	0.5441558
ILMN_2159300	88.49175	0.7064935
ILMN_1810462	94.28523	0.3805195
ILMN_1680110	138.9293	0.03896104
ILMN_1734010	137.8037	0.03896104
ILMN_1761411	106.8531	0.1363636
ILMN_1665508	115.7392	0.08181818
ILMN_1767828	113.2382	0.09220779
ILMN_1758153	91.25056	0.5272727
ILMN_1704785	94.23815	0.3844156
ILMN_1674046	124.5745	0.05454545
ILMN_2100936	91.38757	0.5194805
ILMN_1784933	103.258	0.1753247
ILMN_3245166	90.54015	0.5727273
ILMN_1663649	103.9693	0.1675325
ILMN_1791656	166.8525	0.01298701
ILMN_3239861	104.1712	0.1636364
ILMN_2071682	89.89906	0.6155844
ILMN_1730047	91.81506	0.4935065
ILMN_1677311	113.3233	0.09220779
ILMN_1701243	149.8438	0.02727273
ILMN_1687478	93.37607	0.4155844
ILMN_2231921	83.66434	0.951948
ILMN_1658830	181.183	0.007792208
ILMN_1674373	102.8387	0.1779221
ILMN_2158594	124.8693	0.05454545
ILMN_1723921	471.2787	0
ILMN_1768339	86.56061	0.8311688
ILMN_1772706	170.4837	0.01298701
ILMN_2151056	157.4914	0.01948052
ILMN_1684497	126.0965	0.05194805
ILMN_1662470	108.8154	0.1181818
ILMN_2202806	93.97699	0.3896104
ILMN_1747741	86.57588	0.8298701
ILMN_1753490	132.9808	0.04675325
ILMN_2375141	98.94448	0.2571429
ILMN_1765480	93.49834	0.4077922
ILMN_1742604	92.40108	0.4610389
ILMN_1672711	90.81438	0.5558441
ILMN_1681967	91.63556	0.5051948
ILMN_3235877	100.5099	0.2168831
ILMN_1660288	120.6482	0.06363636
ILMN_1792270	132.3292	0.04675325
ILMN_1750338	92.32374	0.4662338
ILMN_2128639	94.43486	0.3766234
ILMN_3254163	156.3728	0.02077922
ILMN_1759157	99.64928	0.2402597
ILMN_2298611	125.9162	0.05194805
ILMN_2344744	87.66901	0.7636364
ILMN_1665760	105.4246	0.151948
ILMN_2259520	91.93156	0.4883117
ILMN_2205963	1182.159	0
ILMN_1708277	85.98163	0.8636364
ILMN_1672717	139.4137	0.03896104
ILMN_2118472	4714.706	0
ILMN_1754538	120.3409	0.06623377
ILMN_2295346	83.3548	0.9558442
ILMN_1718520	201.9676	0.005194805
ILMN_1783873	108.7175	0.1194805
ILMN_1765232	122.2115	0.05974026
ILMN_1710207	221.8778	0.005194805
ILMN_1678652	121.5296	0.06233766
ILMN_1795563	90.00496	0.6038961
ILMN_1768077	131.9948	0.04675325
ILMN_1720898	103.6077	0.1727273
ILMN_1664488	296.6932	0
ILMN_1777591	89.33987	0.6402597
ILMN_1719577	91.51956	0.5142857
ILMN_1662791	92.13585	0.4727273
ILMN_1720755	99.65316	0.238961
ILMN_2415617	89.77596	0.6207792
ILMN_1742473	85.77676	0.8714285
ILMN_1664741	110.935	0.1051948
ILMN_1738047	117.635	0.07662338
ILMN_3192411	92.24606	0.4675325
ILMN_3268880	92.35373	0.4623377
ILMN_1792110	154.3385	0.02077922
ILMN_1838791	138.0779	0.03896104
ILMN_2301163	94.14027	0.3857143
ILMN_1671905	163.1323	0.01558442
ILMN_1805603	91.54147	0.512987
ILMN_1757099	90.14668	0.5961039
ILMN_1782861	87.48763	0.7779221
ILMN_2101719	101.1865	0.2038961
ILMN_3307060	89.31965	0.6402597
ILMN_1665207	108.0314	0.1220779
ILMN_1775423	109.0214	0.1168831
ILMN_1680367	88.94939	0.6753247
ILMN_1802702	98.94785	0.2571429
ILMN_2183519	83.19482	0.9610389
ILMN_1692568	96.98307	0.2935065
ILMN_1781654	86.21815	0.851948
ILMN_1724517	85.99236	0.8623376
ILMN_1783629	84.35313	0.9350649
ILMN_1797104	99.6609	0.238961
ILMN_1702584	96.55249	0.3025974
ILMN_1802192	107.355	0.1324675
ILMN_2128967	175.7092	0.01168831
ILMN_1811082	85.13383	0.9116883
ILMN_1786759	1406.027	0
ILMN_1708304	86.63803	0.8246753
ILMN_2267365	100.4183	0.2233766
ILMN_1788356	112.0842	0.0948052
ILMN_2359029	108.9768	0.1168831
ILMN_1665660	87.4384	0.7805195
ILMN_1752988	151.0417	0.02727273
ILMN_2077094	350.689	0
ILMN_3248086	87.75179	0.7571428
ILMN_3235922	178.8347	0.01038961
ILMN_1808163	110.3985	0.1090909
ILMN_1812134	90.65701	0.5649351
ILMN_1786872	99.16122	0.2532468
ILMN_1680963	87.01882	0.8025974
ILMN_1799053	97.543	0.2831169
ILMN_1652602	101.1179	0.2064935
ILMN_1788756	87.8749	0.7480519
ILMN_3306978	83.61166	0.9532468
ILMN_1789804	96.75694	0.2987013
ILMN_1791968	93.19531	0.4246753
ILMN_1673982	91.10292	0.5311688
ILMN_1653836	89.29775	0.648052
ILMN_1782371	83.56149	0.9532468
ILMN_1729842	133.5576	0.04675325
ILMN_3307188	91.94642	0.487013
ILMN_1803015	95.31615	0.3454545
ILMN_1680102	102.3726	0.1792208
ILMN_1767642	180.8	0.007792208
ILMN_2160718	186.1656	0.006493506
ILMN_1696826	92.07195	0.4766234
ILMN_1739345	206.2576	0.005194805
ILMN_1724532	94.30785	0.3805195
