PROBE_ID	7677153059_B.VALUE	7677153059_B.Detection Pval
ILMN_2329958	335.537	0
ILMN_1775944	90.35528	0.5844156
ILMN_1724497	123.2168	0.05714286
ILMN_1720988	93.19658	0.4246753
ILMN_1707274	86.41144	0.8428571
ILMN_1755658	184.3742	0.007792208
ILMN_1673639	87.17284	0.7961039
ILMN_1713732	164.3876	0.01428571
ILMN_1708922	147.3744	0.03246753
ILMN_2268241	95.46777	0.3363636
ILMN_1741628	95.70598	0.3285714
ILMN_1657870	115.6096	0.08181818
ILMN_2240003	98.30448	0.2649351
ILMN_1785424	549.0237	0
ILMN_1731610	121.6516	0.06233766
ILMN_1696682	90.26888	0.5909091
ILMN_2396672	222.103	0.005194805
ILMN_1758825	131.3717	0.04675325
ILMN_1656940	96.71935	0.3
ILMN_1656979	121.1766	0.06363636
ILMN_1731433	194.0715	0.005194805
ILMN_1672878	454.774	0
ILMN_1655114	121.5632	0.06233766
ILMN_1657045	88.71847	0.6883117
ILMN_1766991	85.91692	0.8636364
ILMN_1658083	117.6564	0.07662338
ILMN_1802096	1050.763	0
ILMN_2367165	575.4546	0
ILMN_1753370	112.8578	0.09220779
ILMN_1738921	333.6589	0
ILMN_1660199	150.9425	0.02727273
ILMN_2331636	118.5778	0.07012987
ILMN_1772123	134.1519	0.04675325
ILMN_1667641	83.19847	0.9610389
ILMN_1763852	122.7103	0.05844156
ILMN_1687303	123.1296	0.05714286
ILMN_1761058	185.0335	0.006493506
ILMN_2225595	173.8831	0.01168831
ILMN_1724699	92.45806	0.4545455
ILMN_1775579	141.3162	0.03766234
ILMN_1660890	90.14513	0.5961039
ILMN_1778104	165.4192	0.01298701
ILMN_2053679	238.3477	0.001298701
ILMN_1795104	201.3634	0.005194805
ILMN_1740920	101.0353	0.2090909
ILMN_2263466	120.8984	0.06363636
ILMN_1806408	880.9457	0
ILMN_2352009	222.3706	0.005194805
ILMN_1693148	85.16763	0.9077922
ILMN_1808395	459.8425	0
ILMN_3236270	268.1395	0
ILMN_1743847	92.20654	0.4701299
ILMN_1800008	182.172	0.007792208
ILMN_2133799	95.56852	0.3311688
ILMN_1708672	161.7228	0.01818182
ILMN_1665945	232.5892	0.002597403
ILMN_1676288	107.3928	0.1324675
ILMN_1693250	118.003	0.07532468
ILMN_2295980	98.13369	0.2701299
ILMN_2410362	102.4524	0.1792208
ILMN_1684271	108.4167	0.1194805
ILMN_1726388	86.05865	0.8623376
ILMN_2106002	109.8021	0.1103896
ILMN_1779685	113.4921	0.09090909
ILMN_1665932	99.61919	0.2402597
ILMN_1769694	88.25859	0.7272727
ILMN_1727251	103.8426	0.1701299
ILMN_1734479	98.59491	0.2597403
ILMN_2368728	138.4758	0.03896104
ILMN_2394897	93.41415	0.4142857
ILMN_2394902	96.05776	0.3142857
ILMN_2287535	104.5692	0.1597403
ILMN_1750295	115.3616	0.08311688
ILMN_3187680	195.3626	0.005194805
ILMN_3242266	100.5221	0.2168831
ILMN_1780630	128.2312	0.04935065
ILMN_1716480	167.6139	0.01298701
ILMN_1715192	99.99135	0.2337662
ILMN_2339410	86.11991	0.8597403
ILMN_1779984	91.53792	0.512987
ILMN_1667018	104.4486	0.1597403
ILMN_1773243	86.30627	0.8493506
ILMN_3241214	108.927	0.1168831
ILMN_3235340	100.9785	0.2103896
ILMN_1761000	93.1947	0.4246753
ILMN_3237774	131.7968	0.04675325
ILMN_2333219	88.18867	0.7285714
ILMN_1780485	123.8847	0.05584415
ILMN_1735471	169.0369	0.01298701
ILMN_1699636	303.8139	0
ILMN_2371379	359.7161	0
ILMN_1749014	228.1952	0.005194805
ILMN_1727091	88.86492	0.6792208
ILMN_1771348	125.256	0.05454545
ILMN_2134039	4751.231	0
ILMN_1750800	182.7439	0.007792208
ILMN_1654861	140.8913	0.03766234
ILMN_2121389	88.22054	0.7285714
ILMN_1715543	99.25514	0.2519481
ILMN_1739594	95.61578	0.3298701
ILMN_2353978	88.71227	0.6883117
ILMN_1785474	141.7042	0.03766234
ILMN_2188959	105.82	0.1454545
ILMN_1716237	142.677	0.03766234
ILMN_1764321	102.2658	0.1805195
ILMN_2156699	88.1833	0.7298701
ILMN_1784756	99.00845	0.2558441
ILMN_1728883	93.88791	0.3935065
ILMN_1740265	120.4165	0.06493507
ILMN_1788078	85.42473	0.8948052
ILMN_2252621	91.83839	0.4909091
ILMN_2332250	96.68555	0.3
ILMN_1719178	92.9977	0.4311688
ILMN_1679600	102.3218	0.1792208
ILMN_2367070	135.8754	0.04285714
ILMN_1658995	163.6924	0.01558442
ILMN_1750158	235.3489	0.002597403
ILMN_1668839	99.18637	0.2532468
ILMN_1765767	124.0651	0.05584415
ILMN_1685703	87.89129	0.7480519
ILMN_1743396	112.748	0.09220779
ILMN_1743680	86.38203	0.8441558
ILMN_1669633	231.5779	0.003896104
ILMN_2344956	529.1014	0
ILMN_2104830	123.9964	0.05584415
ILMN_2078599	142.4169	0.03766234
ILMN_2234343	104.2903	0.1623377
ILMN_1706598	126.165	0.05194805
ILMN_2306955	125.0874	0.05454545
ILMN_1758323	142.63	0.03766234
ILMN_1728331	240.4986	0.001298701
ILMN_2351906	94.87003	0.3649351
ILMN_1705637	175.3157	0.01168831
ILMN_1784203	132.1079	0.04675325
ILMN_1666690	112.6596	0.09220779
ILMN_1654468	199.2022	0.005194805
ILMN_2320277	113.7513	0.09090909
ILMN_2227011	91.25561	0.5272727
ILMN_1730002	97.78551	0.2753247
ILMN_3236756	106.5635	0.1402597
ILMN_1716832	94.75268	0.3662338
ILMN_1684585	712.349	0
ILMN_2360705	190.0759	0.005194805
ILMN_1654414	116.495	0.07922078
ILMN_1666096	112.387	0.09350649
ILMN_2391458	119.5573	0.06753246
ILMN_2285506	106.9143	0.1363636
ILMN_1691714	93.93836	0.3922078
ILMN_1683598	264.8914	0
ILMN_2370882	137.0144	0.04025974
ILMN_2273911	88.50532	0.7051948
ILMN_1807914	81.04174	0.9896104
ILMN_1678517	91.46006	0.5155844
ILMN_1705247	327.2977	0
ILMN_1737418	104.7757	0.1584416
ILMN_2278242	94.3647	0.3792208
ILMN_1730025	93.066	0.4285714
ILMN_2378555	124.4965	0.05454545
ILMN_1661434	86.30099	0.8493506
ILMN_1809623	89.7505	0.6220779
ILMN_1657592	91.15877	0.5298702
ILMN_1765912	93.00868	0.4311688
ILMN_1746128	90.09269	0.6012987
ILMN_1685952	88.05344	0.7350649
ILMN_1662738	89.99976	0.6038961
ILMN_1771084	111.4663	0.0987013
ILMN_1791923	91.08603	0.5311688
ILMN_1801698	84.58363	0.925974
ILMN_1766966	90.20174	0.5922078
ILMN_2070792	104.0941	0.1649351
ILMN_1752269	192.245	0.005194805
ILMN_1697510	94.50099	0.374026
ILMN_2254962	105.3728	0.151948
ILMN_2336595	274.6357	0
ILMN_1714197	309.5919	0
ILMN_1742859	89.28066	0.6506494
ILMN_1659885	94.72964	0.3662338
ILMN_2125869	114.6301	0.08571429
ILMN_1671703	280.3605	0
ILMN_2152131	9771.746	0
ILMN_1777296	7153.227	0
ILMN_2038777	9617.843	0
ILMN_3246895	84.20358	0.9415584
ILMN_1658660	86.6484	0.8246753
ILMN_1829919	90.31686	0.587013
ILMN_2053178	6988.883	0
ILMN_1704961	2185.377	0
ILMN_1795325	88.5219	0.7038961
ILMN_1749297	216.464	0.005194805
ILMN_2328280	158.9474	0.01948052
ILMN_1657855	192.1342	0.005194805
ILMN_1717900	84.55225	0.9272727
ILMN_1796088	91.26251	0.5272727
ILMN_1704078	90.70601	0.5623376
ILMN_2232177	801.3234	0
ILMN_1654422	90.80908	0.5558441
ILMN_1665691	106.7594	0.1376623
ILMN_1725534	265.3495	0
ILMN_1798254	216.2735	0.005194805
ILMN_1792314	223.2435	0.005194805
ILMN_1695821	279.7188	0
ILMN_2388605	1737.748	0
ILMN_1657153	379.2862	0
ILMN_2260392	93.39413	0.4155844
ILMN_2346451	86.77007	0.8142857
ILMN_1787513	96.35421	0.312987
ILMN_1680941	99.61507	0.2402597
ILMN_1652594	130.0321	0.04675325
ILMN_1697585	174.5111	0.01168831
ILMN_1689162	108.7296	0.1194805
ILMN_1815392	170.5972	0.01298701
ILMN_3241416	84.25248	0.938961
ILMN_1760490	164.4061	0.01428571
ILMN_1786544	93.16453	0.4246753
ILMN_1763916	103.5337	0.1727273
ILMN_2243308	147.1666	0.03246753
ILMN_1766723	93.68919	0.4
ILMN_1689217	96.04691	0.3142857
ILMN_1670912	99.70983	0.238961
ILMN_2152711	103.9573	0.1675325
ILMN_1668983	86.0926	0.861039
ILMN_1824337	92.779	0.4428571
ILMN_1807493	87.64538	0.7649351
ILMN_3250257	91.09283	0.5311688
ILMN_1683883	101.1759	0.2038961
ILMN_1670193	121.2502	0.06363636
ILMN_2319825	115.6964	0.08181818
ILMN_1694233	190.5108	0.005194805
ILMN_1686432	87.15517	0.7987013
ILMN_1697550	190.2236	0.005194805
ILMN_2158705	132.6585	0.04675325
ILMN_1803686	180.5838	0.007792208
ILMN_1745580	83.52957	0.9532468
ILMN_1745108	89.40623	0.6402597
ILMN_1725043	101.6632	0.1935065
ILMN_2148360	103.5635	0.1727273
ILMN_1718946	183.6902	0.007792208
ILMN_1711374	100.6173	0.2142857
ILMN_1726266	85.43464	0.8935065
ILMN_1705689	89.37711	0.6402597
ILMN_1785393	102.0872	0.1805195
ILMN_2384544	122.341	0.05974026
ILMN_1756920	350.9481	0
ILMN_1799728	113.2141	0.09220779
ILMN_1751500	103.317	0.1753247
ILMN_2121068	315.0545	0
ILMN_1765779	98.64129	0.2584416
ILMN_2201386	89.40487	0.6402597
ILMN_1682225	92.62908	0.448052
ILMN_1788481	93.39607	0.4155844
ILMN_1713751	801.8442	0
ILMN_1662675	99.87502	0.2363636
ILMN_1737629	98.39855	0.2636364
ILMN_1812112	88.6944	0.6909091
ILMN_3241313	88.0235	0.7363636
ILMN_1675210	88.61806	0.6974026
ILMN_1706302	79.40475	0.9974026
ILMN_2351754	82.56952	0.9779221
ILMN_2060086	98.05256	0.2714286
ILMN_1664236	98.34456	0.2649351
ILMN_1664631	131.1307	0.04675325
ILMN_1802100	95.87844	0.3168831
ILMN_2194158	91.85797	0.4883117
ILMN_2100871	94.78551	0.3662338
ILMN_1806841	126.7894	0.05194805
ILMN_1798045	85.70046	0.8753247
ILMN_2293012	85.63383	0.8779221
ILMN_1703383	117.6158	0.07662338
ILMN_1651657	104.6742	0.1584416
ILMN_1671297	124.1051	0.05584415
ILMN_1669486	87.03643	0.8012987
ILMN_1795204	97.18826	0.2909091
ILMN_2223911	83.10574	0.9649351
ILMN_1685531	80.06855	0.9961039
ILMN_1764554	85.10649	0.9142857
ILMN_2302214	87.29512	0.7883117
ILMN_1783312	95.47338	0.3363636
ILMN_2143210	90.55323	0.5727273
ILMN_1750294	87.31646	0.787013
ILMN_1708348	475.9993	0
ILMN_1727524	140.7833	0.03766234
ILMN_1716909	90.53144	0.5753247
ILMN_2103107	120.532	0.06363636
ILMN_1673566	89.83132	0.6181818
ILMN_1751168	88.27633	0.725974
ILMN_1660970	91.00999	0.5415584
ILMN_1787386	90.72289	0.5597402
ILMN_2286570	94.55857	0.3714286
ILMN_2413732	88.15608	0.7298701
ILMN_1873412	102.5243	0.1792208
ILMN_1676452	92.28836	0.4662338
ILMN_2358134	98.2147	0.2649351
ILMN_1683781	87.46287	0.7805195
ILMN_1726247	90.75317	0.5597402
ILMN_1682989	154.1312	0.02077922
ILMN_1739872	90.18281	0.5922078
ILMN_1770152	85.19532	0.9077922
ILMN_1656171	85.58105	0.8779221
ILMN_1796628	89.12422	0.6597403
ILMN_1811765	93.1675	0.4246753
ILMN_1791795	90.77442	0.5584416
ILMN_1787908	92.48056	0.4532467
ILMN_1651717	99.02775	0.2558441
ILMN_1703803	84.89212	0.9207792
ILMN_2092933	93.27763	0.4194805
ILMN_1681886	90.4551	0.5792208
ILMN_1767362	91.13358	0.5298702
ILMN_3251322	82.55735	0.9779221
ILMN_2211790	85.54385	0.8818182
ILMN_1672403	90.44593	0.5792208
ILMN_1805543	97.56761	0.2831169
ILMN_1706992	150.1438	0.02727273
ILMN_1684919	93.76348	0.3974026
ILMN_1727084	90.3896	0.5818182
ILMN_1705250	87.16521	0.7974026
ILMN_1722621	95.319	0.3454545
ILMN_1721495	92.24487	0.4675325
ILMN_1798690	93.54842	0.4064935
ILMN_1687035	115.2803	0.08311688
ILMN_1777683	106.5108	0.1402597
ILMN_1762294	110.5963	0.1064935
ILMN_1793040	119.7339	0.06753246
ILMN_3247424	157.2056	0.01948052
ILMN_1763000	211.3333	0.005194805
ILMN_1776777	1584.962	0
ILMN_1706963	89.5435	0.6298701
ILMN_2320964	580.262	0
ILMN_1697628	112.4804	0.09220779
ILMN_2319326	152.7458	0.02337662
ILMN_1657442	102.8404	0.1779221
ILMN_1679797	331.648	0
ILMN_1749493	90.37279	0.5831169
ILMN_1657139	190.3514	0.005194805
ILMN_3245693	94.53378	0.3727273
ILMN_1806275	107.2503	0.1324675
ILMN_1659599	110.2489	0.1090909
ILMN_1698777	123.1018	0.05714286
ILMN_1663132	158.0193	0.01948052
ILMN_1700349	114.0848	0.09090909
ILMN_1761309	101.8369	0.1883117
ILMN_2120555	103.1791	0.1753247
ILMN_1742073	83.52017	0.9532468
ILMN_3241894	124.5474	0.05454545
ILMN_1810691	110.6389	0.1064935
ILMN_1676893	191.3703	0.005194805
ILMN_2148944	130.0085	0.04675325
ILMN_1708588	89.30226	0.6441559
ILMN_2311674	100.779	0.212987
ILMN_1685156	99.86397	0.2363636
ILMN_1655935	234.4156	0.002597403
ILMN_1754440	96.88596	0.2974026
ILMN_1654287	101.0157	0.2103896
ILMN_1763344	104.3629	0.161039
ILMN_1711736	142.1284	0.03766234
ILMN_2356786	188.1519	0.006493506
ILMN_1759252	1641.24	0
ILMN_1678791	91.51583	0.5142857
ILMN_2336146	90.29912	0.5883117
ILMN_2286339	105.2987	0.151948
ILMN_1694133	90.49531	0.5766234
ILMN_1678501	91.15498	0.5298702
ILMN_1787378	657.1251	0
ILMN_1814526	977.6531	0
ILMN_2311278	467.6574	0
ILMN_1764309	132.537	0.04675325
ILMN_1811598	91.64027	0.5051948
ILMN_1740717	88.6897	0.6909091
ILMN_2136010	90.90293	0.5467532
ILMN_1797912	90.7125	0.5623376
ILMN_1738604	104.5167	0.1597403
ILMN_1691175	133.7355	0.04675325
ILMN_2223359	88.77094	0.6857143
ILMN_1702858	186.4442	0.006493506
ILMN_2363634	128.3815	0.04935065
ILMN_1813975	88.00259	0.7363636
ILMN_1743331	84.33984	0.9350649
ILMN_1775045	110.4485	0.1077922
ILMN_2096322	320.2711	0
ILMN_1688322	460.143	0
ILMN_2224833	208.44	0.005194805
ILMN_2358626	214.3174	0.005194805
ILMN_1768062	100.3888	0.2246753
ILMN_2358628	98.30884	0.2649351
ILMN_1801020	118.2956	0.07272727
ILMN_1708934	785.8715	0
ILMN_1702933	180.9024	0.007792208
ILMN_1657993	179.2303	0.009090909
ILMN_1666019	158.8995	0.01948052
ILMN_2080751	150.4597	0.02727273
ILMN_1690352	154.3709	0.02077922
ILMN_2275396	100.5108	0.2168831
ILMN_2373444	112.3482	0.09350649
ILMN_1747227	137.2797	0.03896104
ILMN_1807372	179.1076	0.009090909
ILMN_1703946	112.4142	0.09350649
ILMN_1733259	106.9468	0.1337662
ILMN_1730710	115.8262	0.08181818
ILMN_1793959	332.466	0
ILMN_1794512	127.5876	0.05194805
ILMN_1795788	87.66825	0.7636364
ILMN_1760335	119.4118	0.06753246
ILMN_1788530	131.6273	0.04675325
ILMN_1811480	155.9549	0.02077922
ILMN_1813598	114.0674	0.09090909
ILMN_1653821	94.26177	0.3818182
ILMN_1780551	94.24496	0.3831169
ILMN_1669227	82.80286	0.9727273
ILMN_1709167	89.59121	0.6272727
ILMN_1679754	117.4666	0.07792208
ILMN_1716421	154.8127	0.02077922
ILMN_1659371	247.1671	0.001298701
ILMN_1677868	93.09241	0.4272727
ILMN_1707445	85.89159	0.8675325
ILMN_1733963	143.0522	0.03636364
ILMN_1804255	87.44995	0.7805195
ILMN_1695590	428.4252	0
ILMN_1694007	97.48953	0.287013
ILMN_3307926	1976.22	0
ILMN_1673330	101.0161	0.2103896
ILMN_1668900	118.8337	0.07012987
ILMN_2389013	154.2807	0.02077922
ILMN_1760143	415.8008	0
ILMN_1790757	350.0337	0
ILMN_2092664	363.6805	0
ILMN_1778796	174.7524	0.01168831
ILMN_1749804	114.9435	0.08441558
ILMN_1720235	101.3919	0.2012987
ILMN_2240009	86.77648	0.8142857
ILMN_1736178	141.3896	0.03766234
ILMN_1803376	165.2746	0.01298701
ILMN_3240321	120.4206	0.06493507
ILMN_1712944	1126.542	0
ILMN_2333107	439.6877	0
ILMN_1707958	93.84618	0.3974026
ILMN_1660424	88.66196	0.6948052
ILMN_1701998	102.4883	0.1792208
ILMN_1651235	93.1225	0.425974
ILMN_1694140	95.48633	0.3363636
ILMN_1730995	114.4926	0.08571429
ILMN_2404917	98.47519	0.2623377
ILMN_1702696	103.3121	0.1753247
ILMN_2084562	89.86397	0.6181818
ILMN_1769563	89.19025	0.6597403
ILMN_1673119	105.4267	0.151948
ILMN_2129015	175.0049	0.01168831
ILMN_1725889	88.52605	0.7038961
ILMN_1775235	164.3602	0.01428571
ILMN_1677951	95.34164	0.3454545
ILMN_1708502	146.8165	0.03246753
ILMN_1705447	157.7443	0.01948052
ILMN_1699172	113.3164	0.09220779
ILMN_2409898	92.0799	0.4766234
ILMN_2295698	99.07323	0.2545455
ILMN_2066124	200.116	0.005194805
ILMN_1777797	83.40063	0.9545454
ILMN_2095653	95.40657	0.338961
ILMN_1707551	111.6991	0.0961039
ILMN_1782204	84.1855	0.9415584
ILMN_2402766	262.1315	0
ILMN_1767722	117.7166	0.07662338
ILMN_2342841	192.3565	0.005194805
ILMN_1802631	129.5955	0.04805195
ILMN_2318481	88.41006	0.7155844
ILMN_2245223	101.5299	0.1974026
ILMN_3238543	84.17396	0.9415584
ILMN_1735591	138.4584	0.03896104
ILMN_2362126	122.6132	0.05844156
ILMN_2269136	129.5314	0.04805195
ILMN_3239130	226.0605	0.005194805
ILMN_2120103	89.1007	0.6636364
ILMN_3242883	395.8353	0
ILMN_2100055	90.91521	0.5467532
ILMN_1887648	83.65101	0.951948
ILMN_1688627	92.09721	0.474026
ILMN_1672767	87.79538	0.7558442
ILMN_2196642	90.95522	0.5454546
ILMN_2308689	140.1588	0.03766234
ILMN_2290776	115.8071	0.08181818
ILMN_1777182	125.2323	0.05454545
ILMN_1729777	97.63232	0.2805195
ILMN_1690829	103.7026	0.1714286
ILMN_2257015	133.7069	0.04675325
ILMN_3181215	120.4017	0.06493507
ILMN_3260345	150.5259	0.02727273
ILMN_1703228	100.3637	0.2246753
ILMN_1652023	113.3225	0.09220779
ILMN_2064917	210.3004	0.005194805
ILMN_1776153	102.4072	0.1792208
ILMN_1772645	171.084	0.01298701
ILMN_1775082	92.70993	0.4428571
ILMN_1680343	110.2401	0.1103896
ILMN_2277492	96.90401	0.2961039
ILMN_2371825	201.6531	0.005194805
ILMN_1717468	95.76021	0.3272727
ILMN_2274377	83.18376	0.9623377
ILMN_1750235	86.97224	0.8025974
ILMN_1664006	125.1744	0.05454545
ILMN_1707169	120.6194	0.06363636
ILMN_1779109	85.48846	0.8883117
ILMN_1697790	90.02293	0.6038961
ILMN_1679520	189.8028	0.005194805
ILMN_1732176	135.4241	0.04415584
ILMN_1681081	133.4892	0.04675325
ILMN_2377430	122.142	0.05974026
ILMN_1661373	95.11203	0.3571429
ILMN_2288175	95.75138	0.3272727
ILMN_1654010	164.8145	0.01298701
ILMN_1732672	95.07713	0.3584416
ILMN_1730504	152.2422	0.02337662
ILMN_1662049	138.3478	0.03896104
ILMN_1740752	108.6984	0.1194805
ILMN_1794875	336.3898	0
ILMN_1698209	132.3182	0.04675325
ILMN_3307841	88.69379	0.6909091
ILMN_1814151	86.27856	0.8493506
ILMN_2050246	85.21892	0.9077922
ILMN_1728787	135.3722	0.04415584
ILMN_2234605	89.33862	0.6402597
ILMN_1770454	134.5534	0.04675325
ILMN_1770336	88.44897	0.7116883
ILMN_1714253	108.5723	0.1194805
ILMN_1813530	135.1262	0.04545455
ILMN_2223922	162.9197	0.01688312
ILMN_1718071	624.0661	0
ILMN_1814327	88.78683	0.6857143
ILMN_2341343	95.12525	0.3558442
ILMN_1775634	90.44215	0.5792208
ILMN_1802458	183.4318	0.007792208
ILMN_2307656	191.0467	0.005194805
ILMN_1709796	104.6761	0.1584416
ILMN_1783963	91.67406	0.5051948
ILMN_2134801	79.99987	0.9961039
ILMN_1757807	97.97309	0.2727273
ILMN_1673529	307.0108	0
ILMN_1686370	137.8139	0.03896104
ILMN_1809139	252.5555	0.001298701
