PROBE_ID	7677153059_F.VALUE	7677153059_F.Detection Pval
ILMN_1663627	107.7775	0.06103896
ILMN_1778168	104.3678	0.07662338
ILMN_2317730	434.4098	0
ILMN_2244889	83.96124	0.3948052
ILMN_1752665	127.1842	0.03116883
ILMN_1810604	89.11652	0.2324675
ILMN_1765159	112.6321	0.05064935
ILMN_3190834	88.14313	0.2584416
ILMN_1757506	80.08165	0.6311688
ILMN_2385672	95.6236	0.1376623
ILMN_1723185	121.5054	0.03896104
ILMN_1798123	148.31	0.01688312
ILMN_1716843	79.18243	0.6948052
ILMN_1692123	99.75691	0.1038961
ILMN_1737965	136.2489	0.02207792
ILMN_2174369	619.9939	0
ILMN_2111187	107.0349	0.06623377
ILMN_1700546	84.55785	0.3766234
ILMN_1740213	81.71021	0.5272727
ILMN_1709132	215.5372	0.002597403
ILMN_3247543	84.37672	0.3792208
ILMN_1744068	219.2332	0
ILMN_1659339	90.12489	0.2142857
ILMN_1683067	81.67682	0.5298702
ILMN_3240520	77.48409	0.8233766
ILMN_3246560	94.43713	0.1480519
ILMN_1685917	80.88805	0.5701299
ILMN_1801421	450.4409	0
ILMN_1750102	85.8127	0.3246753
ILMN_1771185	229.6347	0
ILMN_1797074	227.7857	0
ILMN_1747499	84.60069	0.374026
ILMN_3248505	79.44281	0.6779221
ILMN_1711439	82.67423	0.4532467
ILMN_1697268	375.1975	0
ILMN_1795266	96.53809	0.1272727
ILMN_1729455	83.78522	0.4
ILMN_1764829	79.81393	0.648052
ILMN_2411745	78.29265	0.7571428
ILMN_3240541	129.7175	0.02727273
ILMN_1772644	506.3271	0
ILMN_1718297	418.8349	0
ILMN_2211085	73.67993	0.9753247
ILMN_1771334	87.22195	0.287013
ILMN_1801616	95.44194	0.1376623
ILMN_1671270	77.86324	0.7948052
ILMN_1765446	2185.505	0
ILMN_1780601	136.7889	0.02207792
ILMN_2353633	957.8538	0
ILMN_2348487	724.8362	0
ILMN_1755873	240.4857	0
ILMN_1685010	123.7169	0.03506494
ILMN_1736036	116.97	0.04935065
ILMN_2411998	109.4743	0.05974026
ILMN_2296860	93.4455	0.1584416
ILMN_3243190	172.7512	0.009090909
ILMN_1674193	76.89534	0.851948
ILMN_2413015	79.99437	0.6441559
ILMN_2187746	78.45634	0.7428572
ILMN_1751439	80.36609	0.6051948
ILMN_3241729	131.622	0.02597403
ILMN_1709593	156.4943	0.01168831
ILMN_1685318	75.07343	0.9441559
ILMN_2370296	74.03565	0.9662338
ILMN_1716552	117.8779	0.04415584
ILMN_1727036	73.54545	0.9766234
ILMN_1751375	79.12688	0.6961039
ILMN_1779147	100.6642	0.09740259
ILMN_1699022	123.0331	0.03636364
ILMN_1722309	107.0823	0.06623377
ILMN_1760778	107.7649	0.06103896
ILMN_1713835	80.83273	0.574026
ILMN_3247320	116.1344	0.04935065
ILMN_2097164	93.28976	0.161039
ILMN_1735292	88.91016	0.2350649
ILMN_1710756	1577.691	0
ILMN_1765796	137.201	0.02207792
ILMN_1678904	125.333	0.03246753
ILMN_2365383	88.50731	0.2480519
ILMN_1711878	198.7517	0.003896104
ILMN_1803676	153.3973	0.01298701
ILMN_1713471	83.22435	0.4246753
ILMN_2415911	100.0141	0.1025974
ILMN_1679770	80.43248	0.6012987
ILMN_1806366	98.07237	0.1116883
ILMN_2164152	78.26024	0.761039
ILMN_1675325	88.79161	0.2363636
ILMN_1700888	97.38895	0.1155844
ILMN_1780799	86.50316	0.3025974
ILMN_2373791	86.43779	0.3038961
ILMN_1749131	101.4626	0.08961039
ILMN_1781761	157.3996	0.01168831
ILMN_1660727	99.1518	0.1038961
ILMN_1676383	81.99604	0.4987013
ILMN_1675413	79.41152	0.6805195
ILMN_2130468	86.12654	0.3116883
ILMN_1700975	76.20584	0.8987013
ILMN_2364700	242.8173	0
ILMN_1760779	250.8695	0
ILMN_1811736	77.62529	0.8142857
ILMN_1773125	259.6474	0
ILMN_1749553	111.1494	0.05194805
ILMN_1651599	84.02267	0.3909091
ILMN_2087941	118.4832	0.04415584
ILMN_1775114	80.61078	0.5935065
ILMN_1806304	233.9103	0
ILMN_1745849	100.5943	0.09740259
ILMN_1677955	83.97948	0.3948052
ILMN_2091792	148.5387	0.01688312
ILMN_1758852	84.04728	0.3909091
ILMN_2416019	87.88288	0.2623377
ILMN_1706056	75.69215	0.9207792
ILMN_2298988	102.7509	0.08181818
ILMN_2166865	493.3786	0
ILMN_1760509	546.8275	0
ILMN_1744665	223.6002	0
ILMN_1673023	239.96	0
ILMN_1766920	92.99189	0.161039
ILMN_2054576	83.38136	0.4181818
ILMN_1704753	91.05663	0.1987013
ILMN_1667408	130.5994	0.02727273
ILMN_1663786	88.05632	0.261039
ILMN_2323427	146.3429	0.01688312
ILMN_1716507	144.6996	0.01688312
ILMN_1684534	77.64296	0.8142857
ILMN_2069128	79.02763	0.7064935
ILMN_1805448	105.9847	0.06883117
ILMN_2109197	184.9545	0.005194805
ILMN_1791867	106.3357	0.06883117
ILMN_1784967	81.11127	0.5623376
ILMN_1810051	146.0117	0.01688312
ILMN_1770245	118.9705	0.04415584
ILMN_2043306	84.13911	0.3909091
ILMN_1814397	78.16463	0.7701299
ILMN_1671686	274.8119	0
ILMN_1746276	189.966	0.005194805
ILMN_1656496	87.36176	0.2831169
ILMN_3249032	76.13178	0.9012987
ILMN_1675797	140.715	0.02077922
ILMN_1815313	82.67696	0.4532467
ILMN_1664265	126.7985	0.03246753
ILMN_3307321	77.77536	0.8
ILMN_1663263	133.7317	0.02337662
ILMN_1711328	83.09422	0.4311688
ILMN_3307616	104.0736	0.07662338
ILMN_3307602	76.45934	0.8857143
ILMN_1699354	81.61279	0.5324675
ILMN_1782076	75.60632	0.925974
ILMN_2286574	90.88625	0.2
ILMN_1775931	83.77525	0.4012987
ILMN_1672022	105.6596	0.06883117
ILMN_2402874	70.75014	0.9974026
ILMN_1668022	76.64188	0.8701299
ILMN_1767342	143.3967	0.01688312
ILMN_2371119	75.75167	0.9207792
ILMN_1719531	73.3158	0.9766234
ILMN_1690814	77.28574	0.8324676
ILMN_1654979	81.03896	0.5662338
ILMN_1671636	87.20741	0.287013
ILMN_1657349	78.38218	0.7493507
ILMN_1803637	91.38194	0.1883117
ILMN_1756989	208.1573	0.002597403
ILMN_2340599	74.99963	0.9441559
ILMN_1692261	127.5795	0.02857143
ILMN_2367384	85.26254	0.3506494
ILMN_1785061	85.97965	0.3155844
ILMN_1741346	90.98487	0.1987013
ILMN_2214910	117.5626	0.04415584
ILMN_1802646	94.81216	0.1441558
ILMN_1701025	92.03233	0.1766234
ILMN_1709237	113.8041	0.05064935
ILMN_1719468	96.35921	0.1285714
ILMN_1788156	76.50102	0.8805195
ILMN_1682658	189.5898	0.005194805
ILMN_1772981	818.3453	0
ILMN_2336037	96.88665	0.1233766
ILMN_1784116	92.99018	0.161039
ILMN_1815519	99.48177	0.1038961
ILMN_1726893	75.09344	0.9441559
ILMN_1665671	75.59583	0.925974
ILMN_2168347	111.4212	0.05194805
ILMN_1781281	76.23718	0.8987013
ILMN_1706708	80.0061	0.6415585
ILMN_2148012	127.4391	0.02987013
ILMN_1783695	265.2368	0
ILMN_1665357	201.0296	0.002597403
ILMN_1708369	184.6911	0.005194805
ILMN_1651699	97.4805	0.1142857
ILMN_1659522	89.91859	0.2194805
ILMN_1671600	79.93226	0.6441559
ILMN_1662950	82.2016	0.4831169
ILMN_1681193	75.79694	0.9194805
ILMN_1691047	89.83183	0.2194805
ILMN_1780827	82.10876	0.4896104
ILMN_1788553	83.34659	0.4194805
ILMN_1673261	98.3651	0.1090909
ILMN_2384152	86.19416	0.3077922
ILMN_2388547	357.1524	0
ILMN_1772631	79.78178	0.6532468
ILMN_1677567	169.6112	0.009090909
ILMN_1718706	192.6812	0.003896104
ILMN_2336220	93.97999	0.1493506
ILMN_1752145	90.68002	0.2038961
ILMN_1743145	528.0868	0
ILMN_1721386	83.64605	0.4064935
ILMN_1728761	84.11945	0.3909091
ILMN_1717902	78.59309	0.7298701
ILMN_2352131	123.0327	0.03636364
ILMN_1805024	235.3315	0
ILMN_2352401	117.7349	0.04415584
ILMN_1737993	94.65955	0.1441558
ILMN_2397602	86.10419	0.3116883
ILMN_1751346	90.99652	0.1987013
ILMN_1653728	74.90423	0.9480519
ILMN_1660547	82.22679	0.4779221
ILMN_1770281	81.72494	0.5272727
ILMN_2342068	95.88029	0.1298701
ILMN_1716060	87.96871	0.261039
ILMN_1769195	79.40434	0.6831169
ILMN_2377496	159.2938	0.01038961
ILMN_1797172	110.5231	0.05584415
ILMN_2277676	181.6435	0.005194805
ILMN_1652369	85.64502	0.3311688
ILMN_1815859	95.51743	0.1376623
ILMN_1740216	158.5325	0.01168831
ILMN_1662897	87.06756	0.2935065
ILMN_2192394	84.05477	0.3909091
ILMN_1795495	504.4946	0
ILMN_1786882	87.95599	0.261039
ILMN_2334205	79.18665	0.6948052
ILMN_2334204	81.41967	0.5428572
ILMN_1746661	84.4453	0.3766234
ILMN_1792107	87.0582	0.2935065
ILMN_1665989	75.74567	0.9207792
ILMN_2348146	99.66657	0.1038961
ILMN_1657248	83.97836	0.3948052
ILMN_1652749	285.7387	0
ILMN_1768301	80.02544	0.6402597
ILMN_1785486	85.91532	0.3181818
ILMN_1727426	81.2875	0.5545455
ILMN_1664068	324.4866	0
ILMN_1651499	203.3703	0.002597403
ILMN_1778377	191.3324	0.005194805
ILMN_1712766	153.709	0.01298701
ILMN_2359456	187.1128	0.005194805
ILMN_2359453	392.8587	0
ILMN_1781795	442.3367	0
ILMN_3245659	152.4877	0.01298701
ILMN_3234735	84.56887	0.3766234
ILMN_3197652	87.10267	0.2922078
ILMN_3247882	267.7395	0
ILMN_1704980	326.6314	0
ILMN_2104696	464.4357	0
ILMN_1731001	242.7431	0
ILMN_1730731	92.68624	0.1649351
ILMN_1669729	87.28892	0.2831169
ILMN_2378664	88.53847	0.2480519
ILMN_1700549	108.7999	0.06103896
ILMN_1785387	80.13676	0.6220779
ILMN_1715013	122.0455	0.03896104
ILMN_1682298	93.00645	0.161039
ILMN_1736357	83.42514	0.4168831
ILMN_1761023	85.59515	0.3324675
ILMN_1751425	119.6067	0.04415584
ILMN_1698404	351.6211	0
ILMN_1731231	93.65485	0.1532468
ILMN_1678899	80.6412	0.5909091
ILMN_1744963	196.3792	0.003896104
ILMN_1775211	119.9593	0.04415584
ILMN_2229969	96.97459	0.1220779
ILMN_1655261	191.0661	0.005194805
ILMN_2251184	278.7933	0
ILMN_2323048	1528.838	0
ILMN_1772156	144.6303	0.01688312
ILMN_2115379	87.01775	0.2948052
ILMN_1665510	82.57841	0.4571429
ILMN_2118663	106.3312	0.06883117
ILMN_1787676	84.46053	0.3766234
ILMN_1785804	93.57592	0.1532468
ILMN_2079991	80.00715	0.6415585
ILMN_1668092	243.5871	0
ILMN_1682233	118.6164	0.04415584
ILMN_1792947	74.02713	0.9662338
ILMN_1720285	570.3587	0
ILMN_1669818	128.5075	0.02727273
ILMN_1777555	79.11781	0.6961039
ILMN_2212878	83.78907	0.4
ILMN_1773262	79.65294	0.6649351
ILMN_3307962	78.8647	0.7155844
ILMN_3311175	94.56051	0.1441558
ILMN_3311185	86.1615	0.3090909
ILMN_1742145	89.92602	0.2194805
ILMN_1806710	195.7746	0.003896104
ILMN_2115862	115.1906	0.04935065
ILMN_1814434	78.52118	0.7363636
ILMN_1678535	78.11073	0.774026
ILMN_2390457	134.3023	0.02337662
ILMN_1740045	86.3147	0.3064935
ILMN_1729640	87.3178	0.2831169
ILMN_1774272	210.2493	0.002597403
ILMN_2046896	152.4579	0.01298701
ILMN_1707398	81.62289	0.5324675
ILMN_1804064	80.87229	0.5714286
ILMN_1661994	81.68715	0.5298702
ILMN_1717593	76.90561	0.8506494
ILMN_1807726	87.61459	0.2701299
ILMN_1761159	655.2897	0
ILMN_1780996	76.19678	0.8987013
ILMN_2222991	96.61281	0.1272727
ILMN_2222992	367.1992	0
ILMN_1718924	382.0494	0
ILMN_1684758	90.93475	0.1987013
ILMN_1729374	171.0539	0.009090909
ILMN_2300970	175.7486	0.007792208
ILMN_1758034	152.9223	0.01298701
ILMN_1793267	85.64707	0.3311688
ILMN_2244547	107.4599	0.06363636
ILMN_2316778	116.248	0.04935065
ILMN_1696028	104.4309	0.07662338
ILMN_1686937	78.4471	0.7441558
ILMN_1800130	118.4412	0.04415584
ILMN_1687538	2094.101	0
ILMN_2122103	1191.336	0
ILMN_1720158	239.0449	0
ILMN_1685891	82.82862	0.4428571
ILMN_1803906	100.281	0.0987013
ILMN_1703180	172.1988	0.009090909
ILMN_1702657	157.9187	0.01168831
ILMN_1753830	75.97234	0.9116883
ILMN_2341661	79.42877	0.6792208
ILMN_1739222	80.57465	0.5961039
ILMN_1723260	79.52269	0.6701299
ILMN_1789596	261.1808	0
ILMN_1700671	99.68038	0.1038961
ILMN_1720941	93.02214	0.161039
ILMN_1671562	79.339	0.6857143
ILMN_1651878	79.51891	0.6701299
ILMN_1762735	99.41758	0.1038961
ILMN_1803367	77.07737	0.8441558
ILMN_2369018	168	0.009090909
ILMN_1733579	750.1779	0
ILMN_1662747	113.7497	0.05064935
ILMN_2042651	117.0019	0.04935065
ILMN_1763452	2531.992	0
ILMN_1746314	499.1126	0
ILMN_1747281	219.7036	0
ILMN_1730622	1950.864	0
ILMN_1727288	116.6197	0.04935065
ILMN_1766888	82.15685	0.487013
ILMN_1652291	75.99863	0.9116883
ILMN_2045369	76.19727	0.8987013
ILMN_1697735	523.7283	0
ILMN_1727041	655.9296	0
ILMN_2413251	149.6858	0.01688312
ILMN_1694772	80.38823	0.6038961
ILMN_1771689	105.7676	0.06883117
ILMN_1735463	79.22448	0.6922078
ILMN_1673721	89.65516	0.2220779
ILMN_2351916	81.45124	0.5402597
ILMN_1719089	82.23955	0.4766234
ILMN_1745583	134.6353	0.02337662
ILMN_2347805	250.5779	0
ILMN_2347807	208.645	0.002597403
ILMN_2065783	143.3784	0.01688312
ILMN_1731180	118.6135	0.04415584
ILMN_1789419	195.2517	0.003896104
ILMN_2172735	82.23581	0.4779221
ILMN_1670038	117.1149	0.04675325
ILMN_1742827	148.0181	0.01688312
ILMN_2394750	153.8846	0.01298701
ILMN_1788625	108.2403	0.06103896
ILMN_1667686	77.4827	0.8233766
ILMN_1651628	206.8138	0.002597403
ILMN_1679687	93.40517	0.1584416
ILMN_3243431	79.62366	0.6675324
ILMN_1815012	315.5978	0
ILMN_1750011	91.48852	0.1857143
ILMN_2083818	87.84089	0.2623377
ILMN_1657662	72.0814	0.9896104
ILMN_1709747	83.30022	0.4220779
ILMN_3246145	74.43334	0.9597403
ILMN_1677483	159.0612	0.01038961
ILMN_1701839	86.6323	0.3025974
ILMN_2396648	350.2614	0
ILMN_2402168	191.7207	0.003896104
ILMN_1670796	345.5707	0
ILMN_1711189	170.3747	0.009090909
ILMN_1697736	117.6015	0.04415584
ILMN_1708936	219.1344	0
ILMN_1734194	146.2735	0.01688312
ILMN_1745271	95.08504	0.138961
ILMN_1659725	94.41457	0.1480519
ILMN_1670218	228.3911	0
ILMN_2055477	128.5737	0.02727273
ILMN_1756162	156.7817	0.01168831
ILMN_2312719	219.5698	0
ILMN_1721713	178.3196	0.006493506
ILMN_1712066	199.8913	0.002597403
ILMN_2129927	124.3365	0.03376623
ILMN_1679698	89.26263	0.2324675
ILMN_1761259	124.6391	0.03246753
ILMN_2328029	118.8799	0.04415584
ILMN_1718783	121.9893	0.03896104
ILMN_2388425	81.17339	0.561039
ILMN_1797950	112.9192	0.05064935
ILMN_1778226	218.4088	0
ILMN_1747207	78.24933	0.7636364
ILMN_1807554	77.21864	0.8389611
ILMN_2322874	73.69344	0.9753247
ILMN_2353129	108.6105	0.06103896
ILMN_1669813	97.50762	0.1142857
ILMN_1670715	86.67331	0.3012987
ILMN_2322996	88.43842	0.2506494
ILMN_1754077	75.39581	0.9337662
ILMN_1790562	124.3205	0.03376623
ILMN_1720529	86.30433	0.3064935
ILMN_1728353	90.78967	0.2012987
ILMN_1671844	80.89527	0.5688311
ILMN_2324734	80.79251	0.5779221
ILMN_1693319	77.90615	0.7909091
ILMN_3234936	96.34065	0.1285714
ILMN_1791436	88.30447	0.2558441
ILMN_1652913	96.64828	0.125974
ILMN_1708105	108.3582	0.06103896
ILMN_2364529	98.0418	0.1116883
ILMN_3272378	1897.738	0
ILMN_1670708	82.11446	0.4896104
ILMN_1764061	117.432	0.04675325
ILMN_1807101	76.22874	0.8987013
ILMN_2406532	88.05975	0.261039
ILMN_2270053	75.12193	0.9441559
ILMN_2342033	285.6223	0
ILMN_1671766	114.5521	0.04935065
ILMN_1717163	342.1419	0
ILMN_1735489	82.73536	0.448052
ILMN_3249291	79.80391	0.648052
ILMN_1742866	166.0536	0.01038961
ILMN_2221507	10871.65	0
ILMN_2041190	251.2762	0
ILMN_1673113	215.7021	0.002597403
ILMN_2202894	77.88009	0.7922078
ILMN_1728923	86.8259	0.2987013
ILMN_2127298	80.19576	0.6194805
ILMN_1707127	187.1161	0.005194805
ILMN_2129572	77.87511	0.7948052
ILMN_1797009	88.19699	0.2571429
ILMN_1709233	350.4828	0
ILMN_1740559	105.7722	0.06883117
ILMN_2358265	81.199	0.5597402
ILMN_2267025	75.89845	0.9168831
ILMN_2370622	87.87475	0.2623377
ILMN_1675083	125.8602	0.03246753
ILMN_1691584	82.40221	0.4675325
ILMN_1670229	80.1684	0.6207792
ILMN_1790249	187.0251	0.005194805
ILMN_3247893	87.46353	0.2753247
ILMN_1748092	83.71445	0.4025974
ILMN_1727984	95.58037	0.1376623
ILMN_1810651	79.04059	0.7038961
ILMN_1791531	167.3205	0.01038961
ILMN_1810915	98.48737	0.1090909
ILMN_1679158	87.24965	0.287013
ILMN_1678965	76.00688	0.9103896
ILMN_3248038	79.23897	0.6922078
ILMN_1740479	82.76144	0.448052
ILMN_2136971	77.16619	0.8428571
ILMN_1773006	79.27987	0.6883117
ILMN_2146766	81.18893	0.561039
ILMN_2146761	111.6951	0.05194805
ILMN_1696302	79.78741	0.6506494
ILMN_3266606	127.9238	0.02857143
ILMN_3178258	92.2757	0.174026
ILMN_2217574	81.59295	0.5337662
ILMN_1661223	79.03638	0.7064935
ILMN_2392261	74.86793	0.9506493
ILMN_1721559	80.44609	0.6012987
ILMN_1745299	77.50089	0.8233766
ILMN_2159172	76.77269	0.861039
ILMN_1669540	79.20638	0.6935065
ILMN_1758658	219.569	0
ILMN_1670134	101.0249	0.09220779
ILMN_2075065	91.27949	0.1922078
ILMN_2098643	82.72557	0.448052
ILMN_1704790	74.97793	0.9454545
ILMN_1667016	135.5819	0.02337662
ILMN_1666634	113.4498	0.05064935
ILMN_1670472	343.3572	0
ILMN_1781536	87.79939	0.2623377
ILMN_2246661	136.6684	0.02207792
ILMN_1701457	108.77	0.06103896
ILMN_1694593	81.46326	0.5402597
ILMN_1741462	79.7515	0.6571429
ILMN_1772409	79.02273	0.7077922
ILMN_2102951	84.87961	0.3662338
ILMN_2146657	111.5069	0.05194805
ILMN_2351548	84.43816	0.3766234
ILMN_2242533	81.57429	0.5363637
ILMN_1716679	75.80125	0.9194805
ILMN_1723268	91.3798	0.1883117
ILMN_1690101	90.13059	0.212987
ILMN_1803855	95.68708	0.1350649
ILMN_1775542	494.8907	0
ILMN_1712657	94.43422	0.1480519
ILMN_1733863	147.7734	0.01688312
ILMN_1775498	375.2515	0
ILMN_1675819	84.11613	0.3909091
ILMN_1714418	228.3868	0
ILMN_1714065	116.2147	0.04935065
ILMN_1745112	133.2865	0.02597403
ILMN_2401779	239.2611	0
ILMN_2291455	78.81177	0.7168831
ILMN_1786789	133.2395	0.02597403
ILMN_2151441	187.6249	0.005194805
ILMN_1763365	156.5223	0.01168831
ILMN_1807201	455.5949	0
ILMN_1705848	127.0094	0.03116883
ILMN_1695711	180.6916	0.005194805
ILMN_1790062	138.548	0.02077922
ILMN_1811644	80.59637	0.5935065
ILMN_1714219	77.21351	0.8389611
ILMN_1743445	149.1327	0.01688312
ILMN_1758672	801.6581	0
ILMN_2140623	73.88787	0.9727273
ILMN_1679363	90.40905	0.2064935
ILMN_3178529	386.863	0
ILMN_2239772	191.6746	0.003896104
ILMN_2307978	132.9164	0.02597403
ILMN_2374362	116.5541	0.04935065
ILMN_1668336	124.9509	0.03246753
ILMN_1785661	121.3801	0.03896104
ILMN_1660440	107.6106	0.06233766
ILMN_1788416	102.4985	0.08311688
ILMN_1743316	104.3837	0.07662338
ILMN_1806487	126.5164	0.03246753
ILMN_2098433	81.38219	0.5454546
ILMN_2098437	98.85398	0.1064935
ILMN_1726308	204.8073	0.002597403
ILMN_1723114	88.86789	0.2350649
ILMN_2080158	116.1138	0.04935065
ILMN_1765633	92.26545	0.174026
ILMN_2248093	89.50817	0.2233766
ILMN_2323944	347.1252	0
ILMN_1679217	103.6951	0.07662338
ILMN_2090641	85.98366	0.3155844
ILMN_2410038	820.9023	0
ILMN_1778845	318.3417	0
ILMN_1762622	77.69789	0.812987
ILMN_1676302	187.1558	0.005194805
ILMN_1712431	461.2986	0
ILMN_1694070	80.95451	0.5675325
ILMN_1675701	170.285	0.009090909
ILMN_1805968	94.77272	0.1441558
ILMN_2297069	10036.53	0
ILMN_3194300	84.46593	0.3766234
ILMN_3270756	91.41564	0.1883117
ILMN_3184048	87.2534	0.287013
ILMN_3258875	80.23721	0.6155844
ILMN_1713178	300.9813	0
ILMN_1659029	168.2207	0.009090909
ILMN_1745533	112.3618	0.05194805
ILMN_1739942	357.3859	0
ILMN_3244607	146.8378	0.01688312
ILMN_1809147	166.1686	0.01038961
ILMN_1690329	111.2608	0.05194805
ILMN_2049364	8244.787	0
ILMN_3251137	113.258	0.05064935
ILMN_3250243	111.9303	0.05194805
ILMN_1762888	98.22838	0.1090909
ILMN_1723846	161.8274	0.01038961
ILMN_1680231	82.79198	0.4441558
ILMN_2163306	1369.375	0
ILMN_3238859	241.5366	0
ILMN_1679641	484.2573	0
ILMN_2118612	84.46831	0.3766234
ILMN_1723353	143.6823	0.01688312
ILMN_2117885	93.06706	0.161039
ILMN_2189605	231.4786	0
ILMN_2145889	78.63556	0.7285714
ILMN_1810131	113.4167	0.05064935
ILMN_2394362	73.2639	0.9766234
ILMN_2394366	83.39974	0.4168831
ILMN_3237153	88.58736	0.2454545
ILMN_3178393	88.6236	0.2454545
ILMN_1674827	98.96134	0.1051948
ILMN_1749878	85.62547	0.3324675
ILMN_2121207	183.3199	0.005194805
ILMN_1652525	124.8687	0.03246753
ILMN_1702568	148.5692	0.01688312
ILMN_2263312	77.5312	0.8207792
ILMN_2075578	77.85421	0.7948052
ILMN_1691980	95.9145	0.1298701
ILMN_2076484	84.06944	0.3909091
ILMN_1779486	387.7493	0
ILMN_1708143	156.7426	0.01168831
ILMN_2089340	108.1909	0.06103896
ILMN_1686254	120.1329	0.04415584
ILMN_3251536	89.31487	0.2311688
ILMN_2106107	83.04618	0.4311688
ILMN_1733035	97.41826	0.1155844
ILMN_1717184	75.37624	0.9350649
ILMN_1810725	1416.922	0
ILMN_2294989	76.82687	0.8558441
ILMN_1661755	314.4084	0
ILMN_2408576	108.5349	0.06103896
ILMN_1664063	148.2511	0.01688312
ILMN_1755674	91.15875	0.1935065
ILMN_1764402	91.5447	0.1844156
ILMN_1729217	163.5013	0.01038961
ILMN_1652694	84.15938	0.3909091
ILMN_1761527	117.539	0.04415584
ILMN_1812321	100.6512	0.09740259
ILMN_1662949	95.79251	0.1324675
ILMN_3178410	76.59042	0.8766234
ILMN_1781742	79.64948	0.6649351
ILMN_2405233	150.7115	0.01558442
ILMN_1777745	139.5286	0.02077922
ILMN_3251572	88.8155	0.2363636
ILMN_1654851	144.7528	0.01688312
ILMN_1811330	92.90353	0.1623377
ILMN_2283597	119.2573	0.04415584
ILMN_2387952	146.0261	0.01688312
ILMN_1666449	101.6469	0.08961039
ILMN_1804454	97.46688	0.1155844
ILMN_2225608	110.4732	0.05584415
ILMN_3239500	83.76656	0.4025974
ILMN_1655307	153.026	0.01298701
ILMN_3241756	83.29359	0.4220779
ILMN_1780798	86.10825	0.3116883
ILMN_1652494	97.37084	0.1155844
ILMN_1800267	90.02473	0.2168831
ILMN_2401253	97.53979	0.1142857
ILMN_2401258	97.95399	0.1116883
ILMN_1752510	108.2934	0.06103896
ILMN_2291092	74.45667	0.9597403
ILMN_3245879	159.3994	0.01038961
ILMN_3258795	453.1974	0
ILMN_2409055	85.31928	0.3480519
ILMN_2295280	84.82479	0.3675325
ILMN_1752343	81.24978	0.5571429
ILMN_1786278	70.25574	1
ILMN_3245452	169.8561	0.009090909
ILMN_1709626	78.04356	0.7792208
ILMN_1753933	95.26582	0.1376623
ILMN_3247082	89.42084	0.225974
ILMN_2167259	77.61459	0.8142857
ILMN_2167252	80.11802	0.6246753
ILMN_1811450	78.40157	0.7493507
ILMN_2295387	87.81686	0.2623377
ILMN_1663518	78.97687	0.7077922
ILMN_2205470	289.5414	0
ILMN_1765002	76.76492	0.861039
ILMN_2145914	86.48328	0.3025974
ILMN_1764959	85.7549	0.325974
ILMN_2184884	73.89307	0.9727273
ILMN_2174658	74.46457	0.9584416
ILMN_1670076	358.5717	0
ILMN_1652000	105.4312	0.07142857
ILMN_1658160	237.6898	0
ILMN_3244110	222.8338	0
ILMN_1755677	90.20314	0.2116883
ILMN_2185675	100.6064	0.09740259
ILMN_3284331	73.44542	0.9766234
ILMN_3207821	73.99771	0.9688312
ILMN_3242248	80.81422	0.5753247
ILMN_1713402	184.4425	0.005194805
ILMN_3231686	96.77589	0.1246753
ILMN_3231638	570.4921	0
ILMN_3182275	136.3894	0.02207792
ILMN_3245907	124.3305	0.03376623
ILMN_1802971	131.3663	0.02727273
ILMN_3238106	77.47016	0.8233766
ILMN_1688031	73.41628	0.9766234
ILMN_1803647	94.29359	0.1480519
ILMN_1751326	105.0589	0.07142857
ILMN_3245769	85.22701	0.3532467
ILMN_1758599	111.4301	0.05194805
ILMN_1762843	84.96056	0.3623376
ILMN_2093072	75.22202	0.9402598
ILMN_1789558	106.9705	0.06623377
ILMN_2057981	107.1845	0.06623377
ILMN_2354269	75.82053	0.9194805
ILMN_1686043	77.80561	0.7974026
ILMN_3238845	146.827	0.01688312
ILMN_1670923	92.48931	0.1714286
ILMN_3240534	85.67349	0.3311688
ILMN_3248511	84.97912	0.3623376
ILMN_1659856	84.27731	0.3831169
ILMN_2180773	93.38702	0.1584416
ILMN_1677122	120.338	0.04285714
ILMN_1669566	83.69103	0.4051948
ILMN_1764704	96.30948	0.1285714
ILMN_1674608	90.90212	0.1987013
ILMN_3239580	77.88454	0.7909091
ILMN_1749868	118.8075	0.04415584
ILMN_1653376	75.45847	0.9324675
ILMN_3241099	114.8395	0.04935065
ILMN_1773780	152.4956	0.01298701
ILMN_1691946	104.8881	0.07402597
ILMN_1712577	212.5092	0.002597403
ILMN_2127722	89.55767	0.2233766
ILMN_1652797	82.54493	0.4584416
ILMN_3237177	4474.514	0
ILMN_1762615	202.6373	0.002597403
ILMN_3194638	85.98727	0.3155844
ILMN_3271098	89.22674	0.2324675
ILMN_1769092	150.3626	0.01558442
ILMN_2394438	10044.24	0
ILMN_1763603	105.8475	0.06883117
ILMN_2287276	107.2044	0.06623377
ILMN_1770576	107.682	0.06233766
ILMN_3189777	99.51946	0.1038961
ILMN_3232080	82.38538	0.4675325
ILMN_3233135	160.7878	0.01038961
ILMN_1804993	223.8708	0
ILMN_3247182	172.9128	0.009090909
ILMN_1778876	111.4888	0.05194805
ILMN_3245418	81.07245	0.5662338
ILMN_1762696	112.513	0.05064935
ILMN_1735502	85.84713	0.3233766
ILMN_3242758	81.60144	0.5337662
ILMN_3234932	82.86442	0.4415585
ILMN_3244033	83.71557	0.4025974
ILMN_1696699	122.725	0.03636364
