PROBE_ID	7677153062_J.VALUE	7677153062_J.Detection Pval
ILMN_1772189	113.2994	0.09740259
ILMN_1652959	91.54626	0.7987013
ILMN_2198897	92.89441	0.7051948
ILMN_1674032	103.7071	0.2103896
ILMN_1737656	121.2353	0.06493507
ILMN_2343917	107.4957	0.1402597
ILMN_1746032	97.92935	0.3935065
ILMN_1651501	222.911	0.002597403
ILMN_2330267	173.8118	0.007792208
ILMN_1676846	167.2541	0.01298701
ILMN_2392635	150.7966	0.01948052
ILMN_1763875	268.3348	0
ILMN_2284941	95.01624	0.5519481
ILMN_1781999	124.7001	0.05584415
ILMN_1669201	113.3488	0.09740259
ILMN_1810085	117.9129	0.08051948
ILMN_2262362	93.32484	0.6610389
ILMN_1743638	88.94071	0.9194805
ILMN_1658176	110.1907	0.1155844
ILMN_2329927	129.9604	0.04805195
ILMN_1794782	184.3711	0.006493506
ILMN_1695968	96.84239	0.438961
ILMN_1789641	87.76438	0.9584416
ILMN_1779470	269.0351	0
ILMN_1716592	101.8722	0.2571429
ILMN_1680309	88.16628	0.9441559
ILMN_1743371	95.37288	0.5285714
ILMN_1770031	138.3489	0.03506494
ILMN_2338268	112.8169	0.1
ILMN_1753912	99.00423	0.3467532
ILMN_1737475	95.4605	0.5246753
ILMN_1745116	97.64881	0.4038961
ILMN_2318685	106.3862	0.1558442
ILMN_2245305	113.1058	0.09740259
ILMN_1707925	102.2745	0.2493507
ILMN_1698311	95.22227	0.5389611
ILMN_2367487	93.0509	0.6844156
ILMN_1785285	94.70872	0.5649351
ILMN_2073969	98.08363	0.3883117
ILMN_1794213	225.9895	0.002597403
ILMN_2227533	120.4851	0.06623377
ILMN_1769390	136.2114	0.04025974
ILMN_2403446	121.4589	0.06493507
ILMN_1787618	93.59783	0.6441559
ILMN_1723662	123.648	0.05844156
ILMN_1801767	237.721	0.001298701
ILMN_1700633	168.629	0.01038961
ILMN_1655702	288.8827	0
ILMN_1706344	113.6369	0.0948052
ILMN_1719498	102.4268	0.2454545
ILMN_1712707	126.1635	0.05194805
ILMN_1699750	176.0471	0.007792208
ILMN_1739081	195.5376	0.005194805
ILMN_2329958	301.9148	0
ILMN_1775944	92.76918	0.7155844
ILMN_1724497	131.5081	0.04675325
ILMN_1720988	97.11319	0.425974
ILMN_1707274	92.73918	0.7168831
ILMN_1755658	172.6882	0.009090909
ILMN_1673639	87.23569	0.9649351
ILMN_1713732	177.9064	0.007792208
ILMN_1708922	124.4753	0.05584415
ILMN_2268241	95.71436	0.5077922
ILMN_1741628	96.71877	0.4493507
ILMN_1657870	115.8656	0.08831169
ILMN_2240003	98.17442	0.3844156
ILMN_1785424	397.5336	0
ILMN_1731610	112.3174	0.1012987
ILMN_1696682	92.70412	0.7194805
ILMN_2396672	177.2917	0.007792208
ILMN_1758825	124.9964	0.05454545
ILMN_1656940	107.4933	0.1402597
ILMN_1656979	118.7513	0.07402597
ILMN_1731433	205.5306	0.005194805
ILMN_1672878	543.6296	0
ILMN_1655114	112.0987	0.1038961
ILMN_1657045	100.4917	0.2961039
ILMN_1766991	97.43756	0.4103896
ILMN_1658083	111.5815	0.1051948
ILMN_1802096	1229.715	0
ILMN_2367165	696.6093	0
ILMN_1753370	130.0769	0.04675325
ILMN_1738921	347.9689	0
ILMN_1660199	143.0616	0.02597403
ILMN_2331636	130.293	0.04675325
ILMN_1772123	121.2753	0.06493507
ILMN_1667641	84.74457	0.9922078
ILMN_1763852	128.9424	0.04805195
ILMN_1687303	115.6553	0.08831169
ILMN_1761058	155.2962	0.01688312
ILMN_2225595	176.0132	0.007792208
ILMN_1724699	102.1852	0.2519481
ILMN_1775579	129.7856	0.04805195
ILMN_1660890	96.4367	0.4584416
ILMN_1778104	155.1829	0.01818182
ILMN_2053679	204.0295	0.005194805
ILMN_1795104	207.5797	0.005194805
ILMN_1740920	100.9718	0.2805195
ILMN_2263466	130.5011	0.04675325
ILMN_1806408	866.2288	0
ILMN_2352009	200.6828	0.005194805
ILMN_1693148	94.54477	0.5818182
ILMN_1808395	438.1118	0
ILMN_3236270	248.1167	0.001298701
ILMN_1743847	92.41428	0.7428572
ILMN_1800008	146.1131	0.02337662
ILMN_2133799	98.50008	0.3675325
ILMN_1708672	138.5733	0.03506494
ILMN_1665945	215.1788	0.003896104
ILMN_1676288	107.2252	0.1441558
ILMN_1693250	94.07277	0.6194805
ILMN_2295980	102.8492	0.2311688
ILMN_2410362	112.049	0.1038961
ILMN_1684271	95.5106	0.5220779
ILMN_1726388	94.10648	0.6194805
ILMN_2106002	109.3859	0.1194805
ILMN_1779685	103.7148	0.2090909
ILMN_1665932	99.38326	0.3376623
ILMN_1769694	92.25961	0.7506493
ILMN_1727251	103.0204	0.225974
ILMN_1734479	98.05508	0.3896104
ILMN_2368728	133.3706	0.04415584
ILMN_2394897	91.79435	0.7844156
ILMN_2394902	99.90224	0.3272727
ILMN_2287535	104.5931	0.187013
ILMN_1750295	112.7411	0.1
ILMN_3187680	145.4597	0.02467532
ILMN_3242266	100.8122	0.2844156
ILMN_1780630	132.3987	0.04545455
ILMN_1716480	165.9818	0.01298701
ILMN_1715192	106.0356	0.1597403
ILMN_2339410	97.58161	0.4064935
ILMN_1779984	91.49931	0.8
ILMN_1667018	113.0781	0.09740259
ILMN_1773243	87.85482	0.9558442
ILMN_3241214	116.6022	0.08571429
ILMN_3235340	112.212	0.1038961
ILMN_1761000	102.2384	0.2519481
ILMN_3237774	130.9928	0.04675325
ILMN_2333219	93.94582	0.625974
ILMN_1780485	133.7501	0.04285714
ILMN_1735471	168.585	0.01038961
ILMN_1699636	278.2629	0
ILMN_2371379	314.1028	0
ILMN_1749014	184.6888	0.006493506
ILMN_1727091	92.46497	0.7402598
ILMN_1771348	111.4897	0.1064935
ILMN_2134039	5010.362	0
ILMN_1750800	170.729	0.009090909
ILMN_1654861	170.9158	0.009090909
ILMN_2121389	92.69831	0.7194805
ILMN_1715543	95.02107	0.5519481
ILMN_1739594	103.1295	0.225974
ILMN_2353978	95.11982	0.5428572
ILMN_1785474	146.5041	0.02337662
ILMN_2188959	105.7515	0.1662338
ILMN_1716237	126.0245	0.05194805
ILMN_1764321	100.52	0.2948052
ILMN_2156699	92.81161	0.7077922
ILMN_1784756	108.6733	0.1220779
ILMN_1728883	93.96574	0.6233766
ILMN_1740265	132.0722	0.04545455
ILMN_1788078	98.54902	0.3662338
ILMN_2252621	95.34806	0.5311688
ILMN_2332250	102.8857	0.2272727
ILMN_1719178	97.75785	0.4025974
ILMN_1679600	107.0835	0.1493506
ILMN_2367070	137.7836	0.03896104
ILMN_1658995	166.2663	0.01298701
ILMN_1750158	254.1121	0
ILMN_1668839	101.2197	0.2766234
ILMN_1765767	122.8648	0.06233766
ILMN_1685703	91.56423	0.7987013
ILMN_1743396	121.5344	0.06493507
ILMN_1743680	91.80595	0.7844156
ILMN_1669633	202.166	0.005194805
ILMN_2344956	349.1638	0
ILMN_2104830	146.7443	0.02337662
ILMN_2078599	129.505	0.04805195
ILMN_2234343	103.1552	0.2246753
ILMN_1706598	115.8788	0.08831169
ILMN_2306955	132.9862	0.04415584
ILMN_1758323	183.9091	0.006493506
ILMN_1728331	270.1646	0
ILMN_2351906	92.3876	0.7441558
ILMN_1705637	171.3478	0.009090909
ILMN_1784203	217.9874	0.003896104
ILMN_1666690	113.5255	0.0961039
ILMN_1654468	191.6477	0.006493506
ILMN_2320277	101.9377	0.2571429
ILMN_2227011	104.9876	0.1818182
ILMN_1730002	110.6062	0.1155844
ILMN_3236756	114.9832	0.08961039
ILMN_1716832	95.58008	0.5181818
ILMN_1684585	1293.445	0
ILMN_2360705	181.9573	0.006493506
ILMN_1654414	106.2047	0.1584416
ILMN_1666096	118.5399	0.07402597
ILMN_2391458	115.5609	0.08831169
ILMN_2285506	108.349	0.1272727
ILMN_1691714	97.13803	0.4246753
ILMN_1683598	324.8997	0
ILMN_2370882	137.4549	0.03896104
ILMN_2273911	93.63528	0.6428571
ILMN_1807914	87.87268	0.9558442
ILMN_1678517	93.08415	0.6818182
ILMN_1705247	293.1024	0
ILMN_1737418	97.55035	0.4077922
ILMN_2278242	96.18922	0.474026
ILMN_1730025	100.2343	0.3116883
ILMN_2378555	116.1492	0.08701298
ILMN_1661434	83.76796	0.9948052
ILMN_1809623	92.78332	0.712987
ILMN_1657592	91.48415	0.8
ILMN_1765912	92.05442	0.7688312
ILMN_1746128	94.27779	0.6038961
ILMN_1685952	92.18917	0.7545455
ILMN_1662738	96.96117	0.4337662
ILMN_1771084	99.82901	0.3272727
ILMN_1791923	94.83428	0.5597402
ILMN_1801698	95.64117	0.5116883
ILMN_1766966	101.0707	0.2779221
ILMN_2070792	103.7991	0.2077922
ILMN_1752269	159.5305	0.01688312
ILMN_1697510	96.4313	0.4597403
ILMN_2254962	105.2186	0.1766234
ILMN_2336595	258.512	0
ILMN_1714197	306.4191	0
ILMN_1742859	94.82981	0.5597402
ILMN_1659885	86.08768	0.9831169
ILMN_2125869	117.6411	0.08051948
ILMN_1671703	242.9551	0.001298701
ILMN_2152131	11296.77	0
ILMN_1777296	7246.051	0
ILMN_2038777	10716.25	0
ILMN_3246895	93.28246	0.6623377
ILMN_1658660	99.24273	0.3376623
ILMN_1829919	89.53982	0.8909091
ILMN_2053178	7235.56	0
ILMN_1704961	2110.145	0
ILMN_1795325	85.3293	0.9883117
ILMN_1749297	200.0166	0.005194805
ILMN_2328280	149.3329	0.02077922
ILMN_1657855	203.9061	0.005194805
ILMN_1717900	90.90852	0.8350649
ILMN_1796088	94.38483	0.5974026
ILMN_1704078	96.27482	0.4688312
ILMN_2232177	817.7614	0
ILMN_1654422	94.17587	0.612987
ILMN_1665691	104.4526	0.1922078
ILMN_1725534	279.4887	0
ILMN_1798254	240.7827	0.001298701
ILMN_1792314	265.423	0
ILMN_1695821	296.4705	0
ILMN_2388605	1626.251	0
ILMN_1657153	518.1489	0
ILMN_2260392	100.6338	0.2922078
ILMN_2346451	94.50376	0.5831169
ILMN_1787513	104.8083	0.1844156
ILMN_1680941	102.9574	0.2272727
ILMN_1652594	126.0177	0.05194805
ILMN_1697585	180.1429	0.007792208
ILMN_1689162	110.6155	0.1142857
ILMN_1815392	195.4109	0.005194805
ILMN_3241416	94.75166	0.5636364
ILMN_1760490	184.5054	0.006493506
ILMN_1786544	103.9548	0.2038961
ILMN_1763916	107.5649	0.1402597
ILMN_2243308	161.6332	0.01428571
ILMN_1766723	99.8516	0.3272727
ILMN_1689217	92.48544	0.7402598
ILMN_1670912	101.6982	0.2597403
ILMN_2152711	115.5712	0.08831169
ILMN_1668983	95.43314	0.525974
ILMN_1824337	97.09501	0.4272727
ILMN_1807493	93.60629	0.6428571
ILMN_3250257	101.0082	0.2805195
ILMN_1683883	103.2242	0.2246753
ILMN_1670193	121.0119	0.06493507
ILMN_2319825	112.8537	0.0987013
ILMN_1694233	166.0928	0.01298701
ILMN_1686432	106.109	0.1597403
ILMN_1697550	176.2141	0.007792208
ILMN_2158705	112.2759	0.1012987
ILMN_1803686	185.7433	0.006493506
ILMN_1745580	90.16198	0.8688312
ILMN_1745108	88.74281	0.9272727
ILMN_1725043	104.6941	0.1857143
ILMN_2148360	118.6756	0.07402597
ILMN_1718946	183.9991	0.006493506
ILMN_1711374	96.43439	0.4584416
ILMN_1726266	97.09729	0.425974
ILMN_1705689	96.94569	0.4350649
ILMN_1785393	94.2896	0.6038961
ILMN_2384544	156.3103	0.01688312
ILMN_1756920	364.7969	0
ILMN_1799728	114.7599	0.08961039
ILMN_1751500	115.688	0.08831169
ILMN_2121068	310.1317	0
ILMN_1765779	113.502	0.0961039
ILMN_2201386	95.19747	0.5389611
ILMN_1682225	88.12041	0.9441559
ILMN_1788481	112.9783	0.0987013
ILMN_1713751	900.9517	0
ILMN_1662675	98.03837	0.3896104
ILMN_1737629	96.8611	0.438961
ILMN_1812112	90.54907	0.8558441
ILMN_3241313	91.39108	0.812987
ILMN_1675210	90.76134	0.8402597
ILMN_1706302	93.83101	0.6324675
ILMN_2351754	90.42484	0.8584415
ILMN_2060086	102.3455	0.2467532
ILMN_1664236	96.68282	0.4506494
ILMN_1664631	121.3791	0.06493507
ILMN_1802100	103.0695	0.225974
ILMN_2194158	101.8719	0.2571429
ILMN_2100871	95.90294	0.4896104
ILMN_1806841	112.2566	0.1025974
ILMN_1798045	92.2956	0.7467533
ILMN_2293012	92.48516	0.7402598
ILMN_1703383	103.1999	0.2246753
ILMN_1651657	100.522	0.2948052
ILMN_1671297	120.9848	0.06493507
ILMN_1669486	89.99074	0.8779221
ILMN_1795204	107.2966	0.1441558
ILMN_2223911	86.79568	0.9701298
ILMN_1685531	90.8632	0.8350649
ILMN_1764554	93.39489	0.6584415
ILMN_2302214	99.3849	0.3376623
ILMN_1783312	98.15762	0.3857143
ILMN_2143210	94.99194	0.5519481
ILMN_1750294	93.47906	0.651948
ILMN_1708348	677.189	0
ILMN_1727524	137.3014	0.03896104
ILMN_1716909	93.40946	0.6584415
ILMN_2103107	130.6894	0.04675325
ILMN_1673566	97.90186	0.3935065
ILMN_1751168	95.7107	0.5077922
ILMN_1660970	98.66319	0.361039
ILMN_1787386	94.04328	0.6207792
ILMN_2286570	96.46307	0.4558442
ILMN_2413732	88.48671	0.9350649
ILMN_1873412	109.0301	0.1194805
ILMN_1676452	96.76592	0.4441558
ILMN_2358134	96.80247	0.4428571
ILMN_1683781	91.19781	0.8220779
ILMN_1726247	90.82028	0.8363636
ILMN_1682989	154.8499	0.01818182
ILMN_1739872	95.8861	0.4896104
ILMN_1770152	92.31086	0.7467533
ILMN_1656171	98.40739	0.3727273
ILMN_1796628	99.00163	0.3467532
ILMN_1811765	100.4461	0.2974026
ILMN_1791795	93.52492	0.6493506
ILMN_1787908	89.76258	0.8844156
ILMN_1651717	98.61095	0.3623376
ILMN_1703803	89.91062	0.8792208
ILMN_2092933	100.0358	0.3207792
ILMN_1681886	96.23205	0.4727273
ILMN_1767362	94.28528	0.6038961
ILMN_3251322	91.87187	0.7818182
ILMN_2211790	90.45279	0.8571429
ILMN_1672403	91.23383	0.8207792
ILMN_1805543	99.17301	0.3415585
ILMN_1706992	145.2054	0.02467532
ILMN_1684919	93.215	0.6688312
ILMN_1727084	98.55611	0.3649351
ILMN_1705250	92.88942	0.7051948
ILMN_1722621	101.4716	0.2675325
ILMN_1721495	101.654	0.261039
ILMN_1798690	89.00719	0.9155844
ILMN_1687035	117.6316	0.08181818
ILMN_1777683	115.6039	0.08831169
ILMN_1762294	113.8007	0.0948052
ILMN_1793040	116.7516	0.08441558
ILMN_3247424	151.2323	0.01948052
ILMN_1763000	201.9449	0.005194805
ILMN_1776777	1891.101	0
ILMN_1706963	97.40533	0.4103896
ILMN_2320964	614.8605	0
ILMN_1697628	116.8157	0.08441558
ILMN_2319326	148.973	0.02077922
ILMN_1657442	105.1813	0.1779221
ILMN_1679797	290.4206	0
ILMN_1749493	101.2654	0.2727273
ILMN_1657139	190.938	0.006493506
ILMN_3245693	97.21413	0.4194805
ILMN_1806275	108.3022	0.1285714
ILMN_1659599	109.8584	0.1155844
ILMN_1698777	118.8879	0.07402597
ILMN_1663132	167.0345	0.01298701
ILMN_1700349	137.1561	0.03896104
ILMN_1761309	107.6586	0.1363636
ILMN_2120555	100.4802	0.2974026
ILMN_1742073	91.36655	0.812987
ILMN_3241894	112.6902	0.1
ILMN_1810691	116.616	0.08571429
ILMN_1676893	199.8905	0.005194805
ILMN_2148944	128.1026	0.04935065
ILMN_1708588	92.03469	0.7701299
ILMN_2311674	99.89258	0.3272727
ILMN_1685156	99.739	0.3285714
ILMN_1655935	219.2482	0.003896104
ILMN_1754440	97.24931	0.4168831
ILMN_1654287	99.16754	0.3415585
ILMN_1763344	98.61857	0.3623376
ILMN_1711736	139.0465	0.03376623
ILMN_2356786	151.954	0.01948052
ILMN_1759252	1286.927	0
ILMN_1678791	92.72626	0.7181818
ILMN_2336146	91.63398	0.7909091
ILMN_2286339	98.27397	0.3805195
ILMN_1694133	94.74434	0.5636364
ILMN_1678501	94.65263	0.574026
ILMN_1787378	517.694	0
ILMN_1814526	793.4055	0
ILMN_2311278	359.4361	0
ILMN_1764309	136.6534	0.04025974
ILMN_1811598	93.82149	0.6324675
ILMN_1740717	93.24494	0.6649351
ILMN_2136010	96.87794	0.4376623
ILMN_1797912	93.06969	0.6831169
ILMN_1738604	101.921	0.2571429
ILMN_1691175	139.1811	0.03376623
ILMN_2223359	94.69214	0.5675325
ILMN_1702858	177.0329	0.007792208
ILMN_2363634	123.6469	0.05844156
ILMN_1813975	103.5106	0.2155844
ILMN_1743331	91.49272	0.8
ILMN_1775045	113.5981	0.0948052
ILMN_2096322	333.0919	0
ILMN_1688322	402.6471	0
ILMN_2224833	201.9849	0.005194805
ILMN_2358626	141.6385	0.03116883
ILMN_1768062	97.08424	0.4285714
ILMN_2358628	96.8846	0.4376623
ILMN_1801020	113.0189	0.09740259
ILMN_1708934	810.2265	0
ILMN_1702933	179.0554	0.007792208
ILMN_1657993	213.7243	0.005194805
ILMN_1666019	141.5377	0.03116883
ILMN_2080751	145.776	0.02467532
ILMN_1690352	144.6309	0.02467532
ILMN_2275396	105.3995	0.174026
ILMN_2373444	107.365	0.1428571
ILMN_1747227	136.6305	0.04025974
ILMN_1807372	179.1561	0.007792208
ILMN_1703946	118.9685	0.07402597
ILMN_1733259	117.0834	0.08311688
ILMN_1730710	119.3582	0.07402597
ILMN_1793959	323.3553	0
ILMN_1794512	109.4973	0.1194805
ILMN_1795788	90.62894	0.8532467
ILMN_1760335	123.4944	0.05974026
ILMN_1788530	137.232	0.03896104
ILMN_1811480	205.9467	0.005194805
ILMN_1813598	107.3108	0.1441558
ILMN_1653821	99.96936	0.3233766
ILMN_1780551	92.04291	0.7688312
ILMN_1669227	95.71716	0.5064935
ILMN_1709167	94.13764	0.6168831
ILMN_1679754	121.9681	0.06233766
ILMN_1716421	159.5694	0.01688312
ILMN_1659371	251.8202	0
ILMN_1677868	94.47358	0.5844156
ILMN_1707445	94.45513	0.5883117
ILMN_1733963	144.4879	0.02467532
ILMN_1804255	98.28911	0.3792208
ILMN_1695590	451.2665	0
ILMN_1694007	95.97145	0.487013
ILMN_3307926	2019.74	0
ILMN_1673330	109.6049	0.1181818
ILMN_1668900	120.1193	0.07012987
ILMN_2389013	172.9423	0.009090909
ILMN_1760143	428.385	0
ILMN_1790757	338.5021	0
ILMN_2092664	291.6946	0
ILMN_1778796	179.679	0.007792208
ILMN_1749804	120.9206	0.06623377
ILMN_1720235	99.47318	0.3337662
ILMN_2240009	95.01491	0.5519481
ILMN_1736178	106.1872	0.1584416
ILMN_1803376	164.1898	0.01298701
ILMN_3240321	121.6323	0.06493507
ILMN_1712944	887.091	0
ILMN_2333107	355.537	0
ILMN_1707958	103.8443	0.2064935
ILMN_1660424	97.62076	0.4064935
ILMN_1701998	105.2974	0.174026
ILMN_1651235	98.58605	0.3623376
ILMN_1694140	99.50178	0.3324675
ILMN_1730995	111.9265	0.1038961
ILMN_2404917	105.6853	0.1662338
ILMN_1702696	99.80255	0.3272727
ILMN_2084562	95.11504	0.5428572
ILMN_1769563	97.26098	0.4168831
ILMN_1673119	96.31032	0.4675325
ILMN_2129015	153.4471	0.01948052
ILMN_1725889	91.37999	0.812987
ILMN_1775235	151.6181	0.01948052
ILMN_1677951	99.40037	0.3376623
ILMN_1708502	126.098	0.05194805
ILMN_1705447	168.6077	0.01038961
ILMN_1699172	116.702	0.08571429
ILMN_2409898	94.86702	0.5597402
ILMN_2295698	93.22565	0.6688312
ILMN_2066124	190.6912	0.006493506
ILMN_1777797	92.23141	0.7532467
ILMN_2095653	102.2084	0.2519481
ILMN_1707551	110.1214	0.1155844
ILMN_1782204	87.9078	0.9558442
ILMN_2402766	217.0797	0.003896104
ILMN_1767722	115.2691	0.08831169
ILMN_2342841	192.431	0.006493506
ILMN_1802631	130.2759	0.04675325
ILMN_2318481	101.6883	0.2597403
ILMN_2245223	102.2023	0.2519481
ILMN_3238543	94.42431	0.5909091
ILMN_1735591	143.5774	0.02597403
ILMN_2362126	128.0808	0.04935065
ILMN_2269136	127.8699	0.04935065
ILMN_3239130	190.2111	0.006493506
ILMN_2120103	100.3058	0.3051948
ILMN_3242883	341.0075	0
ILMN_2100055	94.13651	0.6168831
ILMN_1887648	88.37624	0.9350649
ILMN_1688627	104.2558	0.1948052
ILMN_1672767	92.36202	0.7441558
ILMN_2196642	91.75123	0.7844156
ILMN_2308689	140.709	0.03246753
ILMN_2290776	119.3259	0.07402597
ILMN_1777182	121.1586	0.06493507
ILMN_1729777	95.27615	0.5350649
ILMN_1690829	115.7391	0.08831169
ILMN_2257015	129.905	0.04805195
ILMN_3181215	116.0015	0.08701298
ILMN_3260345	139.9054	0.03246753
ILMN_1703228	108.9345	0.1194805
ILMN_1652023	116.8418	0.08441558
ILMN_2064917	201.1158	0.005194805
ILMN_1776153	109.7975	0.1155844
ILMN_1772645	149.4771	0.02077922
ILMN_1775082	100.1796	0.3142857
ILMN_1680343	114.7903	0.08961039
ILMN_2277492	105.7413	0.1662338
ILMN_2371825	183.1389	0.006493506
ILMN_1717468	100.7209	0.2857143
ILMN_2274377	92.47425	0.7402598
ILMN_1750235	97.42616	0.4103896
ILMN_1664006	115.9567	0.08701298
ILMN_1707169	126.6079	0.05064935
ILMN_1779109	88.76652	0.9272727
ILMN_1697790	96.45085	0.4571429
ILMN_1679520	178.223	0.007792208
ILMN_1732176	134.7796	0.04155844
ILMN_1681081	130.3519	0.04675325
ILMN_2377430	132.593	0.04545455
ILMN_1661373	99.45859	0.3337662
ILMN_2288175	95.71614	0.5077922
ILMN_1654010	169.3222	0.009090909
ILMN_1732672	94.9108	0.5571429
ILMN_1730504	138.2089	0.03506494
ILMN_1662049	130.9964	0.04675325
ILMN_1740752	105.0151	0.1792208
ILMN_1794875	337.9455	0
ILMN_1698209	127.1076	0.04935065
ILMN_3307841	91.66861	0.7883117
ILMN_1814151	94.16247	0.6155844
ILMN_2050246	92.91886	0.7025974
ILMN_1728787	141.2736	0.03246753
ILMN_2234605	93.82452	0.6324675
ILMN_1770454	143.3108	0.02597403
ILMN_1770336	91.18512	0.8233766
ILMN_1714253	104.8798	0.1831169
ILMN_1813530	148.3846	0.02207792
ILMN_2223922	181.0051	0.006493506
ILMN_1718071	552.8683	0
ILMN_1814327	92.57822	0.7324675
ILMN_2341343	93.01945	0.6883117
ILMN_1775634	91.88673	0.7818182
ILMN_1802458	237.8681	0.001298701
ILMN_2307656	206.821	0.005194805
ILMN_1709796	105.9184	0.1623377
ILMN_1783963	90.48197	0.8558441
ILMN_2134801	86.65874	0.9727273
ILMN_1757807	104.4728	0.1922078
ILMN_1673529	303.7498	0
ILMN_1686370	143.5963	0.02597403
ILMN_1809139	214.9738	0.003896104
ILMN_1747504	232.2287	0.001298701
