PROBE_ID	7677153062_E.VALUE	7677153062_E.Detection Pval
ILMN_2393461	73.26972	0.6246753
ILMN_1734231	578.8001	0
ILMN_1812262	340.8636	0
ILMN_2360054	78.43377	0.4077922
ILMN_2290547	71.60949	0.7428572
ILMN_1675794	99.59679	0.1064935
ILMN_2410523	109.3176	0.07532468
ILMN_3240962	94.54173	0.138961
ILMN_1797828	222.7167	0.003896104
ILMN_1690982	719.0145	0
ILMN_3244439	119.1239	0.05194805
ILMN_2182750	324.9179	0
ILMN_1753249	167.7981	0.01428571
ILMN_2260120	95.40888	0.1324675
ILMN_1679413	122.6711	0.05064935
ILMN_2345908	103.4786	0.09220779
ILMN_1712513	78.76196	0.3961039
ILMN_1783253	120.5231	0.05064935
ILMN_1710426	84.42135	0.2636364
ILMN_1690592	75.43053	0.5324675
ILMN_1657374	71.03082	0.7792208
ILMN_1760147	64.49029	0.9961039
ILMN_1685728	161.6157	0.01818182
ILMN_1784420	116.4462	0.05714286
ILMN_1652110	82.44631	0.2948052
ILMN_1661155	77.77666	0.4246753
ILMN_1684574	67.2642	0.9441559
ILMN_2371590	1052.044	0
ILMN_1774513	363.9709	0
ILMN_1675124	912.0763	0
ILMN_1756220	443.184	0
ILMN_2197101	174.1839	0.01298701
ILMN_1727051	122.5549	0.05064935
ILMN_1707123	87.93749	0.2116883
ILMN_2330584	131.1009	0.04415584
ILMN_2381841	197.7913	0.007792208
ILMN_1728069	104.2434	0.09090909
ILMN_1694983	79.62132	0.3701299
ILMN_1735461	332.3272	0
ILMN_1784218	242.1398	0.003896104
ILMN_1700628	220.9125	0.003896104
ILMN_2127897	74.34935	0.5649351
ILMN_1658940	81.6456	0.3142857
ILMN_1773306	81.72871	0.3116883
ILMN_2207419	114.7593	0.06103896
ILMN_1676759	133.032	0.04285714
ILMN_1741736	141.0785	0.03246753
ILMN_1781721	100.5596	0.1012987
ILMN_1663156	93.56602	0.1454545
ILMN_1676864	99.20458	0.1064935
ILMN_1747303	595.6472	0
ILMN_1758687	90.44944	0.1818182
ILMN_1728870	94.61566	0.138961
ILMN_1794392	1497.832	0
ILMN_1732039	69.11668	0.8805195
ILMN_1752457	70.24815	0.8337662
ILMN_1737344	128.7984	0.04545455
ILMN_1674163	85.04589	0.2493507
ILMN_1695983	306.284	0
ILMN_1813893	77.4239	0.4402598
ILMN_1727001	241.5664	0.003896104
ILMN_1747162	174.8803	0.01298701
ILMN_1814859	447.3103	0
ILMN_1762225	87.73093	0.2142857
ILMN_1805344	3979.854	0
ILMN_1712320	205.8805	0.006493506
ILMN_1682323	112.9764	0.06493507
ILMN_2215382	5474.968	0
ILMN_2366785	86.97533	0.2233766
ILMN_2366790	150.5739	0.02597403
ILMN_1754163	75.24603	0.5441558
ILMN_1812976	99.24743	0.1064935
ILMN_1797425	309.716	0
ILMN_1679405	196.8294	0.007792208
ILMN_1797001	133.7816	0.04285714
ILMN_1748077	322.0148	0
ILMN_1686485	74.49628	0.5597402
ILMN_2357193	86.17866	0.2298701
ILMN_1777340	88.4333	0.2051948
ILMN_1795181	140.2149	0.03506494
ILMN_3243928	214.4861	0.006493506
ILMN_1786688	74.70666	0.5571429
ILMN_2387784	84.98608	0.2532468
ILMN_1708296	101.857	0.0987013
ILMN_1704045	70.25705	0.8337662
ILMN_1658902	96.75979	0.125974
ILMN_1659893	76.48526	0.4779221
ILMN_1720838	976.0842	0
ILMN_1783337	109.5138	0.07402597
ILMN_2313074	246.4253	0.003896104
ILMN_1710710	82.15324	0.3
ILMN_1699711	215.9371	0.006493506
ILMN_1768031	1324.6	0
ILMN_2145280	632.2518	0
ILMN_1656718	132.6184	0.04285714
ILMN_1656185	149.239	0.02727273
ILMN_1767509	1057.393	0
ILMN_2193213	1066.819	0
ILMN_1679357	297.7815	0
ILMN_1725661	757.0658	0
ILMN_2102721	411.1854	0
ILMN_2165289	688.8215	0
ILMN_1753347	114.5478	0.06103896
ILMN_1770424	84.14681	0.2688312
ILMN_1759089	68.57715	0.9
ILMN_1686573	106.9245	0.08311688
ILMN_2132515	77.65986	0.4298701
ILMN_1714587	74.13935	0.5792208
ILMN_1684308	136.3136	0.03766234
ILMN_1725401	71.82692	0.725974
ILMN_2177234	80.01028	0.3558442
ILMN_1722505	84.24992	0.2688312
ILMN_3249677	75.59483	0.5220779
ILMN_1736056	68.57219	0.9
ILMN_2044081	81.67612	0.312987
ILMN_2214594	68.94686	0.887013
ILMN_3244220	82.06953	0.3012987
ILMN_1740098	74.83157	0.5519481
ILMN_1730448	70.25863	0.8337662
ILMN_2069067	82.47421	0.2935065
ILMN_3241026	80.34916	0.3467532
ILMN_2190069	75.5648	0.525974
ILMN_2120325	85.42467	0.2441558
ILMN_2086654	76.43205	0.4831169
ILMN_3248356	70.64785	0.8090909
ILMN_1800476	69.79563	0.8571429
ILMN_2173719	76.49713	0.4779221
ILMN_3248525	68.31725	0.9090909
ILMN_3238684	94.58753	0.138961
ILMN_3307967	70.43948	0.8207792
ILMN_1731598	115.236	0.05844156
ILMN_1706838	105.2832	0.08831169
ILMN_1725640	79.73802	0.3675325
ILMN_1677178	158.2145	0.01818182
ILMN_2197228	89.23042	0.1974026
ILMN_1722538	499.104	0
ILMN_2104732	71.96028	0.7103896
ILMN_1706077	87.56947	0.2155844
ILMN_1792172	70.85524	0.7935065
ILMN_1694973	74.95242	0.5519481
ILMN_2070583	79.87581	0.3584416
ILMN_2229865	91.10146	0.1727273
ILMN_3238931	84.61374	0.2597403
ILMN_1655905	87.97127	0.2116883
ILMN_2207997	74.12933	0.5805195
ILMN_3249588	65.73193	0.9857143
ILMN_3308325	86.81724	0.2246753
ILMN_1673987	70.4804	0.8168831
ILMN_1711790	88.98316	0.2
ILMN_1778631	75.94721	0.5012987
ILMN_2058946	66.04741	0.9792208
ILMN_1683887	71.50548	0.7454545
ILMN_2048043	129.995	0.04415584
ILMN_1780058	761.5712	0
ILMN_1667430	327.7613	0
ILMN_1768772	97.86736	0.1168831
ILMN_1747630	617.699	0
ILMN_2117569	3767.167	0
ILMN_1783996	231.0127	0.003896104
ILMN_3242008	123.5103	0.05064935
ILMN_1727315	97.43666	0.1194805
ILMN_1753275	101.7022	0.0987013
ILMN_1728073	78.87512	0.3909091
ILMN_1763654	72.23891	0.6935065
ILMN_1767020	157.6054	0.01818182
ILMN_1666503	74.94328	0.5519481
ILMN_1815035	93.78766	0.1441558
ILMN_2106573	77.10091	0.451948
ILMN_1707088	368.1373	0
ILMN_1692742	340.2996	0
ILMN_1759327	127.4035	0.04805195
ILMN_2041161	104.6349	0.08961039
ILMN_3245066	413.9068	0
ILMN_1669599	231.6098	0.003896104
ILMN_3251436	106.3449	0.08441558
ILMN_3245413	584.0078	0
ILMN_1785356	916.9589	0
ILMN_1791593	92.95452	0.1506494
ILMN_2168952	840.7924	0
ILMN_1760954	408.5308	0
ILMN_2222567	70.65887	0.8090909
ILMN_1802819	71.40569	0.7519481
ILMN_2103685	88.79935	0.2025974
ILMN_1814600	72.68929	0.6636364
ILMN_2135527	74.20965	0.5766234
ILMN_1777333	80.3997	0.3402597
ILMN_1658717	97.10098	0.1233766
ILMN_1800711	147.7433	0.02727273
ILMN_1721084	80.19268	0.3545454
ILMN_2172755	77.56082	0.4298701
ILMN_1756685	92.62048	0.1532468
ILMN_2383163	71.83994	0.725974
ILMN_2280960	73.27951	0.6246753
ILMN_1718152	88.7283	0.2025974
ILMN_1811551	359.2901	0
ILMN_2209748	290.3912	0
ILMN_1761969	164.3172	0.01558442
ILMN_1731111	82.21129	0.3
ILMN_1651415	75.79952	0.5103896
ILMN_1751289	89.27275	0.1974026
ILMN_1698995	130.1343	0.04415584
ILMN_2145423	99.17621	0.1064935
ILMN_1661653	135.4632	0.04025974
ILMN_1738866	195.9823	0.007792208
ILMN_2385220	130.4397	0.04415584
ILMN_1667213	109.9236	0.07402597
ILMN_1805696	90.04329	0.1883117
ILMN_2384133	73.03988	0.6402597
ILMN_1678962	140.9875	0.03246753
ILMN_1670145	87.33976	0.2168831
ILMN_1717434	132.7209	0.04285714
ILMN_2156687	86.66634	0.225974
ILMN_1914857	93.59286	0.1454545
ILMN_1704091	193.6123	0.007792208
ILMN_1681520	112.0006	0.06753246
ILMN_1668162	102.9754	0.09220779
ILMN_1739830	79.47564	0.3753247
ILMN_3311025	74.74326	0.5558441
ILMN_3236211	113.756	0.06363636
ILMN_1754643	86.22445	0.2298701
ILMN_1719232	122.4687	0.05064935
ILMN_1713301	218.497	0.005194805
ILMN_2221808	70.73178	0.8051948
ILMN_1791396	200.3562	0.006493506
ILMN_2186108	84.26277	0.2688312
ILMN_1663685	189.9487	0.009090909
ILMN_3245688	149.1901	0.02727273
ILMN_1694223	147.9298	0.02727273
ILMN_3241987	74.24865	0.5714286
ILMN_1661454	146.7094	0.02727273
ILMN_1747132	77.17944	0.448052
ILMN_2319910	282.24	0
ILMN_1661544	71.84263	0.7246753
ILMN_2319913	465.8347	0
ILMN_1697914	116.7044	0.05584415
ILMN_1688475	71.49279	0.7467533
ILMN_1810335	73.59376	0.6025974
ILMN_1735301	95.59808	0.1324675
ILMN_1765326	215.1473	0.006493506
ILMN_1655664	70.81833	0.7961039
ILMN_1717946	74.14947	0.5792208
ILMN_1741960	73.76297	0.5935065
ILMN_1714087	75.4053	0.5363637
ILMN_1756650	76.00608	0.4974026
ILMN_1718266	80.62003	0.3363636
ILMN_1707799	68.06927	0.9168831
ILMN_1793017	223.5381	0.003896104
ILMN_1752753	69.41338	0.8688312
ILMN_1757143	88.29047	0.2077922
ILMN_1675221	82.32475	0.3
ILMN_1743432	498.1249	0
ILMN_2312897	518.3769	0
ILMN_2242403	334.7956	0
ILMN_1658481	98.02905	0.1155844
ILMN_1725510	74.60779	0.5571429
ILMN_2165867	86.96561	0.2233766
ILMN_1815626	144.7951	0.02857143
ILMN_2405642	141.3375	0.03246753
ILMN_1789535	139.6256	0.03636364
ILMN_1689200	105.9031	0.08701298
ILMN_1782813	81.81138	0.3077922
ILMN_1762426	114.416	0.06103896
ILMN_2078659	73.76926	0.5935065
ILMN_1799996	70.41135	0.8220779
ILMN_2381206	90.41076	0.1818182
ILMN_1782993	88.61003	0.2051948
ILMN_1687279	166.6757	0.01428571
ILMN_1752967	338.7704	0
ILMN_2326997	351.4127	0
ILMN_1807206	354.1469	0
ILMN_3244114	234.0037	0.003896104
ILMN_1756701	115.991	0.05844156
ILMN_1762327	98.27814	0.1142857
ILMN_1719915	148.6463	0.02727273
ILMN_1669177	200.9985	0.006493506
ILMN_1790781	131.6345	0.04415584
ILMN_1725726	79.4348	0.3766234
ILMN_2384857	71.30213	0.7649351
ILMN_1752478	125.1301	0.04935065
ILMN_2185884	263.6113	0.002597403
ILMN_1762666	97.9316	0.1155844
ILMN_3245331	82.72588	0.2909091
ILMN_2385373	75.79077	0.5103896
ILMN_1761450	235.5753	0.003896104
ILMN_1807455	1687.212	0
ILMN_1707901	113.9668	0.06363636
ILMN_3237936	111.3376	0.07272727
ILMN_1796708	133.5165	0.04285714
ILMN_1733998	465.8697	0
ILMN_2281502	103.8111	0.09220779
ILMN_1727150	103.848	0.09220779
ILMN_2384181	293.1498	0
ILMN_1704139	110.9955	0.07402597
ILMN_1664369	107.045	0.08181818
ILMN_2168449	806.8752	0
ILMN_1754839	457.8107	0
ILMN_1716922	369.6123	0
ILMN_1697503	167.464	0.01428571
ILMN_2090123	225.6505	0.003896104
ILMN_1795218	171.2651	0.01298701
ILMN_2253720	120.5048	0.05064935
ILMN_2403555	107.6329	0.08051948
ILMN_1713688	116.2062	0.05714286
ILMN_1744308	175.5206	0.01298701
ILMN_1747506	226.1097	0.003896104
ILMN_1690519	88.17786	0.2090909
ILMN_1733667	98.57322	0.1103896
ILMN_1738272	158.9496	0.01818182
ILMN_2100000	153.2164	0.02337662
ILMN_2192683	187.9358	0.009090909
ILMN_1805742	79.44146	0.3766234
ILMN_1735679	177.6232	0.01298701
ILMN_1653047	185.1945	0.01168831
ILMN_2248589	335.9438	0
ILMN_2325008	132.9421	0.04285714
ILMN_1697206	81.78442	0.3103896
ILMN_1794379	133.1659	0.04285714
ILMN_3181406	83.27412	0.2831169
ILMN_1796082	89.05955	0.1974026
ILMN_1732226	98.06052	0.1155844
ILMN_1652022	80.27795	0.3506494
ILMN_1678422	140.4262	0.03506494
ILMN_1687419	210.4183	0.006493506
ILMN_1676285	89.83282	0.1896104
ILMN_1690965	91.40167	0.1701299
ILMN_1656016	173.2016	0.01298701
ILMN_1652155	82.03416	0.3038961
ILMN_2310589	421.9044	0
ILMN_2332990	124.9023	0.04935065
ILMN_1665335	108.1188	0.07922078
ILMN_1661554	232.0864	0.003896104
ILMN_2321416	603.317	0
ILMN_1651309	71.55998	0.7428572
ILMN_1744046	184.3218	0.01168831
ILMN_2373689	95.68819	0.1324675
ILMN_1695226	71.3087	0.7649351
ILMN_2275533	80.48712	0.338961
ILMN_1874530	72.6498	0.6649351
ILMN_1706100	78.4283	0.4077922
ILMN_1686725	70.64075	0.8090909
ILMN_1772692	496.6876	0
ILMN_2349831	199.2408	0.006493506
ILMN_1812934	124.6727	0.04935065
ILMN_1763605	169.5419	0.01428571
ILMN_2264482	100.3654	0.1012987
ILMN_1803312	261.6222	0.002597403
ILMN_1686291	69.97338	0.848052
ILMN_2414786	82.49085	0.2922078
ILMN_1769547	76.58712	0.4766234
ILMN_1737650	66.70924	0.9649351
ILMN_1749162	71.52967	0.7428572
ILMN_2075067	73.94169	0.5831169
ILMN_3245591	80.15786	0.3545454
ILMN_1777164	128.416	0.04545455
ILMN_1729272	139.9267	0.03636364
ILMN_2277523	99.35131	0.1064935
ILMN_1730061	110.397	0.07402597
ILMN_1778662	92.34325	0.1558442
ILMN_2285618	161.5092	0.01818182
ILMN_1755589	197.4874	0.007792208
ILMN_2180352	567.8306	0
ILMN_1676062	112.4609	0.06623377
ILMN_3179275	70.922	0.7909091
ILMN_3255871	71.63338	0.7428572
ILMN_1775048	74.07632	0.5805195
ILMN_2155816	77.95963	0.4220779
ILMN_1742846	204.9262	0.006493506
ILMN_2174215	66.76089	0.9636363
ILMN_1688877	78.38658	0.4103896
ILMN_1766986	183.7307	0.01168831
ILMN_1793743	198.5557	0.007792208
ILMN_1799796	91.60751	0.1649351
ILMN_1795822	272.9098	0
ILMN_1745737	117.8809	0.05324675
ILMN_1676632	87.7474	0.212987
ILMN_1742837	70.83543	0.7948052
ILMN_1719203	83.85003	0.2727273
ILMN_1695871	78.51382	0.4051948
ILMN_1744752	68.97194	0.887013
ILMN_1695745	95.815	0.1311688
ILMN_1813517	110.1026	0.07402597
ILMN_2375830	148.025	0.02727273
ILMN_2276688	71.09993	0.7779221
ILMN_1736704	81.95407	0.3064935
ILMN_2124790	98.02437	0.1155844
ILMN_1790985	255.2101	0.003896104
ILMN_1671257	404.5317	0
ILMN_3266133	88.91299	0.2
ILMN_1743195	91.43956	0.1701299
ILMN_1694988	84.07295	0.2714286
ILMN_1781658	79.27833	0.3792208
ILMN_1741621	81.0552	0.3233766
ILMN_1712456	71.01138	0.7831169
ILMN_1772934	70.69538	0.8064935
ILMN_1692361	77.01603	0.4584416
ILMN_1652533	370.534	0
ILMN_1669413	80.09872	0.3545454
ILMN_1715907	102.8944	0.09350649
ILMN_1748454	185.0884	0.01168831
ILMN_1655941	100.3625	0.1012987
ILMN_1693587	78.19639	0.412987
ILMN_1721180	72.42431	0.6831169
ILMN_1776842	70.92239	0.7909091
ILMN_1696318	82.83801	0.2883117
ILMN_3188583	85.3084	0.2454545
ILMN_3253480	79.75642	0.3649351
ILMN_3233455	65.0432	0.9896104
ILMN_1824647	79.07079	0.3883117
ILMN_2390544	75.91432	0.5038961
ILMN_1737131	212.4848	0.006493506
ILMN_1742276	148.8897	0.02727273
ILMN_1803856	168.2072	0.01428571
ILMN_2216838	210.0328	0.006493506
ILMN_3178253	71.8194	0.725974
ILMN_3252862	104.484	0.08961039
ILMN_1802518	105.7983	0.08701298
ILMN_3242371	68.88818	0.8896104
ILMN_1659224	85.88587	0.2350649
ILMN_2139989	73.99285	0.5805195
ILMN_2066210	75.09193	0.5467532
ILMN_1750724	77.64655	0.4298701
ILMN_2138622	142.3238	0.03246753
ILMN_1668825	116.7159	0.05584415
ILMN_1753868	80.697	0.3324675
ILMN_1764070	67.88877	0.9233766
ILMN_1765945	68.82343	0.8948052
ILMN_1737806	123.1784	0.05064935
ILMN_1717482	80.98665	0.3272727
ILMN_1669972	108.6491	0.07792208
ILMN_1717594	181.5406	0.01298701
ILMN_1687792	95.2742	0.1324675
ILMN_1757872	249.6226	0.003896104
ILMN_1679810	75.54353	0.5285714
ILMN_3260783	84.31969	0.2675325
ILMN_3176813	79.49509	0.3753247
ILMN_3188058	125.6798	0.04935065
ILMN_1783040	82.24123	0.3
ILMN_1664193	83.43601	0.2818182
ILMN_1711910	88.73363	0.2025974
ILMN_2174189	66.78659	0.9584416
ILMN_1773337	95.23299	0.1324675
ILMN_1695506	84.31982	0.2675325
ILMN_2194688	91.95985	0.1584416
ILMN_1739759	77.71341	0.425974
ILMN_1815673	80.62827	0.3363636
ILMN_2289381	83.3143	0.2831169
ILMN_2398159	102.0875	0.0961039
ILMN_1712729	67.63709	0.9376624
ILMN_1721132	91.20431	0.1727273
ILMN_1706583	204.5061	0.006493506
ILMN_1698020	88.75459	0.2025974
ILMN_1729409	73.50494	0.6051948
ILMN_1664577	204.4323	0.006493506
ILMN_1740305	84.81171	0.2571429
ILMN_1690278	85.48273	0.2441558
ILMN_2401987	96.45259	0.1272727
ILMN_1681641	84.38033	0.2649351
ILMN_2043918	147.3094	0.02727273
ILMN_1658607	98.62521	0.1103896
ILMN_1784046	89.66783	0.1922078
ILMN_2143011	81.76782	0.3103896
ILMN_3307752	103.6991	0.09220779
ILMN_1782881	76.26483	0.4883117
ILMN_1701958	86.09341	0.2311688
ILMN_1733043	105.3476	0.08701298
ILMN_1676215	72.79356	0.6558442
ILMN_1811515	90.65466	0.1805195
ILMN_2336728	75.78952	0.5103896
ILMN_2255043	97.74158	0.1181818
ILMN_1768595	179.9865	0.01298701
ILMN_1744709	76.6917	0.4701299
ILMN_1740450	76.95946	0.4623377
ILMN_2380779	74.71853	0.5558441
ILMN_1713139	72.35496	0.687013
ILMN_1671626	73.97041	0.5818182
ILMN_1749944	114.7719	0.06103896
ILMN_1786254	88.82482	0.2012987
ILMN_1754842	136.7046	0.03636364
ILMN_1749829	99.09887	0.1064935
ILMN_3239771	75.1742	0.5467532
ILMN_1652975	80.21465	0.3545454
ILMN_1797519	69.64342	0.8584415
ILMN_1662010	94.46042	0.138961
ILMN_1676728	89.11467	0.1974026
ILMN_1688935	81.16296	0.3207792
ILMN_1702943	79.05923	0.3896104
ILMN_1743373	85.47654	0.2441558
ILMN_1753287	69.48584	0.8675325
ILMN_1736096	70.72734	0.8051948
ILMN_1690174	73.42957	0.6103896
ILMN_1773228	131.454	0.04415584
ILMN_2388445	97.38268	0.1207792
ILMN_1672094	89.76072	0.1909091
ILMN_1692368	233.1709	0.003896104
ILMN_1789357	75.5095	0.5311688
ILMN_1750941	89.07602	0.1974026
ILMN_1771113	169.3966	0.01428571
ILMN_2240099	71.77949	0.7324675
ILMN_1759598	96.47781	0.1272727
ILMN_2225151	76.15762	0.4883117
ILMN_3242922	90.41622	0.1818182
ILMN_1773885	210.2017	0.006493506
ILMN_2328813	196.2525	0.007792208
ILMN_1681612	85.61864	0.238961
ILMN_2410612	76.50833	0.4766234
ILMN_1765993	91.02528	0.174026
ILMN_1812545	100.4123	0.1012987
ILMN_2162367	7330.91	0
ILMN_1653434	83.9332	0.2727273
ILMN_1722279	75.64782	0.5194805
ILMN_1656315	79.65564	0.3701299
ILMN_1786069	74.40721	0.5636364
ILMN_2373106	68.79229	0.8948052
ILMN_2381286	73.28027	0.6246753
ILMN_1761812	228.8732	0.003896104
ILMN_1667756	69.9545	0.848052
ILMN_1717853	73.0763	0.6402597
ILMN_2117526	78.75205	0.3961039
ILMN_2285404	67.15263	0.9506493
ILMN_2391264	82.13013	0.3012987
ILMN_1778319	74.51721	0.5597402
ILMN_1775622	73.35477	0.6181818
ILMN_2300022	67.49921	0.9402598
ILMN_2285603	87.48264	0.2155844
ILMN_1689828	83.61871	0.2792208
ILMN_2209221	71.11099	0.7779221
ILMN_1751785	85.00914	0.2519481
ILMN_1728183	71.40607	0.7519481
ILMN_1687220	71.6695	0.7376623
ILMN_1655521	74.37119	0.5636364
ILMN_1699491	118.7006	0.05324675
ILMN_1754187	152.8769	0.02467532
ILMN_3241323	69.05889	0.8857143
ILMN_2178771	75.05979	0.548052
ILMN_2119486	382.6517	0
ILMN_1750075	287.8929	0
ILMN_1714352	106.8792	0.08311688
ILMN_1663646	76.48464	0.4779221
ILMN_1705663	231.4774	0.003896104
ILMN_1664682	88.06649	0.2103896
ILMN_2282959	166.2322	0.01428571
ILMN_1685052	233.1154	0.003896104
ILMN_1692281	67.92934	0.9220779
ILMN_1848273	88.20293	0.2090909
ILMN_1725571	72.18142	0.6987013
ILMN_1705244	69.70081	0.8571429
ILMN_2134416	66.36594	0.9714286
ILMN_3187862	106.7483	0.08311688
ILMN_1779847	75.92265	0.5025974
ILMN_3264330	71.51744	0.7441558
ILMN_1746929	76.76097	0.4675325
ILMN_1714296	77.81647	0.4233766
ILMN_1813936	69.96073	0.848052
ILMN_1689829	84.8848	0.2545455
ILMN_3235857	102.1687	0.0961039
ILMN_1715203	133.4726	0.04285714
ILMN_1763775	75.49416	0.5311688
ILMN_1813799	96.7052	0.125974
ILMN_1777074	75.471	0.5311688
ILMN_1716866	78.17032	0.4155844
ILMN_1667737	71.27413	0.7675325
ILMN_1745880	95.58342	0.1324675
ILMN_1756921	121.4814	0.05064935
ILMN_1672496	1211.071	0
ILMN_1770127	615.2214	0
ILMN_1662334	312.9247	0
ILMN_1776998	153.4397	0.02207792
ILMN_1775304	378.4049	0
ILMN_1753243	548.8991	0
ILMN_1781098	106.3236	0.08441558
ILMN_2333865	134.8096	0.04025974
ILMN_1789424	69.67444	0.8584415
ILMN_1712929	132.8291	0.04285714
ILMN_1758545	129.6835	0.04545455
ILMN_1689425	77.02079	0.4584416
ILMN_1657619	160.3965	0.01818182
ILMN_1668979	92.59172	0.1532468
ILMN_2415898	308.7774	0
ILMN_1653266	336.5446	0
ILMN_2288915	75.95054	0.5012987
ILMN_2285213	117.2907	0.05454545
ILMN_2390974	272.0477	0
ILMN_3239193	67.07588	0.9532468
ILMN_2222317	74.14626	0.5792208
ILMN_1813019	75.07087	0.548052
ILMN_1724221	80.38416	0.3415585
ILMN_1794056	78.56688	0.4051948
ILMN_1671235	76.11539	0.4896104
ILMN_1663722	96.51216	0.1272727
ILMN_2402416	698.13	0
ILMN_1793770	405.5173	0
ILMN_1809307	80.81833	0.3311688
ILMN_1768845	77.95703	0.4220779
ILMN_1773742	184.4036	0.01168831
ILMN_1683234	72.17651	0.7
ILMN_1656486	83.92469	0.2727273
ILMN_2151541	219.3044	0.003896104
ILMN_1747903	80.74319	0.3324675
ILMN_2269256	76.45905	0.4805195
ILMN_1803073	83.98192	0.2727273
ILMN_2311020	71.90701	0.7194805
ILMN_1725773	71.04349	0.7792208
ILMN_1752281	203.7936	0.006493506
ILMN_1785177	126.7942	0.04805195
ILMN_1812666	133.5777	0.04285714
ILMN_1717078	171.1629	0.01298701
ILMN_1703573	291.3592	0
ILMN_1688730	84.71957	0.2571429
ILMN_1742109	104.8472	0.08961039
ILMN_2174296	87.90035	0.2116883
ILMN_1711089	90.00521	0.1883117
ILMN_1714563	91.25926	0.1727273
ILMN_2347323	64.38134	0.9987013
ILMN_1749636	92.91866	0.1506494
ILMN_1685930	135.3472	0.04025974
ILMN_1778161	108.271	0.07922078
ILMN_1767809	124.1883	0.04935065
ILMN_2210064	69.11351	0.8805195
ILMN_1810436	132.6659	0.04285714
ILMN_2244087	79.78265	0.3649351
ILMN_2253246	118.1299	0.05324675
ILMN_2316083	73.76368	0.5935065
ILMN_1659843	120.3013	0.05064935
ILMN_3246801	106.1702	0.08571429
ILMN_1771824	129.201	0.04545455
ILMN_1687683	111.3995	0.07272727
ILMN_3307827	182.2113	0.01298701
ILMN_1789642	127.6386	0.04805195
ILMN_1654204	71.13872	0.7779221
ILMN_1725554	259.0712	0.002597403
ILMN_2166543	72.61363	0.6675324
ILMN_1696079	76.22487	0.4883117
ILMN_1663616	228.9369	0.003896104
ILMN_1698258	803.7892	0
ILMN_1799516	267.5382	0.001298701
ILMN_1730464	80.00579	0.3558442
ILMN_2122300	80.00058	0.3558442
ILMN_1801845	171.0993	0.01298701
ILMN_1745501	78.9279	0.3896104
ILMN_1719616	77.68204	0.4272727
ILMN_2380967	183.4488	0.01168831
ILMN_3251171	69.94491	0.848052
ILMN_3249756	70.77792	0.7987013
ILMN_1801230	77.64374	0.4298701
ILMN_1681695	109.276	0.07532468
ILMN_2256081	70.60802	0.8116883
ILMN_1801366	72.77096	0.6558442
ILMN_2049184	77.33324	0.4415585
ILMN_1796245	314.7114	0
ILMN_2275742	74.88364	0.5519481
ILMN_1760361	72.55086	0.6701299
ILMN_1789130	105.4036	0.08701298
ILMN_1795227	843.2949	0
ILMN_1658899	105.0855	0.08831169
ILMN_1780991	143.9818	0.02987013
ILMN_1791679	74.68495	0.5571429
ILMN_1810267	139.6837	0.03636364
ILMN_1801341	80.36708	0.3428572
ILMN_1676660	86.01469	0.2324675
ILMN_2052495	108.8695	0.07792208
ILMN_2112049	266.7488	0.001298701
ILMN_1805200	89.32816	0.1961039
ILMN_2286800	203.5838	0.006493506
ILMN_1724826	99.37685	0.1064935
ILMN_1685260	163.5046	0.01688312
ILMN_3242307	75.62601	0.5194805
ILMN_2339377	100.7698	0.1
ILMN_1656822	188.6592	0.009090909
ILMN_1680928	96.1766	0.1298701
ILMN_1702443	81.83618	0.3077922
ILMN_1760201	979.581	0
ILMN_1676128	95.98141	0.1311688
ILMN_1698137	72.90646	0.6493506
ILMN_1654945	85.59113	0.238961
ILMN_1734285	79.85747	0.361039
ILMN_2328977	69.58272	0.8623376
ILMN_1794692	118.288	0.05324675
ILMN_1733929	68.28371	0.9116883
ILMN_2328972	80.89921	0.3272727
ILMN_1778357	71.02316	0.7792208
ILMN_2406634	74.42467	0.5636364
ILMN_1691393	101.6744	0.0987013
ILMN_1746515	78.1732	0.4155844
ILMN_2384001	85.97315	0.2337662
ILMN_1691117	418.6066	0
ILMN_1708345	79.42339	0.3766234
ILMN_2172507	80.50285	0.338961
ILMN_1812477	85.94049	0.2337662
ILMN_1718401	95.93177	0.1311688
ILMN_1715789	71.79082	0.7298701
ILMN_1702301	668.9404	0
ILMN_1765860	1050.56	0
ILMN_1799725	1302.441	0
ILMN_1712352	81.84284	0.3077922
ILMN_1801044	73.03358	0.6415585
ILMN_1752455	218.1128	0.005194805
ILMN_1801226	77.35555	0.4415585
ILMN_1678629	95.10988	0.1324675
ILMN_2152387	70.29099	0.8298701
ILMN_1788931	835.9886	0
ILMN_1773413	112.6646	0.06493507
ILMN_1784977	88.03277	0.2103896
ILMN_1700086	74.43781	0.5636364
ILMN_1805903	99.45567	0.1064935
ILMN_1791211	195.846	0.007792208
ILMN_1692225	84.91607	0.2532468
ILMN_1774261	79.70465	0.3688312
ILMN_1728572	70.54557	0.8155844
ILMN_1785290	76.17351	0.4883117
ILMN_1654212	76.73454	0.4688312
ILMN_1753627	94.27914	0.1415584
ILMN_1672042	105.0099	0.08831169
ILMN_1726990	136.5215	0.03636364
ILMN_1758629	87.31788	0.2168831
ILMN_1709953	90.80354	0.1766234
ILMN_1739156	92.46487	0.1545455
ILMN_1741711	113.7273	0.06363636
ILMN_2180239	474.0797	0
ILMN_1693559	75.76812	0.5116883
