PROBE_ID	7677153059_J.VALUE	7677153059_J.Detection Pval
ILMN_1802819	76.88096	0.3805195
ILMN_2103685	78.30192	0.3363636
ILMN_1814600	76.98005	0.3792208
ILMN_2135527	72.42763	0.6155844
ILMN_1777333	71.20802	0.6896104
ILMN_1658717	96.15566	0.09090909
ILMN_1800711	130.9955	0.03246753
ILMN_1721084	76.29769	0.4025974
ILMN_2172755	73.14428	0.5727273
ILMN_1756685	88.97537	0.1428571
ILMN_2383163	65.64581	0.9493507
ILMN_2280960	71.62303	0.6636364
ILMN_1718152	85.42764	0.1922078
ILMN_1811551	329.7678	0
ILMN_2209748	402.6319	0
ILMN_1761969	184.027	0.006493506
ILMN_1731111	77.00932	0.3779221
ILMN_1651415	79.54266	0.3
ILMN_1751289	80.36453	0.2779221
ILMN_1698995	125.0033	0.03896104
ILMN_2145423	100.1583	0.07142857
ILMN_1661653	123.6806	0.03896104
ILMN_1738866	189.0865	0.006493506
ILMN_2385220	166.0027	0.01038961
ILMN_1667213	130.6525	0.03246753
ILMN_1805696	91.94532	0.1181818
ILMN_2384133	65.73203	0.9480519
ILMN_1678962	155.8462	0.01558442
ILMN_1670145	89.78683	0.1337662
ILMN_1717434	138.6316	0.02987013
ILMN_2156687	80.35172	0.2779221
ILMN_1914857	79.79687	0.2922078
ILMN_1704091	160.2473	0.01298701
ILMN_1681520	125.545	0.03636364
ILMN_1668162	92.77339	0.112987
ILMN_1739830	74.74752	0.5025974
ILMN_3311025	70.65347	0.7272727
ILMN_3236211	110.8061	0.04935065
ILMN_1754643	94.8471	0.1025974
ILMN_1719232	118.5232	0.04415584
ILMN_1713301	252.5004	0.001298701
ILMN_2221808	71.33232	0.6844156
ILMN_1791396	191.7799	0.005194805
ILMN_2186108	77.64518	0.3506494
ILMN_1663685	192.8345	0.005194805
ILMN_3245688	181.0589	0.007792208
ILMN_1694223	163.9522	0.01298701
ILMN_3241987	72.16624	0.6233766
ILMN_1661454	123.2047	0.04025974
ILMN_1747132	78.53106	0.3285714
ILMN_2319910	266.4592	0
ILMN_1661544	69.51826	0.7909091
ILMN_2319913	374.8947	0
ILMN_1697914	108.1753	0.05454545
ILMN_1688475	68.75893	0.8324676
ILMN_1810335	78.77811	0.3246753
ILMN_1735301	88.5742	0.1545455
ILMN_1765326	272.749	0
ILMN_1655664	71.8601	0.648052
ILMN_1717946	82.99101	0.2246753
ILMN_1741960	74.3722	0.5155844
ILMN_1714087	73.41828	0.5675325
ILMN_1756650	76.31597	0.4
ILMN_1718266	77.02796	0.3766234
ILMN_1707799	64.404	0.9818182
ILMN_1793017	344.7701	0
ILMN_1752753	66.85667	0.9142857
ILMN_1757143	83.3013	0.2194805
ILMN_1675221	74.2739	0.5220779
ILMN_1743432	495.1965	0
ILMN_2312897	520.9774	0
ILMN_2242403	290.8121	0
ILMN_1658481	80.76824	0.2701299
ILMN_1725510	88.15135	0.161039
ILMN_2165867	97.2963	0.08441558
ILMN_1815626	137.0499	0.02987013
ILMN_2405642	119.3521	0.04415584
ILMN_1789535	127.6191	0.03506494
ILMN_1689200	106.5925	0.05454545
ILMN_1782813	78.78497	0.3233766
ILMN_1762426	131.2355	0.03246753
ILMN_2078659	76.12908	0.412987
ILMN_1799996	71.45097	0.6792208
ILMN_2381206	74.64742	0.5051948
ILMN_1782993	78.91135	0.3194805
ILMN_1687279	161.4522	0.01298701
ILMN_1752967	388.3155	0
ILMN_2326997	351.2758	0
ILMN_1807206	366.3062	0
ILMN_3244114	168.8488	0.01038961
ILMN_1756701	111.3199	0.04935065
ILMN_1762327	93.53647	0.1116883
ILMN_1719915	149.8687	0.02077922
ILMN_1669177	177.7539	0.007792208
ILMN_1790781	137.5654	0.02987013
ILMN_1725726	71.96999	0.6376624
ILMN_2384857	76.11765	0.4142857
ILMN_1752478	155.6601	0.01558442
ILMN_2185884	322.3119	0
ILMN_1762666	106.2252	0.05714286
ILMN_3245331	81.56111	0.2519481
ILMN_2385373	77.61089	0.3506494
ILMN_1761450	189.1246	0.006493506
ILMN_1807455	1458.59	0
ILMN_1707901	101.8451	0.06623377
ILMN_3237936	107.1524	0.05454545
ILMN_1796708	138.0858	0.02987013
ILMN_1733998	438.0094	0
ILMN_2281502	102.0742	0.06623377
ILMN_1727150	90.72874	0.1272727
ILMN_2384181	237.9998	0.001298701
ILMN_1704139	116.7747	0.04415584
ILMN_1664369	112.4509	0.04805195
ILMN_2168449	926.5848	0
ILMN_1754839	480.2638	0
ILMN_1716922	339.3214	0
ILMN_1697503	156.3875	0.01558442
ILMN_2090123	245.6904	0.001298701
ILMN_1795218	217.6267	0.002597403
ILMN_2253720	106.7313	0.05454545
ILMN_2403555	107.8006	0.05454545
ILMN_1713688	115.4241	0.04415584
ILMN_1744308	168.7414	0.01038961
ILMN_1747506	268.3764	0
ILMN_1690519	92.43076	0.1142857
ILMN_1733667	96.39488	0.08961039
ILMN_1738272	168.3767	0.01038961
ILMN_2100000	154.8928	0.01818182
ILMN_2192683	178.9651	0.007792208
ILMN_1805742	82.8082	0.2285714
ILMN_1735679	182.5382	0.006493506
ILMN_1653047	151.7795	0.02077922
ILMN_2248589	340.3933	0
ILMN_2325008	131.6803	0.03246753
ILMN_1697206	82.84817	0.2272727
ILMN_1794379	109.6644	0.04935065
ILMN_3181406	82.7448	0.2285714
ILMN_1796082	81.439	0.2545455
ILMN_1732226	92.32973	0.1142857
ILMN_1652022	73.12522	0.5727273
ILMN_1678422	135.6774	0.03116883
ILMN_1687419	213.8497	0.003896104
ILMN_1676285	82.60276	0.2298701
ILMN_1690965	102.7814	0.06493507
ILMN_1656016	185.3892	0.006493506
ILMN_1652155	75.55965	0.4545455
ILMN_2310589	504.1918	0
ILMN_2332990	152.3559	0.01948052
ILMN_1665335	114.1587	0.04675325
ILMN_1661554	338.4533	0
ILMN_2321416	917.4528	0
ILMN_1651309	65.76006	0.9480519
ILMN_1744046	199.5313	0.005194805
ILMN_2373689	85.83929	0.1883117
ILMN_1695226	69.06761	0.8142857
ILMN_2275533	79.14236	0.3077922
ILMN_1874530	73.71024	0.5519481
ILMN_1706100	74.08596	0.5298702
ILMN_1686725	74.72163	0.5038961
ILMN_1772692	458.0527	0
ILMN_2349831	235.0608	0.001298701
ILMN_1812934	122.9303	0.04155844
ILMN_1763605	161.7352	0.01298701
ILMN_2264482	88.18293	0.161039
ILMN_1803312	230.1133	0.002597403
ILMN_1686291	67.68468	0.8909091
ILMN_2414786	74.71983	0.5038961
ILMN_1769547	71.85868	0.648052
ILMN_1737650	72.68903	0.5987013
ILMN_1749162	73.17431	0.5714286
ILMN_2075067	84.06519	0.2090909
ILMN_3245591	74.61564	0.5064935
ILMN_1777164	106.7119	0.05454545
ILMN_1729272	117.2303	0.04415584
ILMN_2277523	116.2398	0.04415584
ILMN_1730061	119.376	0.04415584
ILMN_1778662	121.8801	0.04415584
ILMN_2285618	222.1973	0.002597403
ILMN_1755589	218.8259	0.002597403
ILMN_2180352	583.0251	0
ILMN_1676062	100.4018	0.07142857
ILMN_3179275	67.08781	0.9103896
ILMN_3255871	71.29386	0.6857143
ILMN_1775048	71.74924	0.6545454
ILMN_2155816	67.44256	0.9012987
ILMN_1742846	152.9577	0.01948052
ILMN_2174215	72.69765	0.5948052
ILMN_1688877	75.59489	0.4532467
ILMN_1766986	153.0811	0.01948052
ILMN_1793743	210.7944	0.003896104
ILMN_1799796	86.86289	0.1727273
ILMN_1795822	258.6703	0
ILMN_1745737	109.2647	0.05064935
ILMN_1676632	121.1635	0.04415584
ILMN_1742837	68.86742	0.8324676
ILMN_1719203	77.67812	0.3493507
ILMN_1695871	85.30428	0.1922078
ILMN_1744752	73.69905	0.5519481
ILMN_1695745	95.37901	0.09740259
ILMN_1813517	96.76851	0.08701298
ILMN_2375830	145.7283	0.02207792
ILMN_2276688	73.57401	0.5597402
ILMN_1736704	69.08241	0.812987
ILMN_2124790	98.57391	0.07792208
ILMN_1790985	201.2035	0.005194805
ILMN_1671257	439.3167	0
ILMN_3266133	82.30018	0.2363636
ILMN_1743195	90.89201	0.125974
ILMN_1694988	79.14636	0.3077922
ILMN_1781658	81.63646	0.2519481
ILMN_1741621	81.12413	0.2636364
ILMN_1712456	79.49828	0.3012987
ILMN_1772934	71.61723	0.6649351
ILMN_1692361	78.34299	0.3350649
ILMN_1652533	374.9261	0
ILMN_1669413	77.68759	0.3493507
ILMN_1715907	86.30611	0.1805195
ILMN_1748454	163.4727	0.01298701
ILMN_1655941	86.88845	0.1714286
ILMN_1693587	85.22874	0.1922078
ILMN_1721180	68.78555	0.8324676
ILMN_1776842	75.03754	0.4805195
ILMN_1696318	86.42121	0.1779221
ILMN_3188583	70.6848	0.7246753
ILMN_3253480	75.69643	0.448052
ILMN_3233455	76.05813	0.4220779
ILMN_1824647	73.93163	0.5376623
ILMN_2390544	73.78197	0.5467532
ILMN_1737131	193.9867	0.005194805
ILMN_1742276	132.3041	0.03116883
ILMN_1803856	221.3092	0.002597403
ILMN_2216838	216.5535	0.002597403
ILMN_3178253	73.7133	0.5519481
ILMN_3252862	99.80452	0.07402597
ILMN_1802518	99.32137	0.07532468
ILMN_3242371	68.18258	0.8727273
ILMN_1659224	83.11066	0.2233766
ILMN_2139989	70.5804	0.7311688
ILMN_2066210	72.04723	0.6337662
ILMN_1750724	76.54724	0.3896104
ILMN_2138622	127.5019	0.03506494
ILMN_1668825	114.1266	0.04805195
ILMN_1753868	75.94148	0.4376623
ILMN_1764070	69.96217	0.774026
ILMN_1765945	68.10444	0.8727273
ILMN_1737806	107.7043	0.05454545
ILMN_1717482	84.13188	0.2077922
ILMN_1669972	113.6192	0.04805195
ILMN_1717594	210.7807	0.003896104
ILMN_1687792	94.11378	0.1077922
ILMN_1757872	212.8868	0.003896104
ILMN_1679810	70.99127	0.7090909
ILMN_3260783	80.96542	0.2662338
ILMN_3176813	80.13239	0.2818182
ILMN_3188058	97.98277	0.08181818
ILMN_1783040	74.46825	0.5090909
ILMN_1664193	77.65253	0.3506494
ILMN_1711910	80.28716	0.2779221
ILMN_2174189	64.82129	0.974026
ILMN_1773337	93.39178	0.1116883
ILMN_1695506	83.23683	0.2207792
ILMN_2194688	85.52564	0.1909091
ILMN_1739759	72.41116	0.6155844
ILMN_1815673	88.37684	0.1558442
ILMN_2289381	81.54282	0.2519481
ILMN_2398159	99.02433	0.07662338
ILMN_1712729	72.75848	0.5896104
ILMN_1721132	79.64404	0.2974026
ILMN_1706583	185.1595	0.006493506
ILMN_1698020	79.55081	0.3
ILMN_1729409	69.83555	0.7792208
ILMN_1664577	236.3435	0.001298701
ILMN_1740305	86.63638	0.174026
ILMN_1690278	83.68429	0.2155844
ILMN_2401987	96.2369	0.09090909
ILMN_1681641	80.93312	0.2675325
ILMN_2043918	130.7714	0.03246753
ILMN_1658607	91.33529	0.1233766
ILMN_1784046	92.88624	0.112987
ILMN_2143011	73.56142	0.5597402
ILMN_3307752	109.4176	0.04935065
ILMN_1782881	81.31754	0.2584416
ILMN_1701958	74.28625	0.5207792
ILMN_1733043	101.0713	0.06883117
ILMN_1676215	72.86844	0.5844156
ILMN_1811515	87.38014	0.1636364
ILMN_2336728	84.61353	0.2
ILMN_2255043	87.21382	0.1701299
ILMN_1768595	179.7042	0.007792208
ILMN_1744709	84.39777	0.2025974
ILMN_1740450	72.26337	0.6194805
ILMN_2380779	68.93589	0.8298701
ILMN_1713139	64.90681	0.9688312
ILMN_1671626	76.86433	0.3818182
ILMN_1749944	115.8646	0.04415584
ILMN_1786254	73.84999	0.5428572
ILMN_1754842	147.601	0.02077922
ILMN_1749829	94.87677	0.1025974
ILMN_3239771	78.973	0.3181818
ILMN_1652975	78.56932	0.3285714
ILMN_1797519	72.07891	0.6337662
ILMN_1662010	84.94087	0.1961039
ILMN_1676728	83.04934	0.2246753
ILMN_1688935	71.04626	0.7077922
ILMN_1702943	77.81308	0.3454545
ILMN_1743373	79.84835	0.2909091
ILMN_1753287	72.12274	0.6272727
ILMN_1736096	70.83613	0.7142857
ILMN_1690174	79.59701	0.2987013
ILMN_1773228	149.6286	0.02077922
ILMN_2388445	96.60609	0.08831169
ILMN_1672094	79.40469	0.3012987
ILMN_1692368	202.6073	0.005194805
ILMN_1789357	77.83266	0.3454545
ILMN_1750941	84.74758	0.1974026
ILMN_1771113	129.7983	0.03246753
ILMN_2240099	72.33053	0.6168831
ILMN_1759598	93.82753	0.1077922
ILMN_2225151	75.75163	0.4454545
ILMN_3242922	79.37357	0.3012987
ILMN_1773885	250.5524	0.001298701
ILMN_2328813	232.108	0.001298701
ILMN_1681612	75.23184	0.4714286
ILMN_2410612	68.55753	0.8493506
ILMN_1765993	79.15494	0.3077922
ILMN_1812545	87.99931	0.161039
ILMN_2162367	6974.486	0
ILMN_1653434	74.38614	0.5155844
ILMN_1722279	66.42122	0.9298701
ILMN_1656315	81.87001	0.2454545
ILMN_1786069	69.07321	0.812987
ILMN_2373106	66.57749	0.9233766
ILMN_2381286	69.78298	0.7792208
ILMN_1761812	163.7616	0.01298701
ILMN_1667756	64.26177	0.987013
ILMN_1717853	69.49969	0.7922078
ILMN_2117526	74.82224	0.4974026
ILMN_2285404	69.45361	0.7974026
ILMN_2391264	74.16897	0.525974
ILMN_1778319	71.73804	0.6545454
ILMN_1775622	71.6567	0.6623377
ILMN_2300022	64.01722	0.9896104
ILMN_2285603	85.45579	0.1922078
ILMN_1689828	82.85959	0.2272727
ILMN_2209221	73.37794	0.5688311
ILMN_1751785	78.74433	0.3246753
ILMN_1728183	74.02691	0.5324675
ILMN_1687220	70.23227	0.7545455
ILMN_1655521	73.9721	0.5350649
ILMN_1699491	109.5632	0.04935065
ILMN_1754187	141.1462	0.02727273
ILMN_3241323	68.65044	0.8415585
ILMN_2178771	73.63329	0.5558441
ILMN_2119486	511.256	0
ILMN_1750075	299.7026	0
ILMN_1714352	100.5486	0.07012987
ILMN_1663646	85.9836	0.187013
ILMN_1705663	203.1586	0.005194805
ILMN_1664682	84.3763	0.2025974
ILMN_2282959	175.9944	0.007792208
ILMN_1685052	229.132	0.002597403
ILMN_1692281	71.90501	0.6415585
ILMN_1848273	82.63332	0.2298701
ILMN_1725571	67.11931	0.9077922
ILMN_1705244	70.77597	0.7168831
ILMN_2134416	65.99154	0.9428571
ILMN_3187862	97.58524	0.08181818
ILMN_1779847	77.61965	0.3506494
ILMN_3264330	71.76167	0.6532468
ILMN_1746929	68.6597	0.8415585
ILMN_1714296	77.32965	0.3636364
ILMN_1813936	74.24279	0.5220779
ILMN_1689829	82.56081	0.2298701
ILMN_3235857	85.26501	0.1922078
ILMN_1715203	117.9363	0.04415584
ILMN_1763775	69.84837	0.7766234
ILMN_1813799	103.213	0.06493507
ILMN_1777074	69.71599	0.7805195
ILMN_1716866	72.58092	0.6077922
ILMN_1667737	66.77251	0.9181818
ILMN_1745880	94.24091	0.1077922
ILMN_1756921	119.5823	0.04415584
ILMN_1672496	1249.61	0
ILMN_1770127	783.7345	0
ILMN_1662334	334.7399	0
ILMN_1776998	142.8454	0.02207792
ILMN_1775304	324.4596	0
ILMN_1753243	556.3831	0
ILMN_1781098	106.078	0.05974026
ILMN_2333865	171.7782	0.009090909
ILMN_1789424	73.4911	0.5649351
ILMN_1712929	140.174	0.02727273
ILMN_1758545	125.4107	0.03636364
ILMN_1689425	75.38364	0.4649351
ILMN_1657619	158.3627	0.01428571
ILMN_1668979	82.48063	0.2324675
ILMN_2415898	426.0477	0
ILMN_1653266	430.5257	0
ILMN_2288915	79.4305	0.3012987
ILMN_2285213	107.9643	0.05454545
ILMN_2390974	364.0518	0
ILMN_3239193	70.5749	0.7311688
ILMN_2222317	76.76061	0.3831169
ILMN_1813019	75.18638	0.4753247
ILMN_1724221	76.13116	0.412987
ILMN_1794056	83.01095	0.2246753
ILMN_1671235	68.13149	0.8727273
ILMN_1663722	92.55485	0.1142857
ILMN_2402416	489.2117	0
ILMN_1793770	396.8115	0
ILMN_1809307	74.67382	0.5038961
ILMN_1768845	72.52316	0.6090909
ILMN_1773742	155.9696	0.01558442
ILMN_1683234	77.87548	0.3454545
ILMN_1656486	86.43503	0.1766234
ILMN_2151541	277.5056	0
ILMN_1747903	83.7951	0.2142857
ILMN_2269256	77.90971	0.3441558
ILMN_1803073	85.23546	0.1922078
ILMN_2311020	66.39074	0.9298701
ILMN_1725773	63.2507	0.9948052
ILMN_1752281	179.5019	0.007792208
ILMN_1785177	133.9958	0.03116883
ILMN_1812666	142.375	0.02337662
ILMN_1717078	144.2401	0.02207792
ILMN_1703573	236.6651	0.001298701
ILMN_1688730	82.97693	0.2246753
ILMN_1742109	88.81438	0.1480519
ILMN_2174296	87.49366	0.1636364
ILMN_1711089	93.79369	0.1077922
ILMN_1714563	82.78075	0.2285714
ILMN_2347323	68.97966	0.8220779
ILMN_1749636	82.98077	0.2246753
ILMN_1685930	134.8415	0.03116883
ILMN_1778161	111.2544	0.04935065
ILMN_1767809	118.4687	0.04415584
ILMN_2210064	69.51282	0.7909091
ILMN_1810436	134.6474	0.03116883
ILMN_2244087	79.05481	0.3103896
ILMN_2253246	102.8689	0.06493507
ILMN_2316083	70.07281	0.7662337
ILMN_1659843	117.2888	0.04415584
ILMN_3246801	99.7206	0.07402597
ILMN_1771824	138.6759	0.02987013
ILMN_1687683	100.2779	0.07142857
ILMN_3307827	196.6707	0.005194805
ILMN_1789642	134.1897	0.03116883
ILMN_1654204	73.12252	0.5727273
ILMN_1725554	229.138	0.002597403
ILMN_2166543	68.21473	0.8701299
ILMN_1696079	68.14805	0.8727273
ILMN_1663616	287.3448	0
ILMN_1698258	869.8802	0
ILMN_1799516	278.2791	0
ILMN_1730464	83.29567	0.2194805
ILMN_2122300	73.69435	0.5519481
ILMN_1801845	181.6724	0.006493506
ILMN_1745501	77.20009	0.3662338
ILMN_1719616	74.73579	0.5025974
ILMN_2380967	181.8107	0.006493506
ILMN_3251171	84.88599	0.1961039
ILMN_3249756	64.56124	0.9779221
ILMN_1801230	75.73286	0.4467532
ILMN_1681695	120.0715	0.04415584
ILMN_2256081	69.00743	0.8168831
ILMN_1801366	77.49445	0.3532467
ILMN_2049184	88.28889	0.1571429
ILMN_1796245	280.6723	0
ILMN_2275742	77.84126	0.3454545
ILMN_1760361	70.09583	0.7623377
ILMN_1789130	91.29321	0.1233766
ILMN_1795227	1014.319	0
ILMN_1658899	95.91776	0.0948052
ILMN_1780991	121.1144	0.04415584
ILMN_1791679	71.36485	0.6818182
ILMN_1810267	128.9455	0.03376623
ILMN_1801341	80.74992	0.2701299
ILMN_1676660	76.57137	0.3896104
ILMN_2052495	110.1307	0.04935065
ILMN_2112049	169.0516	0.01038961
ILMN_1805200	86.99023	0.1701299
ILMN_2286800	219.4058	0.002597403
ILMN_1724826	115.9423	0.04415584
ILMN_1685260	184.7323	0.006493506
ILMN_3242307	69.91326	0.774026
ILMN_2339377	124.254	0.03896104
ILMN_1656822	224.9663	0.002597403
ILMN_1680928	114.2879	0.04545455
ILMN_1702443	77.38813	0.3584416
ILMN_1760201	865.579	0
ILMN_1676128	82.23341	0.2402597
ILMN_1698137	73.37852	0.5688311
ILMN_1654945	94.30165	0.1077922
ILMN_1734285	74.38468	0.5155844
ILMN_2328977	70.65636	0.725974
ILMN_1794692	92.36738	0.1142857
ILMN_1733929	68.08508	0.8727273
ILMN_2328972	72.10921	0.6285715
ILMN_1778357	74.16699	0.5272727
ILMN_2406634	71.31488	0.6844156
ILMN_1691393	137.6768	0.02987013
ILMN_1746515	73.39456	0.5688311
ILMN_2384001	77.84573	0.3454545
ILMN_1691117	472.7581	0
ILMN_1708345	69.00016	0.8181818
ILMN_2172507	78.08224	0.3428572
ILMN_1812477	76.96183	0.3792208
ILMN_1718401	88.34589	0.1571429
ILMN_1715789	72.53291	0.6090909
ILMN_1702301	642.084	0
ILMN_1765860	1192.957	0
ILMN_1799725	1526.202	0
ILMN_1712352	85.48744	0.1922078
ILMN_1801044	75.11998	0.4766234
ILMN_1752455	228.1239	0.002597403
ILMN_1801226	73.30006	0.5701299
ILMN_1678629	96.09162	0.09350649
ILMN_2152387	72.82228	0.587013
ILMN_1788931	1063.028	0
ILMN_1773413	92.22189	0.1142857
ILMN_1784977	86.51317	0.1753247
ILMN_1700086	71.94967	0.638961
ILMN_1805903	115.0258	0.04415584
ILMN_1791211	298.9001	0
ILMN_1692225	87.13487	0.1701299
ILMN_1774261	83.19611	0.2207792
ILMN_1728572	75.83111	0.4428571
ILMN_1785290	73.69356	0.5519481
ILMN_1654212	80.9948	0.2662338
ILMN_1753627	94.32351	0.1077922
ILMN_1672042	113.1255	0.04805195
ILMN_1726990	132.6115	0.03116883
ILMN_1758629	89.07383	0.1428571
ILMN_1709953	88.7074	0.1545455
ILMN_1739156	94.9521	0.1
ILMN_1741711	137.811	0.02987013
ILMN_2180239	486.0691	0
ILMN_1693559	84.30183	0.2051948
ILMN_1744244	116.0943	0.04415584
ILMN_1692760	176.4076	0.007792208
ILMN_1687625	428.1004	0
ILMN_1670779	90.36237	0.1298701
ILMN_1689160	920.7358	0
ILMN_1731275	228.6501	0.002597403
ILMN_1769961	105.4957	0.05974026
ILMN_1734317	512.4147	0
ILMN_1734380	75.12155	0.4766234
ILMN_3307822	71.36835	0.6818182
ILMN_1735573	83.73009	0.2155844
ILMN_1763162	75.6076	0.451948
ILMN_2276431	76.34414	0.4
ILMN_2375418	177.3898	0.007792208
ILMN_1679912	165.3474	0.01168831
ILMN_2349610	164.9203	0.01168831
ILMN_2261973	102.1638	0.06623377
ILMN_1770048	140.4781	0.02727273
ILMN_2400183	113.8715	0.04805195
ILMN_2105308	628.9074	0
ILMN_1658992	411.789	0
ILMN_1732049	240.3988	0.001298701
ILMN_1804618	117.0448	0.04415584
ILMN_2376408	144.2597	0.02207792
ILMN_2402674	164.1101	0.01298701
ILMN_1778425	81.76346	0.2506494
ILMN_1805039	72.69882	0.5948052
ILMN_1700822	151.3774	0.02077922
ILMN_1747412	86.22748	0.1844156
ILMN_2349129	177.9341	0.007792208
ILMN_1692535	110.2687	0.04935065
ILMN_1725379	71.35939	0.6818182
ILMN_1663580	68.66297	0.8415585
ILMN_1712506	80.86367	0.2688312
ILMN_1814219	98.58242	0.07792208
ILMN_1811328	163.9473	0.01298701
ILMN_1756723	110.7387	0.04935065
ILMN_1769135	145.6837	0.02207792
ILMN_2252309	221.1362	0.002597403
ILMN_2312732	225.3246	0.002597403
ILMN_1759801	232.7423	0.001298701
ILMN_1792757	89.82002	0.1337662
ILMN_2260926	69.82904	0.7792208
ILMN_1673069	181.9294	0.006493506
ILMN_1780790	103.4306	0.06493507
ILMN_3251278	72.002	0.6376624
ILMN_2117538	79.30223	0.3038961
ILMN_1781563	72.58086	0.6077922
ILMN_1768721	100.0188	0.07272727
ILMN_1813998	73.17753	0.5714286
ILMN_1653158	117.0069	0.04415584
ILMN_2051483	69.58783	0.7896104
ILMN_1739532	83.34537	0.2181818
ILMN_1708107	76.87553	0.3805195
ILMN_1791296	180.8479	0.007792208
ILMN_1801853	73.53375	0.5597402
ILMN_3237304	88.23196	0.1597403
ILMN_1760992	91.74175	0.1207792
ILMN_1735593	69.02222	0.8155844
ILMN_1741908	71.98503	0.6376624
ILMN_1725072	88.98381	0.1428571
ILMN_1775573	82.08509	0.2415584
ILMN_2131882	74.35779	0.5155844
ILMN_2131880	476.3423	0
ILMN_1795715	319.0004	0
ILMN_1749324	87.66341	0.1636364
ILMN_1672503	1046.197	0
ILMN_1679262	70.37478	0.7480519
ILMN_1792356	81.58324	0.2519481
ILMN_1804509	195.47	0.005194805
ILMN_1770502	72.66766	0.6
ILMN_1759983	317.8067	0
ILMN_1669376	257.1215	0.001298701
ILMN_2112301	601.8527	0
ILMN_1773210	71.34576	0.6831169
ILMN_1771622	77.69305	0.3493507
ILMN_2401494	72.70351	0.5948052
ILMN_1658214	65.52824	0.9506493
ILMN_1675057	70.92052	0.7116883
ILMN_1738251	149.433	0.02077922
ILMN_2361810	79.68395	0.2948052
ILMN_2268990	78.39781	0.3324675
ILMN_2112915	94.52486	0.1051948
ILMN_1689043	76.0236	0.4233766
ILMN_1658259	213.3522	0.003896104
ILMN_1810531	118.3981	0.04415584
ILMN_2245627	90.5895	0.1272727
ILMN_1702329	71.53705	0.6714286
ILMN_2402640	89.02143	0.1428571
ILMN_1730284	74.27403	0.5220779
ILMN_1663119	224.195	0.002597403
ILMN_2381257	111.127	0.04935065
ILMN_1765363	110.2017	0.04935065
ILMN_2359159	77.95958	0.3428572
ILMN_1658420	107.3145	0.05454545
ILMN_1788759	83.4215	0.2181818
ILMN_2367204	67.36097	0.9025974
ILMN_2075962	70.68922	0.7246753
ILMN_1776577	83.69505	0.2155844
ILMN_1777917	149.172	0.02077922
ILMN_1794949	81.03519	0.2649351
ILMN_1717099	274.9613	0
ILMN_1762876	70.57864	0.7311688
ILMN_1708451	72.49361	0.6142857
ILMN_1709257	73.45659	0.5662338
ILMN_1698117	124.8363	0.03896104
ILMN_1763901	87.70234	0.1636364
ILMN_1758066	70.11753	0.7597402
ILMN_1785896	70.1461	0.7584416
ILMN_2386849	68.05649	0.874026
ILMN_2283001	73.49278	0.5649351
ILMN_1706498	267.1323	0
ILMN_1671966	68.71322	0.8389611
ILMN_1722680	75.20423	0.4727273
ILMN_2167915	76.33713	0.4
ILMN_1794662	72.77316	0.5896104
ILMN_1704196	84.35822	0.2025974
ILMN_3251672	74.38871	0.5142857
ILMN_1655468	82.19414	0.2402597
ILMN_1812799	87.4615	0.1636364
ILMN_1715905	121.6729	0.04415584
ILMN_1659749	117.9862	0.04415584
ILMN_1655614	75.73225	0.4467532
ILMN_1677032	67.87243	0.8818182
ILMN_1694839	67.77794	0.8857143
ILMN_2394276	74.11832	0.5285714
ILMN_1703913	82.42484	0.2337662
ILMN_1665873	65.39161	0.951948
ILMN_1675992	105.513	0.05974026
ILMN_2238302	74.05949	0.5311688
ILMN_1666490	128.9706	0.03376623
ILMN_2287157	71.17928	0.6922078
ILMN_2380698	414.6554	0
ILMN_1794294	83.22793	0.2207792
ILMN_1706426	397.8102	0
ILMN_3180989	122.1417	0.04415584
ILMN_3257566	129.364	0.03376623
ILMN_1774432	134.257	0.03116883
ILMN_1779711	73.64829	0.5545455
ILMN_1652549	111.3937	0.04935065
ILMN_1730201	77.31599	0.3636364
ILMN_2394777	87.94035	0.1623377
ILMN_1798819	64.83846	0.9727273
ILMN_1682960	106.8464	0.05454545
ILMN_1783806	123.5598	0.03896104
ILMN_2408240	90.57032	0.1272727
ILMN_2207816	71.85036	0.648052
ILMN_1740861	117.2742	0.04415584
ILMN_2054554	4454.083	0
ILMN_1794882	82.42896	0.2337662
ILMN_1689002	79.93156	0.2883117
ILMN_1797971	80.30881	0.2779221
ILMN_2275098	378.0183	0
ILMN_1744129	107.9695	0.05454545
ILMN_1658677	95.10564	0.0987013
ILMN_1784380	97.1854	0.08441558
ILMN_1653678	70.81053	0.7168831
ILMN_2152768	75.61737	0.451948
ILMN_2335123	66.71516	0.9181818
ILMN_3194480	84.61166	0.2
ILMN_3262728	63.05476	0.9961039
ILMN_2133638	170.3797	0.009090909
ILMN_2292636	73.77385	0.5467532
ILMN_2404182	76.52692	0.3909091
ILMN_1690289	75.0446	0.4805195
ILMN_1786335	130.6048	0.03246753
ILMN_1710622	82.28179	0.2363636
ILMN_1791711	95.64877	0.0948052
ILMN_1656225	98.85565	0.07792208
ILMN_1653342	132.0126	0.03116883
ILMN_1811650	198.0252	0.005194805
ILMN_1723235	158.223	0.01428571
ILMN_1776858	120.3537	0.04415584
ILMN_1781285	6371.416	0
ILMN_1759175	110.5873	0.04935065
ILMN_1759488	68.46799	0.8545455
ILMN_2401873	105.0617	0.06103896
ILMN_2401878	89.70368	0.1350649
