PROBE_ID	7677153059_G.VALUE	7677153059_G.Detection Pval
ILMN_1805410	82.67377	0.3220779
ILMN_1654696	72.8238	0.6571429
ILMN_2389064	67.28016	0.925974
ILMN_3182984	68.11362	0.8974026
ILMN_1691501	85.03538	0.2727273
ILMN_1709024	73.50659	0.6220779
ILMN_1775330	115.6258	0.07922078
ILMN_1698363	73.73982	0.6142857
ILMN_1812249	78.77055	0.4207792
ILMN_1737624	73.61081	0.6181818
ILMN_2168276	88.90186	0.2233766
ILMN_2413318	109.2844	0.09220779
ILMN_1811264	496.2371	0
ILMN_1810855	73.60853	0.6181818
ILMN_2141118	77.79473	0.4545455
ILMN_2145490	71.74011	0.7064935
ILMN_3248556	72.48464	0.6727273
ILMN_1663484	90.47159	0.2103896
ILMN_2073543	4370.548	0
ILMN_3238170	68.05119	0.8974026
ILMN_2185427	69.78821	0.8220779
ILMN_3245646	73.91483	0.6025974
ILMN_1774990	226.8566	0.007792208
ILMN_2369826	80.5789	0.3649351
ILMN_1806189	94.11044	0.1844156
ILMN_1751559	91.37846	0.2038961
ILMN_1801118	140.4499	0.04025974
ILMN_2273447	80.39018	0.3701299
ILMN_2369580	181.639	0.01558442
ILMN_1733581	95.49503	0.1727273
ILMN_3248631	71.30637	0.738961
ILMN_1799100	78.74645	0.4207792
ILMN_1713884	100.9232	0.125974
ILMN_1687821	90.92849	0.2090909
ILMN_1667665	152.8792	0.02727273
ILMN_1784128	88.72165	0.2272727
ILMN_1787324	194.9736	0.01428571
ILMN_1815812	80.77157	0.3636364
ILMN_1689710	152.0088	0.02987013
ILMN_1656871	72.24667	0.6844156
ILMN_1717324	92.16026	0.1974026
ILMN_2194828	146.8198	0.03246753
ILMN_1727444	98.94617	0.1480519
ILMN_1681032	82.78558	0.3220779
ILMN_1759261	71.03017	0.7584416
ILMN_1777129	174.8606	0.01688312
ILMN_1765880	695.8944	0
ILMN_1685289	376.7393	0
ILMN_1656452	90.77309	0.2090909
ILMN_1783333	505.2888	0
ILMN_1729450	95.17583	0.174026
ILMN_1790650	237.1807	0.007792208
ILMN_1746829	76.03187	0.5168831
ILMN_3237636	71.92247	0.6935065
ILMN_1658290	210.5785	0.009090909
ILMN_2135991	78.72262	0.4233766
ILMN_1693630	193.2518	0.01428571
ILMN_1711703	219.8291	0.007792208
ILMN_1683370	74.41206	0.5805195
ILMN_1773407	359.9143	0
ILMN_1754241	83.28892	0.3051948
ILMN_1806149	82.01405	0.3337662
ILMN_1790537	140.7734	0.03896104
ILMN_2137003	73.51867	0.6220779
ILMN_1759411	98.7176	0.1493506
ILMN_2112599	136.496	0.04285714
ILMN_3246915	120.3035	0.06493507
ILMN_1795662	101.0966	0.125974
ILMN_1806657	92.2435	0.1974026
ILMN_1697800	250.3714	0.005194805
ILMN_1690911	174.2161	0.01688312
ILMN_3246732	70.00838	0.8116883
ILMN_1676222	70.79688	0.7714286
ILMN_1713956	83.13921	0.3103896
ILMN_1874870	81.43122	0.3467532
ILMN_1759325	114.3673	0.08181818
ILMN_2179726	135.1213	0.04545455
ILMN_3237452	83.21803	0.3090909
ILMN_3195203	107.8461	0.09740259
ILMN_3234124	86.65121	0.2545455
ILMN_1811991	117.6348	0.07142857
ILMN_2388539	136.1294	0.04415584
ILMN_1765923	92.03811	0.1987013
ILMN_1778382	155.6866	0.02597403
ILMN_1661735	78.68691	0.4233766
ILMN_3239959	117.7781	0.07012987
ILMN_2099487	76.25166	0.5090909
ILMN_1654013	147.9302	0.03246753
ILMN_1727078	78.9938	0.4103896
ILMN_1783645	221.7464	0.007792208
ILMN_1656427	136.9429	0.04155844
ILMN_2113016	85.81454	0.2688312
ILMN_1698650	97.22137	0.1571429
ILMN_1732374	82.15023	0.3311688
ILMN_1686835	82.47183	0.3233766
ILMN_1687725	70.18484	0.8025974
ILMN_3307733	129.6288	0.05324675
ILMN_1750404	76.35017	0.5012987
ILMN_1681252	166.1201	0.02077922
ILMN_1719224	972.8149	0
ILMN_1670707	73.26488	0.635065
ILMN_1688703	75.16827	0.548052
ILMN_2075221	78.68266	0.4233766
ILMN_1702526	202.6871	0.01038961
ILMN_1763688	385.6317	0
ILMN_1765645	98.44322	0.1493506
ILMN_1808625	66.8787	0.9402598
ILMN_1757693	83.91603	0.2922078
ILMN_1776490	90.96964	0.2077922
ILMN_3307509	70.30685	0.7987013
ILMN_1721055	70.32848	0.7974026
ILMN_1656069	86.33917	0.2584416
ILMN_2056687	207.9994	0.009090909
ILMN_1688422	156.6962	0.02597403
ILMN_2398926	200.4286	0.01038961
ILMN_1700515	87.00222	0.2519481
ILMN_1712985	123.4391	0.05584415
ILMN_1741924	72.00214	0.6896104
ILMN_1688997	76.68443	0.4909091
ILMN_2225746	88.47314	0.2298701
ILMN_1747347	220.2337	0.007792208
ILMN_2201533	606.0025	0
ILMN_1750401	550.3841	0
ILMN_1812441	330.5995	0
ILMN_1717579	73.58661	0.6181818
ILMN_1676731	260.1894	0.003896104
ILMN_1675097	69.88473	0.8194805
ILMN_1707292	86.85037	0.2519481
ILMN_1772296	161.4941	0.02207792
ILMN_1755711	162.8172	0.02207792
ILMN_1702676	110.3692	0.08961039
ILMN_1743621	77.38086	0.4649351
ILMN_1711823	297.4596	0.001298701
ILMN_1807533	144.6871	0.03506494
ILMN_3238314	80.12178	0.3753247
ILMN_1710619	82.9754	0.312987
ILMN_1810107	107.3956	0.0987013
ILMN_1797155	110.542	0.08961039
ILMN_2221784	86.01102	0.2649351
ILMN_2185604	71.70704	0.7090909
ILMN_1806330	73.97107	0.5974026
ILMN_1752947	194.4379	0.01428571
ILMN_1762071	154.8803	0.02597403
ILMN_1705414	117.686	0.07012987
ILMN_2341690	121.6942	0.05844156
ILMN_1672554	246.3465	0.005194805
ILMN_1661351	77.591	0.4597403
ILMN_1783682	75.21204	0.5454546
ILMN_2221076	139.2151	0.04155844
ILMN_3269835	83.38747	0.3025974
ILMN_3307757	174.5622	0.01688312
ILMN_1682761	151.7681	0.02987013
ILMN_3194613	95.54117	0.1727273
ILMN_3263062	88.55935	0.2285714
ILMN_3245824	76.9381	0.4792208
ILMN_2043615	343.9735	0
ILMN_1805131	91.29242	0.2051948
ILMN_2390310	374.9592	0
ILMN_3236709	203.1987	0.01038961
ILMN_2280731	110.4813	0.08961039
ILMN_1688727	91.65189	0.2038961
ILMN_2382724	219.6532	0.007792208
ILMN_3247139	73.28481	0.6337662
ILMN_1713803	118.2214	0.06753246
ILMN_1707137	126.371	0.05454545
ILMN_3247988	75.39381	0.5376623
ILMN_2351795	103.8382	0.1142857
ILMN_1671693	94.99225	0.1753247
ILMN_2207328	105.5213	0.1090909
ILMN_3179127	82.83717	0.3194805
ILMN_1705656	79.13013	0.4051948
ILMN_3261278	69.84135	0.8220779
ILMN_1658110	92.2404	0.1974026
ILMN_1722133	79.8105	0.3857143
ILMN_3250914	68.15622	0.8974026
ILMN_3250066	71.7953	0.7038961
ILMN_1771012	67.10228	0.9350649
ILMN_1805998	164.3891	0.02077922
ILMN_1736130	83.67668	0.2935065
ILMN_1801822	499.5327	0
ILMN_1682941	69.63116	0.8324676
ILMN_1746670	97.33305	0.1558442
ILMN_2196588	137.2314	0.04155844
ILMN_1673320	99.58734	0.1415584
ILMN_1690442	74.65385	0.5701299
ILMN_1735401	91.26207	0.2051948
ILMN_1670718	86.19563	0.261039
ILMN_2173500	94.1452	0.1844156
ILMN_2169089	87.99386	0.2337662
ILMN_1716006	178.1596	0.01558442
ILMN_1748916	117.498	0.07272727
ILMN_2182531	155.4852	0.02597403
ILMN_1796074	122.6895	0.05714286
ILMN_1784905	73.14896	0.6415585
ILMN_3237707	66.81041	0.9415584
ILMN_1719097	397.8333	0
ILMN_1787844	192.9856	0.01428571
ILMN_2362439	201.4847	0.01038961
ILMN_1703695	162.8742	0.02207792
ILMN_1664920	165.7709	0.02077922
ILMN_1718365	71.12049	0.7532467
ILMN_1800031	72.46011	0.6753247
ILMN_1719207	70.29906	0.8012987
ILMN_1785933	84.73696	0.2779221
ILMN_2406892	182.4847	0.01558442
ILMN_1798728	596.3751	0
ILMN_1663349	72.52055	0.6727273
ILMN_2199298	79.59303	0.3961039
ILMN_1683905	86.09692	0.2649351
ILMN_1808202	2755.566	0
ILMN_1657148	246.4609	0.005194805
ILMN_1678052	117.596	0.07142857
ILMN_1655225	185.002	0.01558442
ILMN_1780504	73.10595	0.6454545
ILMN_2408796	85.48125	0.2701299
ILMN_1813374	101.8718	0.1207792
ILMN_2262462	172.8793	0.01688312
ILMN_2350421	85.96621	0.2662338
ILMN_3187980	74.42504	0.5805195
ILMN_1730818	179.4756	0.01558442
ILMN_1782782	112.1748	0.08571429
ILMN_2233279	10157.83	0
ILMN_1717793	69.91025	0.8142857
ILMN_1773163	79.45634	0.3961039
ILMN_1674926	136.3877	0.04285714
ILMN_1734346	87.8436	0.238961
ILMN_2400546	83.46656	0.3025974
ILMN_1788337	67.98465	0.9012987
ILMN_3240538	93.43579	0.1922078
ILMN_1707943	105.6354	0.1077922
ILMN_1730945	193.5055	0.01428571
ILMN_2173891	234.2753	0.007792208
ILMN_1684854	69.99067	0.8116883
ILMN_1694759	200.9197	0.01038961
ILMN_1784299	535.3561	0
ILMN_3251733	391.3069	0
ILMN_1801572	121.7205	0.05844156
ILMN_1755335	71.09553	0.7545455
ILMN_1801697	110.5853	0.08961039
ILMN_1735608	230.095	0.007792208
ILMN_1681124	116.9019	0.07532468
ILMN_2383484	88.12066	0.2311688
ILMN_1759184	130.39	0.04935065
ILMN_1790951	271.8084	0.002597403
ILMN_1772074	112.5767	0.08571429
ILMN_1726181	95.15427	0.1753247
ILMN_1671374	367.7038	0
ILMN_1729546	176.4748	0.01558442
ILMN_2195397	74.27048	0.5844156
ILMN_1757914	555.6193	0
ILMN_1714419	71.37149	0.7350649
ILMN_1682339	102.7813	0.1168831
ILMN_1762713	654.5253	0
ILMN_1762439	249.3995	0.005194805
ILMN_1703288	222.1916	0.007792208
ILMN_2326282	274.2856	0.002597403
ILMN_3268564	292.7313	0.001298701
ILMN_3188110	311.3537	0
ILMN_1737005	97.30498	0.1558442
ILMN_2396813	141.2502	0.03896104
ILMN_1806937	286.8263	0.001298701
ILMN_1721583	84.25712	0.2857143
ILMN_1786707	125.3605	0.05454545
ILMN_3253728	80.4203	0.3701299
ILMN_1750400	170.7196	0.01688312
ILMN_1662187	73.20397	0.6402597
ILMN_3247438	82.2569	0.3272727
ILMN_1765684	476.8284	0
ILMN_3242508	77.28311	0.4662338
ILMN_1721628	75.67913	0.525974
ILMN_1699309	75.24612	0.5441558
ILMN_1762330	74.32951	0.5831169
ILMN_2394613	69.56444	0.8337662
ILMN_1662578	106.1855	0.1051948
ILMN_1753903	74.52506	0.5766234
ILMN_2401730	178.5577	0.01558442
ILMN_1751234	274.2742	0.002597403
ILMN_1760955	95.43724	0.1727273
ILMN_1792088	208.5009	0.009090909
ILMN_1658206	69.01445	0.8558441
ILMN_2385662	68.27146	0.8896104
ILMN_1756811	96.49088	0.1649351
ILMN_1725906	102.5281	0.1168831
ILMN_2114185	79.34827	0.4
ILMN_1714222	73.8987	0.6038961
ILMN_1713952	89.1447	0.2233766
ILMN_2089656	106.3443	0.1025974
ILMN_1746677	87.69762	0.2415584
ILMN_1782991	96.67956	0.1649351
ILMN_2077886	102.3851	0.1168831
ILMN_1656088	72.87458	0.6532468
ILMN_1710993	200.7665	0.01038961
ILMN_1727540	121.3719	0.05974026
ILMN_1789140	69.26111	0.8467532
ILMN_1777963	68.03175	0.8987013
ILMN_1674817	98.48087	0.1493506
ILMN_2073446	202.5405	0.01038961
ILMN_1706483	109.7497	0.09090909
ILMN_1676725	69.29139	0.8467532
ILMN_1679816	77.20955	0.4688312
ILMN_2354696	72.92406	0.651948
ILMN_1723567	162.6484	0.02207792
ILMN_1755835	76.34515	0.5025974
ILMN_1786273	301.2224	0
ILMN_2082130	224.9324	0.007792208
ILMN_1655485	168.3955	0.01948052
ILMN_2371470	99.18932	0.1480519
ILMN_1759464	93.80032	0.1896104
ILMN_1684246	108.1642	0.09740259
ILMN_1767230	74.33149	0.5831169
ILMN_1691441	71.37883	0.7337663
ILMN_1744089	73.09105	0.6454545
ILMN_1784207	463.0838	0
ILMN_1677974	65.58591	0.9818182
ILMN_3246014	76.83776	0.4818182
ILMN_1805474	193.2041	0.01428571
ILMN_1747531	71.34151	0.7350649
ILMN_3241665	85.36065	0.2701299
ILMN_1787280	117.2231	0.07402597
ILMN_1723256	165.0468	0.02077922
ILMN_1705904	83.70512	0.2935065
ILMN_1726023	70.61951	0.7792208
ILMN_1806635	133.6281	0.04675325
ILMN_2137404	70.16537	0.8038961
ILMN_1684186	69.89255	0.8194805
ILMN_1707503	317.4581	0
ILMN_1699205	66.50505	0.9571428
ILMN_2083742	69.09908	0.8532467
ILMN_1784827	73.08738	0.6454545
ILMN_2076940	98.34692	0.1506494
ILMN_1762204	76.79633	0.4857143
ILMN_2064311	134.8827	0.04545455
ILMN_1657860	117.9907	0.06883117
ILMN_1815307	71.96645	0.6909091
ILMN_1676016	105.0296	0.1103896
ILMN_2387496	75.56417	0.5298702
ILMN_2121189	68.38611	0.8883117
ILMN_1734915	95.95756	0.1688312
ILMN_1809448	79.84975	0.3844156
ILMN_1733298	69.47255	0.8363636
ILMN_1672811	101.0556	0.125974
ILMN_1772790	84.67599	0.2805195
ILMN_1754894	2466.894	0
ILMN_1757415	83.08138	0.3103896
ILMN_1675024	69.79192	0.8220779
ILMN_1675055	129.6324	0.05324675
ILMN_1701101	71.40678	0.7324675
ILMN_1761999	70.67365	0.7792208
ILMN_1784186	79.55808	0.3961039
ILMN_1765430	73.51699	0.6220779
ILMN_1676322	126.2009	0.05454545
ILMN_1751569	109.9195	0.08961039
ILMN_3236244	191.6186	0.01428571
ILMN_1792551	78.26501	0.4350649
ILMN_1777437	84.92166	0.274026
ILMN_1704674	85.52329	0.2701299
ILMN_1806963	90.90416	0.2090909
ILMN_1797301	122.2731	0.05844156
ILMN_2284113	74.05005	0.5922078
ILMN_2388955	210.2331	0.009090909
ILMN_1708393	136.4032	0.04285714
ILMN_1690209	83.78195	0.2935065
ILMN_1669123	93.74096	0.1896104
ILMN_2047460	72.63002	0.6610389
ILMN_1789058	69.48252	0.8363636
ILMN_1790713	74.89674	0.561039
ILMN_1734486	168.1021	0.01948052
ILMN_1742738	81.63906	0.3415585
ILMN_1691299	69.15491	0.8506494
ILMN_1652963	70.47021	0.7883117
ILMN_3251643	119.8303	0.06623377
ILMN_1657683	152.0407	0.02987013
ILMN_1703119	154.3165	0.02597403
ILMN_2157091	81.16824	0.3545454
ILMN_2187071	77.62698	0.4584416
ILMN_3256801	73.07744	0.6454545
ILMN_3244105	78.4539	0.4298701
ILMN_1797735	123.0314	0.05714286
ILMN_1670064	124.8583	0.05454545
ILMN_2196232	159.0162	0.02207792
ILMN_1693226	110.5954	0.08961039
ILMN_1705419	79.44072	0.3974026
ILMN_1719831	78.49431	0.4285714
ILMN_1708714	74.13042	0.5883117
ILMN_3307252	73.06022	0.6454545
ILMN_1659975	123.3527	0.05714286
ILMN_1789436	191.6948	0.01428571
ILMN_1705677	70.05362	0.8116883
ILMN_1749317	131.2111	0.04935065
ILMN_1681732	151.3919	0.02987013
ILMN_1720561	76.39059	0.5
ILMN_1723568	87.05607	0.2506494
ILMN_1666825	143.6684	0.03766234
ILMN_1667966	3508.38	0
ILMN_2193498	86.63682	0.2545455
ILMN_1665300	151.0083	0.02987013
ILMN_1692834	102.4169	0.1168831
ILMN_1704222	74.35123	0.5831169
ILMN_1681741	80.52782	0.3688312
ILMN_1790202	112.2407	0.08571429
ILMN_1735143	237.7129	0.007792208
ILMN_1681340	170.7187	0.01688312
ILMN_1729509	417.9951	0
ILMN_1660602	136.6438	0.04285714
ILMN_1722788	91.53652	0.2038961
ILMN_1801941	214.577	0.009090909
ILMN_1793543	91.74051	0.2025974
ILMN_1742611	205.8067	0.01038961
ILMN_1661595	83.22995	0.3090909
ILMN_1702231	246.9209	0.005194805
ILMN_1748291	306.0841	0
ILMN_1780268	231.9361	0.007792208
ILMN_1657446	120.3253	0.06493507
ILMN_1654864	93.67933	0.1909091
ILMN_1682428	246.9375	0.005194805
ILMN_1759652	69.7963	0.8220779
ILMN_1695005	87.17925	0.2480519
ILMN_1749915	342.1685	0
ILMN_1760556	456.8474	0
ILMN_2066088	75.57111	0.5298702
ILMN_1798914	77.73012	0.4558442
ILMN_1706413	116.9774	0.07532468
ILMN_3248515	108.3493	0.09740259
ILMN_1657144	99.3904	0.1415584
ILMN_1748257	68.03144	0.8987013
ILMN_1670263	406.4055	0
ILMN_1786470	81.25808	0.3519481
ILMN_1730729	91.15724	0.2064935
ILMN_1736234	204.4408	0.01038961
ILMN_3263575	100.5315	0.1298701
ILMN_1673544	169.1365	0.01948052
ILMN_1719398	81.27692	0.3506494
ILMN_1657913	85.74641	0.2688312
ILMN_1716517	102.2602	0.1194805
ILMN_2250853	156.1759	0.02597403
ILMN_1698243	291.3346	0.001298701
ILMN_2097790	134.8381	0.04545455
ILMN_1726989	105.1928	0.1103896
ILMN_1669805	87.09488	0.2506494
ILMN_2097943	91.29153	0.2051948
ILMN_1761278	73.47315	0.6233766
ILMN_2064237	84.92053	0.274026
ILMN_1683990	117.3609	0.07272727
ILMN_2253272	82.95055	0.3142857
ILMN_1791524	82.33798	0.325974
ILMN_1742324	79.47768	0.3961039
ILMN_1673752	205.8575	0.01038961
ILMN_2190266	80.52819	0.3688312
ILMN_1681923	259.3583	0.003896104
ILMN_3243682	81.45054	0.3467532
ILMN_1793263	90.89399	0.2090909
ILMN_1664592	83.84096	0.2935065
ILMN_1699217	89.48002	0.2194805
ILMN_2047354	93.40036	0.1922078
ILMN_1808769	93.33399	0.1922078
ILMN_2138631	64.13994	0.9974026
ILMN_1733658	100.1226	0.1337662
ILMN_1737918	88.49454	0.2285714
ILMN_1796409	86.95129	0.2519481
ILMN_1668996	320.2679	0
ILMN_1785902	142.2859	0.03896104
ILMN_1716957	175.9194	0.01558442
ILMN_1756236	227.2046	0.007792208
ILMN_1776576	69.99908	0.8116883
ILMN_2050970	69.5866	0.8337662
ILMN_1808117	76.78604	0.487013
ILMN_1701459	82.71269	0.3220779
ILMN_2380237	89.42175	0.2194805
ILMN_1694608	179.6195	0.01558442
ILMN_1813307	77.75623	0.4558442
ILMN_1804604	78.93308	0.4116883
ILMN_1768925	72.21629	0.6857143
ILMN_2195462	82.57542	0.3233766
ILMN_1744487	71.15094	0.7519481
ILMN_1689102	104.1035	0.1142857
ILMN_1729288	110.5848	0.08961039
ILMN_2361181	101.8784	0.1207792
ILMN_1662935	66.39928	0.9597403
ILMN_1695740	69.13903	0.8506494
ILMN_1684558	75.48378	0.5311688
ILMN_1713038	85.96725	0.2662338
ILMN_2155312	73.74841	0.6142857
ILMN_1658480	69.95317	0.812987
ILMN_1656242	74.19892	0.5857143
ILMN_1764109	101.2859	0.1246753
ILMN_1677198	84.29951	0.2857143
ILMN_1683687	81.70348	0.3402597
ILMN_1733288	356.9836	0
ILMN_1677603	75.4299	0.5337662
ILMN_1781626	93.62888	0.1909091
ILMN_1710740	166.0468	0.02077922
ILMN_2082209	154.8493	0.02597403
ILMN_1713561	85.66164	0.2688312
ILMN_2198270	135.7062	0.04415584
ILMN_1744235	97.87936	0.151948
ILMN_1714667	90.01031	0.2155844
ILMN_2148497	219.3223	0.007792208
ILMN_1708016	138.3525	0.04155844
ILMN_1755909	350.1772	0
ILMN_2049727	1288.972	0
ILMN_1652219	81.41373	0.3467532
ILMN_1733904	81.35359	0.3480519
ILMN_1693004	137.906	0.04155844
ILMN_1727920	72.75034	0.6584415
ILMN_1687073	70.93957	0.7623377
ILMN_1807067	87.58272	0.2415584
ILMN_1664242	287.9147	0.001298701
ILMN_1677441	64.60004	0.9961039
ILMN_1662640	88.94214	0.2233766
ILMN_2363127	72.0006	0.6896104
ILMN_1809767	88.29589	0.2298701
ILMN_1780356	128.334	0.05324675
ILMN_1698298	98.91238	0.1480519
ILMN_1733531	80.88719	0.361039
ILMN_1805483	83.18608	0.3090909
ILMN_2092903	129.1854	0.05324675
ILMN_1688258	75.19846	0.5454546
ILMN_1682863	69.54666	0.8337662
ILMN_1653103	89.67422	0.2168831
ILMN_1748206	94.75877	0.1779221
ILMN_1785476	81.34602	0.3480519
ILMN_1789950	79.1565	0.4038961
ILMN_1768979	69.84792	0.8194805
ILMN_1791248	420.6396	0
ILMN_1718712	387.0023	0
ILMN_2293451	74.9113	0.561039
ILMN_1750365	117.9158	0.06883117
ILMN_1703839	74.2533	0.5857143
ILMN_2044027	247.5708	0.005194805
ILMN_1672066	87.91022	0.2376623
ILMN_1673005	74.11628	0.5896104
ILMN_1665723	70.72107	0.7766234
ILMN_1689585	93.59487	0.1909091
ILMN_1780172	75.8997	0.5194805
ILMN_1793002	107.5977	0.0987013
ILMN_1691228	155.9888	0.02597403
ILMN_3233010	90.22241	0.2116883
ILMN_3188984	2546.796	0
ILMN_1790136	217.5658	0.007792208
ILMN_1791967	101.9781	0.1207792
ILMN_1780283	72.63188	0.6610389
ILMN_3245122	81.27975	0.3506494
ILMN_2387599	3616.14	0
ILMN_1679195	3191.073	0
ILMN_2283388	1854.775	0
ILMN_1684629	104.7994	0.1116883
ILMN_1697363	269.4354	0.002597403
ILMN_1785644	116.0442	0.07662338
ILMN_1674394	362.566	0
ILMN_2404539	539.3738	0
ILMN_1806312	659.6917	0
ILMN_1691697	69.91171	0.812987
ILMN_1721225	167.3373	0.01948052
ILMN_1771815	1266.786	0
ILMN_1728168	231.7704	0.007792208
ILMN_1751228	71.64233	0.7116883
ILMN_1680665	69.13706	0.8506494
ILMN_1801633	769.9694	0
ILMN_1740923	205.4722	0.01038961
ILMN_1782095	443.247	0
ILMN_3196687	95.64432	0.1701299
ILMN_3273154	75.1909	0.5454546
ILMN_1779974	226.3828	0.007792208
ILMN_3253382	73.21021	0.6402597
ILMN_1718501	70.96343	0.7623377
ILMN_2262543	72.98864	0.648052
ILMN_1813344	133.0661	0.04805195
ILMN_2350607	100.5328	0.1298701
ILMN_1762670	106.0248	0.1051948
ILMN_2260933	69.87896	0.8194805
ILMN_1752744	83.61236	0.2974026
ILMN_2347534	79.59777	0.3961039
ILMN_2176251	210.3811	0.009090909
ILMN_1764885	80.12318	0.3753247
ILMN_1765400	69.95708	0.812987
ILMN_1739198	71.96036	0.6909091
ILMN_1661618	85.92605	0.2675325
ILMN_1751045	88.95867	0.2233766
ILMN_1697431	85.74893	0.2688312
ILMN_1775686	79.18388	0.4038961
ILMN_1715625	129.0426	0.05324675
ILMN_1677137	110.5392	0.08961039
ILMN_1808633	129.6182	0.05324675
ILMN_1667790	69.36971	0.8428571
ILMN_1735189	68.47442	0.8831169
ILMN_1728403	134.4259	0.04675325
ILMN_1697872	93.28045	0.1922078
ILMN_1749424	115.9521	0.07662338
ILMN_1721459	94.93913	0.1753247
ILMN_1764503	112.4918	0.08571429
ILMN_1724608	97.13226	0.1584416
ILMN_3177348	77.46828	0.4636364
ILMN_3263501	74.82758	0.5623376
ILMN_1663893	555.8711	0
ILMN_2174711	94.37595	0.1818182
ILMN_3243121	70.94019	0.7623377
ILMN_3235163	72.27538	0.6844156
ILMN_3178461	78.13001	0.4428571
ILMN_3254928	113.9278	0.08311688
ILMN_1758806	188.3542	0.01558442
ILMN_1661954	74.77182	0.5649351
ILMN_2211724	5555.867	0
ILMN_1699901	130.7916	0.04935065
ILMN_3178967	83.94302	0.2909091
ILMN_1682812	117.2633	0.07402597
ILMN_1737588	383.4935	0
ILMN_2386205	110.6627	0.08961039
ILMN_1690703	88.38258	0.2298701
ILMN_1702226	98.25392	0.1506494
ILMN_2283814	83.11183	0.3103896
ILMN_1675632	76.99924	0.4766234
ILMN_1722407	187.4028	0.01558442
ILMN_2267383	79.34133	0.4012987
ILMN_1653577	68.90222	0.8623376
ILMN_1762061	66.2804	0.9597403
ILMN_1668442	77.07832	0.4701299
ILMN_1712386	92.99461	0.1922078
ILMN_2171183	69.80312	0.8220779
ILMN_3307211	87.58662	0.2415584
ILMN_1684866	77.10078	0.4701299
ILMN_2356311	142.2704	0.03896104
ILMN_2266005	95.28077	0.174026
ILMN_1777221	89.64092	0.2168831
ILMN_3249045	124.3829	0.05584415
ILMN_1814204	7996.145	0
ILMN_1716838	78.11549	0.4441558
ILMN_2411127	108.6836	0.0961039
ILMN_1656297	85.52349	0.2701299
ILMN_1795836	113.7532	0.08311688
ILMN_1765328	85.16313	0.2714286
ILMN_2310295	88.3991	0.2298701
ILMN_2310296	96.3036	0.1675325
ILMN_1763401	109.038	0.0961039
ILMN_1769471	74.48997	0.5792208
ILMN_3307877	2052.466	0
ILMN_1764329	98.74297	0.1493506
ILMN_1667230	64.1695	0.9974026
ILMN_1776147	119.1143	0.06623377
ILMN_1814369	69.9014	0.8168831
ILMN_1695959	83.73751	0.2935065
ILMN_1682896	97.4357	0.1558442
ILMN_2331197	156.2263	0.02597403
ILMN_2251978	213.8381	0.009090909
ILMN_1712936	132.8149	0.04805195
ILMN_1808602	120.5149	0.06363636
ILMN_1772575	140.4496	0.04025974
ILMN_1699071	1196.943	0
ILMN_2104929	77.35732	0.4649351
ILMN_2104924	89.3237	0.2194805
ILMN_1655201	70.51298	0.7831169
ILMN_3246107	67.59197	0.9155844
ILMN_1716149	84.74088	0.2779221
ILMN_1807686	136.482	0.04285714
ILMN_1767805	71.99469	0.6896104
ILMN_1793572	96.61317	0.1649351
ILMN_1724299	81.85741	0.3363636
ILMN_1694182	69.45225	0.8376623
ILMN_1780406	112.2749	0.08571429
ILMN_1683036	80.49646	0.3688312
ILMN_2202320	73.425	0.6233766
ILMN_1716682	67.40803	0.9246753
ILMN_3263072	82.71242	0.3220779
ILMN_1666773	75.45814	0.5311688
ILMN_2110496	113.8626	0.08311688
ILMN_1698166	98.83849	0.1493506
ILMN_1752312	116.3961	0.07662338
ILMN_1767601	179.4845	0.01558442
ILMN_3260501	86.61828	0.2545455
ILMN_3184041	187.5035	0.01558442
ILMN_3235840	68.15263	0.8974026
ILMN_1764410	518.6981	0
ILMN_1802771	93.1555	0.1922078
ILMN_1721338	68.30437	0.8896104
ILMN_3249095	71.56438	0.7168831
ILMN_1789405	153.3352	0.02597403
ILMN_1673743	69.504	0.8350649
ILMN_3196690	108.0091	0.09740259
ILMN_1795991	132.9293	0.04805195
ILMN_1759595	142.3542	0.03896104
ILMN_3307887	355.7728	0
ILMN_1741295	187.129	0.01558442
ILMN_1757114	73.71722	0.6155844
ILMN_1706859	147.4803	0.03246753
ILMN_1663417	78.27262	0.4350649
ILMN_1717371	92.76669	0.1935065
ILMN_1737255	66.63987	0.951948
ILMN_3265879	146.2412	0.03376623
ILMN_1804884	90.1846	0.212987
ILMN_2325112	103.5998	0.1142857
ILMN_1660379	112.6499	0.08571429
ILMN_1711067	98.53008	0.1493506
ILMN_1766178	109.5885	0.09220779
ILMN_1697957	75.52379	0.5298702
ILMN_1759195	95.80533	0.1688312
ILMN_1757347	148.1567	0.03116883
ILMN_2384513	86.11674	0.2649351
ILMN_1652512	112.6401	0.08571429
ILMN_1778132	97.82125	0.151948
ILMN_1691757	131.8837	0.04935065
ILMN_1769925	74.50166	0.5779221
ILMN_3248551	70.3955	0.7948052
ILMN_3236321	88.99488	0.2233766
ILMN_3248176	75.58421	0.5285714
ILMN_3240717	104.8391	0.1116883
ILMN_1732404	74.19786	0.5857143
ILMN_1780840	186.6822	0.01558442
ILMN_1812688	230.6538	0.007792208
ILMN_1738410	88.70709	0.2272727
ILMN_1740308	69.08224	0.8532467
ILMN_2073520	91.55852	0.2038961
ILMN_1795419	187.8819	0.01558442
ILMN_1810759	655.2623	0
ILMN_2090558	685.5844	0
