PROBE_ID	7677153059_A.VALUE	7677153059_A.Detection Pval
ILMN_1729639	129.7894	0.05324675
ILMN_1654759	104.8085	0.3025974
ILMN_1725338	111.1696	0.1571429
ILMN_3289458	101.2577	0.4363636
ILMN_3212962	98.13567	0.5922078
ILMN_1723042	94.5107	0.8233766
ILMN_2132458	88.97607	0.9883117
ILMN_1728197	124.0031	0.07142857
ILMN_1804531	124.6681	0.07012987
ILMN_2143685	102.329	0.3779221
ILMN_2072568	121.1428	0.07922078
ILMN_1746676	98.8219	0.5675325
ILMN_1683757	305.9225	0
ILMN_1740276	166.1369	0.02467532
ILMN_2352563	411.0083	0
ILMN_1710326	374.3141	0
ILMN_2077680	212.3317	0.005194805
ILMN_1704797	112.903	0.1363636
ILMN_1653166	143.1428	0.04285714
ILMN_2415303	113.866	0.1220779
ILMN_1807359	116.137	0.1012987
ILMN_2292178	294.0935	0
ILMN_1663142	483.8414	0
ILMN_2403228	201.3091	0.005194805
ILMN_1711453	124.1075	0.07142857
ILMN_1657527	103.7154	0.3363636
ILMN_2142185	90.58413	0.9662338
ILMN_1781752	230.1328	0.003896104
ILMN_1763398	102.6458	0.3688312
ILMN_1730964	99.15635	0.5493507
ILMN_1691339	150.0825	0.03506494
ILMN_1745103	185.5875	0.01038961
ILMN_1779144	107.2868	0.2324675
ILMN_1784608	222.8659	0.003896104
ILMN_3250902	94.99177	0.7974026
ILMN_1670101	108.0275	0.212987
ILMN_1693781	128.8338	0.05584415
ILMN_1678775	1883.23	0
ILMN_1711702	365.1257	0
ILMN_3250023	122.3468	0.07662338
ILMN_1791749	93.25836	0.8844156
ILMN_2220735	97.74976	0.612987
ILMN_2220729	113.1647	0.1311688
ILMN_1682176	118.8876	0.09090909
ILMN_1709204	422.6687	0
ILMN_2399363	728.2772	0
ILMN_1682259	105.5447	0.2792208
ILMN_1665457	98.22997	0.5896104
ILMN_1808979	132.3449	0.05064935
ILMN_1771664	161.7292	0.02597403
ILMN_1723115	99.83584	0.5064935
ILMN_2193817	123.0775	0.07402597
ILMN_1740502	161.7877	0.02597403
ILMN_2077736	104.7858	0.3025974
ILMN_2322131	101.9415	0.3909091
ILMN_1780465	113.9333	0.1207792
ILMN_1742962	94.93559	0.8012987
ILMN_2323992	350.6115	0
ILMN_1654504	116.8088	0.1
ILMN_1700610	408.2842	0
ILMN_1673238	97.31984	0.6402597
ILMN_2068274	109.0172	0.1974026
ILMN_1782729	112.9592	0.1350649
ILMN_1658635	96.29686	0.7103896
ILMN_2050813	93.0479	0.8948052
ILMN_1756982	1801.447	0
ILMN_1795754	97.13897	0.6558442
ILMN_1796423	230.7647	0.003896104
ILMN_1671250	101.1501	0.438961
ILMN_2063584	106.2497	0.2558441
ILMN_2063586	166.2076	0.02467532
ILMN_1778964	117.9954	0.0961039
ILMN_1699665	101.9044	0.3922078
ILMN_1745076	433.7593	0
ILMN_2404085	351.6643	0
ILMN_1684038	108.6115	0.2038961
ILMN_1723058	124.7615	0.06883117
ILMN_2352190	113.5689	0.1285714
ILMN_1801189	101.6548	0.4025974
ILMN_1789733	116.2419	0.1012987
ILMN_1759792	143.6923	0.04155844
ILMN_1689400	213.7834	0.005194805
ILMN_1652790	119.8099	0.08441558
ILMN_1679727	631.2719	0
ILMN_2362911	200.2059	0.005194805
ILMN_1815239	349.5126	0
ILMN_1787109	154.9011	0.03246753
ILMN_2063106	99.09837	0.5493507
ILMN_1676061	101.1249	0.4402598
ILMN_1695961	148.2401	0.03506494
ILMN_2320336	352.799	0
ILMN_2394027	135.5919	0.04545455
ILMN_1695853	130.9099	0.05064935
ILMN_2108865	96.97681	0.6636364
ILMN_2124221	99.4849	0.5246753
ILMN_1714522	99.01067	0.5545455
ILMN_3251242	93.06022	0.8948052
ILMN_1669281	222.1132	0.003896104
ILMN_2394381	165.966	0.02467532
ILMN_1778203	113.3414	0.1285714
ILMN_1776267	308.5114	0
ILMN_1701094	136.5207	0.04415584
ILMN_1684576	101.1495	0.438961
ILMN_3235979	99.10348	0.5493507
ILMN_1736814	260.2757	0.002597403
ILMN_1682399	173.7359	0.01558442
ILMN_1659976	161.081	0.02597403
ILMN_1681235	124.5415	0.07012987
ILMN_1725705	131.3887	0.05064935
ILMN_2131811	101.0097	0.4467532
ILMN_1665831	398.0109	0
ILMN_1752802	323.356	0
ILMN_1709894	159.8346	0.02597403
ILMN_1698745	113.8113	0.1233766
ILMN_1741705	145.5608	0.04025974
ILMN_3246345	115.4044	0.1090909
ILMN_3236671	103.4348	0.3415585
ILMN_2067408	126.8921	0.06363636
ILMN_1691165	98.43857	0.5896104
ILMN_2415179	463.4449	0
ILMN_1720181	110.0001	0.1831169
ILMN_1717138	99.41523	0.5272727
ILMN_1731237	223.6125	0.003896104
ILMN_1734021	130.7303	0.05064935
ILMN_2345837	223.3678	0.003896104
ILMN_1687171	112.0414	0.1441558
ILMN_1695420	157.0708	0.02857143
ILMN_1674609	449.9104	0
ILMN_1709346	100.7805	0.4532467
ILMN_1756779	116.425	0.1012987
ILMN_1694584	103.9879	0.3233766
ILMN_1739734	106.8321	0.2428571
ILMN_1798298	100.6877	0.4584416
ILMN_1691483	97.93438	0.6038961
ILMN_1667058	99.98011	0.4922078
ILMN_1774974	113.7147	0.125974
ILMN_2242491	13746.88	0
ILMN_1750596	118.3225	0.09350649
ILMN_1800993	105.3182	0.2831169
ILMN_2355042	110.266	0.1779221
ILMN_2382025	95.913	0.7363636
ILMN_1682544	100.8854	0.451948
ILMN_1727800	96.21184	0.7155844
ILMN_1687518	96.52976	0.6961039
ILMN_1804788	98.11863	0.5922078
ILMN_1663538	117.5301	0.0987013
ILMN_1712088	110.3022	0.1779221
ILMN_1734631	104.5939	0.3090909
ILMN_1770772	98.65965	0.5792208
ILMN_2086612	124.043	0.07142857
ILMN_1704084	137.044	0.04285714
ILMN_1714082	161.509	0.02597403
ILMN_2125374	159.3257	0.02857143
ILMN_1709634	115.1386	0.1103896
ILMN_1707634	125.7997	0.06883117
ILMN_1738075	1429.476	0
ILMN_1767182	109.2449	0.1909091
ILMN_1690888	93.1705	0.887013
ILMN_1673030	133.772	0.04805195
ILMN_1738642	302.5866	0
ILMN_2104877	208.1201	0.005194805
ILMN_1783621	113.8876	0.1220779
ILMN_2328363	114.9742	0.112987
ILMN_2287911	103.7907	0.3350649
ILMN_1693494	119.8193	0.08441558
ILMN_1799030	1251.717	0
ILMN_1679277	93.96822	0.8506494
ILMN_1705442	479.4532	0
ILMN_1667840	151.6165	0.03376623
ILMN_2370208	195.5994	0.007792208
ILMN_1815319	121.101	0.08051948
ILMN_1762718	107.9254	0.2155844
ILMN_1781450	105.5457	0.2792208
ILMN_1720930	105.5687	0.2779221
ILMN_1729514	101.4166	0.4220779
ILMN_1775373	142.769	0.04285714
ILMN_1696494	757.5758	0
ILMN_1698934	893.8677	0
ILMN_1740487	229.6627	0.003896104
ILMN_2403247	298.6366	0
ILMN_1710124	179.736	0.01298701
ILMN_2343361	96.74211	0.6805195
ILMN_1805765	92.05226	0.9298701
ILMN_3307813	94.21542	0.8376623
ILMN_1697236	96.42175	0.7025974
ILMN_3250201	149.5162	0.03506494
ILMN_3250984	108.9855	0.1974026
ILMN_1769319	932.3253	0
ILMN_2169839	516.041	0
ILMN_1694653	133.8564	0.04805195
ILMN_1726769	890.9828	0
ILMN_1803838	152.5528	0.03376623
ILMN_1786353	95.11491	0.7857143
ILMN_1659772	95.47342	0.7597402
ILMN_2384158	103.6386	0.338961
ILMN_1722135	100.4845	0.4662338
ILMN_2281486	107.5878	0.225974
ILMN_2087931	99.20523	0.548052
ILMN_1655095	98.75966	0.5727273
ILMN_3250398	97.43985	0.6311688
ILMN_3249932	93.32161	0.8844156
ILMN_3250412	101.3234	0.4311688
ILMN_1702383	132.1856	0.05064935
ILMN_1750859	100.5937	0.4623377
ILMN_2330112	193.1081	0.007792208
ILMN_1786532	146.8552	0.03766234
ILMN_1758543	198.703	0.006493506
ILMN_1698733	210.8209	0.005194805
ILMN_2349696	113.0521	0.1337662
ILMN_1762802	129.7267	0.05324675
ILMN_1808903	227.5502	0.003896104
ILMN_1749071	110.7567	0.1662338
ILMN_1714759	338.58	0
ILMN_1718813	176.5296	0.01428571
ILMN_1795756	100.0589	0.4831169
ILMN_1748844	111.6463	0.1480519
ILMN_1810054	99.45061	0.5246753
ILMN_1708486	219.2619	0.003896104
ILMN_1770290	1433.959	0
ILMN_1782439	111.7465	0.1467533
ILMN_1657750	108.299	0.212987
ILMN_1797132	124.4367	0.07012987
ILMN_1663975	111.0091	0.1597403
ILMN_1754752	101.6215	0.4038961
ILMN_3250893	116.7833	0.1
ILMN_1662328	220.6516	0.003896104
ILMN_1655720	97.38324	0.6363636
ILMN_1685095	173.3462	0.01558442
ILMN_1682501	102.2633	0.3792208
ILMN_1677840	106.3149	0.2558441
ILMN_1669206	791.2579	0
ILMN_2078334	129.6053	0.05324675
ILMN_1772651	295.3392	0
ILMN_2207393	147.2999	0.03636364
ILMN_1772677	215.4568	0.005194805
ILMN_1735959	122.4989	0.07532468
ILMN_1794324	102.8919	0.3571429
ILMN_2136177	192.678	0.007792208
ILMN_1802450	97.11604	0.6558442
ILMN_2083833	130.4847	0.05194805
ILMN_1656134	226.5822	0.003896104
ILMN_1715886	209.6386	0.005194805
ILMN_1686477	99.0538	0.5506493
ILMN_2174612	229.2549	0.003896104
ILMN_1736068	137.7529	0.04285714
ILMN_1811758	115.0829	0.1116883
ILMN_3246547	95.81157	0.7454545
ILMN_3243471	184.9013	0.01038961
ILMN_1669674	413.813	0
ILMN_1812967	246.0546	0.002597403
ILMN_1777314	107.7393	0.2220779
ILMN_1758487	100.7364	0.4571429
ILMN_2252408	168.5461	0.02207792
ILMN_1813581	97.10191	0.6571429
ILMN_1741577	122.2353	0.07662338
ILMN_3187324	102.5928	0.3688312
ILMN_3232701	100.0294	0.4883117
ILMN_3232894	140.9169	0.04285714
ILMN_1761637	95.73546	0.7493507
ILMN_1807525	183.0311	0.01168831
ILMN_1773113	107.4479	0.2298701
ILMN_1725910	144.4639	0.04025974
ILMN_1809456	180.1525	0.01298701
ILMN_2411791	101.2446	0.4376623
ILMN_1684754	243.6341	0.002597403
ILMN_2400407	110.5219	0.174026
ILMN_1661852	111.2743	0.1545455
ILMN_1718896	95.51787	0.7584416
ILMN_1717599	116.4554	0.1012987
ILMN_1783204	97.69967	0.6181818
ILMN_1709471	97.64196	0.625974
ILMN_1771148	96.4673	0.7
ILMN_1710289	129.7242	0.05324675
ILMN_1727909	102.8618	0.3597403
ILMN_1699317	88.14508	0.9909091
ILMN_1692398	119.2507	0.08701298
ILMN_1690223	96.8771	0.6727273
ILMN_1717541	126.8024	0.06493507
ILMN_1681086	107.1907	0.2324675
ILMN_1775103	101.3448	0.4298701
ILMN_1686513	127.6013	0.06233766
ILMN_1795021	99.60572	0.5194805
ILMN_1704210	93.41781	0.8831169
ILMN_1710394	125.2487	0.06883117
ILMN_2390504	95.38752	0.7636364
ILMN_1702044	109.9529	0.1844156
ILMN_1753498	305.4249	0
ILMN_2352326	128.7007	0.05584415
ILMN_1711888	133.3774	0.05064935
ILMN_1761260	110.6828	0.1701299
ILMN_1732210	111.9141	0.1441558
ILMN_2290007	126.5065	0.06493507
ILMN_2399328	186.3211	0.01038961
ILMN_1742432	217.9143	0.005194805
ILMN_1711514	106.3852	0.2545455
ILMN_2180848	97.88608	0.6051948
ILMN_1791873	130.27	0.05194805
ILMN_1776993	157.2311	0.02857143
ILMN_2129715	105.9736	0.2636364
ILMN_1776154	138.9885	0.04285714
ILMN_1703683	135.3348	0.04545455
ILMN_1721535	225.412	0.003896104
ILMN_1698621	101.989	0.3909091
ILMN_2399877	123.9888	0.07272727
ILMN_1779530	136.1283	0.04415584
ILMN_1783815	113.6976	0.125974
ILMN_1725246	149.7498	0.03506494
ILMN_1688034	165.2706	0.02467532
ILMN_1672776	104.9595	0.2935065
ILMN_1731446	91.07513	0.9545454
ILMN_1789507	102.9072	0.3571429
ILMN_2392803	191.2183	0.007792208
ILMN_2286253	94.88987	0.8012987
ILMN_2311456	113.8043	0.1233766
ILMN_1721178	163.9681	0.02597403
ILMN_1748166	99.70295	0.5142857
ILMN_1733756	96.25627	0.7142857
ILMN_1741695	101.1273	0.4402598
ILMN_2370624	102.3052	0.3779221
ILMN_2311052	99.35456	0.5324675
ILMN_1786598	123.7727	0.07272727
ILMN_1768940	92.68657	0.9090909
ILMN_1684554	103.6062	0.338961
ILMN_1651282	110.2901	0.1779221
ILMN_1799105	95.79449	0.7467533
ILMN_1806733	144.5351	0.04025974
ILMN_1701937	95.32314	0.7688312
ILMN_1795843	93.4186	0.8831169
ILMN_2116605	92.87007	0.9
ILMN_1701308	212.2768	0.005194805
ILMN_1785272	100.5147	0.4649351
ILMN_2104356	97.69521	0.6181818
ILMN_1753182	693.7704	0
ILMN_1792736	96.70621	0.6831169
ILMN_1784532	98.02458	0.5974026
ILMN_1666665	136.7058	0.04415584
ILMN_1810996	117.7602	0.09740259
ILMN_1666523	101.5375	0.4116883
ILMN_1791112	229.3704	0.003896104
ILMN_2399933	93.81575	0.864935
ILMN_1788377	109.9146	0.1844156
ILMN_1808681	99.09992	0.5493507
ILMN_3240788	106.0084	0.261039
ILMN_3258955	117.5807	0.0987013
ILMN_1742840	93.08975	0.8935065
ILMN_1674785	238.1908	0.002597403
ILMN_1773079	108.8231	0.1987013
ILMN_1653028	96.97395	0.6636364
ILMN_1724994	101.9663	0.3909091
ILMN_2272270	124.6474	0.07012987
ILMN_1662731	156.7308	0.02857143
ILMN_2292123	196.9665	0.006493506
ILMN_1680109	275.3104	0
ILMN_1778308	94.3098	0.8311688
ILMN_1742534	134.5299	0.04675325
ILMN_2375360	95.05367	0.7909091
ILMN_1811289	94.32808	0.8298701
ILMN_1675857	98.17516	0.5909091
ILMN_1813021	131.8149	0.05064935
ILMN_1706505	102.4341	0.3753247
ILMN_1729117	105.3969	0.2805195
ILMN_1796288	126.5285	0.06493507
ILMN_1732151	103.2221	0.3467532
ILMN_1809928	148.9323	0.03506494
ILMN_1783909	112.5809	0.1415584
ILMN_1765017	173.3778	0.01558442
ILMN_2307861	104.1322	0.3220779
ILMN_1706643	115.5267	0.1038961
ILMN_3237932	108.5134	0.2051948
ILMN_1751161	120.0738	0.08441558
ILMN_1685433	104.6429	0.3064935
ILMN_2402392	100.7759	0.4545455
ILMN_2246563	104.381	0.3142857
ILMN_2102330	105.9228	0.2649351
ILMN_1674050	204.9304	0.005194805
ILMN_2284647	108.125	0.212987
ILMN_1665374	100.2206	0.4766234
ILMN_2390099	88.41817	0.9896104
ILMN_1814701	90.49788	0.9662338
ILMN_1685122	131.8787	0.05064935
ILMN_1740155	95.62961	0.7519481
ILMN_1662962	102.3806	0.3766234
ILMN_2298189	96.69929	0.6831169
ILMN_2414268	94.42856	0.8285714
ILMN_1735192	102.8492	0.361039
ILMN_1689088	107.5327	0.2272727
ILMN_1679049	104.1741	0.3220779
ILMN_1695991	116.4833	0.1012987
ILMN_1670872	95.71197	0.7506493
ILMN_2329114	132.9395	0.05064935
ILMN_1728707	114.0366	0.1207792
ILMN_1761242	240.1588	0.002597403
ILMN_1766505	193.5589	0.007792208
ILMN_2094905	154.4591	0.03246753
ILMN_1683305	123.0531	0.07402597
ILMN_1690392	327.8587	0
ILMN_1778562	97.19732	0.6467533
ILMN_2096654	180.083	0.01298701
ILMN_2300396	163.7612	0.02597403
ILMN_2235454	102.2307	0.3792208
ILMN_1662463	116.1596	0.1012987
ILMN_1777378	1009.769	0
ILMN_1759997	92.25031	0.9207792
ILMN_1810334	460.9745	0
ILMN_2210713	106.2821	0.2558441
ILMN_1765644	224.5609	0.003896104
ILMN_1808821	200.1564	0.005194805
ILMN_1677636	96.55715	0.6948052
ILMN_1810941	112.7559	0.138961
ILMN_1730084	289.8587	0
ILMN_1736752	116.4235	0.1012987
ILMN_1811615	757.5782	0
ILMN_1699112	405.5124	0
ILMN_1684385	268.5072	0
ILMN_2339627	254.9041	0.002597403
ILMN_1738103	414.9641	0
ILMN_1708204	178.162	0.01428571
ILMN_1809496	129.0629	0.05584415
ILMN_3242623	102.1408	0.3857143
ILMN_2139061	100.2811	0.4753247
ILMN_1655827	99.5405	0.5220779
ILMN_1770732	375.9754	0
ILMN_1726755	168.117	0.02207792
ILMN_1736002	359.6041	0
ILMN_1764431	161.3049	0.02597403
ILMN_1758412	258.3433	0.002597403
ILMN_1784785	223.84	0.003896104
ILMN_1705711	101.6037	0.4038961
ILMN_2373779	142.9385	0.04285714
ILMN_2337941	135.0322	0.04545455
ILMN_1728535	199.9283	0.005194805
ILMN_1667361	111	0.1597403
ILMN_1666364	358.4718	0
ILMN_1751615	466.042	0
ILMN_1756572	180.963	0.01298701
ILMN_1801378	115.8076	0.1038961
ILMN_3234979	92.37217	0.9181818
ILMN_1770936	190.2253	0.007792208
ILMN_1671356	91.64413	0.938961
ILMN_1664367	95.98629	0.7298701
ILMN_1783985	159.023	0.02857143
ILMN_1689070	101.5956	0.4038961
ILMN_1756898	176.5115	0.01428571
ILMN_1712998	98.44364	0.5896104
ILMN_1713749	2138.823	0
ILMN_2377019	122.1625	0.07662338
ILMN_1653708	201.7437	0.005194805
ILMN_1745954	266.3773	0
ILMN_2327974	108.2639	0.212987
ILMN_1813746	186.9992	0.01038961
ILMN_1745703	108.6197	0.2038961
ILMN_2084836	98.82229	0.5675325
ILMN_1676880	102.9648	0.3545454
ILMN_1813386	100.3411	0.474026
ILMN_1795949	371.8257	0
ILMN_2071186	103.4191	0.3428572
ILMN_1788283	409.7907	0
ILMN_1670901	206.6071	0.005194805
ILMN_1666280	107.3217	0.2324675
ILMN_2154555	102.5323	0.3714286
ILMN_1651486	100.032	0.4883117
ILMN_2292696	121.929	0.07792208
ILMN_1718309	172.9901	0.01558442
ILMN_3244700	103.0134	0.3532467
ILMN_2187718	433.6107	0
ILMN_1676311	95.59428	0.7532467
ILMN_1752006	99.09384	0.5506493
ILMN_1656656	332.7005	0
ILMN_1652207	1927.272	0
ILMN_1815634	97.33746	0.6402597
ILMN_1722583	123.4342	0.07402597
ILMN_1704477	684.0983	0
ILMN_1663512	970.5145	0
ILMN_1783636	283.3642	0
ILMN_1752481	95.27036	0.7714286
ILMN_2154671	1243.631	0
ILMN_1725547	150.3037	0.03506494
ILMN_2176467	93.71244	0.8688312
ILMN_1731838	98.88486	0.5623376
ILMN_1654151	772.5766	0
ILMN_1662419	107.8245	0.2207792
ILMN_1701293	991.9067	0
ILMN_3237665	390.4374	0
ILMN_2184049	375.5057	0
ILMN_1674658	98.11829	0.5922078
ILMN_1798189	1595.5	0
ILMN_1809495	1011.611	0
ILMN_1744432	158.2631	0.02857143
ILMN_1813206	115.0591	0.1116883
ILMN_1773200	161.1641	0.02597403
ILMN_1754364	96.26723	0.7142857
ILMN_1807503	106.6766	0.2467532
ILMN_1766551	147.5067	0.03506494
ILMN_1784294	109.8268	0.187013
ILMN_1791530	122.8067	0.07402597
ILMN_1657295	89.50579	0.9805195
ILMN_1726250	103.4485	0.3415585
ILMN_1685174	96.22254	0.7155844
ILMN_1744806	92.68683	0.9090909
ILMN_2391436	95.55127	0.7558442
ILMN_1789003	106.3874	0.2545455
ILMN_1703074	382.2455	0
ILMN_1731374	103.3594	0.3441558
ILMN_2288905	92.83051	0.9025974
ILMN_2369603	102.1996	0.3818182
ILMN_1693345	110.104	0.1805195
ILMN_1774948	97.18405	0.648052
ILMN_2375484	162.871	0.02597403
ILMN_2171783	98.05763	0.5961039
ILMN_1755954	176.3831	0.01428571
ILMN_1722025	180.9734	0.01298701
ILMN_1801703	189.6078	0.007792208
ILMN_1772873	95.43226	0.761039
ILMN_1722695	102.5012	0.3727273
ILMN_1669382	156.6691	0.02857143
ILMN_1689515	175.2597	0.01428571
ILMN_1707426	94.1312	0.8428571
ILMN_1709440	105.4883	0.2792208
ILMN_2299795	112.297	0.1428571
ILMN_1698313	99.1521	0.5493507
ILMN_2352953	111.0148	0.1597403
ILMN_1808674	114.8368	0.1155844
ILMN_1781013	148.5759	0.03506494
ILMN_2357334	117.5273	0.0987013
ILMN_2276002	106.0341	0.261039
ILMN_2276000	122.1118	0.07662338
ILMN_1670841	392.3308	0
ILMN_2307025	288.5398	0
ILMN_1674665	127.8323	0.05974026
ILMN_1773576	446.1943	0
ILMN_1814770	98.96293	0.5597402
ILMN_1806500	104.6442	0.3064935
ILMN_1738058	130.7406	0.05064935
ILMN_1742131	103.8652	0.3298701
ILMN_1747685	111.6135	0.1493506
ILMN_1803351	94.28792	0.8350649
ILMN_2313946	87.90631	0.9909091
ILMN_1712972	107.3169	0.2324675
ILMN_1722294	149.7133	0.03506494
ILMN_2169761	170.3151	0.01688312
ILMN_1678547	96.48359	0.6974026
ILMN_1746086	99.83261	0.5077922
ILMN_3240389	112.0465	0.1441558
ILMN_1662865	220.4091	0.003896104
ILMN_1792748	121.2915	0.07922078
ILMN_1654545	201.4402	0.005194805
ILMN_2144116	181.1231	0.01168831
ILMN_1673185	127.4285	0.06363636
ILMN_2087528	214.2748	0.005194805
ILMN_1718013	137.3221	0.04285714
ILMN_1762316	129.9743	0.05324675
ILMN_1660426	297.0616	0
ILMN_2357260	97.94621	0.6038961
ILMN_3246304	95.64184	0.7519481
ILMN_1795454	104.7995	0.3025974
ILMN_1687589	123.7887	0.07272727
ILMN_1710052	101.4867	0.4155844
ILMN_1696316	122.49	0.07532468
ILMN_1791754	135.3842	0.04545455
ILMN_1662144	103.7687	0.3363636
ILMN_1773855	106.9931	0.2376623
ILMN_1678579	141.7329	0.04285714
ILMN_2400759	1128.531	0
ILMN_1682928	622.5081	0
ILMN_1749653	110.033	0.1831169
ILMN_2176529	96.8948	0.6714286
ILMN_1712046	95.60195	0.7532467
ILMN_1741688	130.4932	0.05194805
ILMN_1705258	94.40718	0.8285714
ILMN_1759448	136.2146	0.04415584
ILMN_1690945	117.749	0.09740259
ILMN_2388112	197.8099	0.006493506
ILMN_1742601	206.8415	0.005194805
ILMN_1767193	131.5142	0.05064935
ILMN_1731118	108.5915	0.2038961
ILMN_3235652	102.8645	0.3584416
ILMN_1684724	92.66106	0.9103896
ILMN_1727753	107.2162	0.2324675
ILMN_2369666	105.2608	0.2831169
ILMN_1658040	103.6294	0.338961
ILMN_1690170	124.5806	0.07012987
ILMN_1690282	124.94	0.06883117
ILMN_1660551	138.688	0.04285714
ILMN_1737992	151.4009	0.03376623
ILMN_1705767	268.1915	0
ILMN_1762139	104.8051	0.3025974
ILMN_1803147	104.4072	0.3142857
ILMN_1681826	101.8057	0.3935065
ILMN_1793932	114.9291	0.1142857
ILMN_2405680	106.4526	0.2545455
ILMN_1723092	310.3915	0
ILMN_1668582	260.6629	0.002597403
ILMN_2225735	402.6382	0
ILMN_3195213	99.33037	0.5402597
ILMN_3273946	136.5993	0.04415584
ILMN_2381537	3871.846	0
ILMN_2280053	100.1505	0.4792208
ILMN_1803452	146.1842	0.03896104
ILMN_2334243	10389.62	0
ILMN_3250057	97.73502	0.612987
ILMN_3250923	110.8079	0.1636364
ILMN_2382758	114.4363	0.1168831
ILMN_2334242	5140.213	0
ILMN_1703072	101.8276	0.3935065
ILMN_1749032	113.4489	0.1285714
ILMN_1751097	436.9132	0
ILMN_1779524	100.8295	0.4532467
ILMN_1711171	96.35685	0.7051948
ILMN_1688573	94.40367	0.8285714
ILMN_1744441	103.5654	0.338961
ILMN_1728677	318.9738	0
ILMN_1731714	1005.029	0
ILMN_1658986	101.42	0.4220779
ILMN_2293692	294.9739	0
ILMN_1809583	735.3281	0
ILMN_1814313	116.3637	0.1012987
ILMN_1660223	128.9133	0.05584415
ILMN_1784847	185.4418	0.01038961
ILMN_1680624	300.6432	0
ILMN_1683998	117.7541	0.09740259
ILMN_1659541	102.2235	0.3792208
ILMN_1808613	102.0902	0.3883117
ILMN_1739558	152.6074	0.03376623
ILMN_2404548	114.7351	0.1168831
ILMN_1748707	295.7507	0
ILMN_1745318	97.33937	0.6402597
ILMN_1668035	96.33665	0.7064935
ILMN_1761312	107.0223	0.2363636
ILMN_2223561	97.63911	0.625974
ILMN_1732426	141.4583	0.04285714
ILMN_1753706	93.62207	0.8727273
ILMN_1694346	158.7673	0.02857143
ILMN_3307673	96.24348	0.7155844
ILMN_2146418	102.5642	0.3701299
ILMN_1747850	101.8331	0.3935065
ILMN_1656920	1162.428	0
ILMN_1694432	112.1339	0.1441558
ILMN_1719455	98.36275	0.5896104
ILMN_2140700	181.4255	0.01168831
ILMN_1813256	245.6261	0.002597403
ILMN_1758212	99.64176	0.5194805
ILMN_1732630	90.38872	0.9675325
ILMN_1775569	1233.577	0
ILMN_1814583	96.91676	0.6649351
ILMN_1753910	136.1196	0.04415584
ILMN_2151522	96.73708	0.6818182
ILMN_1790689	641.0627	0
ILMN_1803302	179.5609	0.01298701
ILMN_1686805	220.9822	0.003896104
ILMN_1666494	134.9173	0.04545455
ILMN_1690122	415.517	0
ILMN_1707448	366.0341	0
ILMN_1681515	105.4665	0.2805195
ILMN_1767573	107.1931	0.2324675
ILMN_1795304	93.4278	0.8831169
ILMN_1788655	98.17169	0.5909091
ILMN_2155228	350.3306	0
ILMN_1660579	279.7783	0
ILMN_1737685	201.3208	0.005194805
ILMN_1789541	150.9903	0.03506494
ILMN_1811405	97.9271	0.6038961
ILMN_1664502	88.6695	0.9896104
ILMN_1768640	108.8026	0.2012987
ILMN_1727220	97.35059	0.6402597
ILMN_1799672	120.8088	0.08051948
ILMN_3232270	108.5975	0.2038961
ILMN_3240296	133.1641	0.05064935
ILMN_1728180	197.7676	0.006493506
ILMN_1801456	98.11651	0.5922078
ILMN_2299072	219.2922	0.003896104
ILMN_1693090	107.6736	0.2233766
ILMN_1780575	94.62417	0.8168831
ILMN_1651637	167.8012	0.02207792
ILMN_1813909	99.15626	0.5493507
ILMN_1770088	97.77497	0.6103896
ILMN_1686151	92.53277	0.9155844
ILMN_1739956	121.1278	0.07922078
ILMN_1730329	103.2484	0.3467532
ILMN_2229170	95.49636	0.7597402
ILMN_1739770	133.5401	0.04935065
ILMN_1658384	90.99298	0.9558442
ILMN_1796247	94.61493	0.8181818
ILMN_1807986	110.228	0.1792208
ILMN_1665235	183.6536	0.01038961
ILMN_1720484	139.1899	0.04285714
ILMN_1699843	103.6283	0.338961
ILMN_1657771	246.6958	0.002597403
ILMN_3260715	300.838	0
ILMN_1719123	93.11731	0.8922078
ILMN_1760593	133.2444	0.05064935
ILMN_2202637	156.7174	0.02857143
ILMN_1796180	139.969	0.04285714
ILMN_1711015	136.7022	0.04415584
ILMN_1729216	98.83598	0.5662338
ILMN_1772214	104.2343	0.3207792
ILMN_1741265	88.142	0.9909091
ILMN_2260313	115.6888	0.1038961
ILMN_1686362	143.048	0.04285714
ILMN_1715879	125.4499	0.06883117
ILMN_1760708	112.5824	0.1415584
ILMN_1718929	101.4697	0.4194805
ILMN_2190684	99.304	0.5428572
ILMN_1779304	143.017	0.04285714
ILMN_1776266	104.5611	0.312987
ILMN_2113417	96.89828	0.6701299
ILMN_2100574	93.91583	0.8532467
ILMN_1687409	109.3756	0.1896104
ILMN_1792597	122.0568	0.07662338
ILMN_1714397	123.8483	0.07272727
ILMN_1690179	98.523	0.5844156
ILMN_2241187	110.1477	0.1805195
ILMN_1779241	97.17805	0.648052
ILMN_1672389	146.7685	0.03766234
ILMN_1795407	114.3081	0.1181818
ILMN_1719290	146.8712	0.03766234
ILMN_1762115	146.1378	0.03896104
ILMN_1709775	115.3406	0.1090909
ILMN_1706057	690.1379	0
ILMN_2396410	184.73	0.01038961
ILMN_3307648	651.2285	0
ILMN_2119692	362.864	0
ILMN_1779515	200.0007	0.005194805
ILMN_1737640	125.7284	0.06883117
