PROBE_ID	7677153062_C.VALUE	7677153062_C.Detection Pval
ILMN_2377056	69.27418	0.8298701
ILMN_1794956	88.89555	0.1571429
ILMN_2352159	83.9	0.2207792
ILMN_1745415	343.2456	0
ILMN_1790455	88.82011	0.1571429
ILMN_1705653	172.1719	0.01038961
ILMN_2320280	86.18984	0.1896104
ILMN_2246131	80.28786	0.2987013
ILMN_1680300	75.85598	0.4363636
ILMN_1732154	76.47926	0.4064935
ILMN_1697642	114.0513	0.05194805
ILMN_1715928	79.10284	0.3142857
ILMN_1705568	71.55755	0.6909091
ILMN_2342084	110.6378	0.06103896
ILMN_2266334	67.65396	0.925974
ILMN_1737380	137.8645	0.03376623
ILMN_1812403	618.7883	0
ILMN_1672596	78.07122	0.3506494
ILMN_1763638	94.49158	0.1233766
ILMN_3191746	73.86201	0.5493507
ILMN_1733042	167.589	0.01298701
ILMN_2136147	72.08331	0.6610389
ILMN_1751760	83.6077	0.2233766
ILMN_2148452	85.75397	0.1922078
ILMN_2054510	81.10735	0.2818182
ILMN_2248912	114.3213	0.05194805
ILMN_1808059	119.1477	0.04805195
ILMN_2325506	105.5354	0.06883117
ILMN_1766169	119.9381	0.04805195
ILMN_1695110	135.6189	0.03506494
ILMN_1771966	273.4921	0
ILMN_1811188	172.6172	0.01038961
ILMN_1786433	115.1498	0.05064935
ILMN_1758090	75.91026	0.4363636
ILMN_1796113	114.3249	0.05194805
ILMN_2176592	95.30178	0.1168831
ILMN_1685641	68.85158	0.8584415
ILMN_1735979	183.1553	0.009090909
ILMN_2390453	99.96014	0.09350649
ILMN_1764166	83.1004	0.2376623
ILMN_2259949	71.00255	0.7207792
ILMN_1655433	92.99231	0.1285714
ILMN_1693394	492.1112	0
ILMN_1716446	143.7035	0.02987013
ILMN_1704070	90.71367	0.1454545
ILMN_2255133	166.0965	0.01298701
ILMN_1659800	83.75287	0.2233766
ILMN_1752899	278.0153	0
ILMN_2342271	126.4816	0.04025974
ILMN_1665761	650.4077	0
ILMN_1667885	197.5858	0.009090909
ILMN_1701120	71.57481	0.6896104
ILMN_1801119	361.5711	0
ILMN_2363250	87.44173	0.1714286
ILMN_2246956	457.2145	0
ILMN_1769229	118.9282	0.04805195
ILMN_1654118	639.8087	0
ILMN_1742410	94.81753	0.1207792
ILMN_1749096	95.99995	0.1103896
ILMN_1766541	81.01243	0.2883117
ILMN_1774997	85.13856	0.2
ILMN_2359627	124.3992	0.04155844
ILMN_1731193	101.4677	0.08441558
ILMN_2396982	147.9378	0.02727273
ILMN_1752953	163.0345	0.01558442
ILMN_2181445	371.1626	0
ILMN_1664235	199.5356	0.009090909
ILMN_1773925	85.62454	0.1935065
ILMN_1717976	69.12402	0.8389611
ILMN_2279645	114.7401	0.05064935
ILMN_1694666	86.89143	0.1844156
ILMN_3251676	136.6636	0.03376623
ILMN_1655722	77.13337	0.3857143
ILMN_1746561	137.9496	0.03376623
ILMN_1710514	459.9095	0
ILMN_1746053	97.53726	0.1064935
ILMN_1737314	2480.797	0
ILMN_1651285	72.39712	0.6467533
ILMN_1706886	80.3029	0.2987013
ILMN_1665996	69.09032	0.8389611
ILMN_2378081	73.15304	0.5987013
ILMN_1754199	121.2608	0.04545455
ILMN_2367275	158.4176	0.01558442
ILMN_1788844	72.14651	0.6584415
ILMN_2371147	206.4921	0.006493506
ILMN_1701165	90.69804	0.1454545
ILMN_1671715	70.59988	0.7480519
ILMN_1704452	365.0557	0
ILMN_1743966	153.4969	0.02207792
ILMN_1775192	643.8354	0
ILMN_2357272	205.6133	0.006493506
ILMN_1690321	105.3746	0.07142857
ILMN_1814686	67.39157	0.9350649
ILMN_2335264	64.99442	0.987013
ILMN_1773117	213.0541	0.006493506
ILMN_1712161	77.38872	0.374026
ILMN_1676241	76.77375	0.4
ILMN_1767015	96.84283	0.1103896
ILMN_1678260	82.49714	0.2480519
ILMN_1669663	212.9792	0.006493506
ILMN_1670398	97.96587	0.1064935
ILMN_1680683	83.09656	0.2376623
ILMN_1668907	111.9498	0.05974026
ILMN_2333146	90.32328	0.1493506
ILMN_1738529	113.6115	0.05194805
ILMN_1678757	583.7391	0
ILMN_1683471	74.49837	0.5181818
ILMN_1677637	69.29633	0.8298701
ILMN_1799280	81.9539	0.2701299
ILMN_1673360	73.60245	0.5701299
ILMN_1734611	133.5002	0.03636364
ILMN_1684086	79.55278	0.3103896
ILMN_1719820	67.87039	0.9155844
ILMN_1751276	109.4449	0.06233766
ILMN_1793988	71.54711	0.6909091
ILMN_1706644	73.06273	0.5987013
ILMN_1761910	118.1353	0.04805195
ILMN_1712712	91.29044	0.1415584
ILMN_1809543	72.00593	0.6662338
ILMN_3249533	96.49706	0.1103896
ILMN_1687149	121.8042	0.04415584
ILMN_1697923	114.5644	0.05064935
ILMN_1733066	68.82209	0.861039
ILMN_1744822	397.5209	0
ILMN_1744748	69.03398	0.8428571
ILMN_1668924	87.02966	0.1766234
ILMN_3237923	82.74903	0.2415584
ILMN_1754062	70.04894	0.7948052
ILMN_2375032	77.71126	0.3584416
ILMN_3242856	76.08968	0.4298701
ILMN_1740094	76.68035	0.4
ILMN_1796574	73.26192	0.5948052
ILMN_3237256	75.77425	0.4441558
ILMN_3237448	91.85987	0.1376623
ILMN_3238319	83.03189	0.238961
ILMN_1706969	77.41379	0.374026
ILMN_3230880	96.78517	0.1103896
ILMN_3178043	87.41872	0.1727273
ILMN_3230853	85.21037	0.1987013
ILMN_1718982	293.6946	0
ILMN_1755796	74.66693	0.5077922
ILMN_2410182	91.61945	0.1402597
ILMN_1796685	77.82231	0.3545454
ILMN_1684042	94.07022	0.125974
ILMN_2060652	93.83793	0.1272727
ILMN_3246699	78.97669	0.3207792
ILMN_1702637	76.0564	0.4324675
ILMN_2234697	95.62994	0.1142857
ILMN_2181892	224.2916	0.006493506
ILMN_2351638	196.3682	0.009090909
ILMN_1806473	90.02413	0.1506494
ILMN_1804798	315.0667	0
ILMN_1773504	72.59016	0.6324675
ILMN_3311150	60.57228	1
ILMN_3307987	70.79986	0.7350649
ILMN_3311140	75.14817	0.4831169
ILMN_1814808	162.3593	0.01558442
ILMN_1712608	79.23075	0.3142857
ILMN_1690217	86.54432	0.187013
ILMN_1755818	77.00728	0.3909091
ILMN_2206746	98.92206	0.0987013
ILMN_1673590	74.54163	0.5142857
ILMN_1768534	751.6248	0
ILMN_1726809	91.73042	0.1376623
ILMN_1742787	79.96893	0.3038961
ILMN_1708131	76.74295	0.4
ILMN_1699585	75.49648	0.4610389
ILMN_1656638	71.66325	0.6831169
ILMN_1813043	71.30255	0.7038961
ILMN_2070521	68.44733	0.8805195
ILMN_1719570	75.01112	0.487013
ILMN_1692973	73.82457	0.5545455
ILMN_2362034	89.36352	0.151948
ILMN_1771268	86.67638	0.187013
ILMN_2380418	335.3402	0
ILMN_2372413	213.8102	0.006493506
ILMN_1763386	479.5036	0
ILMN_2259495	81.17889	0.2818182
ILMN_1770505	79.16123	0.3142857
ILMN_2309245	569.6893	0
ILMN_1674160	576.9797	0
ILMN_1726342	134.8476	0.03636364
ILMN_1708485	177.0788	0.01038961
ILMN_1688489	93.70641	0.1272727
ILMN_2182704	363.2905	0
ILMN_1768194	187.0046	0.009090909
ILMN_2405684	2154.313	0
ILMN_1776181	364.5398	0
ILMN_1681644	90.08317	0.1506494
ILMN_2349459	77.39758	0.374026
ILMN_1803124	66.73435	0.9558442
ILMN_1801605	158.5656	0.01558442
ILMN_2338849	83.46402	0.2272727
ILMN_1674036	94.69354	0.1233766
ILMN_1727144	68.40257	0.8831169
ILMN_1805826	123.4339	0.04155844
ILMN_2214098	149.1597	0.02727273
ILMN_1675612	187.4103	0.009090909
ILMN_1807331	89.56187	0.1506494
ILMN_1668277	144.6574	0.02857143
ILMN_1709484	113.4687	0.05194805
ILMN_1721921	141.104	0.03376623
ILMN_2142935	66.47034	0.9636363
ILMN_2157510	387.7284	0
ILMN_1760530	152.8403	0.02337662
ILMN_1679782	87.95023	0.1636364
ILMN_1681242	75.92922	0.4363636
ILMN_1699669	75.00946	0.487013
ILMN_1691436	458.1213	0
ILMN_1797793	130.2046	0.04025974
ILMN_2106656	1354.471	0
ILMN_2106658	3871.147	0
ILMN_1695354	116.5811	0.04935065
ILMN_1787794	71.18172	0.7116883
ILMN_1810239	107.9565	0.06363636
ILMN_2308338	92.35529	0.1311688
ILMN_1700915	348.6017	0
ILMN_2295290	64.8532	0.9896104
ILMN_1758542	439.7383	0
ILMN_1800412	103.6034	0.07662338
ILMN_1800776	73.7258	0.5623376
ILMN_1798803	141.1213	0.03376623
ILMN_1789994	84.67258	0.2077922
ILMN_1791688	74.91435	0.4922078
ILMN_1702755	71.4507	0.6961039
ILMN_1722718	78.55924	0.3337662
ILMN_2299045	177.1091	0.01038961
ILMN_1811148	113.0675	0.05194805
ILMN_1814200	97.16004	0.1103896
ILMN_1707469	70.40524	0.7636364
ILMN_1682661	79.68435	0.3090909
ILMN_1740900	71.09749	0.7194805
ILMN_1709734	80.42993	0.2987013
ILMN_1693749	66.21033	0.9727273
ILMN_1660552	73.40774	0.5831169
ILMN_1747650	143.7801	0.02987013
ILMN_1741566	72.39132	0.6467533
ILMN_1761264	80.1114	0.3012987
ILMN_2123415	125.7274	0.04025974
ILMN_3307916	67.63014	0.925974
ILMN_1702371	72.68105	0.6233766
ILMN_1706957	89.6572	0.1506494
ILMN_2095577	67.6741	0.925974
ILMN_1801658	72.52064	0.6415585
ILMN_2070896	135.8488	0.03506494
ILMN_1789095	110.7709	0.06103896
ILMN_1772713	260.2867	0.002597403
ILMN_1777854	64.33639	0.9922078
ILMN_3238183	5716.65	0
ILMN_1796138	92.32808	0.1311688
ILMN_1759892	72.67432	0.6233766
ILMN_1672307	75.75486	0.4454545
ILMN_1751465	65.96217	0.9753247
ILMN_1679464	73.57826	0.5714286
ILMN_2298301	75.26029	0.4753247
ILMN_1655086	70.66138	0.7480519
ILMN_1692748	67.83801	0.9168831
ILMN_1656373	74.6609	0.5077922
ILMN_1734410	82.74514	0.2415584
ILMN_2318733	108.3697	0.06363636
ILMN_1770803	537.3514	0
ILMN_1724658	179.7064	0.009090909
ILMN_2045419	179.1807	0.009090909
ILMN_1718961	613.701	0
ILMN_1708513	74.22794	0.5272727
ILMN_1699989	118.0705	0.04805195
ILMN_1711170	71.50791	0.6948052
ILMN_1773997	67.23039	0.9402598
ILMN_1689172	103.2648	0.07662338
ILMN_1728780	68.72871	0.864935
ILMN_1803956	68.76844	0.8623376
ILMN_1730032	227.1474	0.005194805
ILMN_1793966	82.91425	0.2415584
ILMN_1782633	320.976	0
ILMN_1656382	130.6228	0.04025974
ILMN_2298511	96.06041	0.1103896
ILMN_1703894	126.9368	0.04025974
ILMN_1659343	514.7697	0
ILMN_1810680	110.7975	0.06103896
ILMN_3249676	76.46314	0.4064935
ILMN_1786658	236.9302	0.005194805
ILMN_2343010	242.032	0.005194805
ILMN_2258488	66.78793	0.9532468
ILMN_2329759	75.38078	0.4675325
ILMN_1759369	73.95128	0.5415584
ILMN_1670746	80.64613	0.2961039
ILMN_1781833	72.2566	0.651948
ILMN_1715583	248.4874	0.003896104
ILMN_2147920	103.0412	0.07662338
ILMN_1793049	81.11985	0.2818182
ILMN_2352921	114.3504	0.05194805
ILMN_1788764	91.49011	0.1415584
ILMN_2352926	71.96624	0.6675324
ILMN_1657746	147.1035	0.02857143
ILMN_1766736	130.6931	0.04025974
ILMN_1796928	91.72967	0.1376623
ILMN_1708152	86.39449	0.187013
ILMN_1670091	75.24117	0.4779221
ILMN_1712718	85.64595	0.1935065
ILMN_1699179	149.4887	0.02727273
ILMN_1688381	100.0027	0.09350649
ILMN_1655210	69.62155	0.812987
ILMN_1798112	66.70245	0.9571428
ILMN_2217056	102.2184	0.07792208
ILMN_3235789	84.86754	0.2064935
ILMN_1652472	76.25593	0.4181818
ILMN_1772034	70.15074	0.787013
ILMN_2311089	81.45578	0.274026
ILMN_1738027	102.2288	0.07792208
ILMN_1666652	79.61402	0.3103896
ILMN_1771065	76.08273	0.4298701
ILMN_1677794	74.54085	0.5142857
ILMN_1697546	126.7973	0.04025974
ILMN_1730019	110.1926	0.06103896
ILMN_1758918	1096.719	0
ILMN_1785635	317.8559	0
ILMN_1774134	83.83112	0.2207792
ILMN_1736981	141.0507	0.03376623
ILMN_1771061	104.6726	0.07142857
ILMN_1696420	175.1204	0.01038961
ILMN_2082810	223.5148	0.006493506
ILMN_3185563	72.72575	0.6194805
ILMN_3262031	176.487	0.01038961
ILMN_3245301	78.12505	0.3493507
ILMN_2349600	213.1089	0.006493506
ILMN_1702335	97.51732	0.1064935
ILMN_1701711	164.5918	0.01428571
ILMN_1651405	480.8372	0
ILMN_1811481	73.38136	0.587013
ILMN_1781085	100.7251	0.08701298
ILMN_1750821	77.06226	0.3883117
ILMN_1667928	70.42929	0.7584416
ILMN_2247703	70.13885	0.7883117
ILMN_2363489	256.3239	0.002597403
ILMN_1778684	192.5436	0.009090909
ILMN_1658805	75.47556	0.4623377
ILMN_3244769	78.62929	0.3337662
ILMN_1736836	96.83501	0.1103896
ILMN_1703686	94.35433	0.1246753
ILMN_1800430	83.08315	0.2376623
ILMN_1665554	126.6954	0.04025974
ILMN_1781580	1144.241	0
ILMN_1797693	107.4423	0.06493507
ILMN_1803570	317.3188	0
ILMN_1800619	102.0977	0.07922078
ILMN_1693410	279.1015	0
ILMN_3253304	453.1413	0
ILMN_1760757	93.39954	0.1272727
ILMN_2155172	121.3649	0.04545455
ILMN_1679800	229.4155	0.005194805
ILMN_2398432	658.7372	0
ILMN_1719165	284.19	0
ILMN_1775943	102.9643	0.07662338
ILMN_2225511	68.82571	0.861039
ILMN_1727813	234.1254	0.005194805
ILMN_1666967	172.9001	0.01038961
ILMN_2226324	702.1042	0
ILMN_1669308	171.6439	0.01038961
ILMN_2365549	787.331	0
ILMN_1658800	221.0928	0.006493506
ILMN_1756165	118.0838	0.04805195
ILMN_2185845	172.1203	0.01038961
ILMN_1708496	75.02652	0.4857143
ILMN_2305249	96.21949	0.1103896
ILMN_1675776	68.9603	0.8454546
ILMN_1660400	70.54694	0.7519481
ILMN_1714669	91.38857	0.1415584
ILMN_1672871	75.41964	0.4662338
ILMN_1656045	89.2428	0.1532468
ILMN_2296011	72.66201	0.625974
ILMN_1805111	81.24728	0.2792208
ILMN_1673518	153.177	0.02337662
ILMN_1801866	99.75429	0.0948052
ILMN_1761915	100.5117	0.08701298
ILMN_1662896	187.5704	0.009090909
ILMN_2086222	96.26225	0.1103896
ILMN_1757794	103.1603	0.07662338
ILMN_1774596	224.5612	0.006493506
ILMN_1734483	375.844	0
ILMN_1778374	520.3725	0
ILMN_1730709	99.2661	0.0961039
ILMN_1760246	119.8061	0.04805195
ILMN_1726420	68.59249	0.874026
ILMN_3242325	90.85103	0.1428571
ILMN_3247560	78.2792	0.3454545
ILMN_1770161	202.561	0.007792208
ILMN_1723480	415.8499	0
ILMN_3238628	69.07851	0.8402597
ILMN_1676842	469.6406	0
ILMN_2411264	196.7222	0.009090909
ILMN_1691927	154.7106	0.01948052
ILMN_1809344	212.8231	0.006493506
ILMN_1654153	77.08355	0.3883117
ILMN_1674670	115.2105	0.05064935
ILMN_1696582	81.99272	0.2675325
ILMN_1705066	317.1683	0
ILMN_1732885	133.2603	0.03636364
ILMN_1707481	124.2426	0.04155844
ILMN_1677684	70.9489	0.7246753
ILMN_2286987	71.78427	0.674026
ILMN_3238274	773.3725	0
ILMN_1713964	82.17987	0.2597403
ILMN_1666653	69.44619	0.8233766
ILMN_2334350	89.52757	0.1506494
ILMN_1744725	286.4072	0
ILMN_1687743	99.43833	0.0961039
ILMN_2356745	82.67316	0.2441558
ILMN_1757298	117.9064	0.04805195
ILMN_2049900	68.63368	0.874026
ILMN_1796773	72.50057	0.6415585
ILMN_1732271	74.43952	0.5207792
ILMN_2081070	80.34661	0.2987013
ILMN_1699728	82.16565	0.2597403
ILMN_2319414	3257.84	0
ILMN_1659762	2574.076	0
ILMN_2245676	99.02428	0.0987013
ILMN_3309354	70.63052	0.7480519
ILMN_2072140	157.4057	0.01818182
ILMN_1759359	217.606	0.006493506
ILMN_1775743	4091.688	0
ILMN_1770085	700.3191	0
ILMN_1707339	122.5958	0.04155844
ILMN_2154836	80.99738	0.2883117
ILMN_1689154	64.00352	0.9922078
ILMN_1662026	641.5109	0
ILMN_1778536	183.9548	0.009090909
ILMN_2099528	115.502	0.05064935
ILMN_1698953	107.831	0.06363636
ILMN_1783392	106.7324	0.06623377
ILMN_2364852	535.742	0
ILMN_1752758	106.911	0.06623377
ILMN_2256894	86.36979	0.187013
ILMN_1721813	94.84064	0.1207792
ILMN_1687888	86.90744	0.1844156
ILMN_1802708	338.3688	0
ILMN_1700067	252.3953	0.003896104
ILMN_1676528	572.3963	0
ILMN_2373831	245.645	0.005194805
ILMN_1688101	89.24512	0.1532468
ILMN_1783795	100.8399	0.08701298
ILMN_1660446	75.90343	0.4363636
ILMN_2355786	87.52448	0.1701299
ILMN_1663749	231.5398	0.005194805
ILMN_1770709	73.41265	0.5831169
ILMN_1676895	153.9866	0.01948052
ILMN_1772976	103.6163	0.07662338
ILMN_1815718	82.9298	0.2415584
ILMN_1689438	76.21699	0.4220779
ILMN_2202948	75.73883	0.4467532
ILMN_1797307	71.5672	0.6896104
ILMN_1693145	985.325	0
ILMN_2245180	76.07474	0.4298701
ILMN_1778764	154.232	0.01948052
ILMN_2386100	156.4502	0.01948052
ILMN_1749210	110.4393	0.06103896
ILMN_1710697	614.5789	0
ILMN_1702107	70.10432	0.7935065
ILMN_1676294	79.21981	0.3142857
ILMN_1689237	83.28695	0.2363636
ILMN_1682792	85.67123	0.1935065
ILMN_2111229	111.3827	0.06103896
ILMN_1669208	99.91234	0.09350649
ILMN_1730285	74.03314	0.5376623
ILMN_1704760	110.7013	0.06103896
ILMN_1714878	72.00322	0.6662338
ILMN_1717982	66.49272	0.9623377
ILMN_1793846	86.33821	0.1883117
ILMN_1669554	73.93153	0.5415584
ILMN_1676548	198.2584	0.009090909
ILMN_1767556	74.68681	0.5038961
ILMN_1738955	189.0318	0.009090909
ILMN_3181538	143.8078	0.02987013
ILMN_1770399	70.67572	0.7454545
ILMN_1654413	73.81113	0.5545455
ILMN_1783247	102.6628	0.07792208
ILMN_1799204	69.71051	0.8064935
ILMN_1652715	76.35976	0.412987
ILMN_3230789	71.25612	0.7090909
ILMN_1770130	71.6144	0.6844156
ILMN_2159300	77.58388	0.3649351
ILMN_1810462	85.19446	0.1987013
ILMN_1680110	154.22	0.01948052
ILMN_1734010	114.8501	0.05064935
ILMN_1761411	108.7171	0.06233766
ILMN_1665508	96.52632	0.1103896
ILMN_1767828	103.2998	0.07662338
ILMN_1758153	69.20611	0.8376623
ILMN_1704785	88.70992	0.1571429
ILMN_1674046	135.7532	0.03506494
ILMN_2100936	72.31461	0.6493506
ILMN_1784933	84.04116	0.2194805
ILMN_3245166	76.56414	0.4025974
ILMN_1663649	91.37993	0.1415584
ILMN_1791656	173.5323	0.01038961
ILMN_3239861	87.48246	0.1714286
ILMN_2071682	73.93912	0.5415584
ILMN_1730047	69.00741	0.8441558
ILMN_1677311	92.01788	0.1350649
ILMN_1701243	155.9664	0.01948052
ILMN_1687478	72.65832	0.625974
ILMN_2231921	73.41343	0.5831169
ILMN_1658830	202.0797	0.007792208
ILMN_1674373	85.63895	0.1935065
ILMN_2158594	117.6063	0.04935065
ILMN_1723921	503.4346	0
ILMN_1768339	75.53787	0.4597403
ILMN_1772706	190.9053	0.009090909
ILMN_2151056	156.4149	0.01948052
ILMN_1684497	120.9403	0.04675325
ILMN_1662470	103.3615	0.07662338
ILMN_2202806	75.67093	0.4467532
ILMN_1747741	68.44524	0.8805195
ILMN_1753490	131.7616	0.03896104
ILMN_2375141	113.985	0.05194805
ILMN_1765480	69.17372	0.8389611
ILMN_1742604	75.99055	0.4363636
ILMN_1672711	71.33378	0.7012987
ILMN_1681967	80.64466	0.2961039
ILMN_3235877	71.15926	0.712987
ILMN_1660288	99.37509	0.0961039
ILMN_1792270	136.2702	0.03376623
ILMN_1750338	84.45377	0.2103896
ILMN_2128639	93.43192	0.1272727
ILMN_3254163	131.4749	0.04025974
ILMN_1759157	83.84929	0.2207792
ILMN_2298611	114.5315	0.05064935
ILMN_2344744	73.46177	0.5805195
ILMN_1665760	91.9917	0.1363636
ILMN_2259520	71.658	0.6831169
ILMN_2205963	1946.715	0
ILMN_1708277	70.67354	0.7454545
ILMN_1672717	141.0529	0.03376623
ILMN_2118472	5048.515	0
ILMN_1754538	94.35892	0.1246753
ILMN_2295346	70.83543	0.7337663
ILMN_1718520	211.7093	0.006493506
ILMN_1783873	87.92184	0.1649351
ILMN_1765232	96.92812	0.1103896
ILMN_1710207	248.9456	0.003896104
ILMN_1678652	121.0867	0.04675325
ILMN_1795563	93.90137	0.1272727
ILMN_1768077	122.6914	0.04155844
ILMN_1720898	77.26492	0.3818182
ILMN_1664488	346.4288	0
ILMN_1777591	70.32211	0.7701299
ILMN_1719577	70.87579	0.7337663
ILMN_1662791	69.28832	0.8298701
ILMN_1720755	91.27821	0.1415584
ILMN_2415617	68.44302	0.8805195
ILMN_1742473	70.48433	0.7571428
ILMN_1664741	97.78777	0.1064935
ILMN_1738047	147.8304	0.02727273
ILMN_3192411	75.182	0.4831169
ILMN_3268880	76.43002	0.4090909
ILMN_1792110	162.0893	0.01558442
ILMN_1838791	117.4259	0.04935065
ILMN_2301163	85.03062	0.2
ILMN_1671905	165.2154	0.01428571
ILMN_1805603	71.66119	0.6831169
ILMN_1757099	74.07069	0.5350649
ILMN_1782861	69.94783	0.7961039
ILMN_2101719	82.98346	0.2415584
ILMN_3307060	69.98907	0.7948052
ILMN_1665207	95.37598	0.1155844
ILMN_1775423	101.9338	0.08181818
ILMN_1680367	77.91426	0.3532467
ILMN_1802702	81.02885	0.287013
ILMN_2183519	68.58113	0.874026
ILMN_1692568	82.50319	0.2480519
ILMN_1781654	69.79881	0.8
ILMN_1724517	73.17518	0.5974026
ILMN_1783629	64.86807	0.9883117
ILMN_1797104	71.53544	0.6909091
ILMN_1702584	75.21198	0.4792208
ILMN_1802192	85.84602	0.1922078
ILMN_2128967	179.4685	0.009090909
ILMN_1811082	69.08607	0.8402597
ILMN_1786759	1608.346	0
ILMN_1708304	68.82117	0.861039
ILMN_2267365	85.80898	0.1922078
ILMN_1788356	108.4359	0.06233766
ILMN_2359029	99.15508	0.09740259
ILMN_1665660	80.26021	0.3
ILMN_1752988	145.085	0.02857143
ILMN_2077094	422.466	0
ILMN_3248086	70.18008	0.787013
ILMN_3235922	175.1496	0.01038961
ILMN_1808163	88.18616	0.161039
ILMN_1812134	76.44373	0.4077922
ILMN_1786872	85.82751	0.1922078
ILMN_1680963	68.25196	0.8987013
ILMN_1799053	81.98593	0.2688312
ILMN_1652602	83.55422	0.2233766
ILMN_1788756	65.0541	0.987013
ILMN_3306978	74.4883	0.5181818
ILMN_1789804	69.32053	0.8298701
ILMN_1791968	75.51852	0.4610389
ILMN_1673982	75.59364	0.4532467
ILMN_1653836	79.05323	0.3181818
ILMN_1782371	67.40663	0.9350649
ILMN_1729842	120.9003	0.04675325
ILMN_3307188	74.61346	0.5090909
ILMN_1803015	68.80338	0.8623376
ILMN_1680102	91.90957	0.1376623
ILMN_1767642	189.0398	0.009090909
ILMN_2160718	189.5928	0.009090909
ILMN_1696826	74.27103	0.5246753
ILMN_1739345	185.4503	0.009090909
ILMN_1724532	70.0493	0.7948052
ILMN_1664773	82.92136	0.2415584
ILMN_2341487	86.79713	0.187013
ILMN_1796440	71.63906	0.6831169
ILMN_1726104	165.7368	0.01428571
ILMN_2050790	97.36726	0.1090909
ILMN_1674017	99.03128	0.0987013
ILMN_2213297	179.9274	0.009090909
ILMN_1664738	114.9151	0.05064935
ILMN_2063051	85.90482	0.1909091
ILMN_1706842	71.1134	0.7168831
ILMN_1728965	137.7346	0.03376623
ILMN_1802649	83.94027	0.2207792
ILMN_3249949	205.0436	0.006493506
ILMN_3250798	145.0899	0.02857143
ILMN_1815878	643.3265	0
ILMN_1677080	98.02197	0.1051948
ILMN_2073263	85.04975	0.2
ILMN_1773148	105.3484	0.07142857
ILMN_2268593	74.11279	0.5350649
ILMN_1709050	75.59952	0.4532467
ILMN_2243516	481.3263	0
ILMN_1680659	82.81248	0.2415584
ILMN_1767103	81.35965	0.274026
ILMN_3258513	71.05309	0.7207792
ILMN_2045800	72.58193	0.6324675
ILMN_1732739	89.64075	0.1506494
ILMN_1779163	130.4511	0.04025974
ILMN_1757847	134.3003	0.03636364
ILMN_2168520	67.83725	0.9168831
ILMN_1683635	86.00892	0.1909091
ILMN_2049693	76.15244	0.425974
ILMN_1793570	95.14197	0.1168831
ILMN_1781419	148.2172	0.02727273
ILMN_1656463	84.25784	0.2142857
ILMN_1659017	123.1146	0.04155844
ILMN_1798270	399.1631	0
ILMN_2168079	77.19777	0.3831169
ILMN_1669579	75.06664	0.4857143
ILMN_1790637	103.263	0.07662338
ILMN_1790100	93.56689	0.1272727
ILMN_3240370	84.78796	0.2064935
ILMN_1795564	76.86989	0.3987013
ILMN_1808914	107.0111	0.06623377
ILMN_2182850	69.71857	0.8038961
ILMN_3239232	73.83938	0.5519481
ILMN_1810376	68.12547	0.9064935
ILMN_1766038	72.02753	0.6623377
ILMN_1811437	91.00965	0.1415584
ILMN_3282138	68.82871	0.8597403
ILMN_1727178	72.44145	0.6441559
ILMN_1777765	262.6388	0.002597403
ILMN_2196335	80.95501	0.2883117
ILMN_2196337	117.9858	0.04805195
ILMN_1758537	83.14453	0.2376623
ILMN_1804611	81.58678	0.274026
ILMN_2180371	113.2799	0.05194805
ILMN_1745497	163.7237	0.01428571
ILMN_3245684	80.6217	0.2961039
ILMN_1787199	108.2025	0.06363636
ILMN_1792671	112.8665	0.05584415
ILMN_1788810	113.1042	0.05194805
ILMN_2077733	70.15417	0.787013
ILMN_2122176	183.8441	0.009090909
ILMN_2105923	135.963	0.03506494
ILMN_3180113	79.5399	0.3103896
ILMN_3256573	77.28955	0.3818182
ILMN_1772446	72.736	0.6194805
ILMN_2229922	1662.47	0
ILMN_1726289	1221.099	0
ILMN_1755414	128.4211	0.04025974
ILMN_1757142	97.63956	0.1064935
ILMN_1763311	73.6066	0.5701299
ILMN_1751898	126.989	0.04025974
ILMN_1722880	72.75729	0.6194805
ILMN_1809597	80.53457	0.2974026
ILMN_1721569	77.32777	0.3792208
ILMN_1713189	334.5738	0
ILMN_1711720	66.86051	0.9480519
ILMN_1737818	129.4638	0.04025974
ILMN_2169856	112.8051	0.05584415
ILMN_1772527	157.9267	0.01688312
ILMN_1728435	99.58607	0.0961039
ILMN_1798957	509.6395	0
ILMN_1727055	76.45084	0.4077922
ILMN_1654429	76.43147	0.4090909
ILMN_2161556	90.47919	0.1480519
ILMN_1791792	131.2055	0.04025974
ILMN_1715567	69.81634	0.8
ILMN_2105298	74.13094	0.5350649
ILMN_3244516	166.7478	0.01298701
ILMN_1667857	163.8815	0.01428571
ILMN_1706186	77.01735	0.3896104
ILMN_1675616	97.33746	0.1090909
ILMN_3273214	86.69624	0.187013
ILMN_1770616	79.7691	0.3051948
ILMN_1812191	501.2719	0
ILMN_1727606	92.30584	0.1311688
ILMN_2234710	74.49435	0.5181818
ILMN_2234709	74.3093	0.5246753
ILMN_1773927	73.35886	0.5922078
ILMN_1804656	147.0004	0.02857143
ILMN_3241071	68.26768	0.8974026
ILMN_1670355	72.07334	0.6610389
ILMN_1774878	71.41533	0.6961039
ILMN_2085659	71.10562	0.7194805
ILMN_1658477	77.04598	0.3883117
ILMN_1667510	112.1541	0.05714286
ILMN_1736995	80.77097	0.2909091
ILMN_1789323	67.00005	0.9480519
