PROBE_ID	7677153062_C.VALUE	7677153062_C.Detection Pval
ILMN_1687840	161.2199	0.01558442
ILMN_2102422	77.29446	0.3818182
ILMN_1788928	87.0943	0.174026
ILMN_2343047	96.5149	0.1103896
ILMN_2343048	90.3987	0.1493506
ILMN_2335302	71.60226	0.6857143
ILMN_1802404	111.4739	0.06103896
ILMN_1776119	142.186	0.03246753
ILMN_2358714	70.77218	0.7376623
ILMN_1732140	118.3115	0.04805195
ILMN_1713008	67.83311	0.9168831
ILMN_1762093	82.01185	0.2675325
ILMN_1709092	97.47172	0.1064935
ILMN_1678409	74.76439	0.5
ILMN_1774344	76.88138	0.3974026
ILMN_1676278	92.41398	0.1311688
ILMN_1717466	96.34533	0.1103896
ILMN_1677814	227.34	0.005194805
ILMN_1788457	136.1811	0.03506494
ILMN_2194009	108.8461	0.06233766
ILMN_2302358	67.0358	0.9480519
ILMN_1706531	193.5089	0.009090909
ILMN_1651964	194.8819	0.009090909
ILMN_1725675	90.39886	0.1493506
ILMN_1778352	72.73602	0.6194805
ILMN_1725414	72.72956	0.6194805
ILMN_2293902	70.51491	0.7558442
ILMN_1801521	71.9245	0.6688312
ILMN_2406654	95.61645	0.1155844
ILMN_3246902	76.06261	0.4311688
ILMN_3244070	104.3295	0.07402597
ILMN_1767129	80.16544	0.3012987
ILMN_1746196	66.20013	0.9727273
ILMN_2366473	73.82822	0.5545455
ILMN_1751453	69.938	0.7961039
ILMN_1772189	100.2019	0.09350649
ILMN_1652959	77.80869	0.3558442
ILMN_2198897	72.51633	0.6415585
ILMN_1674032	92.76328	0.1311688
ILMN_1737656	98.79222	0.1
ILMN_2343917	86.55732	0.187013
ILMN_1746032	74.58805	0.512987
ILMN_1651501	339.2311	0
ILMN_2330267	197.7613	0.009090909
ILMN_1676846	212.2878	0.006493506
ILMN_2392635	159.6403	0.01558442
ILMN_1763875	349.8337	0
ILMN_2284941	82.75399	0.2415584
ILMN_1781999	113.544	0.05194805
ILMN_1669201	85.20499	0.1987013
ILMN_1810085	90.52875	0.1467533
ILMN_2262362	73.26502	0.5948052
ILMN_1743638	72.14906	0.6571429
ILMN_1658176	103.8378	0.07532468
ILMN_2329927	147.5653	0.02727273
ILMN_1794782	238.5918	0.005194805
ILMN_1695968	75.26066	0.4753247
ILMN_1789641	72.14609	0.6584415
ILMN_1779470	279.1117	0
ILMN_1716592	79.41821	0.3116883
ILMN_1680309	72.11183	0.6597403
ILMN_1743371	78.67358	0.3298701
ILMN_1770031	116.9233	0.04935065
ILMN_2338268	94.42657	0.1233766
ILMN_1753912	79.85301	0.3051948
ILMN_1737475	76.60036	0.4012987
ILMN_1745116	94.77187	0.1220779
ILMN_2318685	97.62509	0.1064935
ILMN_2245305	113.8308	0.05194805
ILMN_1707925	74.3866	0.5233766
ILMN_1698311	71.58247	0.6883117
ILMN_2367487	70.0237	0.7948052
ILMN_1785285	80.89529	0.2896104
ILMN_2073969	73.39788	0.5844156
ILMN_1794213	236.6223	0.005194805
ILMN_2227533	101.4184	0.08441558
ILMN_1769390	115.8377	0.05064935
ILMN_2403446	98.22227	0.1051948
ILMN_1787618	68.53374	0.8753247
ILMN_1723662	106.8677	0.06623377
ILMN_1801767	386.0405	0
ILMN_1700633	196.0704	0.009090909
ILMN_1655702	400.1266	0
ILMN_1706344	110.9206	0.06103896
ILMN_1719498	71.3392	0.7012987
ILMN_1712707	128.7263	0.04025974
ILMN_1699750	192.3613	0.009090909
ILMN_1739081	196.3301	0.009090909
ILMN_2329958	378.5867	0
ILMN_1775944	73.91768	0.5415584
ILMN_1724497	109.7303	0.06103896
ILMN_1720988	82.43417	0.2532468
ILMN_1707274	70.31511	0.7701299
ILMN_1755658	222.0341	0.006493506
ILMN_1673639	70.15497	0.787013
ILMN_1713732	175.5031	0.01038961
ILMN_1708922	132.9789	0.03636364
ILMN_2268241	76.06219	0.4311688
ILMN_1741628	76.967	0.3948052
ILMN_1657870	97.86021	0.1064935
ILMN_2240003	77.41891	0.3714286
ILMN_1785424	619.4258	0
ILMN_1731610	97.48827	0.1064935
ILMN_1696682	67.16258	0.9441559
ILMN_2396672	265.2906	0.001298701
ILMN_1758825	116.6217	0.04935065
ILMN_1656940	99.48553	0.0961039
ILMN_1656979	99.27641	0.0961039
ILMN_1731433	242.9134	0.005194805
ILMN_1672878	670.8053	0
ILMN_1655114	102.4026	0.07792208
ILMN_1657045	74.2878	0.5246753
ILMN_1766991	70.70536	0.7415584
ILMN_1658083	91.86639	0.1376623
ILMN_1802096	1399.345	0
ILMN_2367165	693.9473	0
ILMN_1753370	112.7962	0.05584415
ILMN_1738921	405.427	0
ILMN_1660199	180.6808	0.009090909
ILMN_2331636	127.6314	0.04025974
ILMN_1772123	102.2465	0.07792208
ILMN_1667641	73.48002	0.5792208
ILMN_1763852	108.8628	0.06233766
ILMN_1687303	111.1925	0.06103896
ILMN_1761058	192.4142	0.009090909
ILMN_2225595	190.0828	0.009090909
ILMN_1724699	74.30922	0.5246753
ILMN_1775579	142.2564	0.03246753
ILMN_1660890	69.83166	0.8
ILMN_1778104	176.3442	0.01038961
ILMN_2053679	231.9623	0.005194805
ILMN_1795104	198.8504	0.009090909
ILMN_1740920	81.93098	0.2701299
ILMN_2263466	120.8957	0.04675325
ILMN_1806408	1239.008	0
ILMN_2352009	236.6206	0.005194805
ILMN_1693148	72.88485	0.612987
ILMN_1808395	460.1051	0
ILMN_3236270	355.6535	0
ILMN_1743847	78.04297	0.3506494
ILMN_1800008	198.9758	0.009090909
ILMN_2133799	73.86145	0.5493507
ILMN_1708672	187.7684	0.009090909
ILMN_1665945	224.5287	0.006493506
ILMN_1676288	86.02322	0.1909091
ILMN_1693250	96.36161	0.1103896
ILMN_2295980	78.98019	0.3207792
ILMN_2410362	90.40684	0.1493506
ILMN_1684271	93.52773	0.1272727
ILMN_1726388	67.70197	0.9246753
ILMN_2106002	78.75956	0.3246753
ILMN_1779685	105.2384	0.07142857
ILMN_1665932	86.37643	0.187013
ILMN_1769694	73.6016	0.5701299
ILMN_1727251	84.20031	0.2168831
ILMN_1734479	88.94466	0.1558442
ILMN_2368728	118.1506	0.04805195
ILMN_2394897	72.97807	0.6038961
ILMN_2394902	82.1311	0.261039
ILMN_2287535	87.03749	0.1766234
ILMN_1750295	91.91131	0.1376623
ILMN_3187680	154.0147	0.01948052
ILMN_3242266	87.40757	0.1727273
ILMN_1780630	130.7249	0.04025974
ILMN_1716480	139.9381	0.03376623
ILMN_1715192	84.58278	0.2103896
ILMN_2339410	71.17449	0.7116883
ILMN_1779984	74.13392	0.5350649
ILMN_1667018	94.51789	0.1233766
ILMN_1773243	68.13905	0.9051948
ILMN_3241214	108.2578	0.06363636
ILMN_3235340	90.98344	0.1415584
ILMN_1761000	87.26544	0.174026
ILMN_3237774	148.1246	0.02727273
ILMN_2333219	72.30807	0.6493506
ILMN_1780485	112.4679	0.05584415
ILMN_1735471	171.8706	0.01038961
ILMN_1699636	336.4022	0
ILMN_2371379	421.6675	0
ILMN_1749014	235.1975	0.005194805
ILMN_1727091	72.9521	0.6064935
ILMN_1771348	127.8691	0.04025974
ILMN_2134039	4382.278	0
ILMN_1750800	189.8416	0.009090909
ILMN_1654861	147.0474	0.02857143
ILMN_2121389	70.0696	0.7948052
ILMN_1715543	76.44842	0.4077922
ILMN_1739594	87.42267	0.1727273
ILMN_2353978	71.27226	0.7077922
ILMN_1785474	127.2082	0.04025974
ILMN_2188959	97.99396	0.1051948
ILMN_1716237	119.7199	0.04805195
ILMN_1764321	88.60741	0.1571429
ILMN_2156699	71.21068	0.7103896
ILMN_1784756	88.80101	0.1571429
ILMN_1728883	73.73096	0.5597402
ILMN_1740265	157.0926	0.01948052
ILMN_1788078	72.74895	0.6194805
ILMN_2252621	81.79475	0.2701299
ILMN_2332250	88.89366	0.1571429
ILMN_1719178	73.9688	0.5402597
ILMN_1679600	100.2251	0.09350649
ILMN_2367070	157.083	0.01948052
ILMN_1658995	232.5516	0.005194805
ILMN_1750158	278.1656	0
ILMN_1668839	85.67705	0.1935065
ILMN_1765767	115.489	0.05064935
ILMN_1685703	75.28091	0.4753247
ILMN_1743396	112.5217	0.05584415
ILMN_1743680	65.73835	0.9805195
ILMN_1669633	322.9513	0
ILMN_2344956	742.1193	0
ILMN_2104830	128.0835	0.04025974
ILMN_2078599	98.91254	0.0987013
ILMN_2234343	89.73867	0.1506494
ILMN_1706598	105.6826	0.06883117
ILMN_2306955	120.0538	0.04805195
ILMN_1758323	181.8936	0.009090909
ILMN_1728331	289.1174	0
ILMN_2351906	69.4216	0.8233766
ILMN_1705637	167.0243	0.01298701
ILMN_1784203	182.1802	0.009090909
ILMN_1666690	95.81308	0.112987
ILMN_1654468	223.375	0.006493506
ILMN_2320277	95.31818	0.1155844
ILMN_2227011	94.66623	0.1233766
ILMN_1730002	85.83273	0.1922078
ILMN_3236756	90.77222	0.1428571
ILMN_1716832	76.08113	0.4298701
ILMN_1684585	1624.34	0
ILMN_2360705	219.8476	0.006493506
ILMN_1654414	92.25227	0.1311688
ILMN_1666096	109.9258	0.06103896
ILMN_2391458	106.5072	0.06623377
ILMN_2285506	92.8536	0.1311688
ILMN_1691714	80.01566	0.3025974
ILMN_1683598	498.8127	0
ILMN_2370882	190.6765	0.009090909
ILMN_2273911	69.56378	0.8194805
ILMN_1807914	70.57322	0.7506493
ILMN_1678517	72.55949	0.638961
ILMN_1705247	455.9704	0
ILMN_1737418	88.76871	0.1571429
ILMN_2278242	64.44575	0.9909091
ILMN_1730025	73.66364	0.5662338
ILMN_2378555	111.2452	0.06103896
ILMN_1661434	65.86806	0.9779221
ILMN_1809623	67.43191	0.9337662
ILMN_1657592	72.76942	0.6194805
ILMN_1765912	73.95206	0.5415584
ILMN_1746128	77.21825	0.3831169
ILMN_1685952	77.92758	0.3532467
ILMN_1662738	75.0164	0.487013
ILMN_1771084	95.40125	0.1155844
ILMN_1791923	73.61322	0.5701299
ILMN_1801698	66.47664	0.9636363
ILMN_1766966	77.27	0.3818182
ILMN_2070792	97.45113	0.1064935
ILMN_1752269	160.6191	0.01558442
ILMN_1697510	84.7592	0.2064935
ILMN_2254962	85.37188	0.1961039
ILMN_2336595	395.0717	0
ILMN_1714197	503.7343	0
ILMN_1742859	68.93582	0.8467532
ILMN_1659885	75.07813	0.4857143
ILMN_2125869	102.0474	0.08051948
ILMN_1671703	246.7658	0.005194805
ILMN_2152131	8707.448	0
ILMN_1777296	8226.628	0
ILMN_2038777	8905.583	0
ILMN_3246895	72.17628	0.6558442
ILMN_1658660	73.16156	0.5974026
ILMN_1829919	72.29685	0.6506494
ILMN_2053178	7713.943	0
ILMN_1704961	2904.238	0
ILMN_1795325	72.55845	0.638961
ILMN_1749297	240.3559	0.005194805
ILMN_2328280	177.8837	0.01038961
ILMN_1657855	217.7166	0.006493506
ILMN_1717900	73.04588	0.6012987
ILMN_1796088	72.61873	0.6298701
ILMN_1704078	72.50635	0.6415585
ILMN_2232177	896.7683	0
ILMN_1654422	73.88041	0.5441558
ILMN_1665691	91.15041	0.1415584
ILMN_1725534	267.5254	0
ILMN_1798254	289.7545	0
ILMN_1792314	242.6142	0.005194805
ILMN_1695821	391.5777	0
ILMN_2388605	1747.024	0
ILMN_1657153	644.6238	0
ILMN_2260392	77.52282	0.3688312
ILMN_2346451	72.32471	0.6493506
ILMN_1787513	87.02142	0.1766234
ILMN_1680941	84.83724	0.2064935
ILMN_1652594	128.2842	0.04025974
ILMN_1697585	209.543	0.006493506
ILMN_1689162	109.7982	0.06103896
ILMN_1815392	284.8652	0
ILMN_3241416	67.41932	0.9350649
ILMN_1760490	260.5758	0.002597403
ILMN_1786544	80.72193	0.2935065
ILMN_1763916	87.69173	0.1688312
ILMN_2243308	174.4617	0.01038961
ILMN_1766723	80.71622	0.2935065
ILMN_1689217	82.94395	0.2415584
ILMN_1670912	91.863	0.1376623
ILMN_2152711	109.4513	0.06233766
ILMN_1668983	70.5868	0.7480519
ILMN_1824337	73.27615	0.5948052
ILMN_1807493	69.9736	0.7948052
ILMN_3250257	76.92558	0.3948052
ILMN_1683883	90.44952	0.1493506
ILMN_1670193	102.733	0.07792208
ILMN_2319825	98.94525	0.0987013
ILMN_1694233	221.8002	0.006493506
ILMN_1686432	75.31888	0.4714286
ILMN_1697550	182.4491	0.009090909
ILMN_2158705	103.7652	0.07532468
ILMN_1803686	230.4745	0.005194805
ILMN_1745580	68.75811	0.8623376
ILMN_1745108	70.23601	0.7779221
ILMN_1725043	88.33932	0.161039
ILMN_2148360	118.1984	0.04805195
ILMN_1718946	267.4281	0
ILMN_1711374	77.80929	0.3558442
ILMN_1726266	71.03046	0.7207792
ILMN_1705689	76.81631	0.4
ILMN_1785393	77.34734	0.3753247
ILMN_2384544	154.1477	0.01948052
ILMN_1756920	496.4936	0
ILMN_1799728	106.0201	0.06883117
ILMN_1751500	85.26083	0.1974026
ILMN_2121068	325.407	0
ILMN_1765779	92.87379	0.1311688
ILMN_2201386	68.90808	0.851948
ILMN_1682225	71.14322	0.7155844
ILMN_1788481	87.79028	0.1662338
ILMN_1713751	749.541	0
ILMN_1662675	78.22363	0.3467532
ILMN_1737629	74.69093	0.5038961
ILMN_1812112	72.34494	0.648052
ILMN_3241313	71.81949	0.674026
ILMN_1675210	71.6664	0.6831169
ILMN_1706302	76.5135	0.4051948
ILMN_2351754	70.25647	0.7779221
ILMN_2060086	101.0843	0.08571429
ILMN_1664236	82.58327	0.2467532
ILMN_1664631	100.0934	0.09350649
ILMN_1802100	81.73363	0.2727273
ILMN_2194158	76.81604	0.4
ILMN_2100871	75.33994	0.4701299
ILMN_1806841	110.4602	0.06103896
ILMN_1798045	68.23658	0.8987013
ILMN_2293012	68.48059	0.8779221
ILMN_1703383	85.30547	0.1974026
ILMN_1651657	82.53987	0.2467532
ILMN_1671297	107.6778	0.06493507
ILMN_1669486	71.04597	0.7207792
ILMN_1795204	83.23861	0.2376623
ILMN_2223911	67.86462	0.9168831
ILMN_1685531	65.64534	0.9818182
ILMN_1764554	68.99103	0.8454546
ILMN_2302214	76.37082	0.4116883
ILMN_1783312	74.75239	0.5012987
ILMN_2143210	74.33221	0.5233766
ILMN_1750294	74.23943	0.5272727
ILMN_1708348	803.3562	0
ILMN_1727524	129.7687	0.04025974
ILMN_1716909	67.83505	0.9168831
ILMN_2103107	119.0278	0.04805195
ILMN_1673566	77.85751	0.3545454
ILMN_1751168	79.54935	0.3103896
ILMN_1660970	78.94417	0.3233766
ILMN_1787386	69.00385	0.8441558
ILMN_2286570	76.19385	0.4246753
ILMN_2413732	78.25646	0.3454545
ILMN_1873412	82.5639	0.2467532
ILMN_1676452	74.93027	0.4883117
ILMN_2358134	79.37855	0.3116883
ILMN_1683781	69.61647	0.812987
ILMN_1726247	75.10798	0.4857143
ILMN_1682989	154.1374	0.01948052
ILMN_1739872	70.8955	0.7311688
ILMN_1770152	67.78535	0.9220779
ILMN_1656171	68.61208	0.874026
ILMN_1796628	77.42284	0.3714286
ILMN_1811765	76.82153	0.4
ILMN_1791795	74.5493	0.5142857
ILMN_1787908	77.12843	0.3857143
ILMN_1651717	80.39128	0.2987013
ILMN_1703803	66.73093	0.9558442
ILMN_2092933	77.5344	0.3675325
ILMN_1681886	76.14416	0.425974
ILMN_1767362	75.40876	0.4675325
ILMN_3251322	69.88512	0.7961039
ILMN_2211790	69.00125	0.8454546
ILMN_1672403	72.77753	0.6194805
ILMN_1805543	87.5006	0.1714286
ILMN_1706992	142.5726	0.03246753
ILMN_1684919	65.28934	0.9857143
ILMN_1727084	80.35091	0.2987013
ILMN_1705250	70.31621	0.7701299
ILMN_1722621	76.39887	0.4103896
ILMN_1721495	83.30154	0.2363636
ILMN_1798690	72.4169	0.6467533
ILMN_1687035	101.913	0.08311688
ILMN_1777683	89.07962	0.1545455
ILMN_1762294	90.47925	0.1480519
ILMN_1793040	112.1267	0.05714286
ILMN_3247424	172.2278	0.01038961
ILMN_1763000	244.9978	0.005194805
ILMN_1776777	2220.97	0
ILMN_1706963	80.66433	0.2961039
ILMN_2320964	808.3824	0
ILMN_1697628	104.3002	0.07402597
ILMN_2319326	176.1471	0.01038961
ILMN_1657442	92.56329	0.1311688
ILMN_1679797	381.6466	0
ILMN_1749493	76.81219	0.4
ILMN_1657139	221.6994	0.006493506
ILMN_3245693	75.46874	0.4623377
ILMN_1806275	85.14749	0.2
ILMN_1659599	97.78051	0.1064935
ILMN_1698777	121.3542	0.04545455
ILMN_1663132	147.6773	0.02727273
ILMN_1700349	116.4654	0.04935065
ILMN_1761309	92.65481	0.1311688
ILMN_2120555	78.43452	0.3415585
ILMN_1742073	75.92188	0.4363636
ILMN_3241894	100.5113	0.08701298
ILMN_1810691	100.6261	0.08701298
ILMN_1676893	260.5898	0.002597403
ILMN_2148944	135.4349	0.03506494
ILMN_1708588	75.25642	0.4753247
ILMN_2311674	82.9304	0.2415584
ILMN_1685156	83.64201	0.2233766
ILMN_1655935	288.6712	0
ILMN_1754440	72.05096	0.6610389
ILMN_1654287	95.76957	0.112987
ILMN_1763344	84.4566	0.2103896
ILMN_1711736	125.7787	0.04025974
ILMN_2356786	157.1223	0.01948052
ILMN_1759252	1863.04	0
ILMN_1678791	72.97875	0.6038961
ILMN_2336146	65.84416	0.9779221
ILMN_2286339	77.58092	0.3662338
ILMN_1694133	74.7714	0.5
ILMN_1678501	76.86805	0.3987013
ILMN_1787378	750.4904	0
ILMN_1814526	1139.284	0
ILMN_2311278	430.0474	0
ILMN_1764309	116.3892	0.05064935
ILMN_1811598	67.66068	0.925974
ILMN_1740717	70.78069	0.7376623
ILMN_2136010	71.77885	0.6753247
ILMN_1797912	75.84805	0.4363636
ILMN_1738604	84.19937	0.2168831
ILMN_1691175	119.9561	0.04805195
ILMN_2223359	73.63554	0.5675325
ILMN_1702858	201.3119	0.009090909
ILMN_2363634	127.1042	0.04025974
ILMN_1813975	87.49218	0.1714286
ILMN_1743331	67.2785	0.9402598
ILMN_1775045	92.51394	0.1311688
ILMN_2096322	437.1518	0
ILMN_1688322	652.7714	0
ILMN_2224833	253.4501	0.002597403
ILMN_2358626	226.9981	0.005194805
ILMN_1768062	74.65276	0.5077922
ILMN_2358628	84.52534	0.2103896
ILMN_1801020	104.8751	0.07142857
ILMN_1708934	792.7629	0
ILMN_1702933	170.2608	0.01298701
ILMN_1657993	208.5815	0.006493506
ILMN_1666019	145.4529	0.02857143
ILMN_2080751	155.9518	0.01948052
ILMN_1690352	138.1984	0.03376623
ILMN_2275396	83.55212	0.2233766
ILMN_2373444	100.4965	0.08701298
ILMN_1747227	122.6079	0.04155844
ILMN_1807372	174.558	0.01038961
ILMN_1703946	107.4215	0.06493507
ILMN_1733259	106.2037	0.06623377
ILMN_1730710	107.9006	0.06363636
ILMN_1793959	418.4919	0
ILMN_1794512	94.72218	0.1233766
ILMN_1795788	74.46529	0.5194805
ILMN_1760335	102.6042	0.07792208
ILMN_1788530	138.9006	0.03376623
ILMN_1811480	162.931	0.01558442
ILMN_1813598	93.64485	0.1272727
ILMN_1653821	77.91755	0.3532467
ILMN_1780551	79.46628	0.3116883
ILMN_1669227	64.67917	0.9909091
ILMN_1709167	71.95383	0.6675324
ILMN_1679754	99.90435	0.09350649
ILMN_1716421	149.3597	0.02727273
ILMN_1659371	277.3186	0
ILMN_1677868	88.09971	0.1623377
ILMN_1707445	71.24271	0.7103896
ILMN_1733963	137.6761	0.03376623
ILMN_1804255	74.4652	0.5194805
ILMN_1695590	539.6548	0
ILMN_1694007	73.11275	0.5987013
ILMN_3307926	2447.597	0
ILMN_1673330	91.64145	0.1402597
ILMN_1668900	99.23602	0.0961039
ILMN_2389013	174.5288	0.01038961
ILMN_1760143	438.403	0
ILMN_1790757	440.7924	0
ILMN_2092664	416.0335	0
ILMN_1778796	266.0705	0.001298701
ILMN_1749804	98.51664	0.1038961
ILMN_1720235	83.02142	0.2402597
ILMN_2240009	76.00713	0.4363636
ILMN_1736178	78.59847	0.3337662
ILMN_1803376	135.3755	0.03506494
ILMN_3240321	109.6611	0.06103896
ILMN_1712944	1250.399	0
ILMN_2333107	479.1847	0
ILMN_1707958	85.75233	0.1922078
ILMN_1660424	68.26878	0.8961039
ILMN_1701998	94.41733	0.1233766
ILMN_1651235	72.5437	0.638961
ILMN_1694140	72.28696	0.6506494
ILMN_1730995	98.97805	0.0987013
ILMN_2404917	83.49572	0.2233766
ILMN_1702696	81.1272	0.2818182
ILMN_2084562	74.32452	0.5233766
ILMN_1769563	73.80373	0.5545455
ILMN_1673119	87.84042	0.1662338
ILMN_2129015	185.0433	0.009090909
ILMN_1725889	79.66143	0.3103896
ILMN_1775235	97.22761	0.1090909
ILMN_1677951	72.35974	0.6467533
ILMN_1708502	165.9225	0.01298701
ILMN_1705447	169.7392	0.01298701
ILMN_1699172	111.5316	0.05974026
ILMN_2409898	73.1635	0.5974026
ILMN_2295698	80.07793	0.3012987
ILMN_2066124	210.813	0.006493506
ILMN_1777797	70.87601	0.7337663
ILMN_2095653	77.61988	0.361039
ILMN_1707551	89.15529	0.1545455
ILMN_1782204	69.73418	0.8038961
ILMN_2402766	275.1287	0
ILMN_1767722	96.04257	0.1103896
ILMN_2342841	226.0022	0.005194805
ILMN_1802631	131.622	0.04025974
ILMN_2318481	70.85906	0.7337663
ILMN_2245223	91.00374	0.1415584
ILMN_3238543	70.63241	0.7480519
ILMN_1735591	118.7287	0.04805195
ILMN_2362126	108.1665	0.06363636
ILMN_2269136	124.9418	0.04025974
ILMN_3239130	179.9416	0.009090909
ILMN_2120103	69.29497	0.8298701
ILMN_3242883	296.8357	0
ILMN_2100055	73.92435	0.5415584
ILMN_1887648	71.85209	0.6714286
ILMN_1688627	70.71116	0.7402598
ILMN_1672767	70.35326	0.7688312
ILMN_2196642	71.44707	0.6961039
ILMN_2308689	159.9362	0.01558442
ILMN_2290776	101.5216	0.08441558
ILMN_1777182	108.7987	0.06233766
ILMN_1729777	76.87841	0.3974026
ILMN_1690829	90.86944	0.1428571
ILMN_2257015	127.3828	0.04025974
ILMN_3181215	117.5092	0.04935065
ILMN_3260345	177.1247	0.01038961
ILMN_1703228	81.57873	0.274026
ILMN_1652023	96.95927	0.1103896
ILMN_2064917	246.9919	0.005194805
ILMN_1776153	98.27127	0.1051948
ILMN_1772645	162.3027	0.01558442
ILMN_1775082	71.47657	0.6948052
ILMN_1680343	88.62489	0.1571429
ILMN_2277492	87.79534	0.1662338
ILMN_2371825	225.1373	0.006493506
ILMN_1717468	78.41595	0.3428572
ILMN_2274377	72.76773	0.6194805
ILMN_1750235	74.37107	0.5233766
ILMN_1664006	113.54	0.05194805
ILMN_1707169	116.0568	0.05064935
ILMN_1779109	67.33784	0.938961
ILMN_1697790	72.07503	0.6610389
ILMN_1679520	189.7639	0.009090909
ILMN_1732176	132.1301	0.03896104
ILMN_1681081	134.5658	0.03636364
ILMN_2377430	128.3255	0.04025974
ILMN_1661373	77.96144	0.3532467
ILMN_2288175	73.61442	0.5701299
ILMN_1654010	168.2961	0.01298701
ILMN_1732672	72.98188	0.6038961
ILMN_1730504	142.4233	0.03246753
ILMN_1662049	130.9948	0.04025974
ILMN_1740752	89.29053	0.1532468
ILMN_1794875	365.0382	0
ILMN_1698209	134.8781	0.03636364
ILMN_3307841	71.29704	0.7064935
ILMN_1814151	72.75151	0.6194805
ILMN_2050246	67.85435	0.9168831
ILMN_1728787	155.9893	0.01948052
ILMN_2234605	68.89318	0.8532467
ILMN_1770454	136.5566	0.03376623
ILMN_1770336	69.52629	0.8207792
ILMN_1714253	84.98849	0.2012987
ILMN_1813530	130.6242	0.04025974
ILMN_2223922	177.648	0.01038961
ILMN_1718071	749.3693	0
ILMN_1814327	68.52248	0.8753247
ILMN_2341343	76.81667	0.4
ILMN_1775634	71.27289	0.7077922
ILMN_1802458	241.1388	0.005194805
ILMN_2307656	252.4317	0.003896104
ILMN_1709796	94.12973	0.125974
ILMN_1783963	69.22306	0.8337662
ILMN_2134801	72.51297	0.6415585
ILMN_1757807	86.39016	0.187013
ILMN_1673529	392.8587	0
ILMN_1686370	125.1347	0.04025974
ILMN_1809139	262.0744	0.002597403
ILMN_1747504	242.4591	0.005194805
ILMN_1666679	119.6082	0.04805195
