PROBE_ID	7677153062_I.VALUE	7677153062_I.Detection Pval
ILMN_1749001	89.03058	0.2701299
ILMN_1701551	82.13532	0.4922078
ILMN_1795507	77.117	0.7506493
ILMN_1729894	82.85251	0.4649351
ILMN_1743205	327.1027	0
ILMN_2259319	87.32932	0.3077922
ILMN_2129886	74.68363	0.8896104
ILMN_1796801	186.7295	0.01298701
ILMN_1720501	92.95944	0.2246753
ILMN_1668446	78.79566	0.6571429
ILMN_1812070	104.2393	0.1207792
ILMN_2094875	108.7555	0.08571429
ILMN_1665730	161.5698	0.02337662
ILMN_2232066	91.72978	0.2441558
ILMN_1767349	96.59927	0.1909091
ILMN_1658257	92.28339	0.2337662
ILMN_2193980	140.1516	0.04025974
ILMN_1687840	152.2758	0.02727273
ILMN_2102422	80.42938	0.5714286
ILMN_1788928	89.5666	0.2649351
ILMN_2343047	100.9446	0.1402597
ILMN_2343048	87.29221	0.3077922
ILMN_2335302	79.25533	0.6285715
ILMN_1802404	125.0801	0.05974026
ILMN_1776119	135.9793	0.04415584
ILMN_2358714	77.73798	0.7181818
ILMN_1732140	135.9727	0.04415584
ILMN_1713008	76.20729	0.8
ILMN_1762093	97.55539	0.1753247
ILMN_1709092	118.0128	0.06883117
ILMN_1678409	83.79415	0.4285714
ILMN_1774344	82.84696	0.4649351
ILMN_1676278	99.79204	0.1532468
ILMN_1717466	97.44708	0.1753247
ILMN_1677814	210.8954	0.006493506
ILMN_1788457	124.3039	0.06103896
ILMN_2194009	101.9063	0.1363636
ILMN_2302358	77.10318	0.7506493
ILMN_1706531	184.4756	0.01298701
ILMN_1651964	151.5012	0.02857143
ILMN_1725675	80.97355	0.5506493
ILMN_1778352	81.22693	0.5454546
ILMN_1725414	83.81739	0.4285714
ILMN_2293902	75.02548	0.8701299
ILMN_1801521	76.74642	0.7701299
ILMN_2406654	102.9248	0.1298701
ILMN_3246902	85.0443	0.3831169
ILMN_3244070	119.436	0.06883117
ILMN_1767129	91.06044	0.2545455
ILMN_1746196	74.74331	0.887013
ILMN_2366473	77.27894	0.738961
ILMN_1751453	72.24299	0.9727273
ILMN_1772189	97.29472	0.1792208
ILMN_1652959	87.12225	0.3090909
ILMN_2198897	77.97087	0.7012987
ILMN_1674032	107.5206	0.0948052
ILMN_1737656	116.8299	0.07142857
ILMN_2343917	98.26667	0.1701299
ILMN_1746032	83.28404	0.4532467
ILMN_1651501	221.0169	0.006493506
ILMN_2330267	201.7095	0.009090909
ILMN_1676846	196.7269	0.009090909
ILMN_2392635	175.9947	0.01428571
ILMN_1763875	371.4626	0
ILMN_2284941	87.23325	0.3077922
ILMN_1781999	118.6774	0.06883117
ILMN_1669201	87.94583	0.2896104
ILMN_1810085	99.78655	0.1532468
ILMN_2262362	77.10126	0.7506493
ILMN_1743638	74.2208	0.9168831
ILMN_1658176	109.9414	0.08181818
ILMN_2329927	111.4304	0.08051948
ILMN_1794782	169.9191	0.01818182
ILMN_1695968	78.1804	0.6883117
ILMN_1789641	77.43797	0.7337663
ILMN_1779470	319.6285	0
ILMN_1716592	84.94012	0.3883117
ILMN_1680309	77.70513	0.7194805
ILMN_1743371	83.84937	0.4285714
ILMN_1770031	144.2898	0.03506494
ILMN_2338268	99.8261	0.151948
ILMN_1753912	84.16066	0.4181818
ILMN_1737475	89.43249	0.2662338
ILMN_1745116	93.64494	0.2142857
ILMN_2318685	87.21568	0.3077922
ILMN_2245305	112.5587	0.08051948
ILMN_1707925	88.9696	0.2701299
ILMN_1698311	78.21437	0.6883117
ILMN_2367487	81.67509	0.5194805
ILMN_1785285	83.91044	0.4285714
ILMN_2073969	84.25486	0.412987
ILMN_1794213	242.1185	0.003896104
ILMN_2227533	107.0092	0.09740259
ILMN_1769390	124.0648	0.06103896
ILMN_2403446	111.5394	0.08051948
ILMN_1787618	82.59404	0.4766234
ILMN_1723662	112.9804	0.07792208
ILMN_1801767	320.3686	0
ILMN_1700633	186.274	0.01298701
ILMN_1655702	306.0792	0
ILMN_1706344	113.1508	0.07662338
ILMN_1719498	95.08566	0.1974026
ILMN_1712707	127.7949	0.05324675
ILMN_1699750	218.0648	0.006493506
ILMN_1739081	224.8511	0.006493506
ILMN_2329958	373.5273	0
ILMN_1775944	78.79449	0.6571429
ILMN_1724497	124.4877	0.06103896
ILMN_1720988	87.92132	0.2896104
ILMN_1707274	71.37042	0.987013
ILMN_1755658	216.1535	0.006493506
ILMN_1673639	83.22432	0.4532467
ILMN_1713732	180.8609	0.01428571
ILMN_1708922	119.7425	0.06753246
ILMN_2268241	85.00473	0.387013
ILMN_1741628	88.98315	0.2701299
ILMN_1657870	107.6854	0.09090909
ILMN_2240003	83.80847	0.4285714
ILMN_1785424	458.4958	0
ILMN_1731610	111.9349	0.08051948
ILMN_1696682	80.52435	0.5688311
ILMN_2396672	247.1507	0.003896104
ILMN_1758825	139.2171	0.04155844
ILMN_1656940	88.88267	0.2714286
ILMN_1656979	113.3517	0.07662338
ILMN_1731433	260.6715	0.003896104
ILMN_1672878	541.4906	0
ILMN_1655114	98.83775	0.1662338
ILMN_1657045	76.82243	0.7649351
ILMN_1766991	81.25241	0.5454546
ILMN_1658083	97.39584	0.1753247
ILMN_1802096	998.5947	0
ILMN_2367165	543.5564	0
ILMN_1753370	125.4619	0.05844156
ILMN_1738921	364.9159	0
ILMN_1660199	163.7492	0.02207792
ILMN_2331636	125.4666	0.05844156
ILMN_1772123	116.2415	0.07402597
ILMN_1667641	75.82594	0.8168831
ILMN_1763852	129.125	0.05194805
ILMN_1687303	111.4398	0.08051948
ILMN_1761058	210.8055	0.006493506
ILMN_2225595	188.8255	0.01298701
ILMN_1724699	84.10336	0.4207792
ILMN_1775579	135.0793	0.04545455
ILMN_1660890	84.8252	0.3935065
ILMN_1778104	163.1183	0.02337662
ILMN_2053679	265.3639	0.003896104
ILMN_1795104	263.3754	0.003896104
ILMN_1740920	86.24736	0.3363636
ILMN_2263466	114.1127	0.07532468
ILMN_1806408	977.8264	0
ILMN_2352009	222.0587	0.006493506
ILMN_1693148	76.20959	0.8
ILMN_1808395	446.682	0
ILMN_3236270	245.9717	0.003896104
ILMN_1743847	87.95028	0.2896104
ILMN_1800008	198.9033	0.009090909
ILMN_2133799	81.80233	0.5116883
ILMN_1708672	164.8788	0.02207792
ILMN_1665945	255.8481	0.003896104
ILMN_1676288	91.06972	0.2545455
ILMN_1693250	95.07833	0.1974026
ILMN_2295980	95.61671	0.1935065
ILMN_2410362	103.1128	0.1285714
ILMN_1684271	102.9452	0.1298701
ILMN_1726388	70.03152	0.9948052
ILMN_2106002	98.16107	0.1701299
ILMN_1779685	105.4212	0.1116883
ILMN_1665932	90.19552	0.2584416
ILMN_1769694	76.90277	0.7597402
ILMN_1727251	105.5773	0.1103896
ILMN_1734479	94.14009	0.2064935
ILMN_2368728	133.1976	0.04675325
ILMN_2394897	81.42709	0.5350649
ILMN_2394902	87.23197	0.3077922
ILMN_2287535	94.73239	0.2
ILMN_1750295	105.7138	0.1103896
ILMN_3187680	174.8952	0.01428571
ILMN_3242266	87.51714	0.3064935
ILMN_1780630	141.2137	0.04025974
ILMN_1716480	158.1583	0.02467532
ILMN_1715192	95.91102	0.1935065
ILMN_2339410	75.26618	0.8532467
ILMN_1779984	86.78859	0.3181818
ILMN_1667018	99.97484	0.1493506
ILMN_1773243	76.96603	0.7584416
ILMN_3241214	115.7854	0.07402597
ILMN_3235340	100.9174	0.1415584
ILMN_1761000	86.82024	0.3181818
ILMN_3237774	146.2404	0.03506494
ILMN_2333219	71.0448	0.9909091
ILMN_1780485	123.4793	0.06103896
ILMN_1735471	185.7698	0.01298701
ILMN_1699636	410.0432	0
ILMN_2371379	374.9157	0
ILMN_1749014	218.6082	0.006493506
ILMN_1727091	84.31097	0.4090909
ILMN_1771348	119.8851	0.06623377
ILMN_2134039	4819.674	0
ILMN_1750800	203.5322	0.009090909
ILMN_1654861	163.346	0.02337662
ILMN_2121389	79.30902	0.6233766
ILMN_1715543	90.60068	0.2571429
ILMN_1739594	96.18099	0.1922078
ILMN_2353978	74.24806	0.912987
ILMN_1785474	149.9565	0.02987013
ILMN_2188959	94.37206	0.2012987
ILMN_1716237	142.5393	0.03896104
ILMN_1764321	89.86711	0.261039
ILMN_2156699	76.00937	0.8064935
ILMN_1784756	102.4185	0.1324675
ILMN_1728883	80.10004	0.5857143
ILMN_1740265	126.8609	0.05584415
ILMN_1788078	76.03545	0.8064935
ILMN_2252621	88.22057	0.2844156
ILMN_2332250	89.98744	0.261039
ILMN_1719178	80.59716	0.5662338
ILMN_1679600	100.5996	0.1441558
ILMN_2367070	136.3474	0.04415584
ILMN_1658995	180.6752	0.01428571
ILMN_1750158	210.5471	0.006493506
ILMN_1668839	89.28395	0.2688312
ILMN_1765767	139.6157	0.04155844
ILMN_1685703	80.75459	0.5584416
ILMN_1743396	114.2862	0.07532468
ILMN_1743680	76.93961	0.7584416
ILMN_1669633	263.9886	0.003896104
ILMN_2344956	642.5322	0
ILMN_2104830	138.3438	0.04155844
ILMN_2078599	111.197	0.08051948
ILMN_2234343	102.4509	0.1311688
ILMN_1706598	130.3921	0.05064935
ILMN_2306955	116.9035	0.07142857
ILMN_1758323	145.3255	0.03506494
ILMN_1728331	303.7281	0
ILMN_2351906	77.76598	0.7142857
ILMN_1705637	200.0765	0.009090909
ILMN_1784203	205.9971	0.007792208
ILMN_1666690	99.79615	0.1532468
ILMN_1654468	240.2854	0.005194805
ILMN_2320277	103.8169	0.1233766
ILMN_2227011	75.68896	0.8207792
ILMN_1730002	96.95706	0.1883117
ILMN_3236756	100.1723	0.1467533
ILMN_1716832	84.09397	0.4207792
ILMN_1684585	1197.794	0
ILMN_2360705	220.2597	0.006493506
ILMN_1654414	97.90244	0.1714286
ILMN_1666096	121.9054	0.06363636
ILMN_2391458	106.0659	0.1051948
ILMN_2285506	104.0467	0.1220779
ILMN_1691714	87.1496	0.3077922
ILMN_1683598	380.8524	0
ILMN_2370882	163.6062	0.02207792
ILMN_2273911	81.40115	0.5389611
ILMN_1807914	80.65571	0.5649351
ILMN_1678517	78.23604	0.6883117
ILMN_1705247	515.8843	0
ILMN_1737418	95.01022	0.1974026
ILMN_2278242	80.09519	0.5857143
ILMN_1730025	80.84571	0.5545455
ILMN_2378555	126.5522	0.05714286
ILMN_1661434	77.52034	0.7285714
ILMN_1809623	80.95902	0.5506493
ILMN_1657592	76.74673	0.7701299
ILMN_1765912	83.32018	0.4532467
ILMN_1746128	80.43486	0.5714286
ILMN_1685952	89.64449	0.2623377
ILMN_1662738	82.90013	0.4636364
ILMN_1771084	101.0502	0.1402597
ILMN_1791923	79.33152	0.6220779
ILMN_1801698	77.48913	0.7298701
ILMN_1766966	79.35031	0.6220779
ILMN_2070792	92.2233	0.2337662
ILMN_1752269	150.9391	0.02857143
ILMN_1697510	81.93171	0.5064935
ILMN_2254962	94.25916	0.2025974
ILMN_2336595	311.4922	0
ILMN_1714197	387.7621	0
ILMN_1742859	74.68957	0.8883117
ILMN_1659885	83.2776	0.4532467
ILMN_2125869	115.1525	0.07402597
ILMN_1671703	337.3636	0
ILMN_2152131	9509.571	0
ILMN_1777296	8227.188	0
ILMN_2038777	9583.877	0
ILMN_3246895	76.22411	0.8
ILMN_1658660	82.00015	0.5
ILMN_1829919	81.10812	0.5467532
ILMN_2053178	7152.032	0
ILMN_1704961	2915.715	0
ILMN_1795325	78.98654	0.6467533
ILMN_1749297	245.88	0.003896104
ILMN_2328280	198.4934	0.009090909
ILMN_1657855	223.8725	0.006493506
ILMN_1717900	77.61959	0.7220779
ILMN_1796088	81.80365	0.5116883
ILMN_1704078	77.90378	0.7077922
ILMN_2232177	672.9837	0
ILMN_1654422	80.07308	0.587013
ILMN_1665691	102.031	0.1363636
ILMN_1725534	262.2519	0.003896104
ILMN_1798254	281.1892	0
ILMN_1792314	267.5797	0.003896104
ILMN_1695821	380.9568	0
ILMN_2388605	1976.215	0
ILMN_1657153	477.9013	0
ILMN_2260392	86.53491	0.3298701
ILMN_2346451	76.79477	0.7649351
ILMN_1787513	100.4115	0.1454545
ILMN_1680941	89.5133	0.2649351
ILMN_1652594	128.7443	0.05324675
ILMN_1697585	233.3663	0.006493506
ILMN_1689162	108.7793	0.08571429
ILMN_1815392	179.6584	0.01428571
ILMN_3241416	70.86787	0.9909091
ILMN_1760490	206.8075	0.007792208
ILMN_1786544	93.65021	0.2142857
ILMN_1763916	96.14017	0.1922078
ILMN_2243308	194.0307	0.01038961
ILMN_1766723	87.64596	0.2987013
ILMN_1689217	90.35727	0.2584416
ILMN_1670912	89.68459	0.2623377
ILMN_2152711	102.2983	0.1337662
ILMN_1668983	72.59619	0.9649351
ILMN_1824337	81.08959	0.548052
ILMN_1807493	73.1415	0.9493507
ILMN_3250257	85.50912	0.3701299
ILMN_1683883	91.70502	0.2441558
ILMN_1670193	118.9752	0.06883117
ILMN_2319825	98.84272	0.1662338
ILMN_1694233	224.8094	0.006493506
ILMN_1686432	84.26024	0.412987
ILMN_1697550	197.9283	0.009090909
ILMN_2158705	109.6411	0.08311688
ILMN_1803686	231.2518	0.006493506
ILMN_1745580	68.60896	0.9974026
ILMN_1745108	74.79855	0.8831169
ILMN_1725043	96.00364	0.1922078
ILMN_2148360	115.532	0.07402597
ILMN_1718946	219.241	0.006493506
ILMN_1711374	85.53403	0.3701299
ILMN_1726266	81.39747	0.5389611
ILMN_1705689	85.15833	0.3805195
ILMN_1785393	82.04774	0.4987013
ILMN_2384544	136.4813	0.04285714
ILMN_1756920	378.7634	0
ILMN_1799728	102.9842	0.1298701
ILMN_1751500	94.88319	0.1987013
ILMN_2121068	336.6868	0
ILMN_1765779	105.3239	0.112987
ILMN_2201386	80.13044	0.5805195
ILMN_1682225	73.56668	0.9363636
ILMN_1788481	92.6256	0.2298701
ILMN_1713751	908.7809	0
ILMN_1662675	80.98862	0.5506493
ILMN_1737629	81.64454	0.5220779
ILMN_1812112	81.397	0.5389611
ILMN_3241313	79.69926	0.6038961
ILMN_1675210	76.23934	0.7987013
ILMN_1706302	79.16951	0.635065
ILMN_2351754	74.38399	0.9038961
ILMN_2060086	85.9604	0.3506494
ILMN_1664236	90.81917	0.2558441
ILMN_1664631	108.515	0.08571429
ILMN_1802100	86.72755	0.3181818
ILMN_2194158	81.31523	0.5415584
ILMN_2100871	83.24039	0.4532467
ILMN_1806841	118.8699	0.06883117
ILMN_1798045	76.14472	0.8051948
ILMN_2293012	74.84813	0.8831169
ILMN_1703383	111.2348	0.08051948
ILMN_1651657	90.58417	0.2571429
ILMN_1671297	124.2201	0.06103896
ILMN_1669486	75.33199	0.848052
ILMN_1795204	93.247	0.2194805
ILMN_2223911	72.73479	0.9597403
ILMN_1685531	76.68449	0.774026
ILMN_1764554	79.78588	0.6038961
ILMN_2302214	84.22336	0.412987
ILMN_1783312	79.66083	0.6038961
ILMN_2143210	79.73498	0.6038961
ILMN_1750294	76.66511	0.7779221
ILMN_1708348	584.6359	0
ILMN_1727524	149.7504	0.03116883
ILMN_1716909	75.72718	0.8207792
ILMN_2103107	134.7166	0.04675325
ILMN_1673566	87.69875	0.2961039
ILMN_1751168	75.62191	0.8233766
ILMN_1660970	83.11648	0.4571429
ILMN_1787386	81.70983	0.5155844
ILMN_2286570	81.34612	0.5415584
ILMN_2413732	82.06224	0.4974026
ILMN_1873412	88.36678	0.2818182
ILMN_1676452	79.3357	0.6220779
ILMN_2358134	86.89753	0.3155844
ILMN_1683781	76.14278	0.8051948
ILMN_1726247	81.50166	0.5324675
ILMN_1682989	168.027	0.01948052
ILMN_1739872	83.50062	0.4454545
ILMN_1770152	78.76652	0.6571429
ILMN_1656171	76.01594	0.8064935
ILMN_1796628	81.70525	0.5155844
ILMN_1811765	78.49522	0.6766234
ILMN_1791795	78.07663	0.6948052
ILMN_1787908	84.65056	0.4
ILMN_1651717	83.87774	0.4285714
ILMN_1703803	72.00726	0.9766234
ILMN_2092933	89.90468	0.261039
ILMN_1681886	83.01402	0.4597403
ILMN_1767362	82.66014	0.4727273
ILMN_3251322	77.79841	0.712987
ILMN_2211790	75.60464	0.825974
ILMN_1672403	73.31961	0.9441559
ILMN_1805543	92.3083	0.2337662
ILMN_1706992	161.1676	0.02337662
ILMN_1684919	82.35594	0.487013
ILMN_1727084	82.46822	0.4792208
ILMN_1705250	74.1236	0.9194805
ILMN_1722621	89.44661	0.2662338
ILMN_1721495	89.36818	0.2675325
ILMN_1798690	81.81421	0.5116883
ILMN_1687035	124.7415	0.06103896
ILMN_1777683	98.99404	0.1649351
ILMN_1762294	110.1666	0.08181818
ILMN_1793040	136.2925	0.04415584
ILMN_3247424	143.2939	0.03506494
ILMN_1763000	269.918	0.002597403
ILMN_1776777	1738.955	0
ILMN_1706963	84.17297	0.4181818
ILMN_2320964	616.3282	0
ILMN_1697628	127.7134	0.05324675
ILMN_2319326	163.7664	0.02207792
ILMN_1657442	100.6731	0.1428571
ILMN_1679797	397.8684	0
ILMN_1749493	89.87458	0.261039
ILMN_1657139	185.0816	0.01298701
ILMN_3245693	82.12733	0.4935065
ILMN_1806275	98.37071	0.1688312
ILMN_1659599	102.8184	0.1298701
ILMN_1698777	135.5134	0.04545455
ILMN_1663132	148.8956	0.03116883
ILMN_1700349	113.3489	0.07662338
ILMN_1761309	97.69879	0.1727273
ILMN_2120555	90.81548	0.2571429
ILMN_1742073	72.89907	0.9545454
ILMN_3241894	113.3095	0.07662338
ILMN_1810691	110.586	0.08051948
ILMN_1676893	209.836	0.006493506
ILMN_2148944	128.0751	0.05324675
ILMN_1708588	82.94409	0.4623377
ILMN_2311674	91.0352	0.2545455
ILMN_1685156	80.83771	0.5545455
ILMN_1655935	254.8133	0.003896104
ILMN_1754440	89.22856	0.2688312
ILMN_1654287	101.8188	0.1376623
ILMN_1763344	93.19719	0.2220779
ILMN_1711736	161.0101	0.02337662
ILMN_2356786	169.9339	0.01818182
ILMN_1759252	1400.879	0
ILMN_1678791	79.71089	0.6038961
ILMN_2336146	76.52697	0.7805195
ILMN_2286339	85.75996	0.3584416
ILMN_1694133	81.09458	0.548052
ILMN_1678501	82.74976	0.4688312
ILMN_1787378	648.278	0
ILMN_1814526	1012.379	0
ILMN_2311278	447.5392	0
ILMN_1764309	139.7809	0.04025974
ILMN_1811598	74.86761	0.8805195
ILMN_1740717	75.56487	0.8298701
ILMN_2136010	78.50044	0.6766234
ILMN_1797912	82.45287	0.4805195
ILMN_1738604	91.84193	0.2415584
ILMN_1691175	132.4948	0.04805195
ILMN_2223359	77.41772	0.7337663
ILMN_1702858	202.151	0.009090909
ILMN_2363634	132.3636	0.04805195
ILMN_1813975	86.43267	0.3324675
ILMN_1743331	77.87335	0.7090909
ILMN_1775045	101.7718	0.1376623
ILMN_2096322	434.4721	0
ILMN_1688322	562.8303	0
ILMN_2224833	269.0135	0.002597403
ILMN_2358626	203.0011	0.009090909
ILMN_1768062	81.55379	0.5298702
ILMN_2358628	90.43295	0.2584416
ILMN_1801020	112.1293	0.08051948
ILMN_1708934	796.1288	0
ILMN_1702933	184.0838	0.01298701
ILMN_1657993	204.6479	0.007792208
ILMN_1666019	125.8322	0.05844156
ILMN_2080751	138.0503	0.04155844
ILMN_1690352	171.5341	0.01558442
ILMN_2275396	93.76768	0.212987
ILMN_2373444	117.4031	0.06883117
ILMN_1747227	135.6575	0.04545455
ILMN_1807372	167.0659	0.02077922
ILMN_1703946	116.3795	0.07272727
ILMN_1733259	94.60934	0.2
ILMN_1730710	150.804	0.02857143
ILMN_1793959	378.3963	0
ILMN_1794512	112.1119	0.08051948
ILMN_1795788	77.15466	0.7480519
ILMN_1760335	123.9639	0.06103896
ILMN_1788530	124.2815	0.06103896
ILMN_1811480	185.9354	0.01298701
ILMN_1813598	102.8249	0.1298701
ILMN_1653821	89.13969	0.2688312
ILMN_1780551	83.94321	0.425974
ILMN_1669227	76.47228	0.7857143
ILMN_1709167	79.86983	0.5948052
ILMN_1679754	110.0765	0.08181818
ILMN_1716421	191.754	0.01168831
ILMN_1659371	307.2867	0
ILMN_1677868	85.92043	0.3545454
ILMN_1707445	78.00011	0.7
ILMN_1733963	163.1802	0.02337662
ILMN_1804255	84.58122	0.4012987
ILMN_1695590	563.3738	0
ILMN_1694007	80.07062	0.587013
ILMN_3307926	2124.773	0
ILMN_1673330	101.2294	0.1402597
ILMN_1668900	107.2949	0.0961039
ILMN_2389013	151.8974	0.02857143
ILMN_1760143	393.0667	0
ILMN_1790757	387.6792	0
ILMN_2092664	380.0493	0
ILMN_1778796	208.5377	0.006493506
ILMN_1749804	126.3046	0.05714286
ILMN_1720235	89.47851	0.2649351
ILMN_2240009	84.12617	0.4207792
ILMN_1736178	92.4304	0.2337662
ILMN_1803376	173.214	0.01428571
ILMN_3240321	98.24654	0.1701299
ILMN_1712944	1121.359	0
ILMN_2333107	469.664	0
ILMN_1707958	94.0417	0.2064935
ILMN_1660424	81.37466	0.5415584
ILMN_1701998	103.6406	0.1272727
ILMN_1651235	82.78632	0.4675325
ILMN_1694140	81.92262	0.5077922
ILMN_1730995	121.075	0.06363636
ILMN_2404917	96.28456	0.1909091
ILMN_1702696	88.80435	0.2714286
ILMN_2084562	78.4772	0.6779221
ILMN_1769563	88.03492	0.2883117
ILMN_1673119	95.00819	0.1974026
ILMN_2129015	150.0081	0.02987013
ILMN_1725889	87.8842	0.2909091
ILMN_1775235	137.7419	0.04155844
ILMN_1677951	73.64854	0.9324675
ILMN_1708502	165.4079	0.02207792
ILMN_1705447	169.0364	0.01948052
ILMN_1699172	103.8547	0.1233766
ILMN_2409898	79.41862	0.6181818
ILMN_2295698	87.92564	0.2896104
ILMN_2066124	210.9877	0.006493506
ILMN_1777797	73.90276	0.925974
ILMN_2095653	94.49283	0.2012987
ILMN_1707551	113.1749	0.07662338
ILMN_1782204	75.83719	0.8168831
ILMN_2402766	251.305	0.003896104
ILMN_1767722	112.7251	0.08051948
ILMN_2342841	223.1424	0.006493506
ILMN_1802631	156.4333	0.02597403
ILMN_2318481	78.39418	0.6831169
ILMN_2245223	95.92212	0.1935065
ILMN_3238543	71.05183	0.9909091
ILMN_1735591	132.9607	0.04675325
ILMN_2362126	121.0004	0.06363636
ILMN_2269136	148.0479	0.03376623
ILMN_3239130	214.2441	0.006493506
ILMN_2120103	77.75166	0.7142857
ILMN_3242883	294.2641	0
ILMN_2100055	77.39282	0.7363636
ILMN_1887648	80.19463	0.5779221
ILMN_1688627	87.66204	0.2987013
ILMN_1672767	76.13474	0.8051948
ILMN_2196642	81.7355	0.512987
ILMN_2308689	164.5421	0.02207792
ILMN_2290776	116.2017	0.07402597
ILMN_1777182	131.9908	0.04805195
ILMN_1729777	88.64	0.2766234
ILMN_1690829	108.1265	0.08701298
ILMN_2257015	131.3618	0.04935065
ILMN_3181215	102.9959	0.1298701
ILMN_3260345	144.0466	0.03506494
ILMN_1703228	96.05285	0.1922078
ILMN_1652023	103.9841	0.1220779
ILMN_2064917	270.9807	0.002597403
ILMN_1776153	99.48215	0.1571429
ILMN_1772645	181.5113	0.01298701
ILMN_1775082	90.77129	0.2571429
ILMN_1680343	107.9707	0.08831169
ILMN_2277492	95.64408	0.1935065
ILMN_2371825	236.7099	0.005194805
ILMN_1717468	85.7879	0.3558442
ILMN_2274377	74.05644	0.9220779
ILMN_1750235	77.10805	0.7506493
ILMN_1664006	124.5439	0.06103896
ILMN_1707169	136.5873	0.04285714
ILMN_1779109	77.64236	0.7207792
ILMN_1697790	78.84985	0.6558442
ILMN_1679520	190.9286	0.01298701
ILMN_1732176	138.1948	0.04155844
ILMN_1681081	137.6516	0.04155844
ILMN_2377430	144.0421	0.03506494
ILMN_1661373	82.65952	0.4727273
ILMN_2288175	90.39109	0.2584416
ILMN_1654010	205.5312	0.007792208
ILMN_1732672	83.06944	0.4597403
ILMN_1730504	139.1793	0.04155844
ILMN_1662049	153.7755	0.02727273
ILMN_1740752	93.47074	0.2168831
ILMN_1794875	375.6925	0
ILMN_1698209	138.6906	0.04155844
ILMN_3307841	72.94286	0.9545454
ILMN_1814151	82.33601	0.487013
ILMN_2050246	75.32174	0.848052
ILMN_1728787	155.5954	0.02597403
ILMN_2234605	74.38511	0.9038961
ILMN_1770454	141.1112	0.04025974
ILMN_1770336	73.75859	0.9298701
ILMN_1714253	99.72206	0.1532468
ILMN_1813530	134.6509	0.04675325
ILMN_2223922	161.5163	0.02337662
ILMN_1718071	594.2447	0
ILMN_1814327	78.79629	0.6571429
ILMN_2341343	86.52431	0.3298701
ILMN_1775634	90.03248	0.261039
ILMN_1802458	215.7158	0.006493506
ILMN_2307656	190.3614	0.01298701
ILMN_1709796	105.0867	0.1142857
ILMN_1783963	79.00656	0.6467533
ILMN_2134801	75.02368	0.8701299
ILMN_1757807	90.08112	0.2597403
ILMN_1673529	388.7717	0
ILMN_1686370	148.8519	0.03116883
ILMN_1809139	226.9147	0.006493506
