PROBE_ID	7677153062_I.VALUE	7677153062_I.Detection Pval
ILMN_1736538	86.38429	0.3324675
ILMN_3244065	257.3109	0.003896104
ILMN_1814856	96.81879	0.1896104
ILMN_3252418	118.1177	0.06883117
ILMN_3184973	76.36923	0.7922078
ILMN_1715653	162.9774	0.02337662
ILMN_2295252	129.0477	0.05324675
ILMN_2296677	83.82092	0.4285714
ILMN_1762508	160.7482	0.02467532
ILMN_1666742	147.4113	0.03506494
ILMN_1741881	217.5259	0.006493506
ILMN_1664283	103.2693	0.1272727
ILMN_1697166	976.6978	0
ILMN_1765791	94.79881	0.2
ILMN_1688621	179.2849	0.01428571
ILMN_2079098	6923.536	0
ILMN_1755222	93.85693	0.2103896
ILMN_2387328	96.48114	0.1909091
ILMN_1731370	86.55747	0.3285714
ILMN_2283245	81.65518	0.5207792
ILMN_1678477	88.40671	0.2805195
ILMN_1806758	115.5433	0.07402597
ILMN_1760628	101.637	0.1376623
ILMN_1659189	246.7448	0.003896104
ILMN_1813837	110.8022	0.08051948
ILMN_1714148	142.3017	0.03896104
ILMN_1803652	122.3598	0.06233766
ILMN_1655893	99.79128	0.1532468
ILMN_1764188	118.0962	0.06883117
ILMN_1674650	190.1011	0.01298701
ILMN_1745713	91.05603	0.2545455
ILMN_1659914	83.88505	0.4285714
ILMN_1652431	111.225	0.08051948
ILMN_1665856	88.30006	0.2831169
ILMN_1743219	161.6601	0.02337662
ILMN_1720998	118.526	0.06883117
ILMN_2382942	75.55795	0.8298701
ILMN_1802414	78.07085	0.6948052
ILMN_1742358	102.3867	0.1324675
ILMN_1662795	274.3417	0.001298701
ILMN_2199439	211.5468	0.006493506
ILMN_2176450	74.17538	0.9181818
ILMN_1740996	86.50041	0.3298701
ILMN_1695157	308.9535	0
ILMN_1731292	75.59239	0.8285714
ILMN_1672807	190.6633	0.01298701
ILMN_3239383	93.75108	0.212987
ILMN_1708790	101.5693	0.138961
ILMN_1761789	124.6919	0.06103896
ILMN_1784626	115.3547	0.07402597
ILMN_1696615	77.46577	0.7324675
ILMN_1725139	228.0686	0.006493506
ILMN_1765858	1810.43	0
ILMN_1783598	135.9303	0.04545455
ILMN_1660815	79.61631	0.6090909
ILMN_1730529	80.76863	0.5584416
ILMN_1731064	337.245	0
ILMN_1814044	233.7558	0.006493506
ILMN_1653001	83.3403	0.451948
ILMN_1762407	98.45551	0.1675325
ILMN_1813946	86.48353	0.3298701
ILMN_1755428	78.81522	0.6558442
ILMN_1677746	103.7831	0.1246753
ILMN_2398815	84.1095	0.4207792
ILMN_1760288	82.82737	0.4649351
ILMN_1720136	78.64041	0.6701299
ILMN_1688864	107.1636	0.09740259
ILMN_1676973	157.8541	0.02467532
ILMN_1754078	82.42794	0.4818182
ILMN_1811068	123.6706	0.06103896
ILMN_2412139	83.30835	0.4532467
ILMN_1738854	77.63356	0.7207792
ILMN_1685201	80.86448	0.5545455
ILMN_1761851	74.37334	0.9051948
ILMN_2340815	83.41134	0.448052
ILMN_1691855	76.78142	0.7662337
ILMN_1861819	86.5559	0.3285714
ILMN_1898404	82.70792	0.4701299
ILMN_1666775	104.5233	0.1168831
ILMN_1681223	75.93989	0.8064935
ILMN_1664047	83.05891	0.4597403
ILMN_1659138	79.00664	0.6467533
ILMN_2304659	74.18945	0.9168831
ILMN_1703016	76.72578	0.7714286
ILMN_2311835	76.33615	0.7922078
ILMN_1664872	91.81587	0.2415584
ILMN_2397188	74.19949	0.9168831
ILMN_1671263	132.3917	0.04805195
ILMN_1677028	101.426	0.138961
ILMN_2300664	124.4913	0.06103896
ILMN_1667980	95.45181	0.1935065
ILMN_1768533	75.66358	0.8207792
ILMN_1711049	151.0294	0.02857143
ILMN_2355274	99.97878	0.1493506
ILMN_1754076	109.9336	0.08181818
ILMN_2404493	111.1029	0.08051948
ILMN_1696317	138.3026	0.04155844
ILMN_2240923	150.068	0.02987013
ILMN_1763604	84.68934	0.3987013
ILMN_2366205	75.50233	0.8363636
ILMN_2271304	91.25945	0.2493507
ILMN_2406106	81.07497	0.548052
ILMN_1682208	72.54575	0.9649351
ILMN_1683107	77.95939	0.7012987
ILMN_1653878	85.15758	0.3805195
ILMN_1721601	87.67573	0.2974026
ILMN_2195482	146.9634	0.03506494
ILMN_1673503	195.8206	0.009090909
ILMN_1685164	87.42169	0.3064935
ILMN_2257652	79.60625	0.6103896
ILMN_1724306	126.5029	0.05714286
ILMN_1769492	104.4806	0.1168831
ILMN_1768758	110.3512	0.08051948
ILMN_1702149	83.02166	0.4597403
ILMN_1748102	107.7632	0.09090909
ILMN_2242309	78.8846	0.6545454
ILMN_1749402	114.2069	0.07532468
ILMN_2356441	121.0095	0.06363636
ILMN_1809676	95.20428	0.1974026
ILMN_1779043	167.9652	0.01948052
ILMN_1669816	141.7502	0.03896104
ILMN_1776079	80.16313	0.5805195
ILMN_2106874	108.5352	0.08571429
ILMN_1705141	88.09196	0.2883117
ILMN_1726574	188.0117	0.01298701
ILMN_1691340	111.9294	0.08051948
ILMN_1810992	96.1348	0.1922078
ILMN_1680132	104.9565	0.1155844
ILMN_1664679	74.08677	0.9207792
ILMN_1701827	110.5924	0.08051948
ILMN_1812096	151.0666	0.02857143
ILMN_1809972	118.793	0.06883117
ILMN_1665547	83.40733	0.448052
ILMN_1688188	74.58156	0.8987013
ILMN_1801370	86.52489	0.3298701
ILMN_1684461	86.99204	0.3116883
ILMN_1779155	75.43217	0.8389611
ILMN_1745724	98.98906	0.1649351
ILMN_1760199	76.05584	0.8064935
ILMN_2383807	117.2554	0.07012987
ILMN_1748840	89.98466	0.261039
ILMN_2327244	82.35354	0.487013
ILMN_1807034	79.39946	0.6194805
ILMN_1702566	87.40752	0.3064935
ILMN_2109371	99.93781	0.1506494
ILMN_1774427	282.2356	0
ILMN_1755504	152.3591	0.02727273
ILMN_1710219	149.1962	0.03116883
ILMN_1758281	109.6908	0.08311688
ILMN_1730487	90.21082	0.2584416
ILMN_2324002	86.0139	0.3506494
ILMN_1717990	79.20884	0.6298701
ILMN_3242412	81.06045	0.548052
ILMN_1766200	135.8099	0.04545455
ILMN_3241364	93.13312	0.2220779
ILMN_1778242	1316.384	0
ILMN_1687858	2493.241	0
ILMN_1666385	1803.326	0
ILMN_1733333	143.5677	0.03506494
ILMN_1815707	164.8988	0.02207792
ILMN_1717757	73.20882	0.9467533
ILMN_2413599	87.56569	0.3038961
ILMN_1757210	172.6133	0.01428571
ILMN_1749118	86.81042	0.3181818
ILMN_1739162	74.97918	0.8753247
ILMN_1749034	94.28182	0.2025974
ILMN_1778121	271.565	0.002597403
ILMN_1761693	79.44857	0.6155844
ILMN_1736256	260.7936	0.003896104
ILMN_2167223	76.73014	0.7701299
ILMN_1727194	93.53994	0.2155844
ILMN_3238986	79.66338	0.6038961
ILMN_2140990	159.9198	0.02467532
ILMN_1751561	181.8066	0.01298701
ILMN_1795561	226.1444	0.006493506
ILMN_2280721	105.4015	0.1116883
ILMN_1705477	101.5722	0.138961
ILMN_1804339	654.0877	0
ILMN_1666445	107.8467	0.08831169
ILMN_2315208	74.10474	0.9207792
ILMN_1763027	97.85415	0.1714286
ILMN_2376194	80.00607	0.5883117
ILMN_1663397	89.34052	0.2675325
ILMN_2279796	77.55854	0.725974
ILMN_1683415	92.47813	0.2324675
ILMN_2319544	83.54946	0.4428571
ILMN_1658818	78.67296	0.6675324
ILMN_1757060	76.872	0.7597402
ILMN_1809695	408.1493	0
ILMN_2359601	202.5882	0.009090909
ILMN_1794863	122.3414	0.06233766
ILMN_1660633	72.61317	0.9649351
ILMN_1767168	101.2917	0.1402597
ILMN_2166582	78.96022	0.648052
ILMN_1715372	116.5618	0.07272727
ILMN_2382705	89.15683	0.2688312
ILMN_2367638	132.531	0.04805195
ILMN_1743021	256.2283	0.003896104
ILMN_1667381	132.0813	0.04805195
ILMN_1714599	957.83	0
ILMN_1688580	416.0946	0
ILMN_1811957	119.8547	0.06623377
ILMN_1792660	88.50887	0.2792208
ILMN_1661940	94.75082	0.2
ILMN_1798867	170.7987	0.01558442
ILMN_1744647	155.9818	0.02597403
ILMN_1775950	85.27626	0.3792208
ILMN_2073592	116.087	0.07402597
ILMN_1664012	289.8775	0
ILMN_1762825	409.1711	0
ILMN_2401057	392.0923	0
ILMN_1797604	4801.77	0
ILMN_1691237	78.65288	0.6688312
ILMN_1655821	130.4168	0.05064935
ILMN_1705261	300.9399	0
ILMN_1677357	73.33067	0.9441559
ILMN_1785069	80.51112	0.5688311
ILMN_2252186	119.542	0.06883117
ILMN_1769755	83.66707	0.4337662
ILMN_2331553	82.96204	0.4623377
ILMN_1765274	182.2898	0.01298701
ILMN_2101034	127.9772	0.05324675
ILMN_1787514	137.5126	0.04285714
ILMN_1677108	81.25882	0.5454546
ILMN_1695285	79.33731	0.6220779
ILMN_1716057	109.5649	0.08441558
ILMN_1716357	74.7439	0.887013
ILMN_2296803	78.47999	0.6779221
ILMN_1687971	216.9539	0.006493506
ILMN_2332691	123.1671	0.06103896
ILMN_1737089	123.4024	0.06103896
ILMN_3243831	94.52099	0.2012987
ILMN_2117642	82.10464	0.4948052
ILMN_1685022	172.5323	0.01428571
ILMN_3187689	80.71234	0.561039
ILMN_1731073	115.5383	0.07402597
ILMN_1690923	92.59168	0.2298701
ILMN_1655418	595.4832	0
ILMN_2393254	404.9085	0
ILMN_1699809	80.61537	0.5662338
ILMN_1770676	123.8731	0.06103896
ILMN_1782897	176.5692	0.01428571
ILMN_1754145	205.0018	0.007792208
ILMN_1681118	166.0225	0.02207792
ILMN_2345739	130.4096	0.05064935
ILMN_2286400	100.0809	0.1480519
ILMN_1757660	125.6094	0.05844156
ILMN_3307742	150.1807	0.02987013
ILMN_1747105	71.14948	0.9896104
ILMN_1763843	80.83107	0.5545455
ILMN_2359306	73.11935	0.9493507
ILMN_2267508	89.8513	0.261039
ILMN_1803742	154.0095	0.02727273
ILMN_1680722	82.33263	0.487013
ILMN_1768870	1093.755	0
ILMN_2069196	75.4806	0.8363636
ILMN_2053921	459.2862	0
ILMN_1798980	717.3611	0
ILMN_1743714	136.7284	0.04285714
ILMN_1721978	213.9057	0.006493506
ILMN_1671728	138.5462	0.04155844
ILMN_1773347	92.00588	0.2350649
ILMN_1738669	86.86387	0.3155844
ILMN_1726591	206.8043	0.007792208
ILMN_1724474	95.81998	0.1935065
ILMN_3252556	94.83739	0.1987013
ILMN_1707979	92.14655	0.2350649
ILMN_3238525	81.86909	0.5116883
ILMN_1692349	91.70037	0.2441558
ILMN_1779854	91.45995	0.2480519
ILMN_2192281	408.6007	0
ILMN_1712532	300.833	0
ILMN_1809477	300.3344	0
ILMN_1783546	161.0498	0.02337662
ILMN_1680134	316.6602	0
ILMN_1696066	94.05875	0.2064935
ILMN_2367469	212.5886	0.006493506
ILMN_1765222	149.0177	0.03116883
ILMN_1724540	71.97458	0.9766234
ILMN_1702296	83.59094	0.4402598
ILMN_1708983	86.94645	0.3142857
ILMN_1680927	75.73887	0.8207792
ILMN_3306944	74.32348	0.9090909
ILMN_1808546	81.83945	0.5116883
ILMN_1665004	337.6956	0
ILMN_1686948	96.13416	0.1922078
ILMN_2325574	175.6943	0.01428571
ILMN_2357471	80.31348	0.5727273
ILMN_1715437	90.68752	0.2571429
ILMN_2139035	98.19036	0.1701299
ILMN_1654773	109.5978	0.08311688
ILMN_1679039	83.64106	0.4363636
ILMN_1768556	82.2109	0.4896104
ILMN_2326509	938.9966	0
ILMN_1727762	74.60754	0.8974026
ILMN_2326512	812.5873	0
ILMN_1797578	125.8119	0.05844156
ILMN_2321720	83.50863	0.4454545
ILMN_2132119	80.89876	0.5532467
ILMN_1739513	78.78445	0.6571429
ILMN_2296057	157.3932	0.02467532
ILMN_2410540	1028.663	0
ILMN_1736568	176.3588	0.01428571
ILMN_2388155	323.2317	0
ILMN_1731639	286.151	0
ILMN_1760227	76.23714	0.7987013
ILMN_1678454	956.0806	0
ILMN_1774585	83.55937	0.4428571
ILMN_1778059	110.2964	0.08051948
ILMN_1722158	100.6289	0.1428571
ILMN_2367113	121.8364	0.06363636
ILMN_1659350	95.10378	0.1974026
ILMN_1694877	93.99915	0.2064935
ILMN_2373763	115.7914	0.07402597
ILMN_2362974	80.97793	0.5506493
ILMN_1730332	77.34286	0.7363636
ILMN_1669565	81.73174	0.512987
ILMN_1787749	210.5833	0.006493506
ILMN_1809313	85.09094	0.3818182
ILMN_2377733	279.54	0
ILMN_1673757	284.8522	0
ILMN_1747129	76.08569	0.8064935
ILMN_1786046	113.883	0.07532468
ILMN_1718070	130.7082	0.04935065
ILMN_1813949	80.01971	0.5883117
ILMN_1722329	84.12632	0.4207792
ILMN_1767711	79.22024	0.6298701
ILMN_1785156	78.11133	0.6909091
ILMN_1740739	82.30311	0.487013
ILMN_1678061	89.77234	0.2623377
ILMN_1717234	207.6743	0.007792208
ILMN_1783627	98.3782	0.1688312
ILMN_1694943	82.45857	0.4805195
ILMN_1672947	138.6414	0.04155844
ILMN_1774674	76.90279	0.7597402
ILMN_2322806	245.6025	0.003896104
ILMN_1655191	142.6573	0.03896104
ILMN_2340202	105.4212	0.1116883
ILMN_2256953	91.76082	0.2428571
ILMN_2151739	502.1808	0
ILMN_1651705	1094.387	0
ILMN_1789394	104.2583	0.1207792
ILMN_2403542	98.18536	0.1701299
ILMN_2286014	4481.889	0
ILMN_1794157	110.9453	0.08051948
ILMN_2186351	85.15563	0.3805195
ILMN_1693961	83.58249	0.4402598
ILMN_1740419	77.17757	0.7467533
ILMN_1762091	82.46176	0.4805195
ILMN_2149226	110.7331	0.08051948
ILMN_1687583	126.8583	0.05584415
ILMN_1658835	99.06187	0.1649351
ILMN_1735220	132.3909	0.04805195
ILMN_2360730	80.40871	0.5714286
ILMN_1804980	82.0317	0.4987013
ILMN_1810532	78.88306	0.6558442
ILMN_1807540	159.8361	0.02467532
ILMN_2331062	144.6873	0.03506494
ILMN_2251895	102.591	0.1311688
ILMN_1752404	90.79202	0.2571429
ILMN_1657627	196.6444	0.009090909
ILMN_1771043	92.89777	0.2246753
ILMN_1720616	75.26196	0.8532467
ILMN_1766408	254.7854	0.003896104
ILMN_2399489	73.11977	0.9493507
ILMN_1716080	218.4083	0.006493506
ILMN_2181968	341.246	0
ILMN_1685580	338.8915	0
ILMN_1811729	100.5334	0.1454545
ILMN_1705433	129.0597	0.05324675
ILMN_2073732	523.2456	0
ILMN_1712461	78.99967	0.6467533
ILMN_1796069	73.67882	0.9324675
ILMN_2053829	110.5845	0.08051948
ILMN_1699768	99.17765	0.1636364
ILMN_1809003	80.94046	0.5506493
ILMN_1652237	89.40841	0.2662338
ILMN_1813400	187.6487	0.01298701
ILMN_1804735	410.1566	0
ILMN_1802757	72.88937	0.9558442
ILMN_2152010	80.87685	0.5545455
ILMN_1802907	78.45354	0.6792208
ILMN_1657312	74.77399	0.8844156
ILMN_3248676	99.16106	0.1636364
ILMN_2150352	168.2133	0.01948052
ILMN_1659006	74.61631	0.8961039
ILMN_3248957	88.44889	0.2792208
ILMN_1770244	151.0495	0.02857143
ILMN_1709645	79.86279	0.5948052
ILMN_1686237	106.0373	0.1064935
ILMN_1770678	179.7925	0.01428571
ILMN_1774086	256.0293	0.003896104
ILMN_1790625	287.3274	0
ILMN_1782173	71.42141	0.9844156
ILMN_1724145	213.554	0.006493506
ILMN_1813028	134.2922	0.04675325
ILMN_1691930	181.3373	0.01428571
ILMN_1657361	331.122	0
ILMN_1775183	84.89068	0.3896104
ILMN_1730879	123.0829	0.06103896
ILMN_1678484	81.9066	0.5090909
ILMN_2399571	73.53324	0.9363636
ILMN_3252733	78.86749	0.6558442
ILMN_1701127	310.8571	0
ILMN_2149935	132.1405	0.04805195
ILMN_1690291	104.0405	0.1220779
ILMN_2406586	79.99596	0.5909091
ILMN_1809342	100.3437	0.1454545
ILMN_1679127	85.18529	0.3805195
ILMN_2122511	3627.941	0
ILMN_1813528	80.20087	0.5779221
ILMN_1764096	150.1813	0.02987013
ILMN_1778371	206.4099	0.007792208
ILMN_2130003	81.38672	0.5415584
ILMN_1763408	113.6911	0.07532468
ILMN_2244484	102.6268	0.1311688
ILMN_1763127	76.89117	0.7597402
ILMN_1701477	98.65027	0.1662338
ILMN_1684789	134.3405	0.04675325
ILMN_1796762	134.1698	0.04675325
ILMN_1811786	72.24619	0.9727273
ILMN_1791905	82.2025	0.4896104
ILMN_1792456	129.0072	0.05324675
ILMN_2103014	93.60085	0.2155844
ILMN_1677859	87.07166	0.3103896
ILMN_1682567	143.2358	0.03636364
ILMN_1709630	119.3243	0.06883117
ILMN_2239069	91.44673	0.2480519
ILMN_1806488	75.54286	0.8298701
ILMN_2306935	73.12478	0.9493507
ILMN_1672759	729.6886	0
ILMN_1801766	786.1835	0
ILMN_1746949	87.76106	0.2948052
ILMN_2163206	76.64899	0.7792208
ILMN_1716368	134.2365	0.04675325
ILMN_1761101	121.2572	0.06363636
ILMN_1775520	73.72612	0.9298701
ILMN_1658376	215.3614	0.006493506
ILMN_1730347	209.9753	0.006493506
ILMN_1795085	93.24167	0.2194805
ILMN_2059606	82.46509	0.4792208
ILMN_1809889	232.2734	0.006493506
ILMN_1725071	295.2457	0
ILMN_1714710	99.77703	0.1532468
ILMN_2183772	88.33037	0.2831169
ILMN_1739054	84.68677	0.3987013
ILMN_1705843	100.4583	0.1454545
ILMN_1904052	77.75117	0.7142857
ILMN_1679971	84.90492	0.3896104
ILMN_1811775	115.8964	0.07402597
ILMN_3244319	1871.152	0
ILMN_1751264	121.0664	0.06363636
ILMN_2214955	103.2388	0.1285714
ILMN_1667356	240.4202	0.005194805
ILMN_2224918	76.90769	0.7597402
ILMN_1669621	85.55584	0.3662338
ILMN_2174875	85.59547	0.3649351
ILMN_1758633	720.6771	0
ILMN_1716342	107.0658	0.09740259
ILMN_2360362	93.35488	0.2181818
ILMN_1746417	76.89777	0.7597402
ILMN_1809883	76.51737	0.7818182
ILMN_1792152	86.87531	0.3155844
ILMN_1712067	92.05004	0.2350649
ILMN_1706935	141.883	0.03896104
ILMN_1743506	95.68134	0.1935065
ILMN_1767260	123.0678	0.06103896
ILMN_1677239	292.8863	0
ILMN_1691566	83.783	0.4285714
ILMN_1693711	71.71467	0.9818182
ILMN_1714936	77.53963	0.7272727
ILMN_1727646	77.77531	0.712987
ILMN_1707277	71.43396	0.9844156
ILMN_1742032	102.1168	0.1350649
ILMN_3232889	76.48322	0.7857143
ILMN_3242820	79.09787	0.6363636
ILMN_1809491	73.53073	0.9363636
ILMN_1790555	122.281	0.06233766
ILMN_2100285	78.88345	0.6558442
ILMN_2100287	92.23766	0.2337662
ILMN_1663816	75.04836	0.8675325
ILMN_1792276	93.90706	0.2090909
ILMN_1783676	97.54395	0.1753247
ILMN_1825660	91.10828	0.2519481
ILMN_2235602	75.97599	0.8064935
ILMN_3246065	85.6044	0.3649351
ILMN_3238757	103.3252	0.1272727
ILMN_1723594	162.5056	0.02337662
ILMN_1704476	76.05343	0.8064935
ILMN_3244162	84.90229	0.3896104
ILMN_1727511	85.34141	0.3714286
ILMN_2154603	256.957	0.003896104
ILMN_1795922	281.5134	0
ILMN_1787441	109.6251	0.08311688
ILMN_2077406	80.77713	0.5584416
ILMN_1804953	116.4838	0.07272727
ILMN_3245143	87.42388	0.3064935
ILMN_1812489	127.1095	0.05324675
ILMN_1781234	108.4979	0.08571429
ILMN_2050023	398.6303	0
ILMN_1718771	98.43884	0.1675325
ILMN_1793146	104.8687	0.1155844
ILMN_1789266	176.0752	0.01428571
ILMN_1733191	120.6422	0.06363636
ILMN_1811167	78.08212	0.6948052
ILMN_1798659	482.7868	0
ILMN_1778478	137.5285	0.04285714
ILMN_2099586	92.92305	0.2246753
ILMN_3241382	73.7188	0.9298701
ILMN_1671295	77.80957	0.712987
ILMN_1681136	148.0993	0.03376623
ILMN_1803490	77.89894	0.7077922
ILMN_2288784	86.19772	0.3415585
ILMN_1657547	118.9424	0.06883117
ILMN_1744621	95.73313	0.1935065
ILMN_1722863	82.93858	0.4636364
ILMN_1770493	88.32555	0.2831169
ILMN_1687813	77.48037	0.7311688
ILMN_3239045	88.13188	0.2857143
ILMN_2235086	82.87598	0.4649351
ILMN_1793309	83.40627	0.448052
ILMN_1760638	105.1812	0.112987
ILMN_1658212	178.0539	0.01428571
ILMN_2406716	81.94459	0.5051948
ILMN_1799113	102.9804	0.1298701
ILMN_2214562	80.66534	0.5649351
ILMN_1743783	113.0554	0.07662338
ILMN_1686135	304.8419	0
ILMN_1788629	75.94634	0.8064935
ILMN_2273331	78.25943	0.687013
ILMN_2369756	90.74506	0.2571429
ILMN_1804522	114.934	0.07402597
ILMN_1751099	80.76167	0.5584416
ILMN_1720233	237.1146	0.005194805
ILMN_1745946	122.1788	0.06363636
ILMN_1803471	77.38417	0.7363636
ILMN_2302118	222.6505	0.006493506
ILMN_1738333	82.67399	0.4727273
ILMN_1725250	77.67762	0.7207792
ILMN_1799579	129.0844	0.05194805
ILMN_1742380	139.2172	0.04155844
ILMN_1715569	292.2982	0
ILMN_1707311	86.54355	0.3285714
ILMN_1702541	131.3158	0.04935065
ILMN_2064898	370.114	0
ILMN_1789786	357.5755	0
ILMN_1687437	128.9912	0.05324675
ILMN_2140342	89.92178	0.261039
ILMN_1686920	127.0055	0.05324675
ILMN_1662318	520.6461	0
ILMN_1745904	265.4474	0.003896104
ILMN_1722446	347.2999	0
ILMN_2210298	83.56483	0.4415585
ILMN_1663370	94.91691	0.1987013
ILMN_1701905	79.3875	0.6194805
ILMN_1773060	195.1015	0.01038961
ILMN_1653102	78.14652	0.6896104
ILMN_3235171	147.9842	0.03376623
ILMN_2227195	109.1644	0.08441558
ILMN_1683533	132.0638	0.04805195
ILMN_1663062	82.755	0.4688312
ILMN_1815326	96.1065	0.1922078
ILMN_2203876	98.16046	0.1701299
ILMN_1657680	145.8196	0.03506494
ILMN_2382974	105.6486	0.1103896
ILMN_1808835	81.49709	0.5324675
ILMN_1768877	225.6554	0.006493506
ILMN_1749982	88.03138	0.2883117
ILMN_1768433	130.1925	0.05064935
ILMN_1707783	1578.342	0
ILMN_1730745	77.27758	0.738961
ILMN_1678086	92.11037	0.2350649
ILMN_1747655	76.32598	0.7935065
ILMN_3251383	86.77622	0.3181818
ILMN_1728085	98.49582	0.1675325
ILMN_1659786	181.5938	0.01298701
ILMN_2101375	160.1842	0.02467532
ILMN_1811397	91.58655	0.2454545
ILMN_1711473	162.5757	0.02337662
ILMN_3256415	74.87889	0.8805195
ILMN_1760314	75.47523	0.8363636
ILMN_1803338	83.22542	0.4532467
ILMN_1715662	79.74067	0.6038961
ILMN_1794534	79.16878	0.635065
ILMN_1791933	76.64441	0.7792208
ILMN_1792296	73.78812	0.9272727
ILMN_1709227	201.483	0.009090909
ILMN_1669982	72.57278	0.9649351
ILMN_2361614	74.60899	0.8974026
ILMN_1657332	96.81889	0.1896104
ILMN_1792681	112.7523	0.07922078
ILMN_1706691	134.0446	0.04675325
ILMN_1811050	96.61555	0.1909091
ILMN_1772208	218.4984	0.006493506
ILMN_3248352	209.4354	0.006493506
ILMN_1695972	99.58415	0.1571429
ILMN_1719190	83.6519	0.4350649
ILMN_1761961	123.092	0.06103896
ILMN_1692948	94.74348	0.2
ILMN_2232166	404.9448	0
ILMN_1676523	128.248	0.05324675
ILMN_2190051	105.3476	0.112987
ILMN_1731107	284.3399	0
ILMN_3248263	235.1482	0.005194805
ILMN_3245310	85.34516	0.3714286
ILMN_1799710	85.83277	0.3558442
ILMN_1801600	233.5144	0.006493506
ILMN_1695357	94.17464	0.2064935
ILMN_1674051	85.77929	0.3558442
ILMN_1660963	157.1357	0.02467532
ILMN_1712943	74.99911	0.8714285
ILMN_1656330	120.0407	0.06493507
ILMN_1760088	91.8943	0.2402597
ILMN_2086965	83.30875	0.4532467
ILMN_1725519	115.7045	0.07402597
ILMN_1783593	81.94659	0.5051948
ILMN_3268472	139.7119	0.04025974
ILMN_3192001	86.69012	0.3207792
ILMN_1740609	112.773	0.07922078
ILMN_1669034	90.45985	0.2571429
ILMN_2255130	80.84255	0.5545455
ILMN_1670658	82.01083	0.5
ILMN_2045324	85.34106	0.3714286
ILMN_1710186	80.64865	0.5662338
ILMN_1654411	80.0984	0.5857143
ILMN_1769129	77.71604	0.7194805
ILMN_1720048	92.81567	0.225974
ILMN_1657234	83.64343	0.4363636
ILMN_1677505	257.7587	0.003896104
ILMN_2160476	87.19397	0.3077922
ILMN_1764030	88.33272	0.2831169
ILMN_1686109	134.7499	0.04675325
ILMN_1653766	76.88974	0.7597402
ILMN_1737817	120.2421	0.06493507
ILMN_1782596	76.08466	0.8064935
ILMN_1659601	175.674	0.01428571
ILMN_2113606	131.6034	0.04935065
ILMN_1774087	122.6923	0.06103896
ILMN_1701347	104.6641	0.1168831
ILMN_2228845	89.43317	0.2662338
ILMN_1671509	262.9263	0.003896104
ILMN_2218856	182.4391	0.01298701
ILMN_1747355	245.3552	0.003896104
ILMN_1773245	194.7649	0.01038961
ILMN_2105573	414.2682	0
ILMN_1674563	79.29424	0.6246753
ILMN_2100209	1029.817	0
ILMN_1716276	903.9598	0
ILMN_1677591	76.65631	0.7779221
ILMN_1773352	2158.431	0
ILMN_2098126	4169.122	0
ILMN_1683456	78.98125	0.6467533
ILMN_1772964	187.629	0.01298701
ILMN_1692271	89.10635	0.2701299
ILMN_1652198	333.6848	0
ILMN_1784352	1041.125	0
ILMN_2157099	76.06968	0.8064935
ILMN_1786125	127.9289	0.05324675
ILMN_1712803	76.13404	0.8051948
ILMN_2347349	213.4282	0.006493506
ILMN_2260833	114.4518	0.07532468
ILMN_1714386	80.32095	0.5714286
ILMN_1752394	125.5406	0.05844156
ILMN_1801939	90.82381	0.2558441
ILMN_1754746	78.76591	0.6571429
ILMN_2380660	77.46921	0.7324675
ILMN_1705757	77.89561	0.7090909
ILMN_1798705	135.4345	0.04545455
ILMN_2409395	140.6535	0.04025974
ILMN_1676423	134.262	0.04675325
ILMN_1688480	90.67484	0.2571429
ILMN_1667081	468.0112	0
ILMN_2067656	1039.039	0
ILMN_1668721	2582.812	0
ILMN_1658743	135.9642	0.04415584
ILMN_1711459	111.5359	0.08051948
ILMN_1702247	2214.513	0
ILMN_2384785	98.87048	0.1662338
ILMN_1795852	100.0136	0.1493506
ILMN_2374425	83.11549	0.4571429
ILMN_1733419	82.0434	0.4987013
ILMN_1651260	73.29436	0.9454545
ILMN_2412384	103.5098	0.1272727
ILMN_1773119	94.94293	0.1987013
ILMN_1694491	369.8829	0
ILMN_2380754	71.64803	0.9818182
ILMN_1747244	109.3087	0.08441558
ILMN_2228732	233.3425	0.006493506
ILMN_2187830	124.3315	0.06103896
ILMN_1742250	245.9469	0.003896104
ILMN_1691942	3496.539	0
ILMN_3241750	83.04659	0.4597403
ILMN_2206812	84.99851	0.3883117
ILMN_3237926	127.7071	0.05324675
ILMN_1689123	430.6538	0
ILMN_2094776	484.895	0
ILMN_1683129	138.0981	0.04155844
ILMN_2379226	127.8917	0.05324675
ILMN_1698260	95.20358	0.1974026
ILMN_1676631	79.27441	0.6272727
ILMN_1692390	90.25087	0.2584416
ILMN_2357682	97.91143	0.1714286
ILMN_1722522	219.0272	0.006493506
ILMN_1787877	261.4594	0.003896104
ILMN_1708991	184.4398	0.01298701
ILMN_1758606	95.17531	0.1974026
ILMN_2261784	654.6271	0
ILMN_1810069	120.3457	0.06493507
ILMN_2166524	156.9852	0.02597403
ILMN_3255636	87.98258	0.2896104
ILMN_3181933	88.91811	0.2701299
ILMN_3265324	71.17624	0.9896104
ILMN_3188856	79.3492	0.6220779
ILMN_2409290	96.49444	0.1909091
ILMN_1794190	462.1428	0
ILMN_1678833	239.268	0.005194805
ILMN_1666493	166.8242	0.02077922
ILMN_1776706	77.15285	0.7480519
