PROBE_ID	7677153062_K.VALUE	7677153062_K.Detection Pval
ILMN_2290007	115.8987	0.09740259
ILMN_2399328	197.63	0.005194805
ILMN_1742432	208.3019	0.003896104
ILMN_1711514	104.4374	0.212987
ILMN_2180848	97.43677	0.4064935
ILMN_1791873	114.9836	0.1038961
ILMN_1776993	163.4173	0.01818182
ILMN_2129715	113.3323	0.1168831
ILMN_1776154	146.3904	0.02727273
ILMN_1703683	143.2766	0.02987013
ILMN_1721535	244.2294	0.001298701
ILMN_1698621	105.3461	0.2
ILMN_2399877	121.4501	0.06883117
ILMN_1779530	120.4583	0.07662338
ILMN_1783815	115.0929	0.1038961
ILMN_1725246	143.5836	0.02987013
ILMN_1688034	149.7723	0.02727273
ILMN_1672776	99.03337	0.3415585
ILMN_1731446	93.79339	0.6181818
ILMN_1789507	93.06243	0.6649351
ILMN_2392803	154.3555	0.02467532
ILMN_2286253	88.40579	0.9376624
ILMN_2311456	112.086	0.1246753
ILMN_1721178	160.282	0.02077922
ILMN_1748166	101.0877	0.2909091
ILMN_1733756	90.14565	0.8584415
ILMN_1741695	101.4142	0.2844156
ILMN_2370624	96.97341	0.4233766
ILMN_2311052	103.5675	0.2311688
ILMN_1786598	112.0743	0.1246753
ILMN_1768940	87.86317	0.9493507
ILMN_1684554	99.78498	0.3220779
ILMN_1651282	95.19337	0.5298702
ILMN_1799105	93.87836	0.612987
ILMN_1806733	141.8219	0.02987013
ILMN_1701937	95.09132	0.5298702
ILMN_1795843	89.69199	0.8883117
ILMN_2116605	88.66958	0.9298701
ILMN_1701308	205.4561	0.005194805
ILMN_1785272	96.70156	0.4376623
ILMN_2104356	94.23862	0.5857143
ILMN_1753182	627.6292	0
ILMN_1792736	92.08102	0.7415584
ILMN_1784532	90.05993	0.8623376
ILMN_1666665	130.9501	0.04935065
ILMN_1810996	111.4815	0.125974
ILMN_1666523	95.19536	0.5298702
ILMN_1791112	169.853	0.01428571
ILMN_2399933	87.89963	0.9480519
ILMN_1788377	104.1142	0.2194805
ILMN_1808681	101.9119	0.2714286
ILMN_3240788	99.86288	0.3168831
ILMN_3258955	111.7974	0.1246753
ILMN_1742840	89.76233	0.8857143
ILMN_1674785	166.0534	0.01818182
ILMN_1773079	101.4986	0.2818182
ILMN_1653028	98.0292	0.387013
ILMN_1724994	93.19704	0.6610389
ILMN_2272270	114.2061	0.1077922
ILMN_1662731	181.3564	0.009090909
ILMN_2292123	190.2692	0.007792208
ILMN_1680109	270.1469	0
ILMN_1778308	93.6135	0.6337662
ILMN_1742534	141.3029	0.03116883
ILMN_2375360	91.50978	0.7805195
ILMN_1811289	89.53632	0.8935065
ILMN_1675857	93.72093	0.625974
ILMN_1813021	120.6817	0.07532468
ILMN_1706505	97.68595	0.3987013
ILMN_1729117	94.82748	0.5493507
ILMN_1796288	112.9213	0.1194805
ILMN_1732151	92.8853	0.6753247
ILMN_1809928	151.8118	0.02597403
ILMN_1783909	112.6095	0.1233766
ILMN_1765017	165.6928	0.01818182
ILMN_2307861	106.1922	0.1818182
ILMN_1706643	111.6625	0.1246753
ILMN_3237932	110.0058	0.1441558
ILMN_1751161	115.6198	0.1
ILMN_1685433	104.1047	0.2194805
ILMN_2402392	91.26519	0.7909091
ILMN_2246563	99.33202	0.3311688
ILMN_2102330	101.0828	0.2909091
ILMN_1674050	160.6135	0.02077922
ILMN_2284647	105.338	0.2
ILMN_1665374	95.71363	0.4935065
ILMN_2390099	97.50255	0.4038961
ILMN_1814701	94.42893	0.5831169
ILMN_1685122	133.0913	0.04935065
ILMN_1740155	93.30727	0.6532468
ILMN_1662962	90.54198	0.8363636
ILMN_2298189	90.24698	0.8558441
ILMN_2414268	90.99155	0.8025974
ILMN_1735192	98.90289	0.3441558
ILMN_1689088	91.85851	0.7532467
ILMN_1679049	96.94735	0.4233766
ILMN_1695991	126.6748	0.05844156
ILMN_1670872	94.9304	0.5428572
ILMN_2329114	127.6639	0.05844156
ILMN_1728707	102.4503	0.2519481
ILMN_1761242	227.5461	0.002597403
ILMN_1766505	194.5728	0.005194805
ILMN_2094905	131.9669	0.04935065
ILMN_1683305	155.6849	0.02337662
ILMN_1690392	408.2314	0
ILMN_1778562	90.34538	0.8467532
ILMN_2096654	216.0991	0.003896104
ILMN_2300396	167.544	0.01688312
ILMN_2235454	98.26773	0.3727273
ILMN_1662463	110.0246	0.1441558
ILMN_1777378	1258.061	0
ILMN_1759997	93.79284	0.6181818
ILMN_1810334	436.0107	0
ILMN_2210713	99.99219	0.3142857
ILMN_1765644	226.6845	0.002597403
ILMN_1808821	200.1121	0.005194805
ILMN_1677636	91.84032	0.7532467
ILMN_1810941	104.6103	0.212987
ILMN_1730084	259.5947	0
ILMN_1736752	123.527	0.06363636
ILMN_1811615	631.1669	0
ILMN_1699112	378.8522	0
ILMN_1684385	275.7099	0
ILMN_2339627	281.3583	0
ILMN_1738103	447.1227	0
ILMN_1708204	184.8592	0.007792208
ILMN_1809496	104.726	0.2103896
ILMN_3242623	84.41328	0.9922078
ILMN_2139061	96.31638	0.4662338
ILMN_1655827	104.4029	0.2142857
ILMN_1770732	411.7422	0
ILMN_1726755	173.677	0.01168831
ILMN_1736002	356.1024	0
ILMN_1764431	162.802	0.01948052
ILMN_1758412	310.205	0
ILMN_1784785	276.4933	0
ILMN_1705711	87.51788	0.9558442
ILMN_2373779	144.1302	0.02987013
ILMN_2337941	167.6523	0.01688312
ILMN_1728535	215.5845	0.003896104
ILMN_1667361	100.7148	0.2961039
ILMN_1666364	292.7031	0
ILMN_1751615	438.9863	0
ILMN_1756572	207.0112	0.003896104
ILMN_1801378	107.6631	0.1662338
ILMN_3234979	92.4547	0.7077922
ILMN_1770936	191.709	0.007792208
ILMN_1671356	95.05211	0.5337662
ILMN_1664367	92.04006	0.7415584
ILMN_1783985	169.2979	0.01688312
ILMN_1689070	105.01	0.2064935
ILMN_1756898	202.8139	0.005194805
ILMN_1712998	97.66646	0.3987013
ILMN_1713749	2460.487	0
ILMN_2377019	109.901	0.1467533
ILMN_1653708	229.6054	0.002597403
ILMN_1745954	230.3869	0.002597403
ILMN_2327974	105.2561	0.2025974
ILMN_1813746	166.6579	0.01688312
ILMN_1745703	99.38043	0.3311688
ILMN_2084836	102.7597	0.2454545
ILMN_1676880	92.53973	0.7038961
ILMN_1813386	94.9867	0.5350649
ILMN_1795949	377.6411	0
ILMN_2071186	98.50172	0.3597403
ILMN_1788283	399.2565	0
ILMN_1670901	198.1475	0.005194805
ILMN_1666280	111.2881	0.1285714
ILMN_2154555	93.12431	0.6649351
ILMN_1651486	92.48295	0.7051948
ILMN_2292696	117.1109	0.09350649
ILMN_1718309	170.3515	0.01428571
ILMN_3244700	97.2016	0.4142857
ILMN_2187718	443.3091	0
ILMN_1676311	93.77399	0.6207792
ILMN_1752006	99.88434	0.3155844
ILMN_1656656	302.1651	0
ILMN_1652207	2219.752	0
ILMN_1815634	89.86974	0.8766234
ILMN_1722583	113.843	0.1103896
ILMN_1704477	702.0956	0
ILMN_1663512	1014.891	0
ILMN_1783636	303.6448	0
ILMN_1752481	96.65324	0.4376623
ILMN_2154671	1506.867	0
ILMN_1725547	138.4611	0.03636364
ILMN_2176467	91.41348	0.7857143
ILMN_1731838	100.8147	0.2948052
ILMN_1654151	867.0867	0
ILMN_1662419	104.945	0.2064935
ILMN_1701293	1214.641	0
ILMN_3237665	372.1928	0
ILMN_2184049	372.064	0
ILMN_1674658	92.02886	0.7415584
ILMN_1798189	1617.256	0
ILMN_1809495	1147.22	0
ILMN_1744432	166.3546	0.01688312
ILMN_1813206	103.9233	0.225974
ILMN_1773200	181.4229	0.009090909
ILMN_1754364	100.2023	0.3064935
ILMN_1807503	95.34228	0.5142857
ILMN_1766551	134.7692	0.04545455
ILMN_1784294	101.5551	0.2792208
ILMN_1791530	121.2992	0.07272727
ILMN_1657295	91.60959	0.7701299
ILMN_1726250	96.91064	0.425974
ILMN_1685174	92.72931	0.6922078
ILMN_1744806	94.64162	0.5649351
ILMN_2391436	90.81931	0.8194805
ILMN_1789003	93.40696	0.6493506
ILMN_1703074	353.8541	0
ILMN_1731374	92.84518	0.6766234
ILMN_2288905	93.27792	0.6558442
ILMN_2369603	102.1297	0.2662338
ILMN_1693345	103.8238	0.225974
ILMN_1774948	97.25375	0.412987
ILMN_2375484	138.7773	0.03636364
ILMN_2171783	94.09048	0.6012987
ILMN_1755954	152.1812	0.02597403
ILMN_1722025	198.6407	0.005194805
ILMN_1801703	183.2685	0.007792208
ILMN_1772873	105.7608	0.1883117
ILMN_1722695	100.4516	0.3
ILMN_1669382	156.618	0.02337662
ILMN_1689515	179.0447	0.009090909
ILMN_1707426	91.4305	0.7857143
ILMN_1709440	100.9857	0.2909091
ILMN_2299795	119.6457	0.08311688
ILMN_1698313	91.52758	0.7805195
ILMN_2352953	106.3329	0.1805195
ILMN_1808674	107.9792	0.1662338
ILMN_1781013	139.9492	0.03506494
ILMN_2357334	117.2592	0.09350649
ILMN_2276002	100.4771	0.2987013
ILMN_2276000	116.543	0.0948052
ILMN_1670841	319.4374	0
ILMN_2307025	266.689	0
ILMN_1674665	124.241	0.06363636
ILMN_1773576	372.6205	0
ILMN_1814770	95.24091	0.5207792
ILMN_1806500	104.2531	0.2168831
ILMN_1738058	129.0392	0.05454545
ILMN_1742131	102.5303	0.2506494
ILMN_1747685	98.34816	0.3688312
ILMN_1803351	91.69364	0.7649351
ILMN_2313946	93.93116	0.6103896
ILMN_1712972	104.0688	0.2194805
ILMN_1722294	129.2336	0.05454545
ILMN_2169761	147.85	0.02727273
ILMN_1678547	90.89489	0.8155844
ILMN_1746086	89.78718	0.8844156
ILMN_3240389	142.9357	0.02987013
ILMN_1662865	298.0342	0
ILMN_1792748	115.5137	0.1
ILMN_1654545	247.1191	0.001298701
ILMN_2144116	195.0117	0.005194805
ILMN_1673185	131.6744	0.04935065
ILMN_2087528	191.97	0.007792208
ILMN_1718013	157.5879	0.02207792
ILMN_1762316	131.1201	0.04935065
ILMN_1660426	319.6178	0
ILMN_2357260	94.12849	0.5987013
ILMN_3246304	99.83971	0.3168831
ILMN_1795454	100.994	0.2909091
ILMN_1687589	121.2632	0.07272727
ILMN_1710052	95.3541	0.5142857
ILMN_1696316	100.3115	0.3038961
ILMN_1791754	176.8194	0.009090909
ILMN_1662144	98.1873	0.3805195
ILMN_1773855	101.442	0.2831169
ILMN_1678579	156.5168	0.02337662
ILMN_2400759	623.5608	0
ILMN_1682928	409.9099	0
ILMN_1749653	105.7917	0.1857143
ILMN_2176529	91.98283	0.7454545
ILMN_1712046	92.70926	0.6935065
ILMN_1741688	130.454	0.05064935
ILMN_1705258	95.25188	0.5194805
ILMN_1759448	134.06	0.04675325
ILMN_1690945	119.686	0.08311688
ILMN_2388112	184.1813	0.007792208
ILMN_1742601	161.886	0.01948052
ILMN_1767193	114.7255	0.1051948
ILMN_1731118	103.1296	0.238961
ILMN_3235652	98.55419	0.3532467
ILMN_1684724	98.30672	0.3701299
ILMN_1727753	103.2776	0.2363636
ILMN_2369666	101.4433	0.2831169
ILMN_1658040	95.57676	0.5012987
ILMN_1690170	122.3638	0.06623377
ILMN_1690282	123.5809	0.06363636
ILMN_1660551	139.1057	0.03636364
ILMN_1737992	149.3486	0.02727273
ILMN_1705767	258.9002	0
ILMN_1762139	101.9817	0.2688312
ILMN_1803147	97.33495	0.4103896
ILMN_1681826	99.69872	0.325974
ILMN_1793932	118.3894	0.08831169
ILMN_2405680	110.2832	0.1441558
ILMN_1723092	256.4302	0
ILMN_1668582	257.2178	0
ILMN_2225735	374.6692	0
ILMN_3195213	93.79174	0.6181818
ILMN_3273946	124.7906	0.06103896
ILMN_2381537	4879.207	0
ILMN_2280053	88.58242	0.9324675
ILMN_1803452	161.1493	0.01948052
ILMN_2334243	11407.66	0
ILMN_3250057	105.2833	0.2012987
ILMN_3250923	107.2801	0.1675325
ILMN_2382758	112.185	0.1233766
ILMN_2334242	5196.66	0
ILMN_1703072	101.6277	0.2753247
ILMN_1749032	111.8176	0.1246753
ILMN_1751097	366.2285	0
ILMN_1779524	97.50404	0.4038961
ILMN_1711171	93.61463	0.6337662
ILMN_1688573	93.36166	0.6506494
ILMN_1744441	104.6231	0.2103896
ILMN_1728677	264.1346	0
ILMN_1731714	642.5613	0
ILMN_1658986	91.16364	0.7948052
ILMN_2293692	278.0837	0
ILMN_1809583	655.5922	0
ILMN_1814313	110.9833	0.1337662
ILMN_1660223	121.5727	0.06883117
ILMN_1784847	146.5007	0.02727273
ILMN_1680624	222.7399	0.002597403
ILMN_1683998	115.1511	0.1038961
ILMN_1659541	95.71702	0.4935065
ILMN_1808613	101.0951	0.2909091
ILMN_1739558	168.5403	0.01688312
ILMN_2404548	119.1618	0.08571429
ILMN_1748707	273.5593	0
ILMN_1745318	96.72681	0.4363636
ILMN_1668035	92.74371	0.6909091
ILMN_1761312	109.5796	0.1493506
ILMN_2223561	91.43841	0.7857143
ILMN_1732426	141.0929	0.03246753
ILMN_1753706	88.16129	0.9415584
ILMN_1694346	145.2467	0.02987013
ILMN_3307673	94.09298	0.6012987
ILMN_2146418	93.66925	0.6311688
ILMN_1747850	98.46623	0.361039
ILMN_1656920	1484.411	0
ILMN_1694432	124.9537	0.06103896
ILMN_1719455	98.71572	0.3493507
ILMN_2140700	185.9108	0.007792208
ILMN_1813256	242.4268	0.001298701
ILMN_1758212	90.94587	0.8077922
ILMN_1732630	93.53136	0.6376624
ILMN_1775569	898.5974	0
ILMN_1814583	88.48029	0.9337662
ILMN_1753910	119.4736	0.08441558
ILMN_2151522	96.90324	0.4272727
ILMN_1790689	706.0203	0
ILMN_1803302	214.2152	0.003896104
ILMN_1686805	256.4428	0
ILMN_1666494	122.7299	0.06493507
ILMN_1690122	481.2993	0
ILMN_1707448	277.1151	0
ILMN_1681515	108.5881	0.1597403
ILMN_1767573	105.2989	0.2012987
ILMN_1795304	91.65176	0.7675325
ILMN_1788655	99.60156	0.325974
ILMN_2155228	470.0473	0
ILMN_1660579	305.5869	0
ILMN_1737685	240.9748	0.001298701
ILMN_1789541	145.0228	0.02987013
ILMN_1811405	93.66133	0.6311688
ILMN_1664502	93.09304	0.6649351
ILMN_1768640	102.4691	0.2519481
ILMN_1727220	93.83546	0.6168831
ILMN_1799672	122.7326	0.06493507
ILMN_3232270	95.5847	0.5
ILMN_3240296	140.2706	0.03506494
ILMN_1728180	218.3158	0.003896104
ILMN_1801456	95.53538	0.5038961
ILMN_2299072	285.6519	0
ILMN_1693090	112.1939	0.1233766
ILMN_1780575	92.42078	0.712987
ILMN_1651637	165.7796	0.01818182
ILMN_1813909	92.86624	0.6766234
ILMN_1770088	87.26625	0.9571428
ILMN_1686151	94.76747	0.5545455
ILMN_1739956	129.3206	0.05454545
ILMN_1730329	106.0789	0.1831169
ILMN_2229170	101.326	0.287013
ILMN_1739770	127.9569	0.05714286
ILMN_1658384	94.29248	0.5831169
ILMN_1796247	94.90063	0.5441558
ILMN_1807986	105.6642	0.1883117
ILMN_1665235	195.9292	0.005194805
ILMN_1720484	129.2794	0.05454545
ILMN_1699843	94.95459	0.5376623
ILMN_1657771	212.9528	0.003896104
ILMN_3260715	300.9834	0
ILMN_1719123	91.97668	0.7467533
ILMN_1760593	135.9728	0.04155844
ILMN_2202637	154.4667	0.02467532
ILMN_1796180	137.2084	0.03896104
ILMN_1711015	135.7381	0.04155844
ILMN_1729216	90.56289	0.8363636
ILMN_1772214	104.813	0.2090909
ILMN_1741265	87.78493	0.9493507
ILMN_2260313	111.4881	0.125974
ILMN_1686362	122.5552	0.06623377
ILMN_1715879	120.8715	0.07402597
ILMN_1760708	107.0209	0.1714286
ILMN_1718929	96.39035	0.4571429
ILMN_2190684	91.42636	0.7857143
ILMN_1779304	138.2235	0.03636364
ILMN_1776266	87.87826	0.9480519
ILMN_2113417	92.69235	0.6935065
ILMN_2100574	89.22565	0.9103896
ILMN_1687409	111.641	0.1246753
ILMN_1792597	123.8136	0.06363636
ILMN_1714397	122.2998	0.06623377
ILMN_1690179	101.7576	0.2727273
ILMN_2241187	101.7258	0.2727273
ILMN_1779241	96.77544	0.4337662
ILMN_1672389	148.8235	0.02727273
ILMN_1795407	115.7948	0.0987013
ILMN_1719290	154.4127	0.02467532
ILMN_1762115	148.0012	0.02727273
ILMN_1709775	110.38	0.1428571
ILMN_1706057	615.7088	0
ILMN_2396410	160.2879	0.02077922
ILMN_3307648	681.9373	0
ILMN_2119692	280.9131	0
ILMN_1779515	193.2876	0.005194805
ILMN_1737640	114.8955	0.1051948
ILMN_1815439	105.3495	0.2
ILMN_1741604	91.97804	0.7467533
ILMN_3260910	95.32514	0.5168831
ILMN_3184448	91.61556	0.7701299
ILMN_1671808	106.0363	0.1831169
ILMN_2043126	96.36047	0.4584416
ILMN_2297352	104.11	0.2194805
ILMN_1761122	100.9896	0.2909091
ILMN_2412880	103.3214	0.2324675
ILMN_1782788	828.8486	0
ILMN_1806787	113.6664	0.112987
ILMN_1685796	98.90306	0.3441558
ILMN_1683538	145.0993	0.02987013
ILMN_1762275	124.6431	0.06233766
ILMN_1665797	194.192	0.005194805
ILMN_1706238	237.2008	0.002597403
ILMN_1733402	95.67283	0.4948052
ILMN_1805930	117.3691	0.09350649
ILMN_2302947	94.88235	0.5467532
ILMN_1686623	951.7221	0
ILMN_1661861	102.7925	0.2441558
ILMN_1721204	1351.92	0
ILMN_1661196	285.4066	0
ILMN_2376458	2707.318	0
ILMN_2376455	285.316	0
ILMN_1798475	182.9757	0.007792208
ILMN_1697069	120.5299	0.07662338
ILMN_2322768	92.33693	0.7168831
ILMN_1706852	95.70187	0.4935065
ILMN_2323172	687.0076	0
ILMN_2371280	7385.035	0
ILMN_2055523	125.0579	0.06103896
ILMN_1799208	183.4685	0.007792208
ILMN_1691937	94.13422	0.5974026
ILMN_1693617	99.80138	0.3194805
ILMN_2363475	89.84807	0.8779221
ILMN_2391071	85.61315	0.9805195
ILMN_2285280	100.4667	0.2987013
ILMN_1680436	227.1096	0.002597403
ILMN_1703545	92.20329	0.7337663
ILMN_2403566	97.51456	0.4038961
ILMN_1754121	858.2673	0
ILMN_2216860	113.6478	0.112987
ILMN_1746945	104.8092	0.2090909
ILMN_1775432	99.12558	0.3402597
ILMN_1730996	96.92516	0.425974
ILMN_2319228	98.02583	0.387013
ILMN_1659781	88.86	0.9220779
ILMN_1653006	110.2944	0.1441558
ILMN_2317364	98.4595	0.3636364
ILMN_1807868	149.2448	0.02727273
ILMN_3235699	99.98696	0.3142857
ILMN_1711579	124.9137	0.06103896
ILMN_1792400	100.4605	0.3
ILMN_2364174	142.6161	0.02987013
ILMN_1775058	111.2727	0.1298701
ILMN_1785988	167.993	0.01688312
ILMN_2088785	96.96126	0.4233766
ILMN_1671642	94.83875	0.5493507
ILMN_3309079	87.82117	0.9493507
ILMN_1720708	393.4329	0
ILMN_2286870	273.1833	0
ILMN_2415235	214.9124	0.003896104
ILMN_1808913	104.4739	0.212987
ILMN_1708858	124.9354	0.06103896
ILMN_1704713	149.513	0.02727273
ILMN_1723398	92.85874	0.6766234
ILMN_1740549	138.5807	0.03636364
ILMN_1706521	1766.808	0
ILMN_1813735	101.5054	0.2805195
ILMN_1652024	172.5611	0.01168831
ILMN_2332267	122.5052	0.06623377
ILMN_2386355	129.0651	0.05454545
ILMN_2386354	246.44	0.001298701
ILMN_1679501	96.30834	0.4662338
ILMN_1746375	179.1377	0.009090909
ILMN_2109526	107.1736	0.1675325
ILMN_1723843	169.0124	0.01688312
ILMN_1800461	376.3313	0
ILMN_1666894	90.58912	0.8324676
ILMN_1691375	98.49665	0.3597403
ILMN_2117845	87.65453	0.9506493
ILMN_1688184	98.11018	0.387013
ILMN_2393994	155.4661	0.02337662
ILMN_1812353	100.67	0.2961039
ILMN_2187533	124.1624	0.06363636
ILMN_3249110	123.5601	0.06363636
ILMN_3240470	107.8068	0.1662338
ILMN_2078995	97.5537	0.4025974
ILMN_1811921	216.0466	0.003896104
ILMN_1660806	102.3256	0.2571429
ILMN_1777168	141.4801	0.03116883
ILMN_1690386	137.1645	0.03896104
ILMN_1742854	98.97803	0.3428572
ILMN_1796269	88.32431	0.9402598
ILMN_1753449	90.92499	0.8103896
ILMN_1653748	90.63056	0.8272727
ILMN_1697370	86.79595	0.9675325
ILMN_1673843	93.66542	0.6311688
ILMN_1800354	2623.745	0
ILMN_1752452	106.2481	0.1818182
ILMN_2185911	92.88778	0.6753247
ILMN_1688022	98.52483	0.3584416
ILMN_1698666	93.11852	0.6649351
ILMN_1697733	96.67687	0.4376623
ILMN_1680462	87.5446	0.9558442
ILMN_1679826	604.4608	0
ILMN_1765103	97.41975	0.4064935
ILMN_1702372	162.3565	0.01948052
ILMN_1720485	97.4791	0.4038961
ILMN_1669888	168.1945	0.01688312
ILMN_1761797	710.601	0
ILMN_1758339	95.88016	0.4896104
ILMN_1682198	118.7132	0.08701298
ILMN_2236714	92.54866	0.7038961
ILMN_1735185	87.64645	0.951948
ILMN_1653129	119.5283	0.08441558
ILMN_1807515	122.0861	0.06753246
ILMN_2397880	131.5206	0.04935065
ILMN_1806951	100.5785	0.2974026
ILMN_1808779	153.3038	0.02597403
ILMN_1762002	113.3851	0.1168831
ILMN_1726328	101.0173	0.2909091
ILMN_1664918	95.72636	0.4935065
ILMN_2088560	97.04414	0.4207792
ILMN_2088565	85.84529	0.9792208
ILMN_1679921	146.7258	0.02727273
ILMN_1757689	99.28133	0.3337662
ILMN_1672783	92.89054	0.674026
ILMN_2135944	100.6873	0.2961039
ILMN_1670627	95.24636	0.5194805
ILMN_2402042	116.3204	0.0961039
ILMN_2291565	99.19083	0.3376623
ILMN_1713126	104.1132	0.2194805
ILMN_1673271	143.3006	0.02987013
ILMN_2095078	101.6123	0.2779221
ILMN_2231845	103.3123	0.2324675
ILMN_1654899	101.5118	0.2792208
ILMN_1760573	107.5273	0.1662338
ILMN_2057196	95.95209	0.4844156
ILMN_2206411	103.9855	0.2233766
ILMN_1652196	95.1866	0.5298702
ILMN_2206413	86.89945	0.9636363
ILMN_1719146	90.75925	0.8246753
ILMN_2100957	87.76071	0.9506493
ILMN_2336585	113.5879	0.1155844
ILMN_1787578	121.7623	0.06753246
ILMN_1802029	130.0744	0.05064935
ILMN_1742587	100.974	0.2909091
ILMN_3265104	89.27729	0.9103896
ILMN_3188638	87.83685	0.9493507
ILMN_2314080	98.20663	0.3766234
ILMN_1662914	94.66738	0.561039
ILMN_1754956	99.97749	0.3142857
ILMN_1690880	143.3307	0.02987013
ILMN_1806463	101.4193	0.2844156
ILMN_1673329	106.8915	0.1727273
ILMN_2278235	123.4418	0.06363636
ILMN_2379734	132.698	0.04935065
ILMN_1719158	363.9056	0
ILMN_3250209	117.4466	0.09350649
ILMN_1691294	110.9624	0.1337662
ILMN_1781031	125.9997	0.05974026
ILMN_2144574	187.2559	0.007792208
ILMN_2144573	425.4417	0
ILMN_1786015	198.8055	0.005194805
ILMN_1745395	103.3858	0.2324675
ILMN_1815759	150.3504	0.02597403
ILMN_2294411	103.345	0.2324675
ILMN_2407589	147.5443	0.02727273
ILMN_1728163	646.8307	0
ILMN_1681678	160.9203	0.01948052
ILMN_1692962	721.9895	0
ILMN_2392189	186.4684	0.007792208
ILMN_1665655	145.2979	0.02857143
ILMN_2077758	138.2047	0.03636364
ILMN_1661804	230.8084	0.002597403
ILMN_2115125	102.0703	0.2675325
ILMN_1699829	91.87402	0.7532467
ILMN_2189007	112.4227	0.1233766
ILMN_2209578	391.8391	0
ILMN_3244555	95.19979	0.5298702
ILMN_3235559	210.2828	0.003896104
ILMN_3236344	454.8327	0
ILMN_2305112	97.04087	0.4207792
ILMN_2305116	93.98814	0.6064935
ILMN_1777060	107.5366	0.1662338
ILMN_1725090	104.02	0.2220779
ILMN_2117508	90.94279	0.8090909
ILMN_2261627	120.6505	0.07532468
ILMN_2348905	119.4159	0.08441558
ILMN_1763487	172.4548	0.01168831
ILMN_1804854	349.7104	0
ILMN_2230902	217.1566	0.003896104
ILMN_2197693	88.57711	0.9324675
ILMN_2131732	88.45959	0.9337662
ILMN_1758692	97.66651	0.3987013
ILMN_1721901	97.90556	0.3935065
ILMN_2136446	114.5723	0.1051948
ILMN_1808436	90.52577	0.8389611
ILMN_1757350	171.1696	0.01428571
ILMN_1786903	105.8327	0.1857143
ILMN_1746396	168.8859	0.01688312
ILMN_1726641	86.63995	0.9714286
ILMN_1785786	98.40762	0.3675325
ILMN_1651617	93.13965	0.6636364
ILMN_1688103	132.8815	0.04935065
ILMN_2381168	92.00864	0.7428572
ILMN_2063925	225.2401	0.002597403
ILMN_1663159	123.7303	0.06363636
ILMN_1651944	109.2621	0.1545455
ILMN_1696806	100.8391	0.2948052
ILMN_2293511	96.76479	0.4363636
ILMN_1807510	117.3173	0.09350649
ILMN_1716875	92.33321	0.7168831
ILMN_1776132	91.4534	0.7831169
ILMN_1807719	189.3527	0.007792208
ILMN_1738010	104.972	0.2064935
ILMN_1783285	131.0381	0.04935065
ILMN_1690693	92.6379	0.6974026
ILMN_2392352	153.8773	0.02467532
ILMN_2286024	92.29172	0.7233766
ILMN_2392356	110.8255	0.1363636
ILMN_1665164	126.6985	0.05844156
ILMN_2120917	101.3518	0.287013
ILMN_2137654	89.68611	0.8883117
ILMN_1767643	158.5619	0.02077922
ILMN_1651430	97.5575	0.4025974
ILMN_1748730	126.4225	0.05844156
ILMN_1664863	172.7334	0.01168831
ILMN_1719286	344.2046	0
ILMN_2359742	584.6965	0
ILMN_1696360	255.3169	0
ILMN_1689086	100.5892	0.2974026
ILMN_1792885	196.3349	0.005194805
ILMN_2242463	380.0615	0
ILMN_1696347	387.4487	0
ILMN_1674038	327.3754	0
ILMN_2387224	91.05826	0.8
ILMN_1693738	100.9989	0.2909091
ILMN_1799887	110.506	0.1402597
ILMN_1804955	282.3039	0
ILMN_1680424	111.2935	0.1285714
ILMN_2390853	515.4709	0
ILMN_1752451	137.2892	0.03896104
ILMN_1758895	122.9462	0.06493507
ILMN_1694757	101.7469	0.2727273
ILMN_1812995	148.0641	0.02727273
ILMN_2374036	139.5128	0.03636364
ILMN_1748352	98.10334	0.387013
ILMN_1726198	92.21413	0.7324675
ILMN_1769633	154.8074	0.02467532
ILMN_1743032	479.2121	0
ILMN_1794364	415.9764	0
ILMN_1666269	227.5818	0.002597403
ILMN_1744912	195.3152	0.005194805
ILMN_2393712	141.4202	0.03116883
ILMN_1798838	89.55987	0.8935065
ILMN_1759920	104.3982	0.2142857
ILMN_1719517	95.92724	0.487013
ILMN_2382488	95.02558	0.5350649
ILMN_1779184	113.3134	0.1181818
ILMN_1676406	92.71046	0.6935065
ILMN_1759766	242.0056	0.001298701
ILMN_3309049	100.092	0.312987
ILMN_2205767	87.05624	0.9623377
ILMN_1659214	88.29046	0.9402598
ILMN_1755203	100.7886	0.2961039
ILMN_1676665	204.0156	0.005194805
ILMN_1773018	199.1439	0.005194805
ILMN_1686516	145.1494	0.02987013
ILMN_2382083	119.6176	0.08311688
ILMN_1664170	97.47205	0.4038961
ILMN_2400947	288.2126	0
ILMN_1800638	434.8734	0
ILMN_1749629	200.2882	0.005194805
ILMN_1669252	180.5216	0.009090909
ILMN_1653670	98.65623	0.3506494
ILMN_1695792	209.3418	0.003896104
ILMN_1686156	97.60833	0.4
ILMN_2331163	251.0934	0
ILMN_2385161	142.1825	0.02987013
ILMN_1691535	130.3414	0.05064935
ILMN_2176955	186.4625	0.007792208
ILMN_1672393	137.8404	0.03766234
ILMN_1806010	122.7443	0.06493507
ILMN_1712390	514.2361	0
ILMN_2311989	285.4146	0
ILMN_1791980	104.4424	0.212987
ILMN_1765044	201.1468	0.005194805
ILMN_2278636	242.5382	0.001298701
ILMN_2368434	94.86675	0.548052
