PROBE_ID	7677153062_F.VALUE	7677153062_F.Detection Pval
ILMN_1869066	82.09797	0.3077922
ILMN_1892306	77.7769	0.4818182
ILMN_1911087	85.5257	0.2324675
ILMN_1878016	105.55	0.07142857
ILMN_1833131	81.2939	0.325974
ILMN_1905413	81.29098	0.325974
ILMN_1826591	126.421	0.03506494
ILMN_1862365	174.746	0.01168831
ILMN_1904844	78.37822	0.4545455
ILMN_1857569	109.3481	0.05584415
ILMN_1831214	117.4376	0.04415584
ILMN_1853210	74.50942	0.6896104
ILMN_1916352	78.38634	0.4545455
ILMN_1823261	75.41764	0.6311688
ILMN_1908153	96.13126	0.1155844
ILMN_1835896	78.14516	0.4675325
ILMN_1865411	87.13828	0.2
ILMN_1907268	82.74117	0.2896104
ILMN_1881290	72.74695	0.825974
ILMN_1858507	78.77216	0.4402598
ILMN_1904682	82.50947	0.3
ILMN_1866840	78.68735	0.4428571
ILMN_1903750	75.34779	0.6376624
ILMN_1884969	70.61489	0.9246753
ILMN_1827887	166.0728	0.01428571
ILMN_1838488	72.24063	0.8571429
ILMN_1819515	72.23092	0.8571429
ILMN_1849124	76.53935	0.5519481
ILMN_1880402	80.54935	0.3636364
ILMN_1865698	90.44324	0.1623377
ILMN_1823606	84.50105	0.2532468
ILMN_1881561	84.13814	0.2597403
ILMN_1823270	78.4687	0.4532467
ILMN_1839905	98.23914	0.09740259
ILMN_1897635	79.83466	0.3987013
ILMN_1816781	74.26974	0.7103896
ILMN_1832173	75.42747	0.6298701
ILMN_1911594	89.46489	0.1714286
ILMN_1874761	101.6205	0.08441558
ILMN_1849238	73.79694	0.7428572
ILMN_1908998	164.5398	0.01428571
ILMN_1901506	77.30302	0.5064935
ILMN_1893033	100.787	0.08571429
ILMN_1852756	104.3511	0.07662338
ILMN_1866706	84.8833	0.2428571
ILMN_1898040	72.15521	0.8584415
ILMN_1854412	78.349	0.4584416
ILMN_1886816	96.07386	0.1155844
ILMN_1860632	77.96037	0.4779221
ILMN_1866152	76.17641	0.5857143
ILMN_1868037	71.64713	0.8896104
ILMN_1886127	105.2707	0.07272727
ILMN_1888492	88.79829	0.1753247
ILMN_1907700	96.13332	0.1155844
ILMN_1904897	83.82034	0.2688312
ILMN_1872419	5778.85	0
ILMN_1915949	84.00279	0.2649351
ILMN_1894709	106.3866	0.06883117
ILMN_1915432	92.47894	0.1428571
ILMN_1877996	75.21059	0.6571429
ILMN_1859672	79.60216	0.4064935
ILMN_1913480	86.6834	0.2051948
ILMN_1823314	96.57886	0.1116883
ILMN_1906721	80.1471	0.3805195
ILMN_1902872	98.11819	0.1
ILMN_1874126	83.63869	0.2714286
ILMN_1823347	76.87464	0.5311688
ILMN_1868735	76.37596	0.5714286
ILMN_1911873	95.49066	0.1181818
ILMN_1830602	78.68103	0.4454545
ILMN_1874904	104.2866	0.07662338
ILMN_1855727	77.03274	0.5194805
ILMN_1861414	84.15821	0.2597403
ILMN_1888613	73.99378	0.7285714
ILMN_1879800	77.18627	0.5142857
ILMN_1874253	74.19101	0.7155844
ILMN_1846630	87.39158	0.2
ILMN_1877647	73.76389	0.7441558
ILMN_1907218	85.91836	0.2246753
ILMN_1854241	91.48327	0.1532468
ILMN_1825179	107.8174	0.06103896
ILMN_1888015	86.51307	0.2090909
ILMN_1817201	85.3021	0.2402597
ILMN_1867156	78.91162	0.4324675
ILMN_1902278	70.59471	0.925974
ILMN_1893972	83.7312	0.2688312
ILMN_1916404	90.81127	0.1597403
ILMN_1817048	78.32582	0.4610389
ILMN_1867777	77.15099	0.5142857
ILMN_1880885	105.1269	0.07272727
ILMN_1832006	79.08282	0.4220779
ILMN_1891277	103.5329	0.08051948
ILMN_1914641	141.0498	0.02727273
ILMN_1875466	70.94846	0.9168831
ILMN_1828360	76.80129	0.5350649
ILMN_1850574	79.93951	0.3896104
ILMN_1880142	88.12868	0.1844156
ILMN_1888195	73.81943	0.7428572
ILMN_1899942	89.09607	0.174026
ILMN_1849148	75.1292	0.6610389
ILMN_1875380	84.96555	0.2428571
ILMN_1860839	76.33022	0.5714286
ILMN_1891711	78.96512	0.4311688
ILMN_1868623	78.80685	0.4376623
ILMN_1842394	90.00117	0.1662338
ILMN_1879078	74.31062	0.7025974
ILMN_1861972	81.01474	0.3337662
ILMN_1826520	77.25645	0.5116883
ILMN_1826771	80.06687	0.3805195
ILMN_1867211	79.99223	0.387013
ILMN_1900949	106.8442	0.06753246
ILMN_1865317	74.34808	0.7025974
ILMN_1867964	78.32816	0.4610389
ILMN_1907240	81.55834	0.3220779
ILMN_1912552	71.39074	0.9012987
ILMN_1867352	78.31781	0.4610389
ILMN_1880704	93.55547	0.1285714
ILMN_1838498	97.42966	0.1025974
ILMN_1833914	85.98232	0.2246753
ILMN_1840685	81.79082	0.312987
ILMN_1826738	185.9583	0.01038961
ILMN_1891681	73.39168	0.7753247
ILMN_1859701	79.78539	0.4
ILMN_1837152	86.85793	0.2025974
ILMN_1875332	76.15241	0.5883117
ILMN_1827261	77.42451	0.5012987
ILMN_1833851	76.47957	0.5584416
ILMN_1910676	86.27845	0.2142857
ILMN_1842140	74.091	0.7207792
ILMN_1849134	76.52209	0.5532467
ILMN_1823952	78.76506	0.4402598
ILMN_1908824	79.29838	0.4181818
ILMN_1897107	79.44812	0.412987
ILMN_1903267	71.53658	0.8961039
ILMN_1881526	138.7609	0.02727273
ILMN_1856222	83.18237	0.2753247
ILMN_1893344	84.66454	0.2506494
ILMN_1902005	76.7627	0.5363637
ILMN_1829412	106.3748	0.06883117
ILMN_1887858	85.95948	0.2246753
ILMN_1861915	74.6735	0.674026
ILMN_1859461	83.15994	0.2766234
ILMN_1904240	79.71114	0.4012987
ILMN_1818620	75.13024	0.6610389
ILMN_1909790	84.35411	0.2558441
ILMN_1838504	75.28357	0.6467533
ILMN_1847836	77.07073	0.5168831
ILMN_1899673	82.7994	0.2857143
ILMN_1816055	74.65788	0.6753247
ILMN_1847886	82.15457	0.3077922
ILMN_1895825	93.75301	0.1285714
ILMN_1830484	86.52035	0.2090909
ILMN_1915670	99.4211	0.09220779
ILMN_1895006	72.91716	0.8155844
ILMN_1842039	79.67772	0.4025974
ILMN_1902927	78.84125	0.4350649
ILMN_1855996	85.49436	0.2324675
ILMN_1860084	132.7556	0.03116883
ILMN_1896420	76.46027	0.561039
ILMN_1844132	85.31204	0.2402597
ILMN_1881478	102.2315	0.08181818
ILMN_1827739	88.00212	0.1857143
ILMN_1856374	127.0877	0.03506494
ILMN_1872250	81.82104	0.3103896
ILMN_1886646	81.028	0.3324675
ILMN_1907870	101.7205	0.08441558
ILMN_1883034	73.17691	0.7961039
ILMN_1863656	161.8172	0.01428571
ILMN_1886254	77.36086	0.5025974
ILMN_1894521	76.28716	0.5727273
ILMN_1829148	82.42252	0.3012987
ILMN_1848916	73.96647	0.7311688
ILMN_1872539	77.52012	0.4974026
ILMN_1829510	76.25777	0.5753247
ILMN_1880223	101.6138	0.08441558
ILMN_1873034	978.6385	0
ILMN_1884922	74.55286	0.6883117
ILMN_1901887	73.70899	0.7493507
ILMN_1908918	69.51601	0.9597403
ILMN_1908650	72.61405	0.8363636
ILMN_1839190	120.0723	0.04285714
ILMN_1894712	75.50239	0.6246753
ILMN_1856031	86.30283	0.212987
ILMN_1895945	83.86943	0.2688312
ILMN_1827083	114.5912	0.04545455
ILMN_1864148	82.92323	0.2831169
ILMN_1913655	73.93053	0.7337663
ILMN_1872457	72.52716	0.8428571
ILMN_1910805	85.06486	0.2428571
ILMN_1828721	74.50291	0.6896104
ILMN_1830314	77.70127	0.4844156
ILMN_1912387	70.85781	0.9181818
ILMN_1898362	86.80075	0.2025974
ILMN_1910893	87.79314	0.1909091
ILMN_1911344	82.83171	0.2857143
ILMN_1867663	85.76875	0.225974
ILMN_1897251	87.16856	0.2
ILMN_1823172	90.29566	0.1623377
ILMN_1827632	88.80269	0.1753247
ILMN_1898826	91.83865	0.151948
ILMN_1838702	88.78223	0.1753247
ILMN_1865361	78.69803	0.4415585
ILMN_1893053	81.84522	0.3090909
ILMN_1817113	75.58125	0.6207792
ILMN_1819640	163.487	0.01428571
ILMN_1911994	158.4085	0.01428571
ILMN_1865639	83.99767	0.2649351
ILMN_1861091	76.22411	0.5792208
ILMN_1908133	84.93056	0.2428571
ILMN_1850240	73.78747	0.7428572
ILMN_1830824	87.7157	0.1935065
ILMN_1906933	77.02347	0.5207792
ILMN_1862648	89.14289	0.174026
ILMN_1846043	90.27246	0.1623377
ILMN_1829322	92.05595	0.1480519
ILMN_1856044	71.23144	0.9051948
ILMN_1877039	76.35489	0.5714286
ILMN_1829253	83.37658	0.2727273
ILMN_1892582	82.66115	0.2935065
ILMN_1853213	71.06155	0.9142857
ILMN_1901977	70.47163	0.9272727
ILMN_1888935	75.55856	0.6233766
ILMN_1819982	78.95969	0.4311688
ILMN_1916823	82.92964	0.2831169
ILMN_1887305	99.06482	0.0948052
ILMN_1901779	75.6981	0.6168831
ILMN_1875031	78.19403	0.4662338
ILMN_1846799	76.43112	0.5649351
ILMN_1834568	76.16107	0.587013
ILMN_1850456	70.26046	0.9363636
ILMN_1911569	77.80709	0.4818182
ILMN_1880280	276.3122	0
ILMN_1828140	80.55019	0.3636364
ILMN_1911713	75.09416	0.6623377
ILMN_1825389	74.74787	0.6727273
ILMN_1880784	103.089	0.08051948
ILMN_1884983	81.32672	0.325974
ILMN_1860518	74.985	0.6662338
ILMN_1868999	96.52411	0.1116883
ILMN_1827211	91.57638	0.1532468
ILMN_1901233	81.6937	0.3181818
ILMN_1884878	73.83492	0.7415584
ILMN_1855107	76.22552	0.5792208
ILMN_1870717	95.0488	0.1194805
ILMN_1834233	80.58691	0.3623376
ILMN_1874589	145.3209	0.02337662
ILMN_1853122	83.3165	0.2727273
ILMN_1857793	86.95016	0.2012987
ILMN_1855412	93.27146	0.1298701
ILMN_1907100	85.20463	0.2415584
ILMN_1833680	73.60942	0.7571428
ILMN_1888570	75.93484	0.6051948
ILMN_1835033	78.66054	0.4454545
ILMN_1910511	75.72871	0.6142857
ILMN_1894089	79.60026	0.4064935
ILMN_1836870	78.82337	0.4376623
ILMN_1856818	111.148	0.05194805
ILMN_1873766	80.45802	0.3688312
ILMN_1880321	74.7253	0.674026
ILMN_1855549	77.77406	0.4818182
ILMN_1887170	79.00961	0.4298701
ILMN_1863114	83.81269	0.2688312
ILMN_1845811	105.1239	0.07272727
ILMN_1850338	79.98254	0.387013
ILMN_1894780	112.0742	0.05064935
ILMN_1828967	77.25934	0.5103896
ILMN_1844593	112.3272	0.05064935
ILMN_1894653	116.2314	0.04545455
ILMN_1853631	125.7354	0.03766234
ILMN_1833212	78.74273	0.4402598
ILMN_1859207	127.8385	0.03506494
ILMN_1886422	79.3125	0.4181818
ILMN_1836936	99.19827	0.09350649
ILMN_1877890	77.23301	0.512987
ILMN_1862105	134.9657	0.02987013
ILMN_1847159	89.97433	0.1675325
ILMN_1905072	83.20208	0.2753247
ILMN_1833142	77.19135	0.5142857
ILMN_1837492	84.66875	0.2506494
ILMN_1898071	93.44067	0.1285714
ILMN_1903069	105.9509	0.07012987
ILMN_1866300	155.8683	0.01558442
ILMN_1866868	75.5665	0.6207792
ILMN_1907956	82.36921	0.3025974
ILMN_1857017	100.2434	0.08831169
ILMN_1881877	85.39244	0.2376623
ILMN_1847948	77.76574	0.4818182
ILMN_1891042	85.80386	0.225974
ILMN_1818577	93.74305	0.1285714
ILMN_1896163	86.10517	0.2220779
ILMN_1909886	81.70939	0.3181818
ILMN_1881052	77.51537	0.4974026
ILMN_1854978	74.88039	0.6688312
ILMN_1838472	99.61123	0.09090909
ILMN_1829840	81.05926	0.3324675
ILMN_1868851	305.6257	0
ILMN_1857118	76.32544	0.5714286
ILMN_1894388	103.905	0.07922078
ILMN_1864685	74.85574	0.6701299
ILMN_1835610	96.73177	0.1090909
ILMN_1828225	81.87356	0.3090909
ILMN_1844522	86.5463	0.2090909
ILMN_1831734	114.4578	0.04545455
ILMN_1818177	74.59521	0.6818182
ILMN_1909417	84.98008	0.2428571
ILMN_1883937	80.05244	0.3831169
ILMN_1893047	78.55517	0.451948
ILMN_1829064	73.19703	0.7922078
ILMN_1881408	118.4976	0.04285714
ILMN_1831404	80.00935	0.3857143
ILMN_1892599	89.18472	0.174026
ILMN_1914340	99.26653	0.09350649
ILMN_1859544	82.77472	0.2883117
ILMN_1830833	81.66927	0.3194805
ILMN_1836570	84.7862	0.2441558
ILMN_1851092	87.87177	0.1909091
ILMN_1890741	88.04742	0.1857143
ILMN_1856081	75.16898	0.6584415
ILMN_1830411	70.63216	0.9246753
ILMN_1884001	78.75928	0.4402598
ILMN_1865013	94.35336	0.1246753
ILMN_1835658	71.31509	0.9038961
ILMN_1851906	75.58103	0.6207792
ILMN_1869243	84.06509	0.2636364
ILMN_1879031	76.02998	0.5961039
ILMN_1889527	222.6714	0.001298701
ILMN_1856851	80.82498	0.3441558
ILMN_1882560	98.92084	0.0948052
ILMN_1907292	70.54276	0.925974
ILMN_1898691	107.4782	0.06363636
ILMN_1828515	80.18004	0.3792208
ILMN_1874673	96.29524	0.112987
ILMN_1905482	129.841	0.03376623
ILMN_1914054	75.29734	0.6467533
ILMN_1887017	82.81648	0.2857143
ILMN_1913284	74.93771	0.6675324
ILMN_1891067	72.99557	0.8077922
ILMN_1863484	79.73402	0.4012987
ILMN_1869874	227.1641	0.001298701
ILMN_1907597	83.26599	0.2753247
ILMN_1847029	96.79327	0.1077922
ILMN_1904111	138.3898	0.02857143
ILMN_1829845	473.8465	0
ILMN_1895827	78.80988	0.4376623
ILMN_1875338	77.85399	0.4805195
ILMN_1860125	79.93523	0.3909091
ILMN_1904853	82.36487	0.3025974
ILMN_1819258	75.16927	0.6584415
ILMN_1853632	77.7223	0.4831169
ILMN_1859905	108.1945	0.06103896
ILMN_1833524	73.04996	0.8051948
ILMN_1879591	70.47817	0.9272727
ILMN_1894480	83.11382	0.2792208
ILMN_1848029	72.0827	0.861039
ILMN_1877372	70.39018	0.9311689
ILMN_1838767	147.1874	0.02207792
ILMN_1860911	81.33688	0.3246753
ILMN_1833563	68.97192	0.9688312
ILMN_1825229	76.48656	0.5584416
ILMN_1818835	72.51278	0.8428571
ILMN_1863308	83.68762	0.2714286
ILMN_1886655	987.0233	0
ILMN_1911696	75.39495	0.6324675
ILMN_1817076	72.90787	0.8155844
ILMN_1898190	94.41203	0.1246753
ILMN_1903120	74.27379	0.7090909
ILMN_1888057	77.1479	0.5142857
ILMN_1906098	119.1967	0.04285714
ILMN_1874689	112.2643	0.05064935
ILMN_1871601	85.88287	0.2246753
ILMN_1849726	77.38917	0.5012987
ILMN_1912201	79.80627	0.4
ILMN_1882485	165.7424	0.01428571
ILMN_1816063	77.16052	0.5142857
ILMN_1907648	79.5311	0.4090909
ILMN_1896145	80.5235	0.3636364
ILMN_1836848	76.33531	0.5714286
ILMN_1854030	78.82023	0.4376623
ILMN_1830028	110.5026	0.05324675
ILMN_1903565	87.64246	0.1935065
ILMN_1876532	78.36607	0.4584416
ILMN_1828754	104.2962	0.07662338
ILMN_1878712	110.4819	0.05324675
ILMN_1859863	149.0569	0.02077922
ILMN_1909743	75.87951	0.6051948
ILMN_1879135	81.95866	0.3090909
ILMN_1838166	85.65794	0.2298701
ILMN_1838375	70.31719	0.9350649
ILMN_1818149	120.7822	0.04285714
ILMN_1860722	80.79953	0.3441558
ILMN_1896406	86.53809	0.2090909
ILMN_1866524	72.69296	0.8311688
ILMN_1906579	84.47588	0.2545455
ILMN_1876371	81.77077	0.3168831
ILMN_1821228	81.32511	0.325974
ILMN_1847979	75.84219	0.6077922
ILMN_1898682	265.9984	0
ILMN_1859908	103.4904	0.08051948
ILMN_1886515	125.878	0.03766234
ILMN_1913420	79.73775	0.4012987
ILMN_1817168	86.55163	0.2090909
ILMN_1910146	84.00473	0.2649351
ILMN_1842653	79.22776	0.4181818
ILMN_1880457	75.8066	0.6090909
ILMN_1876466	78.68384	0.4454545
ILMN_1899400	73.14533	0.8
ILMN_1892129	77.72588	0.4831169
ILMN_1832180	89.50284	0.1714286
ILMN_1852159	73.0687	0.8051948
ILMN_1845108	89.70658	0.1688312
ILMN_1847758	74.93454	0.6675324
ILMN_1902571	78.79146	0.438961
ILMN_1861567	74.83871	0.6701299
ILMN_1889602	103.7368	0.07922078
ILMN_1877911	85.67257	0.2298701
ILMN_1861057	106.8509	0.06753246
ILMN_1882000	132.5734	0.03116883
ILMN_1903143	77.04917	0.5181818
ILMN_1816599	74.10811	0.7207792
ILMN_1866480	82.95161	0.2818182
ILMN_1915989	76.89444	0.5311688
ILMN_1901009	89.2038	0.174026
ILMN_1843100	90.86831	0.1571429
ILMN_1885771	96.2867	0.112987
ILMN_1912834	75.521	0.6233766
ILMN_1900471	92.22533	0.1480519
ILMN_1886487	117.5162	0.04415584
ILMN_1907326	70.28418	0.9350649
ILMN_1849218	130.6523	0.03246753
ILMN_1835017	91.72395	0.1532468
ILMN_1912083	102.1659	0.08181818
ILMN_1887644	79.15249	0.4207792
ILMN_1868407	82.74331	0.2896104
ILMN_1839665	225.7485	0.001298701
ILMN_1849784	76.94937	0.5285714
ILMN_1817234	113.6047	0.04805195
ILMN_1859657	78.61915	0.451948
ILMN_1912807	84.87781	0.2441558
ILMN_1880611	126.1821	0.03636364
ILMN_1886792	83.29587	0.274026
ILMN_1857439	76.13902	0.5883117
ILMN_1838039	79.1655	0.4194805
ILMN_1869915	74.76661	0.6727273
ILMN_1910028	78.0748	0.4714286
ILMN_1822985	72.31815	0.8532467
ILMN_1821483	90.61659	0.161039
ILMN_1875080	80.67125	0.3558442
ILMN_1907847	74.81178	0.6701299
ILMN_1824490	78.39152	0.4545455
ILMN_1839980	75.62634	0.6194805
ILMN_1849420	109.6056	0.05584415
ILMN_1830806	140.7406	0.02727273
ILMN_1897448	83.91754	0.2688312
ILMN_1837249	170.6841	0.01298701
ILMN_1879150	90.29063	0.1623377
ILMN_1832712	75.09632	0.6623377
ILMN_1849046	91.15234	0.1571429
ILMN_1905577	79.73603	0.4012987
ILMN_1892793	76.49066	0.5571429
ILMN_1844074	73.72018	0.7480519
ILMN_1817816	77.32439	0.5051948
ILMN_1862909	252.0215	0
ILMN_1821127	90.63662	0.161039
ILMN_1857081	432.7319	0
ILMN_1881005	75.2805	0.6467533
ILMN_1915971	82.35741	0.3025974
ILMN_1889942	79.84452	0.3987013
ILMN_1856179	71.38963	0.9025974
ILMN_1855791	90.47124	0.1623377
ILMN_1856298	80.29052	0.3753247
ILMN_1913355	76.13513	0.5883117
ILMN_1885367	75.5315	0.6233766
ILMN_1899048	75.3871	0.6337662
ILMN_1908258	106.5921	0.06753246
ILMN_1827449	80.73965	0.3467532
ILMN_1883982	86.78349	0.2025974
ILMN_1901289	85.84903	0.2246753
ILMN_1860540	77.31184	0.5064935
ILMN_1818204	84.49345	0.2545455
ILMN_1886221	86.01399	0.2246753
ILMN_1879482	334.2054	0
ILMN_1863919	80.61808	0.361039
ILMN_1887928	78.66109	0.4454545
ILMN_1911007	75.55823	0.6233766
ILMN_1902209	89.0849	0.174026
ILMN_1825275	114.7527	0.04545455
ILMN_1848576	76.06731	0.5922078
ILMN_1871413	84.7532	0.2454545
ILMN_1855130	72.49433	0.8441558
ILMN_1840031	85.40237	0.2376623
ILMN_1834324	91.95813	0.1480519
ILMN_1857523	77.20077	0.5142857
ILMN_1885891	76.01311	0.5961039
ILMN_1861874	66.79249	0.9922078
ILMN_1915090	94.34302	0.1246753
ILMN_1890829	77.61129	0.4922078
ILMN_1861652	82.71502	0.2909091
ILMN_1877353	89.27483	0.1727273
ILMN_1871107	76.86527	0.5311688
ILMN_1885233	90.01725	0.1662338
ILMN_1864001	73.52136	0.7636364
ILMN_1856775	78.69861	0.4415585
ILMN_1905436	88.87821	0.1753247
ILMN_1907537	76.2486	0.5766234
ILMN_1847473	101.7778	0.08441558
ILMN_1830259	86.50623	0.2090909
ILMN_1861651	87.37394	0.2
ILMN_1901023	86.67657	0.2090909
ILMN_1910330	120.009	0.04285714
ILMN_1864631	81.82845	0.3103896
ILMN_1843648	88.172	0.1844156
ILMN_1884015	71.38777	0.9025974
ILMN_1882185	80.6827	0.3532467
ILMN_1867859	74.07709	0.7207792
ILMN_1832672	101.7022	0.08441558
ILMN_1911968	77.62015	0.4909091
ILMN_1877317	79.24569	0.4181818
ILMN_1837019	86.0795	0.2220779
ILMN_1832406	95.86297	0.1155844
ILMN_1893532	75.71835	0.6155844
ILMN_1855869	92.85474	0.1402597
ILMN_1896012	75.0457	0.6649351
ILMN_1884750	121.2883	0.04285714
ILMN_1894072	397.8625	0
ILMN_1842262	92.68365	0.1402597
ILMN_1913095	73.6987	0.7493507
ILMN_1891267	74.12192	0.7207792
ILMN_1818632	104.418	0.07662338
ILMN_1872323	75.18462	0.6584415
ILMN_1832876	124.1344	0.03896104
ILMN_1830984	107.1467	0.06623377
ILMN_1890924	74.98872	0.6662338
ILMN_1874446	82.33643	0.3038961
ILMN_1895504	74.39716	0.7
ILMN_1902186	76.32684	0.5714286
ILMN_1853742	74.40522	0.7
ILMN_1892764	78.74651	0.4402598
ILMN_1914579	114.9721	0.04545455
ILMN_1824767	105.6782	0.07142857
ILMN_1838385	77.07096	0.5168831
ILMN_1906842	583.9785	0
ILMN_1876308	77.81232	0.4818182
ILMN_1881780	80.0136	0.3844156
ILMN_1901419	87.09412	0.2
ILMN_1871846	92.26591	0.1480519
ILMN_1855212	91.85111	0.151948
ILMN_1881893	77.36558	0.5012987
ILMN_1848879	94.48396	0.1246753
ILMN_1916497	72.59679	0.8376623
ILMN_1840036	92.49072	0.1428571
ILMN_1847220	85.05119	0.2428571
ILMN_1829472	72.02394	0.8688312
ILMN_1898880	75.36823	0.6363636
ILMN_1874323	86.41641	0.212987
ILMN_1855346	83.89278	0.2688312
ILMN_1825848	96.8092	0.1077922
ILMN_1895915	87.06767	0.2
ILMN_1876315	81.28442	0.3272727
ILMN_1830601	108.3143	0.06103896
ILMN_1896071	95.3262	0.1194805
ILMN_1882158	81.93697	0.3090909
ILMN_1848166	84.39488	0.2558441
ILMN_1877599	78.95745	0.4311688
ILMN_1853239	70.62081	0.9246753
ILMN_1827057	75.87824	0.6051948
ILMN_1850243	81.95482	0.3090909
ILMN_1915783	1023.127	0
ILMN_1890819	87.22382	0.2
ILMN_1857662	80.35592	0.374026
ILMN_1858084	75.51604	0.6233766
ILMN_1887639	73.89287	0.7363636
ILMN_1875984	88.07513	0.1857143
ILMN_1885981	70.40664	0.9311689
ILMN_1838113	89.77818	0.1688312
ILMN_1915722	82.61143	0.2948052
ILMN_1868513	108.5601	0.05974026
ILMN_1888988	140.7982	0.02727273
ILMN_1910308	79.85708	0.3974026
ILMN_1816157	103.2418	0.08051948
ILMN_1878191	114.2374	0.04545455
ILMN_1861045	73.65776	0.7519481
ILMN_1912511	119.9326	0.04285714
ILMN_1903083	82.27934	0.3051948
ILMN_1823486	115.627	0.04545455
ILMN_1865043	87.21162	0.2
ILMN_1846654	78.63082	0.4493507
ILMN_1865098	75.08141	0.6649351
ILMN_1850629	84.45545	0.2545455
ILMN_1880449	87.94032	0.1883117
ILMN_1873204	77.89259	0.4779221
ILMN_1869146	104.0483	0.07662338
ILMN_1822408	74.18096	0.7155844
ILMN_1890005	79.60642	0.4064935
ILMN_1846002	112.581	0.04935065
ILMN_1875691	90.31418	0.1623377
ILMN_1862509	74.89555	0.6688312
ILMN_1836766	87.01119	0.2012987
ILMN_1893231	69.04282	0.9675325
ILMN_1894969	73.53571	0.7623377
ILMN_1915637	72.29926	0.8532467
ILMN_1837979	78.64407	0.448052
ILMN_1890756	74.78869	0.6727273
ILMN_1903552	113.8012	0.04545455
ILMN_1916543	132.2168	0.03116883
ILMN_1883589	121.0015	0.04285714
ILMN_1825182	90.9792	0.1571429
ILMN_1824251	85.58743	0.2298701
ILMN_1849859	75.55552	0.6233766
ILMN_1843855	83.01544	0.2805195
ILMN_1877102	73.79524	0.7428572
ILMN_1841178	88.94386	0.174026
ILMN_1843384	74.21436	0.7155844
ILMN_1857247	76.96806	0.5272727
ILMN_1896550	83.61055	0.2727273
ILMN_1893466	78.04786	0.474026
ILMN_1879556	81.55939	0.3220779
ILMN_1823462	90.2094	0.1636364
ILMN_1838300	74.90997	0.6688312
ILMN_1819181	97.19288	0.1038961
ILMN_1831787	100.127	0.08831169
ILMN_1826616	85.68576	0.2298701
ILMN_1884728	94.50019	0.1246753
ILMN_1890359	76.38367	0.5714286
ILMN_1905832	72.70081	0.8311688
ILMN_1843784	96.68077	0.1090909
ILMN_1893443	76.17538	0.5857143
ILMN_1916999	81.58607	0.3220779
ILMN_1903877	78.80373	0.438961
ILMN_1840573	85.02927	0.2428571
ILMN_1912805	77.40503	0.5012987
ILMN_1854607	75.68217	0.6168831
ILMN_1857425	72.21995	0.8571429
ILMN_1856751	97.65884	0.1012987
ILMN_1837692	80.18324	0.3792208
ILMN_1890314	76.44697	0.5636364
ILMN_1870681	88.56033	0.1766234
ILMN_1889595	80.7902	0.3441558
ILMN_1818224	72.98967	0.8077922
ILMN_1891922	76.47797	0.561039
ILMN_1893555	82.90623	0.2831169
ILMN_1908807	77.25368	0.5116883
ILMN_1900318	125.2649	0.03896104
ILMN_1881284	79.9184	0.3935065
ILMN_1821352	99.05147	0.0948052
ILMN_1896082	85.16089	0.2415584
ILMN_1899696	75.36597	0.6363636
ILMN_1865290	77.87224	0.4779221
ILMN_1912808	74.81716	0.6701299
ILMN_1887128	78.18517	0.4675325
ILMN_1862305	86.61732	0.2090909
ILMN_1907221	92.46832	0.1428571
ILMN_1843804	81.2693	0.3285714
ILMN_1862424	79.84563	0.3987013
ILMN_1877332	81.13545	0.3324675
ILMN_1840464	82.95457	0.2818182
ILMN_1894900	102.7306	0.08051948
ILMN_1828160	118.2136	0.04285714
ILMN_1875269	71.49309	0.9012987
ILMN_1898692	73.66399	0.7519481
ILMN_1882899	73.61243	0.7571428
ILMN_1864920	82.46175	0.3
ILMN_1853167	131.6895	0.03116883
ILMN_1910307	104.8064	0.07532468
ILMN_1879928	70.69286	0.9207792
ILMN_1817609	100.0116	0.08961039
ILMN_1854165	124.7738	0.03896104
ILMN_1912513	85.61792	0.2298701
ILMN_1890985	101.2767	0.08571429
ILMN_1900657	93.95166	0.125974
ILMN_1902836	72.99529	0.8077922
ILMN_1848915	73.30108	0.7818182
ILMN_1897091	77.29916	0.5064935
ILMN_1893075	79.68079	0.4025974
ILMN_1897911	86.90785	0.2025974
ILMN_1819043	80.10333	0.3805195
ILMN_1879739	79.87411	0.3961039
ILMN_1857296	76.80367	0.5350649
ILMN_1875833	96.2591	0.112987
ILMN_1894894	76.19787	0.5831169
ILMN_1890598	84.28009	0.2571429
ILMN_1830842	94.59851	0.1246753
ILMN_1834869	82.8732	0.2831169
ILMN_1892501	76.30896	0.5714286
ILMN_1904701	83.68698	0.2714286
ILMN_1846480	80.56433	0.3623376
ILMN_1888621	99.51485	0.09220779
ILMN_1829052	82.55781	0.2987013
ILMN_1880516	75.03631	0.6662338
ILMN_1855592	82.19945	0.3064935
ILMN_1843277	115.7172	0.04545455
ILMN_1818935	83.9509	0.2662338
ILMN_1830474	85.48807	0.2324675
ILMN_1861059	72.82461	0.8220779
ILMN_1822542	73.33794	0.7779221
ILMN_1854924	88.95442	0.174026
ILMN_1825289	80.4889	0.3675325
ILMN_1816990	77.74056	0.4818182
ILMN_1916137	83.84808	0.2688312
ILMN_1912310	74.94598	0.6675324
ILMN_1894862	83.36488	0.2727273
ILMN_1892010	83.43467	0.2727273
ILMN_1876837	100.0158	0.08961039
ILMN_1816338	84.82422	0.2441558
ILMN_1856662	77.7022	0.4844156
ILMN_1915498	95.69167	0.1168831
