PROBE_ID	7677153062_H.VALUE	7677153062_H.Detection Pval
ILMN_1662556	62.42801	0.4181818
ILMN_1681984	138.5721	0.01428571
ILMN_1655985	138.5283	0.01428571
ILMN_1651819	193.6178	0.009090909
ILMN_1735157	72.01907	0.1792208
ILMN_1738869	71.52662	0.1896104
ILMN_1722524	81.81158	0.1025974
ILMN_2076429	59.49903	0.5454546
ILMN_1814606	68.80336	0.225974
ILMN_1671039	536.6984	0
ILMN_1739297	303.0702	0
ILMN_1658575	64.07087	0.3649351
ILMN_1677574	188.8956	0.01038961
ILMN_1670748	59.43359	0.5532467
ILMN_1782978	53.4248	0.8935065
ILMN_1653687	87.28059	0.07662338
ILMN_1749379	52.40778	0.9415584
ILMN_1796575	76.79936	0.1363636
ILMN_1708925	66.48666	0.2857143
ILMN_1799903	110.2861	0.04415584
ILMN_2077952	59.75203	0.5285714
ILMN_1813104	81.26651	0.1051948
ILMN_1673773	63.57552	0.3766234
ILMN_1738212	59.89804	0.5220779
ILMN_3243773	74.14129	0.1545455
ILMN_1746352	51.88103	0.9584416
ILMN_2151012	61.66627	0.4428571
ILMN_1763309	60.79979	0.4753247
ILMN_1733847	48.15441	0.9974026
ILMN_2110857	71.4602	0.1896104
ILMN_1758100	59.69641	0.5324675
ILMN_1697760	96.49143	0.05974026
ILMN_1657475	99.22581	0.05714286
ILMN_1706005	92.8728	0.06753246
ILMN_1756469	109.3947	0.04545455
ILMN_1764355	57.14466	0.6662338
ILMN_1794595	72.58353	0.1714286
ILMN_3307901	69.60445	0.2103896
ILMN_1708103	75.99059	0.1428571
ILMN_1739441	261.0158	0.005194805
ILMN_1812256	82.72928	0.1
ILMN_1794552	224.181	0.006493506
ILMN_1802252	685.2469	0
ILMN_2038778	2151.852	0
ILMN_1343295	1004.315	0
ILMN_3267451	124.7625	0.02857143
ILMN_2200153	65.56464	0.3103896
ILMN_1794117	53.89124	0.864935
ILMN_1675191	561.6509	0
ILMN_3242271	467.4088	0
ILMN_1671221	395.1864	0
ILMN_1708954	67.01211	0.274026
ILMN_3263329	102.9445	0.05064935
ILMN_2412549	155.4095	0.01298701
ILMN_1779347	66.51212	0.2857143
ILMN_1666832	52.4065	0.9415584
ILMN_2041236	1190.272	0
ILMN_1771026	386.6614	0
ILMN_1679476	145.0934	0.01428571
ILMN_1793220	87.87909	0.07532468
ILMN_1800020	92.73322	0.06753246
ILMN_1772910	73.60352	0.161039
ILMN_2062701	59.37597	0.5558441
ILMN_1804569	53.19757	0.8974026
ILMN_1652852	63.10458	0.3974026
ILMN_1724059	76.69472	0.1363636
ILMN_2370535	75.00017	0.1493506
ILMN_1792777	350.6852	0
ILMN_2045576	57.81385	0.6363636
ILMN_1711712	68.13344	0.2402597
ILMN_2211003	60.54816	0.4844156
ILMN_1754378	62.07887	0.4311688
ILMN_1779558	90.7242	0.06883117
ILMN_1781614	57.68762	0.6415585
ILMN_1784749	118.1076	0.03636364
ILMN_1768260	53.90673	0.864935
ILMN_1687018	60.65085	0.4792208
ILMN_1745994	501.7166	0
ILMN_1790080	64.16565	0.3623376
ILMN_2274571	61.50698	0.4454545
ILMN_1783798	60.05304	0.5155844
ILMN_1712721	64.17611	0.361039
ILMN_1797251	123.475	0.03116883
ILMN_2102670	68.81505	0.225974
ILMN_2406656	64.17756	0.361039
ILMN_1749866	86.52283	0.08051948
ILMN_1760153	64.11673	0.3649351
ILMN_1695041	55.18396	0.7909091
ILMN_1710863	102.7977	0.05064935
ILMN_1673682	877.8579	0
ILMN_1766359	270.5188	0.002597403
ILMN_1809034	60.04462	0.5155844
ILMN_1729180	61.02452	0.4688312
ILMN_1699631	230.0548	0.006493506
ILMN_1755123	148.4691	0.01428571
ILMN_2364110	233.8582	0.005194805
ILMN_1674560	145.084	0.01428571
ILMN_1656846	85.43445	0.08441558
ILMN_2181064	58.08838	0.6272727
ILMN_1664350	57.84745	0.635065
ILMN_1741837	148.8633	0.01428571
ILMN_1778611	263.6452	0.005194805
ILMN_1789702	180.9254	0.01038961
ILMN_2157544	92.98566	0.06753246
ILMN_1652906	185.3632	0.01038961
ILMN_2148785	351.4628	0
ILMN_1701114	241.5586	0.005194805
ILMN_1774077	2799.147	0
ILMN_1725314	99.89009	0.05454545
ILMN_1771385	148.558	0.01428571
ILMN_2114568	466.9977	0
ILMN_1756953	61.43058	0.4493507
ILMN_2121568	56.67875	0.6909091
ILMN_2052172	63.46315	0.3805195
ILMN_3240441	57.42886	0.6571429
ILMN_1680320	56.60365	0.6948052
ILMN_1736162	57.52813	0.6506494
ILMN_1800602	5083.488	0
ILMN_1724437	56.20575	0.7207792
ILMN_1682206	250.5823	0.005194805
ILMN_1678831	77.31836	0.1298701
ILMN_1654195	59.42397	0.5545455
ILMN_2408730	75.03142	0.1493506
ILMN_1797482	60.02345	0.5168831
ILMN_2296843	78.00536	0.1220779
ILMN_1667449	64.88531	0.338961
ILMN_1685948	97.03233	0.05974026
ILMN_2388254	81.15134	0.1051948
ILMN_1724396	55.2956	0.7831169
ILMN_1725311	57.7468	0.6402597
ILMN_1812759	313.4595	0
ILMN_2335813	103.3368	0.05064935
ILMN_1788802	78.13409	0.1220779
ILMN_1694780	396.7606	0
ILMN_1706775	57.06552	0.6714286
ILMN_1676437	58.01867	0.6324675
ILMN_1694472	59.77246	0.5285714
ILMN_1815530	58.82291	0.5896104
ILMN_2215194	57.39254	0.6571429
ILMN_1730575	172.4746	0.01168831
ILMN_1788547	152.0566	0.01428571
ILMN_2225974	677.1313	0
ILMN_1695135	253.75	0.005194805
ILMN_1728449	54.66461	0.8155844
ILMN_1734312	348.2793	0
ILMN_1666545	113.1797	0.04155844
ILMN_2225135	65.08782	0.3285714
ILMN_1653174	53.33483	0.8961039
ILMN_1666986	60.77747	0.4753247
ILMN_1680390	110.8792	0.04285714
ILMN_1807970	64.27251	0.361039
ILMN_1712082	60.16568	0.5090909
ILMN_3236182	53.72348	0.8805195
ILMN_3266787	52.70684	0.9233766
ILMN_3190324	58.80355	0.5935065
ILMN_3249296	74.67432	0.151948
ILMN_1795702	79.13809	0.1116883
ILMN_1693716	64.87442	0.3402597
ILMN_2402581	68.80302	0.225974
ILMN_2272857	79.15736	0.1116883
ILMN_1674151	69.70818	0.2077922
ILMN_1746635	60.26251	0.5064935
ILMN_2090782	66.34244	0.2909091
ILMN_1666403	64.04512	0.3649351
ILMN_2090786	68.93245	0.2246753
ILMN_1812494	67.12362	0.2701299
ILMN_1674949	53.51183	0.887013
ILMN_2276933	53.44066	0.8922078
ILMN_1721801	67.97739	0.2454545
ILMN_1760208	200.4707	0.007792208
ILMN_1789059	93.96219	0.06623377
ILMN_1728698	230.9269	0.006493506
ILMN_3236437	66.02827	0.3
ILMN_1662280	72.30266	0.1753247
ILMN_1685319	63.31515	0.3857143
ILMN_1728642	60.03696	0.5168831
ILMN_1678191	64.14561	0.3623376
ILMN_1745132	109.2525	0.04545455
ILMN_2188862	52.51398	0.9350649
ILMN_1760363	54.8959	0.8077922
ILMN_2210111	66.91572	0.274026
ILMN_1796471	131.0204	0.02207792
ILMN_3264684	75.11247	0.1480519
ILMN_3188215	62.47577	0.4181818
ILMN_1757441	53.97039	0.8584415
ILMN_2150175	53.95712	0.8584415
ILMN_1803881	66.16418	0.2935065
ILMN_1738783	63.0321	0.4
ILMN_1734153	370.8256	0
ILMN_1754178	1349.792	0
ILMN_1674882	93.90448	0.06623377
ILMN_1705019	54.16066	0.8415585
ILMN_1662492	69.77707	0.2064935
ILMN_1729599	65.61237	0.3103896
ILMN_2106265	860.1473	0
ILMN_1726549	135.3123	0.01428571
ILMN_1774901	175.9932	0.01168831
ILMN_1731870	56.49413	0.7051948
ILMN_1742040	323.9045	0
ILMN_1701643	116.7275	0.03896104
ILMN_1651536	51.79631	0.9610389
ILMN_2388965	55.46403	0.7727273
ILMN_1741027	68.19401	0.2402597
ILMN_2367883	59.56281	0.5454546
ILMN_1677092	70.87052	0.1922078
ILMN_1678968	62.39804	0.4194805
ILMN_1770206	122.0227	0.03246753
ILMN_1663383	109.8541	0.04415584
ILMN_1707484	85.46532	0.08441558
ILMN_2327181	72.6935	0.1714286
ILMN_1673384	77.06725	0.1324675
ILMN_2364088	97.64732	0.05974026
ILMN_1748116	64.351	0.3584416
ILMN_2206282	54.72876	0.812987
ILMN_1680220	72.06275	0.1792208
ILMN_3249840	72.2224	0.1753247
ILMN_1697176	77.00011	0.1324675
ILMN_1768055	72.21761	0.1753247
ILMN_1690420	149.5856	0.01428571
ILMN_1742548	58.29194	0.6155844
ILMN_1657682	177.0579	0.01168831
ILMN_2378696	59.73059	0.5298702
ILMN_1686668	73.39178	0.1623377
ILMN_1778240	171.6361	0.01168831
ILMN_1744006	84.93172	0.08831169
ILMN_2220187	141.7376	0.01428571
ILMN_2220184	98.48879	0.05714286
ILMN_1709674	63.13891	0.3948052
ILMN_2253805	56.92698	0.6766234
ILMN_2334359	66.20616	0.2935065
ILMN_1725678	64.68221	0.3545454
ILMN_1656300	89.93481	0.06883117
ILMN_1810716	95.05709	0.06363636
ILMN_1779047	61.40488	0.4506494
ILMN_1662378	91.78532	0.06883117
ILMN_1708710	67.43172	0.2597403
ILMN_1691742	53.88084	0.8675325
ILMN_1681668	67.57585	0.2545455
ILMN_1708174	86.00717	0.08181818
ILMN_2278908	7264.656	0
ILMN_2403851	73.92451	0.1558442
ILMN_1658175	91.5515	0.06883117
ILMN_1686152	208.9065	0.006493506
ILMN_2402972	160.2857	0.01298701
ILMN_1675982	128.6819	0.02467532
ILMN_1751135	58.9593	0.5792208
ILMN_1745005	123.798	0.03116883
ILMN_2101526	138.9438	0.01428571
ILMN_1758232	81.56321	0.1051948
ILMN_2195914	86.17246	0.08181818
ILMN_1681754	107.7803	0.04545455
ILMN_1691719	65.45841	0.312987
ILMN_3270462	63.87941	0.3701299
ILMN_1725620	494.4215	0
ILMN_2346856	90.48043	0.06883117
ILMN_1692276	391.2126	0
ILMN_1686531	76.53088	0.138961
ILMN_1669393	75.04568	0.1493506
ILMN_2274240	68.1582	0.2402597
ILMN_1652604	117.112	0.03766234
ILMN_2368585	62.3179	0.4194805
ILMN_3192867	81.62228	0.1038961
ILMN_3269395	61.44319	0.4493507
ILMN_3235704	61.60012	0.4441558
ILMN_2190486	68.99946	0.2220779
ILMN_1749372	65.88441	0.3025974
ILMN_1788942	79.83842	0.1103896
ILMN_1737036	59.45185	0.5506493
ILMN_3237246	56.64492	0.6922078
ILMN_2212780	71.34204	0.1896104
ILMN_1786186	75.86369	0.1428571
ILMN_1715051	79.12891	0.1116883
ILMN_1680730	64.12732	0.3636364
ILMN_1692188	61.48347	0.4467532
ILMN_3306988	74.22256	0.1545455
ILMN_1651236	64.73451	0.3519481
ILMN_2403896	64.78668	0.3493507
ILMN_1781261	58.2108	0.6194805
ILMN_2328874	53.07057	0.9103896
ILMN_2296450	65.71423	0.3077922
ILMN_1659354	58.09334	0.6272727
ILMN_2413473	70.5765	0.1987013
ILMN_1661113	96.32461	0.05974026
ILMN_1746378	138.2765	0.01428571
ILMN_1728467	1825.516	0
ILMN_1775814	55.68255	0.7532467
ILMN_1794372	62.77459	0.4077922
ILMN_1714884	58.61414	0.5974026
ILMN_2275060	81.47768	0.1051948
ILMN_1740186	48.95917	0.9961039
ILMN_1696380	86.60995	0.07922078
ILMN_3256106	67.70749	0.2493507
ILMN_1717492	152.4255	0.01428571
ILMN_1806691	232.7631	0.006493506
ILMN_1731547	55.88354	0.7402598
ILMN_1815639	65.19351	0.3233766
ILMN_3268924	65.86137	0.3038961
ILMN_1757186	155.3773	0.01298701
ILMN_1689371	181.6015	0.01038961
ILMN_2135272	329.4243	0
ILMN_1748473	1336.508	0
ILMN_1769383	217.6407	0.006493506
ILMN_2329429	233.1781	0.005194805
ILMN_1757785	53.23751	0.8974026
ILMN_1776678	392.1603	0
ILMN_2133316	87.26632	0.07662338
ILMN_1747305	314.5111	0
ILMN_3249235	76.74351	0.1363636
ILMN_1697751	59.86015	0.5233766
ILMN_1809590	61.86484	0.4402598
ILMN_1754272	63.95256	0.3662338
ILMN_1807501	60.34551	0.4974026
ILMN_1673805	125.6362	0.02727273
ILMN_2342903	59.78019	0.5285714
ILMN_1796177	203.9651	0.007792208
ILMN_1672545	58.32642	0.6116883
ILMN_2075476	57.62144	0.6454545
ILMN_1722826	52.42422	0.9402598
ILMN_2082005	52.62532	0.9311689
ILMN_1733155	82.87849	0.09740259
ILMN_1760922	518.9144	0
ILMN_2355776	242.0226	0.005194805
ILMN_2368575	255.8847	0.005194805
ILMN_2272708	88.56954	0.07272727
ILMN_2407605	70.26744	0.2025974
ILMN_1664993	79.47607	0.1103896
ILMN_1727087	56.11747	0.7246753
ILMN_2200210	62.60892	0.4168831
ILMN_1876266	57.58884	0.648052
ILMN_1731516	65.16188	0.3246753
ILMN_1671106	66.46232	0.287013
ILMN_1702972	57.62418	0.6454545
ILMN_1722753	64.6761	0.3545454
ILMN_1686867	55.50262	0.7701299
ILMN_1710161	61.3721	0.4506494
ILMN_1799535	64.86884	0.3402597
ILMN_1769388	66.11166	0.2987013
ILMN_1789575	69.88296	0.2051948
ILMN_2334531	131.5125	0.02207792
ILMN_1731525	66.97693	0.274026
ILMN_1718268	65.94944	0.3
ILMN_1735365	56.24237	0.7194805
ILMN_2226223	104.9181	0.04935065
ILMN_1718671	96.12556	0.05974026
ILMN_1801454	56.70669	0.6896104
ILMN_1687023	55.29586	0.7831169
ILMN_2397484	6487.967	0
ILMN_1723048	248.8232	0.005194805
ILMN_1757629	66.61732	0.2831169
ILMN_1712396	48.45366	0.9974026
ILMN_1691743	66.01579	0.3
ILMN_1654742	58.0174	0.6324675
ILMN_1725471	648.7903	0
ILMN_2393296	898.8351	0
ILMN_1722330	65.00866	0.3337662
ILMN_1673892	114.2643	0.04025974
ILMN_1736972	99.10222	0.05714286
ILMN_1760103	54.61258	0.8220779
ILMN_1813688	68.43433	0.2376623
ILMN_1766637	428.597	0
ILMN_2397721	592.2745	0
ILMN_2289111	68.72339	0.2272727
ILMN_1735155	422.6502	0
ILMN_2217513	110.3227	0.04415584
ILMN_2144401	75.2254	0.1441558
ILMN_3248891	62.58813	0.4168831
ILMN_1781431	111.4939	0.04285714
ILMN_1714349	103.265	0.05064935
ILMN_1806754	66.08253	0.2987013
ILMN_1704376	62.09211	0.4298701
ILMN_1754912	415.5777	0
ILMN_1694323	103.0611	0.05064935
ILMN_1772261	1049.618	0
ILMN_1779989	56.72189	0.6896104
ILMN_1727577	85.97089	0.08181818
ILMN_1771962	57.43818	0.6558442
ILMN_1782751	71.29856	0.1896104
ILMN_1769245	430.9953	0
ILMN_1768975	63.54324	0.3766234
ILMN_1769559	128.4948	0.02467532
ILMN_1652631	3145.787	0
ILMN_1736101	72.78764	0.1701299
ILMN_1710985	60.88797	0.4727273
ILMN_1747386	112.049	0.04285714
ILMN_1664099	56.9917	0.674026
ILMN_2291871	59.28655	0.5623376
ILMN_1693427	83.60253	0.0948052
ILMN_2402600	56.12336	0.7246753
ILMN_1749448	58.55854	0.5987013
ILMN_1739397	133.9617	0.01688312
ILMN_1702177	180.823	0.01038961
ILMN_1738656	194.8003	0.009090909
ILMN_2236440	87.22736	0.07662338
ILMN_1787257	96.57232	0.05974026
ILMN_1770675	56.28904	0.7142857
ILMN_1764797	80.27042	0.1077922
ILMN_1788786	59.55869	0.5454546
ILMN_1787085	72.83745	0.1701299
ILMN_2354287	59.68089	0.5337662
ILMN_3241921	80.16926	0.1077922
ILMN_1669631	94.99739	0.06363636
ILMN_1737308	2476.525	0
ILMN_2258268	72.78667	0.1701299
ILMN_1737912	60.51664	0.4857143
ILMN_1680727	166.9837	0.01298701
ILMN_3247462	200.9099	0.007792208
ILMN_1796165	1012.584	0
ILMN_2188722	132.3103	0.02077922
ILMN_1677439	72.4173	0.174026
ILMN_1706070	50.54686	0.9896104
ILMN_1656327	260.1523	0.005194805
ILMN_1727043	528.5172	0
ILMN_1736742	82.50689	0.1
ILMN_1736060	66.81354	0.2779221
ILMN_1713290	109.0033	0.04545455
ILMN_1652727	65.86008	0.3038961
ILMN_2386891	91.97855	0.06883117
ILMN_1796341	55.26094	0.7857143
ILMN_1802654	59.0174	0.5766234
ILMN_1764380	1179.093	0
ILMN_2234310	99.70673	0.05454545
ILMN_1727195	58.98967	0.5779221
ILMN_1782829	216.6379	0.006493506
ILMN_1703565	2266.23	0
ILMN_1713756	617.3349	0
ILMN_1777521	60.2786	0.5038961
ILMN_1765208	101.3911	0.05324675
ILMN_2269977	48.28158	0.9974026
ILMN_1653496	92.07534	0.06883117
ILMN_1757477	188.906	0.01038961
ILMN_1668510	52.41927	0.9415584
ILMN_1811345	56.2023	0.7207792
ILMN_1769032	56.46343	0.7077922
ILMN_2161820	58.55171	0.6
ILMN_1681123	116.6338	0.03896104
ILMN_2161910	57.80589	0.6376624
ILMN_1663620	89.77142	0.06883117
ILMN_1702202	56.38478	0.7103896
ILMN_1791222	82.71646	0.1
ILMN_1721365	62.01746	0.4363636
ILMN_2221046	85.0172	0.08831169
ILMN_1670532	270.4792	0.002597403
ILMN_2194627	253.6087	0.005194805
ILMN_1778105	52.8613	0.9207792
ILMN_1711227	164.0997	0.01298701
ILMN_1727761	106.005	0.04675325
ILMN_2383419	99.64793	0.05454545
ILMN_1683204	286.0867	0.001298701
ILMN_2093674	419.5015	0
ILMN_1711617	3934.51	0
ILMN_1805693	414.2362	0
ILMN_1654479	55.16717	0.7909091
ILMN_1720114	85.99537	0.08181818
ILMN_1804476	105.0791	0.04935065
ILMN_1693878	68.15896	0.2402597
ILMN_2412927	94.02693	0.06623377
ILMN_1773645	67.97192	0.2454545
ILMN_1720207	83.47868	0.0948052
ILMN_1729487	105.6065	0.04675325
ILMN_1677919	397.6025	0
ILMN_1754788	59.08599	0.5714286
ILMN_2365595	951.4122	0
ILMN_3242205	150.0723	0.01428571
ILMN_1802397	57.92033	0.6337662
ILMN_2216157	135.3624	0.01428571
ILMN_1692191	224.8557	0.006493506
ILMN_1699358	54.50998	0.8246753
ILMN_1758906	1651.664	0
ILMN_2176037	1171.88	0
ILMN_1686227	160.0128	0.01298701
ILMN_1773963	239.0013	0.005194805
ILMN_1742044	84.76419	0.09090909
ILMN_2131467	55.63079	0.7623377
ILMN_1775762	2201.732	0
ILMN_1696003	574.8898	0
ILMN_1669271	55.14408	0.7935065
ILMN_1746027	90.25451	0.06883117
ILMN_2258897	54.84678	0.8077922
ILMN_1730546	86.25237	0.08181818
ILMN_1742704	58.22257	0.6194805
ILMN_1800381	62.22314	0.4220779
ILMN_1659923	499.4224	0
ILMN_1804283	105.0402	0.04935065
ILMN_1785637	56.00188	0.7337663
ILMN_1769191	3619.148	0
ILMN_3239955	129.0908	0.02467532
ILMN_1750901	352.2215	0
ILMN_1697315	70.63172	0.1987013
ILMN_1745537	89.52335	0.07012987
ILMN_1706176	61.43125	0.4493507
ILMN_1654354	50.71066	0.9883117
ILMN_1766182	92.49171	0.06753246
ILMN_1760320	2180.983	0
ILMN_1761044	113.6495	0.04155844
ILMN_1658928	415.7665	0
ILMN_1736500	4685.023	0
ILMN_2115336	219.2285	0.006493506
ILMN_1733249	188.41	0.01038961
ILMN_2129545	344.5132	0
ILMN_2412294	140.6192	0.01428571
ILMN_1698395	61.05635	0.4649351
ILMN_1712348	81.94194	0.1012987
ILMN_1729417	171.0315	0.01168831
ILMN_1757074	2899.235	0
ILMN_1652003	1190.892	0
ILMN_1782419	1032.991	0
ILMN_1673380	80.26231	0.1077922
ILMN_1730256	82.78739	0.09740259
ILMN_1807925	503.8679	0
ILMN_1806147	60.96028	0.4701299
ILMN_1804357	56.50947	0.7025974
ILMN_1701854	335.3751	0
ILMN_1728107	269.6302	0.002597403
ILMN_1693269	76.4827	0.138961
ILMN_2091100	53.146	0.9012987
ILMN_1671237	183.6432	0.01038961
ILMN_1789457	178.8569	0.01168831
ILMN_1761113	352.8976	0
ILMN_1806106	135.5916	0.01428571
ILMN_2324056	133.2262	0.01948052
ILMN_1790659	66.71777	0.2779221
ILMN_1708414	273.8451	0.002597403
ILMN_3251251	76.81435	0.1337662
ILMN_2256295	189.5215	0.01038961
ILMN_1790692	1187.224	0
ILMN_1708779	923.3723	0
ILMN_1736238	151.5343	0.01428571
ILMN_1699859	268.4807	0.002597403
ILMN_1784709	234.8337	0.005194805
ILMN_2079488	57.32018	0.6623377
ILMN_1691567	90.56181	0.06883117
ILMN_1686235	149.0334	0.01428571
ILMN_1736757	166.4759	0.01298701
ILMN_2110206	96.03811	0.05974026
ILMN_1764230	134.6296	0.01558442
ILMN_1745991	218.3993	0.006493506
ILMN_2354285	59.78514	0.5285714
ILMN_1697845	59.34311	0.5584416
ILMN_2385918	62.02661	0.4363636
ILMN_2224619	51.37196	0.9701298
ILMN_1744517	3414.009	0
ILMN_1807152	154.0432	0.01428571
ILMN_1738821	98.80689	0.05714286
ILMN_1726505	60.62374	0.4805195
ILMN_2091113	60.89991	0.4727273
ILMN_3235780	61.36459	0.4506494
ILMN_1733511	360.7148	0
ILMN_1776297	104.4844	0.04935065
ILMN_1773741	184.4006	0.01038961
ILMN_1737359	70.02397	0.2025974
ILMN_2110057	73.73869	0.1584416
ILMN_1750447	61.13799	0.4610389
ILMN_2144791	95.77448	0.06363636
ILMN_1713936	63.89876	0.3701299
ILMN_1805221	60.24716	0.5064935
ILMN_1778673	1887.277	0
ILMN_2268921	57.8454	0.635065
ILMN_3247945	69.77338	0.2064935
ILMN_1717887	81.90208	0.1012987
ILMN_1712469	85.41409	0.08441558
ILMN_1803385	64.94829	0.3363636
ILMN_2103547	994.3683	0
ILMN_1773111	59.17115	0.5701299
ILMN_2192351	54.55484	0.8246753
ILMN_1747854	62.30624	0.4194805
ILMN_1669302	56.50496	0.7038961
ILMN_1790740	53.21892	0.8974026
ILMN_1775716	52.44302	0.9402598
ILMN_1797503	61.72065	0.4428571
ILMN_3241725	110.7234	0.04285714
ILMN_1747935	315.7341	0
ILMN_3245116	64.38062	0.3584416
ILMN_1766405	75.45435	0.1441558
ILMN_1737011	65.60739	0.3103896
ILMN_1708841	583.6074	0
ILMN_1706764	88.19565	0.07272727
ILMN_2186216	103.1403	0.05064935
ILMN_1795344	68.15427	0.2402597
ILMN_1738989	63.78108	0.3714286
ILMN_2137208	59.53019	0.5454546
ILMN_1767837	176.6126	0.01168831
ILMN_1661138	213.1283	0.006493506
ILMN_1740770	55.94868	0.7337663
ILMN_2388585	182.2425	0.01038961
ILMN_1716821	207.2368	0.006493506
ILMN_1748018	140.6038	0.01428571
ILMN_1798816	76.69203	0.1363636
ILMN_2401033	73.0216	0.1675325
ILMN_1807072	69.12437	0.2155844
ILMN_1656293	110.2585	0.04415584
ILMN_1722812	58.43536	0.6038961
ILMN_1656145	98.40558	0.05714286
ILMN_1778726	54.1622	0.8402597
ILMN_1801348	189.3485	0.01038961
ILMN_1753575	127.5194	0.02727273
ILMN_2311873	61.14213	0.4610389
ILMN_1780622	59.96239	0.5181818
ILMN_2223772	75.79594	0.1428571
ILMN_1732269	296.5425	0
ILMN_1743290	365.8903	0
ILMN_1729170	106.1014	0.04675325
ILMN_1769702	143.268	0.01428571
ILMN_2178855	66.85354	0.2753247
ILMN_1758213	66.78043	0.2779221
ILMN_2137625	60.00645	0.5181818
ILMN_1655230	70.97887	0.1909091
ILMN_1655625	65.00558	0.3337662
ILMN_1786036	70.5096	0.1987013
ILMN_1686929	88.24966	0.07272727
ILMN_2281069	61.17784	0.4597403
ILMN_2383305	98.00065	0.05844156
ILMN_2383306	66.31437	0.2909091
ILMN_1764617	97.24974	0.05974026
ILMN_1727709	157.6856	0.01298701
ILMN_2316386	177.3167	0.01168831
ILMN_2233493	368.7534	0
ILMN_1711792	766.8544	0
ILMN_1662719	148.471	0.01428571
ILMN_2076250	287.1262	0.001298701
ILMN_1801516	63.85271	0.3701299
ILMN_1651642	87.00352	0.07792208
ILMN_2051972	61.83662	0.4402598
ILMN_1789502	92.81538	0.06753246
ILMN_1688886	490.2047	0
ILMN_1805216	182.595	0.01038961
ILMN_1764175	62.99533	0.4025974
ILMN_1694106	229.4796	0.006493506
ILMN_1723139	77.83266	0.1272727
ILMN_2105643	61.47202	0.4467532
ILMN_2384056	82.55867	0.1
ILMN_1795298	65.6341	0.3103896
ILMN_1665435	82.8039	0.09740259
ILMN_1766204	66.82853	0.2766234
ILMN_1788650	64.63711	0.3545454
ILMN_1677962	84.05122	0.09220779
ILMN_1723607	78.14851	0.1220779
ILMN_2173451	139.9371	0.01428571
ILMN_1726210	66.52132	0.2844156
ILMN_1734076	62.90297	0.4051948
ILMN_2307150	60.40738	0.4935065
ILMN_1684197	122.1758	0.03116883
ILMN_1765419	67.32451	0.2636364
ILMN_1733564	63.99117	0.3662338
ILMN_1711312	68.61593	0.2337662
ILMN_2397646	55.16134	0.7922078
ILMN_1716869	72.86106	0.1701299
ILMN_1735438	60.27353	0.5051948
ILMN_1704665	58.85086	0.5857143
ILMN_1670308	55.36498	0.7792208
ILMN_1772719	261.6365	0.005194805
ILMN_2205245	124.0377	0.02987013
ILMN_1704943	56.92062	0.6779221
ILMN_3239426	107.9835	0.04545455
ILMN_2407389	61.56622	0.4454545
ILMN_1801205	57.25685	0.6623377
ILMN_2107004	1596.713	0
ILMN_1655348	56.26871	0.7142857
ILMN_1796431	82.65495	0.1
ILMN_2221336	57.91932	0.6337662
ILMN_1811048	69.40348	0.2116883
ILMN_2396571	206.6895	0.006493506
ILMN_1750497	193.1871	0.009090909
ILMN_1677693	246.3986	0.005194805
ILMN_1791138	54.76488	0.8116883
ILMN_1782237	153.2059	0.01428571
ILMN_1672559	59.26936	0.5636364
ILMN_1744299	61.67933	0.4428571
ILMN_2241124	64.5685	0.3545454
ILMN_1787932	88.69569	0.07272727
ILMN_1715390	79.44355	0.1103896
ILMN_2115534	59.39175	0.5558441
ILMN_1762897	66.68839	0.2792208
ILMN_1666902	137.3199	0.01428571
ILMN_1684653	59.08337	0.5727273
ILMN_1728785	142.4558	0.01428571
ILMN_1684931	94.68028	0.06363636
ILMN_1703765	77.07631	0.1324675
ILMN_1755942	90.44983	0.06883117
ILMN_1733541	58.27275	0.6181818
ILMN_1773059	99.00253	0.05714286
ILMN_1787648	142.5643	0.01428571
ILMN_1722316	85.54948	0.08311688
ILMN_1674181	60.70669	0.4792208
ILMN_1696558	51.20325	0.9727273
ILMN_2367010	61.38609	0.4506494
ILMN_2125395	75.93693	0.1428571
ILMN_1808078	55.6664	0.7584416
ILMN_1811171	87.46352	0.07532468
ILMN_1682487	83.46583	0.0948052
ILMN_1658265	54.71394	0.812987
ILMN_2054271	60.06481	0.5142857
ILMN_1804332	259.2543	0.005194805
ILMN_2121816	113.4665	0.04155844
ILMN_1741224	65.76411	0.3064935
ILMN_1803218	95.21943	0.06363636
ILMN_2092333	122.4401	0.03116883
ILMN_1656818	104.9109	0.04935065
ILMN_1669626	91.11917	0.06883117
ILMN_1756261	191.6376	0.009090909
ILMN_1798488	53.16245	0.8987013
ILMN_1684227	131.4061	0.02207792
ILMN_1703183	74.04298	0.1558442
ILMN_2122076	59.95336	0.5181818
ILMN_1673712	57.96386	0.6337662
ILMN_2192779	64.61646	0.3545454
ILMN_1708428	87.95216	0.07532468
ILMN_1811039	122.7452	0.03116883
ILMN_1659982	63.23303	0.3896104
ILMN_2146495	87.85458	0.07532468
ILMN_1709194	74.59574	0.151948
ILMN_1709925	73.42925	0.1623377
ILMN_1731498	72.17514	0.1753247
ILMN_1654703	52.60049	0.9311689
ILMN_1727093	59.62225	0.5402597
ILMN_1762188	69.85943	0.2064935
ILMN_1662846	225.434	0.006493506
ILMN_1753680	105.3834	0.04675325
ILMN_1773940	53.5228	0.887013
ILMN_1730816	754.8201	0
