PROBE_ID	7677153062_H.VALUE	7677153062_H.Detection Pval
ILMN_2293902	56.27586	0.7142857
ILMN_1801521	65.89754	0.3012987
ILMN_2406654	73.71951	0.1584416
ILMN_3246902	60.36398	0.4974026
ILMN_3244070	79.01751	0.1116883
ILMN_1767129	62.34301	0.4194805
ILMN_1746196	69.31146	0.212987
ILMN_2366473	60.94217	0.4727273
ILMN_1751453	49.70337	0.9948052
ILMN_1772189	93.50017	0.06623377
ILMN_1652959	60.78101	0.4753247
ILMN_2198897	53.80835	0.8701299
ILMN_1674032	91.11633	0.06883117
ILMN_1737656	79.97666	0.1077922
ILMN_2343917	71.56798	0.1896104
ILMN_1746032	53.51748	0.887013
ILMN_1651501	338.9402	0
ILMN_2330267	165.8563	0.01298701
ILMN_1676846	152.3618	0.01428571
ILMN_2392635	105.635	0.04675325
ILMN_1763875	247.8177	0.005194805
ILMN_2284941	81.62849	0.1038961
ILMN_1781999	84.44927	0.09090909
ILMN_1669201	84.47266	0.09090909
ILMN_1810085	70.16348	0.2025974
ILMN_2262362	69.01701	0.2207792
ILMN_1743638	66.59676	0.2844156
ILMN_1658176	90.71838	0.06883117
ILMN_2329927	90.18468	0.06883117
ILMN_1794782	191.3905	0.009090909
ILMN_1695968	61.34946	0.4506494
ILMN_1789641	52.90464	0.9181818
ILMN_1779470	266.7587	0.003896104
ILMN_1716592	64.23277	0.361039
ILMN_1680309	54.33427	0.8363636
ILMN_1743371	57.75935	0.6402597
ILMN_1770031	106.0895	0.04675325
ILMN_2338268	85.03694	0.08831169
ILMN_1753912	62.41295	0.4181818
ILMN_1737475	80.30846	0.1077922
ILMN_1745116	72.47665	0.174026
ILMN_2318685	72.15014	0.1753247
ILMN_2245305	93.24107	0.06623377
ILMN_1707925	65.24283	0.3207792
ILMN_1698311	62.84678	0.4064935
ILMN_2367487	61.09356	0.4636364
ILMN_1785285	67.53839	0.2571429
ILMN_2073969	72.87735	0.1701299
ILMN_1794213	160.2235	0.01298701
ILMN_2227533	87.69267	0.07532468
ILMN_1769390	102.9108	0.05064935
ILMN_2403446	94.508	0.06363636
ILMN_1787618	59.34436	0.5584416
ILMN_1723662	112.0322	0.04285714
ILMN_1801767	594.938	0
ILMN_1700633	192.2996	0.009090909
ILMN_1655702	804.2427	0
ILMN_1706344	75.67455	0.1428571
ILMN_1719498	68.06021	0.2415584
ILMN_1712707	167.6576	0.01168831
ILMN_1699750	254.0387	0.005194805
ILMN_1739081	193.153	0.009090909
ILMN_2329958	806.493	0
ILMN_1775944	63.97884	0.3662338
ILMN_1724497	99.8481	0.05454545
ILMN_1720988	71.32413	0.1896104
ILMN_1707274	49.94505	0.9948052
ILMN_1755658	176.5688	0.01168831
ILMN_1673639	55.43571	0.774026
ILMN_1713732	214.5371	0.006493506
ILMN_1708922	139.0558	0.01428571
ILMN_2268241	66.71307	0.2779221
ILMN_1741628	65.84052	0.3038961
ILMN_1657870	71.14627	0.1896104
ILMN_2240003	64.6844	0.3545454
ILMN_1785424	235.4096	0.005194805
ILMN_1731610	75.57263	0.1441558
ILMN_1696682	54.93587	0.8051948
ILMN_2396672	140.4574	0.01428571
ILMN_1758825	109.5301	0.04415584
ILMN_1656940	93.51772	0.06623377
ILMN_1656979	86.51583	0.08051948
ILMN_1731433	238.2837	0.005194805
ILMN_1672878	1044.568	0
ILMN_1655114	94.40049	0.06363636
ILMN_1657045	58.59514	0.5987013
ILMN_1766991	57.84167	0.635065
ILMN_1658083	83.6722	0.0948052
ILMN_1802096	2664.984	0
ILMN_2367165	1154.161	0
ILMN_1753370	89.73961	0.06883117
ILMN_1738921	338.8039	0
ILMN_1660199	144.9248	0.01428571
ILMN_2331636	103.2624	0.05064935
ILMN_1772123	80.81717	0.1064935
ILMN_1667641	51.30968	0.9714286
ILMN_1763852	91.20565	0.06883117
ILMN_1687303	129.632	0.02337662
ILMN_1761058	169.441	0.01168831
ILMN_2225595	259.7574	0.005194805
ILMN_1724699	81.04165	0.1051948
ILMN_1775579	101.191	0.05324675
ILMN_1660890	59.5738	0.5454546
ILMN_1778104	198.7104	0.007792208
ILMN_2053679	244.3833	0.005194805
ILMN_1795104	169.3231	0.01168831
ILMN_1740920	63.78857	0.3714286
ILMN_2263466	123.9292	0.03116883
ILMN_1806408	1397.202	0
ILMN_2352009	276.7336	0.002597403
ILMN_1693148	57.67441	0.6428571
ILMN_1808395	538.809	0
ILMN_3236270	661.7375	0
ILMN_1743847	73.60669	0.161039
ILMN_1800008	184.8866	0.01038961
ILMN_2133799	70.37943	0.2
ILMN_1708672	137.0402	0.01428571
ILMN_1665945	303.6996	0
ILMN_1676288	107.3139	0.04545455
ILMN_1693250	87.11333	0.07662338
ILMN_2295980	70.3366	0.2012987
ILMN_2410362	73.82877	0.1584416
ILMN_1684271	77.02605	0.1324675
ILMN_1726388	53.8871	0.8662338
ILMN_2106002	68.58595	0.2337662
ILMN_1779685	95.86138	0.06363636
ILMN_1665932	69.66829	0.2090909
ILMN_1769694	61.75249	0.4428571
ILMN_1727251	77.5894	0.1285714
ILMN_1734479	73.24788	0.1636364
ILMN_2368728	93.88277	0.06623377
ILMN_2394897	64.5312	0.3571429
ILMN_2394902	61.8009	0.4415585
ILMN_2287535	68.68199	0.2311688
ILMN_1750295	81.54365	0.1051948
ILMN_3187680	103.2196	0.05064935
ILMN_3242266	77.9999	0.1233766
ILMN_1780630	99.64445	0.05454545
ILMN_1716480	113.5732	0.04155844
ILMN_1715192	67.80908	0.2480519
ILMN_2339410	58.89931	0.5818182
ILMN_1779984	57.34182	0.6610389
ILMN_1667018	70.99977	0.1909091
ILMN_1773243	53.90662	0.864935
ILMN_3241214	77.52198	0.1285714
ILMN_3235340	87.75948	0.07532468
ILMN_1761000	60.04645	0.5155844
ILMN_3237774	171.142	0.01168831
ILMN_2333219	52.88904	0.9181818
ILMN_1780485	90.02585	0.06883117
ILMN_1735471	151.1925	0.01428571
ILMN_1699636	486.0869	0
ILMN_2371379	428.3621	0
ILMN_1749014	280.1702	0.001298701
ILMN_1727091	62.48517	0.4181818
ILMN_1771348	135.5419	0.01428571
ILMN_2134039	3660.799	0
ILMN_1750800	207.9366	0.006493506
ILMN_1654861	108.9231	0.04545455
ILMN_2121389	57.61092	0.6454545
ILMN_1715543	57.69696	0.6415585
ILMN_1739594	65.81741	0.3051948
ILMN_2353978	54.39949	0.8298701
ILMN_1785474	111.1167	0.04285714
ILMN_2188959	83.51098	0.0948052
ILMN_1716237	96.48631	0.05974026
ILMN_1764321	74.52435	0.1532468
ILMN_2156699	62.72401	0.4103896
ILMN_1784756	63.97899	0.3662338
ILMN_1728883	56.99569	0.6727273
ILMN_1740265	116.3092	0.03896104
ILMN_1788078	63.98624	0.3662338
ILMN_2252621	58.20578	0.6194805
ILMN_2332250	67.0193	0.274026
ILMN_1719178	54.10978	0.8441558
ILMN_1679600	84.82447	0.09090909
ILMN_2367070	219.8652	0.006493506
ILMN_1658995	247.0745	0.005194805
ILMN_1750158	362.2842	0
ILMN_1668839	84.52534	0.09090909
ILMN_1765767	98.29433	0.05714286
ILMN_1685703	59.03997	0.5727273
ILMN_1743396	88.00885	0.07402597
ILMN_1743680	61.43044	0.4493507
ILMN_1669633	223.6017	0.006493506
ILMN_2344956	615.6292	0
ILMN_2104830	94.97379	0.06363636
ILMN_2078599	84.64629	0.09090909
ILMN_2234343	80.25567	0.1077922
ILMN_1706598	98.28674	0.05714286
ILMN_2306955	103.2199	0.05064935
ILMN_1758323	190.5199	0.01038961
ILMN_1728331	406.1637	0
ILMN_2351906	66.7169	0.2779221
ILMN_1705637	136.4209	0.01428571
ILMN_1784203	221.7736	0.006493506
ILMN_1666690	98.09943	0.05844156
ILMN_1654468	165.6199	0.01298701
ILMN_2320277	72.52692	0.1727273
ILMN_2227011	83.87254	0.09220779
ILMN_1730002	68.81445	0.225974
ILMN_3236756	77.58077	0.1285714
ILMN_1716832	65.27676	0.3194805
ILMN_1684585	4458.902	0
ILMN_2360705	403.8837	0
ILMN_1654414	92.29551	0.06753246
ILMN_1666096	111.1242	0.04285714
ILMN_2391458	105.2648	0.04805195
ILMN_2285506	77.09483	0.1324675
ILMN_1691714	65.08442	0.3285714
ILMN_1683598	1197.415	0
ILMN_2370882	127.4122	0.02727273
ILMN_2273911	60.04753	0.5155844
ILMN_1807914	53.90646	0.864935
ILMN_1678517	56.93336	0.6766234
ILMN_1705247	427.7766	0
ILMN_1737418	70.66589	0.1987013
ILMN_2278242	54.94807	0.8051948
ILMN_1730025	59.59035	0.5441558
ILMN_2378555	95.86984	0.06363636
ILMN_1661434	62.48011	0.4181818
ILMN_1809623	57.56634	0.6493506
ILMN_1657592	53.47899	0.8896104
ILMN_1765912	63.77489	0.3714286
ILMN_1746128	57.03946	0.6727273
ILMN_1685952	62.8656	0.4064935
ILMN_1662738	56.83678	0.6818182
ILMN_1771084	70.5595	0.1987013
ILMN_1791923	57.58236	0.648052
ILMN_1801698	56.31468	0.712987
ILMN_1766966	56.05528	0.7298701
ILMN_2070792	68.83781	0.225974
ILMN_1752269	109.2397	0.04545455
ILMN_1697510	80.76166	0.1064935
ILMN_2254962	64.14643	0.3623376
ILMN_2336595	501.2565	0
ILMN_1714197	588.6885	0
ILMN_1742859	63.3405	0.3857143
ILMN_1659885	72.46748	0.174026
ILMN_2125869	78.13489	0.1220779
ILMN_1671703	392.4814	0
ILMN_2152131	6469.3	0
ILMN_1777296	5675.912	0
ILMN_2038777	6740.067	0
ILMN_3246895	58.51193	0.6
ILMN_1658660	63.27098	0.3896104
ILMN_1829919	52.39977	0.9415584
ILMN_2053178	5686.619	0
ILMN_1704961	2529.546	0
ILMN_1795325	55.96375	0.7337663
ILMN_1749297	176.0491	0.01168831
ILMN_2328280	142.5612	0.01428571
ILMN_1657855	183.8548	0.01038961
ILMN_1717900	58.71363	0.5948052
ILMN_1796088	61.72161	0.4428571
ILMN_1704078	56.77131	0.6844156
ILMN_2232177	1645.4	0
ILMN_1654422	56.43528	0.7077922
ILMN_1665691	71.99651	0.1792208
ILMN_1725534	388.029	0
ILMN_1798254	430.8129	0
ILMN_1792314	284.3043	0.001298701
ILMN_1695821	387.3744	0
ILMN_2388605	3393.188	0
ILMN_1657153	2035.332	0
ILMN_2260392	64.48035	0.3584416
ILMN_2346451	61.33194	0.4545455
ILMN_1787513	66.02621	0.3
ILMN_1680941	62.38612	0.4194805
ILMN_1652594	119.7134	0.03506494
ILMN_1697585	191.3551	0.009090909
ILMN_1689162	76.43189	0.1402597
ILMN_1815392	266.6657	0.003896104
ILMN_3241416	51.16341	0.9727273
ILMN_1760490	358.26	0
ILMN_1786544	75.27676	0.1441558
ILMN_1763916	88.69875	0.07272727
ILMN_2243308	145.6469	0.01428571
ILMN_1766723	70.2189	0.2025974
ILMN_1689217	58.63706	0.5974026
ILMN_1670912	62.54036	0.4181818
ILMN_2152711	83.59502	0.0948052
ILMN_1668983	58.25594	0.6181818
ILMN_1824337	58.25255	0.6181818
ILMN_1807493	53.35641	0.8948052
ILMN_3250257	67.08445	0.2701299
ILMN_1683883	64.20982	0.361039
ILMN_1670193	84.11807	0.09090909
ILMN_2319825	80.30759	0.1077922
ILMN_1694233	124.033	0.02987013
ILMN_1686432	64.92527	0.3376623
ILMN_1697550	183.9884	0.01038961
ILMN_2158705	89.09706	0.07142857
ILMN_1803686	141.1405	0.01428571
ILMN_1745580	53.79809	0.8701299
ILMN_1745108	57.46505	0.6532468
ILMN_1725043	85.81812	0.08311688
ILMN_2148360	227.4693	0.006493506
ILMN_1718946	484.2633	0
ILMN_1711374	69.95537	0.2038961
ILMN_1726266	58.40372	0.6051948
ILMN_1705689	69.33247	0.2116883
ILMN_1785393	64.06581	0.3649351
ILMN_2384544	198.26	0.007792208
ILMN_1756920	617.4963	0
ILMN_1799728	100.7141	0.05454545
ILMN_1751500	83.32256	0.0948052
ILMN_2121068	951.4793	0
ILMN_1765779	84.48654	0.09090909
ILMN_2201386	53.48665	0.8896104
ILMN_1682225	62.63833	0.4155844
ILMN_1788481	78.54005	0.1220779
ILMN_1713751	587.1313	0
ILMN_1662675	74.0424	0.1558442
ILMN_1737629	57.05404	0.6727273
ILMN_1812112	57.64783	0.6441559
ILMN_3241313	59.86628	0.5233766
ILMN_1675210	56.8485	0.6805195
ILMN_1706302	59.26156	0.5636364
ILMN_2351754	56.59302	0.6974026
ILMN_2060086	60.41013	0.4935065
ILMN_1664236	61.38761	0.4506494
ILMN_1664631	77.65671	0.1285714
ILMN_1802100	63.50051	0.3805195
ILMN_2194158	58.14933	0.6220779
ILMN_2100871	64.83202	0.3454545
ILMN_1806841	91.1384	0.06883117
ILMN_1798045	58.94429	0.5805195
ILMN_2293012	60.82224	0.474026
ILMN_1703383	91.57838	0.06883117
ILMN_1651657	64.2957	0.361039
ILMN_1671297	98.24969	0.05714286
ILMN_1669486	56.2831	0.7142857
ILMN_1795204	67.44601	0.2584416
ILMN_2223911	53.0932	0.9051948
ILMN_1685531	56.97501	0.674026
ILMN_1764554	54.36663	0.8324676
ILMN_2302214	61.73704	0.4428571
ILMN_1783312	61.50827	0.4454545
ILMN_2143210	62.4368	0.4181818
ILMN_1750294	63.29849	0.387013
ILMN_1708348	1211.03	0
ILMN_1727524	169.663	0.01168831
ILMN_1716909	54.92115	0.8051948
ILMN_2103107	97.07706	0.05974026
ILMN_1673566	54.89294	0.8077922
ILMN_1751168	57.29753	0.6623377
ILMN_1660970	55.54017	0.7688312
ILMN_1787386	58.25907	0.6181818
ILMN_2286570	59.48301	0.548052
ILMN_2413732	65.46717	0.312987
ILMN_1873412	65.46935	0.312987
ILMN_1676452	59.73193	0.5298702
ILMN_2358134	59.27269	0.5636364
ILMN_1683781	58.62404	0.5974026
ILMN_1726247	62.8233	0.4064935
ILMN_1682989	142.8518	0.01428571
ILMN_1739872	62.85508	0.4064935
ILMN_1770152	55.72152	0.7519481
ILMN_1656171	52.6856	0.9246753
ILMN_1796628	62.07971	0.4311688
ILMN_1811765	59.53423	0.5454546
ILMN_1791795	50.46432	0.9896104
ILMN_1787908	58.91368	0.5818182
ILMN_1651717	63.49418	0.3805195
ILMN_1703803	51.92576	0.9584416
ILMN_2092933	61.70211	0.4428571
ILMN_1681886	59.23898	0.5662338
ILMN_1767362	56.71236	0.6896104
ILMN_3251322	56.87755	0.6805195
ILMN_2211790	54.85276	0.8077922
ILMN_1672403	57.43245	0.6558442
ILMN_1805543	69.15979	0.2142857
ILMN_1706992	116.4263	0.03896104
ILMN_1684919	55.07404	0.7974026
ILMN_1727084	61.96092	0.4363636
ILMN_1705250	58.02158	0.6324675
ILMN_1722621	61.90936	0.4376623
ILMN_1721495	63.48034	0.3805195
ILMN_1798690	66.41691	0.2883117
ILMN_1687035	145.2607	0.01428571
ILMN_1777683	81.67397	0.1025974
ILMN_1762294	117.5103	0.03766234
ILMN_1793040	104.056	0.05064935
ILMN_3247424	231.9819	0.006493506
ILMN_1763000	319.7726	0
ILMN_1776777	3042.09	0
ILMN_1706963	61.85299	0.4402598
ILMN_2320964	663.1448	0
ILMN_1697628	77.86584	0.1272727
ILMN_2319326	129.617	0.02337662
ILMN_1657442	67.20111	0.2688312
ILMN_1679797	440.071	0
ILMN_1749493	67.17633	0.2688312
ILMN_1657139	163.548	0.01298701
ILMN_3245693	60.79454	0.4753247
ILMN_1806275	84.76441	0.09090909
ILMN_1659599	66.44772	0.287013
ILMN_1698777	102.8136	0.05064935
ILMN_1663132	101.5813	0.05324675
ILMN_1700349	92.18885	0.06753246
ILMN_1761309	69.42269	0.2103896
ILMN_2120555	68.23444	0.2402597
ILMN_1742073	56.74994	0.6857143
ILMN_3241894	88.68815	0.07272727
ILMN_1810691	77.01983	0.1324675
ILMN_1676893	199.0491	0.007792208
ILMN_2148944	131.1998	0.02207792
ILMN_1708588	56.10871	0.725974
ILMN_2311674	70.11867	0.2025974
ILMN_1685156	65.14397	0.3272727
ILMN_1655935	398.213	0
ILMN_1754440	65.00315	0.3337662
ILMN_1654287	75.43615	0.1441558
ILMN_1763344	66.3443	0.2909091
ILMN_1711736	103.0917	0.05064935
ILMN_2356786	201.1636	0.007792208
ILMN_1759252	2146.889	0
ILMN_1678791	56.20221	0.7207792
ILMN_2336146	51.64206	0.9623377
ILMN_2286339	63.38163	0.3844156
ILMN_1694133	60.49467	0.4857143
ILMN_1678501	64.61121	0.3545454
ILMN_1787378	870.1185	0
ILMN_1814526	1718.465	0
ILMN_2311278	458.584	0
ILMN_1764309	108.5193	0.04545455
ILMN_1811598	54.5576	0.8246753
ILMN_1740717	53.10674	0.9025974
ILMN_2136010	64.56189	0.3545454
ILMN_1797912	63.66522	0.3753247
ILMN_1738604	74.81147	0.151948
ILMN_1691175	121.0032	0.03376623
ILMN_2223359	58.41734	0.6038961
ILMN_1702858	182.0811	0.01038961
ILMN_2363634	102.439	0.05194805
ILMN_1813975	129.3179	0.02467532
ILMN_1743331	56.85733	0.6805195
ILMN_1775045	76.25072	0.1402597
ILMN_2096322	1018.564	0
ILMN_1688322	693.4413	0
ILMN_2224833	239.5421	0.005194805
ILMN_2358626	112.9573	0.04155844
ILMN_1768062	54.04601	0.8493506
ILMN_2358628	63.00263	0.4025974
ILMN_1801020	67.86174	0.2467532
ILMN_1708934	4007.159	0
ILMN_1702933	160.0423	0.01298701
ILMN_1657993	253.6086	0.005194805
ILMN_1666019	180.6852	0.01038961
ILMN_2080751	166.4748	0.01298701
ILMN_1690352	168.0279	0.01168831
ILMN_2275396	73.83992	0.1584416
ILMN_2373444	76.91723	0.1324675
ILMN_1747227	126.4389	0.02727273
ILMN_1807372	153.5042	0.01428571
ILMN_1703946	87.74534	0.07532468
ILMN_1733259	89.13306	0.07142857
ILMN_1730710	71.89491	0.1818182
ILMN_1793959	345.2391	0
ILMN_1794512	89.65274	0.06883117
ILMN_1795788	53.91144	0.8636364
ILMN_1760335	93.91892	0.06623377
ILMN_1788530	101.7964	0.05324675
ILMN_1811480	120.4514	0.03376623
ILMN_1813598	85.60069	0.08311688
ILMN_1653821	63.04491	0.4
ILMN_1780551	87.56741	0.07532468
ILMN_1669227	54.88271	0.8077922
ILMN_1709167	53.78079	0.874026
ILMN_1679754	84.82935	0.09090909
ILMN_1716421	116.8004	0.03766234
ILMN_1659371	267.5954	0.003896104
ILMN_1677868	70.60735	0.1987013
ILMN_1707445	59.23859	0.5662338
ILMN_1733963	119.1828	0.03506494
ILMN_1804255	54.39938	0.8298701
ILMN_1695590	597.988	0
ILMN_1694007	58.59972	0.5987013
ILMN_3307926	3387.25	0
ILMN_1673330	73.16832	0.1675325
ILMN_1668900	66.84293	0.2753247
ILMN_2389013	170.8798	0.01168831
ILMN_1760143	527.2635	0
ILMN_1790757	249.5984	0.005194805
ILMN_2092664	442.858	0
ILMN_1778796	314.2581	0
ILMN_1749804	93.24859	0.06623377
ILMN_1720235	65.41407	0.3142857
ILMN_2240009	59.46001	0.5493507
ILMN_1736178	72.94281	0.1701299
ILMN_1803376	150.2742	0.01428571
ILMN_3240321	105.1134	0.04805195
ILMN_1712944	1208.866	0
ILMN_2333107	271.3771	0.002597403
ILMN_1707958	71.62879	0.187013
ILMN_1660424	58.74756	0.5948052
ILMN_1701998	90.02213	0.06883117
ILMN_1651235	61.4199	0.4493507
ILMN_1694140	60.9987	0.4688312
ILMN_1730995	76.21651	0.1402597
ILMN_2404917	74.56455	0.151948
ILMN_1702696	69.4703	0.2103896
ILMN_2084562	64.37945	0.3584416
ILMN_1769563	61.89077	0.438961
ILMN_1673119	108.9462	0.04545455
ILMN_2129015	258.2224	0.005194805
ILMN_1725889	63.01772	0.4012987
ILMN_1775235	85.85551	0.08311688
ILMN_1677951	56.07741	0.7298701
ILMN_1708502	221.6968	0.006493506
ILMN_1705447	121.6167	0.03376623
ILMN_1699172	77.8578	0.1272727
ILMN_2409898	56.29172	0.712987
ILMN_2295698	63.38681	0.3831169
ILMN_2066124	152.1803	0.01428571
ILMN_1777797	52.54612	0.9324675
ILMN_2095653	68.77114	0.225974
ILMN_1707551	72.58062	0.1714286
ILMN_1782204	57.74797	0.6402597
ILMN_2402766	362.2867	0
ILMN_1767722	96.67973	0.05974026
ILMN_2342841	531.0234	0
ILMN_1802631	112.2094	0.04285714
ILMN_2318481	52.48396	0.9376624
ILMN_2245223	68.61758	0.2337662
ILMN_3238543	55.02687	0.8051948
ILMN_1735591	117.0135	0.03766234
ILMN_2362126	94.51613	0.06363636
ILMN_2269136	99.42853	0.05714286
ILMN_3239130	147.4496	0.01428571
ILMN_2120103	64.28371	0.361039
ILMN_3242883	287.1592	0.001298701
ILMN_2100055	59.87009	0.5233766
ILMN_1887648	60.00737	0.5181818
ILMN_1688627	60.03351	0.5168831
ILMN_1672767	49.72341	0.9948052
ILMN_2196642	58.41183	0.6038961
ILMN_2308689	122.0867	0.03116883
ILMN_2290776	81.32426	0.1051948
ILMN_1777182	90.06786	0.06883117
ILMN_1729777	72.07079	0.1792208
ILMN_1690829	90.81342	0.06883117
ILMN_2257015	124.3619	0.02857143
ILMN_3181215	212.3694	0.006493506
ILMN_3260345	596.407	0
ILMN_1703228	71.78734	0.1831169
ILMN_1652023	73.12646	0.1675325
ILMN_2064917	252.7261	0.005194805
ILMN_1776153	91.00803	0.06883117
ILMN_1772645	125.0942	0.02727273
ILMN_1775082	56.53775	0.6987013
ILMN_1680343	83.15949	0.0961039
ILMN_2277492	69.17047	0.2142857
ILMN_2371825	176.6166	0.01168831
ILMN_1717468	61.44466	0.4493507
ILMN_2274377	72.1469	0.1753247
ILMN_1750235	58.67593	0.5948052
ILMN_1664006	87.2998	0.07662338
ILMN_1707169	84.94328	0.08831169
ILMN_1779109	52.02445	0.9558442
ILMN_1697790	54.6469	0.8181818
ILMN_1679520	149.5006	0.01428571
ILMN_1732176	207.2317	0.006493506
ILMN_1681081	172.7427	0.01168831
ILMN_2377430	311.7441	0
ILMN_1661373	77.21807	0.1298701
ILMN_2288175	58.71965	0.5948052
ILMN_1654010	194.9312	0.009090909
ILMN_1732672	62.5744	0.4168831
ILMN_1730504	268.0129	0.002597403
ILMN_1662049	96.0351	0.05974026
ILMN_1740752	71.62559	0.187013
ILMN_1794875	829.0016	0
ILMN_1698209	143.9809	0.01428571
ILMN_3307841	58.76587	0.5935065
ILMN_1814151	65.46053	0.312987
ILMN_2050246	53.18856	0.8974026
ILMN_1728787	136.2177	0.01428571
ILMN_2234605	57.03537	0.6727273
ILMN_1770454	102.2517	0.05194805
ILMN_1770336	53.74335	0.8779221
ILMN_1714253	76.73402	0.1363636
ILMN_1813530	118.1232	0.03636364
ILMN_2223922	252.5348	0.005194805
ILMN_1718071	1140.262	0
ILMN_1814327	54.98696	0.8051948
ILMN_2341343	63.65003	0.3753247
ILMN_1775634	62.01521	0.4363636
ILMN_1802458	325.7648	0
ILMN_2307656	263.8257	0.005194805
ILMN_1709796	82.21844	0.1
ILMN_1783963	56.07941	0.7298701
ILMN_2134801	52.10158	0.9545454
ILMN_1757807	66.45353	0.287013
ILMN_1673529	335.2763	0
ILMN_1686370	100.6511	0.05454545
ILMN_1809139	485.4404	0
ILMN_1747504	421.0166	0
ILMN_1666679	114.1556	0.04025974
