PROBE_ID	7677153059_I.VALUE	7677153059_I.Detection Pval
ILMN_1663722	94.88526	0.1584416
ILMN_2402416	645.8721	0
ILMN_1793770	392.9533	0
ILMN_1809307	74.43064	0.6376624
ILMN_1768845	72.97652	0.7337663
ILMN_1773742	174.1495	0.01298701
ILMN_1683234	77.60685	0.4675325
ILMN_1656486	85.26157	0.2649351
ILMN_2151541	216.3932	0.005194805
ILMN_1747903	80.96434	0.3675325
ILMN_2269256	78.23141	0.448052
ILMN_1803073	89.00304	0.2064935
ILMN_2311020	73.54145	0.6935065
ILMN_1725773	72.83791	0.7454545
ILMN_1752281	219.986	0.005194805
ILMN_1785177	124.5698	0.04545455
ILMN_1812666	168.5069	0.01688312
ILMN_1717078	166.9469	0.01818182
ILMN_1703573	321.5557	0
ILMN_1688730	89.51546	0.2025974
ILMN_1742109	94.86977	0.1584416
ILMN_2174296	84.44173	0.2714286
ILMN_1711089	89.96975	0.1987013
ILMN_1714563	96.04897	0.1480519
ILMN_2347323	67.58676	0.9805195
ILMN_1749636	93.96134	0.1662338
ILMN_1685930	141.6529	0.02987013
ILMN_1778161	103.5752	0.0948052
ILMN_1767809	130.9494	0.03896104
ILMN_2210064	68.04634	0.974026
ILMN_1810436	132.8768	0.03766234
ILMN_2244087	80.82807	0.3701299
ILMN_2253246	119.1263	0.05064935
ILMN_2316083	78.38976	0.4441558
ILMN_1659843	131.2146	0.03896104
ILMN_3246801	100.7803	0.1116883
ILMN_1771824	106.0957	0.08831169
ILMN_1687683	113.0839	0.06103896
ILMN_3307827	196.0588	0.007792208
ILMN_1789642	125.0776	0.04415584
ILMN_1654204	68.75665	0.9584416
ILMN_1725554	229.2156	0.003896104
ILMN_2166543	74.16649	0.6610389
ILMN_1696079	79.96556	0.3948052
ILMN_1663616	249.1498	0.002597403
ILMN_1698258	946.2676	0
ILMN_1799516	267.8342	0
ILMN_1730464	82.82767	0.3142857
ILMN_2122300	74.80889	0.6116883
ILMN_1801845	191.2378	0.007792208
ILMN_1745501	82.42458	0.3298701
ILMN_1719616	76.95033	0.4935065
ILMN_2380967	225.4081	0.003896104
ILMN_3251171	79.2022	0.4194805
ILMN_3249756	75.77863	0.5662338
ILMN_1801230	76.37664	0.5324675
ILMN_1681695	122.375	0.04805195
ILMN_2256081	73.57791	0.6922078
ILMN_1801366	72.22855	0.7792208
ILMN_2049184	92.98286	0.174026
ILMN_1796245	332.7756	0
ILMN_2275742	72.9815	0.7337663
ILMN_1760361	76.8324	0.5012987
ILMN_1789130	92.30964	0.1818182
ILMN_1795227	1075.2	0
ILMN_1658899	112.308	0.06363636
ILMN_1780991	102.7177	0.0987013
ILMN_1791679	74.77435	0.612987
ILMN_1810267	147.371	0.02857143
ILMN_1801341	77.57183	0.4688312
ILMN_1676660	87.5038	0.2311688
ILMN_2052495	106.8632	0.08441558
ILMN_2112049	186.7875	0.009090909
ILMN_1805200	92.51914	0.1779221
ILMN_2286800	177.5807	0.009090909
ILMN_1724826	99.34677	0.1181818
ILMN_1685260	153.9961	0.02207792
ILMN_3242307	81.3859	0.3584416
ILMN_2339377	129.5859	0.04155844
ILMN_1656822	207.3712	0.005194805
ILMN_1680928	109.3592	0.07402597
ILMN_1702443	78.42348	0.4428571
ILMN_1760201	840.1854	0
ILMN_1676128	93.74551	0.1675325
ILMN_1698137	69.31832	0.9376624
ILMN_1654945	86.33813	0.2454545
ILMN_1734285	80.94014	0.3675325
ILMN_2328977	77.35827	0.4792208
ILMN_1794692	112.2661	0.06363636
ILMN_1733929	70.20833	0.8909091
ILMN_2328972	78.63515	0.4363636
ILMN_1778357	75.30238	0.5831169
ILMN_2406634	71.87057	0.7961039
ILMN_1691393	120.8971	0.04935065
ILMN_1746515	77.98762	0.4558442
ILMN_2384001	92.02465	0.1831169
ILMN_1691117	494.9453	0
ILMN_1708345	73.0845	0.7207792
ILMN_2172507	84.70016	0.2675325
ILMN_1812477	81.93086	0.3415585
ILMN_1718401	103.1303	0.0961039
ILMN_1715789	76.12851	0.5454546
ILMN_1702301	649.7808	0
ILMN_1765860	1281.478	0
ILMN_1799725	1497.192	0
ILMN_1712352	79.92366	0.3974026
ILMN_1801044	76.59417	0.5220779
ILMN_1752455	248.0489	0.002597403
ILMN_1801226	84.52847	0.2701299
ILMN_1678629	97.76205	0.1350649
ILMN_2152387	71.77785	0.8
ILMN_1788931	908.66	0
ILMN_1773413	84.39992	0.2714286
ILMN_1784977	83.00854	0.3103896
ILMN_1700086	84.38282	0.2714286
ILMN_1805903	96.70599	0.1454545
ILMN_1791211	223.9137	0.003896104
ILMN_1692225	98.16222	0.1324675
ILMN_1774261	83.35949	0.3051948
ILMN_1728572	70.3493	0.8844156
ILMN_1785290	76.67089	0.5116883
ILMN_1654212	79.23199	0.4181818
ILMN_1753627	99.89358	0.1168831
ILMN_1672042	119.0981	0.05064935
ILMN_1726990	136.8216	0.03376623
ILMN_1758629	89.4876	0.2038961
ILMN_1709953	88.0929	0.2194805
ILMN_1739156	93.42839	0.1714286
ILMN_1741711	117.4842	0.05064935
ILMN_2180239	436.5739	0
ILMN_1693559	82.8486	0.312987
ILMN_1744244	118.7244	0.05064935
ILMN_1692760	180.304	0.009090909
ILMN_1687625	568.06	0
ILMN_1670779	93.22732	0.1727273
ILMN_1689160	1210.86	0
ILMN_1731275	240.4104	0.003896104
ILMN_1769961	109.5703	0.07272727
ILMN_1734317	544.0128	0
ILMN_1734380	91.74598	0.1857143
ILMN_3307822	71.39341	0.8389611
ILMN_1735573	75.12888	0.6
ILMN_1763162	83.40202	0.3038961
ILMN_2276431	84.81718	0.2675325
ILMN_2375418	144.9016	0.02857143
ILMN_1679912	175.7403	0.01168831
ILMN_2349610	174.5278	0.01298701
ILMN_2261973	122.6304	0.04805195
ILMN_1770048	131.5795	0.03896104
ILMN_2400183	110.991	0.06753246
ILMN_2105308	628.6927	0
ILMN_1658992	448.0442	0
ILMN_1732049	270.7534	0
ILMN_1804618	116.2875	0.05194805
ILMN_2376408	140.5041	0.02987013
ILMN_2402674	177.5276	0.009090909
ILMN_1778425	88.18951	0.2181818
ILMN_1805039	77.4558	0.4766234
ILMN_1700822	150.0902	0.02597403
ILMN_1747412	83.85149	0.2896104
ILMN_2349129	187.3247	0.007792208
ILMN_1692535	96.09332	0.1480519
ILMN_1725379	74.2233	0.6558442
ILMN_1663580	71.39201	0.8389611
ILMN_1712506	84.35053	0.2714286
ILMN_1814219	104.3202	0.09220779
ILMN_1811328	132.4618	0.03766234
ILMN_1756723	108.2594	0.07662338
ILMN_1769135	159.3374	0.01948052
ILMN_2252309	247.7333	0.002597403
ILMN_2312732	210.4847	0.005194805
ILMN_1759801	222.2953	0.003896104
ILMN_1792757	77.00916	0.4922078
ILMN_2260926	76.69655	0.5103896
ILMN_1673069	148.6064	0.02727273
ILMN_1780790	126.159	0.04285714
ILMN_3251278	78.72425	0.4337662
ILMN_2117538	94.60434	0.1623377
ILMN_1781563	73.15186	0.7168831
ILMN_1768721	92.91811	0.174026
ILMN_1813998	68.95271	0.9545454
ILMN_1653158	151.28	0.02597403
ILMN_2051483	77.13682	0.487013
ILMN_1739532	85.54739	0.2597403
ILMN_1708107	74.17313	0.6610389
ILMN_1791296	158.2785	0.02077922
ILMN_1801853	77.15668	0.487013
ILMN_3237304	107.6284	0.08311688
ILMN_1760992	102.3834	0.0987013
ILMN_1735593	68.55229	0.9649351
ILMN_1741908	71.12677	0.8467532
ILMN_1725072	85.89949	0.2558441
ILMN_1775573	88.99951	0.2064935
ILMN_2131882	76.56471	0.5246753
ILMN_2131880	536.0898	0
ILMN_1795715	301.4991	0
ILMN_1749324	94.12047	0.1649351
ILMN_1672503	1095.114	0
ILMN_1679262	70.81055	0.8597403
ILMN_1792356	81.9329	0.3415585
ILMN_1804509	203.6839	0.006493506
ILMN_1770502	73.58748	0.6922078
ILMN_1759983	224.8532	0.003896104
ILMN_1669376	209.5307	0.005194805
ILMN_2112301	518.4305	0
ILMN_1773210	71.42455	0.8363636
ILMN_1771622	86.8813	0.2376623
ILMN_2401494	73.49506	0.6948052
ILMN_1658214	72.98717	0.7324675
ILMN_1675057	68.67137	0.9623377
ILMN_1738251	148.2875	0.02727273
ILMN_2361810	92.6683	0.1766234
ILMN_2268990	82.45448	0.3298701
ILMN_2112915	89.37754	0.2038961
ILMN_1689043	79.89374	0.3987013
ILMN_1658259	209.3433	0.005194805
ILMN_1810531	96.22716	0.1467533
ILMN_2245627	95.29501	0.1545455
ILMN_1702329	77.34052	0.4805195
ILMN_2402640	106.1139	0.08831169
ILMN_1730284	77.37094	0.4792208
ILMN_1663119	198.7108	0.006493506
ILMN_2381257	110.4264	0.06753246
ILMN_1765363	125.4862	0.04415584
ILMN_2359159	83.8922	0.2896104
ILMN_1658420	117.1199	0.05064935
ILMN_1788759	81.87636	0.3415585
ILMN_2367204	70.72026	0.8636364
ILMN_2075962	71.11771	0.8467532
ILMN_1776577	86.60501	0.2415584
ILMN_1777917	182.156	0.009090909
ILMN_1794949	79.89159	0.3987013
ILMN_1717099	284.2571	0
ILMN_1762876	73.79473	0.6857143
ILMN_1708451	75.37524	0.5792208
ILMN_1709257	75.2944	0.5844156
ILMN_1698117	136.1427	0.03376623
ILMN_1763901	105.9868	0.08831169
ILMN_1758066	75.47704	0.5753247
ILMN_1785896	72.77942	0.7480519
ILMN_2386849	66.68197	0.987013
ILMN_2283001	71.23106	0.8441558
ILMN_1706498	328.8242	0
ILMN_1671966	74.28898	0.651948
ILMN_1722680	71.8708	0.7961039
ILMN_2167915	75.81832	0.5649351
ILMN_1794662	76.00383	0.5532467
ILMN_1704196	86.60683	0.2415584
ILMN_3251672	78.46379	0.4428571
ILMN_1655468	91.84863	0.1844156
ILMN_1812799	91.20319	0.1922078
ILMN_1715905	104.2738	0.09220779
ILMN_1659749	131.3877	0.03896104
ILMN_1655614	78.78981	0.4311688
ILMN_1677032	69.87782	0.9090909
ILMN_1694839	72.1292	0.7831169
ILMN_2394276	70.04728	0.9025974
ILMN_1703913	90.30986	0.1987013
ILMN_1665873	62.3904	1
ILMN_1675992	119.7841	0.04935065
ILMN_2238302	70.35471	0.8844156
ILMN_1666490	164.1727	0.01818182
ILMN_2287157	76.25114	0.5428572
ILMN_2380698	331.4909	0
ILMN_1794294	87.96448	0.2220779
ILMN_1706426	341.101	0
ILMN_3180989	108.675	0.07532468
ILMN_3257566	128.8138	0.04155844
ILMN_1774432	130.318	0.04155844
ILMN_1779711	73.0881	0.7207792
ILMN_1652549	113.2374	0.05974026
ILMN_1730201	76.93439	0.4948052
ILMN_2394777	95.96024	0.1493506
ILMN_1798819	75.50237	0.5753247
ILMN_1682960	101.7113	0.1012987
ILMN_1783806	111.089	0.06753246
ILMN_2408240	91.54396	0.187013
ILMN_2207816	70.73148	0.8636364
ILMN_1740861	125.7197	0.04415584
ILMN_2054554	2757.367	0
ILMN_1794882	84.89895	0.2662338
ILMN_1689002	75.76558	0.5675325
ILMN_1797971	72.16348	0.7818182
ILMN_2275098	346.99	0
ILMN_1744129	107.0359	0.08311688
ILMN_1658677	101.8603	0.1012987
ILMN_1784380	89.44244	0.2038961
ILMN_1653678	73.27563	0.7077922
ILMN_2152768	72.9777	0.7337663
ILMN_2335123	66.48361	0.9896104
ILMN_3194480	96.07273	0.1480519
ILMN_3262728	70.93496	0.851948
ILMN_2133638	164.1018	0.01818182
ILMN_2292636	82.53856	0.3220779
ILMN_2404182	89.87284	0.1987013
ILMN_1690289	78.38112	0.4441558
ILMN_1786335	136.4982	0.03376623
ILMN_1710622	86.98624	0.2363636
ILMN_1791711	97.12833	0.138961
ILMN_1656225	110.267	0.07012987
ILMN_1653342	119.1294	0.05064935
ILMN_1811650	207.0283	0.005194805
ILMN_1723235	119.6777	0.04935065
ILMN_1776858	116.1613	0.05194805
ILMN_1781285	7781.351	0
ILMN_1759175	119.9952	0.04935065
ILMN_1759488	74.81911	0.6116883
ILMN_2401873	101.781	0.1012987
ILMN_2401878	95.07203	0.1545455
ILMN_1740171	259.0414	0
ILMN_2046024	85.04185	0.2649351
ILMN_1767892	284.2432	0
ILMN_2373666	69.20999	0.9415584
ILMN_1776240	77.78133	0.4636364
ILMN_1785592	91.5967	0.187013
ILMN_1689814	176.5767	0.01038961
ILMN_1666546	89.97464	0.1987013
ILMN_2382471	79.2676	0.4155844
ILMN_1675941	145.9277	0.02857143
ILMN_1689000	74.07637	0.6649351
ILMN_1764361	102.5365	0.0987013
ILMN_1734288	206.6378	0.005194805
ILMN_1722492	6573.208	0
ILMN_1712959	120.8635	0.04935065
ILMN_1746194	96.18279	0.1467533
ILMN_1651210	76.46839	0.5298702
ILMN_1730765	182.9386	0.009090909
ILMN_1671809	360.3097	0
ILMN_1813275	1070.476	0
ILMN_1659462	466.7841	0
ILMN_1667578	84.50038	0.2701299
ILMN_1751977	69.84025	0.9116883
ILMN_2318932	78.88233	0.4285714
ILMN_1741780	166.8224	0.01818182
ILMN_1797522	347.9774	0
ILMN_2283398	93.18358	0.1727273
ILMN_1808391	68.43707	0.9701298
ILMN_1656501	304.6475	0
ILMN_2051731	71.66874	0.8090909
ILMN_1751093	70.32501	0.8857143
ILMN_2396020	942.0338	0
ILMN_1677466	216.4138	0.005194805
ILMN_1782581	85.61324	0.2597403
ILMN_1743204	91.16724	0.1935065
ILMN_1712314	77.26041	0.4831169
ILMN_1721008	224.8615	0.003896104
ILMN_1732688	100.1904	0.1155844
ILMN_2374778	90.18335	0.1987013
ILMN_1711055	70.81811	0.8584415
ILMN_2052549	74.27417	0.651948
ILMN_2191067	248.0102	0.002597403
ILMN_2159721	81.41134	0.3571429
ILMN_1694277	86.39333	0.2441558
ILMN_1715902	78.73969	0.4324675
ILMN_2115813	70.59518	0.874026
ILMN_1778553	94.7546	0.161039
ILMN_1783717	90.79139	0.1961039
ILMN_2117809	6944.896	0
ILMN_1655632	70.16195	0.8961039
ILMN_1678564	74.62816	0.6272727
ILMN_1783444	81.94463	0.3415585
ILMN_1657278	109.1143	0.07402597
ILMN_1652163	110.8861	0.06753246
ILMN_2137464	174.0288	0.01298701
ILMN_1742203	75.26442	0.5883117
ILMN_2164173	78.16776	0.451948
ILMN_1760513	267.4203	0
ILMN_1680130	211.4058	0.005194805
ILMN_1780302	252.739	0.002597403
ILMN_1690397	74.69324	0.6207792
ILMN_1773847	233.1865	0.003896104
ILMN_1703844	88.86309	0.2077922
ILMN_1783448	598.2314	0
ILMN_2343310	87.3605	0.2337662
ILMN_1712945	74.45501	0.6376624
ILMN_1811836	94.37813	0.1636364
ILMN_2281734	96.82973	0.1454545
ILMN_2300186	560.9615	0
ILMN_1772796	170.1731	0.01428571
ILMN_2157435	337.5594	0
ILMN_1703564	221.1344	0.005194805
ILMN_1766762	268.5338	0
ILMN_1658053	436.6502	0
ILMN_1697317	70.05135	0.9012987
ILMN_1678766	672.5743	0
ILMN_2162564	65.63756	0.9961039
ILMN_1681890	161.6085	0.01818182
ILMN_2374293	616.262	0
ILMN_1660663	271.794	0
ILMN_1713599	98.9102	0.1233766
ILMN_1794156	76.38983	0.5324675
ILMN_1664560	457.8348	0
ILMN_1696991	157.0882	0.02077922
ILMN_2354617	102.249	0.0987013
ILMN_1684184	78.89309	0.425974
ILMN_2374244	383.5833	0
ILMN_2374249	234.4571	0.003896104
ILMN_1794588	212.6577	0.005194805
ILMN_2400326	77.27595	0.4831169
ILMN_2400322	80.7422	0.374026
ILMN_1695807	104.2196	0.09220779
ILMN_1681269	222.2033	0.003896104
ILMN_1810420	1009.236	0
ILMN_2162298	93.52314	0.1701299
ILMN_1757253	87.39166	0.2337662
ILMN_3244704	90.5116	0.1961039
ILMN_1812523	73.53731	0.6935065
ILMN_1731025	73.37141	0.7012987
ILMN_2358821	71.77697	0.8
ILMN_1685431	80.92333	0.3688312
ILMN_2351272	80.97205	0.3662338
ILMN_2078466	76.82514	0.5025974
ILMN_1763200	201.1089	0.006493506
ILMN_2051469	88.28986	0.2181818
ILMN_1777233	168.5711	0.01688312
ILMN_1669502	495.6467	0
ILMN_1761828	491.4509	0
ILMN_1782551	146.4753	0.02857143
ILMN_2309608	72.33054	0.7753247
ILMN_1656196	255.407	0.001298701
ILMN_1798210	73.97127	0.6701299
ILMN_1811006	77.17348	0.4857143
ILMN_1720287	392.6881	0
ILMN_1685012	143.4264	0.02987013
ILMN_1708798	134.5178	0.03636364
ILMN_3243744	303.0473	0
ILMN_1758750	106.515	0.08571429
ILMN_1791896	310.5208	0
ILMN_2273683	70.0712	0.9012987
ILMN_1729144	74.73214	0.6168831
ILMN_1778681	85.77107	0.2571429
ILMN_2110919	84.72939	0.2675325
ILMN_1694736	85.49867	0.261039
ILMN_1707232	161.331	0.01818182
ILMN_3261292	150.1252	0.02597403
ILMN_3177727	74.51503	0.635065
ILMN_2168217	261.9162	0
ILMN_1798706	483.7242	0
ILMN_1802653	79.35479	0.4155844
ILMN_1768127	232.9837	0.003896104
ILMN_2073604	141.4958	0.02987013
ILMN_1805922	106.3071	0.08701298
ILMN_2087608	69.62377	0.925974
ILMN_1744045	76.10958	0.5467532
ILMN_1653143	109.801	0.07142857
ILMN_2206645	134.1216	0.03636364
ILMN_1672174	93.23076	0.1727273
ILMN_1762883	75.79771	0.5662338
ILMN_2275248	86.98249	0.2376623
ILMN_1787185	79.02193	0.4220779
ILMN_2373207	79.94923	0.3961039
ILMN_2203491	140.3233	0.02987013
ILMN_2109708	3503.228	0
ILMN_1690939	180.6909	0.009090909
ILMN_1653115	379.3659	0
ILMN_1762134	83.44181	0.3012987
ILMN_2167011	129.2059	0.04155844
ILMN_1671568	494.9051	0
ILMN_2072178	124.8229	0.04545455
ILMN_1718132	221.8927	0.003896104
ILMN_1658333	76.81069	0.5025974
ILMN_2329735	89.26697	0.2064935
ILMN_1746763	75.07942	0.6012987
ILMN_2228938	82.77805	0.3155844
ILMN_1757827	155.4554	0.02077922
ILMN_3245630	349.3258	0
ILMN_2233604	82.208	0.3337662
ILMN_1717173	98.97182	0.1233766
ILMN_1706193	116.613	0.05194805
ILMN_2381655	80.78651	0.3714286
ILMN_1671633	74.12726	0.6636364
ILMN_1791250	85.33774	0.2636364
ILMN_1709975	145.3731	0.02857143
ILMN_1684000	64.5243	1
ILMN_1767233	169.5607	0.01558442
ILMN_1767322	96.62369	0.1454545
ILMN_1754592	75.05424	0.6025974
ILMN_1761820	107.7912	0.08181818
ILMN_1719206	74.21188	0.6571429
ILMN_1724581	166.1363	0.01818182
ILMN_1665212	214.3294	0.005194805
ILMN_1779828	279.231	0
ILMN_1711909	541.1065	0
ILMN_1657639	76.46406	0.5298702
ILMN_1774063	78.44089	0.4428571
ILMN_2065299	166.4571	0.01818182
ILMN_2246894	336.7912	0
ILMN_1726169	980.9946	0
ILMN_1653504	194.5247	0.007792208
ILMN_1662741	857.2371	0
ILMN_1709719	91.05731	0.1948052
ILMN_1689976	76.187	0.5454546
ILMN_1682775	84.84564	0.2675325
ILMN_1680814	77.05979	0.4896104
ILMN_2358886	69.493	0.9272727
ILMN_1703205	66.68729	0.987013
ILMN_1796629	70.81076	0.8597403
ILMN_1751904	278.0372	0
ILMN_1710297	70.16187	0.8961039
ILMN_2264916	69.63717	0.9246753
ILMN_1675100	70.73309	0.8636364
ILMN_1743194	130.6532	0.04025974
ILMN_1796813	92.76603	0.174026
ILMN_2347917	91.08743	0.1948052
ILMN_1710150	86.39148	0.2441558
ILMN_2038774	10555.42	0
ILMN_3251737	235.6206	0.003896104
ILMN_1343291	9749.53	0
ILMN_1810810	9526.729	0
ILMN_2108735	76.1764	0.5454546
ILMN_3243441	3210.394	0
ILMN_1685678	114.6809	0.05584415
ILMN_2318725	2947.601	0
ILMN_1701930	227.421	0.003896104
ILMN_1694587	1774.298	0
ILMN_1675541	72.84287	0.7454545
ILMN_1782543	380.6529	0
ILMN_2408039	1224.754	0
ILMN_1703635	74.87324	0.6090909
ILMN_1725105	172.7607	0.01428571
ILMN_2158587	69.52689	0.9272727
ILMN_2262288	2228.649	0
ILMN_1738383	1910.391	0
ILMN_1789171	131.3328	0.03896104
ILMN_1732375	81.37086	0.3584416
ILMN_1811616	122.9714	0.04805195
ILMN_1699562	108.5819	0.07532468
ILMN_1694068	68.40419	0.9714286
ILMN_1726437	175.9922	0.01168831
ILMN_1745623	220.2079	0.005194805
ILMN_1796436	81.09362	0.3649351
ILMN_1774480	163.0846	0.01818182
ILMN_1762233	63.78025	1
ILMN_1788305	72.43549	0.7662337
ILMN_2388403	78.01618	0.4545455
ILMN_1669465	97.84155	0.1350649
ILMN_1683858	74.34502	0.6428571
ILMN_1698673	84.77071	0.2675325
ILMN_2232036	81.47076	0.3545454
ILMN_2218758	79.95206	0.3961039
ILMN_1665250	73.95793	0.6714286
ILMN_1735877	79.45358	0.4142857
ILMN_1673880	74.90775	0.6090909
ILMN_2350634	80.06797	0.3935065
ILMN_1653203	95.73438	0.151948
ILMN_1738346	405.6178	0
ILMN_2047856	74.10552	0.6636364
ILMN_1773048	79.34584	0.4155844
ILMN_1704617	147.5266	0.02857143
ILMN_2199409	72.99464	0.7298701
ILMN_1755051	90.96635	0.1948052
ILMN_1791302	128.2561	0.04155844
ILMN_1779448	79.59747	0.4090909
ILMN_1761463	3773.135	0
ILMN_2371053	85.38314	0.2623377
ILMN_2371055	90.59737	0.1961039
ILMN_1701009	72.29838	0.7779221
ILMN_1684256	161.7391	0.01818182
ILMN_1755710	109.7658	0.07142857
ILMN_1665696	245.5969	0.002597403
ILMN_1685616	87.73803	0.2272727
ILMN_1654563	98.21745	0.1324675
ILMN_1703852	79.66489	0.4077922
ILMN_1695606	71.3609	0.8402597
ILMN_1664776	492.8812	0
ILMN_3245346	79.29058	0.4155844
ILMN_1702105	166.7903	0.01818182
ILMN_1765248	87.38715	0.2337662
ILMN_1729167	105.3646	0.08961039
ILMN_2404629	104.2274	0.09220779
ILMN_2292875	94.32044	0.1649351
ILMN_1738819	238.331	0.003896104
ILMN_1690733	79.56496	0.4090909
ILMN_3254696	100.9408	0.1116883
ILMN_3178238	116.7765	0.05194805
ILMN_1716309	74.23805	0.6545454
ILMN_2057479	77.84836	0.4636364
ILMN_1669898	90.95323	0.1948052
ILMN_2381730	83.06142	0.3077922
ILMN_1693515	72.46279	0.7649351
ILMN_2384770	116.5826	0.05194805
ILMN_1759487	217.8013	0.005194805
ILMN_1654109	95.20171	0.1545455
ILMN_1711346	88.64643	0.212987
ILMN_1798975	110.9708	0.06753246
ILMN_1728858	248.0269	0.002597403
ILMN_1755535	92.35582	0.1805195
ILMN_1696521	109.1757	0.07402597
ILMN_1749892	241.2541	0.002597403
ILMN_1815686	74.25888	0.6545454
ILMN_1768773	232.2072	0.003896104
ILMN_2354391	1774.352	0
ILMN_1667626	74.48706	0.6363636
ILMN_3247013	79.54794	0.4090909
ILMN_1762899	269.4994	0
ILMN_1743199	142.2968	0.02987013
ILMN_1722781	98.42182	0.1285714
ILMN_1724280	109.2834	0.07402597
ILMN_1764052	115.8645	0.05324675
ILMN_1803348	131.0624	0.03896104
ILMN_3244457	915.5369	0
ILMN_1651832	1350.417	0
ILMN_1808777	75.08705	0.6012987
ILMN_1671473	78.5713	0.4402598
ILMN_1720083	143.0198	0.02987013
ILMN_1708130	115.8325	0.05324675
ILMN_1701507	88.6545	0.212987
ILMN_1706418	84.39906	0.2714286
ILMN_1812273	85.23019	0.2649351
ILMN_1760129	89.08749	0.2064935
ILMN_1751081	401.1806	0
ILMN_1700791	75.98319	0.5545455
ILMN_1669394	174.0965	0.01298701
ILMN_1726138	92.50546	0.1779221
ILMN_1775269	94.8869	0.1584416
ILMN_1704472	114.4822	0.05584415
ILMN_2051900	6726.931	0
ILMN_1798085	86.33745	0.2454545
ILMN_1776000	92.21705	0.1818182
ILMN_1803846	2935.766	0
ILMN_1717834	109.4521	0.07272727
ILMN_1770895	77.79308	0.4636364
ILMN_1813240	112.3628	0.06363636
ILMN_1755419	95.83111	0.1493506
ILMN_1755537	872.9128	0
ILMN_2228976	210.9474	0.005194805
ILMN_1679324	635.442	0
ILMN_1733305	449.1155	0
ILMN_2156267	890.6519	0
ILMN_3250614	116.6496	0.05194805
ILMN_1706502	505.8271	0
ILMN_1724984	98.32101	0.1298701
ILMN_1755114	606.6883	0
ILMN_1753716	444.5319	0
ILMN_1713380	188.8782	0.007792208
ILMN_3237907	101.9243	0.1012987
ILMN_1687430	287.765	0
ILMN_2356672	264.8225	0
ILMN_1748157	111.4486	0.06623377
ILMN_1688534	169.6003	0.01558442
ILMN_1671326	182.6403	0.009090909
ILMN_1695719	349.0791	0
ILMN_1761049	244.0668	0.002597403
ILMN_1809751	99.67155	0.1168831
ILMN_1706304	151.825	0.02467532
ILMN_1739821	110.6874	0.06753246
ILMN_1798014	117.6664	0.05064935
ILMN_1665717	816.5506	0
ILMN_1708164	380.9631	0
ILMN_2379469	700.2417	0
ILMN_2278729	115.0384	0.05584415
ILMN_1715636	259.4048	0
ILMN_2330410	76.95351	0.4935065
ILMN_3238570	128.0301	0.04155844
ILMN_1739847	570.9117	0
ILMN_1739257	2656.74	0
ILMN_1694398	838.7051	0
ILMN_1689446	693.3964	0
ILMN_1683660	508.9512	0
ILMN_1671291	473.1049	0
ILMN_1809516	90.14555	0.1987013
ILMN_1815345	158.0919	0.02077922
ILMN_1694057	918.4914	0
ILMN_1762725	1270.899	0
ILMN_3240740	2752.379	0
ILMN_2192694	321.1141	0
ILMN_2192693	676.441	0
ILMN_1722900	3104.068	0
ILMN_3251629	332.3811	0
ILMN_1685722	2351.997	0
ILMN_1667043	496.4926	0
ILMN_1655497	1555.24	0
ILMN_3250077	74.10297	0.6636364
ILMN_1658955	66.17105	0.9922078
ILMN_1696120	91.9402	0.1844156
ILMN_2050761	97.32195	0.1376623
ILMN_3250927	77.39341	0.4779221
ILMN_1687576	77.40591	0.4779221
ILMN_1738326	265.5445	0
ILMN_2225144	654.2191	0
ILMN_1796146	426.1859	0
ILMN_1767324	81.84742	0.3428572
ILMN_1728083	533.7938	0
ILMN_2197225	119.8158	0.04935065
ILMN_2197222	80.37465	0.3844156
ILMN_1794967	146.14	0.02857143
ILMN_2370772	177.1445	0.009090909
ILMN_1672902	69.6228	0.925974
ILMN_1768470	226.878	0.003896104
ILMN_1678244	148.9871	0.02727273
ILMN_2380946	2878.309	0
ILMN_2279635	333.2643	0
ILMN_1761519	1759.428	0
ILMN_1775692	248.4576	0.002597403
ILMN_2304624	611.8484	0
ILMN_1776021	576.8771	0
ILMN_2318430	128.3917	0.04155844
ILMN_1786734	92.04875	0.1831169
ILMN_1815733	252.4835	0.002597403
ILMN_1657769	99.24258	0.1181818
ILMN_1794522	429.3797	0
ILMN_1735151	88.78383	0.2077922
ILMN_2071737	95.73555	0.151948
ILMN_1766984	87.44485	0.2324675
ILMN_1756767	278.6826	0
ILMN_1787410	233.1767	0.003896104
ILMN_1722151	73.06811	0.7207792
ILMN_1805902	120.0815	0.04935065
ILMN_2202747	74.88378	0.6090909
ILMN_2177970	82.44833	0.3298701
ILMN_1677559	76.04979	0.5519481
ILMN_1693072	82.95557	0.3116883
ILMN_1718044	103.3366	0.0948052
ILMN_1706635	182.7374	0.009090909
ILMN_1764873	102.8273	0.0987013
ILMN_1769369	75.91134	0.5584416
ILMN_2401143	74.59029	0.6298701
ILMN_1678618	206.5774	0.005194805
ILMN_2065254	98.49056	0.1285714
ILMN_1664010	1370.004	0
ILMN_2252295	171.8972	0.01428571
ILMN_1691559	465.5725	0
ILMN_1772486	112.6907	0.06103896
ILMN_1769201	109.8945	0.07142857
ILMN_1652082	563.577	0
ILMN_1813270	77.55031	0.4688312
ILMN_1684699	119.175	0.05064935
ILMN_3247713	73.48905	0.6974026
ILMN_1658685	87.47768	0.2311688
