PROBE_ID	7677153059_H.VALUE	7677153059_H.Detection Pval
ILMN_2279796	73.54386	0.7428572
ILMN_1683415	76.91701	0.548052
ILMN_2319544	71.81283	0.8753247
ILMN_1658818	77.95495	0.4961039
ILMN_1757060	69.48619	0.9558442
ILMN_1809695	422.0115	0
ILMN_2359601	208.3276	0.005194805
ILMN_1794863	104.696	0.08571429
ILMN_1660633	68.55446	0.9831169
ILMN_1767168	87.36401	0.2155844
ILMN_2166582	69.50979	0.9558442
ILMN_1715372	100.8699	0.09740259
ILMN_2382705	82.06239	0.3337662
ILMN_2367638	151.8003	0.02077922
ILMN_1743021	292.0281	0
ILMN_1667381	138.041	0.03116883
ILMN_1714599	867.3365	0
ILMN_1688580	830.1241	0
ILMN_1811957	120.7263	0.04805195
ILMN_1792660	76.82121	0.5597402
ILMN_1661940	83.86165	0.2896104
ILMN_1798867	158.718	0.01558442
ILMN_1744647	109.0791	0.07272727
ILMN_1775950	79.10918	0.4415585
ILMN_2073592	108.457	0.07662338
ILMN_1664012	502.9773	0
ILMN_1762825	439.7931	0
ILMN_2401057	328.5499	0
ILMN_1797604	6507.847	0
ILMN_1691237	76.61089	0.5636364
ILMN_1655821	108.6831	0.07532468
ILMN_1705261	428.7101	0
ILMN_1677357	74.34782	0.6792208
ILMN_1785069	81.31903	0.361039
ILMN_2252186	109.8118	0.06883117
ILMN_1769755	78.94759	0.4467532
ILMN_2331553	74.36115	0.6792208
ILMN_1765274	152.9512	0.01818182
ILMN_2101034	103.5766	0.08831169
ILMN_1787514	112.1922	0.05974026
ILMN_1677108	77.65072	0.5168831
ILMN_1695285	75.252	0.635065
ILMN_1716057	108.7743	0.07532468
ILMN_1716357	79.1376	0.4402598
ILMN_2296803	75.34502	0.6298701
ILMN_1687971	165.1329	0.01298701
ILMN_2332691	118.4293	0.04805195
ILMN_1737089	105.3168	0.08441558
ILMN_3243831	75.53355	0.6207792
ILMN_2117642	79.91491	0.4077922
ILMN_1685022	137.3808	0.03246753
ILMN_3187689	72.75204	0.7948052
ILMN_1731073	109.3037	0.07142857
ILMN_1690923	90.52524	0.1792208
ILMN_1655418	614.6824	0
ILMN_2393254	305.1728	0
ILMN_1699809	81.88926	0.3363636
ILMN_1770676	110.4919	0.06883117
ILMN_1782897	188.7225	0.005194805
ILMN_1754145	183.1688	0.009090909
ILMN_1681118	146.6367	0.02337662
ILMN_2345739	112.5342	0.05844156
ILMN_2286400	89.15009	0.2
ILMN_1757660	114.5732	0.05454545
ILMN_3307742	135.3508	0.03376623
ILMN_1747105	71.41702	0.8922078
ILMN_1763843	72.07447	0.8558441
ILMN_2359306	68.56243	0.9831169
ILMN_2267508	92.85844	0.1584416
ILMN_1803742	183.8572	0.009090909
ILMN_1680722	70.29737	0.9350649
ILMN_1768870	1744.989	0
ILMN_2069196	77.94479	0.4974026
ILMN_2053921	510.8403	0
ILMN_1798980	939.6549	0
ILMN_1743714	114.0941	0.05584415
ILMN_1721978	171.9203	0.01038961
ILMN_1671728	112.7032	0.05844156
ILMN_1773347	89.81734	0.1896104
ILMN_1738669	77.66663	0.5155844
ILMN_1726591	441.3441	0
ILMN_1724474	122.9625	0.04545455
ILMN_3252556	112.1511	0.05974026
ILMN_1707979	104.0324	0.08571429
ILMN_3238525	93.77749	0.1493506
ILMN_1692349	97.31053	0.1246753
ILMN_1779854	86.01064	0.2428571
ILMN_2192281	487.3221	0
ILMN_1712532	315.0603	0
ILMN_1809477	322.2328	0
ILMN_1783546	145.1262	0.02597403
ILMN_1680134	306.8085	0
ILMN_1696066	93.93993	0.1493506
ILMN_2367469	232.2538	0.002597403
ILMN_1765222	181.3387	0.01038961
ILMN_1724540	71.69115	0.8766234
ILMN_1702296	76.37735	0.5792208
ILMN_1708983	83.4863	0.3012987
ILMN_1680927	71.99665	0.8636364
ILMN_3306944	64.35284	1
ILMN_1808546	76.96279	0.5454546
ILMN_1665004	615.8928	0
ILMN_1686948	102.2498	0.09220779
ILMN_2325574	248.7678	0.001298701
ILMN_2357471	70.21704	0.9363636
ILMN_1715437	79.89208	0.4103896
ILMN_2139035	87.25129	0.2194805
ILMN_1654773	98.48382	0.1142857
ILMN_1679039	74.20018	0.6883117
ILMN_1768556	75.80239	0.6051948
ILMN_2326509	1848.267	0
ILMN_1727762	70.64233	0.9220779
ILMN_2326512	1572.911	0
ILMN_1797578	109.1746	0.07272727
ILMN_2321720	82.29658	0.3272727
ILMN_2132119	69.30162	0.9636363
ILMN_1739513	75.22633	0.638961
ILMN_2296057	131.87	0.03506494
ILMN_2410540	1054.991	0
ILMN_1736568	169.759	0.01038961
ILMN_2388155	235.1489	0.002597403
ILMN_1731639	283.2639	0
ILMN_1760227	68.44248	0.987013
ILMN_1678454	2182.096	0
ILMN_1774585	81.4991	0.3493507
ILMN_1778059	203.6501	0.005194805
ILMN_1722158	291.4516	0
ILMN_2367113	97.10128	0.125974
ILMN_1659350	76.73655	0.561039
ILMN_1694877	86.81134	0.2272727
ILMN_2373763	104.1906	0.08571429
ILMN_2362974	82.63838	0.3181818
ILMN_1730332	78.66451	0.4623377
ILMN_1669565	73.10575	0.7662337
ILMN_1787749	296.4284	0
ILMN_1809313	88.16476	0.2077922
ILMN_2377733	283.6111	0
ILMN_1673757	248.6462	0.001298701
ILMN_1747129	73.11459	0.7662337
ILMN_1786046	108.6487	0.07532468
ILMN_1718070	136.422	0.03246753
ILMN_1813949	71.37324	0.8935065
ILMN_1722329	81.02807	0.3701299
ILMN_1767711	69.8926	0.9493507
ILMN_1785156	77.58382	0.5207792
ILMN_1740739	77.0126	0.5441558
ILMN_1678061	84.40241	0.274026
ILMN_1717234	297.0154	0
ILMN_1783627	135.303	0.03376623
ILMN_1694943	79.92748	0.4077922
ILMN_1672947	161.0964	0.01428571
ILMN_1774674	75.79462	0.6051948
ILMN_2322806	261.7312	0
ILMN_1655191	151.5921	0.02077922
ILMN_2340202	101.3772	0.0961039
ILMN_2256953	87.6182	0.2142857
ILMN_2151739	346.9584	0
ILMN_1651705	836.6585	0
ILMN_1789394	96.06419	0.1298701
ILMN_2403542	92.25705	0.1675325
ILMN_2286014	5600.073	0
ILMN_1794157	94.56381	0.1415584
ILMN_2186351	78.26585	0.4831169
ILMN_1693961	76.79729	0.561039
ILMN_1740419	74.03536	0.6974026
ILMN_1762091	72.54336	0.812987
ILMN_2149226	107.6594	0.07792208
ILMN_1687583	113.0899	0.05714286
ILMN_1658835	89.94843	0.1883117
ILMN_1735220	112.9383	0.05844156
ILMN_2360730	97.00955	0.125974
ILMN_1804980	78.74395	0.4597403
ILMN_1810532	81.03477	0.3701299
ILMN_1807540	182.9037	0.009090909
ILMN_2331062	129.2901	0.03766234
ILMN_2251895	94.40385	0.1454545
ILMN_1752404	74.76159	0.6558442
ILMN_1657627	177.792	0.01038961
ILMN_1771043	95.25605	0.1337662
ILMN_1720616	74.29127	0.6844156
ILMN_1766408	195.5803	0.005194805
ILMN_2399489	69.83978	0.9506493
ILMN_1716080	315.8965	0
ILMN_2181968	452.1977	0
ILMN_1685580	238.0476	0.002597403
ILMN_1811729	94.20708	0.1467533
ILMN_1705433	137.5218	0.03246753
ILMN_2073732	570.5378	0
ILMN_1712461	76.42165	0.5766234
ILMN_1796069	74.44966	0.6727273
ILMN_2053829	101.8254	0.09350649
ILMN_1699768	89.66053	0.1935065
ILMN_1809003	77.04597	0.5428572
ILMN_1652237	78.35328	0.4805195
ILMN_1813400	116.1664	0.05324675
ILMN_1804735	445.7552	0
ILMN_1802757	70.19209	0.9402598
ILMN_2152010	79.98609	0.4064935
ILMN_1802907	75.12567	0.6441559
ILMN_1657312	71.24692	0.9
ILMN_3248676	100.0306	0.1038961
ILMN_2150352	178.4015	0.01038961
ILMN_1659006	73.82858	0.7142857
ILMN_3248957	74.43436	0.6727273
ILMN_1770244	173.5811	0.01038961
ILMN_1709645	79.34254	0.4337662
ILMN_1686237	105.6247	0.08441558
ILMN_1770678	180.2034	0.01038961
ILMN_1774086	214.4033	0.005194805
ILMN_1790625	318.674	0
ILMN_1782173	71.58517	0.8857143
ILMN_1724145	482.9522	0
ILMN_1813028	101.3187	0.0961039
ILMN_1691930	273.8252	0
ILMN_1657361	423.3178	0
ILMN_1775183	93.40236	0.151948
ILMN_1730879	84.66387	0.2688312
ILMN_1678484	72.95773	0.7792208
ILMN_2399571	69.07095	0.9727273
ILMN_3252733	78.65077	0.4623377
ILMN_1701127	277.2701	0
ILMN_2149935	114.4181	0.05454545
ILMN_1690291	103.8327	0.08831169
ILMN_2406586	77.39606	0.5285714
ILMN_1809342	93.61861	0.1493506
ILMN_1679127	82.42419	0.3233766
ILMN_2122511	4907.481	0
ILMN_1813528	75.82901	0.6051948
ILMN_1764096	117.1337	0.04805195
ILMN_1778371	222.0744	0.002597403
ILMN_2130003	81.82523	0.338961
ILMN_1763408	126.1526	0.04415584
ILMN_2244484	104.0348	0.08571429
ILMN_1763127	74.48954	0.6714286
ILMN_1701477	91.65587	0.1714286
ILMN_1684789	115.6626	0.05454545
ILMN_1796762	117.2346	0.04805195
ILMN_1811786	69.50645	0.9558442
ILMN_1791905	80.14409	0.4
ILMN_1792456	103.8116	0.08831169
ILMN_2103014	81.09901	0.3688312
ILMN_1677859	80.61753	0.3779221
ILMN_1682567	128.6678	0.03896104
ILMN_1709630	103.3044	0.08831169
ILMN_2239069	85.3924	0.2571429
ILMN_1806488	74.64572	0.6623377
ILMN_2306935	72.14086	0.8493506
ILMN_1672759	750.6458	0
ILMN_1801766	516.4455	0
ILMN_1746949	78.51554	0.4649351
ILMN_2163206	76.29929	0.5844156
ILMN_1716368	105.354	0.08441558
ILMN_1761101	127.4979	0.03896104
ILMN_1775520	69.75107	0.9532468
ILMN_1658376	191.8552	0.005194805
ILMN_1730347	146.1243	0.02337662
ILMN_1795085	82.19817	0.3311688
ILMN_2059606	75.27187	0.635065
ILMN_1809889	183.0525	0.009090909
ILMN_1725071	217.8656	0.005194805
ILMN_1714710	94.4058	0.1454545
ILMN_2183772	77.15114	0.5376623
ILMN_1739054	80.48182	0.3831169
ILMN_1705843	94.41441	0.1454545
ILMN_1904052	79.26025	0.4337662
ILMN_1679971	84.89338	0.2662338
ILMN_1811775	98.99049	0.1116883
ILMN_3244319	2299.735	0
ILMN_1751264	110.2612	0.06883117
ILMN_2214955	79.43997	0.4311688
ILMN_1667356	252.7608	0.001298701
ILMN_2224918	73.15432	0.7649351
ILMN_1669621	80.96996	0.3701299
ILMN_2174875	87.54441	0.2142857
ILMN_1758633	509.1381	0
ILMN_1716342	87.01517	0.2246753
ILMN_2360362	74.08618	0.6948052
ILMN_1746417	82.1543	0.3337662
ILMN_1809883	75.84789	0.6051948
ILMN_1792152	86.05011	0.2415584
ILMN_1712067	86.14889	0.2402597
ILMN_1706935	120.1223	0.04805195
ILMN_1743506	83.02041	0.3090909
ILMN_1767260	114.2574	0.05454545
ILMN_1677239	217.919	0.005194805
ILMN_1691566	82.07659	0.3337662
ILMN_1693711	70.67685	0.9207792
ILMN_1714936	76.35435	0.5831169
ILMN_1727646	71.26173	0.8987013
ILMN_1707277	72.73345	0.7948052
ILMN_1742032	95.52228	0.1337662
ILMN_3232889	67.84615	0.9896104
ILMN_3242820	71.68366	0.8766234
ILMN_1809491	77.96293	0.4948052
ILMN_1790555	119.3873	0.04805195
ILMN_2100285	75.72359	0.6064935
ILMN_2100287	107.7123	0.07792208
ILMN_1663816	72.58331	0.8038961
ILMN_1792276	95.71487	0.1324675
ILMN_1783676	84.82739	0.2688312
ILMN_1825660	87.86565	0.2103896
ILMN_2235602	77.76531	0.5077922
ILMN_3246065	100.8955	0.09740259
ILMN_3238757	85.50803	0.2558441
ILMN_1723594	145.3298	0.02597403
ILMN_1704476	78.91435	0.4493507
ILMN_3244162	79.07372	0.4415585
ILMN_1727511	80.99548	0.3701299
ILMN_2154603	184.08	0.009090909
ILMN_1795922	205.1472	0.005194805
ILMN_1787441	121.0191	0.04805195
ILMN_2077406	75.18891	0.6428571
ILMN_1804953	97.17913	0.125974
ILMN_3245143	133.4845	0.03506494
ILMN_1812489	97.72886	0.1233766
ILMN_1781234	98.735	0.1116883
ILMN_2050023	518.2642	0
ILMN_1718771	87.44421	0.2142857
ILMN_1793146	98.10815	0.1181818
ILMN_1789266	125.2683	0.04415584
ILMN_1733191	116.7201	0.04935065
ILMN_1811167	84.73686	0.2688312
ILMN_1798659	463.7822	0
ILMN_1778478	134.723	0.03506494
ILMN_2099586	87.3483	0.2155844
ILMN_3241382	74.2021	0.6883117
ILMN_1671295	79.27752	0.4337662
ILMN_1681136	123.6442	0.04545455
ILMN_1803490	72.32973	0.8337662
ILMN_2288784	75.70724	0.6064935
ILMN_1657547	87.91621	0.2103896
ILMN_1744621	89.61672	0.1948052
ILMN_1722863	82.15932	0.3337662
ILMN_1770493	86.23398	0.238961
ILMN_1687813	70.13681	0.9415584
ILMN_3239045	84.23686	0.2766234
ILMN_2235086	74.85694	0.6545454
ILMN_1793309	82.31757	0.3272727
ILMN_1760638	97.37003	0.1246753
ILMN_1658212	160.909	0.01428571
ILMN_2406716	77.77059	0.5077922
ILMN_1799113	90.04681	0.1883117
ILMN_2214562	73.30228	0.7584416
ILMN_1743783	97.45157	0.1246753
ILMN_1686135	267.1191	0
ILMN_1788629	74.75945	0.6558442
ILMN_2273331	73.01274	0.7753247
ILMN_2369756	83.15845	0.3051948
ILMN_1804522	114.2337	0.05454545
ILMN_1751099	77.51211	0.5233766
ILMN_1720233	435.2483	0
ILMN_1745946	100.55	0.1
ILMN_1803471	68.4965	0.9844156
ILMN_2302118	191.8544	0.005194805
ILMN_1738333	75.96099	0.6012987
ILMN_1725250	71.96439	0.8662338
ILMN_1799579	125.8613	0.04415584
ILMN_1742380	124.3813	0.04415584
ILMN_1715569	242.6366	0.001298701
ILMN_1707311	78.23108	0.4844156
ILMN_1702541	120.8471	0.04805195
ILMN_2064898	246.3087	0.001298701
ILMN_1789786	332.8835	0
ILMN_1687437	123.8768	0.04415584
ILMN_2140342	87.13634	0.2220779
ILMN_1686920	79.95231	0.4077922
ILMN_1662318	721.107	0
ILMN_1745904	243.4354	0.001298701
ILMN_1722446	314.919	0
ILMN_2210298	84.43922	0.274026
ILMN_1663370	88.61035	0.2025974
ILMN_1701905	72.53927	0.812987
ILMN_1773060	191.0335	0.005194805
ILMN_1653102	74.71012	0.6584415
ILMN_3235171	122.4822	0.04545455
ILMN_2227195	89.64802	0.1948052
ILMN_1683533	84.87959	0.2662338
ILMN_1663062	79.05911	0.4415585
ILMN_1815326	81.5619	0.3480519
ILMN_2203876	92.39972	0.1649351
ILMN_1657680	141.3958	0.02857143
ILMN_2382974	87.74761	0.212987
ILMN_1808835	80.47328	0.3831169
ILMN_1768877	206.2415	0.005194805
ILMN_1749982	85.83213	0.2467532
ILMN_1768433	114.606	0.05454545
ILMN_1707783	1888	0
ILMN_1730745	74.98533	0.6506494
ILMN_1678086	79.51611	0.4246753
ILMN_1747655	70.06757	0.9441559
ILMN_3251383	72.32851	0.8337662
ILMN_1728085	82.39269	0.3233766
ILMN_1659786	107.8389	0.07792208
ILMN_2101375	137.4375	0.03246753
ILMN_1811397	89.74104	0.1909091
ILMN_1711473	160.8169	0.01428571
ILMN_3256415	69.50443	0.9558442
ILMN_1760314	75.96459	0.6012987
ILMN_1803338	85.25935	0.2597403
ILMN_1715662	72.41769	0.8233766
ILMN_1794534	78.93446	0.4467532
ILMN_1791933	79.43634	0.4311688
ILMN_1792296	70.46468	0.9298701
ILMN_1709227	197.4562	0.005194805
ILMN_1669982	70.21955	0.9363636
ILMN_2361614	69.5554	0.9545454
ILMN_1657332	88.89487	0.2012987
ILMN_1792681	100.5884	0.0987013
ILMN_1706691	127.9747	0.03896104
ILMN_1811050	87.39352	0.2155844
ILMN_1772208	220.2605	0.002597403
ILMN_3248352	182.824	0.009090909
ILMN_1695972	86.69998	0.2285714
ILMN_1719190	86.44925	0.2363636
ILMN_1761961	143.2905	0.02857143
ILMN_1692948	87.88995	0.2103896
ILMN_2232166	297.8613	0
ILMN_1676523	110.5721	0.06883117
ILMN_2190051	88.92565	0.2012987
ILMN_1731107	253.6271	0.001298701
ILMN_3248263	228.0221	0.002597403
ILMN_3245310	75.51656	0.6220779
ILMN_1799710	79.10472	0.4415585
ILMN_1801600	190.7558	0.005194805
ILMN_1695357	79.44412	0.4285714
ILMN_1674051	75.03658	0.6493506
ILMN_1660963	151.7097	0.02077922
ILMN_1712943	78.2458	0.4831169
ILMN_1656330	101.4951	0.09350649
ILMN_1760088	83.19698	0.3051948
ILMN_2086965	73.81582	0.7142857
ILMN_1725519	107.9441	0.07662338
ILMN_1783593	81.86449	0.3376623
ILMN_3268472	122.4202	0.04545455
ILMN_3192001	84.20074	0.2766234
ILMN_1740609	109.0196	0.07402597
ILMN_1669034	84.46471	0.2714286
ILMN_2255130	81.82369	0.338961
ILMN_1670658	78.79112	0.4571429
ILMN_2045324	75.41238	0.6272727
ILMN_1710186	73.83974	0.7142857
ILMN_1654411	75.49689	0.6220779
ILMN_1769129	76.19432	0.5922078
ILMN_1720048	72.74368	0.7948052
ILMN_1657234	76.37996	0.5792208
ILMN_1677505	243.3625	0.001298701
ILMN_2160476	77.44103	0.525974
ILMN_1764030	70.67635	0.9207792
ILMN_1686109	90.85781	0.1779221
ILMN_1653766	75.48246	0.6220779
ILMN_1737817	104.794	0.08571429
ILMN_1782596	66.88108	0.9974026
ILMN_1659601	151.2131	0.02207792
ILMN_2113606	119.0477	0.04805195
ILMN_1774087	116.5488	0.05064935
ILMN_1701347	103.7528	0.08831169
ILMN_2228845	78.40197	0.474026
ILMN_1671509	146.0142	0.02467532
ILMN_2218856	96.7249	0.1285714
ILMN_1747355	124.1733	0.04415584
ILMN_1773245	81.14441	0.3675325
ILMN_2105573	117.0116	0.04935065
ILMN_1674563	73.42982	0.7506493
ILMN_2100209	183.5614	0.009090909
ILMN_1716276	180.4686	0.01038961
ILMN_1677591	76.05596	0.6
ILMN_1773352	1690.591	0
ILMN_2098126	3306.981	0
ILMN_1683456	75.07606	0.648052
ILMN_1772964	178.5715	0.01038961
ILMN_1692271	95.77684	0.1324675
ILMN_1652198	246.3737	0.001298701
ILMN_1784352	1022.18	0
ILMN_2157099	69.63614	0.9545454
ILMN_1786125	109.1893	0.07272727
ILMN_1712803	69.78467	0.951948
ILMN_2347349	169.1613	0.01038961
ILMN_2260833	106.3287	0.08441558
ILMN_1714386	74.37793	0.6753247
ILMN_1752394	90.08568	0.1883117
ILMN_1801939	88.13577	0.2077922
ILMN_1754746	75.48667	0.6220779
ILMN_2380660	72.96078	0.7792208
ILMN_1705757	69.37589	0.9597403
ILMN_1798705	109.5199	0.07012987
ILMN_2409395	124.7338	0.04415584
ILMN_1676423	110.9138	0.06363636
ILMN_1688480	77.65562	0.5155844
ILMN_1667081	263.469	0
ILMN_2067656	535.0283	0
ILMN_1668721	2763.387	0
ILMN_1658743	146.3849	0.02337662
ILMN_1711459	110.9794	0.06363636
ILMN_1702247	2846.8	0
ILMN_2384785	96.64305	0.1285714
ILMN_1795852	96.85088	0.1272727
ILMN_2374425	76.09162	0.5974026
ILMN_1733419	74.13359	0.6922078
ILMN_1651260	70.79102	0.9168831
ILMN_2412384	102.801	0.08831169
ILMN_1773119	79.85953	0.4116883
ILMN_1694491	319.6858	0
ILMN_2380754	70.94696	0.9103896
ILMN_1747244	116.1273	0.05324675
ILMN_2228732	311.3361	0
ILMN_2187830	132.2725	0.03506494
ILMN_1742250	229.3659	0.002597403
ILMN_1691942	4240.731	0
ILMN_3241750	82.7864	0.3142857
ILMN_2206812	80.71593	0.374026
ILMN_3237926	255.2482	0
ILMN_1689123	713.5749	0
ILMN_2094776	1287.342	0
ILMN_1683129	207.3141	0.005194805
ILMN_2379226	114.6623	0.05454545
ILMN_1698260	87.01009	0.2246753
ILMN_1676631	71.24033	0.9012987
ILMN_1692390	87.07199	0.2246753
ILMN_2357682	107.9196	0.07662338
ILMN_1722522	208.9647	0.005194805
ILMN_1787877	364.1548	0
ILMN_1708991	282.9511	0
ILMN_1758606	86.03573	0.2428571
ILMN_2261784	791.8707	0
ILMN_1810069	119.1732	0.04805195
ILMN_2166524	143.4863	0.02857143
ILMN_3255636	81.26878	0.361039
ILMN_3181933	86.66586	0.2311688
ILMN_3265324	74.51099	0.6714286
ILMN_3188856	80.08355	0.4038961
ILMN_2409290	108.368	0.07662338
ILMN_1794190	669.5802	0
ILMN_1678833	298.8453	0
ILMN_1666493	156.4363	0.01558442
ILMN_1776706	67.72508	0.9922078
ILMN_1774761	420.1113	0
ILMN_2376431	70.44715	0.9298701
ILMN_2276996	113.0888	0.05714286
ILMN_3188479	73.60429	0.7337663
ILMN_1777461	106.9232	0.08311688
ILMN_1658299	126.8663	0.04155844
ILMN_1669062	192.7239	0.005194805
ILMN_1769895	339.2187	0
ILMN_3232921	73.37608	0.7532467
ILMN_1763322	461.9968	0
ILMN_1656684	72.4742	0.8181818
ILMN_2086143	72.48297	0.8168831
ILMN_2145033	70.59808	0.925974
ILMN_1653395	73.22476	0.761039
ILMN_2387696	9841.72	0
ILMN_1759635	75.79117	0.6051948
ILMN_1690907	100.3308	0.1012987
ILMN_1715131	170.3623	0.01038961
ILMN_1739421	80.45541	0.3844156
ILMN_1664316	80.49089	0.3831169
ILMN_2337386	97.42368	0.1246753
ILMN_2357730	86.38916	0.2363636
ILMN_1686804	77.60131	0.5207792
ILMN_1781769	102.8594	0.08831169
ILMN_1740436	79.45365	0.4285714
ILMN_2331922	71.39732	0.8935065
ILMN_1773992	119.1166	0.04805195
ILMN_3190833	88.97301	0.2012987
ILMN_1689378	101.3724	0.0961039
ILMN_2290998	143.8759	0.02727273
ILMN_1766797	145.5686	0.02597403
ILMN_1748407	135.2303	0.03376623
ILMN_1679382	193.9838	0.005194805
ILMN_1651828	125.7418	0.04415584
ILMN_2334989	199.3633	0.005194805
ILMN_1776073	92.18465	0.1675325
ILMN_1706246	95.03683	0.1363636
ILMN_1719611	140.7376	0.02857143
ILMN_1722502	171.5988	0.01038961
ILMN_1699610	82.73147	0.3168831
ILMN_1681160	81.82219	0.338961
ILMN_2050617	272.0126	0
ILMN_1733023	72.18925	0.848052
ILMN_2341793	411.3251	0
ILMN_1703718	159.2081	0.01428571
ILMN_1662954	154.2738	0.01688312
ILMN_1717868	604.7318	0
ILMN_3239249	72.26243	0.8415585
ILMN_1727272	68.78411	0.9766234
ILMN_1680364	73.45155	0.7506493
ILMN_2396444	8638.139	0
ILMN_1740015	3291.249	0
ILMN_1661589	124.2771	0.04415584
ILMN_2326713	1073.307	0
ILMN_1794740	116.2946	0.05194805
ILMN_1742001	117.489	0.04805195
ILMN_1722622	419.8805	0
ILMN_2379599	425.7767	0
ILMN_1733270	126.9343	0.04155844
ILMN_3242540	74.31078	0.6818182
ILMN_1783852	102.097	0.09350649
ILMN_1714118	86.44286	0.2363636
ILMN_1774071	106.9831	0.08181818
ILMN_3251610	121.082	0.04805195
ILMN_1665647	117.507	0.04805195
ILMN_1782704	132.5701	0.03506494
ILMN_1723520	135.9854	0.03246753
ILMN_1726230	122.9007	0.04545455
ILMN_1654210	317.6114	0
ILMN_1892782	72.17006	0.848052
ILMN_1719433	467.9583	0
ILMN_1784272	96.74969	0.1285714
ILMN_2335754	82.01057	0.3337662
ILMN_1695025	390.8062	0
ILMN_1706722	92.14033	0.1675325
ILMN_1787750	106.8102	0.08311688
ILMN_1750003	85.82715	0.2467532
ILMN_2408112	78.20226	0.4844156
ILMN_3239639	70.27719	0.9363636
ILMN_1657358	104.4529	0.08571429
ILMN_1718754	92.85789	0.1584416
ILMN_1676372	80.76907	0.374026
ILMN_1792075	149.0126	0.02207792
ILMN_1687825	105.5678	0.08441558
ILMN_2060413	288.6365	0
ILMN_1805519	90.11518	0.187013
ILMN_1702534	95.41119	0.1337662
ILMN_2377669	876.6124	0
ILMN_1676924	787.3049	0
ILMN_1726589	81.53598	0.3480519
ILMN_1688959	114.6426	0.05454545
ILMN_1701914	85.2238	0.261039
ILMN_1671051	93.19594	0.1532468
ILMN_2365307	79.39228	0.4324675
ILMN_1683747	83.81275	0.2909091
ILMN_1773781	79.63165	0.4194805
ILMN_1749362	92.05719	0.1675325
ILMN_1730433	104.4802	0.08571429
ILMN_1796244	625.6141	0
ILMN_1693552	663.188	0
ILMN_1701906	141.1906	0.02857143
ILMN_1751095	116.2365	0.05324675
ILMN_1782741	113.5688	0.05584415
ILMN_3240165	73.02773	0.7753247
ILMN_2112357	238.2833	0.002597403
ILMN_2174804	82.26445	0.3285714
ILMN_2174805	169.2601	0.01038961
ILMN_2070940	107.722	0.07792208
ILMN_1716797	986.4149	0
ILMN_2115633	103.7684	0.08831169
ILMN_1747622	283.8741	0
ILMN_2341229	78.42203	0.4714286
ILMN_1732799	92.07222	0.1675325
ILMN_1694249	147.5226	0.02337662
ILMN_2257587	74.48983	0.6714286
ILMN_1683479	75.63506	0.6142857
ILMN_1784863	590.8227	0
ILMN_1796094	924.5981	0
ILMN_1665132	73.09501	0.7662337
ILMN_2375825	679.1582	0
ILMN_1786176	1019.651	0
ILMN_2233783	75.8655	0.6051948
ILMN_2261416	622.422	0
ILMN_2325837	588.8875	0
ILMN_1724643	78.67058	0.4610389
ILMN_1739794	204.5777	0.005194805
ILMN_1747870	261.2359	0
ILMN_1717197	204.6871	0.005194805
ILMN_1727284	189.4414	0.005194805
ILMN_2367818	80.28121	0.3935065
ILMN_1779257	78.13972	0.4844156
ILMN_1659077	94.32507	0.1467533
ILMN_1778625	407.9978	0
ILMN_2348788	698.4616	0
ILMN_1803429	3929.285	0
ILMN_2307744	180.5357	0.01038961
ILMN_2307740	1838.984	0
ILMN_1771333	359.683	0
ILMN_2356991	103.4066	0.08831169
ILMN_2061043	1098.786	0
ILMN_1753112	145.3739	0.02597403
ILMN_2208903	1961.493	0
ILMN_2413808	1106.993	0
ILMN_1662843	933.6927	0
ILMN_1800540	337.4014	0
ILMN_1785268	472.8879	0
ILMN_2147517	485.8196	0
ILMN_2333687	77.54619	0.5220779
ILMN_1724789	101.6595	0.09350649
ILMN_1701497	74.93145	0.6532468
ILMN_1746565	368.3801	0
ILMN_1753468	609.5402	0
ILMN_1714861	1907.005	0
ILMN_2359907	1111.192	0
ILMN_2267914	187.7777	0.005194805
ILMN_2188333	556.2607	0
ILMN_1651316	183.1381	0.009090909
ILMN_1792538	311.839	0
ILMN_1760247	92.03079	0.1675325
ILMN_1723004	175.0611	0.01038961
ILMN_1736567	3404.576	0
ILMN_1761464	269.438	0
ILMN_2379644	1558.477	0
ILMN_1659227	100.318	0.1012987
ILMN_1734878	363.315	0
ILMN_2410371	77.23347	0.5337662
ILMN_2366212	395.9532	0
ILMN_1785439	177.9053	0.01038961
ILMN_1710017	140.6404	0.02857143
ILMN_1716736	104.4631	0.08571429
ILMN_1689953	1175.334	0
ILMN_2392274	282.6653	0
ILMN_1662973	232.6118	0.002597403
ILMN_1780582	243.1938	0.001298701
ILMN_2328666	149.7489	0.02207792
ILMN_2049293	82.8077	0.3142857
ILMN_1698367	163.6296	0.01428571
ILMN_1782560	249.2285	0.001298701
ILMN_1714602	386.273	0
ILMN_1672097	75.42937	0.6272727
ILMN_1768482	620.2383	0
ILMN_1760374	211.7525	0.005194805
ILMN_2353732	665.9512	0
ILMN_1748601	107.1042	0.08051948
ILMN_1669005	67.86001	0.9896104
ILMN_2354191	91.95857	0.1688312
ILMN_1666074	82.14268	0.3337662
ILMN_1695423	96.54411	0.1285714
ILMN_1704730	1478.474	0
ILMN_1711573	193.4756	0.005194805
ILMN_2415786	273.0894	0
ILMN_2413508	1043.485	0
ILMN_1676718	136.0815	0.03246753
ILMN_1673363	5910.415	0
