PROBE_ID	7677153059_C.VALUE	7677153059_C.Detection Pval
ILMN_1804604	94.71175	0.1896104
ILMN_1768925	80.37329	0.8181818
ILMN_2195462	84.48499	0.548052
ILMN_1744487	84.66915	0.5285714
ILMN_1689102	131.8286	0.04155844
ILMN_1729288	103.824	0.0961039
ILMN_2361181	98.61448	0.1402597
ILMN_1662935	79.5482	0.8701299
ILMN_1695740	78.01723	0.9376624
ILMN_1684558	82.12315	0.7077922
ILMN_1713038	87.55129	0.3844156
ILMN_2155312	77.26887	0.9597403
ILMN_1658480	81.74306	0.7298701
ILMN_1656242	99.77113	0.1220779
ILMN_1764109	95.02034	0.1844156
ILMN_1677198	89.28017	0.312987
ILMN_1683687	85.53184	0.4766234
ILMN_1733288	202.5766	0.005194805
ILMN_1677603	81.85987	0.7194805
ILMN_1781626	97.32571	0.161039
ILMN_1710740	165.9338	0.01168831
ILMN_2082209	191.8973	0.007792208
ILMN_1713561	104.894	0.09090909
ILMN_2198270	122.6777	0.04935065
ILMN_1744235	100.8345	0.112987
ILMN_1714667	94.64867	0.1896104
ILMN_2148497	160.5043	0.01428571
ILMN_1708016	149.091	0.02597403
ILMN_1755909	331.3802	0
ILMN_2049727	767.1695	0
ILMN_1652219	80.95979	0.7831169
ILMN_1733904	88.59297	0.338961
ILMN_1693004	143.0273	0.03116883
ILMN_1727920	87.48884	0.3857143
ILMN_1687073	82.84088	0.674026
ILMN_1807067	89.96949	0.2935065
ILMN_1664242	249.2378	0.001298701
ILMN_1677441	85.70659	0.4636364
ILMN_1662640	98.20921	0.1441558
ILMN_2363127	81.39288	0.7558442
ILMN_1809767	87.15369	0.4025974
ILMN_1780356	122.4995	0.04935065
ILMN_1698298	97.866	0.1506494
ILMN_1733531	86.29124	0.4415585
ILMN_1805483	88.24747	0.3545454
ILMN_2092903	112.7782	0.06233766
ILMN_1688258	87.49128	0.3857143
ILMN_1682863	83.52719	0.612987
ILMN_1653103	95.83247	0.1701299
ILMN_1748206	95.58833	0.1727273
ILMN_1785476	85.11727	0.5038961
ILMN_1789950	83.95615	0.5883117
ILMN_1768979	79.36218	0.8753247
ILMN_1791248	435.1152	0
ILMN_1718712	383.3944	0
ILMN_2293451	87.54193	0.3844156
ILMN_1750365	115.0196	0.05974026
ILMN_1703839	84.35863	0.5545455
ILMN_2044027	230.2434	0.003896104
ILMN_1672066	98.90036	0.1376623
ILMN_1673005	84.71719	0.525974
ILMN_1665723	79.66265	0.8636364
ILMN_1689585	104.7013	0.09350649
ILMN_1780172	85.11296	0.5038961
ILMN_1793002	119.6877	0.05324675
ILMN_1691228	129.96	0.04285714
ILMN_3233010	88.49561	0.3441558
ILMN_3188984	1263.364	0
ILMN_1790136	196.5773	0.006493506
ILMN_1791967	95.90401	0.1701299
ILMN_1780283	84.87389	0.5142857
ILMN_3245122	89.81987	0.2961039
ILMN_2387599	2094.877	0
ILMN_1679195	2046.415	0
ILMN_2283388	943.0432	0
ILMN_1684629	102.573	0.1
ILMN_1697363	191.8084	0.007792208
ILMN_1785644	125.911	0.04675325
ILMN_1674394	467.1476	0
ILMN_2404539	449.1608	0
ILMN_1806312	479.6153	0
ILMN_1691697	80.26789	0.8220779
ILMN_1721225	170.7209	0.01168831
ILMN_1771815	1144.912	0
ILMN_1728168	163.0498	0.01428571
ILMN_1751228	86.00425	0.4532467
ILMN_1680665	79.60159	0.864935
ILMN_1801633	650.8889	0
ILMN_1740923	175.8884	0.009090909
ILMN_1782095	475.7705	0
ILMN_3196687	96.64352	0.1636364
ILMN_3273154	85.78278	0.4636364
ILMN_1779974	168.8742	0.01168831
ILMN_3253382	78.92234	0.8987013
ILMN_1718501	77.96574	0.938961
ILMN_2262543	78.85701	0.9025974
ILMN_1813344	139.2436	0.03376623
ILMN_2350607	105.5274	0.08831169
ILMN_1762670	105.9308	0.08701298
ILMN_2260933	86.9511	0.4116883
ILMN_1752744	89.99737	0.2935065
ILMN_2347534	86.50526	0.4337662
ILMN_2176251	273.3374	0.001298701
ILMN_1764885	83.66694	0.6
ILMN_1765400	81.72195	0.7311688
ILMN_1739198	83.18885	0.6415585
ILMN_1661618	92.67525	0.225974
ILMN_1751045	90.84429	0.2714286
ILMN_1697431	91.19686	0.2649351
ILMN_1775686	90.50165	0.2766234
ILMN_1715625	159.1102	0.01558442
ILMN_1677137	114.166	0.05974026
ILMN_1808633	135.0078	0.03766234
ILMN_1667790	79.29269	0.8779221
ILMN_1735189	86.22251	0.4428571
ILMN_1728403	127.4512	0.04415584
ILMN_1697872	89.67873	0.3038961
ILMN_1749424	100.5935	0.1142857
ILMN_1721459	94.97223	0.1844156
ILMN_1764503	113.8653	0.05974026
ILMN_1724608	92.19742	0.2363636
ILMN_3177348	92.96075	0.2207792
ILMN_3263501	87.05375	0.4038961
ILMN_1663893	367.8859	0
ILMN_2174711	90.2928	0.2844156
ILMN_3243121	81.10849	0.7701299
ILMN_3235163	84.083	0.5779221
ILMN_3178461	72.07806	0.9987013
ILMN_3254928	103.9107	0.0961039
ILMN_1758806	166.0064	0.01168831
ILMN_1661954	81.48316	0.7467533
ILMN_2211724	7343.286	0
ILMN_1699901	110.6726	0.07012987
ILMN_3178967	95.70821	0.1727273
ILMN_1682812	129.9169	0.04285714
ILMN_1737588	410.0881	0
ILMN_2386205	111.805	0.06623377
ILMN_1690703	87.60628	0.3792208
ILMN_1702226	97.09544	0.161039
ILMN_2283814	91.38032	0.2584416
ILMN_1675632	86.88895	0.4168831
ILMN_1722407	153.3089	0.02077922
ILMN_2267383	82.52318	0.6922078
ILMN_1653577	83.75977	0.5948052
ILMN_1762061	84.16426	0.5714286
ILMN_1668442	86.09365	0.4493507
ILMN_1712386	102.2683	0.1038961
ILMN_2171183	87.69342	0.3727273
ILMN_3307211	95.22665	0.1818182
ILMN_1684866	85.82588	0.4623377
ILMN_2356311	136.1033	0.03636364
ILMN_2266005	101.4787	0.1077922
ILMN_1777221	102.8559	0.1
ILMN_3249045	116.8179	0.05454545
ILMN_1814204	8056.885	0
ILMN_1716838	94.1291	0.1974026
ILMN_2411127	113.2165	0.06233766
ILMN_1656297	111.3143	0.07012987
ILMN_1795836	147.0951	0.02857143
ILMN_1765328	90.66443	0.274026
ILMN_2310295	94.67451	0.1896104
ILMN_2310296	105.6105	0.08831169
ILMN_1763401	103.2012	0.0987013
ILMN_1769471	84.09108	0.5779221
ILMN_3307877	2158.109	0
ILMN_1764329	94.93729	0.1857143
ILMN_1667230	81.61382	0.738961
ILMN_1776147	166	0.01168831
ILMN_1814369	78.38023	0.9246753
ILMN_1695959	103.1284	0.0987013
ILMN_1682896	107.9297	0.08181818
ILMN_2331197	136.0637	0.03636364
ILMN_2251978	231.406	0.003896104
ILMN_1712936	124.4853	0.04805195
ILMN_1808602	101.6797	0.1077922
ILMN_1772575	118.7985	0.05454545
ILMN_1699071	801.2028	0
ILMN_2104929	87.55417	0.3831169
ILMN_2104924	98.90576	0.1376623
ILMN_1655201	82.65293	0.6883117
ILMN_3246107	79.85616	0.848052
ILMN_1716149	89.35472	0.312987
ILMN_1807686	168.2919	0.01168831
ILMN_1767805	96.68836	0.1623377
ILMN_1793572	149.3733	0.02597403
ILMN_1724299	92.69734	0.2246753
ILMN_1694182	87.32596	0.3974026
ILMN_1780406	119.1622	0.05324675
ILMN_1683036	88.66212	0.3350649
ILMN_2202320	85.93317	0.4584416
ILMN_1716682	79.50373	0.8714285
ILMN_3263072	89.36495	0.312987
ILMN_1666773	78.40035	0.9233766
ILMN_2110496	159.9187	0.01428571
ILMN_1698166	109.2421	0.07662338
ILMN_1752312	108.5699	0.08181818
ILMN_1767601	149.0918	0.02597403
ILMN_3260501	108.5631	0.08181818
ILMN_3184041	169.0235	0.01168831
ILMN_3235840	83.39683	0.6272727
ILMN_1764410	526.3314	0
ILMN_1802771	96.79654	0.1623377
ILMN_1721338	84.21691	0.5688311
ILMN_3249095	85.50862	0.4766234
ILMN_1789405	188.5381	0.007792208
ILMN_1673743	82.49673	0.6948052
ILMN_3196690	117.7125	0.05454545
ILMN_1795991	175.6529	0.009090909
ILMN_1759595	141.9398	0.03376623
ILMN_3307887	432.1093	0
ILMN_1741295	159.8124	0.01428571
ILMN_1757114	86.53745	0.4337662
ILMN_1706859	134.9209	0.03766234
ILMN_1663417	83.61974	0.6012987
ILMN_1717371	154.8049	0.02077922
ILMN_1737255	77.3361	0.9545454
ILMN_3265879	115.4524	0.05974026
ILMN_1804884	99.76401	0.1220779
ILMN_2325112	107.3565	0.08311688
ILMN_1660379	108.6212	0.08181818
ILMN_1711067	95.32629	0.1779221
ILMN_1766178	100.3352	0.1181818
ILMN_1697957	85.70145	0.4636364
ILMN_1759195	98.22971	0.1441558
ILMN_1757347	132.3125	0.04155844
ILMN_2384513	96.89907	0.1623377
ILMN_1652512	123.989	0.04935065
ILMN_1778132	95.44346	0.1753247
ILMN_1691757	123.8063	0.04935065
ILMN_1769925	80.53116	0.8116883
ILMN_3248551	81.0678	0.774026
ILMN_3236321	92.63226	0.225974
ILMN_3248176	89.63209	0.3038961
ILMN_3240717	92.41158	0.2298701
ILMN_1732404	94.27754	0.1948052
ILMN_1780840	146.7975	0.02987013
ILMN_1812688	247.8707	0.001298701
ILMN_1738410	92.48253	0.2285714
ILMN_1740308	87.1612	0.4012987
ILMN_2073520	98.61849	0.1402597
ILMN_1795419	194.9275	0.006493506
ILMN_1810759	412.4877	0
ILMN_2090558	441.5146	0
ILMN_1684726	88.45258	0.3467532
ILMN_1781774	86.29794	0.4415585
ILMN_2089316	80.61302	0.8077922
ILMN_1774584	620.1994	0
ILMN_2386016	351.3992	0
ILMN_1708906	441.6665	0
ILMN_1699724	86.66712	0.4298701
ILMN_1724376	213.1425	0.005194805
ILMN_2182148	85.83739	0.4623377
ILMN_1738099	181.4029	0.009090909
ILMN_1804597	100.4312	0.1168831
ILMN_1687445	83.81773	0.5935065
ILMN_1676822	86.45592	0.4350649
ILMN_1661594	186.1808	0.009090909
ILMN_1660275	101.0937	0.1103896
ILMN_1730631	151.0794	0.02337662
ILMN_1795007	144.4573	0.03116883
ILMN_1720833	80.63457	0.8064935
ILMN_1701131	117.5192	0.05454545
ILMN_1768071	82.7759	0.6779221
ILMN_3307882	105.4318	0.08961039
ILMN_1774219	92.79983	0.2233766
ILMN_1760352	82.81973	0.6753247
ILMN_2195099	84.07809	0.5779221
ILMN_1720274	90.83105	0.2727273
ILMN_1665471	98.10828	0.1441558
ILMN_3243366	110.0751	0.07142857
ILMN_1722186	165.1672	0.01168831
ILMN_1787370	97.01857	0.161039
ILMN_1768007	160.4599	0.01428571
ILMN_3307139	86.53341	0.4337662
ILMN_1769112	82.81133	0.6753247
ILMN_1785955	84.69956	0.525974
ILMN_1790070	84.54859	0.5389611
ILMN_1776122	151.9413	0.02207792
ILMN_1805148	94.09982	0.1987013
ILMN_1683065	244.6514	0.001298701
ILMN_1797972	119.1791	0.05324675
ILMN_1655269	134.9728	0.03766234
ILMN_1777214	95.84456	0.1701299
ILMN_3251616	94.37372	0.1948052
ILMN_3247681	138.5602	0.03506494
ILMN_3236377	5595.976	0
ILMN_2229940	97.83791	0.1506494
ILMN_3247753	95.70668	0.1727273
ILMN_3246494	119.4473	0.05324675
ILMN_1701186	91.92699	0.2415584
ILMN_1797577	79.52973	0.8714285
ILMN_1726729	120.5961	0.05194805
ILMN_1655365	83.17388	0.6428571
ILMN_2280542	102.9997	0.1
ILMN_1692707	115.6685	0.05844156
ILMN_3240957	84.90884	0.5142857
ILMN_1774265	89.15887	0.3155844
ILMN_2174948	84.48795	0.5467532
ILMN_1717010	81.70509	0.7324675
ILMN_2360929	84.17622	0.5714286
ILMN_2279484	80.81532	0.7948052
ILMN_3235176	165.6366	0.01168831
ILMN_3242679	82.93376	0.6623377
ILMN_1762260	79.82697	0.8493506
ILMN_1662523	79.32162	0.8779221
ILMN_1787529	121.7266	0.05064935
ILMN_2193175	94.18815	0.1974026
ILMN_1764500	181.6381	0.009090909
ILMN_1761882	78.88994	0.9
ILMN_2224486	89.43567	0.3103896
ILMN_1676749	87.25413	0.3987013
ILMN_3194118	97.44778	0.1571429
ILMN_1689607	84.78397	0.5194805
ILMN_1688372	83.32593	0.6324675
ILMN_2331658	107.5643	0.08311688
ILMN_1728581	94.58016	0.1922078
ILMN_1750144	469.7433	0
ILMN_1684188	168.4886	0.01168831
ILMN_1671116	125.8289	0.04675325
ILMN_1653228	146.4117	0.02987013
ILMN_1671387	101.8422	0.1077922
ILMN_2246105	80.83292	0.7935065
ILMN_1771393	94.85139	0.187013
ILMN_1754423	96.04596	0.1701299
ILMN_2071028	81.73389	0.7311688
ILMN_1721564	80.04565	0.8389611
ILMN_1795514	83.28671	0.6337662
ILMN_1705753	99.25504	0.1285714
ILMN_2215545	110.1189	0.07142857
ILMN_1682787	85.27654	0.4922078
ILMN_2041463	83.56173	0.6077922
ILMN_1742009	84.34895	0.5545455
ILMN_1793724	136.5762	0.03506494
ILMN_1666731	85.6465	0.4688312
ILMN_1713935	92.50887	0.2285714
ILMN_1665217	189.9805	0.007792208
ILMN_2288483	8052.149	0
ILMN_1687391	226.1302	0.003896104
ILMN_1695754	106.0571	0.08571429
ILMN_1746303	81.43461	0.7493507
ILMN_1673485	76.70135	0.9714286
ILMN_1795936	216.2834	0.005194805
ILMN_1815682	209.6064	0.005194805
ILMN_1696597	87.71623	0.3727273
ILMN_1697742	139.8198	0.03376623
ILMN_2078264	218.8345	0.005194805
ILMN_1792415	208.8679	0.005194805
ILMN_1658398	84.02405	0.5844156
ILMN_1723254	93.27853	0.2090909
ILMN_2124236	88.91182	0.325974
ILMN_3247334	107.2955	0.08311688
ILMN_1775136	80.67406	0.8038961
ILMN_1672863	103.8161	0.0961039
ILMN_1664383	83.84338	0.5935065
ILMN_3306963	87.44811	0.3909091
ILMN_1768120	88.45535	0.3467532
ILMN_3267665	93.16256	0.2103896
ILMN_3238618	162.0556	0.01428571
ILMN_3242335	80.20466	0.8272727
ILMN_2184612	80.87692	0.7896104
ILMN_1690454	140.2864	0.03376623
ILMN_1661160	94.33669	0.1948052
ILMN_1794112	146.4329	0.02987013
ILMN_1757639	89.15531	0.3155844
ILMN_1658649	90.38445	0.2805195
ILMN_1797372	159.1882	0.01558442
ILMN_1700967	120.9897	0.05194805
ILMN_1672336	101.1044	0.1103896
ILMN_1691557	90.77142	0.2727273
ILMN_1679339	264.0774	0.001298701
ILMN_1661409	638.5104	0
ILMN_2136455	89.17045	0.3155844
ILMN_1687084	100.5641	0.1142857
ILMN_1747573	82.77312	0.6779221
ILMN_2224333	79.95474	0.8454546
ILMN_1697761	112.792	0.06233766
ILMN_1660519	81.16367	0.7688312
ILMN_2135339	86.20068	0.4428571
ILMN_3241670	105.5463	0.08831169
ILMN_1694470	94.61852	0.1909091
ILMN_3240168	84.25425	0.5662338
ILMN_3241169	130.5585	0.04285714
ILMN_1708382	132.2881	0.04155844
ILMN_1724990	102.3232	0.1038961
ILMN_2179533	79.79247	0.8506494
ILMN_1813695	88.83919	0.3272727
ILMN_1810752	97.22013	0.161039
ILMN_2347789	85.69837	0.4636364
ILMN_1694588	86.82968	0.4194805
ILMN_3247844	87.4382	0.3909091
ILMN_1755519	81.87635	0.7181818
ILMN_1704692	80.96367	0.7831169
ILMN_1665066	212.8737	0.005194805
ILMN_2160124	103.054	0.1
ILMN_2207562	92.36921	0.2298701
ILMN_2207561	83.4052	0.6246753
ILMN_1805730	90.55285	0.2753247
ILMN_1672124	169.9637	0.01168831
ILMN_1761941	172.4702	0.009090909
ILMN_1802019	90.42723	0.2805195
ILMN_1795838	82.9124	0.6636364
ILMN_1754017	78.76939	0.9090909
ILMN_1665714	90.35033	0.2805195
ILMN_1798129	98.48217	0.1415584
ILMN_1704637	92.14072	0.2376623
ILMN_1794239	80.48429	0.8155844
ILMN_1698677	120.754	0.05194805
ILMN_2205695	83.14909	0.6441559
ILMN_1761963	176.1641	0.009090909
ILMN_3242086	96.05317	0.1701299
ILMN_1689176	89.33279	0.312987
ILMN_2069821	87.19138	0.3987013
ILMN_1700257	125.8589	0.04675325
ILMN_1812701	179.6301	0.009090909
ILMN_2224907	621.9779	0
ILMN_1713892	598.6946	0
ILMN_1692617	76.94208	0.9662338
ILMN_2214713	83.25465	0.635065
ILMN_2118405	86.21304	0.4428571
ILMN_1805995	88.37389	0.3493507
ILMN_1757137	82.77564	0.6779221
ILMN_2225956	104.2667	0.09350649
ILMN_3246552	92.63356	0.225974
ILMN_1666827	118.0661	0.05454545
ILMN_2338921	236.4083	0.003896104
ILMN_1752086	306.5094	0
ILMN_1706893	119.3613	0.05324675
ILMN_1735004	82.11102	0.7077922
ILMN_2367290	84.3731	0.5519481
ILMN_2271924	81.31848	0.7597402
ILMN_1694131	79.58585	0.864935
ILMN_3249240	101.1907	0.1103896
ILMN_3237511	122.432	0.04935065
ILMN_3239531	111.9507	0.06623377
ILMN_2072101	87.24496	0.3987013
ILMN_3236160	90.83823	0.2714286
ILMN_1652348	81.73316	0.7311688
ILMN_1709763	76.32144	0.9792208
ILMN_1700034	82.96344	0.6623377
ILMN_1725276	91.94346	0.2402597
ILMN_1746819	121.5847	0.05064935
ILMN_1689836	1361.453	0
ILMN_1680738	115.1792	0.05974026
ILMN_1695917	424.1335	0
ILMN_1701911	103.4364	0.09740259
ILMN_1654542	258.5436	0.001298701
ILMN_1796595	116.4483	0.05454545
ILMN_1769556	87.99879	0.361039
ILMN_1743939	433.6605	0
ILMN_1763326	111.7835	0.06623377
ILMN_1659079	83.68668	0.5987013
ILMN_3253599	87.94241	0.3623376
ILMN_2150465	3903.488	0
ILMN_1694798	99.02869	0.1350649
ILMN_1677292	106.7184	0.08571429
ILMN_1761566	252.9285	0.001298701
ILMN_1698770	87.71671	0.3727273
ILMN_1662184	102.7034	0.1
ILMN_2198575	83.38679	0.6285715
ILMN_1757636	112.3688	0.06623377
ILMN_2121147	82.18066	0.7038961
ILMN_1791650	86.34096	0.4376623
ILMN_2225577	186.25	0.009090909
ILMN_1695852	81.28551	0.761039
ILMN_2098616	295.2362	0
ILMN_1673654	216.8026	0.005194805
ILMN_1728742	119.8777	0.05324675
ILMN_1716154	100.5098	0.1142857
ILMN_3240287	95.51858	0.1753247
ILMN_1776788	553.1	0
ILMN_2195821	637.0834	0
ILMN_1677303	89.92959	0.2935065
ILMN_2232494	86.67551	0.4298701
ILMN_3240730	83.55487	0.6090909
ILMN_1658439	101.121	0.1103896
ILMN_1726930	106.8352	0.08571429
ILMN_2409879	82.76672	0.6779221
ILMN_1699170	90.31212	0.2844156
ILMN_1718866	95.75847	0.1727273
ILMN_1806520	80.6612	0.8038961
ILMN_3246356	86.94364	0.4116883
ILMN_1673478	300.8243	0
ILMN_3237850	225.4295	0.003896104
ILMN_1783023	254.5654	0.001298701
ILMN_1685854	127.9399	0.04415584
ILMN_1727553	95.43404	0.1753247
ILMN_1771494	90.29949	0.2844156
ILMN_3241808	93.59078	0.2064935
ILMN_1684368	230.305	0.003896104
ILMN_1688242	161.7389	0.01428571
ILMN_1691899	109.1267	0.07662338
ILMN_2370685	115.9458	0.05584415
ILMN_2372199	90.39642	0.2805195
ILMN_1709035	106.2373	0.08571429
ILMN_3273206	82.50163	0.6935065
ILMN_1666316	83.7755	0.5948052
ILMN_2078592	86.95523	0.4116883
ILMN_1757723	102.4139	0.1012987
ILMN_1704253	123.2727	0.04935065
ILMN_1727602	81.39372	0.7558442
ILMN_1722364	78.82229	0.9038961
ILMN_2380588	124.5458	0.04805195
ILMN_2161357	483.4408	0
ILMN_1692160	82.64127	0.6883117
ILMN_1720858	437.0895	0
ILMN_1794829	86.9156	0.412987
ILMN_1753658	78.59581	0.9142857
ILMN_1715708	78.87143	0.9012987
ILMN_1703924	82.69431	0.6844156
ILMN_1743187	99.48438	0.1246753
ILMN_1717295	120.1743	0.05194805
ILMN_1726152	82.43021	0.6987013
ILMN_3242186	84.92831	0.5142857
ILMN_1790461	152.3734	0.02207792
ILMN_2054121	82.34762	0.7
ILMN_3237520	78.09475	0.9363636
ILMN_1651987	128.8127	0.04415584
ILMN_1804834	202.6175	0.005194805
ILMN_3252665	120.7075	0.05194805
ILMN_1775999	90.57713	0.274026
ILMN_1752476	136.8234	0.03506494
ILMN_1760037	94.37951	0.1948052
ILMN_1813236	197.3466	0.006493506
ILMN_1742467	110.4395	0.07012987
ILMN_3253523	90.26048	0.2857143
ILMN_1761762	86.47987	0.4350649
ILMN_1769789	89.78233	0.2987013
ILMN_1709026	92.11217	0.2376623
ILMN_2060719	92.41311	0.2298701
ILMN_1696711	83.29901	0.6337662
ILMN_1711203	159.0215	0.01558442
ILMN_1706645	136.3277	0.03636364
ILMN_1815039	233.9585	0.003896104
ILMN_1691668	109.9916	0.07142857
ILMN_1666617	82.97268	0.6623377
ILMN_2103739	78.56281	0.9181818
ILMN_1653794	979.3195	0
ILMN_2413141	95.47392	0.1753247
ILMN_1693323	91.41808	0.2584416
ILMN_1805932	90.3468	0.2805195
ILMN_1757837	91.91664	0.2415584
ILMN_1707780	90.67488	0.2727273
ILMN_1771746	130.9739	0.04155844
ILMN_3251274	93.49796	0.2064935
ILMN_1783075	95.12389	0.1831169
ILMN_1715096	179.3867	0.009090909
ILMN_1805695	100.0017	0.1194805
ILMN_2228196	565.5319	0
ILMN_1763907	86.93488	0.4116883
ILMN_2083925	80.80373	0.7948052
ILMN_3262909	88.92608	0.325974
ILMN_3183213	83.51556	0.612987
ILMN_1734766	84.75938	0.5207792
ILMN_1670737	79.51845	0.8714285
ILMN_1743399	82.54486	0.6896104
ILMN_1765438	88.74496	0.3285714
ILMN_1754158	81.10682	0.7701299
ILMN_3261226	74.11031	0.9935065
ILMN_1727917	83.46846	0.6168831
ILMN_1684040	137.1216	0.03506494
ILMN_1724915	89.18208	0.3142857
ILMN_1669831	212.1043	0.005194805
ILMN_2220772	84.67262	0.5285714
ILMN_1755111	90.88744	0.2714286
ILMN_1651624	87.40047	0.3948052
ILMN_1778951	94.77788	0.1883117
ILMN_2270100	179.3747	0.009090909
ILMN_1793559	215.7166	0.005194805
ILMN_2356599	93.0835	0.2116883
ILMN_1700978	91.8035	0.2467532
ILMN_1738223	143.8349	0.03116883
ILMN_3307144	123.9897	0.04935065
ILMN_1798108	120.8249	0.05194805
ILMN_2186678	107.0743	0.08441558
ILMN_1665824	154.2785	0.02077922
ILMN_3242059	85.76199	0.4636364
ILMN_1671087	85.11239	0.5038961
ILMN_3248091	89.84374	0.2935065
ILMN_1687835	111.4352	0.06753246
ILMN_1686889	79.42078	0.874026
ILMN_3248941	145.8234	0.02987013
ILMN_1802942	199.059	0.005194805
ILMN_1791889	90.38185	0.2805195
ILMN_2307407	87.58406	0.3805195
ILMN_1709799	85.30963	0.4883117
ILMN_2134765	103.5925	0.09740259
ILMN_1712836	343.2319	0
ILMN_1682444	87.95167	0.3623376
ILMN_1730629	80.85748	0.7896104
ILMN_1795286	181.8509	0.009090909
ILMN_2285708	99.51559	0.1246753
ILMN_1766446	109.7105	0.07142857
ILMN_2391765	786.7684	0
ILMN_1722945	89.27409	0.312987
ILMN_1766219	90.40777	0.2805195
ILMN_1728057	125.8602	0.04675325
ILMN_1754920	90.70078	0.2727273
ILMN_1655572	100.9307	0.112987
ILMN_3241996	99.51374	0.1246753
ILMN_1680867	131.374	0.04155844
ILMN_1653797	814.9429	0
ILMN_2168866	83.8548	0.5935065
ILMN_1716728	112.6618	0.06363636
ILMN_1659524	116.1329	0.05454545
ILMN_2205350	89.71216	0.3038961
ILMN_1768684	73.73645	0.9961039
ILMN_1657064	119.926	0.05324675
ILMN_2220403	133.574	0.03896104
ILMN_1741812	99.16808	0.1324675
ILMN_1775919	92.72367	0.2246753
ILMN_1712616	97.80585	0.151948
ILMN_1705116	99.57628	0.1233766
ILMN_1665117	143.5002	0.03116883
ILMN_1716434	80.54105	0.8116883
ILMN_3235761	80.32064	0.8207792
ILMN_1772588	97.78033	0.151948
ILMN_1687848	83.35986	0.6311688
ILMN_1763011	261.9901	0.001298701
ILMN_1745119	124.7317	0.04805195
ILMN_2183885	95.04845	0.1844156
ILMN_1737663	94.11308	0.1974026
ILMN_1737819	87.01777	0.4077922
ILMN_1701724	126.714	0.04545455
ILMN_1800632	99.30135	0.1272727
ILMN_1681057	82.00492	0.7116883
ILMN_1713729	96.96976	0.161039
ILMN_1795703	93.47628	0.2064935
ILMN_1751143	369.337	0
ILMN_1751051	141.9109	0.03376623
ILMN_1730048	384.2847	0
ILMN_1804498	340.4637	0
ILMN_2259292	97.76568	0.151948
ILMN_1660270	119.1911	0.05324675
ILMN_1708604	152.4601	0.02207792
ILMN_1784166	86.02175	0.451948
ILMN_2246083	81.73706	0.7311688
ILMN_1713322	175.8849	0.009090909
ILMN_1663493	92.89547	0.2233766
ILMN_1678863	96.81206	0.1623377
ILMN_1739798	337.4589	0
ILMN_1706101	84.17698	0.5714286
ILMN_1779225	79.11484	0.887013
ILMN_1700588	91.0353	0.2688312
ILMN_1793508	110.713	0.07012987
ILMN_3235912	163.7468	0.01298701
ILMN_3238082	92.00323	0.2402597
ILMN_3248773	157.2108	0.01818182
ILMN_1672605	406.9532	0
ILMN_1729130	168.0158	0.01168831
ILMN_1770030	323.3434	0
ILMN_2081335	303.9012	0
ILMN_1809612	81.13599	0.7688312
ILMN_1674498	101.4065	0.1090909
ILMN_1741475	285.3849	0
ILMN_1740903	124.3602	0.04805195
ILMN_1718336	330.3979	0
ILMN_1755033	88.72174	0.3298701
ILMN_2198859	94.04862	0.1987013
ILMN_1804895	155.275	0.02077922
ILMN_1655961	196.0543	0.006493506
ILMN_1779751	138.1671	0.03506494
ILMN_3238680	150.5509	0.02467532
ILMN_1790211	101.713	0.1077922
ILMN_3184724	96.4622	0.1649351
ILMN_3232156	89.4311	0.3103896
ILMN_1779735	1394.484	0
ILMN_1658210	83.89122	0.5909091
ILMN_2226691	86.2104	0.4428571
ILMN_1790315	88.78217	0.3285714
ILMN_3243749	104.8005	0.09220779
ILMN_3244903	82.29152	0.7
ILMN_1726640	94.57568	0.1922078
ILMN_1659990	96.60745	0.1636364
ILMN_1695301	80.06054	0.8376623
ILMN_2116811	86.38903	0.4363636
ILMN_1717219	225.4355	0.003896104
ILMN_1710606	92.87061	0.2233766
ILMN_1731293	87.6668	0.3766234
ILMN_1737242	97.96603	0.1493506
ILMN_3261843	85.41347	0.487013
ILMN_1687213	91.57028	0.2519481
ILMN_1654792	82.31107	0.7
ILMN_1699085	121.6299	0.05064935
ILMN_1685705	85.25778	0.4935065
ILMN_1811735	80.62484	0.8064935
ILMN_1663364	89.06372	0.3181818
ILMN_1745992	80.25925	0.8220779
ILMN_1652888	98.445	0.1428571
ILMN_3243302	87.77015	0.3714286
ILMN_1790751	99.59364	0.1233766
ILMN_2098325	173.8211	0.009090909
ILMN_1706275	113.8173	0.05974026
ILMN_1812841	135.7995	0.03636364
ILMN_1676797	86.90936	0.412987
ILMN_2091084	7372.673	0
ILMN_1727618	100.3263	0.1194805
ILMN_1656369	88.82668	0.3272727
ILMN_1677385	206.1594	0.005194805
ILMN_1760400	161.7304	0.01428571
ILMN_1679241	79.40099	0.8753247
ILMN_1792242	111.5207	0.06623377
ILMN_2113738	8050.228	0
ILMN_1739133	102.1834	0.1051948
ILMN_1657149	124.7206	0.04805195
ILMN_2135709	87.32767	0.3974026
ILMN_1670975	77.67802	0.9480519
ILMN_1784408	105.315	0.08961039
ILMN_3307154	79.60193	0.864935
ILMN_1774884	90.38925	0.2805195
ILMN_1688772	91.8391	0.2441558
ILMN_1788415	87.16853	0.4012987
ILMN_1777740	175.9671	0.009090909
ILMN_1764320	99.69405	0.1233766
ILMN_1653205	416.4671	0
ILMN_3268179	81.45534	0.7480519
