PROBE_ID	7677153062_D.VALUE	7677153062_D.Detection Pval
ILMN_1776119	143.9035	0.02337662
ILMN_2358714	78.76823	0.6441559
ILMN_1732140	116.3742	0.04935065
ILMN_1713008	79.77463	0.5701299
ILMN_1762093	90.42325	0.1844156
ILMN_1709092	100.6423	0.08831169
ILMN_1678409	80.14246	0.5428572
ILMN_1774344	82.41965	0.4012987
ILMN_1676278	90.24091	0.1883117
ILMN_1717466	96.10168	0.1155844
ILMN_1677814	132.7259	0.02987013
ILMN_1788457	97.39326	0.1038961
ILMN_2194009	100.6774	0.08831169
ILMN_2302358	82.64565	0.3948052
ILMN_1706531	159.964	0.01298701
ILMN_1651964	155.8734	0.01428571
ILMN_1725675	83.01045	0.3792208
ILMN_1778352	81.63213	0.4428571
ILMN_1725414	80.90134	0.4896104
ILMN_2293902	75.91144	0.861039
ILMN_1801521	80.38203	0.5324675
ILMN_2406654	89.93599	0.1948052
ILMN_3246902	82.03458	0.425974
ILMN_3244070	97.87892	0.1038961
ILMN_1767129	81.1267	0.4792208
ILMN_1746196	76.32526	0.8337662
ILMN_2366473	75.84755	0.8662338
ILMN_1751453	74.10365	0.9285714
ILMN_1772189	107.6181	0.06363636
ILMN_1652959	83.94855	0.3324675
ILMN_2198897	71.61512	0.9896104
ILMN_1674032	94.97741	0.1246753
ILMN_1737656	100.3379	0.08961039
ILMN_2343917	90.52246	0.1831169
ILMN_1746032	84.32497	0.3207792
ILMN_1651501	286.7371	0
ILMN_2330267	159.3355	0.01298701
ILMN_1676846	165.2312	0.01298701
ILMN_2392635	137.1736	0.02597403
ILMN_1763875	210.7456	0.002597403
ILMN_2284941	79.79481	0.5688311
ILMN_1781999	111.5095	0.05454545
ILMN_1669201	88.32308	0.2155844
ILMN_1810085	91.50196	0.161039
ILMN_2262362	79.59644	0.587013
ILMN_1743638	83.19634	0.3675325
ILMN_1658176	93.99038	0.1350649
ILMN_2329927	211.2618	0.002597403
ILMN_1794782	415.9591	0
ILMN_1695968	84.66576	0.3116883
ILMN_1789641	76.40671	0.8285714
ILMN_1779470	236.2733	0.001298701
ILMN_1716592	82.97993	0.3792208
ILMN_1680309	80.10232	0.5428572
ILMN_1743371	79.46739	0.5987013
ILMN_1770031	122.7988	0.03766234
ILMN_2338268	90.50546	0.1831169
ILMN_1753912	81.12299	0.4792208
ILMN_1737475	90.21244	0.1896104
ILMN_1745116	88.51173	0.2142857
ILMN_2318685	90.77002	0.1779221
ILMN_2245305	104.6367	0.07142857
ILMN_1707925	85.11802	0.2948052
ILMN_1698311	81.56602	0.4454545
ILMN_2367487	80.42675	0.5272727
ILMN_1785285	79.89772	0.5545455
ILMN_2073969	86.04548	0.2636364
ILMN_1794213	206.4892	0.003896104
ILMN_2227533	83.40166	0.3597403
ILMN_1769390	120.5702	0.04415584
ILMN_2403446	108.9787	0.06103896
ILMN_1787618	79.27071	0.6103896
ILMN_1723662	104.6893	0.07142857
ILMN_1801767	427.8823	0
ILMN_1700633	181.7432	0.006493506
ILMN_1655702	500.9206	0
ILMN_1706344	101.839	0.08441558
ILMN_1719498	85.64568	0.2805195
ILMN_1712707	148.1398	0.02207792
ILMN_1699750	186.5435	0.006493506
ILMN_1739081	194.6451	0.006493506
ILMN_2329958	517.2321	0
ILMN_1775944	80.923	0.4883117
ILMN_1724497	127.8758	0.03506494
ILMN_1720988	92.12244	0.1597403
ILMN_1707274	76.07945	0.8454546
ILMN_1755658	224.0106	0.001298701
ILMN_1673639	77.91695	0.7090909
ILMN_1713732	163.076	0.01298701
ILMN_1708922	118.7487	0.04805195
ILMN_2268241	83.73968	0.3454545
ILMN_1741628	87.94053	0.225974
ILMN_1657870	101.3116	0.08701298
ILMN_2240003	89.40069	0.2
ILMN_1785424	263.3955	0.001298701
ILMN_1731610	101.6393	0.08701298
ILMN_1696682	68.79807	0.9974026
ILMN_2396672	153.6414	0.01428571
ILMN_1758825	121.8686	0.04155844
ILMN_1656940	83.77736	0.3441558
ILMN_1656979	107.0556	0.06363636
ILMN_1731433	204.2812	0.003896104
ILMN_1672878	595.2345	0
ILMN_1655114	112.0316	0.05194805
ILMN_1657045	79.1306	0.6246753
ILMN_1766991	75.39869	0.8935065
ILMN_1658083	94.31979	0.1324675
ILMN_1802096	1370.283	0
ILMN_2367165	616.3649	0
ILMN_1753370	105.4243	0.07142857
ILMN_1738921	347.0993	0
ILMN_1660199	152.8951	0.01428571
ILMN_2331636	105.9679	0.06753246
ILMN_1772123	101.9197	0.08441558
ILMN_1667641	77.03415	0.7766234
ILMN_1763852	97.55517	0.1038961
ILMN_1687303	115.8997	0.04935065
ILMN_1761058	159.2291	0.01298701
ILMN_2225595	179.1447	0.007792208
ILMN_1724699	74.51765	0.9207792
ILMN_1775579	121.3972	0.04155844
ILMN_1660890	84.51244	0.312987
ILMN_1778104	185.337	0.006493506
ILMN_2053679	237.4603	0.001298701
ILMN_1795104	202.6712	0.003896104
ILMN_1740920	90.50695	0.1831169
ILMN_2263466	120.0229	0.04545455
ILMN_1806408	962.6048	0
ILMN_2352009	177.1358	0.009090909
ILMN_1693148	79.66874	0.5792208
ILMN_1808395	467.1016	0
ILMN_3236270	390.1433	0
ILMN_1743847	86.09044	0.2636364
ILMN_1800008	179.0684	0.007792208
ILMN_2133799	88.7303	0.2116883
ILMN_1708672	152.3648	0.01428571
ILMN_1665945	256.6328	0.001298701
ILMN_1676288	89.80886	0.1961039
ILMN_1693250	97.80907	0.1038961
ILMN_2295980	92.76657	0.1480519
ILMN_2410362	84.18163	0.325974
ILMN_1684271	91.44559	0.1623377
ILMN_1726388	76.04816	0.848052
ILMN_2106002	88.64172	0.2142857
ILMN_1779685	118.7623	0.04805195
ILMN_1665932	87.35681	0.2402597
ILMN_1769694	79.1618	0.6207792
ILMN_1727251	96.66158	0.1116883
ILMN_1734479	91.70381	0.1597403
ILMN_2368728	114.6696	0.04935065
ILMN_2394897	76.58955	0.8181818
ILMN_2394902	83.27394	0.3623376
ILMN_2287535	90.41003	0.1844156
ILMN_1750295	99.12107	0.09740259
ILMN_3187680	134.8265	0.02597403
ILMN_3242266	89.51007	0.1974026
ILMN_1780630	111.9974	0.05194805
ILMN_1716480	134.9705	0.02597403
ILMN_1715192	87.65412	0.2311688
ILMN_2339410	79.15839	0.6207792
ILMN_1779984	77.23131	0.7597402
ILMN_1667018	92.09888	0.1597403
ILMN_1773243	74.71162	0.9168831
ILMN_3241214	103.8826	0.07532468
ILMN_3235340	94.31321	0.1324675
ILMN_1761000	85.5929	0.2805195
ILMN_3237774	159.4432	0.01298701
ILMN_2333219	81.82114	0.4363636
ILMN_1780485	104.007	0.07532468
ILMN_1735471	150.2834	0.01558442
ILMN_1699636	301.5603	0
ILMN_2371379	377.5224	0
ILMN_1749014	229.122	0.001298701
ILMN_1727091	76.7356	0.8064935
ILMN_1771348	118.7447	0.04805195
ILMN_2134039	4901.828	0
ILMN_1750800	165.0635	0.01298701
ILMN_1654861	147.0188	0.02207792
ILMN_2121389	75.87822	0.8662338
ILMN_1715543	83.13682	0.3714286
ILMN_1739594	84.5368	0.312987
ILMN_2353978	77.404	0.7428572
ILMN_1785474	132.1436	0.03116883
ILMN_2188959	88.70364	0.2116883
ILMN_1716237	128.0667	0.03506494
ILMN_1764321	87.53636	0.2350649
ILMN_2156699	74.673	0.9181818
ILMN_1784756	86.82832	0.2467532
ILMN_1728883	80.52687	0.5194805
ILMN_1740265	112.8244	0.05194805
ILMN_1788078	77.98125	0.7051948
ILMN_2252621	80.02747	0.5506493
ILMN_2332250	90.88789	0.1766234
ILMN_1719178	79.54809	0.5922078
ILMN_1679600	94.29646	0.1324675
ILMN_2367070	231.7021	0.001298701
ILMN_1658995	411.4107	0
ILMN_1750158	359.515	0
ILMN_1668839	106.0051	0.06753246
ILMN_1765767	122.2796	0.04155844
ILMN_1685703	86.51231	0.2545455
ILMN_1743396	98.35573	0.1012987
ILMN_1743680	76.52428	0.8233766
ILMN_1669633	213.7189	0.001298701
ILMN_2344956	557.9489	0
ILMN_2104830	169.5025	0.01298701
ILMN_2078599	92.58433	0.1506494
ILMN_2234343	94.32129	0.1324675
ILMN_1706598	111.4524	0.05584415
ILMN_2306955	114.6029	0.04935065
ILMN_1758323	179.7538	0.007792208
ILMN_1728331	243.1716	0.001298701
ILMN_2351906	76.97327	0.7857143
ILMN_1705637	145.5064	0.02337662
ILMN_1784203	134.9952	0.02597403
ILMN_1666690	103.0122	0.07922078
ILMN_1654468	179.5744	0.007792208
ILMN_2320277	91.98062	0.1597403
ILMN_2227011	83.05574	0.3766234
ILMN_1730002	93.53701	0.1402597
ILMN_3236756	100.1317	0.09220779
ILMN_1716832	84.03223	0.3285714
ILMN_1684585	2772.978	0
ILMN_2360705	336.7863	0
ILMN_1654414	120.8838	0.04285714
ILMN_1666096	119.174	0.04805195
ILMN_2391458	127.7193	0.03636364
ILMN_2285506	93.44202	0.1402597
ILMN_1691714	87.39806	0.238961
ILMN_1683598	720.6422	0
ILMN_2370882	156.776	0.01428571
ILMN_2273911	82.56252	0.3987013
ILMN_1807914	76.26123	0.8376623
ILMN_1678517	85.31064	0.2883117
ILMN_1705247	326.216	0
ILMN_1737418	87.90964	0.225974
ILMN_2278242	74.68469	0.9181818
ILMN_1730025	83.6808	0.3467532
ILMN_2378555	112.6957	0.05194805
ILMN_1661434	79.97788	0.5519481
ILMN_1809623	74.23421	0.9246753
ILMN_1657592	78.48618	0.6701299
ILMN_1765912	86.08038	0.2636364
ILMN_1746128	82.45461	0.4
ILMN_1685952	81.18625	0.4753247
ILMN_1662738	74.44469	0.9220779
ILMN_1771084	90.17606	0.1896104
ILMN_1791923	79.90359	0.5545455
ILMN_1801698	79.30975	0.6077922
ILMN_1766966	82.47094	0.4
ILMN_2070792	87.69489	0.2298701
ILMN_1752269	131.3774	0.03116883
ILMN_1697510	93.27661	0.1415584
ILMN_2254962	91.58513	0.1597403
ILMN_2336595	382.3178	0
ILMN_1714197	403.0158	0
ILMN_1742859	82.59488	0.3987013
ILMN_1659885	77.39153	0.7428572
ILMN_2125869	100.9196	0.08831169
ILMN_1671703	342.7492	0
ILMN_2152131	9889.707	0
ILMN_1777296	8687.79	0
ILMN_2038777	10584.63	0
ILMN_3246895	80.31043	0.5350649
ILMN_1658660	79.16032	0.6207792
ILMN_1829919	83.18678	0.3675325
ILMN_2053178	6898.391	0
ILMN_1704961	2758.853	0
ILMN_1795325	76.21004	0.8415585
ILMN_1749297	193.9686	0.006493506
ILMN_2328280	141.3492	0.02337662
ILMN_1657855	176.1874	0.009090909
ILMN_1717900	78.87202	0.6402597
ILMN_1796088	76.53557	0.8220779
ILMN_1704078	78.545	0.6636364
ILMN_2232177	988.9211	0
ILMN_1654422	80.62885	0.5116883
ILMN_1665691	94.26377	0.1324675
ILMN_1725534	256.4766	0.001298701
ILMN_1798254	340.5766	0
ILMN_1792314	242.5338	0.001298701
ILMN_1695821	258.1334	0.001298701
ILMN_2388605	2396.714	0
ILMN_1657153	691.002	0
ILMN_2260392	80.97472	0.4883117
ILMN_2346451	78.89709	0.6376624
ILMN_1787513	93.06902	0.1454545
ILMN_1680941	87.44965	0.2376623
ILMN_1652594	116.7627	0.04935065
ILMN_1697585	168.8962	0.01298701
ILMN_1689162	98.49691	0.1012987
ILMN_1815392	262.4981	0.001298701
ILMN_3241416	75.67456	0.874026
ILMN_1760490	203.2435	0.003896104
ILMN_1786544	81.23055	0.4714286
ILMN_1763916	96.64246	0.1116883
ILMN_2243308	206.0087	0.003896104
ILMN_1766723	88.45322	0.2142857
ILMN_1689217	87.79478	0.2285714
ILMN_1670912	87.50417	0.2350649
ILMN_2152711	90.19807	0.1896104
ILMN_1668983	76.46209	0.825974
ILMN_1824337	81.03897	0.4844156
ILMN_1807493	77.91531	0.7090909
ILMN_3250257	95.83383	0.1194805
ILMN_1683883	95.3323	0.1220779
ILMN_1670193	104.4448	0.07272727
ILMN_2319825	104.2232	0.07402597
ILMN_1694233	150.6429	0.01558442
ILMN_1686432	77.27299	0.7584416
ILMN_1697550	164.1313	0.01298701
ILMN_2158705	98.16129	0.1038961
ILMN_1803686	189.1505	0.006493506
ILMN_1745580	71.2589	0.9922078
ILMN_1745108	76.96901	0.7857143
ILMN_1725043	88.41003	0.2142857
ILMN_2148360	115.9621	0.04935065
ILMN_1718946	309.7012	0
ILMN_1711374	90.10877	0.1935065
ILMN_1726266	79.33698	0.6077922
ILMN_1705689	82.80029	0.3857143
ILMN_1785393	80.86114	0.4909091
ILMN_2384544	138.3632	0.02467532
ILMN_1756920	381.7104	0
ILMN_1799728	102.3929	0.08181818
ILMN_1751500	95.51025	0.1207792
ILMN_2121068	305.9571	0
ILMN_1765779	105.0607	0.07142857
ILMN_2201386	84.74014	0.3077922
ILMN_1682225	73.08835	0.9623377
ILMN_1788481	101.8942	0.08441558
ILMN_1713751	794.2905	0
ILMN_1662675	86.02783	0.2636364
ILMN_1737629	78.58422	0.6623377
ILMN_1812112	80.94817	0.4883117
ILMN_3241313	77.16547	0.7649351
ILMN_1675210	77.14192	0.7675325
ILMN_1706302	79.00146	0.635065
ILMN_2351754	75.49377	0.8857143
ILMN_2060086	77.44328	0.7415584
ILMN_1664236	87.91914	0.225974
ILMN_1664631	99.73302	0.0948052
ILMN_1802100	85.84502	0.274026
ILMN_2194158	83.06975	0.374026
ILMN_2100871	81.19476	0.474026
ILMN_1806841	103.5002	0.07792208
ILMN_1798045	78.4547	0.674026
ILMN_2293012	79.17745	0.6207792
ILMN_1703383	90.71661	0.1779221
ILMN_1651657	84.04041	0.3285714
ILMN_1671297	111.9019	0.05194805
ILMN_1669486	80.68237	0.5090909
ILMN_1795204	85.41524	0.287013
ILMN_2223911	78.57304	0.6623377
ILMN_1685531	76.38519	0.8298701
ILMN_1764554	83.1246	0.3727273
ILMN_2302214	81.60369	0.4441558
ILMN_1783312	85.00182	0.3
ILMN_2143210	77.46072	0.7376623
ILMN_1750294	75.73983	0.8688312
ILMN_1708348	753.0164	0
ILMN_1727524	147.4832	0.02207792
ILMN_1716909	77.54879	0.7337663
ILMN_2103107	130.5821	0.03246753
ILMN_1673566	80.33321	0.5337662
ILMN_1751168	82.33216	0.4077922
ILMN_1660970	76.81937	0.7948052
ILMN_1787386	75.00835	0.9051948
ILMN_2286570	78.76164	0.6441559
ILMN_2413732	81.23327	0.4714286
ILMN_1873412	98.66821	0.1
ILMN_1676452	84.67221	0.3103896
ILMN_2358134	81.27325	0.4675325
ILMN_1683781	78.26598	0.6883117
ILMN_1726247	77.35452	0.7480519
ILMN_1682989	149.8353	0.01688312
ILMN_1739872	82.30885	0.4090909
ILMN_1770152	74.58862	0.9207792
ILMN_1656171	78.97088	0.6376624
ILMN_1796628	76.20999	0.8415585
ILMN_1811765	74.29862	0.9233766
ILMN_1791795	78.84277	0.6415585
ILMN_1787908	84.16119	0.3285714
ILMN_1651717	85.7145	0.2753247
ILMN_1703803	77.12536	0.7688312
ILMN_2092933	83.06846	0.374026
ILMN_1681886	85.80467	0.274026
ILMN_1767362	78.55674	0.6636364
ILMN_3251322	78.00822	0.7051948
ILMN_2211790	77.0949	0.774026
ILMN_1672403	75.45497	0.8896104
ILMN_1805543	84.79079	0.3051948
ILMN_1706992	136.5867	0.02597403
ILMN_1684919	82.11452	0.4220779
ILMN_1727084	80.56202	0.5168831
ILMN_1705250	74.68657	0.9181818
ILMN_1722621	82.55807	0.3987013
ILMN_1721495	86.15983	0.261039
ILMN_1798690	78.9418	0.6376624
ILMN_1687035	126.4404	0.03636364
ILMN_1777683	99.76328	0.0948052
ILMN_1762294	116.4407	0.04935065
ILMN_1793040	111.1274	0.05584415
ILMN_3247424	129.2385	0.03506494
ILMN_1763000	324.0442	0
ILMN_1776777	3573.108	0
ILMN_1706963	83.47317	0.3545454
ILMN_2320964	1161.017	0
ILMN_1697628	102.3128	0.08181818
ILMN_2319326	127.0061	0.03636364
ILMN_1657442	91.76819	0.1597403
ILMN_1679797	297.427	0
ILMN_1749493	78.6566	0.651948
ILMN_1657139	160.6342	0.01298701
ILMN_3245693	82.80581	0.3857143
ILMN_1806275	98.38793	0.1012987
ILMN_1659599	88.46275	0.2142857
ILMN_1698777	122.298	0.04155844
ILMN_1663132	129.0618	0.03506494
ILMN_1700349	117.6476	0.04935065
ILMN_1761309	94.17268	0.1324675
ILMN_2120555	82.99894	0.3792208
ILMN_1742073	76.35112	0.8311688
ILMN_3241894	95.79794	0.1194805
ILMN_1810691	99.54321	0.0948052
ILMN_1676893	216.5579	0.001298701
ILMN_2148944	149.7674	0.01688312
ILMN_1708588	80.09901	0.5441558
ILMN_2311674	85.50364	0.2818182
ILMN_1685156	86.07427	0.2636364
ILMN_1655935	315.3441	0
ILMN_1754440	75.23893	0.8987013
ILMN_1654287	85.97857	0.2662338
ILMN_1763344	89.45341	0.1974026
ILMN_1711736	118.8186	0.04805195
ILMN_2356786	167.0823	0.01298701
ILMN_1759252	1421.321	0
ILMN_1678791	76.66666	0.812987
ILMN_2336146	78.69882	0.651948
ILMN_2286339	84.74249	0.3077922
ILMN_1694133	81.03221	0.4857143
ILMN_1678501	80.89407	0.4896104
ILMN_1787378	763.7892	0
ILMN_1814526	1303.76	0
ILMN_2311278	563.826	0
ILMN_1764309	109.5037	0.05844156
ILMN_1811598	83.11852	0.3727273
ILMN_1740717	78.28467	0.687013
ILMN_2136010	82.52995	0.3987013
ILMN_1797912	82.27586	0.4142857
ILMN_1738604	92.90855	0.1467533
ILMN_1691175	120.0813	0.04545455
ILMN_2223359	77.09136	0.774026
ILMN_1702858	172.2248	0.01038961
ILMN_2363634	125.2098	0.03766234
ILMN_1813975	84.81036	0.3038961
ILMN_1743331	80.97856	0.4883117
ILMN_1775045	92.59181	0.1506494
ILMN_2096322	525.7518	0
ILMN_1688322	618.8446	0
ILMN_2224833	231.9359	0.001298701
ILMN_2358626	178.8443	0.007792208
ILMN_1768062	93.04642	0.1467533
ILMN_2358628	86.05862	0.2636364
ILMN_1801020	101.9729	0.08441558
ILMN_1708934	1865.677	0
ILMN_1702933	171.2516	0.01038961
ILMN_1657993	203.7339	0.003896104
ILMN_1666019	137.971	0.02467532
ILMN_2080751	145.1388	0.02337662
ILMN_1690352	137.9438	0.02467532
ILMN_2275396	86.85843	0.2467532
ILMN_2373444	91.6142	0.1597403
ILMN_1747227	119.4291	0.04675325
ILMN_1807372	165.4006	0.01298701
ILMN_1703946	107.0419	0.06363636
ILMN_1733259	99.82451	0.0948052
ILMN_1730710	99.3842	0.0961039
ILMN_1793959	364.9987	0
ILMN_1794512	110.0416	0.05714286
ILMN_1795788	77.63887	0.7272727
ILMN_1760335	100.3879	0.08961039
ILMN_1788530	109.6787	0.05844156
ILMN_1811480	195.6311	0.003896104
ILMN_1813598	96.18886	0.1155844
ILMN_1653821	86.29626	0.2584416
ILMN_1780551	85.59419	0.2805195
ILMN_1669227	74.46021	0.9207792
ILMN_1709167	81.51975	0.4454545
ILMN_1679754	98.16053	0.1038961
ILMN_1716421	140.3224	0.02467532
ILMN_1659371	250.9266	0.001298701
ILMN_1677868	84.20098	0.325974
ILMN_1707445	81.50368	0.448052
ILMN_1733963	124.4981	0.03766234
ILMN_1804255	76.49253	0.8233766
ILMN_1695590	422.9878	0
ILMN_1694007	83.48775	0.3545454
ILMN_3307926	2478.397	0
ILMN_1673330	86.19093	0.2597403
ILMN_1668900	96.42419	0.1155844
ILMN_2389013	150.4565	0.01558442
ILMN_1760143	487.614	0
ILMN_1790757	277.6384	0.001298701
ILMN_2092664	373.3732	0
ILMN_1778796	277.4727	0.001298701
ILMN_1749804	101.5465	0.08701298
ILMN_1720235	86.51858	0.2545455
ILMN_2240009	80.29319	0.5350649
ILMN_1736178	77.84879	0.7103896
ILMN_1803376	138.7512	0.02467532
ILMN_3240321	107.2983	0.06363636
ILMN_1712944	872.4327	0
ILMN_2333107	300.7354	0
ILMN_1707958	86.83563	0.2467532
ILMN_1660424	76.84262	0.7935065
ILMN_1701998	89.06203	0.2051948
ILMN_1651235	85.5514	0.2805195
ILMN_1694140	83.9017	0.3363636
ILMN_1730995	94.09338	0.1324675
ILMN_2404917	91.76608	0.1597403
ILMN_1702696	85.98623	0.2662338
ILMN_2084562	82.31428	0.4090909
ILMN_1769563	77.59921	0.7311688
ILMN_1673119	119.4768	0.04675325
ILMN_2129015	219.3217	0.001298701
ILMN_1725889	85.67757	0.2792208
ILMN_1775235	96.15827	0.1155844
ILMN_1677951	77.01026	0.7779221
ILMN_1708502	147.7621	0.02207792
ILMN_1705447	151.4196	0.01558442
ILMN_1699172	101.7507	0.08441558
ILMN_2409898	84.09489	0.3285714
ILMN_2295698	84.6532	0.3116883
ILMN_2066124	167.4935	0.01298701
ILMN_1777797	73.3931	0.951948
ILMN_2095653	90.11315	0.1935065
ILMN_1707551	100.0727	0.09220779
ILMN_1782204	78.24558	0.6896104
ILMN_2402766	258.3658	0.001298701
ILMN_1767722	106.3156	0.06623377
ILMN_2342841	264.7304	0.001298701
ILMN_1802631	132.8339	0.02987013
ILMN_2318481	79.30489	0.6077922
ILMN_2245223	88.98693	0.2064935
ILMN_3238543	74.88094	0.9103896
ILMN_1735591	114.8453	0.04935065
ILMN_2362126	109.0161	0.06103896
ILMN_2269136	117.268	0.04935065
ILMN_3239130	130.7193	0.03246753
ILMN_2120103	79.89477	0.5558441
ILMN_3242883	260.043	0.001298701
ILMN_2100055	82.29426	0.4090909
ILMN_1887648	75.77916	0.8675325
ILMN_1688627	80.8425	0.4935065
ILMN_1672767	72.49654	0.9766234
ILMN_2196642	80.96013	0.4883117
ILMN_2308689	124.6086	0.03766234
ILMN_2290776	103.0935	0.07922078
ILMN_1777182	117.23	0.04935065
ILMN_1729777	83.97635	0.3311688
ILMN_1690829	99.68009	0.0948052
ILMN_2257015	121.4129	0.04155844
ILMN_3181215	137.4247	0.02467532
ILMN_3260345	186.8836	0.006493506
ILMN_1703228	78.56805	0.6623377
ILMN_1652023	90.35001	0.1844156
ILMN_2064917	231.0291	0.001298701
ILMN_1776153	89.97115	0.1948052
ILMN_1772645	144.8817	0.02337662
ILMN_1775082	83.92723	0.3337662
ILMN_1680343	100.7317	0.08831169
ILMN_2277492	90.0601	0.1948052
ILMN_2371825	197.1626	0.003896104
ILMN_1717468	80.75896	0.4961039
ILMN_2274377	79.87885	0.5597402
ILMN_1750235	76.97823	0.7857143
ILMN_1664006	100.3564	0.08961039
ILMN_1707169	107.5215	0.06363636
ILMN_1779109	76.65475	0.812987
ILMN_1697790	83.60413	0.3493507
ILMN_1679520	187.4515	0.006493506
ILMN_1732176	144.4883	0.02337662
ILMN_1681081	145.613	0.02337662
ILMN_2377430	142.952	0.02337662
ILMN_1661373	92.65138	0.1480519
ILMN_2288175	95.67964	0.1194805
ILMN_1654010	178.4627	0.007792208
ILMN_1732672	86.00076	0.2649351
ILMN_1730504	156.0055	0.01428571
ILMN_1662049	120.5866	0.04415584
ILMN_1740752	91.16881	0.1714286
ILMN_1794875	690.4542	0
ILMN_1698209	167.9738	0.01298701
ILMN_3307841	78.2962	0.6857143
ILMN_1814151	80.14865	0.5428572
ILMN_2050246	72.71389	0.9688312
ILMN_1728787	131.4646	0.03116883
ILMN_2234605	77.82215	0.7142857
ILMN_1770454	143.2564	0.02337662
ILMN_1770336	79.1395	0.6246753
ILMN_1714253	95.76076	0.1194805
ILMN_1813530	130.6808	0.03246753
ILMN_2223922	173.3494	0.009090909
ILMN_1718071	881.8779	0
ILMN_1814327	80.7365	0.4987013
ILMN_2341343	80.91917	0.4883117
ILMN_1775634	80.44651	0.5272727
ILMN_1802458	275.661	0.001298701
ILMN_2307656	263.1439	0.001298701
ILMN_1709796	97.73715	0.1038961
ILMN_1783963	79.11888	0.625974
ILMN_2134801	77.6791	0.7233766
ILMN_1757807	90.01537	0.1948052
ILMN_1673529	297.1769	0
ILMN_1686370	138.4404	0.02467532
ILMN_1809139	324.55	0
