PROBE_ID	7677153062_D.VALUE	7677153062_D.Detection Pval
ILMN_1754045	107.5658	0.06363636
ILMN_1811995	80.73333	0.4987013
ILMN_1773126	81.2655	0.4675325
ILMN_2232854	84.63825	0.3116883
ILMN_2143250	290.2531	0
ILMN_1694596	106.7604	0.06493507
ILMN_2202915	235.4773	0.001298701
ILMN_2271584	86.91121	0.2454545
ILMN_1712040	95.98566	0.1181818
ILMN_1813982	73.5228	0.9493507
ILMN_1678353	81.49226	0.448052
ILMN_2062687	106.5808	0.06623377
ILMN_1793732	138.2989	0.02467532
ILMN_1778255	111.2043	0.05584415
ILMN_2055930	129.6001	0.03506494
ILMN_1765696	9196.998	0
ILMN_1808132	117.0235	0.04935065
ILMN_2319077	273.1459	0.001298701
ILMN_1781824	83.7252	0.3467532
ILMN_1784871	121.9577	0.04155844
ILMN_2407464	222.7613	0.001298701
ILMN_1691861	129.4064	0.03506494
ILMN_1664098	114.1126	0.04935065
ILMN_1751362	104.9259	0.07142857
ILMN_2053567	106.356	0.06623377
ILMN_2129859	107.317	0.06363636
ILMN_1750160	146.0445	0.02337662
ILMN_1733377	171.7771	0.01038961
ILMN_1754795	78.65647	0.651948
ILMN_3247578	102.5422	0.08051948
ILMN_2128931	81.08961	0.4818182
ILMN_1780591	90.98092	0.174026
ILMN_1761551	74.48662	0.9207792
ILMN_1720162	74.09406	0.9285714
ILMN_1806914	99.17473	0.09740259
ILMN_1664614	2850.242	0
ILMN_2290251	75.23347	0.8987013
ILMN_1730882	86.37435	0.2558441
ILMN_1719205	223.8098	0.001298701
ILMN_1799471	77.04586	0.7766234
ILMN_2353143	80.55887	0.5168831
ILMN_1691249	79.70723	0.5779221
ILMN_1710815	76.48688	0.8233766
ILMN_1700541	93.84295	0.1376623
ILMN_1672536	81.85222	0.4350649
ILMN_1686952	87.48272	0.2376623
ILMN_1722713	87.16184	0.2428571
ILMN_1721769	75.07599	0.9038961
ILMN_2390919	79.19158	0.6194805
ILMN_1774602	85.52437	0.2805195
ILMN_2223941	92.01037	0.1597403
ILMN_1664176	83.89117	0.3376623
ILMN_1735743	91.74222	0.1597403
ILMN_1783182	121.9294	0.04155844
ILMN_1670899	103.1915	0.07922078
ILMN_1719755	101.9779	0.08441558
ILMN_1728799	203.7652	0.003896104
ILMN_1804005	85.92996	0.2701299
ILMN_3245236	427.8352	0
ILMN_1752559	178.7413	0.007792208
ILMN_1658232	86.71526	0.2506494
ILMN_1794260	485.5854	0
ILMN_3237966	356.1442	0
ILMN_1693438	116.1227	0.04935065
ILMN_1791253	201.3785	0.003896104
ILMN_1767441	83.34724	0.361039
ILMN_1663379	131.83	0.03116883
ILMN_1697561	103.5957	0.07792208
ILMN_1715901	91.22282	0.1701299
ILMN_3307782	136.9319	0.02597403
ILMN_1670920	96.63588	0.1116883
ILMN_1671215	84.98914	0.3
ILMN_1688639	94.15609	0.1324675
ILMN_1754489	137.9207	0.02467532
ILMN_1717252	80.83844	0.4935065
ILMN_2199362	83.64224	0.3467532
ILMN_1794187	174.956	0.009090909
ILMN_2071405	80.79068	0.4948052
ILMN_1671393	74.7047	0.9181818
ILMN_1735051	75.82066	0.8675325
ILMN_1673370	250.1622	0.001298701
ILMN_2378100	1928.993	0
ILMN_1799389	144.1969	0.02337662
ILMN_2352216	118.2304	0.04805195
ILMN_1705035	99.21619	0.09740259
ILMN_1682037	87.57253	0.2324675
ILMN_1716952	76.48693	0.8233766
ILMN_2089616	83.37103	0.361039
ILMN_1733164	97.11115	0.1064935
ILMN_2285112	1184.753	0
ILMN_1765711	95.34961	0.1220779
ILMN_1678404	121.6744	0.04155844
ILMN_1713682	516.4276	0
ILMN_1755281	86.20785	0.2597403
ILMN_1715823	125.1888	0.03766234
ILMN_1789274	85.9451	0.2688312
ILMN_1714428	82.66634	0.3922078
ILMN_1743898	80.96013	0.4883117
ILMN_2368535	78.05582	0.7012987
ILMN_1664779	79.18789	0.6194805
ILMN_1729430	224.6696	0.001298701
ILMN_1689380	75.8292	0.8662338
ILMN_1803211	150.8876	0.01558442
ILMN_2358647	100.1564	0.09220779
ILMN_1745887	196.1802	0.003896104
ILMN_1701869	93.59086	0.1402597
ILMN_2252178	94.42525	0.1311688
ILMN_1786469	90.06131	0.1948052
ILMN_2166706	76.68279	0.812987
ILMN_1786304	74.89167	0.9103896
ILMN_1686466	97.13046	0.1064935
ILMN_2383893	79.57177	0.587013
ILMN_2367479	77.24242	0.7597402
ILMN_2367477	87.3598	0.2402597
ILMN_1721360	79.84996	0.561039
ILMN_1812776	181.797	0.006493506
ILMN_2045911	165.3353	0.01298701
ILMN_1749641	117.0059	0.04935065
ILMN_2273261	86.59874	0.2519481
ILMN_1729175	127.0476	0.03636364
ILMN_1672415	83.49183	0.3545454
ILMN_1700232	165.8079	0.01298701
ILMN_2168992	110.934	0.05584415
ILMN_1771139	141.3027	0.02337662
ILMN_1652280	101.0446	0.08831169
ILMN_1760830	88.31631	0.2155844
ILMN_1703955	122.1739	0.04155844
ILMN_1664826	468.9063	0
ILMN_1765060	166.7723	0.01298701
ILMN_1756358	74.15287	0.9272727
ILMN_1686697	102.6045	0.07922078
ILMN_2362293	172.0991	0.01038961
ILMN_1754811	255.3978	0.001298701
ILMN_1814890	78.0585	0.7012987
ILMN_1757355	87.58432	0.2324675
ILMN_1656691	92.9074	0.1467533
ILMN_1755811	85.10516	0.2948052
ILMN_1762155	76.28884	0.8337662
ILMN_1880834	120.2069	0.04545455
ILMN_1756874	104.254	0.07402597
ILMN_1670087	100.0709	0.09220779
ILMN_2344907	80.60457	0.5155844
ILMN_1732182	121.5428	0.04155844
ILMN_2325625	82.93137	0.3805195
ILMN_1651597	82.44507	0.4
ILMN_3241510	91.87352	0.1597403
ILMN_1747119	168.3782	0.01298701
ILMN_2350266	118.2791	0.04805195
ILMN_1797542	77.11308	0.7701299
ILMN_1656342	107.3718	0.06363636
ILMN_2102257	79.40973	0.6025974
ILMN_1710676	118.7905	0.04805195
ILMN_2121555	87.57595	0.2324675
ILMN_1701455	463.6065	0
ILMN_1667112	111.4223	0.05584415
ILMN_1715963	104.633	0.07142857
ILMN_1745962	232.3047	0.001298701
ILMN_1672843	174.5751	0.009090909
ILMN_1667120	91.30113	0.1662338
ILMN_1717063	94.56876	0.1298701
ILMN_1702928	94.17336	0.1324675
ILMN_1777180	83.60533	0.3493507
ILMN_1727393	75.53294	0.8831169
ILMN_2394576	152.3779	0.01428571
ILMN_1735655	75.29726	0.8974026
ILMN_1766983	80.00165	0.5519481
ILMN_2394571	232.5049	0.001298701
ILMN_1674756	79.76233	0.5701299
ILMN_1775753	116.1937	0.04935065
ILMN_3251567	104.2156	0.07402597
ILMN_1671427	138.9539	0.02467532
ILMN_1805662	118.1744	0.04805195
ILMN_1701375	140.1423	0.02467532
ILMN_1702243	81.07333	0.4818182
ILMN_1668634	493.4935	0
ILMN_1655906	84.79664	0.3051948
ILMN_1754279	255.4848	0.001298701
ILMN_1770484	84.76624	0.3077922
ILMN_1709056	91.91972	0.1597403
ILMN_2342793	84.62682	0.3116883
ILMN_1812359	76.50942	0.8233766
ILMN_1750661	131.029	0.03246753
ILMN_1801743	78.25371	0.6896104
ILMN_2206009	83.83952	0.3415585
ILMN_2279367	2379.743	0
ILMN_2379967	420.8941	0
ILMN_2365091	543.2142	0
ILMN_1688423	867.9103	0
ILMN_2123743	3428.25	0
ILMN_1662451	142.4801	0.02337662
ILMN_2189869	113.4771	0.04935065
ILMN_2189870	129.2804	0.03506494
ILMN_1718984	89.31763	0.2012987
ILMN_2302757	118.5315	0.04805195
ILMN_1700156	79.8242	0.5636364
ILMN_2176063	437.2653	0
ILMN_2261600	904.9653	0
ILMN_2391051	342.2716	0
ILMN_3247506	343.7164	0
ILMN_2289849	1780.909	0
ILMN_1666932	2965.169	0
ILMN_1810687	76.52734	0.8233766
ILMN_1706523	327.1338	0
ILMN_1804174	91.26577	0.1688312
ILMN_1660027	253.9276	0.001298701
ILMN_2382403	118.9971	0.04805195
ILMN_2331121	100.0953	0.09220779
ILMN_1703679	157.4756	0.01428571
ILMN_2112580	511.1099	0
ILMN_1728639	8365.627	0
ILMN_2134453	2115.523	0
ILMN_1705302	910.7719	0
ILMN_1654571	114.8853	0.04935065
ILMN_1670322	144.4538	0.02337662
ILMN_1783847	101.866	0.08441558
ILMN_2102702	92.23978	0.1571429
ILMN_1815734	147.3969	0.02207792
ILMN_1668063	6045.863	0
ILMN_1793504	82.87185	0.3805195
ILMN_1714057	74.77299	0.9142857
ILMN_1780060	137.7597	0.02467532
ILMN_2349771	79.16311	0.6207792
ILMN_2226183	100.8708	0.08831169
ILMN_1761873	74.87256	0.9103896
ILMN_1791329	121.681	0.04155844
ILMN_1665152	85.81876	0.274026
ILMN_1699599	95.48258	0.1207792
ILMN_1797428	159.4425	0.01298701
ILMN_1691693	196.1996	0.003896104
ILMN_1738517	76.81304	0.7948052
ILMN_1684445	87.21451	0.2428571
ILMN_2105223	82.8513	0.3805195
ILMN_2074762	96.32342	0.1155844
ILMN_1691071	127.1024	0.03636364
ILMN_1782015	105.5036	0.07012987
ILMN_1741096	263.9658	0.001298701
ILMN_2144088	532.6246	0
ILMN_1804248	112.6906	0.05194805
ILMN_1699178	82.44823	0.4
ILMN_2198812	88.27215	0.2181818
ILMN_1744628	102.8146	0.07922078
ILMN_3243529	98.08195	0.1038961
ILMN_1811696	81.51593	0.4454545
ILMN_2414302	84.02602	0.3285714
ILMN_2364305	85.01897	0.3
ILMN_1774091	93.67243	0.1402597
ILMN_1719985	260.3765	0.001298701
ILMN_1744239	120.721	0.04415584
ILMN_1703330	498.2687	0
ILMN_1755834	98.29713	0.1038961
ILMN_2160929	126.4636	0.03636364
ILMN_1789618	97.39899	0.1038961
ILMN_1810289	200.8291	0.003896104
ILMN_2370976	111.036	0.05584415
ILMN_2206722	101.1529	0.08831169
ILMN_1809199	79.40641	0.6025974
ILMN_1725220	289.4037	0
ILMN_1690530	123.8479	0.03766234
ILMN_3247266	74.82639	0.9116883
ILMN_1721475	108.3436	0.06233766
ILMN_1696585	77.96535	0.7090909
ILMN_1695290	76.41458	0.8285714
ILMN_2366330	766.4021	0
ILMN_2366334	344.3263	0
ILMN_1693650	480.803	0
ILMN_1685483	79.69795	0.5779221
ILMN_1751460	209.8165	0.003896104
ILMN_1727992	92.50119	0.1506494
ILMN_2263054	90.48595	0.1831169
ILMN_1779071	106.0133	0.06623377
ILMN_1794106	86.284	0.2584416
ILMN_2403946	264.5201	0.001298701
ILMN_1739586	427.1282	0
ILMN_1813585	77.36359	0.7467533
ILMN_1750706	100.3904	0.08961039
ILMN_1756285	87.89382	0.2272727
ILMN_1797895	2764.55	0
ILMN_1802735	90.3914	0.1844156
ILMN_2280203	73.86953	0.9324675
ILMN_1656487	93.1344	0.1441558
ILMN_2381945	74.85471	0.9103896
ILMN_1659947	81.93502	0.4285714
ILMN_1779017	77.62489	0.7285714
ILMN_2114972	77.80965	0.7155844
ILMN_1678049	79.65288	0.5805195
ILMN_1764314	84.61169	0.3116883
ILMN_2115011	104.8293	0.07142857
ILMN_2115005	1164.571	0
ILMN_1772686	2630.234	0
ILMN_1698728	115.8702	0.04935065
ILMN_2104141	80.31326	0.5337662
ILMN_2190598	81.71635	0.4402598
ILMN_1753322	98.74634	0.1
ILMN_2349982	90.50127	0.1831169
ILMN_1699735	72.02304	0.9844156
ILMN_2110110	76.57994	0.8181818
ILMN_1719938	124.1205	0.03766234
ILMN_1672229	97.09631	0.1064935
ILMN_1677680	76.82477	0.7948052
ILMN_1810283	81.05627	0.4818182
ILMN_1653826	118.9335	0.04805195
ILMN_1690984	79.94356	0.5532467
ILMN_1671777	90.69564	0.1792208
ILMN_1751495	100.3003	0.08961039
ILMN_1732976	79.82991	0.5636364
ILMN_1785564	82.95016	0.3792208
ILMN_1781390	129.0678	0.03506494
ILMN_1797030	87.03724	0.2441558
ILMN_1693483	78.25868	0.6883117
ILMN_1760909	82.10659	0.4220779
ILMN_2105919	102.8484	0.07922078
ILMN_1744693	78.04531	0.7025974
ILMN_1788232	78.90465	0.6376624
ILMN_2153061	81.79607	0.4363636
ILMN_1772789	75.42754	0.8935065
ILMN_2056569	97.7346	0.1038961
ILMN_2095633	75.81266	0.8675325
ILMN_2071316	81.14201	0.4792208
ILMN_1696488	130.7212	0.03246753
ILMN_1723227	98.22887	0.1038961
ILMN_1677456	78.12471	0.6948052
ILMN_2399100	82.91102	0.3805195
ILMN_1740871	81.98767	0.4272727
ILMN_1764605	77.73808	0.7220779
ILMN_2188091	79.96586	0.5519481
ILMN_1731240	71.75061	0.987013
ILMN_1812517	83.52	0.3545454
ILMN_2345749	78.47834	0.6701299
ILMN_1762531	80.40795	0.5311688
ILMN_1785404	88.65205	0.212987
ILMN_1761945	427.4186	0
ILMN_1686961	517.0261	0
ILMN_1729369	81.00296	0.487013
ILMN_2398261	77.67545	0.7233766
ILMN_1796229	76.71942	0.8077922
ILMN_2411116	114.4835	0.04935065
ILMN_1657436	199.0435	0.003896104
ILMN_1682270	80.04207	0.5493507
ILMN_1651966	79.58643	0.587013
ILMN_1723123	85.84627	0.274026
ILMN_2410713	85.32232	0.2883117
ILMN_2241412	84.13091	0.3285714
ILMN_1730355	81.22809	0.4714286
ILMN_1795865	104.5008	0.07272727
ILMN_2348367	80.40781	0.5311688
ILMN_1703188	72.84215	0.9688312
ILMN_2315044	78.76189	0.6441559
ILMN_1737683	82.73133	0.3883117
ILMN_3271630	98.68375	0.1
ILMN_3182171	99.10626	0.09740259
ILMN_1672872	79.42548	0.6025974
ILMN_2366192	78.23684	0.6896104
ILMN_2326197	73.93388	0.9311689
ILMN_1731222	72.9552	0.9662338
ILMN_1803597	128.6763	0.03506494
ILMN_1682828	83.49384	0.3545454
ILMN_1693009	4886.069	0
ILMN_1795158	3588.596	0
ILMN_2272519	87.53971	0.2350649
ILMN_2368318	5162.719	0
ILMN_1719392	230.2211	0.001298701
ILMN_3236432	75.90009	0.8623376
ILMN_1699206	98.3458	0.1012987
ILMN_1766123	102.9842	0.07922078
ILMN_1805842	99.58388	0.0948052
ILMN_2355831	103.8291	0.07662338
ILMN_1668411	100.6913	0.08831169
ILMN_2265783	88.31779	0.2155844
ILMN_1678643	81.25969	0.4688312
ILMN_1703558	183.2815	0.006493506
ILMN_1669023	85.22244	0.2896104
ILMN_1651776	182.8663	0.006493506
ILMN_1761322	89.24641	0.2012987
ILMN_1727135	244.5732	0.001298701
ILMN_1716247	74.00629	0.9298701
ILMN_1657797	190.3915	0.006493506
ILMN_2411139	100.8213	0.08831169
ILMN_1778064	88.40257	0.2142857
ILMN_1800889	213.9591	0.001298701
ILMN_1707612	80.67435	0.5090909
ILMN_1801927	81.39925	0.4532467
ILMN_1676307	137.7655	0.02467532
ILMN_1778152	93.71391	0.138961
ILMN_2389114	91.74496	0.1597403
ILMN_3249343	80.13821	0.5428572
ILMN_1657039	86.37263	0.2558441
ILMN_1738578	96.06306	0.1181818
ILMN_1730906	78.57658	0.6623377
ILMN_2391150	95.76878	0.1194805
ILMN_1784407	81.26189	0.4688312
ILMN_2190942	78.01993	0.7038961
ILMN_1768743	239.7575	0.001298701
ILMN_1662880	216.1104	0.001298701
ILMN_1658351	170.8281	0.01168831
ILMN_1764557	168.3183	0.01298701
ILMN_2338593	81.66868	0.4402598
ILMN_1781803	249.4192	0.001298701
ILMN_1746465	77.95472	0.7090909
ILMN_1659905	185.9807	0.006493506
ILMN_1787345	233.5604	0.001298701
ILMN_2150294	7912.14	0
ILMN_1665243	92.688	0.1480519
ILMN_1804863	239.9227	0.001298701
ILMN_1702237	206.4408	0.003896104
ILMN_1683969	381.5166	0
ILMN_2333367	421.7641	0
ILMN_1683658	935.764	0
ILMN_2303955	86.49998	0.2545455
ILMN_3239766	211.1117	0.002597403
ILMN_1674337	140.8438	0.02337662
ILMN_1678080	114.3296	0.04935065
ILMN_1807563	75.36709	0.8961039
ILMN_1654691	107.7157	0.06363636
ILMN_2104784	210.8422	0.002597403
ILMN_1782045	162.0219	0.01298701
ILMN_1778444	596.5546	0
ILMN_1815444	95.18613	0.1233766
ILMN_1717737	85.41026	0.287013
ILMN_1685084	96.5798	0.112987
ILMN_1733947	97.4205	0.1038961
ILMN_1666121	80.11031	0.5428572
ILMN_2145143	93.62453	0.1402597
ILMN_2089977	113.249	0.05194805
ILMN_1781585	77.80143	0.7181818
ILMN_1791052	125.994	0.03636364
ILMN_2368617	94.69899	0.1272727
ILMN_1753597	83.69617	0.3467532
ILMN_1720928	78.69361	0.651948
ILMN_3238555	83.07348	0.374026
ILMN_2112673	80.47515	0.525974
ILMN_1814998	4241.124	0
ILMN_2157932	94.70406	0.1272727
ILMN_1776822	90.85536	0.1766234
ILMN_1709722	102.5551	0.08051948
ILMN_2357386	7732.645	0
ILMN_1784156	81.42107	0.4532467
ILMN_1730325	86.31756	0.2571429
ILMN_1663667	154.4249	0.01428571
ILMN_1670008	103.1501	0.07922078
ILMN_1683390	86.82133	0.2467532
ILMN_1814952	84.63194	0.3116883
ILMN_1655525	96.39391	0.1155844
ILMN_2134130	70.85427	0.9935065
ILMN_1743715	78.3969	0.6766234
ILMN_2233229	74.61579	0.9207792
ILMN_1665738	437.2891	0
ILMN_1737170	226.9308	0.001298701
ILMN_1652881	82.45121	0.4
ILMN_1660982	78.17401	0.6922078
ILMN_1756621	84.53442	0.312987
ILMN_1729323	69.07393	0.9974026
ILMN_1745217	264.8072	0.001298701
ILMN_3182000	98.06704	0.1038961
ILMN_3259594	81.588	0.4441558
ILMN_1785277	87.39914	0.238961
ILMN_2186877	231.0364	0.001298701
ILMN_1712211	103.4911	0.07792208
ILMN_2098297	85.13919	0.2948052
ILMN_1800911	98.20923	0.1038961
ILMN_1705743	1406.476	0
ILMN_1703430	148.498	0.01948052
ILMN_3273209	79.68496	0.5779221
ILMN_3232161	78.00597	0.7051948
ILMN_3185453	80.5276	0.5181818
ILMN_3233739	78.91753	0.6376624
ILMN_3232289	86.86102	0.2467532
ILMN_1794490	72.42825	0.9792208
ILMN_1793012	95.86014	0.1194805
ILMN_2173294	92.32758	0.1545455
ILMN_1737604	231.8062	0.001298701
ILMN_1694269	85.23499	0.2896104
ILMN_1689831	120.4102	0.04545455
ILMN_1695562	98.53713	0.1012987
ILMN_1679003	80.30753	0.5350649
ILMN_1798947	116.3542	0.04935065
ILMN_3187206	94.32112	0.1324675
ILMN_1775444	191.3665	0.006493506
ILMN_1726952	83.94604	0.3337662
ILMN_1775664	89.00259	0.2051948
ILMN_1697115	93.99081	0.1350649
ILMN_1680494	155.895	0.01428571
ILMN_2072622	73.53561	0.9493507
ILMN_1718061	83.67563	0.3467532
ILMN_2347748	115.3485	0.04935065
ILMN_3270588	93.53494	0.1402597
ILMN_1678674	96.39891	0.1155844
ILMN_1664124	88.43422	0.2142857
ILMN_2120072	82.23163	0.4181818
ILMN_2162135	89.31844	0.2012987
ILMN_1748290	81.7494	0.438961
ILMN_1814967	82.89812	0.3805195
ILMN_3185552	79.04469	0.635065
ILMN_3262015	81.59118	0.4441558
ILMN_3307196	116.8034	0.04935065
ILMN_1811608	147.1459	0.02207792
ILMN_1763745	134.3911	0.02727273
ILMN_1743483	106.2421	0.06623377
ILMN_1697491	158.0377	0.01298701
ILMN_1699275	91.78771	0.1597403
ILMN_1664701	81.61378	0.4428571
ILMN_3307201	102.3987	0.08181818
ILMN_2114894	78.13911	0.6935065
ILMN_3264472	87.00533	0.2441558
ILMN_1709725	115.7754	0.04935065
ILMN_1745554	80.3109	0.5350649
ILMN_1762506	78.29521	0.6857143
ILMN_2120507	78.24964	0.6896104
ILMN_1797406	87.63009	0.2311688
ILMN_1765773	115.9219	0.04935065
ILMN_2053377	85.01584	0.3
ILMN_3236816	84.65414	0.3116883
ILMN_2184575	85.53194	0.2805195
ILMN_1754114	103.5037	0.07792208
ILMN_1814622	114.6524	0.04935065
ILMN_2179915	79.69837	0.5779221
ILMN_1719386	82.63602	0.3974026
ILMN_1716907	88.48318	0.2142857
ILMN_1689046	281.6944	0.001298701
ILMN_1658427	78.90602	0.6376624
ILMN_1757978	99.88069	0.0948052
ILMN_1656615	80.91123	0.4896104
ILMN_1775188	82.1329	0.4220779
ILMN_1666753	84.31712	0.3207792
ILMN_1737402	78.28286	0.687013
ILMN_1727226	77.60009	0.7311688
ILMN_1811181	99.0327	0.0987013
ILMN_1771144	80.53499	0.5181818
ILMN_1723210	80.2137	0.5415584
ILMN_1702757	77.18599	0.7636364
ILMN_1778144	182.9929	0.006493506
ILMN_3180895	78.64463	0.6532468
ILMN_3257361	104.2737	0.07402597
ILMN_1667087	85.32649	0.2883117
ILMN_1805147	110.4979	0.05584415
ILMN_1706558	104.6109	0.07272727
ILMN_1778318	80.25686	0.5363637
ILMN_1790197	124.3604	0.03766234
ILMN_1692464	308.1649	0
ILMN_1779702	94.26455	0.1324675
ILMN_1763663	165.3363	0.01298701
ILMN_1668752	107.3587	0.06363636
ILMN_1711928	105.8945	0.06753246
ILMN_1652701	106.55	0.06623377
ILMN_2180885	73.87959	0.9324675
ILMN_1770102	86.16959	0.261039
ILMN_1655196	80.53651	0.5181818
ILMN_1672800	84.97178	0.3
ILMN_1778510	73.34391	0.9558442
ILMN_1815366	125.6063	0.03766234
ILMN_1677038	145.6514	0.02337662
ILMN_1765636	79.83083	0.5636364
ILMN_2387471	85.19981	0.2922078
ILMN_1665289	84.11539	0.3285714
ILMN_1672982	79.77813	0.5701299
ILMN_1728115	80.25497	0.5363637
ILMN_1685465	74.62623	0.9207792
ILMN_1705207	72.56361	0.9766234
ILMN_1700098	81.66432	0.4415585
ILMN_1656149	87.13447	0.2428571
ILMN_3247023	91.0873	0.1727273
ILMN_1702866	85.03059	0.2987013
ILMN_1707286	1824.806	0
ILMN_3183048	75.51817	0.8844156
ILMN_3259509	73.65492	0.9428571
ILMN_2150802	87.93787	0.225974
ILMN_1696243	109.7737	0.05714286
ILMN_1670317	79.59756	0.587013
ILMN_1806305	81.41732	0.4532467
ILMN_1684155	104.7939	0.07142857
ILMN_1706699	70.26505	0.9961039
ILMN_1716546	89.35281	0.2012987
ILMN_1809817	83.88399	0.3376623
ILMN_3274036	87.51751	0.2350649
ILMN_2144162	105.2946	0.07142857
ILMN_1711060	77.23582	0.7597402
ILMN_1751587	82.05741	0.4246753
ILMN_1791658	76.95212	0.7857143
ILMN_1804175	77.66723	0.7246753
ILMN_1656250	81.52922	0.4454545
ILMN_1661004	76.25156	0.8376623
ILMN_3260180	619.8123	0
ILMN_1655498	230.9898	0.001298701
ILMN_1789807	78.31596	0.6831169
ILMN_1710829	85.6433	0.2805195
ILMN_1700068	89.20365	0.2025974
ILMN_1665260	89.99651	0.1948052
ILMN_1716729	80.2625	0.5363637
ILMN_3307180	83.96515	0.3324675
ILMN_1732860	87.9522	0.225974
ILMN_3270637	83.52161	0.3545454
ILMN_1797409	85.94047	0.2688312
ILMN_1720004	80.68302	0.5090909
ILMN_1815114	89.58793	0.1974026
ILMN_1726048	88.36277	0.2142857
ILMN_1760430	77.73387	0.7220779
ILMN_1705466	76.02314	0.851948
ILMN_1724966	102.132	0.08441558
ILMN_1726041	91.21619	0.1701299
ILMN_1686712	82.10587	0.4220779
ILMN_1745684	93.4042	0.1402597
ILMN_3184067	82.19788	0.4194805
ILMN_3263341	73.99757	0.9298701
ILMN_1745695	98.76372	0.1
ILMN_3268232	103.9644	0.07532468
ILMN_3191764	80.19955	0.5415584
ILMN_1711772	83.41167	0.3571429
ILMN_1788833	78.17454	0.6922078
ILMN_1668152	79.12361	0.625974
ILMN_1799872	73.42944	0.951948
ILMN_1673270	88.43354	0.2142857
ILMN_1719209	90.16219	0.1896104
ILMN_3189585	604.453	0
ILMN_3266054	146.4494	0.02337662
ILMN_1654108	73.83871	0.9337662
ILMN_1787100	74.30518	0.9233766
ILMN_2113728	91.70982	0.1597403
ILMN_1812549	72.10566	0.9844156
ILMN_1655136	91.222	0.1701299
ILMN_1743256	84.36849	0.3207792
ILMN_1791162	91.50537	0.161039
ILMN_1723834	218.5224	0.001298701
ILMN_3191756	79.7563	0.5714286
ILMN_3268228	92.53269	0.1506494
ILMN_1756918	86.62074	0.2519481
ILMN_1671331	83.52278	0.3545454
ILMN_1780637	80.37717	0.5324675
ILMN_1768646	85.602	0.2805195
ILMN_1794510	151.9005	0.01428571
ILMN_1657603	81.14199	0.4792208
ILMN_1722609	153.4654	0.01428571
ILMN_1751897	97.96848	0.1038961
ILMN_3266833	93.62242	0.1402597
ILMN_1660007	88.19701	0.2194805
ILMN_1792191	75.07304	0.9051948
ILMN_1736479	76.99711	0.7831169
ILMN_2109536	103.1904	0.07922078
ILMN_1766316	77.0612	0.7753247
ILMN_1728889	78.25642	0.6896104
ILMN_2135456	97.14313	0.1064935
ILMN_1652243	89.86394	0.1961039
ILMN_3191647	87.49133	0.2363636
ILMN_1776826	81.02293	0.4857143
ILMN_1716991	76.17751	0.8415585
ILMN_1762018	78.26757	0.6883117
ILMN_1784879	230.7019	0.001298701
ILMN_1664563	86.14259	0.261039
ILMN_1692874	77.77855	0.7220779
ILMN_1755635	84.36777	0.3207792
ILMN_1838357	86.99024	0.2441558
ILMN_1717029	159.9587	0.01298701
ILMN_3242977	96.65491	0.1116883
ILMN_1746472	76.60974	0.8155844
ILMN_1773383	79.52425	0.5935065
ILMN_1671366	82.50758	0.4
ILMN_1674795	108.5114	0.06233766
ILMN_1737878	168.1533	0.01298701
ILMN_1798911	73.96632	0.9311689
ILMN_1675437	91.20657	0.1701299
ILMN_3307149	76.64392	0.812987
ILMN_1676435	90.77553	0.1779221
ILMN_1691212	79.74722	0.5727273
ILMN_1653615	81.82864	0.4363636
ILMN_3243324	83.38921	0.361039
ILMN_1678705	78.57845	0.6623377
ILMN_1763891	97.70515	0.1038961
ILMN_3187458	78.69308	0.651948
ILMN_3258523	80.80915	0.4935065
ILMN_3269655	1899.871	0
ILMN_1800246	96.94503	0.1090909
ILMN_1668671	90.26385	0.187013
ILMN_1738738	88.75307	0.2116883
ILMN_1778408	84.11662	0.3285714
ILMN_1726856	87.05398	0.2441558
ILMN_1788008	96.50977	0.1142857
ILMN_1730351	78.4751	0.6701299
ILMN_1685640	86.09107	0.2636364
ILMN_2163187	86.78666	0.2493507
ILMN_3307940	121.5315	0.04155844
ILMN_1757380	73.84651	0.9337662
ILMN_1777040	94.07846	0.1337662
ILMN_1768434	76.87085	0.7935065
ILMN_1781225	103.0915	0.07922078
ILMN_1805011	305.8565	0
ILMN_1673642	99.52917	0.0948052
ILMN_2085339	88.66225	0.212987
ILMN_1768919	104.8107	0.07142857
ILMN_1697634	80.22025	0.5402597
ILMN_1691966	84.4094	0.3194805
ILMN_1675792	73.32218	0.9558442
ILMN_1696029	82.76993	0.3883117
ILMN_1691194	148.5453	0.01948052
ILMN_1672818	78.72013	0.6467533
ILMN_3249820	83.89698	0.3376623
ILMN_1718770	116.7146	0.04935065
ILMN_1668736	175.0215	0.009090909
ILMN_3181480	4337.588	0
ILMN_3257941	80.32133	0.5337662
ILMN_1735905	87.5596	0.2337662
ILMN_1696193	84.37045	0.3207792
ILMN_1659333	78.63651	0.6545454
ILMN_1690843	82.296	0.4090909
ILMN_2162496	72.62291	0.974026
ILMN_1708686	82.66875	0.3922078
ILMN_1910334	253.802	0.001298701
ILMN_1722825	82.85027	0.3805195
ILMN_3241684	79.16814	0.6207792
ILMN_1651259	112.7602	0.05194805
ILMN_1717265	74.30159	0.9233766
ILMN_1727099	78.16223	0.6922078
ILMN_1809167	78.84885	0.6402597
ILMN_1723320	111.0879	0.05584415
ILMN_1771618	136.898	0.02597403
ILMN_1769571	84.05405	0.3285714
ILMN_3237826	83.77838	0.3441558
