PROBE_ID	7677153062_A.VALUE	7677153062_A.Detection Pval
ILMN_1743638	90.27455	0.6987013
ILMN_1658176	110.8948	0.07402597
ILMN_2329927	111.2147	0.06753246
ILMN_1794782	172.7264	0.005194805
ILMN_1695968	89.90311	0.7194805
ILMN_1789641	96.19931	0.3155844
ILMN_1779470	252.0999	0.001298701
ILMN_1716592	93.70519	0.448052
ILMN_1680309	92.99796	0.4857143
ILMN_1743371	90.48652	0.6831169
ILMN_1770031	132.771	0.03506494
ILMN_2338268	103.7383	0.125974
ILMN_1753912	89.93025	0.7194805
ILMN_1737475	100.5392	0.1701299
ILMN_1745116	98.75251	0.225974
ILMN_2318685	99.85784	0.1805195
ILMN_2245305	112.02	0.06753246
ILMN_1707925	93.44398	0.4623377
ILMN_1698311	92.48282	0.525974
ILMN_2367487	89.13104	0.7623377
ILMN_1785285	90.72867	0.6649351
ILMN_2073969	88.06649	0.8142857
ILMN_1794213	194.4174	0.003896104
ILMN_2227533	111.2109	0.06753246
ILMN_1769390	128.4858	0.04155844
ILMN_2403446	112.817	0.06623377
ILMN_1787618	91.35772	0.6207792
ILMN_1723662	119.3891	0.05454545
ILMN_1801767	251.9243	0.001298701
ILMN_1700633	161.9854	0.01298701
ILMN_1655702	261.0654	0.001298701
ILMN_1706344	117.2589	0.05714286
ILMN_1719498	96.67268	0.2909091
ILMN_1712707	122.4926	0.04935065
ILMN_1699750	173.0322	0.005194805
ILMN_1739081	180.9353	0.005194805
ILMN_2329958	326.8905	0
ILMN_1775944	88.37749	0.8038961
ILMN_1724497	119.6856	0.05454545
ILMN_1720988	100.0074	0.1766234
ILMN_1707274	92.63007	0.5116883
ILMN_1755658	159.5331	0.01428571
ILMN_1673639	94.01718	0.4272727
ILMN_1713732	169.8253	0.006493506
ILMN_1708922	117.9992	0.05454545
ILMN_2268241	95.16623	0.361039
ILMN_1741628	92.65214	0.5090909
ILMN_1657870	104.0682	0.1233766
ILMN_2240003	99.43398	0.2
ILMN_1785424	550.3732	0
ILMN_1731610	119.5335	0.05454545
ILMN_1696682	89.65089	0.7324675
ILMN_2396672	217.2086	0.002597403
ILMN_1758825	134.7114	0.02987013
ILMN_1656940	105.9327	0.1077922
ILMN_1656979	110.3078	0.08051948
ILMN_1731433	184.3405	0.005194805
ILMN_1672878	451.115	0
ILMN_1655114	101.929	0.1558442
ILMN_1657045	95.26826	0.3545454
ILMN_1766991	89.5147	0.738961
ILMN_1658083	104.9401	0.1142857
ILMN_1802096	1025.407	0
ILMN_2367165	658.0974	0
ILMN_1753370	116.8438	0.05714286
ILMN_1738921	329.9052	0
ILMN_1660199	163.0849	0.01298701
ILMN_2331636	126.6707	0.04285714
ILMN_1772123	118.4857	0.05454545
ILMN_1667641	85.10042	0.9467533
ILMN_1763852	146.039	0.02207792
ILMN_1687303	125.7079	0.04675325
ILMN_1761058	180.2124	0.005194805
ILMN_2225595	179.0745	0.005194805
ILMN_1724699	93.67263	0.4493507
ILMN_1775579	140.0659	0.02727273
ILMN_1660890	83.32326	0.9831169
ILMN_1778104	171.6078	0.005194805
ILMN_2053679	245.9384	0.001298701
ILMN_1795104	211.055	0.003896104
ILMN_1740920	94.55158	0.3909091
ILMN_2263466	104.6453	0.1155844
ILMN_1806408	887.4225	0
ILMN_2352009	233.6784	0.002597403
ILMN_1693148	84.95285	0.951948
ILMN_1808395	427.1014	0
ILMN_3236270	212.5528	0.003896104
ILMN_1743847	98.50819	0.2311688
ILMN_1800008	206.5667	0.003896104
ILMN_2133799	94.39941	0.3987013
ILMN_1708672	166.5781	0.007792208
ILMN_1665945	237.6311	0.002597403
ILMN_1676288	111.0368	0.06883117
ILMN_1693250	110.8002	0.07402597
ILMN_2295980	96.04794	0.3220779
ILMN_2410362	95.77309	0.3311688
ILMN_1684271	111.7619	0.06753246
ILMN_1726388	88.28893	0.8090909
ILMN_2106002	95.65578	0.3337662
ILMN_1779685	113.5115	0.06623377
ILMN_1665932	97.57583	0.2662338
ILMN_1769694	94.00668	0.4285714
ILMN_1727251	105.3662	0.1142857
ILMN_1734479	103.617	0.1298701
ILMN_2368728	122.4132	0.04935065
ILMN_2394897	91.82247	0.5766234
ILMN_2394902	95.58087	0.3350649
ILMN_2287535	99.56694	0.1987013
ILMN_1750295	104.2876	0.1233766
ILMN_3187680	255.5728	0.001298701
ILMN_3242266	89.93742	0.7194805
ILMN_1780630	125.8625	0.04545455
ILMN_1716480	156.1712	0.01688312
ILMN_1715192	95.39381	0.3480519
ILMN_2339410	87.37577	0.8532467
ILMN_1779984	90.37088	0.6922078
ILMN_1667018	116.9243	0.05714286
ILMN_1773243	84.31106	0.9688312
ILMN_3241214	104.4952	0.1194805
ILMN_3235340	114.8091	0.06363636
ILMN_1761000	99.63622	0.1948052
ILMN_3237774	139.016	0.02727273
ILMN_2333219	83.67171	0.9766234
ILMN_1780485	113.4409	0.06623377
ILMN_1735471	156.7465	0.01558442
ILMN_1699636	347.9433	0
ILMN_2371379	374.3843	0
ILMN_1749014	211.6842	0.003896104
ILMN_1727091	91.42132	0.6168831
ILMN_1771348	121.3865	0.05324675
ILMN_2134039	4688.046	0
ILMN_1750800	176.6752	0.005194805
ILMN_1654861	149.8785	0.01948052
ILMN_2121389	88.42029	0.8025974
ILMN_1715543	96.144	0.3181818
ILMN_1739594	99.6345	0.1948052
ILMN_2353978	91.02859	0.638961
ILMN_1785474	133.2818	0.03246753
ILMN_2188959	102.105	0.1480519
ILMN_1716237	123.3882	0.04935065
ILMN_1764321	98.17205	0.2402597
ILMN_2156699	95.49868	0.3402597
ILMN_1784756	96.52414	0.2961039
ILMN_1728883	93.22972	0.4727273
ILMN_1740265	125.7961	0.04675325
ILMN_1788078	94.35883	0.4
ILMN_2252621	92.50946	0.5246753
ILMN_2332250	97.85294	0.2558441
ILMN_1719178	93.52003	0.4597403
ILMN_1679600	102.1144	0.1467533
ILMN_2367070	155.4777	0.01688312
ILMN_1658995	163.9023	0.01168831
ILMN_1750158	248.269	0.001298701
ILMN_1668839	94.66548	0.3805195
ILMN_1765767	114.2825	0.06493507
ILMN_1685703	85.8539	0.9194805
ILMN_1743396	110.6003	0.07532468
ILMN_1743680	90.23196	0.7012987
ILMN_1669633	207.5748	0.003896104
ILMN_2344956	451.3601	0
ILMN_2104830	128.203	0.04155844
ILMN_2078599	124.4859	0.04805195
ILMN_2234343	101.2688	0.1636364
ILMN_1706598	156.4135	0.01688312
ILMN_2306955	164.7493	0.01168831
ILMN_1758323	158.9101	0.01558442
ILMN_1728331	258.7886	0.001298701
ILMN_2351906	89.39968	0.7506493
ILMN_1705637	134.716	0.02987013
ILMN_1784203	183.0663	0.005194805
ILMN_1666690	122.1585	0.04935065
ILMN_1654468	189.3544	0.005194805
ILMN_2320277	102.8677	0.1415584
ILMN_2227011	96.63634	0.2909091
ILMN_1730002	102.6753	0.1415584
ILMN_3236756	114.383	0.06493507
ILMN_1716832	92.24683	0.5454546
ILMN_1684585	1110.442	0
ILMN_2360705	183.1566	0.005194805
ILMN_1654414	104.254	0.1233766
ILMN_1666096	118.9104	0.05454545
ILMN_2391458	113.6177	0.06623377
ILMN_2285506	96.9434	0.2857143
ILMN_1691714	94.3553	0.4
ILMN_1683598	361.1203	0
ILMN_2370882	137.1254	0.02857143
ILMN_2273911	92.47228	0.5272727
ILMN_1807914	92.89625	0.4922078
ILMN_1678517	91.48365	0.612987
ILMN_1705247	311.5393	0
ILMN_1737418	99.55275	0.1987013
ILMN_2278242	86.04224	0.9155844
ILMN_1730025	95.34007	0.3480519
ILMN_2378555	111.0461	0.06883117
ILMN_1661434	85.24516	0.9428571
ILMN_1809623	89.14161	0.7623377
ILMN_1657592	90.14806	0.7051948
ILMN_1765912	89.71322	0.7311688
ILMN_1746128	86.07974	0.912987
ILMN_1685952	90.38756	0.6909091
ILMN_1662738	95.07883	0.3623376
ILMN_1771084	108.1946	0.0948052
ILMN_1791923	90.13348	0.7051948
ILMN_1801698	92.30019	0.5415584
ILMN_1766966	91.86309	0.5727273
ILMN_2070792	94.6048	0.387013
ILMN_1752269	192.9307	0.005194805
ILMN_1697510	99.9284	0.1792208
ILMN_2254962	94.09964	0.4194805
ILMN_2336595	312.2061	0
ILMN_1714197	345.0038	0
ILMN_1742859	89.35403	0.7506493
ILMN_1659885	94.39499	0.3987013
ILMN_2125869	107.7562	0.09740259
ILMN_1671703	308.5343	0
ILMN_2152131	10732.92	0
ILMN_1777296	6236.944	0
ILMN_2038777	10318.04	0
ILMN_3246895	88.06941	0.8142857
ILMN_1658660	93.56213	0.4558442
ILMN_1829919	90.71706	0.6649351
ILMN_2053178	7015.063	0
ILMN_1704961	1685.658	0
ILMN_1795325	86.664	0.8779221
ILMN_1749297	208.4854	0.003896104
ILMN_2328280	165.9488	0.007792208
ILMN_1657855	199.6283	0.003896104
ILMN_1717900	90.1222	0.7051948
ILMN_1796088	96.12196	0.3207792
ILMN_1704078	96.2813	0.3103896
ILMN_2232177	830.9613	0
ILMN_1654422	93.96727	0.4324675
ILMN_1665691	98.23316	0.2376623
ILMN_1725534	271.3941	0
ILMN_1798254	277.0072	0
ILMN_1792314	217.141	0.002597403
ILMN_1695821	243.6161	0.001298701
ILMN_2388605	1599.595	0
ILMN_1657153	403.6017	0
ILMN_2260392	98.25471	0.2376623
ILMN_2346451	96.28008	0.3103896
ILMN_1787513	95.38061	0.3480519
ILMN_1680941	100.4423	0.1727273
ILMN_1652594	130.6387	0.03896104
ILMN_1697585	185.091	0.005194805
ILMN_1689162	108.104	0.0948052
ILMN_1815392	230.4173	0.002597403
ILMN_3241416	86.36604	0.8922078
ILMN_1760490	203.476	0.003896104
ILMN_1786544	97.0537	0.2818182
ILMN_1763916	101.0488	0.1649351
ILMN_2243308	147.5518	0.02077922
ILMN_1766723	97.29173	0.2766234
ILMN_1689217	96.1809	0.3155844
ILMN_1670912	97.61411	0.2636364
ILMN_2152711	114.9406	0.06363636
ILMN_1668983	91.96304	0.5623376
ILMN_1824337	86.56989	0.8805195
ILMN_1807493	90.35832	0.6922078
ILMN_3250257	90.21616	0.7025974
ILMN_1683883	116.4922	0.05714286
ILMN_1670193	114.5942	0.06363636
ILMN_2319825	117.045	0.05714286
ILMN_1694233	203.8215	0.003896104
ILMN_1686432	102.1832	0.1454545
ILMN_1697550	156.0457	0.01688312
ILMN_2158705	114.9471	0.06363636
ILMN_1803686	190.46	0.005194805
ILMN_1745580	91.13956	0.6324675
ILMN_1745108	84.11971	0.974026
ILMN_1725043	99.35686	0.2038961
ILMN_2148360	104.4951	0.1194805
ILMN_1718946	181.6934	0.005194805
ILMN_1711374	97.91911	0.2506494
ILMN_1726266	93.31418	0.4675325
ILMN_1705689	80.08923	0.9987013
ILMN_1785393	91.4039	0.6181818
ILMN_2384544	142.8068	0.02467532
ILMN_1756920	312.4389	0
ILMN_1799728	111.8283	0.06753246
ILMN_1751500	100.1911	0.1766234
ILMN_2121068	328.8966	0
ILMN_1765779	108.3065	0.09220779
ILMN_2201386	86.05762	0.9155844
ILMN_1682225	82.35515	0.9948052
ILMN_1788481	98.54333	0.2311688
ILMN_1713751	663.2409	0
ILMN_1662675	94.84209	0.3714286
ILMN_1737629	88.99558	0.7675325
ILMN_1812112	88.68726	0.7818182
ILMN_3241313	91.09341	0.6376624
ILMN_1675210	84.84144	0.9532468
ILMN_1706302	92.1925	0.5506493
ILMN_2351754	87.34512	0.8532467
ILMN_2060086	92.0805	0.5545455
ILMN_1664236	94.5435	0.3935065
ILMN_1664631	121.7277	0.05324675
ILMN_1802100	99.20362	0.2116883
ILMN_2194158	102.9967	0.1402597
ILMN_2100871	94.93014	0.3688312
ILMN_1806841	107.5894	0.0987013
ILMN_1798045	94.08881	0.4194805
ILMN_2293012	85.50005	0.9311689
ILMN_1703383	105.9374	0.1077922
ILMN_1651657	95.0957	0.3623376
ILMN_1671297	119.2972	0.05454545
ILMN_1669486	86.67259	0.8779221
ILMN_1795204	98.63091	0.2298701
ILMN_2223911	90.57066	0.6792208
ILMN_1685531	80.79758	0.9987013
ILMN_1764554	88.65045	0.7831169
ILMN_2302214	93.64173	0.4493507
ILMN_1783312	93.88032	0.4337662
ILMN_2143210	91.29798	0.625974
ILMN_1750294	94.17467	0.412987
ILMN_1708348	705.8107	0
ILMN_1727524	131.3366	0.03636364
ILMN_1716909	92.90436	0.4922078
ILMN_2103107	119.987	0.05454545
ILMN_1673566	92.21982	0.5493507
ILMN_1751168	94.85727	0.3714286
ILMN_1660970	90.58358	0.6779221
ILMN_1787386	92.49674	0.525974
ILMN_2286570	91.19911	0.6272727
ILMN_2413732	84.35583	0.9688312
ILMN_1873412	106.0294	0.1077922
ILMN_1676452	92.33208	0.5389611
ILMN_2358134	89.7522	0.7285714
ILMN_1683781	89.94404	0.7194805
ILMN_1726247	87.36623	0.8532467
ILMN_1682989	140.8052	0.02597403
ILMN_1739872	91.02482	0.638961
ILMN_1770152	91.21577	0.625974
ILMN_1656171	84.71638	0.9584416
ILMN_1796628	98.25979	0.2376623
ILMN_1811765	89.44254	0.7467533
ILMN_1791795	87.98058	0.8207792
ILMN_1787908	95.57451	0.3350649
ILMN_1651717	88.53318	0.7948052
ILMN_1703803	88.18803	0.8116883
ILMN_2092933	89.60113	0.7324675
ILMN_1681886	93.83744	0.438961
ILMN_1767362	91.53613	0.6116883
ILMN_3251322	98.25342	0.2376623
ILMN_2211790	89.29073	0.7558442
ILMN_1672403	88.67479	0.7818182
ILMN_1805543	98.98946	0.2181818
ILMN_1706992	134.3709	0.02987013
ILMN_1684919	89.6512	0.7324675
ILMN_1727084	92.65269	0.5090909
ILMN_1705250	90.48784	0.6831169
ILMN_1722621	92.28934	0.5415584
ILMN_1721495	97.9079	0.2506494
ILMN_1798690	88.92734	0.7714286
ILMN_1687035	111.7758	0.06753246
ILMN_1777683	101.3559	0.1623377
ILMN_1762294	106.3763	0.1051948
ILMN_1793040	119.428	0.05454545
ILMN_3247424	139.0473	0.02727273
ILMN_1763000	188.8112	0.005194805
ILMN_1776777	1691.279	0
ILMN_1706963	87.55174	0.8389611
ILMN_2320964	648.6311	0
ILMN_1697628	105.9992	0.1077922
ILMN_2319326	140.945	0.02597403
ILMN_1657442	102.4723	0.1441558
ILMN_1679797	377.6856	0
ILMN_1749493	96.52308	0.2961039
ILMN_1657139	225.2364	0.002597403
ILMN_3245693	102.529	0.1441558
ILMN_1806275	114.1743	0.06493507
ILMN_1659599	102.5446	0.1441558
ILMN_1698777	130.2818	0.04025974
ILMN_1663132	146.5458	0.02207792
ILMN_1700349	138.2202	0.02857143
ILMN_1761309	99.12551	0.212987
ILMN_2120555	100.9676	0.1675325
ILMN_1742073	88.25668	0.8090909
ILMN_3241894	110.3913	0.07922078
ILMN_1810691	103.6162	0.1298701
ILMN_1676893	224.6525	0.002597403
ILMN_2148944	127.1142	0.04285714
ILMN_1708588	88.70573	0.7818182
ILMN_2311674	96.51623	0.2961039
ILMN_1685156	96.07106	0.3207792
ILMN_1655935	211.1361	0.003896104
ILMN_1754440	91.57372	0.6064935
ILMN_1654287	106.7916	0.1025974
ILMN_1763344	104.6478	0.1155844
ILMN_1711736	124.5398	0.04805195
ILMN_2356786	168.9724	0.006493506
ILMN_1759252	1411.128	0
ILMN_1678791	91.51932	0.6116883
ILMN_2336146	88.77312	0.7779221
ILMN_2286339	91.69096	0.5922078
ILMN_1694133	92.27305	0.5441558
ILMN_1678501	95.71352	0.3324675
ILMN_1787378	635.288	0
ILMN_1814526	845.1819	0
ILMN_2311278	398.5641	0
ILMN_1764309	115.6578	0.06233766
ILMN_1811598	91.98303	0.5623376
ILMN_1740717	89.75381	0.7285714
ILMN_2136010	93.54704	0.4558442
ILMN_1797912	89.74106	0.7285714
ILMN_1738604	101.6221	0.1571429
ILMN_1691175	138.0304	0.02857143
ILMN_2223359	95.16082	0.361039
ILMN_1702858	174.8182	0.005194805
ILMN_2363634	121.0482	0.05324675
ILMN_1813975	103.2874	0.1324675
ILMN_1743331	86.21057	0.9
ILMN_1775045	110.4853	0.07532468
ILMN_2096322	313.8511	0
ILMN_1688322	403.3801	0
ILMN_2224833	220.8387	0.002597403
ILMN_2358626	152.4957	0.01688312
ILMN_1768062	95.20207	0.3545454
ILMN_2358628	94.73015	0.3779221
ILMN_1801020	107.1735	0.1025974
ILMN_1708934	858.7133	0
ILMN_1702933	162.2253	0.01298701
ILMN_1657993	207.1565	0.003896104
ILMN_1666019	137.3149	0.02857143
ILMN_2080751	148.1793	0.02077922
ILMN_1690352	147.9626	0.02077922
ILMN_2275396	101.7053	0.1571429
ILMN_2373444	107.1255	0.1025974
ILMN_1747227	121.7791	0.05324675
ILMN_1807372	167.592	0.006493506
ILMN_1703946	109.0749	0.08701298
ILMN_1733259	104.9855	0.1142857
ILMN_1730710	129.2238	0.04025974
ILMN_1793959	296.1348	0
ILMN_1794512	104.4068	0.1220779
ILMN_1795788	86.94742	0.8714285
ILMN_1760335	113.2544	0.06623377
ILMN_1788530	120.3029	0.05324675
ILMN_1811480	163.205	0.01298701
ILMN_1813598	102.1684	0.1454545
ILMN_1653821	101.0589	0.1649351
ILMN_1780551	90.69225	0.6662338
ILMN_1669227	81.43072	0.9974026
ILMN_1709167	96.41791	0.3025974
ILMN_1679754	109.1681	0.08701298
ILMN_1716421	138.8547	0.02857143
ILMN_1659371	221.7238	0.002597403
ILMN_1677868	98.44818	0.2337662
ILMN_1707445	95.2174	0.3545454
ILMN_1733963	128.8784	0.04155844
ILMN_1804255	96.74712	0.2883117
ILMN_1695590	433.7526	0
ILMN_1694007	89.43479	0.7493507
ILMN_3307926	1817.861	0
ILMN_1673330	101.7102	0.1571429
ILMN_1668900	106.7096	0.1038961
ILMN_2389013	171.1467	0.005194805
ILMN_1760143	409.2216	0
ILMN_1790757	330.903	0
ILMN_2092664	314.4286	0
ILMN_1778796	164.3314	0.01168831
ILMN_1749804	116.4477	0.05714286
ILMN_1720235	97.40047	0.274026
ILMN_2240009	86.6057	0.8792208
ILMN_1736178	108.6968	0.08831169
ILMN_1803376	152.8895	0.01688312
ILMN_3240321	113.4298	0.06623377
ILMN_1712944	1041.192	0
ILMN_2333107	477.9233	0
ILMN_1707958	89.5995	0.7324675
ILMN_1660424	84.14298	0.974026
ILMN_1701998	98.23769	0.2376623
ILMN_1651235	95.18179	0.3597403
ILMN_1694140	99.93365	0.1792208
ILMN_1730995	111.1854	0.06753246
ILMN_2404917	104.4923	0.1194805
ILMN_1702696	100.5482	0.1701299
ILMN_2084562	96.76438	0.2883117
ILMN_1769563	90.63613	0.6727273
ILMN_1673119	99.38976	0.2025974
ILMN_2129015	151.8385	0.01688312
ILMN_1725889	98.58887	0.2311688
ILMN_1775235	126.7051	0.04285714
ILMN_1677951	88.59579	0.7922078
ILMN_1708502	148.184	0.02077922
ILMN_1705447	191.6724	0.005194805
ILMN_1699172	112.3857	0.06623377
ILMN_2409898	95.50218	0.3402597
ILMN_2295698	100.1398	0.1766234
ILMN_2066124	200.7964	0.003896104
ILMN_1777797	88.58463	0.7922078
ILMN_2095653	87.375	0.8532467
ILMN_1707551	109.3159	0.08701298
ILMN_1782204	86.27165	0.8974026
ILMN_2402766	260.0534	0.001298701
ILMN_1767722	112.0218	0.06753246
ILMN_2342841	206.7445	0.003896104
ILMN_1802631	142.9775	0.02337662
ILMN_2318481	85.28632	0.938961
ILMN_2245223	103.1405	0.1363636
ILMN_3238543	92.36708	0.5363637
ILMN_1735591	122.3407	0.04935065
ILMN_2362126	116.0066	0.06103896
ILMN_2269136	123.1594	0.04935065
ILMN_3239130	157.983	0.01558442
ILMN_2120103	93.77722	0.4428571
ILMN_3242883	318.9948	0
ILMN_2100055	87.24653	0.8584415
ILMN_1887648	86.32375	0.8935065
ILMN_1688627	95.85963	0.3272727
ILMN_1672767	88.72668	0.7818182
ILMN_2196642	91.60493	0.6012987
ILMN_2308689	148.9954	0.01948052
ILMN_2290776	106.6219	0.1051948
ILMN_1777182	122.7423	0.04935065
ILMN_1729777	99.45733	0.2
ILMN_1690829	114.8815	0.06363636
ILMN_2257015	157.7232	0.01558442
ILMN_3181215	111.2401	0.06753246
ILMN_3260345	160.5823	0.01428571
ILMN_1703228	100.5284	0.1701299
ILMN_1652023	114.4467	0.06493507
ILMN_2064917	215.0603	0.002597403
ILMN_1776153	106.0275	0.1077922
ILMN_1772645	156.9503	0.01558442
ILMN_1775082	96.05095	0.3207792
ILMN_1680343	107.6343	0.0987013
ILMN_2277492	100.7163	0.1688312
ILMN_2371825	230.7551	0.002597403
ILMN_1717468	92.75455	0.4987013
ILMN_2274377	95.33918	0.3480519
ILMN_1750235	95.93587	0.3233766
ILMN_1664006	112.8214	0.06623377
ILMN_1707169	137.4719	0.02857143
ILMN_1779109	80.43508	0.9987013
ILMN_1697790	91.34743	0.6207792
ILMN_1679520	195.4029	0.003896104
ILMN_1732176	129.5996	0.04025974
ILMN_1681081	126.603	0.04285714
ILMN_2377430	157.2415	0.01558442
ILMN_1661373	100.7018	0.1688312
ILMN_2288175	94.87637	0.3714286
ILMN_1654010	150.0224	0.01948052
ILMN_1732672	92.59131	0.5181818
ILMN_1730504	160.9046	0.01298701
ILMN_1662049	140.8256	0.02597403
ILMN_1740752	106.7919	0.1025974
ILMN_1794875	403.2528	0
ILMN_1698209	130.2076	0.04025974
ILMN_3307841	95.20985	0.3545454
ILMN_1814151	92.00711	0.5584416
ILMN_2050246	83.27293	0.9831169
ILMN_1728787	129.0167	0.04155844
ILMN_2234605	89.6957	0.7311688
ILMN_1770454	140.2891	0.02727273
ILMN_1770336	81.82584	0.9961039
ILMN_1714253	98.19336	0.2402597
ILMN_1813530	131.6432	0.03636364
ILMN_2223922	180.7706	0.005194805
ILMN_1718071	639.1314	0
ILMN_1814327	93.2691	0.4701299
ILMN_2341343	94.25841	0.4090909
ILMN_1775634	92.00609	0.5584416
ILMN_1802458	207.7921	0.003896104
ILMN_2307656	194.2542	0.003896104
ILMN_1709796	102.7986	0.1415584
ILMN_1783963	90.59483	0.6779221
ILMN_2134801	84.17403	0.9727273
ILMN_1757807	93.58936	0.4532467
ILMN_1673529	299.9371	0
ILMN_1686370	134.2006	0.02987013
ILMN_1809139	294.3809	0
