PROBE_ID	7677153062_A.VALUE	7677153062_A.Detection Pval
ILMN_1819536	89.80742	0.725974
ILMN_1904242	91.13639	0.6324675
ILMN_1853599	94.25803	0.4090909
ILMN_1903670	84.08251	0.974026
ILMN_1900604	85.11594	0.9467533
ILMN_1818479	99.51292	0.1987013
ILMN_1865630	106.5761	0.1051948
ILMN_1871216	91.76437	0.5844156
ILMN_1826285	99.6963	0.1896104
ILMN_1894279	85.46719	0.9324675
ILMN_1906678	116.3837	0.05844156
ILMN_1859160	151.3517	0.01688312
ILMN_1816582	96.29785	0.3090909
ILMN_1878644	90.08403	0.7064935
ILMN_1855976	96.48716	0.2961039
ILMN_1894822	91.62751	0.5987013
ILMN_1857113	89.22149	0.7597402
ILMN_1898662	98.40553	0.2350649
ILMN_1851063	106.4616	0.1051948
ILMN_1855868	91.2896	0.625974
ILMN_1852461	98.79229	0.225974
ILMN_1831943	116.1945	0.06103896
ILMN_1880905	88.72195	0.7818182
ILMN_1820014	149.3557	0.01948052
ILMN_1869034	90.49949	0.6805195
ILMN_1832086	94.31003	0.4012987
ILMN_1828161	94.97707	0.3662338
ILMN_1903077	114.7188	0.06363636
ILMN_1833324	106.9304	0.1025974
ILMN_1900650	93.26343	0.4701299
ILMN_1893204	102.3346	0.1454545
ILMN_1831421	94.57124	0.3909091
ILMN_1840252	93.2531	0.4701299
ILMN_1831009	92.67793	0.5090909
ILMN_1827396	98.29342	0.2350649
ILMN_1879087	112.1451	0.06753246
ILMN_1864467	111.2275	0.06753246
ILMN_1858006	94.79729	0.374026
ILMN_1882112	96.60596	0.2922078
ILMN_1847202	94.57037	0.3909091
ILMN_1891368	109.2026	0.08701298
ILMN_1869354	112.0352	0.06753246
ILMN_1834569	90.41917	0.6896104
ILMN_1845076	106.6513	0.1051948
ILMN_1823732	86.7075	0.8766234
ILMN_1840508	89.88954	0.7207792
ILMN_1892495	91.85174	0.574026
ILMN_1856229	112.4466	0.06623377
ILMN_1900275	106.6361	0.1051948
ILMN_1839481	117.4458	0.05584415
ILMN_1896699	87.6225	0.8363636
ILMN_1893228	98.14536	0.2441558
ILMN_1846499	111.729	0.06753246
ILMN_1842319	94.53667	0.3935065
ILMN_1861772	106.4516	0.1051948
ILMN_1905075	107.6427	0.0987013
ILMN_1860194	96.31297	0.3064935
ILMN_1913676	100.3187	0.1753247
ILMN_1861380	121.3104	0.05324675
ILMN_1880062	95.70467	0.3324675
ILMN_1844755	97.31815	0.2753247
ILMN_1838261	89.91017	0.7194805
ILMN_1836543	96.99623	0.2844156
ILMN_1873496	106.1296	0.1064935
ILMN_1877068	120.1667	0.05324675
ILMN_1820645	97.06709	0.2818182
ILMN_1862521	119.2144	0.05454545
ILMN_1835092	96.6387	0.2909091
ILMN_1818677	115.2695	0.06233766
ILMN_1906957	92.91865	0.4909091
ILMN_1850892	94.22067	0.4103896
ILMN_1852151	101.5875	0.1571429
ILMN_1917103	86.35369	0.8922078
ILMN_1846026	139.4805	0.02727273
ILMN_1823752	101.0705	0.1649351
ILMN_1879880	90.39148	0.6909091
ILMN_1848556	87.77019	0.8272727
ILMN_1825159	95.14257	0.361039
ILMN_1847402	109.3736	0.08701298
ILMN_1830634	105.3378	0.1142857
ILMN_1901616	124.013	0.04935065
ILMN_1853612	89.93958	0.7194805
ILMN_1860820	89.81053	0.725974
ILMN_1825822	93.90639	0.4337662
ILMN_1905711	92.37691	0.5363637
ILMN_1877939	88.76112	0.7805195
ILMN_1883928	94.58277	0.3896104
ILMN_1847645	103.8258	0.1246753
ILMN_1894922	98.42609	0.2350649
ILMN_1863228	101.593	0.1571429
ILMN_1893511	169.0498	0.006493506
ILMN_1898223	94.01739	0.4272727
ILMN_1821397	102.4633	0.1441558
ILMN_1851553	92.45078	0.5311688
ILMN_1888558	94.42762	0.3974026
ILMN_1907812	99.54903	0.1987013
ILMN_1839844	91.50606	0.612987
ILMN_1874577	206.4959	0.003896104
ILMN_1826141	90.91596	0.6493506
ILMN_1835451	103.0032	0.1402597
ILMN_1910919	102.6271	0.1428571
ILMN_1823020	93.02029	0.4831169
ILMN_1859946	795.8461	0
ILMN_1825443	96.60263	0.2935065
ILMN_1904378	92.89139	0.4922078
ILMN_1882844	95.72198	0.3324675
ILMN_1832809	93.59231	0.4532467
ILMN_1844128	93.48915	0.4610389
ILMN_1883094	102.0807	0.1480519
ILMN_1878928	91.68934	0.5922078
ILMN_1899549	88.70384	0.7818182
ILMN_1910784	113.4279	0.06623377
ILMN_1895443	81.78889	0.9961039
ILMN_1893523	92.92667	0.4896104
ILMN_1821279	88.36046	0.8038961
ILMN_1867014	105.3981	0.1142857
ILMN_1859393	97.95053	0.2493507
ILMN_1893858	94.69681	0.3792208
ILMN_1816092	98.80496	0.225974
ILMN_1839956	87.69651	0.8324676
ILMN_1831098	126.3812	0.04415584
ILMN_1903900	117.8868	0.05584415
ILMN_1877912	112.0649	0.06753246
ILMN_1824807	107.4193	0.1
ILMN_1893335	97.28126	0.2766234
ILMN_1869130	89.05514	0.7662337
ILMN_1833964	134.2646	0.02987013
ILMN_1842426	92.31393	0.5402597
ILMN_1916313	126.1921	0.04545455
ILMN_1901769	104.0954	0.1233766
ILMN_1822220	98.32746	0.2350649
ILMN_1899404	86.19044	0.9012987
ILMN_1900520	101.7414	0.1558442
ILMN_1825421	94.51365	0.3935065
ILMN_1856009	96.66148	0.2909091
ILMN_1870085	97.35944	0.274026
ILMN_1906794	108.9679	0.08701298
ILMN_1825773	114.9389	0.06363636
ILMN_1844611	172.7248	0.005194805
ILMN_1855116	102.825	0.1415584
ILMN_1890821	103.3468	0.1311688
ILMN_1869318	91.86868	0.5714286
ILMN_1880350	117.2684	0.05714286
ILMN_1909135	91.01165	0.638961
ILMN_1915752	99.14637	0.212987
ILMN_1916931	92.35223	0.5363637
ILMN_1904843	102.2391	0.1454545
ILMN_1899026	92.13673	0.5519481
ILMN_1841485	96.80702	0.287013
ILMN_1819488	101.9848	0.1493506
ILMN_1861767	89.60092	0.7324675
ILMN_1903159	251.1321	0.001298701
ILMN_1884146	94.1153	0.4194805
ILMN_1821724	106.5495	0.1051948
ILMN_1832209	95.75214	0.3311688
ILMN_1885475	89.31028	0.7545455
ILMN_1888658	97.27461	0.2766234
ILMN_1893960	97.98554	0.2467532
ILMN_1866314	134.1187	0.02987013
ILMN_1906681	94.71952	0.3792208
ILMN_1842468	97.20248	0.2805195
ILMN_1900123	87.65804	0.8363636
ILMN_1901646	89.62288	0.7324675
ILMN_1846567	112.1777	0.06753246
ILMN_1863284	151.3517	0.01688312
ILMN_1881348	94.97797	0.3662338
ILMN_1886595	103.0655	0.1376623
ILMN_1911059	102.1391	0.1454545
ILMN_1822990	90.76359	0.6623377
ILMN_1916292	233.1739	0.002597403
ILMN_1872967	95.88099	0.325974
ILMN_1854861	107.5734	0.0987013
ILMN_1866491	104.8201	0.1142857
ILMN_1871155	92.44751	0.5311688
ILMN_1819223	113.3753	0.06623377
ILMN_1833027	89.3848	0.7506493
ILMN_1834147	114.1265	0.06493507
ILMN_1867575	89.96813	0.7194805
ILMN_1888224	98.86131	0.2233766
ILMN_1832920	97.27002	0.2766234
ILMN_1858105	114.7127	0.06363636
ILMN_1892652	99.16602	0.2116883
ILMN_1883399	99.5042	0.1987013
ILMN_1844496	98.22978	0.2376623
ILMN_1829484	92.31821	0.5402597
ILMN_1826046	100.7415	0.1688312
ILMN_1830031	102.1147	0.1467533
ILMN_1860354	113.3498	0.06623377
ILMN_1839354	95.6376	0.3350649
ILMN_1863858	92.96735	0.4857143
ILMN_1879480	118.3035	0.05454545
ILMN_1843388	97.30393	0.2766234
ILMN_1887617	99.85194	0.1805195
ILMN_1912287	112.9954	0.06623377
ILMN_1816953	106.6506	0.1051948
ILMN_1872564	103.3106	0.1324675
ILMN_1862001	114.4431	0.06493507
ILMN_1833376	94.84655	0.3714286
ILMN_1819304	111.72	0.06753246
ILMN_1823698	107.0997	0.1025974
ILMN_1884050	85.51781	0.9298701
ILMN_1916182	103.3567	0.1311688
ILMN_1835052	90.08869	0.7064935
ILMN_1889468	92.37623	0.5363637
ILMN_1823034	89.09959	0.7636364
ILMN_1864988	115.5191	0.06233766
ILMN_1880251	87.37234	0.8532467
ILMN_1872605	96.76405	0.2883117
ILMN_1816384	102.2687	0.1454545
ILMN_1909702	88.44058	0.8012987
ILMN_1845201	93.48475	0.4610389
ILMN_1821473	110.6895	0.07402597
ILMN_1916599	108.0066	0.0948052
ILMN_1876912	99.34512	0.2051948
ILMN_1916786	91.37186	0.6194805
ILMN_1822971	93.96575	0.4324675
ILMN_1862689	101.2163	0.1636364
ILMN_1916702	125.2764	0.04675325
ILMN_1829768	98.85405	0.2233766
ILMN_1900615	84.97987	0.9506493
ILMN_1884357	97.43626	0.2727273
ILMN_1876951	96.46185	0.2974026
ILMN_1865069	116.2624	0.05974026
ILMN_1897741	450.5948	0
ILMN_1822823	91.92061	0.5675325
ILMN_1870529	157.3132	0.01558442
ILMN_1902630	112.5656	0.06623377
ILMN_1818534	102.9706	0.1402597
ILMN_1850115	94.76241	0.3766234
ILMN_1902949	484.4146	0
ILMN_1898022	128.9526	0.04155844
ILMN_1824362	897.5737	0
ILMN_1900181	97.54315	0.2675325
ILMN_1852793	155.1887	0.01688312
ILMN_1892417	89.70846	0.7311688
ILMN_1842738	94.66142	0.3805195
ILMN_1817715	104.2809	0.1233766
ILMN_1911043	106.9945	0.1025974
ILMN_1871306	95.14568	0.361039
ILMN_1850613	116.3153	0.05974026
ILMN_1894895	90.05286	0.7116883
ILMN_1884754	88.72659	0.7818182
ILMN_1882262	95.18091	0.3597403
ILMN_1886026	127.7496	0.04285714
ILMN_1874172	92.90285	0.4922078
ILMN_1900661	211.8887	0.003896104
ILMN_1824297	161.1745	0.01298701
ILMN_1866856	85.27106	0.938961
ILMN_1820295	105.2848	0.1142857
ILMN_1839719	190.6645	0.005194805
ILMN_1873534	89.40278	0.7506493
ILMN_1888690	103.1888	0.1324675
ILMN_1876151	122.2868	0.04935065
ILMN_1905821	100.3579	0.1753247
ILMN_1891694	101.9133	0.1558442
ILMN_1847793	95.2765	0.3545454
ILMN_1835172	98.56461	0.2311688
ILMN_1816948	100.8992	0.1675325
ILMN_1912438	85.61253	0.9272727
ILMN_1902861	89.82568	0.7246753
ILMN_1888949	87.23146	0.8584415
ILMN_1881481	106.5378	0.1051948
ILMN_1825449	89.74372	0.7285714
ILMN_1890063	90.46685	0.687013
ILMN_1885705	84.76433	0.9545454
ILMN_1867321	93.3364	0.4675325
ILMN_1872769	93.66337	0.4493507
ILMN_1833876	100.7589	0.1688312
ILMN_1911047	101.4125	0.1623377
ILMN_1900159	100.596	0.1701299
ILMN_1895417	94.16611	0.4142857
ILMN_1828747	89.64501	0.7324675
ILMN_1873215	86.85884	0.8727273
ILMN_1864989	136.3813	0.02857143
ILMN_1904561	106.0514	0.1077922
ILMN_1915480	91.58514	0.6038961
ILMN_1892172	90.00253	0.7155844
ILMN_1872600	90.00954	0.7155844
ILMN_1840283	465.0981	0
ILMN_1877421	106.4665	0.1051948
ILMN_1898605	94.16997	0.412987
ILMN_1870857	99.13236	0.212987
ILMN_1818446	88.1423	0.812987
ILMN_1862939	106.761	0.1038961
ILMN_1824465	96.87415	0.2857143
ILMN_1852040	91.39799	0.6181818
ILMN_1854132	97.27943	0.2766234
ILMN_1887735	97.14807	0.2805195
ILMN_1853193	90.63664	0.6727273
ILMN_1900146	98.35211	0.2350649
ILMN_1888330	97.02158	0.2831169
ILMN_1907467	130.6522	0.03896104
ILMN_1832263	95.99027	0.3233766
ILMN_1824784	101.9426	0.1545455
ILMN_1834252	89.4726	0.7428572
ILMN_1902123	89.75483	0.7285714
ILMN_1859334	92.6209	0.5142857
ILMN_1826717	93.631	0.451948
ILMN_1872408	103.229	0.1324675
ILMN_1909610	89.28249	0.7558442
ILMN_1865559	104.0471	0.1233766
ILMN_1907215	87.34783	0.8532467
ILMN_1839740	94.89488	0.3701299
ILMN_1871162	79.38885	0.9987013
ILMN_1897867	192.3125	0.005194805
ILMN_1879767	93.41407	0.4649351
ILMN_1880446	105.8803	0.1090909
ILMN_1838655	96.28949	0.3090909
ILMN_1861749	97.35174	0.274026
ILMN_1891233	98.76403	0.225974
ILMN_1880937	123.0095	0.04935065
ILMN_1875763	89.50243	0.7402598
ILMN_1855746	317.6968	0
ILMN_1828034	96.47664	0.2961039
ILMN_1830069	100.4901	0.1714286
ILMN_1917315	90.0126	0.7155844
ILMN_1831907	118.3961	0.05454545
ILMN_1887357	101.0361	0.1662338
ILMN_1864580	91.08522	0.6376624
ILMN_1850991	91.35298	0.6207792
ILMN_1848499	110.3939	0.07922078
ILMN_1850372	91.57664	0.6064935
ILMN_1882482	122.0301	0.05064935
ILMN_1891324	105.507	0.1142857
ILMN_1899461	85.45776	0.9324675
ILMN_1858245	93.64004	0.4493507
ILMN_1850795	101.3925	0.1623377
ILMN_1886750	108.6644	0.09090909
ILMN_1885774	106.2376	0.1051948
ILMN_1913759	95.13229	0.361039
ILMN_1824666	124.5205	0.04805195
ILMN_1880184	103.6141	0.1298701
ILMN_1882849	89.71568	0.7311688
ILMN_1850875	89.1733	0.7623377
ILMN_1849430	131.3148	0.03636364
ILMN_1893395	102.2748	0.1454545
ILMN_1851972	100.8454	0.1688312
ILMN_1818617	134.0166	0.02987013
ILMN_1895686	97.96259	0.2480519
ILMN_1864749	96.81911	0.2857143
ILMN_1895518	100.997	0.1675325
ILMN_1901555	97.99129	0.2467532
ILMN_1887505	103.2542	0.1324675
ILMN_1864565	95.59392	0.3350649
ILMN_1893608	91.73148	0.5883117
ILMN_1839531	103.6985	0.1298701
ILMN_1893697	100.4904	0.1714286
ILMN_1825529	105.3968	0.1142857
ILMN_1823533	139.0918	0.02727273
ILMN_1892498	96.38761	0.3038961
ILMN_1874613	97.08658	0.2805195
ILMN_1844882	96.2611	0.3116883
ILMN_1912662	1968.554	0
ILMN_1872973	92.61477	0.5155844
ILMN_1883445	94.63622	0.3831169
ILMN_1889878	89.54581	0.7376623
ILMN_1891673	98.25796	0.2376623
ILMN_1859662	90.20837	0.7038961
ILMN_1895935	95.03761	0.3623376
ILMN_1848815	102.5489	0.1441558
ILMN_1861982	93.63729	0.4493507
ILMN_1832155	117.5572	0.05584415
ILMN_1857239	107.211	0.1025974
ILMN_1905850	102.2894	0.1454545
ILMN_1873261	96.29086	0.3090909
ILMN_1869193	94.0011	0.4285714
ILMN_1857335	107.6122	0.0987013
ILMN_1905788	113.5361	0.06623377
ILMN_1893367	92.59843	0.5168831
ILMN_1869140	94.84557	0.3714286
ILMN_1903312	98.92941	0.2194805
ILMN_1874806	95.12764	0.361039
ILMN_1834592	93.28573	0.4688312
ILMN_1882284	87.35372	0.8532467
ILMN_1902060	97.24105	0.2805195
ILMN_1832879	279.2128	0
ILMN_1866929	90.4621	0.687013
ILMN_1867060	97.42277	0.274026
ILMN_1843101	119.063	0.05454545
ILMN_1898938	188.789	0.005194805
ILMN_1872450	92.27876	0.5428572
ILMN_1872568	100.8834	0.1675325
ILMN_1898096	103.0238	0.138961
ILMN_1874566	96.98693	0.2844156
ILMN_1822378	87.61901	0.8363636
ILMN_1881514	118.2928	0.05454545
ILMN_1868124	97.65834	0.261039
ILMN_1881212	102.3769	0.1454545
ILMN_1832543	93.12939	0.474026
ILMN_1868866	99.49529	0.1987013
ILMN_1902998	93.05502	0.4805195
ILMN_1887267	96.4537	0.2987013
ILMN_1842237	94.97585	0.3662338
ILMN_1901089	100.6736	0.1701299
ILMN_1866043	98.99557	0.2181818
ILMN_1856274	92.88755	0.4922078
ILMN_1826921	91.37274	0.6194805
ILMN_1909276	91.83525	0.5753247
ILMN_1897142	98.1062	0.2441558
ILMN_1885006	171.6841	0.005194805
ILMN_1855278	354.3618	0
ILMN_1883050	126.2645	0.04415584
ILMN_1850501	190.7843	0.005194805
ILMN_1824196	103.5565	0.1298701
ILMN_1905829	95.15176	0.361039
ILMN_1880341	87.96246	0.8207792
ILMN_1833008	92.9253	0.4896104
ILMN_1897333	98.95387	0.2181818
ILMN_1833478	119.6389	0.05454545
ILMN_1862070	89.91821	0.7194805
ILMN_1870747	95.30611	0.3506494
ILMN_1859127	88.33286	0.8038961
ILMN_1835657	93.60609	0.4532467
ILMN_1835562	92.49109	0.525974
ILMN_1831106	94.69158	0.3792208
ILMN_1823555	102.2868	0.1454545
ILMN_1855325	96.43033	0.3025974
ILMN_1882354	104.9274	0.1142857
ILMN_1856480	174.996	0.005194805
ILMN_1890614	394.6472	0
ILMN_1917341	87.27341	0.8584415
ILMN_1903914	650.7933	0
ILMN_1845086	187.3328	0.005194805
ILMN_1847123	97.81892	0.2558441
ILMN_1843949	181.6383	0.005194805
ILMN_1841133	94.8377	0.3714286
ILMN_1849907	96.8364	0.2857143
ILMN_1915222	91.83308	0.5766234
ILMN_1883901	92.91232	0.4909091
ILMN_1893675	93.99463	0.4285714
ILMN_1910292	91.7775	0.5831169
ILMN_1864527	84.50111	0.9649351
ILMN_1834186	93.46573	0.4623377
ILMN_1834323	115.8173	0.06103896
ILMN_1859446	101.0448	0.1662338
ILMN_1907947	97.12624	0.2805195
ILMN_1826226	95.95211	0.3233766
ILMN_1861437	92.79378	0.4974026
ILMN_1892050	91.43505	0.6155844
ILMN_1857265	89.69828	0.7311688
ILMN_1904054	87.64238	0.8363636
ILMN_1913060	126.7556	0.04285714
ILMN_1849318	107.758	0.09740259
ILMN_1909542	105.7536	0.1090909
ILMN_1890902	144.3906	0.02207792
ILMN_1902044	88.46851	0.8
ILMN_1847461	112.4623	0.06623377
ILMN_1908840	96.4286	0.3025974
ILMN_1848095	92.65773	0.5090909
ILMN_1820327	96.20014	0.3155844
ILMN_1886642	93.80154	0.4428571
ILMN_1853160	98.91973	0.2194805
ILMN_1886604	98.08585	0.2441558
ILMN_1858321	92.62215	0.5142857
ILMN_1911487	132.3613	0.03636364
ILMN_1875096	121.2127	0.05324675
ILMN_1871903	94.61119	0.387013
ILMN_1839469	91.22912	0.625974
ILMN_1883267	89.81149	0.725974
ILMN_1827259	106.7382	0.1038961
ILMN_1822439	94.54191	0.3935065
ILMN_1895223	93.2896	0.4688312
ILMN_1889811	85.39141	0.9363636
ILMN_1915777	106.5756	0.1051948
ILMN_1858599	115.7065	0.06233766
ILMN_1878029	223.4345	0.002597403
ILMN_1883997	104.1366	0.1233766
ILMN_1835454	155.5452	0.01688312
ILMN_1895227	98.44003	0.2337662
ILMN_1824554	103.9017	0.1246753
ILMN_1867355	106.8216	0.1025974
ILMN_1863668	92.97627	0.4857143
ILMN_1896051	97.01504	0.2844156
ILMN_1884319	91.65218	0.5974026
ILMN_1902455	85.86543	0.9194805
ILMN_1867439	118.2406	0.05454545
ILMN_1848906	119.8546	0.05454545
ILMN_1897516	94.24424	0.4103896
ILMN_1868908	105.5556	0.1142857
ILMN_1863962	94.68461	0.3792208
ILMN_1836531	92.83505	0.4974026
ILMN_1876778	101.776	0.1558442
ILMN_1899183	100.4535	0.1727273
ILMN_1881122	96.84697	0.2857143
ILMN_1913510	95.28604	0.3545454
ILMN_1866180	98.06386	0.2454545
ILMN_1839439	90.13814	0.7051948
ILMN_1828337	90.80202	0.6597403
ILMN_1842448	92.00582	0.5584416
ILMN_1860954	128.435	0.04155844
ILMN_1889752	97.35831	0.274026
ILMN_1914343	101.7711	0.1558442
ILMN_1851299	132.3995	0.03636364
ILMN_1884160	111.0588	0.06883117
ILMN_1828012	94.38543	0.4
ILMN_1827968	88.50716	0.8
ILMN_1824858	105.6728	0.1116883
ILMN_1869109	366.9759	0
ILMN_1830483	94.1329	0.4168831
ILMN_1886412	90.74178	0.6649351
ILMN_1900330	97.24653	0.2805195
ILMN_1826531	196.6336	0.003896104
ILMN_1854031	93.50494	0.4597403
ILMN_1899435	97.38791	0.274026
ILMN_1897650	101.7145	0.1558442
ILMN_1882018	119.606	0.05454545
ILMN_1836758	94.65359	0.3805195
ILMN_1851843	93.26531	0.4701299
ILMN_1884195	88.43315	0.8012987
ILMN_1864587	112.2508	0.06753246
ILMN_1826820	86.561	0.8818182
ILMN_1863994	95.43222	0.3467532
ILMN_1840934	91.65111	0.5974026
ILMN_1913232	99.58915	0.1961039
ILMN_1843690	96.43488	0.3025974
ILMN_1879879	97.72458	0.2597403
ILMN_1831566	113.3368	0.06623377
ILMN_1821671	92.96931	0.4857143
ILMN_1832151	93.72237	0.448052
ILMN_1911721	120.2198	0.05324675
ILMN_1839793	99.65088	0.1922078
ILMN_1867134	101.0428	0.1662338
ILMN_1843403	99.25703	0.2077922
ILMN_1831763	113.2339	0.06623377
ILMN_1831081	92.815	0.4974026
ILMN_1898453	240.7386	0.001298701
ILMN_1847804	83.5303	0.9792208
ILMN_1832047	86.48886	0.887013
ILMN_1904135	139.3553	0.02727273
ILMN_1829553	121.3933	0.05324675
ILMN_1873562	95.14283	0.361039
ILMN_1888252	123.6165	0.04935065
ILMN_1906541	91.55555	0.6090909
ILMN_1888925	99.33358	0.2051948
ILMN_1878225	91.06959	0.6376624
ILMN_1888609	95.0217	0.3636364
ILMN_1904661	116.9533	0.05714286
ILMN_1909871	94.10231	0.4194805
ILMN_1893548	103.5858	0.1298701
ILMN_1901304	100.747	0.1688312
ILMN_1899960	250.7874	0.001298701
ILMN_1869897	152.018	0.01688312
ILMN_1849117	108.7866	0.08831169
ILMN_1822368	100.6081	0.1701299
ILMN_1828732	102.7057	0.1415584
ILMN_1852041	94.15144	0.4155844
ILMN_1894624	100.3276	0.1753247
ILMN_1901367	105.918	0.1077922
ILMN_1916228	117.7412	0.05584415
ILMN_1846162	102.2007	0.1454545
ILMN_1903135	89.45002	0.7467533
ILMN_1914129	140.7271	0.02597403
ILMN_1834780	93.05104	0.4805195
ILMN_1819067	96.64853	0.2909091
ILMN_1832656	93.27036	0.4701299
ILMN_1858762	88.81398	0.7779221
ILMN_1887013	93.08938	0.4766234
ILMN_1882646	89.46191	0.7441558
ILMN_1847965	121.702	0.05324675
ILMN_1844691	82.0275	0.9961039
ILMN_1829720	87.89143	0.8220779
ILMN_1861177	91.31554	0.6220779
ILMN_1871823	96.38915	0.3038961
ILMN_1837428	152.8884	0.01688312
ILMN_1856983	93.75064	0.4467532
ILMN_1865604	97.7332	0.2597403
ILMN_1849342	91.12222	0.6337662
ILMN_1882500	88.75043	0.7805195
ILMN_1874016	103.2873	0.1324675
ILMN_1852089	101.2076	0.1636364
ILMN_1913336	118.9112	0.05454545
ILMN_1894821	210.206	0.003896104
ILMN_1913494	97.34008	0.2753247
ILMN_1906655	114.455	0.06493507
ILMN_1872864	93.64591	0.4493507
ILMN_1907182	93.57085	0.4545455
ILMN_1892511	92.40597	0.5350649
ILMN_1913477	132.4778	0.03636364
ILMN_1896431	117.0555	0.05714286
ILMN_1853157	101.8878	0.1558442
ILMN_1816822	94.02154	0.425974
ILMN_1915501	113.3305	0.06623377
ILMN_1902112	99.34089	0.2051948
ILMN_1879857	95.3022	0.3506494
ILMN_1898124	179.6265	0.005194805
ILMN_1849418	116.466	0.05714286
ILMN_1895889	89.82339	0.7246753
ILMN_1854384	124.8143	0.04805195
ILMN_1897864	89.71431	0.7311688
ILMN_1851760	86.32471	0.8935065
ILMN_1890008	143.0974	0.02207792
ILMN_1878305	95.35422	0.3480519
ILMN_1888165	96.72532	0.2896104
ILMN_1874678	91.42319	0.6168831
ILMN_1827068	92.39063	0.5363637
ILMN_1899638	90.20856	0.7038961
ILMN_1899886	104.7826	0.1155844
ILMN_1846768	97.69543	0.2597403
ILMN_1887831	107.8438	0.0961039
ILMN_1846072	106.4592	0.1051948
ILMN_1823078	87.57034	0.8389611
ILMN_1852384	118.5849	0.05454545
ILMN_1851610	101.4928	0.161039
ILMN_1857894	112.7644	0.06623377
ILMN_1879496	103.6238	0.1298701
ILMN_1842533	120.8905	0.05324675
ILMN_1840273	100.3874	0.174026
ILMN_1850086	96.3132	0.3064935
ILMN_1869278	76.3661	1
ILMN_1821176	420.8053	0
ILMN_1891901	89.45797	0.7454545
ILMN_1870940	93.51031	0.4597403
ILMN_1860216	90.85954	0.6545454
ILMN_1878019	92.90994	0.4922078
ILMN_1888685	98.55335	0.2311688
ILMN_1863738	92.02161	0.5584416
ILMN_1816410	88.29829	0.8090909
ILMN_1856685	91.33411	0.6220779
ILMN_1901198	156.3282	0.01688312
ILMN_1902563	117.1641	0.05714286
ILMN_1896838	93.92702	0.4337662
ILMN_1851107	119.5834	0.05454545
ILMN_1826101	100.4261	0.1727273
ILMN_1860487	89.71924	0.7311688
ILMN_1838836	90.28023	0.6987013
ILMN_1868503	97.21959	0.2805195
ILMN_1896447	93.89356	0.4337662
ILMN_1873107	139.3216	0.02727273
ILMN_1875138	113.577	0.06623377
ILMN_1832949	95.98271	0.3233766
ILMN_1827413	103.2577	0.1324675
ILMN_1864422	136.2639	0.02857143
ILMN_1825300	90.94942	0.648052
ILMN_1827840	132.6768	0.03506494
ILMN_1889229	91.37345	0.6194805
ILMN_1864370	89.43126	0.7493507
ILMN_1863647	109.9118	0.08311688
ILMN_1902359	100.8294	0.1688312
ILMN_1833010	91.06609	0.6376624
ILMN_1819590	86.03635	0.9155844
ILMN_1824566	103.4088	0.1311688
ILMN_1854349	99.09955	0.2142857
ILMN_1913639	87.91757	0.8220779
ILMN_1909183	102.5007	0.1441558
ILMN_1906300	104.8006	0.1155844
ILMN_1905548	151.5551	0.01688312
ILMN_1817545	89.17739	0.7623377
ILMN_1870783	95.66541	0.3337662
ILMN_1827050	104.0958	0.1233766
ILMN_1853505	97.59347	0.2649351
ILMN_1872493	95.93948	0.3233766
ILMN_1867149	83.97034	0.9753247
ILMN_1840334	89.23457	0.7571428
ILMN_1844068	92.71224	0.5025974
ILMN_1820767	99.10886	0.2142857
ILMN_1866887	150.0039	0.01948052
ILMN_1903568	183.5845	0.005194805
ILMN_1827736	419.1797	0
ILMN_1863621	85.08511	0.9467533
ILMN_1826471	124.9167	0.04805195
ILMN_1834538	97.31722	0.2753247
ILMN_1905593	84.13084	0.974026
ILMN_1826572	87.33421	0.8532467
ILMN_1880513	92.2415	0.5454546
ILMN_1880721	105.5339	0.1142857
ILMN_1866935	123.9658	0.04935065
ILMN_1878763	95.03378	0.3623376
ILMN_1916335	100.2118	0.1766234
ILMN_1831142	97.11327	0.2805195
ILMN_1826853	103.5112	0.1298701
ILMN_1821321	100.9678	0.1675325
ILMN_1881865	93.18913	0.4727273
ILMN_1894172	100.6556	0.1701299
ILMN_1859584	120.2902	0.05324675
ILMN_1887977	91.91279	0.5701299
ILMN_1867946	94.7486	0.3779221
ILMN_1891944	100.3214	0.1753247
ILMN_1889624	98.04939	0.2454545
ILMN_1851396	97.54483	0.2675325
ILMN_1837348	99.76103	0.1883117
ILMN_1905045	98.42715	0.2350649
ILMN_1915013	91.21926	0.625974
ILMN_1840806	86.4342	0.8922078
ILMN_1843361	96.43872	0.3025974
ILMN_1869913	100.2334	0.1766234
ILMN_1883239	91.62824	0.5987013
ILMN_1872400	92.2925	0.5415584
ILMN_1873677	105.3712	0.1142857
ILMN_1915629	89.19049	0.7623377
ILMN_1894057	90.97237	0.6467533
ILMN_1890253	89.50567	0.7402598
ILMN_1917338	107.4936	0.1
ILMN_1860789	100.3958	0.174026
ILMN_1899387	110.605	0.07532468
ILMN_1817476	92.79768	0.4974026
ILMN_1823468	119.6553	0.05454545
ILMN_1820550	110.66	0.07402597
ILMN_1902658	149.6786	0.01948052
ILMN_1898268	87.11777	0.864935
ILMN_1820267	105.9486	0.1077922
ILMN_1836003	99.65012	0.1922078
ILMN_1864512	121.813	0.05324675
ILMN_1903851	102.413	0.1441558
ILMN_1816603	116.0439	0.06103896
ILMN_1866337	100.6391	0.1701299
