PROBE_ID	7677153059_E.VALUE	7677153059_E.Detection Pval
ILMN_1690031	134.8672	0.04155844
ILMN_1796956	83.72912	0.8077922
ILMN_1697702	101.4271	0.1727273
ILMN_1720051	172.0938	0.01428571
ILMN_3208056	1934.825	0
ILMN_3284570	89.79058	0.4285714
ILMN_1652469	88.66391	0.4831169
ILMN_1741518	120.6892	0.05844156
ILMN_1756404	87.98491	0.5168831
ILMN_1766120	108.5335	0.1064935
ILMN_1671678	84.98409	0.7116883
ILMN_1690295	114.7735	0.08311688
ILMN_1685927	84.31877	0.7584416
ILMN_1787347	91.77129	0.3623376
ILMN_1653527	95.48245	0.2571429
ILMN_1743890	89.12882	0.4610389
ILMN_1763400	79.06469	0.9792208
ILMN_1673339	93.37347	0.3155844
ILMN_1671072	90.5081	0.4038961
ILMN_1755910	132.6167	0.04155844
ILMN_1760020	92.03751	0.3532467
ILMN_1663836	99.71958	0.187013
ILMN_1672367	89.71835	0.4324675
ILMN_3287583	537.5715	0
ILMN_1672185	121.6607	0.05714286
ILMN_1698047	110.6931	0.1025974
ILMN_1664989	84.15729	0.7727273
ILMN_1700880	99.75357	0.187013
ILMN_1681569	95.83443	0.2493507
ILMN_1697308	92.36651	0.338961
ILMN_1734427	90.52409	0.4025974
ILMN_1660151	92.58549	0.3324675
ILMN_1673489	90.22876	0.4155844
ILMN_1723574	84.61257	0.7363636
ILMN_1735179	126.5152	0.05064935
ILMN_1700743	92.78048	0.3285714
ILMN_1658019	93.43031	0.312987
ILMN_1752150	84.82333	0.7272727
ILMN_1695125	81.46145	0.912987
ILMN_1711678	155.8791	0.02077922
ILMN_1654870	87.06792	0.5779221
ILMN_1806109	83.05086	0.8467532
ILMN_1704554	129.1519	0.04805195
ILMN_1651727	82.79432	0.8597403
ILMN_1764496	91.84215	0.3597403
ILMN_1670522	87.52924	0.5454546
ILMN_1779467	86.55334	0.6103896
ILMN_1762482	97.41554	0.2207792
ILMN_1721654	87.64568	0.5350649
ILMN_1730239	91.74584	0.3623376
ILMN_1710641	124.7491	0.05324675
ILMN_1687058	88.5368	0.4935065
ILMN_1754970	80.29838	0.9532468
ILMN_1804775	94.29958	0.2844156
ILMN_1680245	86.20399	0.6324675
ILMN_1696469	84.55305	0.7402598
ILMN_1707690	90.87064	0.3844156
ILMN_1793413	85.3989	0.6896104
ILMN_1711087	149.8686	0.02337662
ILMN_1675923	82.57384	0.8727273
ILMN_1656988	83.80574	0.8012987
ILMN_1777903	98.41109	0.2064935
ILMN_1667266	166.5908	0.01688312
ILMN_1729587	95.04172	0.2649351
ILMN_1696831	79.35789	0.9766234
ILMN_1771036	93.35204	0.3155844
ILMN_1747185	85.22495	0.6961039
ILMN_1672103	87.45841	0.548052
ILMN_1704868	94.8857	0.2688312
ILMN_1654394	85.5784	0.6714286
ILMN_1708047	112.7219	0.08961039
ILMN_1763374	84.82928	0.7272727
ILMN_1678992	123.4692	0.05714286
ILMN_1668466	97.78181	0.212987
ILMN_1815034	91.62803	0.3675325
ILMN_1764936	93.38518	0.3142857
ILMN_1677091	83.57151	0.8168831
ILMN_1662141	86.19289	0.6337662
ILMN_1696977	87.74496	0.5298702
ILMN_1737574	168.4478	0.01558442
ILMN_1773819	121.6796	0.05714286
ILMN_1761160	85.64322	0.6688312
ILMN_1812597	146.8768	0.03376623
ILMN_1698992	100.8952	0.1779221
ILMN_1811346	107.6045	0.1103896
ILMN_1696901	86.56782	0.6103896
ILMN_1652955	1497.71	0
ILMN_1691473	90.31156	0.412987
ILMN_1699348	87.88477	0.5207792
ILMN_1702431	88.79504	0.4753247
ILMN_1684523	83.76786	0.8051948
ILMN_1728102	107.0928	0.112987
ILMN_1726667	114.1105	0.08701298
ILMN_1764301	84.73296	0.7285714
ILMN_1746510	86.1329	0.6376624
ILMN_1757892	122.9258	0.05714286
ILMN_1695899	90.14702	0.4181818
ILMN_3286925	91.33907	0.3727273
ILMN_3208649	86.41076	0.6194805
ILMN_1807889	92.81732	0.3285714
ILMN_1783220	92.90302	0.3272727
ILMN_1678726	106.7625	0.112987
ILMN_1776389	95.00121	0.2662338
ILMN_1806205	83.79665	0.8038961
ILMN_1699011	261.7698	0.003896104
ILMN_1700884	87.35838	0.5532467
ILMN_1684582	82.44652	0.8779221
ILMN_1666371	253.5026	0.003896104
ILMN_1705018	86.92458	0.5922078
ILMN_1783684	222.5629	0.003896104
ILMN_1735043	127.9965	0.04935065
ILMN_1752532	85.9803	0.6467533
ILMN_1799591	84.99062	0.7103896
ILMN_1731248	251.1518	0.003896104
ILMN_1768368	92.82574	0.3285714
ILMN_3279561	94.42155	0.2818182
ILMN_1710698	165.4255	0.01688312
ILMN_1653622	97.96953	0.2116883
ILMN_1653724	94.21481	0.2883117
ILMN_1667631	96.09335	0.2402597
ILMN_3246850	5049.645	0
ILMN_1792165	92.61831	0.3311688
ILMN_1668588	91.80734	0.361039
ILMN_1666282	82.02637	0.8961039
ILMN_1787630	84.04988	0.7805195
ILMN_3236904	96.1286	0.2376623
ILMN_3242077	89.70145	0.4324675
ILMN_1767063	91.33515	0.3727273
ILMN_1769592	80.0435	0.9597403
ILMN_1662371	79.98186	0.9610389
ILMN_1671183	101.2646	0.1727273
ILMN_1662103	101.0906	0.1779221
ILMN_1716526	90.00062	0.4220779
ILMN_1787662	89.74377	0.4324675
ILMN_1758292	99.1214	0.1974026
ILMN_1652721	90.09335	0.4194805
ILMN_1750657	97.7696	0.212987
ILMN_1802762	82.57005	0.8727273
ILMN_1664601	102.7878	0.151948
ILMN_3281563	910.2843	0
ILMN_1669552	83.2615	0.8324676
ILMN_1669358	167.3115	0.01688312
ILMN_1800716	80.78419	0.9376624
ILMN_1710368	84.49506	0.7415584
ILMN_1693109	107.5346	0.1103896
ILMN_1697107	84.40631	0.7506493
ILMN_1716234	108.0669	0.1090909
ILMN_1764814	101.5065	0.1701299
ILMN_1718316	82.41948	0.8779221
ILMN_3275505	84.32825	0.7584416
ILMN_1658044	87.2617	0.5649351
ILMN_1652711	87.4587	0.548052
ILMN_1728308	117.8232	0.06753246
ILMN_3280651	86.79136	0.5974026
ILMN_3211857	126.9148	0.05064935
ILMN_1787371	80.58407	0.9415584
ILMN_1672765	98.56087	0.2038961
ILMN_1674801	86.83052	0.5948052
ILMN_1656015	81.22649	0.925974
ILMN_1705353	82.65189	0.8701299
ILMN_1653458	83.53825	0.8194805
ILMN_1705422	147.5129	0.02857143
ILMN_1776915	108.9958	0.1051948
ILMN_1668776	81.75591	0.9051948
ILMN_1677691	1057.944	0
ILMN_1806075	88.71426	0.4818182
ILMN_1726972	91.2062	0.3766234
ILMN_1705330	95.84664	0.2467532
ILMN_1762957	90.56517	0.4012987
ILMN_1814304	85.45911	0.6792208
ILMN_1692716	85.37892	0.6896104
ILMN_1700543	84.60798	0.7363636
ILMN_1739233	88.15793	0.5142857
ILMN_1752917	85.2855	0.6948052
ILMN_1770887	100.8315	0.1792208
ILMN_1687397	83.99357	0.7857143
ILMN_1673755	96.64962	0.2285714
ILMN_1674584	80.78138	0.9376624
ILMN_1663455	96.68314	0.2272727
ILMN_1655275	107.9571	0.1090909
ILMN_1767661	134.1117	0.04155844
ILMN_1689482	92.57037	0.3324675
ILMN_3236719	86.65747	0.6038961
ILMN_3274790	699.4358	0
ILMN_1682493	88.4539	0.4961039
ILMN_3203874	96.58859	0.2285714
ILMN_3274914	193.4872	0.007792208
ILMN_1661470	81.61938	0.9064935
ILMN_1651408	89.30885	0.4545455
ILMN_1664508	147.2594	0.03116883
ILMN_1723379	90.72424	0.387013
ILMN_1809820	85.43676	0.6844156
ILMN_1812865	100.823	0.1792208
ILMN_1657222	106.5967	0.112987
ILMN_1683717	102.3906	0.1571429
ILMN_1724271	85.71907	0.6610389
ILMN_1708647	106.4704	0.1142857
ILMN_3275575	167.4459	0.01688312
ILMN_1766965	85.57757	0.6714286
ILMN_1663430	85.42657	0.6857143
ILMN_1801254	737.2426	0
ILMN_1778456	87.48546	0.548052
ILMN_1686807	101.7548	0.1675325
ILMN_1660752	126.4674	0.05064935
ILMN_1761387	130.0248	0.04545455
ILMN_1683217	82.79749	0.8584415
ILMN_1744382	92.2999	0.3454545
ILMN_1660795	80.31154	0.9506493
ILMN_1737497	104.2678	0.1311688
ILMN_1689755	85.26804	0.6948052
ILMN_1669367	94.90634	0.2675325
ILMN_1750262	109.6608	0.1038961
ILMN_1684377	106.2056	0.1142857
ILMN_3248579	78.59187	0.987013
ILMN_1659597	97.45708	0.2194805
ILMN_1728374	82.33041	0.8805195
ILMN_1699324	90.32322	0.412987
ILMN_1655190	95.54411	0.2558441
ILMN_1753043	81.2318	0.925974
ILMN_1751726	542.2904	0
ILMN_1709000	111.9131	0.09740259
ILMN_1712366	82.25436	0.8844156
ILMN_1708947	87.01842	0.5831169
ILMN_1806365	108.6395	0.1064935
ILMN_1668706	96.15939	0.2376623
ILMN_1692131	118.6213	0.06623377
ILMN_1736094	93.16803	0.3220779
ILMN_3238818	3484.241	0
ILMN_1815395	89.89756	0.4246753
ILMN_1701716	103.6552	0.1402597
ILMN_1728702	86.32626	0.6207792
ILMN_1676706	83.69609	0.8077922
ILMN_1690941	82.95412	0.8532467
ILMN_1725361	128.3057	0.04935065
ILMN_1789706	87.29064	0.5636364
ILMN_1728645	123.4134	0.05714286
ILMN_1795511	128.7353	0.04935065
ILMN_1761201	88.00124	0.5168831
ILMN_1682383	91.40687	0.3714286
ILMN_1732407	88.36355	0.4987013
ILMN_1665052	86.27201	0.6246753
ILMN_1664215	91.40884	0.3714286
ILMN_1661731	82.72295	0.864935
ILMN_1782653	92.62777	0.3298701
ILMN_1776249	112.1527	0.09740259
ILMN_1743503	105.1395	0.1207792
ILMN_1694313	99.14304	0.1948052
ILMN_1815895	980.1169	0
ILMN_1652342	104.9222	0.1233766
ILMN_1707951	89.71732	0.4324675
ILMN_1694136	143.144	0.03376623
ILMN_1685985	89.83804	0.4272727
ILMN_1651680	7198.501	0
ILMN_1696751	88.75367	0.4766234
ILMN_2211910	91.81183	0.361039
ILMN_1652170	108.9933	0.1051948
ILMN_1716734	95.41039	0.2571429
ILMN_1763960	109.8083	0.1038961
ILMN_1704343	88.45198	0.4961039
ILMN_1654493	94.02617	0.2909091
ILMN_1711371	111.0228	0.1025974
ILMN_1787834	83.71172	0.8077922
ILMN_1739609	87.27689	0.5636364
ILMN_1760981	84.53406	0.7415584
ILMN_1703724	87.54865	0.5428572
ILMN_1739434	85.13351	0.7025974
ILMN_1805486	83.56809	0.8168831
ILMN_1654403	169.9991	0.01558442
ILMN_1747004	90.01971	0.4207792
ILMN_1728296	96.89048	0.2272727
ILMN_1697599	87.29671	0.5636364
ILMN_1653043	95.72695	0.2506494
ILMN_1730795	83.62849	0.8142857
ILMN_1770658	86.10735	0.638961
ILMN_1758559	134.9562	0.04155844
ILMN_1783024	103.0749	0.1493506
ILMN_1661781	88.97552	0.4701299
ILMN_3250993	87.54387	0.5441558
ILMN_1741259	117.053	0.07532468
ILMN_1678859	120.3728	0.05844156
ILMN_1684976	95.69822	0.2506494
ILMN_1800033	86.95864	0.5883117
ILMN_1676938	88.48515	0.4948052
ILMN_1698813	81.75696	0.9051948
ILMN_1682044	96.74365	0.2272727
ILMN_1665715	81.19733	0.9272727
ILMN_1728371	95.52324	0.2558441
ILMN_1715479	95.48579	0.2571429
ILMN_1734968	115.7121	0.08051948
ILMN_1668256	126.7574	0.05064935
ILMN_1800575	121.1249	0.05714286
ILMN_1710629	120.3604	0.05844156
ILMN_1673778	111.562	0.0987013
ILMN_1788784	100.0273	0.1818182
ILMN_1667000	85.73033	0.6610389
ILMN_1661106	88.8311	0.474026
ILMN_1738694	159.5266	0.01948052
ILMN_1662525	86.17398	0.6363636
ILMN_1775100	92.77554	0.3285714
ILMN_1689897	85.47704	0.6792208
ILMN_1718609	92.36804	0.338961
ILMN_3281767	101.5025	0.1701299
ILMN_1813343	101.1302	0.1766234
ILMN_3274143	91.79129	0.3623376
ILMN_1775267	92.50814	0.3376623
ILMN_1798882	91.16467	0.3766234
ILMN_1657948	97.15099	0.2233766
ILMN_1779765	313.8126	0
ILMN_1707578	86.59148	0.6090909
ILMN_1668405	80.21221	0.9545454
ILMN_1721685	81.90415	0.8987013
ILMN_3244579	103.0612	0.1493506
ILMN_1802629	85.91782	0.651948
ILMN_1791766	89.9978	0.4220779
ILMN_1778801	84.02291	0.7818182
ILMN_3208965	101.7362	0.1675325
ILMN_3282786	87.40554	0.5506493
ILMN_1657266	89.06391	0.4662338
ILMN_1753780	100.0808	0.1818182
ILMN_3282032	93.30705	0.3168831
ILMN_1787594	181.797	0.009090909
ILMN_1808649	76.45931	0.9987013
ILMN_1711223	135.8048	0.04155844
ILMN_1738936	87.93907	0.5194805
ILMN_1740675	86.17027	0.6363636
ILMN_1782230	87.08788	0.5779221
ILMN_1705587	162.9241	0.01688312
ILMN_1663259	100.5843	0.1818182
ILMN_1767592	86.71315	0.6038961
ILMN_1791610	94.24041	0.2883117
ILMN_1802730	85.15993	0.7025974
ILMN_1790544	113.6072	0.08701298
ILMN_3279996	82.10466	0.8922078
ILMN_1673667	92.08954	0.3519481
ILMN_1783827	89.90417	0.4233766
ILMN_1661236	86.92518	0.5922078
ILMN_1690298	88.79686	0.4753247
ILMN_1693831	77.93701	0.9935065
ILMN_1675168	91.03221	0.3779221
ILMN_1681605	105.3791	0.1194805
ILMN_1681327	130.9975	0.04415584
ILMN_1703908	123.3294	0.05714286
ILMN_1709131	114.397	0.08701298
ILMN_1735061	83.33171	0.8298701
ILMN_1775316	99.38758	0.1935065
ILMN_1659693	149.4185	0.02597403
ILMN_1764867	125.4471	0.05194805
ILMN_1706749	84.34261	0.7584416
ILMN_1690407	84.10143	0.7766234
ILMN_1786068	85.96844	0.648052
ILMN_1666798	91.57327	0.3701299
ILMN_3278754	97.13396	0.2233766
ILMN_3218401	98.14014	0.2090909
ILMN_1811063	813.1945	0
ILMN_1680042	81.94371	0.8974026
ILMN_1680033	85.46537	0.6792208
ILMN_1705759	91.01089	0.3805195
ILMN_1794858	84.3728	0.7558442
ILMN_1684693	76.99082	0.9961039
ILMN_1770328	89.19804	0.4597403
ILMN_1815474	80.74942	0.9376624
ILMN_1668570	87.8911	0.5207792
ILMN_1672235	86.60517	0.6077922
ILMN_3206931	89.65929	0.4324675
ILMN_3283444	94.21243	0.2883117
ILMN_1671970	127.1208	0.05064935
ILMN_1749417	91.48724	0.3714286
ILMN_1737689	165.1825	0.01688312
ILMN_1651508	91.68247	0.3636364
ILMN_1708367	90.55935	0.4012987
ILMN_1688588	99.11792	0.1974026
ILMN_1699658	97.55482	0.2181818
ILMN_1766371	127.732	0.04935065
ILMN_1694146	87.46004	0.548052
ILMN_1692762	96.97166	0.2246753
ILMN_1678129	91.87784	0.3558442
ILMN_1673630	85.1226	0.7025974
ILMN_1697907	129.268	0.04545455
ILMN_1710790	100.7587	0.1805195
ILMN_1672755	3411.834	0
ILMN_3200830	444.2264	0
ILMN_3277307	120.4985	0.05844156
ILMN_1803799	135.4194	0.04155844
ILMN_1671125	79.47556	0.9727273
ILMN_1757876	78.88136	0.9831169
ILMN_1812659	91.37048	0.3714286
ILMN_1702235	125.6045	0.05194805
ILMN_1670442	85.52436	0.6753247
ILMN_1660307	92.67606	0.3298701
ILMN_1748974	104.9412	0.1233766
ILMN_1687475	98.95169	0.1974026
ILMN_1781753	82.24255	0.8844156
ILMN_1811034	89.92967	0.4233766
ILMN_1801435	91.56776	0.3714286
ILMN_1661399	164.8541	0.01688312
ILMN_1776574	93.55746	0.3064935
ILMN_1767367	96.56226	0.2298701
ILMN_1686568	101.9374	0.1636364
ILMN_1726144	90.51293	0.4025974
ILMN_1659389	84.97021	0.712987
ILMN_1791121	87.3698	0.5532467
ILMN_1783735	95.50286	0.2571429
ILMN_1743454	82.41678	0.8779221
ILMN_1651938	145.2777	0.03376623
ILMN_1675173	89.21893	0.4597403
ILMN_3245355	78.33903	0.9896104
ILMN_1700679	89.83856	0.4272727
ILMN_1812827	88.76128	0.4766234
ILMN_1726049	92.51587	0.3363636
ILMN_1812617	90.12892	0.4181818
ILMN_1702663	96.24941	0.2376623
ILMN_1676036	90.32387	0.412987
ILMN_1695442	83.11272	0.8402597
ILMN_1651608	87.25371	0.5649351
ILMN_1747297	118.4119	0.06623377
ILMN_1654137	87.43652	0.548052
ILMN_1723630	82.269	0.8831169
ILMN_1790459	79.75439	0.9688312
ILMN_1795126	89.80916	0.4272727
ILMN_1753048	90.11755	0.4181818
ILMN_1737837	81.97898	0.8974026
ILMN_1714466	125.895	0.05194805
ILMN_1776535	85.31786	0.6909091
ILMN_2104693	88.91965	0.4727273
ILMN_1695376	90.81119	0.3857143
ILMN_1652990	93.58258	0.3051948
ILMN_1657827	98.35072	0.2064935
ILMN_1669644	91.06498	0.3766234
ILMN_3239495	90.97811	0.3805195
ILMN_1735176	90.94224	0.3805195
ILMN_1729421	114.8163	0.08311688
ILMN_1696720	84.76015	0.7285714
ILMN_1716857	89.25743	0.4597403
ILMN_1783556	132.0913	0.04285714
ILMN_1786343	110.9353	0.1025974
ILMN_1694709	80.74795	0.9376624
ILMN_1716770	79.2871	0.9779221
ILMN_1735829	85.45795	0.6792208
ILMN_1670086	85.3938	0.6896104
ILMN_1665920	91.80032	0.361039
ILMN_1715045	84.38689	0.7532467
ILMN_1680685	94.73267	0.274026
ILMN_1697345	85.16804	0.7012987
ILMN_1671152	91.29686	0.3753247
ILMN_1717767	98.20374	0.2077922
ILMN_1747015	89.22787	0.4597403
ILMN_1793670	109.3258	0.1051948
ILMN_1678306	83.43776	0.8246753
ILMN_1786242	1092.855	0
ILMN_1680936	147.7214	0.02857143
ILMN_1802460	108.413	0.1077922
ILMN_3246097	105.9769	0.1168831
ILMN_1697377	204.607	0.006493506
ILMN_1673288	86.45605	0.6168831
ILMN_1654900	104.0935	0.1350649
ILMN_1730328	95.80981	0.2493507
ILMN_1726846	87.03815	0.5831169
ILMN_1793982	80.97295	0.9337662
ILMN_1655909	104.0413	0.1363636
ILMN_1725204	101.0492	0.1779221
ILMN_1749409	163.1173	0.01688312
ILMN_3203868	104.1452	0.1337662
ILMN_3285314	81.42995	0.9142857
ILMN_1795701	84.04381	0.7818182
ILMN_1658634	92.7897	0.3285714
ILMN_3235277	86.78354	0.5987013
ILMN_1748753	104.0744	0.1350649
ILMN_2188822	93.1203	0.3246753
ILMN_1802535	108.6474	0.1064935
ILMN_1653500	93.77977	0.2961039
ILMN_3243074	80.59079	0.9415584
ILMN_1706750	88.5942	0.487013
ILMN_1720075	84.45229	0.7454545
ILMN_1735811	91.95702	0.3532467
ILMN_1778767	84.80058	0.7272727
ILMN_3205424	90.42056	0.4077922
ILMN_1681305	84.88964	0.7194805
ILMN_1804601	117.5921	0.06883117
ILMN_1742549	88.46213	0.4961039
ILMN_1671555	84.31113	0.7584416
ILMN_1678262	88.26054	0.5064935
ILMN_1735503	87.18931	0.5701299
ILMN_3275199	84.24673	0.7636364
ILMN_3232862	79.45089	0.9727273
ILMN_1668717	87.88183	0.5207792
ILMN_1656647	86.46722	0.6168831
ILMN_1720968	88.15224	0.5155844
ILMN_1652132	91.3269	0.3727273
ILMN_1673317	145.863	0.03376623
ILMN_2181241	256.1499	0.003896104
ILMN_1804532	97.81438	0.2116883
ILMN_1742309	84.7157	0.7311688
ILMN_1808747	106.1547	0.1155844
ILMN_1697138	94.50766	0.2792208
ILMN_1725407	160.8983	0.01818182
ILMN_1724501	88.07851	0.5168831
ILMN_1746551	143.0894	0.03376623
ILMN_1696444	88.13968	0.5155844
ILMN_1805464	84.59672	0.7376623
ILMN_1715476	149.0186	0.02597403
ILMN_1659028	90.58918	0.4
ILMN_1731008	135.6268	0.04155844
ILMN_1730330	88.23501	0.5077922
ILMN_2165604	90.68894	0.3883117
ILMN_1710146	142.6825	0.03506494
ILMN_1756472	77.78902	0.9948052
ILMN_1712989	88.12029	0.5168831
ILMN_1775034	92.79385	0.3285714
ILMN_1679471	90.31412	0.412987
ILMN_1706920	88.59905	0.487013
ILMN_1657056	112.3509	0.0948052
ILMN_1802834	105.6301	0.1181818
ILMN_1691178	84.79228	0.7285714
ILMN_1757275	83.91679	0.7948052
ILMN_1678877	85.03459	0.7077922
ILMN_1734201	98.53365	0.2038961
ILMN_1683863	89.56764	0.4376623
ILMN_1786955	87.31051	0.561039
ILMN_1660170	82.49304	0.8766234
ILMN_1696486	88.08046	0.5168831
ILMN_1758743	109.1609	0.1051948
ILMN_1748928	84.88496	0.7194805
ILMN_1775479	90.30973	0.412987
ILMN_1778381	198.7911	0.007792208
ILMN_1760991	96.4493	0.2298701
ILMN_1814853	84.82941	0.7272727
ILMN_1661172	100.5099	0.1818182
ILMN_1681402	94.29317	0.2844156
ILMN_1696999	96.28748	0.2337662
ILMN_1687763	77.44025	0.9948052
ILMN_1688890	101.301	0.1727273
ILMN_1673147	93.43802	0.3116883
ILMN_1698941	85.80743	0.6584415
ILMN_1696723	88.19945	0.5077922
ILMN_1664146	95.77927	0.2493507
ILMN_1656672	87.17558	0.5714286
ILMN_1721504	180.4226	0.009090909
ILMN_1828797	97.51273	0.2181818
ILMN_1678132	104.0418	0.1363636
ILMN_1716072	84.0342	0.7818182
ILMN_1736872	100.1178	0.1818182
ILMN_1773153	95.41164	0.2571429
ILMN_1662294	101.5429	0.1701299
ILMN_1693949	105.2099	0.1207792
ILMN_1679707	90.71402	0.387013
ILMN_1733126	106.8387	0.112987
ILMN_1685422	97.17175	0.2220779
ILMN_1671992	135.9281	0.04155844
ILMN_1805300	93.24796	0.3194805
ILMN_2103003	97.67686	0.2155844
ILMN_1802701	104.674	0.1272727
ILMN_1810066	206.8886	0.006493506
ILMN_1660865	90.18481	0.4181818
ILMN_1661261	84.98962	0.7103896
ILMN_1799357	114.9451	0.08311688
ILMN_1722376	95.91512	0.2428571
ILMN_1699413	99.1214	0.1974026
ILMN_1660775	4433.021	0
ILMN_1773323	85.32854	0.6909091
ILMN_1658978	129.4183	0.04545455
ILMN_3200374	85.98571	0.6467533
ILMN_3287493	196.7548	0.007792208
ILMN_1779795	88.05908	0.5168831
ILMN_1689915	106.0296	0.1155844
ILMN_1669796	87.2536	0.5649351
ILMN_1662730	84.00657	0.7818182
ILMN_1723335	92.43063	0.3376623
ILMN_3207996	86.75124	0.6025974
ILMN_1658825	92.13943	0.3519481
ILMN_1658415	86.91496	0.5935065
ILMN_1772168	85.87135	0.6532468
ILMN_1660104	181.8668	0.009090909
ILMN_1667663	93.09637	0.3246753
ILMN_1812299	86.75888	0.6025974
ILMN_1741597	101.3848	0.1727273
ILMN_1687094	83.79032	0.8038961
ILMN_1676694	79.8916	0.9662338
ILMN_1675657	87.62656	0.5363637
ILMN_1673643	82.22593	0.8857143
ILMN_1743711	160.1268	0.01818182
ILMN_1806319	84.86071	0.7220779
ILMN_1764436	86.47797	0.6168831
ILMN_1727668	152.0708	0.02207792
ILMN_3292903	82.22828	0.8857143
ILMN_3216394	92.33862	0.3415585
ILMN_1710602	85.56995	0.6727273
ILMN_1688195	86.32842	0.6207792
ILMN_1674699	90.38787	0.4090909
ILMN_1762079	90.65215	0.3909091
ILMN_1729219	87.72337	0.5298702
ILMN_1750307	95.77037	0.2493507
ILMN_1673844	113.9986	0.08701298
ILMN_1712481	84.63411	0.7337663
ILMN_1763529	99.5921	0.1896104
ILMN_1706369	88.0537	0.5168831
ILMN_1676055	111.4526	0.0987013
ILMN_1729635	99.60403	0.1896104
ILMN_3286737	92.05568	0.3532467
ILMN_1671423	130.3267	0.04415584
ILMN_1773301	84.61414	0.7363636
ILMN_1713655	88.5742	0.487013
ILMN_1766514	117.079	0.07532468
ILMN_1687738	2949.468	0
ILMN_1807912	94.55567	0.2792208
ILMN_1774228	86.76971	0.6012987
ILMN_1712742	81.2132	0.9272727
ILMN_2079225	144.9425	0.03376623
ILMN_1685813	393.1461	0
ILMN_1700521	85.842	0.6571429
ILMN_1778098	88.17068	0.512987
ILMN_1737991	120.0807	0.05844156
ILMN_1808629	88.46962	0.4948052
ILMN_1713800	101.3412	0.1727273
ILMN_1692116	100.0193	0.1818182
ILMN_1669167	88.80899	0.4753247
ILMN_1680265	88.58254	0.487013
ILMN_1801536	87.94139	0.5194805
ILMN_1779703	87.4472	0.548052
ILMN_1729791	90.40868	0.4077922
ILMN_1735832	88.82995	0.474026
ILMN_1767620	94.38715	0.2831169
ILMN_1664157	131.6163	0.04415584
ILMN_1741521	91.71266	0.3623376
ILMN_3245784	93.36492	0.3155844
ILMN_1773252	101.0931	0.1779221
ILMN_1684485	91.2926	0.3753247
ILMN_3238977	86.6276	0.6077922
ILMN_1683664	411.9142	0
ILMN_1684499	94.75619	0.2727273
ILMN_2086210	86.0661	0.6415585
ILMN_1731235	86.0717	0.6402597
ILMN_1800227	87.67439	0.5324675
ILMN_1799770	85.81633	0.6584415
ILMN_3246299	95.45609	0.2571429
ILMN_1699323	140.3005	0.03636364
ILMN_1680587	88.37835	0.4987013
ILMN_1788775	132.6467	0.04155844
ILMN_1813116	87.60378	0.5376623
ILMN_1723584	87.14816	0.5727273
ILMN_1727430	89.8756	0.4246753
ILMN_1690354	109.3061	0.1051948
ILMN_1810880	123.7897	0.05584415
ILMN_1732674	81.07055	0.9337662
ILMN_1669691	89.7563	0.4311688
ILMN_1741557	82.63696	0.8701299
ILMN_1798968	96.16536	0.2376623
ILMN_1705652	95.58372	0.2558441
ILMN_1752718	82.23655	0.8857143
ILMN_3247173	108.9061	0.1051948
ILMN_1764423	108.8451	0.1051948
ILMN_1669505	82.11877	0.8922078
ILMN_1674415	113.9057	0.08701298
ILMN_1853837	104.9246	0.1233766
ILMN_1665870	85.07468	0.7051948
ILMN_1687943	86.05198	0.6415585
ILMN_1730687	83.96563	0.787013
ILMN_1674136	87.47306	0.548052
ILMN_1743724	86.29963	0.6220779
ILMN_1757183	109.8375	0.1038961
ILMN_1653910	83.47296	0.8220779
ILMN_1716905	86.29769	0.6220779
ILMN_1709033	88.01939	0.5168831
ILMN_3287422	122.4965	0.05714286
ILMN_3210921	106.0309	0.1155844
ILMN_1653934	87.70539	0.5298702
ILMN_1676194	92.55308	0.3324675
ILMN_1667372	88.24521	0.5077922
ILMN_1774088	86.17144	0.6363636
ILMN_1675852	612.296	0
ILMN_1751802	80.1505	0.9558442
ILMN_1661255	99.71946	0.187013
ILMN_1726002	89.2585	0.4584416
ILMN_1772791	92.18307	0.3506494
ILMN_1790789	91.6491	0.3649351
ILMN_1803231	88.81523	0.474026
ILMN_1676057	81.42593	0.9142857
ILMN_1803479	252.9217	0.003896104
ILMN_1814812	230.1795	0.003896104
ILMN_1735813	107.9334	0.1090909
ILMN_1653077	89.249	0.4597403
ILMN_1677665	85.10649	0.7025974
ILMN_1748248	132.4135	0.04285714
ILMN_1725170	86.00368	0.6454545
ILMN_1756579	85.34303	0.6909091
ILMN_3288273	96.10878	0.238961
ILMN_1694371	89.87139	0.4246753
ILMN_1717733	87.92134	0.5194805
ILMN_1808727	84.51548	0.7415584
ILMN_1772137	88.46769	0.4948052
ILMN_1736701	88.05856	0.5168831
ILMN_1729815	84.75885	0.7285714
ILMN_1745914	91.57955	0.3701299
ILMN_1808695	88.15755	0.5142857
ILMN_1656509	134.9009	0.04155844
ILMN_1707298	95.93926	0.2415584
ILMN_1745107	213.7361	0.005194805
ILMN_3241739	83.63165	0.8142857
ILMN_1655334	91.44344	0.3714286
ILMN_1719362	87.00826	0.5831169
ILMN_1671066	91.57331	0.3701299
ILMN_1690481	96.5414	0.2298701
ILMN_1685173	89.04088	0.4675325
ILMN_1726647	2378.354	0
ILMN_1729898	97.6771	0.2155844
ILMN_1662341	85.1628	0.7012987
ILMN_1739757	95.62594	0.2545455
