PROBE_ID	7677153059_E.VALUE	7677153059_E.Detection Pval
ILMN_3307940	118.5076	0.06623377
ILMN_1757380	81.43999	0.9142857
ILMN_1777040	89.49047	0.438961
ILMN_1768434	88.58369	0.487013
ILMN_1781225	94.60108	0.2779221
ILMN_1805011	308.064	0
ILMN_1673642	122.0389	0.05714286
ILMN_2085339	105.9067	0.1168831
ILMN_1768919	113.9326	0.08701298
ILMN_1697634	85.84226	0.6571429
ILMN_1691966	91.06391	0.3766234
ILMN_1675792	80.51061	0.9441559
ILMN_1696029	80.65828	0.9415584
ILMN_1691194	208.9457	0.006493506
ILMN_1672818	87.61527	0.5376623
ILMN_3249820	89.03475	0.4675325
ILMN_1718770	149.0174	0.02597403
ILMN_1668736	187.7867	0.009090909
ILMN_3181480	3448.129	0
ILMN_3257941	92.93331	0.3272727
ILMN_1735905	85.40339	0.6896104
ILMN_1696193	82.2736	0.8831169
ILMN_1659333	82.70792	0.8662338
ILMN_1690843	85.92466	0.651948
ILMN_2162496	84.8073	0.7272727
ILMN_1708686	93.7388	0.2961039
ILMN_1910334	250.0733	0.003896104
ILMN_1722825	83.03809	0.8467532
ILMN_3241684	83.40917	0.8272727
ILMN_1651259	105.8721	0.1168831
ILMN_1717265	85.42372	0.6857143
ILMN_1727099	92.12717	0.3519481
ILMN_1809167	90.16587	0.4181818
ILMN_1723320	121.3683	0.05714286
ILMN_1771618	144.4597	0.03376623
ILMN_1769571	95.24541	0.2597403
ILMN_3237826	116.3605	0.07922078
ILMN_1674116	84.49414	0.7415584
ILMN_1654458	83.93239	0.7935065
ILMN_3269324	91.44733	0.3714286
ILMN_1786064	90.85029	0.3844156
ILMN_3184599	114.0966	0.08701298
ILMN_3232128	90.25942	0.4155844
ILMN_2122153	88.4952	0.4948052
ILMN_1656266	87.49194	0.548052
ILMN_1739404	89.22943	0.4597403
ILMN_1670886	80.30095	0.9532468
ILMN_2189859	99.88896	0.1818182
ILMN_3263520	84.59952	0.7376623
ILMN_1771320	411.0028	0
ILMN_3306959	86.22632	0.6324675
ILMN_1782381	113.6241	0.08701298
ILMN_1772626	87.70055	0.5298702
ILMN_1700307	115.3078	0.08181818
ILMN_1668657	92.10236	0.3519481
ILMN_2378404	156.5537	0.02077922
ILMN_1692595	107.4544	0.1103896
ILMN_1694168	91.63269	0.3662338
ILMN_1769704	148.6759	0.02597403
ILMN_1803559	96.04867	0.2402597
ILMN_1662744	87.75754	0.5298702
ILMN_1790412	168.5199	0.01558442
ILMN_1666633	115.2679	0.08181818
ILMN_1771696	106.4543	0.1142857
ILMN_1772185	85.52765	0.6753247
ILMN_1731832	90.46123	0.4064935
ILMN_1653369	199.0742	0.007792208
ILMN_1750288	94.49614	0.2792208
ILMN_1750051	117.5899	0.06883117
ILMN_3231471	87.787	0.5285714
ILMN_3230623	94.40163	0.2831169
ILMN_2162454	88.88502	0.474026
ILMN_1701624	87.37879	0.5506493
ILMN_1740620	92.7379	0.3298701
ILMN_1687850	98.58112	0.2038961
ILMN_1713650	92.41368	0.338961
ILMN_1803357	96.89953	0.2272727
ILMN_1800914	85.11803	0.7025974
ILMN_2194980	82.51049	0.8753247
ILMN_1664364	80.06168	0.9597403
ILMN_1707318	103.574	0.1415584
ILMN_2284930	88.93858	0.4701299
ILMN_1670805	90.9465	0.3805195
ILMN_1709738	95.60777	0.2558441
ILMN_1787540	86.88277	0.5935065
ILMN_1713676	86.98991	0.5857143
ILMN_1746695	86.84187	0.5935065
ILMN_1736217	93.37015	0.3155844
ILMN_3249524	108.2666	0.1090909
ILMN_3307134	136.4396	0.04155844
ILMN_1764029	87.96239	0.5181818
ILMN_1689807	90.62303	0.3948052
ILMN_2129102	100.2182	0.1818182
ILMN_1690532	112.653	0.09220779
ILMN_2041222	93.5554	0.3064935
ILMN_1722537	85.6853	0.6636364
ILMN_3268731	106.9503	0.112987
ILMN_3258024	82.87862	0.8545455
ILMN_3181565	84.69592	0.7324675
ILMN_1809892	97.39914	0.2220779
ILMN_1740818	109.6677	0.1038961
ILMN_1778202	1039.967	0
ILMN_1745860	140.3986	0.03636364
ILMN_1709006	84.71619	0.7311688
ILMN_3262321	103.7573	0.138961
ILMN_1722632	144.7841	0.03376623
ILMN_1694458	97.2686	0.2220779
ILMN_1813427	97.01185	0.2233766
ILMN_1701286	95.65136	0.2519481
ILMN_1655489	81.58419	0.9090909
ILMN_1759649	87.33385	0.5558441
ILMN_1783743	96.07551	0.2402597
ILMN_1794611	97.93209	0.2116883
ILMN_3253126	98.3419	0.2064935
ILMN_3243223	94.17545	0.2883117
ILMN_1795300	141.313	0.03506494
ILMN_1702812	85.06949	0.7064935
ILMN_3307069	91.2363	0.3766234
ILMN_1652178	87.22318	0.5649351
ILMN_1713983	89.1957	0.4597403
ILMN_1663052	95.17547	0.2623377
ILMN_2150049	87.55642	0.5415584
ILMN_1749266	168.4298	0.01558442
ILMN_3244650	85.73193	0.6610389
ILMN_1789531	84.39899	0.7506493
ILMN_2167961	93.04634	0.3246753
ILMN_1747084	91.53944	0.3714286
ILMN_1748952	81.87966	0.9
ILMN_1703579	90.15411	0.4181818
ILMN_2140455	84.49816	0.7415584
ILMN_1697691	91.97963	0.3532467
ILMN_3307113	118.4227	0.06623377
ILMN_1727065	85.00221	0.7103896
ILMN_1674060	83.90587	0.7974026
ILMN_1705921	102.0277	0.1636364
ILMN_1676077	94.52568	0.2792208
ILMN_3272299	93.70802	0.2987013
ILMN_3238221	112.7936	0.08961039
ILMN_1770269	95.28288	0.2584416
ILMN_1657378	93.25459	0.3194805
ILMN_1732000	96.50095	0.2298701
ILMN_2067334	81.48595	0.9116883
ILMN_1732143	134.5317	0.04155844
ILMN_1674044	79.09811	0.9792208
ILMN_1783840	90.88258	0.3844156
ILMN_3192548	101.1965	0.1766234
ILMN_2123450	122.9859	0.05714286
ILMN_1696554	86.64812	0.6038961
ILMN_1769540	87.66891	0.5324675
ILMN_3241505	87.86221	0.5233766
ILMN_1794233	197.1197	0.007792208
ILMN_3235148	551.6165	0
ILMN_1717726	157.2384	0.01948052
ILMN_2123683	85.74784	0.6610389
ILMN_2177823	88.85378	0.474026
ILMN_1676321	85.03723	0.7077922
ILMN_3269339	96.20392	0.2376623
ILMN_3186578	85.58276	0.6714286
ILMN_1659980	100.2486	0.1818182
ILMN_1698060	80.00777	0.9597403
ILMN_1663010	89.07609	0.4662338
ILMN_1662091	136.8529	0.04155844
ILMN_1729824	90.23415	0.4155844
ILMN_1746292	86.77852	0.6012987
ILMN_1731556	83.44635	0.8233766
ILMN_1656779	85.62697	0.6714286
ILMN_1718657	229.5986	0.003896104
ILMN_1688020	111.7449	0.0987013
ILMN_1741157	79.69791	0.9701298
ILMN_1702613	91.44274	0.3714286
ILMN_1763975	151.5971	0.02337662
ILMN_1709900	82.65681	0.8701299
ILMN_1688721	100.7312	0.1805195
ILMN_3236599	100.6329	0.1805195
ILMN_2055925	92.24203	0.3467532
ILMN_1671981	136.4586	0.04155844
ILMN_3242663	88.46023	0.4961039
ILMN_1708941	85.66674	0.6662338
ILMN_2230162	6093.653	0
ILMN_1807691	89.38104	0.4467532
ILMN_1778320	84.53145	0.7415584
ILMN_1770065	102.9619	0.1493506
ILMN_1721558	86.29604	0.6233766
ILMN_3265237	132.3459	0.04285714
ILMN_1674559	97.95743	0.2116883
ILMN_1789902	113.9056	0.08701298
ILMN_1914156	88.39928	0.4987013
ILMN_3236202	97.23977	0.2220779
ILMN_1733037	89.2366	0.4597403
ILMN_1682256	91.71091	0.3623376
ILMN_1773735	90.33726	0.4090909
ILMN_1775570	126.0334	0.05194805
ILMN_3307178	86.40885	0.6194805
ILMN_1686781	119.4442	0.06233766
ILMN_1727670	91.54846	0.3714286
ILMN_1664351	109.2304	0.1051948
ILMN_1694359	83.55055	0.8168831
ILMN_1671997	92.86047	0.3285714
ILMN_1709607	86.25428	0.6272727
ILMN_1675335	88.00711	0.5168831
ILMN_2170643	103.874	0.1376623
ILMN_1774211	116.5408	0.07532468
ILMN_1754132	91.00848	0.3805195
ILMN_1808018	88.06824	0.5168831
ILMN_1807464	85.60862	0.6714286
ILMN_1779497	90.20065	0.4181818
ILMN_1764619	124.1151	0.05584415
ILMN_1807093	93.05863	0.3246753
ILMN_1665778	121.2572	0.05714286
ILMN_2149952	140.6672	0.03636364
ILMN_1695618	87.59366	0.5389611
ILMN_1680388	144.7838	0.03376623
ILMN_3249711	99.77269	0.1844156
ILMN_1675282	135.1692	0.04155844
ILMN_2187899	91.20155	0.3766234
ILMN_1702241	107.2224	0.112987
ILMN_2131022	129.1194	0.04805195
ILMN_1732584	90.3606	0.4090909
ILMN_3187848	105.1487	0.1207792
ILMN_2121848	100.9086	0.1779221
ILMN_1701645	88.42248	0.4961039
ILMN_1701629	82.03548	0.8948052
ILMN_1699216	94.86483	0.2701299
ILMN_1774335	90.5096	0.4038961
ILMN_1797431	90.58272	0.4
ILMN_3271942	108.784	0.1051948
ILMN_2131528	91.81638	0.361039
ILMN_2150708	214.9491	0.005194805
ILMN_1784492	89.94952	0.4220779
ILMN_2179967	94.46889	0.2792208
ILMN_1679767	87.12316	0.5753247
ILMN_1777312	89.07874	0.4649351
ILMN_1699072	93.6897	0.2987013
ILMN_1786559	92.59904	0.3311688
ILMN_1684193	81.10701	0.9324675
ILMN_1774288	85.74199	0.6610389
ILMN_1695254	93.26455	0.3181818
ILMN_1732267	86.56296	0.6103896
ILMN_1768430	100.5093	0.1818182
ILMN_1731326	86.82856	0.5948052
ILMN_1696852	86.08701	0.6402597
ILMN_1772848	98.40247	0.2064935
ILMN_1675304	86.23134	0.6311688
ILMN_1791596	89.06676	0.4662338
ILMN_1661303	94.6104	0.2779221
ILMN_2194852	7202.784	0
ILMN_1698769	103.6875	0.138961
ILMN_2233438	87.83469	0.525974
ILMN_2107344	101.3703	0.1727273
ILMN_1702164	90.35149	0.4090909
ILMN_1719635	92.22344	0.3467532
ILMN_1717717	84.17906	0.7714286
ILMN_1807007	86.58707	0.6103896
ILMN_1709314	88.2626	0.5051948
ILMN_1727916	83.12847	0.8402597
ILMN_3262976	84.15704	0.7727273
ILMN_3262439	101.6594	0.1675325
ILMN_3307121	101.6182	0.1675325
ILMN_1670215	85.45175	0.6792208
ILMN_1770385	93.11994	0.3246753
ILMN_1773553	97.57806	0.2168831
ILMN_3197549	101.8466	0.1675325
ILMN_1795567	92.63557	0.3298701
ILMN_1751351	104.6728	0.1272727
ILMN_1789048	99.83192	0.1844156
ILMN_1731912	87.92732	0.5194805
ILMN_1810159	84.88357	0.7194805
ILMN_1664926	87.32909	0.5571429
ILMN_1758642	331.4439	0
ILMN_1687335	168.9474	0.01558442
ILMN_1664922	116.3569	0.07922078
ILMN_1715748	83.23963	0.8324676
ILMN_1661439	516.9475	0
ILMN_1726222	4426.146	0
ILMN_1685056	93.23445	0.3194805
ILMN_1769615	109.5461	0.1038961
ILMN_1805665	91.6395	0.3662338
ILMN_1782750	97.97932	0.2116883
ILMN_1752307	84.86234	0.7220779
ILMN_1766363	109.0144	0.1051948
ILMN_2091412	133.8747	0.04155844
ILMN_1794741	130.8033	0.04415584
ILMN_2390427	81.15047	0.9311689
ILMN_1741673	85.7411	0.6610389
ILMN_1661596	100.9595	0.1779221
ILMN_2204876	206.0076	0.006493506
ILMN_1656792	130.1463	0.04415584
ILMN_1690035	114.7198	0.08311688
ILMN_1805796	114.0095	0.08701298
ILMN_3248672	83.55717	0.8168831
ILMN_1764795	103.3189	0.1428571
ILMN_1782748	162.9791	0.01688312
ILMN_1710116	109.2483	0.1051948
ILMN_1730491	99.39929	0.1935065
ILMN_2395214	104.4726	0.1311688
ILMN_1692678	85.90971	0.651948
ILMN_1657955	144.8982	0.03376623
ILMN_1684401	157.117	0.01948052
ILMN_1732158	491.8027	0
ILMN_2344283	106.7357	0.112987
ILMN_1808657	83.86784	0.7987013
ILMN_1677885	213.5792	0.005194805
ILMN_1811632	155.5501	0.02077922
ILMN_2078124	87.6341	0.5363637
ILMN_1672564	92.12739	0.3519481
ILMN_1771544	85.06021	0.7064935
ILMN_1789639	99.3732	0.1935065
ILMN_1666097	83.29356	0.8298701
ILMN_1657141	111.8474	0.0987013
ILMN_1778237	83.02626	0.8467532
ILMN_1675646	92.09415	0.3519481
ILMN_2366463	87.12591	0.574026
ILMN_1801588	91.34833	0.3714286
ILMN_1652333	212.4139	0.006493506
ILMN_1797342	1452.653	0
ILMN_1809895	87.71554	0.5298702
ILMN_1754600	95.07684	0.2649351
ILMN_2108938	351.7752	0
ILMN_1734653	97.97006	0.2116883
ILMN_2163873	78.25289	0.9922078
ILMN_2362581	131.5339	0.04415584
ILMN_2269380	88.04644	0.5168831
ILMN_1705111	123.7641	0.05584415
ILMN_3253456	578.8358	0
ILMN_3178302	531.5948	0
ILMN_1663032	90.69436	0.3883117
ILMN_1761084	88.95623	0.4701299
ILMN_1742179	88.43447	0.4961039
ILMN_1682221	127.1872	0.05064935
ILMN_1796523	96.14451	0.2376623
ILMN_1737343	546.3228	0
ILMN_3237329	86.11153	0.638961
ILMN_1746494	193.9241	0.007792208
ILMN_2374191	87.70316	0.5298702
ILMN_1721704	393.3819	0
ILMN_1728517	124.2898	0.05454545
ILMN_1681651	86.19642	0.6337662
ILMN_1735115	86.96092	0.5883117
ILMN_1677866	84.04188	0.7818182
ILMN_1661733	127.0202	0.05064935
ILMN_1712582	84.75165	0.7285714
ILMN_2346339	82.08795	0.8948052
ILMN_1698608	180.4835	0.009090909
ILMN_1745963	94.57516	0.2779221
ILMN_1730454	2876.585	0
ILMN_3243846	90.96954	0.3805195
ILMN_2279217	89.20232	0.4597403
ILMN_1665902	87.03296	0.5831169
ILMN_1669523	2707.734	0
ILMN_1751607	569.5787	0
ILMN_1771841	267.0052	0
ILMN_1725175	186.734	0.009090909
ILMN_1766650	136.6339	0.04155844
ILMN_1763712	84.5034	0.7415584
ILMN_1678728	85.68155	0.6636364
ILMN_1668052	98.65337	0.2038961
ILMN_1792733	160.6803	0.01818182
ILMN_1799734	95.01368	0.2649351
ILMN_2224569	87.39784	0.5506493
ILMN_1765014	92.40598	0.338961
ILMN_1738401	121.4223	0.05714286
ILMN_1705201	165.1923	0.01688312
ILMN_1704418	92.87006	0.3285714
ILMN_1789400	105.9534	0.1168831
ILMN_1737435	100.7087	0.1805195
ILMN_2173524	157.7801	0.01948052
ILMN_1786473	89.33815	0.4506494
ILMN_1781867	92.38009	0.338961
ILMN_2085441	115.8014	0.08051948
ILMN_1705550	81.47488	0.912987
ILMN_1698938	92.15189	0.3519481
ILMN_2188390	85.54417	0.6727273
ILMN_2093508	83.01878	0.848052
ILMN_3238576	113.2811	0.08831169
ILMN_3237169	91.44355	0.3714286
ILMN_3244100	93.2274	0.3194805
ILMN_1668651	144.4076	0.03376623
ILMN_2186925	82.2548	0.8844156
ILMN_1815599	86.89822	0.5935065
ILMN_1719934	161.5657	0.01688312
ILMN_1680973	85.93546	0.6506494
ILMN_1674934	82.99918	0.8493506
ILMN_2149946	98.64637	0.2038961
ILMN_1798808	117.9748	0.06753246
ILMN_1736936	97.62406	0.2155844
ILMN_1651437	91.26413	0.3753247
ILMN_1808388	84.36164	0.7571428
ILMN_3245306	157.4667	0.01948052
ILMN_1802190	92.96955	0.3246753
ILMN_1731648	339.2538	0
ILMN_2128668	373.6782	0
ILMN_1812893	85.51962	0.6753247
ILMN_2082244	153.8336	0.02077922
ILMN_2310685	93.04147	0.3246753
ILMN_2241317	79.98218	0.9610389
ILMN_1784341	89.60694	0.4350649
ILMN_1741692	87.40633	0.5506493
ILMN_1714280	103.1537	0.1480519
ILMN_1776596	89.01191	0.4701299
ILMN_1681456	87.39258	0.5506493
ILMN_1796851	80.71194	0.9376624
ILMN_2344971	156.7849	0.02077922
ILMN_1716400	166.7295	0.01688312
ILMN_1666363	122.7481	0.05714286
ILMN_1736510	529.6779	0
ILMN_1783954	91.48274	0.3714286
ILMN_1665304	90.66777	0.3896104
ILMN_1719069	97.53183	0.2181818
ILMN_1738816	198.669	0.007792208
ILMN_1844692	696.4678	0
ILMN_1687940	95.90679	0.2428571
ILMN_1712515	85.8221	0.6571429
ILMN_1681703	1475.781	0
ILMN_1712095	642.442	0
ILMN_3307977	86.58199	0.6103896
ILMN_3311135	86.54516	0.6103896
ILMN_3311155	87.09129	0.5779221
ILMN_2250923	98.52241	0.2038961
ILMN_1682495	103.8889	0.1376623
ILMN_1768248	106.2042	0.1142857
ILMN_1738179	126.9818	0.05064935
ILMN_1695355	98.60802	0.2038961
ILMN_2357701	88.76012	0.4766234
ILMN_1768049	83.25245	0.8324676
ILMN_1773809	207.7098	0.006493506
ILMN_2316740	108.0207	0.1090909
ILMN_1669046	88.17205	0.512987
ILMN_2298171	89.82196	0.4272727
ILMN_1707985	85.51339	0.6753247
ILMN_1685779	84.54801	0.7402598
ILMN_1770460	90.12476	0.4181818
ILMN_1711758	108.4001	0.1077922
ILMN_1762312	131.2616	0.04415584
ILMN_2130635	124.1331	0.05584415
ILMN_1772957	198.8456	0.007792208
ILMN_1811790	91.2497	0.3753247
ILMN_1713948	135.0945	0.04155844
ILMN_1681724	86.62168	0.6077922
ILMN_1659576	80.38487	0.9506493
ILMN_1727878	86.29179	0.6233766
ILMN_2092118	6207.534	0
ILMN_2392569	920.7624	0
ILMN_1740875	1231.436	0
ILMN_2203271	87.75234	0.5298702
ILMN_1755405	181.52	0.009090909
ILMN_1769031	176.224	0.01038961
ILMN_1806667	108.848	0.1051948
ILMN_1683453	114.7096	0.08311688
ILMN_1672151	104.6487	0.1272727
ILMN_1671318	98.14467	0.2090909
ILMN_1781416	255.9857	0.003896104
ILMN_1736180	208.1104	0.006493506
ILMN_1788213	2635.003	0
ILMN_1715452	85.03918	0.7077922
ILMN_2091978	96.16142	0.2376623
ILMN_1703174	99.44522	0.1922078
ILMN_1686928	83.90556	0.7974026
ILMN_1756784	123.8496	0.05584415
ILMN_1734696	253.3395	0.003896104
ILMN_3236543	84.72868	0.7298701
ILMN_1760475	90.3573	0.4090909
ILMN_2182262	79.79377	0.9688312
ILMN_1689120	86.43321	0.6168831
ILMN_2203266	91.03492	0.3779221
ILMN_3243065	120.9002	0.05844156
ILMN_1727605	83.48602	0.8220779
ILMN_1742390	79.18793	0.9779221
ILMN_1698725	117.3497	0.06883117
ILMN_1678961	106.8509	0.112987
ILMN_1663948	78.78511	0.9844156
ILMN_1700143	109.5024	0.1038961
ILMN_1746420	82.66174	0.8701299
ILMN_1794885	100.3183	0.1818182
ILMN_1727592	94.68887	0.274026
ILMN_2330787	86.28951	0.6233766
ILMN_1769282	179.9872	0.009090909
ILMN_2251759	84.78545	0.7285714
ILMN_1792419	87.046	0.5831169
ILMN_3241870	416.5299	0
ILMN_1754580	80.51061	0.9441559
ILMN_1658081	103.2268	0.1467533
ILMN_1660879	126.9677	0.05064935
ILMN_2265985	102.713	0.1532468
ILMN_1710203	74.88381	1
ILMN_2356273	104.8378	0.1246753
ILMN_1661282	141.7293	0.03506494
ILMN_2235531	79.33996	0.9779221
ILMN_2274605	85.32236	0.6909091
ILMN_2300526	89.62445	0.4350649
ILMN_2309733	87.87017	0.5233766
ILMN_2283094	87.20521	0.5688311
ILMN_1776569	92.91143	0.3272727
ILMN_2240811	95.15462	0.2623377
ILMN_1739631	84.15199	0.7727273
ILMN_1753507	243.1075	0.003896104
ILMN_1754018	104.4157	0.1311688
ILMN_2214734	120.8166	0.05844156
ILMN_1735488	92.67263	0.3298701
ILMN_1703222	105.04	0.1233766
ILMN_2335893	135.8167	0.04155844
ILMN_2254562	93.65363	0.3025974
ILMN_1772605	122.8102	0.05714286
ILMN_1678437	108.7691	0.1051948
ILMN_2204332	95.01192	0.2649351
ILMN_1665024	86.13364	0.6376624
ILMN_1747223	194.7965	0.007792208
ILMN_1798467	140.7341	0.03636364
ILMN_1716246	118.6369	0.06623377
ILMN_1711339	91.26831	0.3753247
ILMN_2048683	88.63937	0.4831169
ILMN_1756721	105.9955	0.1168831
ILMN_1808707	230.0961	0.003896104
ILMN_2364901	80.59812	0.9415584
ILMN_1713247	88.66635	0.4831169
ILMN_1689635	95.77265	0.2493507
ILMN_1694755	86.65928	0.6038961
ILMN_2376980	85.65685	0.6662338
ILMN_1813490	120.1391	0.05844156
ILMN_1669450	88.50762	0.4935065
ILMN_1733781	88.54446	0.4935065
ILMN_1689646	160.6522	0.01818182
ILMN_1677572	142.3415	0.03506494
ILMN_1679678	103.8948	0.1376623
ILMN_3307738	93.99677	0.2935065
ILMN_1751084	116.7305	0.07532468
ILMN_2415393	88.14854	0.5155844
ILMN_1718877	86.36138	0.6194805
ILMN_1661616	94.45148	0.2818182
ILMN_2333449	90.40998	0.4077922
ILMN_1716925	140.8406	0.03636364
ILMN_1718172	87.34149	0.5545455
ILMN_1712896	89.17728	0.4610389
ILMN_1700081	102.2828	0.1597403
ILMN_2201678	103.6945	0.138961
ILMN_1730670	95.27174	0.2597403
ILMN_1712308	83.25162	0.8324676
ILMN_1661566	342.5761	0
ILMN_1737981	85.9505	0.6493506
ILMN_1663569	96.69832	0.2272727
ILMN_1679646	124.1544	0.05584415
ILMN_1683146	799.7039	0
ILMN_2134538	550.7875	0
ILMN_1706013	1861.157	0
ILMN_1750278	3378.677	0
ILMN_2073235	3999.369	0
ILMN_3257030	152.8223	0.02077922
ILMN_3176403	11823.6	0
ILMN_1735439	86.41254	0.6194805
ILMN_3233968	84.54025	0.7402598
ILMN_2091846	157.7137	0.01948052
ILMN_1746525	2471.028	0
ILMN_2173835	810.4015	0
ILMN_2234016	9769.456	0
ILMN_1681871	84.71748	0.7311688
ILMN_1696911	3596.065	0
ILMN_2233401	88.36704	0.4987013
ILMN_1740429	10624.74	0
ILMN_1814823	10944.41	0
ILMN_1702498	86.16919	0.6363636
ILMN_2288070	123.5427	0.05584415
ILMN_2401822	130.6537	0.04415584
ILMN_1802347	86.38364	0.6194805
ILMN_2401826	170.1891	0.01558442
ILMN_1735918	108.3128	0.1090909
ILMN_1815933	99.82023	0.1844156
ILMN_1811692	109.2494	0.1051948
ILMN_1814573	133.7002	0.04155844
ILMN_3246953	142.377	0.03506494
ILMN_1776552	138.4191	0.03896104
ILMN_2353033	204.8858	0.006493506
ILMN_1792190	90.86161	0.3844156
ILMN_1752728	193.8994	0.007792208
ILMN_2085362	88.20037	0.5077922
ILMN_1744914	124.6694	0.05324675
ILMN_1704195	130.3961	0.04415584
ILMN_1728540	112.3637	0.0948052
ILMN_1669118	273.0511	0
ILMN_1790228	224.1007	0.003896104
ILMN_2306066	99.91842	0.1818182
ILMN_3180722	90.66558	0.3896104
ILMN_3268031	96.8993	0.2272727
ILMN_1712894	81.55888	0.9103896
ILMN_1725683	84.13988	0.7727273
ILMN_2163906	85.03001	0.7090909
ILMN_1678862	97.88226	0.2116883
ILMN_1794659	89.18947	0.4597403
ILMN_1653358	86.69742	0.6038961
ILMN_1792072	182.884	0.009090909
ILMN_1773310	101.1111	0.1766234
ILMN_2312228	241.9208	0.003896104
ILMN_1761275	103.6028	0.1415584
ILMN_1724236	161.9342	0.01688312
ILMN_1741422	96.1781	0.2376623
ILMN_1693152	89.56287	0.438961
ILMN_1878007	83.74482	0.8077922
ILMN_1705352	103.7725	0.138961
ILMN_1748836	181.2598	0.009090909
ILMN_2154053	135.2256	0.04155844
ILMN_2154052	150.7791	0.02337662
ILMN_1773850	122.149	0.05714286
ILMN_2342515	88.42867	0.4961039
ILMN_1774826	89.26896	0.4584416
ILMN_1679640	167.5011	0.01688312
ILMN_1704335	99.83335	0.1844156
ILMN_2389273	175.9913	0.01038961
ILMN_1738699	251.5347	0.003896104
ILMN_1764022	91.03739	0.3766234
ILMN_2345292	89.50439	0.438961
ILMN_1789463	89.87827	0.4246753
ILMN_1781045	281.3423	0
ILMN_1715301	88.26845	0.5038961
ILMN_2398572	129.7404	0.04545455
ILMN_2289593	85.29916	0.6935065
ILMN_1791580	130.7117	0.04415584
ILMN_1665372	103.3984	0.1428571
ILMN_2376050	82.90984	0.8545455
ILMN_1725597	84.57019	0.7402598
ILMN_1704286	858.9448	0
ILMN_2235975	105.4154	0.1194805
ILMN_2309848	1578.336	0
ILMN_1768812	106.2693	0.1142857
ILMN_1786118	200.447	0.006493506
ILMN_2280548	122.4154	0.05714286
ILMN_1796537	2497.058	0
ILMN_1709032	130.2343	0.04415584
ILMN_1686555	269.7271	0
ILMN_2380801	145.3331	0.03376623
ILMN_1781207	225.2924	0.003896104
ILMN_2249920	293.7484	0
ILMN_1683786	110.1497	0.1038961
ILMN_1670439	143.9687	0.03376623
ILMN_2389935	117.8697	0.06753246
ILMN_1696546	410.2799	0
ILMN_2222065	101.3267	0.1727273
ILMN_2105539	86.44951	0.6168831
ILMN_1653711	103.3078	0.1454545
ILMN_1703408	97.27179	0.2220779
ILMN_1743367	103.6007	0.1415584
ILMN_1798971	129.1284	0.04805195
ILMN_1659297	84.19308	0.7688312
ILMN_2108823	305.8918	0
ILMN_1804351	87.73883	0.5298702
ILMN_1729368	251.4028	0.003896104
ILMN_1704398	91.04279	0.3766234
ILMN_1753207	94.39368	0.2831169
ILMN_3306993	87.00892	0.5831169
ILMN_1691846	481.7746	0
ILMN_2344455	97.24825	0.2220779
ILMN_2357809	91.84171	0.3597403
ILMN_1759622	83.1789	0.8389611
ILMN_2381753	448.0228	0
ILMN_2381758	218.6196	0.003896104
ILMN_1720422	162.6008	0.01688312
ILMN_1738414	99.26893	0.1935065
ILMN_2079890	118.3509	0.06623377
ILMN_2394421	108.2233	0.1090909
ILMN_2287257	85.26719	0.6948052
ILMN_1661703	89.99646	0.4220779
ILMN_2127477	113.5799	0.08701298
ILMN_1697559	361.2795	0
ILMN_2347949	604.9669	0
ILMN_2261122	85.92258	0.651948
ILMN_2410783	224.4044	0.003896104
ILMN_1765801	173.0369	0.01428571
ILMN_1666910	81.75037	0.9064935
ILMN_2405534	97.02486	0.2233766
ILMN_1781672	88.92957	0.4701299
ILMN_1665964	778.8066	0
ILMN_1815758	210.9148	0.006493506
ILMN_1728746	90.85329	0.3844156
ILMN_1805979	175.1933	0.01168831
ILMN_1716182	86.05418	0.6415585
ILMN_2050109	145.5802	0.03376623
ILMN_2151281	665.051	0
ILMN_2046315	135.5166	0.04155844
ILMN_1796458	1360.952	0
ILMN_2395373	106.1307	0.1155844
ILMN_1658965	123.0475	0.05714286
ILMN_2395375	162.3435	0.01688312
ILMN_1660718	88.37044	0.4987013
ILMN_1750029	138.8438	0.03896104
ILMN_2175562	78.49697	0.987013
ILMN_1682403	86.01324	0.6454545
ILMN_1683173	96.64671	0.2285714
ILMN_1685881	85.99969	0.6454545
ILMN_1685239	160.2779	0.01818182
ILMN_1882938	97.48064	0.2194805
ILMN_3195401	117.6246	0.06883117
ILMN_3272074	87.57185	0.5415584
ILMN_2161007	10182.69	0
ILMN_1668713	105.6488	0.1181818
ILMN_2331701	86.63602	0.6051948
ILMN_1761147	125.817	0.05194805
ILMN_1802633	94.3706	0.2831169
ILMN_1659678	81.75923	0.9051948
ILMN_1715551	88.79647	0.4753247
ILMN_1801408	162.8264	0.01688312
ILMN_1707571	88.64819	0.4831169
ILMN_2215730	85.74034	0.6610389
ILMN_1798681	136.5877	0.04155844
ILMN_2159730	82.4456	0.8779221
ILMN_1667362	92.70959	0.3298701
ILMN_1798046	86.428	0.6168831
ILMN_1687090	81.0997	0.9324675
ILMN_1673493	85.67476	0.6649351
ILMN_1660608	100.9354	0.1779221
ILMN_1767503	90.06536	0.4207792
ILMN_1709681	97.21705	0.2220779
ILMN_1779742	82.1532	0.8896104
ILMN_2324202	90.12746	0.4181818
ILMN_1742195	84.30962	0.7584416
ILMN_1784706	95.20894	0.2623377
ILMN_1670606	92.27667	0.3467532
