PROBE_ID	7677153059_D.VALUE	7677153059_D.Detection Pval
ILMN_1759785	94.96221	0.8467532
ILMN_1672349	109.7679	0.2623377
ILMN_1769024	166.1786	0.03246753
ILMN_1653945	104.1701	0.3974026
ILMN_1718200	260.607	0.003896104
ILMN_1755806	102.665	0.4454545
ILMN_1776527	98.46739	0.6415585
ILMN_1665960	125.0823	0.1038961
ILMN_3237291	108.6074	0.2844156
ILMN_1708664	101.2593	0.5051948
ILMN_1734880	111.2816	0.2337662
ILMN_1795474	135.5257	0.06493507
ILMN_1798940	93.72596	0.9077922
ILMN_3237368	135.6604	0.06493507
ILMN_1772538	105.2634	0.3649351
ILMN_1789557	98.66959	0.6337662
ILMN_1714831	92.14648	0.9506493
ILMN_1765526	92.68447	0.9415584
ILMN_1693513	128.0371	0.08831169
ILMN_1759636	109.7608	0.2623377
ILMN_3237750	95.11534	0.8350649
ILMN_1651253	109.0768	0.2701299
ILMN_1674149	103.1867	0.4337662
ILMN_1695397	96.33855	0.7805195
ILMN_2215103	121.179	0.1285714
ILMN_3234121	116.4401	0.1662338
ILMN_3215008	103.0318	0.438961
ILMN_1666137	96.38915	0.7753247
ILMN_1721028	102.0602	0.4753247
ILMN_1716492	100.5278	0.5272727
ILMN_1691402	403.7717	0
ILMN_1792592	100.3066	0.5389611
ILMN_1724354	100.8865	0.5207792
ILMN_1751424	92.30343	0.9480519
ILMN_1665700	97.39008	0.7077922
ILMN_1655715	96.2284	0.7831169
ILMN_1772603	117.7355	0.1480519
ILMN_1707887	107.315	0.3077922
ILMN_3294318	107.3042	0.3077922
ILMN_1808102	106.9407	0.3155844
ILMN_1679781	105.9817	0.3454545
ILMN_1779188	99.23023	0.6
ILMN_3286411	95.46818	0.8207792
ILMN_1700859	135.6159	0.06493507
ILMN_1726374	99.36013	0.5948052
ILMN_3278603	103.0449	0.438961
ILMN_3286870	126.9175	0.0961039
ILMN_3209193	1078.758	0
ILMN_1724786	120.1338	0.1324675
ILMN_1731144	98.78711	0.6194805
ILMN_1731924	107.6699	0.2974026
ILMN_1706513	104.0335	0.4012987
ILMN_1698120	99.4512	0.5896104
ILMN_1664314	91.58443	0.9623377
ILMN_1813025	94.81383	0.861039
ILMN_1678718	108.121	0.2883117
ILMN_1682293	94.33196	0.8805195
ILMN_1736630	91.54364	0.9623377
ILMN_1792553	99.91779	0.5623376
ILMN_3209117	131.1608	0.07532468
ILMN_1703761	92.31191	0.9480519
ILMN_1678553	103.8037	0.4090909
ILMN_1654369	150.6048	0.04415584
ILMN_1692696	110.272	0.2532468
ILMN_1715849	114.2984	0.1948052
ILMN_1689153	106.6375	0.3220779
ILMN_1689701	125.5704	0.1012987
ILMN_1747238	98.47585	0.6415585
ILMN_1651488	100.6087	0.5272727
ILMN_3283772	166.7392	0.03246753
ILMN_1719172	149.1227	0.04675325
ILMN_1660839	119.4207	0.1363636
ILMN_1678906	122.475	0.1207792
ILMN_1755200	108.6862	0.2792208
ILMN_3199683	98.85649	0.6155844
ILMN_3279707	108.4941	0.2844156
ILMN_1654320	1533.146	0
ILMN_1786654	102.1884	0.4675325
ILMN_3245341	99.92938	0.561039
ILMN_1747924	102.103	0.4714286
ILMN_1661678	93.18036	0.9311689
ILMN_3286121	179.4559	0.01948052
ILMN_3210817	104.753	0.3831169
ILMN_1772134	91.38621	0.9649351
ILMN_1669430	101.5832	0.4948052
ILMN_1684847	102.7262	0.4441558
ILMN_3282844	98.21407	0.651948
ILMN_1700624	99.40536	0.5935065
ILMN_1691189	102.6276	0.448052
ILMN_1673734	103.486	0.4220779
ILMN_1665417	120.9638	0.1285714
ILMN_1784707	135.807	0.06493507
ILMN_1668014	101.9556	0.4779221
ILMN_1686663	92.43453	0.9480519
ILMN_1707181	121.3048	0.125974
ILMN_1802489	100.453	0.5324675
ILMN_1680984	97.25343	0.7103896
ILMN_1668079	100.8029	0.5220779
ILMN_1708533	126.557	0.0961039
ILMN_1723249	128.029	0.08831169
ILMN_1712435	93.97146	0.8961039
ILMN_1700387	111.7687	0.2233766
ILMN_1722284	132.1189	0.07402597
ILMN_1665585	94.22079	0.8844156
ILMN_1763626	99.22604	0.6
ILMN_1655144	100.5874	0.5272727
ILMN_1781016	103.3307	0.4311688
ILMN_1694951	98.19084	0.6545454
ILMN_1693372	87.71355	0.9935065
ILMN_1652215	125.953	0.1012987
ILMN_1652259	100.8285	0.5220779
ILMN_1733185	98.2107	0.651948
ILMN_1798551	104.2774	0.3948052
ILMN_3209676	588.5912	0
ILMN_3288218	100.19	0.5454546
ILMN_1811539	112.9153	0.2142857
ILMN_1740447	141.5484	0.05584415
ILMN_1796895	90.96799	0.9688312
ILMN_1704030	95.99157	0.8012987
ILMN_1684922	103.5168	0.4194805
ILMN_1654346	96.61555	0.7571428
ILMN_1653864	90.87354	0.9688312
ILMN_1790045	107.7127	0.2961039
ILMN_3235622	95.57816	0.8168831
ILMN_1764163	155.8321	0.04025974
ILMN_1686388	294.8479	0
ILMN_1676719	191.912	0.01298701
ILMN_1692322	104.9218	0.3753247
ILMN_1654064	114.2323	0.1974026
ILMN_1672041	93.11678	0.9350649
ILMN_1767846	99.3477	0.5948052
ILMN_1721895	99.1123	0.6051948
ILMN_3280042	93.0709	0.9350649
ILMN_3211824	97.17109	0.7181818
ILMN_1787140	105.6045	0.3571429
ILMN_1656698	96.60064	0.7597402
ILMN_1658585	93.54417	0.9181818
ILMN_1758196	148.9556	0.04675325
ILMN_1693838	94.57214	0.8727273
ILMN_1682606	92.13156	0.9506493
ILMN_3248701	132.6627	0.07402597
ILMN_1700160	98.81667	0.6181818
ILMN_3214625	105.4591	0.3584416
ILMN_3275580	132.0588	0.07402597
ILMN_1663832	104.3227	0.3948052
ILMN_1654187	111.4367	0.2285714
ILMN_1674434	95.01252	0.8441558
ILMN_1720437	102.69	0.4454545
ILMN_3295419	110.2484	0.2532468
ILMN_3201453	294.7884	0
ILMN_1719542	121.7086	0.1233766
ILMN_1652466	109.6487	0.2623377
ILMN_1801173	117.7459	0.1480519
ILMN_1815667	104.695	0.3831169
ILMN_1701857	104.9902	0.3727273
ILMN_1654336	104.3226	0.3948052
ILMN_1770896	94.99873	0.8454546
ILMN_1731395	96.57645	0.7597402
ILMN_1796099	100.1515	0.5467532
ILMN_3202889	94.49438	0.8766234
ILMN_3274677	98.70889	0.6246753
ILMN_1709803	96.17012	0.7896104
ILMN_3200665	99.37704	0.5935065
ILMN_3296783	100.4623	0.5324675
ILMN_1722875	95.32371	0.825974
ILMN_1689180	97.25634	0.7103896
ILMN_1815495	120.842	0.1285714
ILMN_1715930	178.8722	0.01948052
ILMN_3213820	122.6333	0.1207792
ILMN_1671748	96.561	0.7623377
ILMN_1674187	108.2534	0.2857143
ILMN_1664557	150.4359	0.04545455
ILMN_1715407	118.949	0.1415584
ILMN_1694246	94.74541	0.8675325
ILMN_1658770	103.7222	0.412987
ILMN_1706469	97.08789	0.7233766
ILMN_1768911	98.96906	0.6103896
ILMN_3283326	102.5247	0.4493507
ILMN_1660955	96.94968	0.7298701
ILMN_1656604	122.0959	0.1207792
ILMN_1712784	103.183	0.4337662
ILMN_1712347	147.9369	0.04805195
ILMN_1660757	104.2743	0.3948052
ILMN_1708192	118.1939	0.1454545
ILMN_1773121	158.5561	0.03896104
ILMN_1723053	121.885	0.1220779
ILMN_1667433	96.67882	0.7519481
ILMN_1770698	98.53111	0.6402597
ILMN_1758899	104.7461	0.3831169
ILMN_1742833	105.9431	0.3467532
ILMN_1693655	92.08636	0.9532468
ILMN_1676126	97.78628	0.6766234
ILMN_1715439	96.43018	0.7701299
ILMN_3289307	93.29853	0.9272727
ILMN_1678305	119.6335	0.1363636
ILMN_3283344	116.7537	0.161039
ILMN_1667580	105.3729	0.361039
ILMN_3278906	2393.395	0
ILMN_3202432	3124.42	0
ILMN_1751158	164.0151	0.03376623
ILMN_1679113	95.34084	0.825974
ILMN_1793872	100.9964	0.5181818
ILMN_1801158	103.6416	0.4155844
ILMN_1801999	140.8148	0.05714286
ILMN_1664183	98.88477	0.6155844
ILMN_1805041	104.3689	0.3935065
ILMN_1670053	116.0795	0.1701299
ILMN_1666853	109.9013	0.2597403
ILMN_1790816	116.4759	0.1662338
ILMN_1660898	90.46589	0.9753247
ILMN_1714014	104.3344	0.3948052
ILMN_3294741	118.7769	0.1428571
ILMN_3209232	108.6662	0.2805195
ILMN_1779265	102.4301	0.4506494
ILMN_1706554	103.7604	0.4116883
ILMN_1680930	114.3084	0.1948052
ILMN_1716652	99.8109	0.5675325
ILMN_1770823	101.8656	0.4805195
ILMN_1789809	496.6983	0
ILMN_1748007	93.77551	0.9038961
ILMN_1767149	127.2533	0.0948052
ILMN_3217276	106.2718	0.3324675
ILMN_3231314	110.1817	0.2532468
ILMN_3206565	99.17903	0.6012987
ILMN_1651532	101.6059	0.4935065
ILMN_1672971	99.93439	0.5597402
ILMN_3281727	106.671	0.3220779
ILMN_3204842	105.2908	0.3623376
ILMN_1741380	94.74979	0.8662338
ILMN_1779625	95.59476	0.8155844
ILMN_1667444	136.9026	0.06363636
ILMN_1692032	101.5461	0.4948052
ILMN_1771172	98.22881	0.651948
ILMN_1683828	99.24713	0.5974026
ILMN_1742093	116.6029	0.1649351
ILMN_1696468	112.3002	0.2194805
ILMN_1695537	99.13233	0.6038961
ILMN_1678942	90.87579	0.9688312
ILMN_1677790	98.41738	0.6428571
ILMN_1662862	93.98734	0.8961039
ILMN_1663767	107.9739	0.2909091
ILMN_3207122	202.3959	0.01038961
ILMN_3291685	102.8787	0.4415585
ILMN_1683849	93.46767	0.9220779
ILMN_1669494	95.44715	0.8207792
ILMN_1673104	189.9619	0.01298701
ILMN_1773530	99.76523	0.5688311
ILMN_1769231	102.7795	0.4415585
ILMN_1654588	92.21743	0.9493507
ILMN_1712847	134.269	0.06753246
ILMN_1686972	102.0854	0.474026
ILMN_1679044	182.383	0.01818182
ILMN_1670524	134.5866	0.06623377
ILMN_3296607	107.0825	0.3103896
ILMN_3202683	94.87763	0.8571429
ILMN_3275499	105.2878	0.3636364
ILMN_3204010	95.02005	0.8428571
ILMN_1664233	135.7258	0.06493507
ILMN_1710362	222.8159	0.006493506
ILMN_1705073	95.24039	0.8324676
ILMN_1669984	107.1337	0.3090909
ILMN_1805241	94.43326	0.8766234
ILMN_1661066	104.1062	0.3987013
ILMN_1677082	87.35607	0.9948052
ILMN_1676691	95.04962	0.8415585
ILMN_1688595	97.83924	0.6727273
ILMN_3201843	7577.309	0
ILMN_1657157	98.53433	0.6402597
ILMN_1675519	92.38638	0.9480519
ILMN_1658485	117.6925	0.1506494
ILMN_1651292	95.31053	0.8272727
ILMN_1784005	101.8534	0.4805195
ILMN_1659583	105.5699	0.3571429
ILMN_3280667	135.123	0.06493507
ILMN_3201088	93.61346	0.9116883
ILMN_1780117	95.22916	0.8324676
ILMN_1788605	99.90488	0.5623376
ILMN_1759879	129.6806	0.08311688
ILMN_1735484	92.88761	0.9376624
ILMN_1681755	97.46012	0.7012987
ILMN_1781663	102.7401	0.4428571
ILMN_1777359	124.0479	0.1103896
ILMN_1653956	126.0625	0.1012987
ILMN_1758077	112.0405	0.2194805
ILMN_1663511	94.7192	0.8675325
ILMN_1772071	118.8234	0.1428571
ILMN_1744426	129.428	0.08311688
ILMN_1652747	115.732	0.1727273
ILMN_3236774	102.7298	0.4441558
ILMN_1776524	114.4484	0.1896104
ILMN_1770739	102.7366	0.4428571
ILMN_1763882	204.9102	0.009090909
ILMN_1737777	101.8198	0.4818182
ILMN_3239485	95.66694	0.8090909
ILMN_1788679	104.6141	0.3831169
ILMN_1788142	102.7235	0.4454545
ILMN_1704908	100.2535	0.5441558
ILMN_1812250	331.954	0
ILMN_1753985	116.6345	0.1623377
ILMN_1807882	90.04382	0.9792208
ILMN_1659432	96.24791	0.7818182
ILMN_1657589	94.59991	0.8714285
ILMN_1776383	100.5758	0.5272727
ILMN_1664353	115.9631	0.1714286
ILMN_1713982	94.42123	0.8779221
ILMN_1776818	94.28093	0.8818182
ILMN_1660020	98.92356	0.6116883
ILMN_1680590	107.8769	0.2909091
ILMN_1698638	97.34479	0.7077922
ILMN_1734283	168.8377	0.03116883
ILMN_3200430	104.6871	0.3831169
ILMN_1673705	95.47666	0.8207792
ILMN_1687123	95.53915	0.8207792
ILMN_1710177	143.2079	0.05064935
ILMN_1652931	96.30884	0.7818182
ILMN_1733174	111.7814	0.2233766
ILMN_1653033	98.71869	0.6233766
ILMN_1655100	112.0359	0.2194805
ILMN_1784070	95.36131	0.8246753
ILMN_1686361	92.63419	0.9441559
ILMN_1653240	96.93594	0.7337663
ILMN_3201393	86.4342	0.9974026
ILMN_3277872	126.8451	0.0961039
ILMN_1765373	269.8472	0.003896104
ILMN_1651737	102.0891	0.4727273
ILMN_1754824	97.57774	0.6922078
ILMN_1683354	170.5642	0.02987013
ILMN_1725750	117.1205	0.1584416
ILMN_1675687	108.1727	0.2883117
ILMN_1712822	108.5662	0.2844156
ILMN_1760334	126.7607	0.0961039
ILMN_1659023	97.63383	0.6857143
ILMN_1677841	108.1679	0.2883117
ILMN_1709285	115.967	0.1714286
ILMN_1658748	101.2473	0.5051948
ILMN_1752415	151.4127	0.04285714
ILMN_1684266	105.0903	0.3701299
ILMN_1697857	104.7459	0.3831169
ILMN_1673644	102.6867	0.4454545
ILMN_1781984	150.846	0.04285714
ILMN_1728172	99.40525	0.5935065
ILMN_1654626	106.9796	0.3116883
ILMN_1738429	113.1408	0.212987
ILMN_1712518	134.8603	0.06623377
ILMN_1765341	94.94747	0.848052
ILMN_1690899	101.8898	0.4805195
ILMN_1691522	114.2486	0.1948052
ILMN_1707957	191.9572	0.01298701
ILMN_1742903	105.8689	0.3467532
ILMN_1671837	182.3869	0.01818182
ILMN_1660320	119.6315	0.1363636
ILMN_1671971	106.1514	0.3376623
ILMN_1769187	96.37019	0.7766234
ILMN_1661415	92.69146	0.9415584
ILMN_3284366	11457.04	0
ILMN_3219455	128.3523	0.08701298
ILMN_1720536	107.521	0.3051948
ILMN_1664057	116.0867	0.1701299
ILMN_1660644	100.1452	0.5467532
ILMN_3279979	97.46951	0.7012987
ILMN_1734679	94.76752	0.864935
ILMN_1661743	133.7331	0.07012987
ILMN_3201629	99.72536	0.5714286
ILMN_3290211	121.0924	0.1285714
ILMN_1719606	294.7621	0
ILMN_1667402	160.3372	0.03766234
ILMN_1753199	97.05259	0.7246753
ILMN_1686883	162.3096	0.03636364
ILMN_1669609	96.56873	0.7597402
ILMN_1691336	113.79	0.2051948
ILMN_1757606	92.64507	0.9441559
ILMN_1689475	94.59522	0.8714285
ILMN_1688029	104.8471	0.3792208
ILMN_1779258	699.1196	0
ILMN_1809956	97.94585	0.6701299
ILMN_1663321	108.639	0.2831169
ILMN_1759387	109.1728	0.2688312
ILMN_1651380	122.6796	0.1194805
ILMN_1776975	92.42097	0.9480519
ILMN_1788608	101.3676	0.5025974
ILMN_1657985	98.02013	0.6636364
ILMN_3290353	374.7419	0
ILMN_1675472	231.5628	0.005194805
ILMN_1717870	104.3061	0.3948052
ILMN_1811858	119.5812	0.1363636
ILMN_1713342	95.72555	0.8077922
ILMN_1652527	94.85313	0.8584415
ILMN_1682664	134.9816	0.06623377
ILMN_3237478	95.71284	0.8077922
ILMN_1673372	107.0347	0.3116883
ILMN_1745201	104.7313	0.3831169
ILMN_1722409	95.12505	0.8350649
ILMN_1708631	99.75475	0.5701299
ILMN_1651495	103.4837	0.4220779
ILMN_1671586	118.1235	0.1454545
ILMN_1705581	101.143	0.5077922
ILMN_1664552	111.5374	0.225974
ILMN_1652151	120.0911	0.1324675
ILMN_1707699	232.5806	0.005194805
ILMN_1752320	131.4223	0.07532468
ILMN_1692871	99.10836	0.6051948
ILMN_1775053	140.9087	0.05714286
ILMN_1667535	96.30598	0.7818182
ILMN_1741668	127.413	0.09350649
ILMN_1668377	115.5035	0.174026
ILMN_1661078	220.5653	0.006493506
ILMN_1687184	129.0305	0.08441558
ILMN_1653573	107.0416	0.3103896
ILMN_1727165	602.9202	0
ILMN_1804350	295.3013	0
ILMN_1706232	89.2067	0.987013
ILMN_1790216	101.9664	0.4779221
ILMN_1653636	93.32139	0.925974
ILMN_3216794	97.26389	0.7103896
ILMN_1701696	956.7209	0
ILMN_1735673	123.9575	0.1103896
ILMN_1665571	114.3422	0.1948052
ILMN_1762292	112.3506	0.2168831
ILMN_1708501	112.2274	0.2194805
ILMN_3290261	178.0463	0.02207792
ILMN_3214052	118.1899	0.1454545
ILMN_3282768	128.2737	0.08831169
ILMN_1717119	95.07089	0.8389611
ILMN_1652488	96.09701	0.7974026
ILMN_1664959	195.7769	0.01298701
ILMN_1655211	93.20499	0.9311689
ILMN_1798505	105.3325	0.3623376
ILMN_1653786	96.47015	0.7688312
ILMN_1696186	110.6141	0.2428571
ILMN_1656630	107.3034	0.3077922
ILMN_3275433	109.8092	0.2623377
ILMN_1651395	105.1577	0.3688312
ILMN_1674853	177.4121	0.02207792
ILMN_1667905	103.9738	0.4025974
ILMN_3241051	582.1355	0
ILMN_1750276	106.2563	0.3350649
ILMN_1803717	111.1414	0.2337662
ILMN_3282587	554.1336	0
ILMN_3206343	5463.122	0
ILMN_1723213	99.47771	0.587013
ILMN_1786056	112.7766	0.2155844
ILMN_1679106	166.2428	0.03246753
ILMN_1679173	99.68935	0.5727273
ILMN_1717018	508.1291	0
ILMN_1791242	103.3187	0.4311688
ILMN_1692242	105.014	0.3727273
ILMN_3248833	459.6919	0
ILMN_1743246	112.0358	0.2194805
ILMN_1731922	338.4852	0
ILMN_1678522	873.4744	0
ILMN_1795856	231.8363	0.005194805
ILMN_3235221	255.9329	0.003896104
ILMN_3283470	132.0274	0.07402597
ILMN_1674790	102.4774	0.4506494
ILMN_1693420	95.18645	0.8350649
ILMN_1814164	142.3447	0.05324675
ILMN_1815300	97.1378	0.7207792
ILMN_3285828	99.89149	0.5636364
ILMN_3209317	191.4284	0.01298701
ILMN_1675830	104.4891	0.3883117
ILMN_1657812	94.36723	0.8792208
ILMN_1658719	102.9574	0.4402598
ILMN_1738912	99.11678	0.6051948
ILMN_1677295	93.33106	0.925974
ILMN_1684084	102.0348	0.4753247
ILMN_1678879	98.89894	0.612987
ILMN_1792423	101.3938	0.5
ILMN_1689136	98.82566	0.6155844
ILMN_1727523	99.55788	0.5818182
ILMN_1673802	98.57098	0.638961
ILMN_1676118	104.4885	0.3896104
ILMN_1795574	97.42693	0.7064935
ILMN_1722620	105.8082	0.3519481
ILMN_1672631	97.96434	0.6701299
ILMN_1653352	99.92374	0.561039
ILMN_1663797	93.19012	0.9311689
ILMN_1802661	92.9795	0.9350649
ILMN_1680029	154.496	0.04025974
ILMN_1694878	144.9725	0.05064935
ILMN_1699058	108.2943	0.2844156
ILMN_1670674	101.4487	0.4987013
ILMN_1674027	95.65844	0.8090909
ILMN_1676277	94.00824	0.8935065
ILMN_3201485	219.5847	0.006493506
ILMN_1690419	103.9231	0.4025974
ILMN_3294024	100.619	0.5272727
ILMN_3198379	97.05064	0.7246753
ILMN_1665294	94.63148	0.8714285
ILMN_1657886	104.7865	0.3831169
ILMN_1688445	147.2913	0.04805195
ILMN_1723881	98.75506	0.6194805
ILMN_3296184	102.7952	0.4415585
ILMN_3280170	100.1849	0.5467532
ILMN_3203666	112.8304	0.2142857
ILMN_1664541	89.08078	0.987013
ILMN_1663141	99.05936	0.6090909
ILMN_1768466	124.2	0.1103896
ILMN_1688557	95.31725	0.8272727
ILMN_1691547	122.8287	0.1194805
ILMN_1787954	104.5887	0.3844156
ILMN_1760089	107.3218	0.3077922
ILMN_3208440	92.12048	0.951948
ILMN_1734039	112.167	0.2194805
ILMN_1661232	101.0274	0.5142857
ILMN_1655454	93.87595	0.8987013
ILMN_1674097	123.008	0.1155844
ILMN_1756599	166.1163	0.03246753
ILMN_1705371	106.5767	0.3233766
ILMN_1804833	164.2311	0.03246753
ILMN_1737760	115.3916	0.174026
ILMN_1685710	91.10924	0.9675325
ILMN_1685562	95.26842	0.8285714
ILMN_1684412	89.10562	0.987013
ILMN_1773616	123.6399	0.112987
ILMN_1742887	938.5197	0
ILMN_1665952	100.4088	0.5350649
ILMN_1723094	117.5267	0.1545455
ILMN_1657125	96.55008	0.7623377
ILMN_1782693	101.7979	0.4844156
ILMN_1786630	298.8941	0
ILMN_1653603	93.60445	0.9116883
ILMN_3291921	97.63979	0.6844156
ILMN_3215411	99.95253	0.5597402
ILMN_1729349	112.9101	0.2142857
ILMN_1693273	98.53519	0.6402597
ILMN_1670219	104.7231	0.3831169
ILMN_1674497	100.6534	0.5246753
ILMN_3209180	171.2338	0.02987013
ILMN_1705919	102.3892	0.4532467
ILMN_1667134	105.5513	0.3584416
ILMN_1693131	119.3675	0.1363636
ILMN_1685016	98.10892	0.6584415
ILMN_1694569	121.4145	0.1246753
ILMN_3294205	92.38551	0.9480519
ILMN_1794617	94.53521	0.8766234
ILMN_1796583	121.8474	0.1220779
ILMN_1694630	255.9919	0.003896104
ILMN_1809879	98.90637	0.6116883
ILMN_1725233	95.68247	0.8090909
ILMN_1735416	98.11263	0.6584415
ILMN_1776339	99.75462	0.5701299
ILMN_1751814	140.497	0.05714286
ILMN_1776566	136.0236	0.06493507
ILMN_3240966	99.37412	0.5935065
ILMN_3240135	95.59553	0.8155844
ILMN_1676792	749.1283	0
ILMN_1780559	102.1188	0.4714286
ILMN_1711310	106.735	0.3194805
ILMN_1804808	105.6205	0.3571429
ILMN_1741228	102.0756	0.474026
ILMN_3237860	105.7166	0.3558442
ILMN_1755199	91.01081	0.9688312
ILMN_1812728	96.65465	0.7532467
ILMN_3290100	305.6704	0
ILMN_3237941	151.719	0.04285714
ILMN_1771720	105.8458	0.3480519
ILMN_1683021	95.13441	0.8350649
ILMN_1807430	100.5505	0.5272727
ILMN_1657041	98.00603	0.6636364
ILMN_3237991	101.2858	0.5038961
ILMN_1657210	99.13393	0.6038961
ILMN_1680556	101.6206	0.4922078
ILMN_1670874	102.5016	0.4493507
ILMN_3211132	434.777	0
ILMN_3279322	4190.02	0
ILMN_3215381	128.2316	0.08831169
ILMN_3280220	96.1486	0.7909091
ILMN_1667715	122.299	0.1207792
ILMN_1661580	149.7392	0.04675325
ILMN_1700823	111.7331	0.2233766
ILMN_3217610	102.257	0.4610389
ILMN_3294130	175.2758	0.02337662
ILMN_1718636	228.3203	0.005194805
ILMN_1688316	102.3467	0.4558442
ILMN_3216755	92.00314	0.9532468
ILMN_3293265	100.8931	0.5207792
ILMN_1807258	112.6405	0.2155844
ILMN_3296468	96.75075	0.7480519
ILMN_1721940	98.26306	0.6506494
ILMN_1728681	96.6092	0.7584416
ILMN_1740041	94.89247	0.8571429
ILMN_1804976	104.9373	0.374026
ILMN_1719111	102.697	0.4454545
ILMN_1714696	112.335	0.2194805
ILMN_3239752	98.5936	0.638961
ILMN_1777343	94.70438	0.8675325
ILMN_1782037	95.22278	0.8324676
ILMN_1762440	158.8706	0.03766234
ILMN_1689749	105.4148	0.3597403
ILMN_1722884	110.8466	0.2428571
ILMN_1736104	117.4708	0.1545455
ILMN_1675082	121.4741	0.1233766
ILMN_1659207	100.2799	0.5415584
ILMN_1674752	107.3222	0.3077922
ILMN_1734484	93.90977	0.8961039
ILMN_3278146	104.9322	0.3753247
ILMN_3201663	96.95801	0.7285714
ILMN_1773966	104.7671	0.3831169
ILMN_3240721	105.2662	0.3649351
ILMN_1728059	251.746	0.003896104
ILMN_1653368	97.44574	0.7051948
ILMN_1671585	104.9079	0.3753247
ILMN_1742790	107.8649	0.2909091
ILMN_3275615	100.1671	0.5467532
ILMN_3276119	105.677	0.3558442
ILMN_3199647	139.7726	0.05844156
ILMN_1742256	109.7464	0.2623377
ILMN_1683064	98.57476	0.638961
ILMN_1775990	110.0771	0.2558441
ILMN_1666839	119.8819	0.1337662
ILMN_3280442	97.45707	0.7012987
ILMN_1735701	92.30006	0.9480519
ILMN_1692030	103.1946	0.4337662
ILMN_1653276	108.0733	0.2896104
ILMN_3296272	102.7495	0.4428571
ILMN_1792603	101.5782	0.4948052
ILMN_1692862	105.0116	0.3727273
ILMN_1701773	109.8919	0.2597403
ILMN_1705982	191.7511	0.01298701
ILMN_1696403	93.93199	0.8961039
ILMN_1811193	131.1051	0.07532468
ILMN_1724109	99.5752	0.5805195
ILMN_1696246	98.35385	0.6454545
ILMN_1682520	97.40762	0.7077922
ILMN_1722377	139.3041	0.05974026
ILMN_3234831	3077.365	0
ILMN_1790929	94.80561	0.8623376
ILMN_1656208	105.7274	0.3545454
ILMN_1761108	92.07158	0.9532468
ILMN_1776523	100.9963	0.5181818
ILMN_3251327	99.68139	0.5727273
ILMN_1666408	99.22977	0.6
ILMN_3277905	104.5886	0.3844156
ILMN_3294302	137.361	0.06233766
ILMN_1815124	1081.036	0
ILMN_1704291	236.913	0.005194805
ILMN_1667216	99.94115	0.5597402
ILMN_1700747	98.1239	0.6584415
ILMN_3276108	103.2963	0.4324675
ILMN_3199634	100.7894	0.5233766
ILMN_1814541	106.8596	0.3168831
ILMN_3288018	90.33688	0.9766234
ILMN_1802440	105.4809	0.3584416
ILMN_1768617	101.352	0.5025974
ILMN_3239168	112.1267	0.2194805
ILMN_1679455	91.55115	0.9623377
ILMN_1773909	148.0632	0.04805195
ILMN_1803201	97.86678	0.6727273
ILMN_1689427	127.133	0.0948052
ILMN_3286498	115.2802	0.1779221
ILMN_1679342	96.28418	0.7818182
ILMN_1651279	225.6354	0.006493506
ILMN_1665333	132.0501	0.07402597
ILMN_1654779	95.87755	0.8051948
ILMN_1656201	95.69143	0.8090909
ILMN_1723935	231.2508	0.005194805
ILMN_1787480	105.4407	0.3584416
ILMN_1731929	93.82691	0.9
ILMN_1674733	97.50476	0.7
ILMN_1739025	113.2109	0.2103896
ILMN_1748309	111.4327	0.2285714
ILMN_1784763	99.24417	0.5974026
ILMN_1806044	106.211	0.3363636
ILMN_3201937	105.4552	0.3584416
ILMN_1720745	1059.796	0
ILMN_3295847	1556.419	0
ILMN_3218820	1552.279	0
ILMN_3235763	104.0626	0.4
ILMN_1682600	100.9335	0.5194805
ILMN_1763044	99.28519	0.5961039
ILMN_1672846	100.8327	0.5220779
ILMN_1658869	309.2755	0
ILMN_1726758	115.8933	0.1714286
ILMN_1699961	115.232	0.1792208
ILMN_3291764	96.04958	0.7987013
ILMN_3211630	99.39095	0.5935065
ILMN_1658467	91.73958	0.9623377
ILMN_1665563	94.25911	0.8831169
ILMN_1800416	97.80199	0.6753247
ILMN_1737425	111.7272	0.2233766
ILMN_1700998	183.9376	0.01818182
ILMN_1725131	110.3451	0.2519481
ILMN_1694487	99.18654	0.6012987
ILMN_3279877	101.2564	0.5051948
ILMN_3199955	109.7043	0.2623377
ILMN_3237703	166.1027	0.03246753
ILMN_1666891	99.06726	0.6077922
ILMN_1743262	90.66992	0.9727273
ILMN_1691611	799.3119	0
ILMN_1658036	103.3693	0.4285714
ILMN_1776141	112.5629	0.2155844
ILMN_1789677	105.6733	0.3558442
ILMN_1778373	130.6299	0.07662338
ILMN_1768411	94.5816	0.8727273
ILMN_1801340	140.0808	0.05714286
ILMN_1780100	100.4294	0.5337662
ILMN_1659052	103.977	0.4025974
ILMN_1672680	95.89502	0.8051948
ILMN_1727236	115.7304	0.1727273
ILMN_1651388	97.59498	0.6909091
ILMN_1683956	99.19239	0.6012987
ILMN_1746857	104.4703	0.3909091
ILMN_3213185	6409.687	0
ILMN_3289685	10127.17	0
ILMN_3291596	96.26023	0.7818182
ILMN_3200335	189.7271	0.01428571
ILMN_1746634	98.01187	0.6636364
ILMN_1766875	97.23013	0.712987
ILMN_1671456	94.83401	0.8597403
ILMN_1796256	101.1227	0.5077922
ILMN_1726443	102.0859	0.474026
