PROBE_ID	7677153059_D.VALUE	7677153059_D.Detection Pval
ILMN_1770665	115.51	0.174026
ILMN_2370160	111.8808	0.2233766
ILMN_1678922	294.0157	0
ILMN_1729749	229.1624	0.005194805
ILMN_1654639	133.3448	0.07142857
ILMN_2374159	330.8355	0
ILMN_2374164	432.0047	0
ILMN_1785158	215.6814	0.007792208
ILMN_2066348	135.8946	0.06493507
ILMN_1755392	127.4571	0.09350649
ILMN_1710284	176.8204	0.02207792
ILMN_1709870	100.5916	0.5272727
ILMN_2094266	103.4743	0.4220779
ILMN_1696055	135.5654	0.06493507
ILMN_1653466	114.7257	0.1857143
ILMN_1794742	107.3394	0.3077922
ILMN_1694268	110.739	0.2428571
ILMN_2061768	98.58225	0.638961
ILMN_1742929	99.2123	0.6
ILMN_1813911	113.0039	0.2142857
ILMN_1806692	924.9199	0
ILMN_1741180	140.0882	0.05714286
ILMN_1685115	117.8474	0.1467533
ILMN_1701006	111.5139	0.225974
ILMN_2407308	194.5717	0.01298701
ILMN_1788203	114.6072	0.1857143
ILMN_1682034	101.7294	0.487013
ILMN_1654324	183.0641	0.01818182
ILMN_2263236	109.9388	0.2597403
ILMN_1683345	123.7583	0.1116883
ILMN_1743537	104.8561	0.3779221
ILMN_2302632	97.86572	0.6727273
ILMN_2367694	105.192	0.3662338
ILMN_1760985	170.6006	0.02987013
ILMN_2324584	101.9172	0.4792208
ILMN_1796572	137.4372	0.06233766
ILMN_1747285	94.54205	0.8753247
ILMN_1737541	100.1576	0.5467532
ILMN_2198239	108.2721	0.2857143
ILMN_1757838	91.73312	0.9623377
ILMN_1790149	112.1067	0.2194805
ILMN_1801586	107.3569	0.3077922
ILMN_1701468	103.4659	0.4233766
ILMN_1715994	742.1568	0
ILMN_1711465	108.6706	0.2792208
ILMN_1662413	119.0227	0.1402597
ILMN_1693853	93.78059	0.9025974
ILMN_1691355	107.2679	0.3090909
ILMN_1680322	109.9854	0.2571429
ILMN_1762712	271.6873	0.003896104
ILMN_1675453	97.92857	0.6714286
ILMN_2204215	101.0819	0.5077922
ILMN_1657972	150.6617	0.04285714
ILMN_1800101	100.2322	0.5441558
ILMN_1746386	123.2794	0.1155844
ILMN_3307074	115.9305	0.1714286
ILMN_1737076	102.0195	0.4766234
ILMN_1802338	104.485	0.3909091
ILMN_2410347	106.5629	0.3246753
ILMN_2295957	96.57084	0.7597402
ILMN_1763007	186.8213	0.01558442
ILMN_2231189	105.2421	0.3662338
ILMN_1664371	209.4134	0.009090909
ILMN_1737964	232.9969	0.005194805
ILMN_1703229	209.0531	0.009090909
ILMN_1777058	223.8952	0.006493506
ILMN_3235410	6446.498	0
ILMN_1804150	127.1362	0.0948052
ILMN_1656977	130.29	0.08051948
ILMN_1738825	166.6418	0.03246753
ILMN_1652762	148.5632	0.04675325
ILMN_2379788	246.8055	0.003896104
ILMN_1681283	173.7802	0.02727273
ILMN_1763260	264.343	0.003896104
ILMN_1681812	138.6937	0.05974026
ILMN_1808409	126.16	0.1
ILMN_2287061	92.42499	0.9480519
ILMN_1792799	94.40305	0.8792208
ILMN_2265623	98.33592	0.648052
ILMN_1663015	241.9332	0.005194805
ILMN_1687481	120.7318	0.1298701
ILMN_1674522	376.5563	0
ILMN_1661799	264.4528	0.003896104
ILMN_2230016	208.3181	0.009090909
ILMN_1675936	107.9663	0.2909091
ILMN_3249482	133.9498	0.06753246
ILMN_1774334	345.3232	0
ILMN_1711021	101.7187	0.487013
ILMN_2051563	98.76294	0.6194805
ILMN_1686435	112.7521	0.2155844
ILMN_1776480	118.1711	0.1454545
ILMN_2353697	111.7349	0.2233766
ILMN_1667453	111.1526	0.2337662
ILMN_1807710	575.4201	0
ILMN_1697820	135.0837	0.06493507
ILMN_1779076	169.2767	0.03116883
ILMN_2211630	97.0404	0.7246753
ILMN_3251662	319.0575	0
ILMN_1701403	146.5835	0.04935065
ILMN_1757910	184.6501	0.01818182
ILMN_1787845	135.6576	0.06493507
ILMN_2396148	150.7502	0.04285714
ILMN_2288402	103.2419	0.4337662
ILMN_1782954	176.4369	0.02207792
ILMN_2174702	108.2437	0.2857143
ILMN_1661188	101.3433	0.5025974
ILMN_1690951	106.5532	0.3246753
ILMN_1660786	108.6202	0.2844156
ILMN_2412768	101.0957	0.5077922
ILMN_1687440	167.4273	0.03246753
ILMN_1746941	128.9671	0.08441558
ILMN_2337551	175.4922	0.02337662
ILMN_1715659	102.031	0.4766234
ILMN_1813664	98.52653	0.6402597
ILMN_1678037	109.8151	0.2623377
ILMN_1785520	92.76805	0.938961
ILMN_2333766	116.2734	0.1688312
ILMN_2278686	109.989	0.2571429
ILMN_1703507	96.4461	0.7688312
ILMN_1692831	171.5612	0.02987013
ILMN_1653251	100.4009	0.5363637
ILMN_1757406	248.8257	0.003896104
ILMN_1749789	92.84241	0.938961
ILMN_1746435	90.55431	0.9753247
ILMN_1733684	98.9532	0.6116883
ILMN_1694166	94.4182	0.8779221
ILMN_1753524	98.34483	0.6467533
ILMN_1792689	769.1153	0
ILMN_1742143	100.236	0.5441558
ILMN_1756849	101.3714	0.5025974
ILMN_2184602	134.5402	0.06623377
ILMN_1686478	106.331	0.3285714
ILMN_2188451	95.33177	0.825974
ILMN_1663453	109.0315	0.2714286
ILMN_1755318	91.9185	0.9558442
ILMN_1694699	94.72973	0.8675325
ILMN_3246993	102.4309	0.4506494
ILMN_1756022	105.1947	0.3662338
ILMN_2108779	98.51234	0.6402597
ILMN_1750180	141.1998	0.05584415
ILMN_1680937	182.9385	0.01818182
ILMN_1651496	318.5704	0
ILMN_1758623	213.6546	0.007792208
ILMN_1777405	98.61818	0.6376624
ILMN_1687947	147.1014	0.04805195
ILMN_1779373	124.2014	0.1103896
ILMN_1716195	113.8403	0.2051948
ILMN_1688666	136.4335	0.06493507
ILMN_1775925	97.09124	0.7233766
ILMN_1658702	125.611	0.1012987
ILMN_1813314	242.4509	0.005194805
ILMN_1796179	1465.909	0
ILMN_1652998	111.1733	0.2337662
ILMN_1736820	102.3086	0.4597403
ILMN_1808907	96.48392	0.7675325
ILMN_1739076	155.8993	0.04025974
ILMN_1776845	102.025	0.4766234
ILMN_2222163	103.5122	0.4194805
ILMN_1712184	100.7468	0.5233766
ILMN_1721127	118.3663	0.1454545
ILMN_3235949	102.5537	0.4493507
ILMN_1788489	134.022	0.06753246
ILMN_1726815	104.3073	0.3948052
ILMN_1749368	181.6037	0.01948052
ILMN_2207865	101.1305	0.5077922
ILMN_1707257	125.8997	0.1012987
ILMN_1723111	91.11739	0.9675325
ILMN_2165369	94.8821	0.8571429
ILMN_2075334	701.3267	0
ILMN_1676580	97.03579	0.7246753
ILMN_1681542	99.97352	0.5597402
ILMN_2119320	99.81507	0.5675325
ILMN_1712808	97.21094	0.7168831
ILMN_1751120	172.0874	0.02857143
ILMN_1670033	96.32722	0.7818182
ILMN_2224990	100.0334	0.5519481
ILMN_1662359	117.3282	0.1558442
ILMN_1782329	90.85772	0.9688312
ILMN_1659047	1236.124	0
ILMN_2144426	569.9253	0
ILMN_3242900	1699.777	0
ILMN_1747589	125.876	0.1012987
ILMN_1768973	880.0342	0
ILMN_1732071	590.6989	0
ILMN_1670093	121.1797	0.1285714
ILMN_3243527	93.49138	0.9220779
ILMN_1666179	111.7047	0.2233766
ILMN_3249188	105.7821	0.3532467
ILMN_2115340	124.9933	0.1038961
ILMN_3238233	110.869	0.2415584
ILMN_1779648	115.0584	0.1818182
ILMN_1764986	102.1943	0.4662338
ILMN_1707173	113.9562	0.2038961
ILMN_2053992	100.3739	0.5376623
ILMN_1659265	108.4646	0.2844156
ILMN_1735548	123.3725	0.1142857
ILMN_1745447	127.0764	0.0948052
ILMN_1751596	127.7563	0.09090909
ILMN_1703906	93.91468	0.8961039
ILMN_2382990	843.0654	0
ILMN_1761829	112.4403	0.2168831
ILMN_1755548	105.9723	0.3454545
ILMN_2280871	97.37169	0.7077922
ILMN_2156172	174.204	0.02597403
ILMN_1723486	232.1744	0.005194805
ILMN_1670302	713.8373	0
ILMN_1752502	111.0914	0.2337662
ILMN_1675150	106.8828	0.3168831
ILMN_1671054	1829.504	0
ILMN_2203950	6649.164	0
ILMN_2165753	831.9435	0
ILMN_1778401	4808.965	0
ILMN_2150787	111.5934	0.225974
ILMN_1721113	763.4536	0
ILMN_1695311	654.9233	0
ILMN_1761733	612.1204	0
ILMN_1659075	139.1653	0.05974026
ILMN_1700428	181.1277	0.01948052
ILMN_1772218	711.7138	0
ILMN_1749070	144.9868	0.05064935
ILMN_2205405	94.09025	0.8922078
ILMN_1730521	93.79349	0.9012987
ILMN_1808405	191.6189	0.01298701
ILMN_1680144	161.7083	0.03636364
ILMN_1661266	124.6448	0.1051948
ILMN_1741648	232.0173	0.005194805
ILMN_1689655	1877.835	0
ILMN_2157441	2650.433	0
ILMN_1715169	324.8754	0
ILMN_1717261	185.2669	0.01688312
ILMN_1752592	571.5029	0
ILMN_2159694	96.33324	0.7805195
ILMN_1697499	493.9027	0
ILMN_2066060	320.8062	0
ILMN_2066066	406.1748	0
ILMN_1765258	5253.277	0
ILMN_1762861	590.4761	0
ILMN_2186806	1141.507	0
ILMN_1656670	291.0885	0.001298701
ILMN_1666078	475.9819	0
ILMN_2130441	3303.054	0
ILMN_2191402	105.4207	0.3584416
ILMN_1792669	147.3825	0.04805195
ILMN_1722829	102.0312	0.4766234
ILMN_1798588	104.9489	0.374026
ILMN_1673820	114.5185	0.1883117
ILMN_2087646	432.7454	0
ILMN_1686862	166.6923	0.03246753
ILMN_1697812	95.54569	0.8194805
ILMN_1766269	188.5906	0.01558442
ILMN_1687833	145.5543	0.05064935
ILMN_1807833	199.4818	0.01168831
ILMN_2236655	132.9906	0.07402597
ILMN_1720059	159.659	0.03766234
ILMN_1694476	142.2868	0.05324675
ILMN_1685954	106.6965	0.3220779
ILMN_1726306	107.5293	0.3025974
ILMN_1677308	92.06965	0.9532468
ILMN_1678290	144.087	0.05064935
ILMN_1651315	217.4877	0.007792208
ILMN_1693560	94.79967	0.8623376
ILMN_1673241	123.166	0.1155844
ILMN_1742699	96.67944	0.7519481
ILMN_2311537	228.913	0.005194805
ILMN_1666236	96.57017	0.7597402
ILMN_1671547	287.7318	0.001298701
ILMN_2344662	100.1067	0.5467532
ILMN_1791466	101.2744	0.5051948
ILMN_2231242	146.5632	0.04935065
ILMN_2211800	157.7983	0.03896104
ILMN_3239336	97.48955	0.7
ILMN_1809439	201.4066	0.01038961
ILMN_2219712	713.9394	0
ILMN_1654268	420.994	0
ILMN_1733519	102.4668	0.4506494
ILMN_2103343	123.2738	0.1155844
ILMN_1785655	97.93181	0.6714286
ILMN_2348031	94.84412	0.8597403
ILMN_2122420	107.1069	0.3103896
ILMN_2339192	94.81681	0.861039
ILMN_2256482	123.9723	0.1103896
ILMN_1716377	98.5947	0.638961
ILMN_1657395	262.5793	0.003896104
ILMN_1797728	149.3661	0.04675325
ILMN_1815203	157.3563	0.03896104
ILMN_1652123	390.3784	0
ILMN_2151579	627.4822	0
ILMN_1776879	127.3827	0.0948052
ILMN_3251232	129.5709	0.08311688
ILMN_2058141	742.2599	0
ILMN_1731984	99.32112	0.5948052
ILMN_2355004	96.69341	0.7519481
ILMN_1700518	461.4823	0
ILMN_1758333	105.1637	0.3675325
ILMN_2300636	111.601	0.225974
ILMN_3257884	108.1784	0.2883117
ILMN_3181420	136.7839	0.06363636
ILMN_1811392	338.2828	0
ILMN_1709173	103.0202	0.438961
ILMN_2409220	110.8777	0.2415584
ILMN_1781942	121.0718	0.1285714
ILMN_1800512	202.5559	0.01038961
ILMN_1658807	128.3512	0.08831169
ILMN_1728803	750.4315	0
ILMN_3242763	94.98287	0.8454546
ILMN_1811022	118.2231	0.1454545
ILMN_1671619	140.5057	0.05714286
ILMN_1765911	98.20618	0.6532468
ILMN_2384591	257.3601	0.003896104
ILMN_1706118	141.3388	0.05584415
ILMN_3238132	94.80401	0.8623376
ILMN_3235709	93.81298	0.9012987
ILMN_2372124	95.91095	0.8051948
ILMN_1739886	95.06801	0.8402597
ILMN_1698546	95.53006	0.8207792
ILMN_1743394	97.99669	0.6662338
ILMN_1790881	192.9767	0.01298701
ILMN_1751789	144.789	0.05064935
ILMN_1705984	97.61341	0.6896104
ILMN_2284744	115.1739	0.1805195
ILMN_1713685	103.2136	0.4337662
ILMN_1753279	195.2581	0.01298701
ILMN_1663447	109.8	0.2623377
ILMN_1815882	104.8607	0.3779221
ILMN_1736894	113.856	0.2051948
ILMN_2387742	96.05583	0.7987013
ILMN_1688230	90.86391	0.9688312
ILMN_3273854	309.9141	0
ILMN_3178792	579.3708	0
ILMN_1761083	123.4195	0.1142857
ILMN_2174574	106.0045	0.3454545
ILMN_1696485	123.6489	0.112987
ILMN_2335718	185.1051	0.01688312
ILMN_1651262	346.0132	0
ILMN_2334587	271.7099	0.003896104
ILMN_2154186	149.0889	0.04675325
ILMN_1773881	97.03564	0.7246753
ILMN_1751368	1109.086	0
ILMN_2321451	1587.212	0
ILMN_1668179	109.3757	0.2649351
ILMN_3246409	679.171	0
ILMN_2362245	380.5443	0
ILMN_1781764	128.1719	0.08831169
ILMN_3270641	258.2615	0.003896104
ILMN_3260017	207.2962	0.009090909
ILMN_3179371	807.7625	0
ILMN_2389582	217.0532	0.007792208
ILMN_3192791	350.0843	0
ILMN_3269405	561.8331	0
ILMN_3177285	411.0878	0
ILMN_3265895	117.8482	0.1467533
ILMN_2370135	2871.748	0
ILMN_1743677	138.1139	0.06103896
ILMN_3257430	139.499	0.05974026
ILMN_3180966	100.6794	0.5233766
ILMN_2072091	205.5478	0.009090909
ILMN_2220283	180.325	0.01948052
ILMN_1690586	348.7033	0
ILMN_2369682	1213.472	0
ILMN_1695588	189.2733	0.01558442
ILMN_1730572	148.3413	0.04805195
ILMN_1653432	177.0163	0.02207792
ILMN_2101920	279.3631	0.001298701
ILMN_2101928	102.9436	0.4402598
ILMN_1654920	294.5082	0
ILMN_2341645	97.18555	0.7181818
ILMN_1712357	213.3008	0.007792208
ILMN_2378048	740.442	0
ILMN_1791575	130.9341	0.07532468
ILMN_1805371	111.1052	0.2337662
ILMN_1745385	723.8239	0
ILMN_2175894	357.357	0
ILMN_2395728	266.7422	0.003896104
ILMN_1690268	672.1742	0
ILMN_1674763	106.513	0.3246753
ILMN_1810327	292.222	0
ILMN_1804568	98.9532	0.6116883
ILMN_2346479	101.5143	0.4961039
ILMN_1671486	109.1931	0.2675325
ILMN_1811579	103.5278	0.4194805
ILMN_1765550	111.242	0.2337662
ILMN_1790917	105.4952	0.3584416
ILMN_1658114	101.292	0.5038961
ILMN_1741406	111.6965	0.2233766
ILMN_1682147	206.9245	0.009090909
ILMN_2062001	124.6434	0.1051948
ILMN_1741464	122.103	0.1207792
ILMN_1735570	96.57383	0.7597402
ILMN_1766643	98.75225	0.6194805
ILMN_2316236	249.0648	0.003896104
ILMN_2215025	99.38004	0.5935065
ILMN_1769849	125.3391	0.1038961
ILMN_1679139	116.3081	0.1688312
ILMN_3239700	121.3749	0.125974
ILMN_1680740	99.66528	0.5727273
ILMN_1700382	109.9343	0.2597403
ILMN_1689336	101.0244	0.5142857
ILMN_1770247	111.6081	0.225974
ILMN_1682110	97.04228	0.7246753
ILMN_1738132	123.0771	0.1155844
ILMN_3249281	120.2479	0.1298701
ILMN_1731349	93.72646	0.9064935
ILMN_2107068	107.3407	0.3077922
ILMN_1799836	124.7958	0.1038961
ILMN_1652807	95.2767	0.8285714
ILMN_1760647	94.24335	0.8831169
ILMN_1678051	98.80788	0.6181818
ILMN_1689426	96.59991	0.7597402
ILMN_3251370	102.2437	0.4610389
ILMN_1677018	98.16728	0.6545454
ILMN_1753613	133.0813	0.07402597
ILMN_1815570	936.9128	0
ILMN_1706478	198.9845	0.01168831
ILMN_1739582	104.192	0.3974026
ILMN_1702479	106.4947	0.3246753
ILMN_1718079	199.8609	0.01168831
ILMN_1742677	104.2736	0.3948052
ILMN_1810274	150.7791	0.04285714
ILMN_1689874	176.8871	0.02207792
ILMN_1654331	101.8029	0.4844156
ILMN_1674908	106.5207	0.3246753
ILMN_1667831	159.8703	0.03766234
ILMN_1673885	95.63292	0.8103896
ILMN_1768101	358.5178	0
ILMN_1702125	120.0012	0.1324675
ILMN_1798496	128.0492	0.08831169
ILMN_1720406	120.0333	0.1324675
ILMN_1725899	186.8533	0.01558442
ILMN_1697342	91.1553	0.9662338
ILMN_1760029	109.0137	0.2714286
ILMN_1759676	113.2904	0.2090909
ILMN_1757184	134.7298	0.06623377
ILMN_1719975	107.7298	0.2961039
ILMN_1803907	200.5248	0.01168831
ILMN_2396039	105.3672	0.361039
ILMN_1740104	168.3566	0.03116883
ILMN_1794492	561.1453	0
ILMN_1787334	110.5896	0.2441558
ILMN_1718285	111.2354	0.2337662
ILMN_1718898	140.3595	0.05714286
ILMN_1717381	107.1552	0.3090909
ILMN_1714691	101.6242	0.4922078
ILMN_1746158	99.47814	0.587013
ILMN_1783500	89.36456	0.9844156
ILMN_1706901	97.98142	0.6675324
ILMN_1798076	133.0173	0.07402597
ILMN_1672091	134.1549	0.06753246
ILMN_1714988	96.54032	0.7636364
ILMN_1659792	94.99265	0.8454546
ILMN_1812433	222.4852	0.006493506
ILMN_1701169	120.9467	0.1285714
ILMN_1815033	105.2979	0.3623376
ILMN_2240457	115.895	0.1714286
ILMN_1764850	730.3624	0
ILMN_1715672	119.4649	0.1363636
ILMN_1736976	107.1824	0.3090909
ILMN_1745688	110.0603	0.2558441
ILMN_1697703	206.2386	0.009090909
ILMN_2166457	176.0957	0.02337662
ILMN_1713753	99.84012	0.5649351
ILMN_2358760	108.263	0.2857143
ILMN_1704089	139.2549	0.05974026
ILMN_1687235	104.7217	0.3831169
ILMN_2155452	98.22636	0.651948
ILMN_1809212	96.20234	0.787013
ILMN_2056975	238.8459	0.005194805
ILMN_1736940	159.9529	0.03766234
ILMN_1741483	186.5486	0.01558442
ILMN_2267787	124.2717	0.1103896
ILMN_2411658	122.6302	0.1207792
ILMN_1762224	139.5452	0.05974026
ILMN_2282718	108.8578	0.2766234
ILMN_1727862	132.4571	0.07402597
ILMN_1808919	130.4149	0.07922078
ILMN_1699937	105.6392	0.3558442
ILMN_1721994	101.5363	0.4961039
ILMN_1720994	161.9284	0.03636364
ILMN_2411731	128.4005	0.08571429
ILMN_1688033	96.29431	0.7818182
ILMN_1655312	118.5388	0.1454545
ILMN_1718537	222.342	0.006493506
ILMN_1779547	256.3641	0.003896104
ILMN_2092850	160.5983	0.03766234
ILMN_1732035	158.3938	0.03896104
ILMN_3242847	103.6994	0.4142857
ILMN_1668593	140.7045	0.05714286
ILMN_3309940	100.7862	0.5233766
ILMN_1780625	101.2231	0.5051948
ILMN_1657505	171.1902	0.02987013
ILMN_1773751	118.3051	0.1454545
ILMN_1699798	107.9444	0.2909091
ILMN_1655867	100.2686	0.5428572
ILMN_1809259	103.7612	0.4116883
ILMN_1667711	143.4269	0.05064935
ILMN_1674349	98.51449	0.6402597
ILMN_2196734	117.6946	0.1506494
ILMN_1792497	227.1013	0.006493506
ILMN_1738773	133.6727	0.07012987
ILMN_2189675	100.5408	0.5272727
ILMN_1800315	101.8436	0.4805195
ILMN_2193936	98.23215	0.651948
ILMN_1807339	125.3549	0.1025974
ILMN_1673953	133.5826	0.07142857
ILMN_1722411	106.7224	0.3207792
ILMN_1694273	96.99347	0.7285714
ILMN_1810424	133.7252	0.07012987
ILMN_1809145	106.4017	0.325974
ILMN_2193706	98.34969	0.6454545
ILMN_1705324	123.9359	0.1103896
ILMN_1687510	122.5497	0.1207792
ILMN_2057220	112.7277	0.2155844
ILMN_1807633	113.9453	0.2051948
ILMN_1854469	143.3032	0.05064935
ILMN_1869106	109.3194	0.2662338
ILMN_1896741	96.57011	0.7597402
ILMN_1898023	94.10919	0.8922078
ILMN_1867588	157.2279	0.03896104
ILMN_1911196	117.8961	0.1454545
ILMN_1851020	100.648	0.525974
ILMN_1855386	113.1172	0.212987
ILMN_1851376	106.7862	0.3168831
ILMN_1899018	95.9743	0.8038961
ILMN_1905053	113.3066	0.2090909
ILMN_1843585	93.91972	0.8961039
ILMN_1838310	107.406	0.3064935
ILMN_1840316	108.4255	0.2844156
ILMN_1839647	91.50897	0.9636363
ILMN_1839051	124.1909	0.1103896
ILMN_1865735	101.9623	0.4779221
ILMN_1819256	98.23708	0.651948
ILMN_1858289	107.1938	0.3090909
ILMN_1843198	108.0903	0.2896104
ILMN_1888335	103.533	0.4194805
ILMN_1831111	102.7642	0.4428571
ILMN_1909247	136.6105	0.06363636
ILMN_1912366	111.7769	0.2233766
ILMN_1846444	99.16372	0.6012987
ILMN_1830837	105.9856	0.3454545
ILMN_1840493	102.6169	0.448052
ILMN_1867418	97.95285	0.6701299
ILMN_1819536	98.61221	0.6376624
ILMN_1904242	99.94821	0.5597402
ILMN_1853599	110.2598	0.2532468
ILMN_1903670	95.25791	0.8298701
ILMN_1900604	100.2034	0.5441558
ILMN_1818479	100.2196	0.5441558
ILMN_1865630	124.6766	0.1038961
ILMN_1871216	102.2592	0.4610389
ILMN_1826285	109.4152	0.2649351
ILMN_1894279	108.5355	0.2844156
ILMN_1906678	121.4087	0.125974
ILMN_1859160	152.6612	0.04155844
ILMN_1816582	104.0712	0.4
ILMN_1878644	95.37025	0.8233766
ILMN_1855976	97.71117	0.6805195
ILMN_1894822	106.9046	0.3168831
ILMN_1857113	94.33238	0.8805195
ILMN_1898662	105.5251	0.3584416
ILMN_1851063	113.7189	0.2064935
ILMN_1855868	96.19068	0.7883117
ILMN_1852461	102.4172	0.451948
ILMN_1831943	138.4111	0.05974026
ILMN_1880905	99.81827	0.5649351
ILMN_1820014	177.2871	0.02207792
ILMN_1869034	96.04755	0.7987013
ILMN_1832086	102.3298	0.4571429
ILMN_1828161	93.64928	0.9090909
ILMN_1903077	116.678	0.1623377
ILMN_1833324	122.8033	0.1194805
ILMN_1900650	109.4854	0.2649351
ILMN_1893204	115.8275	0.1714286
ILMN_1831421	97.62443	0.6883117
ILMN_1840252	110.7008	0.2428571
ILMN_1831009	95.77718	0.8077922
ILMN_1827396	119.0714	0.138961
ILMN_1879087	142.5054	0.05194805
ILMN_1864467	137.3307	0.06233766
ILMN_1858006	110.5905	0.2441558
ILMN_1882112	120.2064	0.1311688
ILMN_1847202	109.877	0.2597403
ILMN_1891368	152.3987	0.04155844
ILMN_1869354	118.7338	0.1428571
ILMN_1834569	110.9923	0.2376623
ILMN_1845076	119.6618	0.1363636
ILMN_1823732	101.0138	0.5155844
ILMN_1840508	103.3785	0.4285714
ILMN_1892495	103.3082	0.4311688
ILMN_1856229	114.5697	0.187013
ILMN_1900275	120.1988	0.1311688
ILMN_1839481	116.2852	0.1688312
ILMN_1896699	94.02816	0.8935065
ILMN_1893228	100.6041	0.5272727
ILMN_1846499	124.5869	0.1064935
ILMN_1842319	100.0287	0.5532467
ILMN_1861772	119.9726	0.1324675
ILMN_1905075	118.9756	0.1402597
ILMN_1860194	103.7432	0.4116883
ILMN_1913676	110.1662	0.2532468
ILMN_1861380	152.9517	0.04155844
ILMN_1880062	102.0373	0.4753247
ILMN_1844755	102.4405	0.4506494
ILMN_1838261	99.65752	0.5727273
ILMN_1836543	113.4045	0.2090909
ILMN_1873496	133.3964	0.07142857
ILMN_1877068	126.4627	0.09740259
ILMN_1820645	121.308	0.125974
ILMN_1862521	105.5706	0.3571429
ILMN_1835092	100.9185	0.5207792
ILMN_1818677	140.1939	0.05714286
ILMN_1906957	111.6545	0.2246753
ILMN_1850892	94.02349	0.8935065
ILMN_1852151	107.5559	0.3012987
ILMN_1917103	100.1107	0.5467532
ILMN_1846026	184.8066	0.01818182
ILMN_1823752	110.3074	0.2532468
ILMN_1879880	101.06	0.5090909
ILMN_1848556	101.6852	0.4909091
ILMN_1825159	105.1724	0.3675325
ILMN_1847402	129.1573	0.08441558
ILMN_1830634	131.749	0.07402597
ILMN_1901616	118.474	0.1454545
ILMN_1853612	106.195	0.3363636
ILMN_1860820	104.86	0.3779221
ILMN_1825822	108.4856	0.2844156
ILMN_1905711	99.04624	0.6090909
ILMN_1877939	109.7786	0.2623377
ILMN_1883928	100.9413	0.5194805
ILMN_1847645	125.4024	0.1025974
ILMN_1894922	100.8813	0.5207792
ILMN_1863228	106.7394	0.3194805
ILMN_1893511	151.5124	0.04285714
ILMN_1898223	96.47392	0.7675325
ILMN_1821397	115.1397	0.1818182
ILMN_1851553	93.35679	0.9246753
ILMN_1888558	110.9468	0.2402597
ILMN_1907812	105.9371	0.3467532
ILMN_1839844	100.9463	0.5194805
ILMN_1874577	288.7249	0.001298701
ILMN_1826141	102.4464	0.4506494
ILMN_1835451	122.4806	0.1207792
ILMN_1910919	119.891	0.1337662
ILMN_1823020	99.77426	0.5688311
ILMN_1859946	486.377	0
ILMN_1825443	103.6405	0.4155844
ILMN_1904378	100.3307	0.5389611
ILMN_1882844	109.5217	0.2636364
ILMN_1832809	103.1979	0.4337662
ILMN_1844128	110.4064	0.2467532
ILMN_1883094	105.4216	0.3584416
ILMN_1878928	100.4452	0.5324675
ILMN_1899549	101.332	0.5025974
ILMN_1910784	120.2002	0.1311688
ILMN_1895443	103.3908	0.4285714
ILMN_1893523	110.1876	0.2532468
ILMN_1821279	100.5623	0.5272727
ILMN_1867014	133.7422	0.07012987
ILMN_1859393	107.5215	0.3051948
ILMN_1893858	103.6163	0.4168831
ILMN_1816092	102.1395	0.4701299
ILMN_1839956	102.9131	0.4402598
ILMN_1831098	153.591	0.04155844
ILMN_1903900	104.7001	0.3831169
ILMN_1877912	135.9454	0.06493507
ILMN_1824807	129.2389	0.08311688
ILMN_1893335	99.40298	0.5935065
ILMN_1869130	95.748	0.8077922
ILMN_1833964	167.05	0.03246753
ILMN_1842426	95.32774	0.825974
ILMN_1916313	175.9258	0.02337662
ILMN_1901769	109.8655	0.2597403
ILMN_1822220	103.9802	0.4025974
ILMN_1899404	96.93661	0.7337663
ILMN_1900520	118.6683	0.1441558
ILMN_1825421	93.16527	0.9324675
ILMN_1856009	104.2993	0.3948052
ILMN_1870085	100.706	0.5233766
ILMN_1906794	128.8012	0.08571429
ILMN_1825773	119.7936	0.1350649
ILMN_1844611	144.1479	0.05064935
ILMN_1855116	115.689	0.1727273
ILMN_1890821	115.0445	0.1818182
ILMN_1869318	103.4646	0.4233766
ILMN_1880350	157.6972	0.03896104
ILMN_1909135	98.02153	0.6636364
ILMN_1915752	123.283	0.1155844
ILMN_1916931	109.6536	0.2623377
ILMN_1904843	119.9744	0.1324675
ILMN_1899026	102.5861	0.448052
ILMN_1841485	110.7485	0.2428571
ILMN_1819488	95.90858	0.8051948
ILMN_1861767	101.1155	0.5077922
ILMN_1903159	239.6528	0.005194805
ILMN_1884146	90.68325	0.9727273
ILMN_1821724	101.5109	0.4961039
ILMN_1832209	108.9278	0.274026
ILMN_1885475	106.5228	0.3246753
ILMN_1888658	101.8097	0.4831169
ILMN_1893960	118.3167	0.1454545
ILMN_1866314	176.9007	0.02207792
ILMN_1906681	108.0707	0.2896104
ILMN_1842468	115.5965	0.174026
ILMN_1900123	92.55847	0.9467533
ILMN_1901646	96.60258	0.7584416
ILMN_1846567	134.1256	0.06753246
ILMN_1863284	161.8183	0.03636364
ILMN_1881348	120.4828	0.1298701
ILMN_1886595	98.32147	0.648052
ILMN_1911059	118.9066	0.1415584
ILMN_1822990	97.79488	0.6766234
ILMN_1916292	230.0544	0.005194805
ILMN_1872967	109.1136	0.2688312
ILMN_1854861	113.6727	0.2064935
ILMN_1866491	109.7948	0.2623377
ILMN_1871155	100.715	0.5233766
ILMN_1819223	111.1391	0.2337662
ILMN_1833027	105.6311	0.3571429
ILMN_1834147	124.6852	0.1038961
ILMN_1867575	94.5202	0.8766234
